ngram,G3,G,G,G
1534,0.0,4.254403237220166e-05,4.254403237220166e-05,4.254403237220166e-05
1535,0.0,4.292054193553797e-05,4.292054193553797e-05,4.292054193553797e-05
1536,0.0,4.784045040651108e-05,4.784045040651108e-05,4.784045040651108e-05
1537,0.0,7.830980972097937e-05,7.830980972097937e-05,7.830980972097937e-05
1538,0.0,9.101556400180146e-05,9.101556400180146e-05,9.101556400180146e-05
1539,0.0,0.00010657251011382738,0.00010657251011382738,0.00010657251011382738
1540,0.0,7.464555821050973e-05,7.464555821050973e-05,7.464555821050973e-05
1541,0.0,7.183661682574893e-05,7.183661682574893e-05,7.183661682574893e-05
1542,0.0,8.048798554227687e-05,8.048798554227687e-05,8.048798554227687e-05
1543,0.0,0.00010979355387722276,0.00010979355387722276,0.00010979355387722276
1544,0.0,7.839470293090147e-05,7.839470293090147e-05,7.839470293090147e-05
1545,0.0,6.783230946894037e-05,6.783230946894037e-05,6.783230946894037e-05
1546,0.0,4.9849569937318196e-05,4.9849569937318196e-05,4.9849569937318196e-05
1547,0.0,5.3126711139027195e-05,5.3126711139027195e-05,5.3126711139027195e-05
1548,0.0,5.609913055845287e-05,5.609913055845287e-05,5.609913055845287e-05
1549,0.0,4.7071252278588614e-05,4.7071252278588614e-05,4.7071252278588614e-05
1550,0.0,1.6628195550895596e-05,1.6628195550895596e-05,1.6628195550895596e-05
1551,0.0,1.7177441999852556e-05,1.7177441999852556e-05,1.7177441999852556e-05
1552,0.0,1.5755192180222366e-05,1.5755192180222366e-05,1.5755192180222366e-05
1553,0.0,1.54754859847474e-05,1.54754859847474e-05,1.54754859847474e-05
1554,0.0,1.21983447830384e-05,1.21983447830384e-05,1.21983447830384e-05
1555,0.0,1.1028880375566327e-05,1.1028880375566327e-05,1.1028880375566327e-05
1556,0.0,5.474568589696511e-05,5.474568589696511e-05,5.474568589696511e-05
1557,0.0,6.03082739871752e-05,6.03082739871752e-05,6.03082739871752e-05
1558,0.0,5.7632025670630226e-05,5.7632025670630226e-05,5.7632025670630226e-05
1559,0.0,5.691091467139943e-05,5.691091467139943e-05,5.691091467139943e-05
1560,0.0,5.8256985409700845e-05,5.8256985409700845e-05,5.8256985409700845e-05
1561,0.0,6.591524314509505e-05,6.591524314509505e-05,6.591524314509505e-05
1562,0.0,7.300086092852456e-05,7.300086092852456e-05,7.300086092852456e-05
1563,0.0,2.9738677117815575e-05,2.9738677117815575e-05,2.9738677117815575e-05
1564,0.0,3.311696244574185e-05,3.311696244574185e-05,3.311696244574185e-05
1565,0.0,3.511801904616212e-05,3.511801904616212e-05,3.511801904616212e-05
1566,0.0,3.702168955247284e-05,3.702168955247284e-05,3.702168955247284e-05
1567,0.0,4.59115783866894e-05,4.59115783866894e-05,4.59115783866894e-05
1568,0.0,5.00176460523757e-05,5.00176460523757e-05,5.00176460523757e-05
1569,0.0,4.187177858381931e-05,4.187177858381931e-05,4.187177858381931e-05
1570,0.0,4.141715687312951e-05,4.141715687312951e-05,4.141715687312951e-05
1571,0.0,3.359756673099972e-05,3.359756673099972e-05,3.359756673099972e-05
1572,0.0,3.0070324945492238e-05,3.0070324945492238e-05,3.0070324945492238e-05
1573,0.0,3.4458700935959185e-05,3.4458700935959185e-05,3.4458700935959185e-05
1574,0.0,4.165351083429414e-05,4.165351083429414e-05,4.165351083429414e-05
1575,0.0,3.7432862947233457e-05,3.7432862947233457e-05,3.7432862947233457e-05
1576,0.0,4.2098322865058435e-05,4.2098322865058435e-05,4.2098322865058435e-05
1577,0.0,5.995865343980508e-05,5.995865343980508e-05,5.995865343980508e-05
1578,0.0,5.890955987654577e-05,5.890955987654577e-05,5.890955987654577e-05
1579,0.0,6.0329863507441974e-05,6.0329863507441974e-05,6.0329863507441974e-05
1580,0.0,5.700919960612997e-05,5.700919960612997e-05,5.700919960612997e-05
1581,0.0,4.313827451239506e-05,4.313827451239506e-05,4.313827451239506e-05
1582,0.0,4.020339227801222e-05,4.020339227801222e-05,4.020339227801222e-05
1583,2.403113025398592e-07,4.080300966182092e-05,4.080300966182092e-05,4.080300966182092e-05
1584,2.403113025398592e-07,2.833734846977417e-05,2.833734846977417e-05,2.833734846977417e-05
1585,2.403113025398592e-07,2.8445818445886418e-05,2.8445818445886418e-05,2.8445818445886418e-05
1586,2.403113025398592e-07,4.6634582239286306e-05,4.6634582239286306e-05,4.6634582239286306e-05
1587,2.403113025398592e-07,4.6431836121233315e-05,4.6431836121233315e-05,4.6431836121233315e-05
1588,2.403113025398592e-07,4.8228038264954064e-05,4.8228038264954064e-05,4.8228038264954064e-05
1589,2.403113025398592e-07,4.604668720276095e-05,4.604668720276095e-05,4.604668720276095e-05
1590,0.0,4.10788071738872e-05,4.10788071738872e-05,4.10788071738872e-05
1591,0.0,4.128134073003561e-05,4.128134073003561e-05,4.128134073003561e-05
1592,0.0,4.328797889944066e-05,4.328797889944066e-05,4.328797889944066e-05
1593,0.0,2.472188771207584e-05,2.472188771207584e-05,2.472188771207584e-05
1594,1.67631583281036e-07,2.932904070413705e-05,2.932904070413705e-05,2.932904070413705e-05
1595,6.184286738581639e-07,3.0284153581305873e-05,3.0284153581305873e-05,3.0284153581305873e-05
1596,6.184286738581639e-07,3.227549197098207e-05,3.227549197098207e-05,3.227549197098207e-05
1597,6.184286738581639e-07,3.8136128880848575e-05,3.8136128880848575e-05,3.8136128880848575e-05
1598,6.184286738581639e-07,4.134147509051088e-05,4.134147509051088e-05,4.134147509051088e-05
1599,6.184286738581639e-07,4.1149403321989144e-05,4.1149403321989144e-05,4.1149403321989144e-05
1600,6.184286738581639e-07,4.789394110308162e-05,4.789394110308162e-05,4.789394110308162e-05
1601,4.5079709057712793e-07,4.989369699615054e-05,4.989369699615054e-05,4.989369699615054e-05
1602,0.0,4.650575777174838e-05,4.650575777174838e-05,4.650575777174838e-05
1603,0.0,6.55772504874871e-05,6.55772504874871e-05,6.55772504874871e-05
1604,0.0,6.310373932397592e-05,6.310373932397592e-05,6.310373932397592e-05
1605,0.0,6.115984043779983e-05,6.115984043779983e-05,6.115984043779983e-05
1606,1.6016021423378595e-07,6.25093237301501e-05,6.25093237301501e-05,6.25093237301501e-05
1607,1.6016021423378595e-07,8.256873713565125e-05,8.256873713565125e-05,8.256873713565125e-05
1608,1.6016021423378595e-07,7.399190215957268e-05,7.399190215957268e-05,7.399190215957268e-05
1609,1.6016021423378595e-07,9.069077551820166e-05,9.069077551820166e-05,9.069077551820166e-05
1610,1.6016021423378595e-07,7.140629291565606e-05,7.140629291565606e-05,7.140629291565606e-05
1611,2.6257249276438544e-07,7.660601860542167e-05,7.660601860542167e-05,7.660601860542167e-05
1612,2.6257249276438544e-07,7.754838920196303e-05,7.754838920196303e-05,7.754838920196303e-05
1613,1.0241227853059951e-07,9.583112601571233e-05,9.583112601571233e-05,9.583112601571233e-05
1614,4.32022026026451e-07,7.471565205768067e-05,7.471565205768067e-05,7.471565205768067e-05
1615,4.32022026026451e-07,8.115486369726048e-05,8.115486369726048e-05,8.115486369726048e-05
1616,4.32022026026451e-07,6.838083650758822e-05,6.838083650758822e-05,6.838083650758822e-05
1617,5.555633606491028e-07,7.096981737829213e-05,7.096981737829213e-05,7.096981737829213e-05
1618,5.516282206891836e-07,6.538062604834392e-05,6.538062604834392e-05,6.538062604834392e-05
1619,5.516282206891836e-07,6.624476191063877e-05,6.624476191063877e-05,6.624476191063877e-05
1620,6.523671345348703e-07,4.657701382322037e-05,4.657701382322037e-05,4.657701382322037e-05
1621,3.227573870390188e-07,4.735440935681774e-05,4.735440935681774e-05,4.735440935681774e-05
1622,3.227573870390188e-07,4.363390767788847e-05,4.363390767788847e-05,4.363390767788847e-05
1623,3.227573870390188e-07,4.7292994557730185e-05,4.7292994557730185e-05,4.7292994557730185e-05
1624,1.9921605241636696e-07,5.080214214103762e-05,5.080214214103762e-05,5.080214214103762e-05
1625,9.313858169792053e-07,5.880895956319624e-05,5.880895956319624e-05,5.880895956319624e-05
1626,1.1610076333974057e-06,5.45066172240435e-05,5.45066172240435e-05,5.45066172240435e-05
1627,1.060268719551719e-06,7.512676945355321e-05,7.512676945355321e-05,7.512676945355321e-05
1628,1.060268719551719e-06,7.816942473125112e-05,7.816942473125112e-05,7.816942473125112e-05
1629,1.060268719551719e-06,8.628864192620053e-05,8.628864192620053e-05,8.628864192620053e-05
1630,1.060268719551719e-06,9.389377737534232e-05,9.389377737534232e-05,9.389377737534232e-05
1631,1.060268719551719e-06,9.929021273689744e-05,9.929021273689744e-05,9.929021273689744e-05
1632,2.296218164182002e-07,9.769121191181642e-05,9.769121191181642e-05,9.769121191181642e-05
1633,0.0,0.00010703767683090908,0.00010703767683090908,0.00010703767683090908
1634,0.0,9.536216800500239e-05,9.536216800500239e-05,9.536216800500239e-05
1635,0.0,9.342819144616701e-05,9.342819144616701e-05,9.342819144616701e-05
1636,0.0,9.351554867212794e-05,9.351554867212794e-05,9.351554867212794e-05
1637,0.0,8.26461125273324e-05,8.26461125273324e-05,8.26461125273324e-05
1638,6.733503710165678e-08,7.57666457502637e-05,7.57666457502637e-05,7.57666457502637e-05
1639,3.78815956634883e-07,7.435421295148055e-05,7.435421295148055e-05,7.435421295148055e-05
1640,3.78815956634883e-07,7.43184048457936e-05,7.43184048457936e-05,7.43184048457936e-05
1641,3.78815956634883e-07,6.649968314117618e-05,6.649968314117618e-05,6.649968314117618e-05
1642,3.78815956634883e-07,6.653793077150892e-05,6.653793077150892e-05,6.653793077150892e-05
1643,3.78815956634883e-07,5.8788123559289875e-05,5.8788123559289875e-05,5.8788123559289875e-05
1644,3.78815956634883e-07,5.878652700630482e-05,5.878652700630482e-05,5.878652700630482e-05
1645,3.114809195332262e-07,5.728404487724349e-05,5.728404487724349e-05,5.728404487724349e-05
1646,3.022152148852391e-07,5.600795572848126e-05,5.600795572848126e-05,5.600795572848126e-05
1647,3.022152148852391e-07,4.8785308536025696e-05,4.8785308536025696e-05,4.8785308536025696e-05
1648,3.022152148852391e-07,5.06286235447208e-05,5.06286235447208e-05,5.06286235447208e-05
1649,3.8044298987318014e-07,4.833693180574171e-05,4.833693180574171e-05,4.833693180574171e-05
1650,3.8044298987318014e-07,6.0525354846114556e-05,6.0525354846114556e-05,6.0525354846114556e-05
1651,3.8044298987318014e-07,6.115311355512989e-05,6.115311355512989e-05,6.115311355512989e-05
1652,4.917857836517214e-07,6.012557371702444e-05,6.012557371702444e-05,6.012557371702444e-05
1653,2.6494634702040845e-07,5.764502098567651e-05,5.764502098567651e-05,5.764502098567651e-05
1654,3.0642953317640475e-07,6.0279014828016185e-05,6.0279014828016185e-05,6.0279014828016185e-05
1655,3.0642953317640475e-07,5.99344982349846e-05,5.99344982349846e-05,5.99344982349846e-05
1656,2.282017581884637e-07,6.741287818710719e-05,6.741287818710719e-05,6.741287818710719e-05
1657,2.282017581884637e-07,5.789552700922026e-05,5.789552700922026e-05,5.789552700922026e-05
1658,2.282017581884637e-07,5.688931352259325e-05,5.688931352259325e-05,5.688931352259325e-05
1659,1.168589644099224e-07,5.696754825683976e-05,5.696754825683976e-05,5.696754825683976e-05
1660,4.1483186155996266e-08,5.8345751832738256e-05,5.8345751832738256e-05,5.8345751832738256e-05
1661,0.0,5.880126211975169e-05,5.880126211975169e-05,5.880126211975169e-05
1662,0.0,5.6199603672471964e-05,5.6199603672471964e-05,5.6199603672471964e-05
1663,1.4452894642350396e-06,5.990329892873498e-05,5.990329892873498e-05,5.990329892873498e-05
1664,1.4452894642350396e-06,6.080421163850198e-05,6.080421163850198e-05,6.080421163850198e-05
1665,1.4893810811957207e-06,6.275973386696673e-05,6.275973386696673e-05,6.275973386696673e-05
1666,1.4893810811957207e-06,7.057231258451273e-05,7.057231258451273e-05,7.057231258451273e-05
1667,1.5218333970778986e-06,6.975922120286018e-05,6.975922120286018e-05,6.975922120286018e-05
1668,1.5218333970778986e-06,6.651935629114243e-05,6.651935629114243e-05,6.651935629114243e-05
1669,1.5218333970778986e-06,6.617586716726822e-05,6.617586716726822e-05,6.617586716726822e-05
1670,7.654393284285885e-08,5.784933819086291e-05,5.784933819086291e-05,5.784933819086291e-05
1671,1.1565412551460343e-07,6.117579999097091e-05,6.117579999097091e-05,6.117579999097091e-05
1672,7.15625085539224e-08,6.212391547575993e-05,6.212391547575993e-05,6.212391547575993e-05
1673,1.4579112165133017e-07,5.373206607016202e-05,5.373206607016202e-05,5.373206607016202e-05
1674,1.1333880576915232e-07,5.423410142871684e-05,5.423410142871684e-05,5.423410142871684e-05
1675,1.476573053033852e-07,5.47973379850321e-05,5.47973379850321e-05,5.47973379850321e-05
1676,1.476573053033852e-07,5.899566583268877e-05,5.899566583268877e-05,5.899566583268877e-05
1677,1.476573053033852e-07,5.593972881407743e-05,5.593972881407743e-05,5.593972881407743e-05
1678,1.0854711263164063e-07,5.3412976350435724e-05,5.3412976350435724e-05,5.3412976350435724e-05
1679,1.0854711263164063e-07,5.082185764747139e-05,5.082185764747139e-05,5.082185764747139e-05
1680,5.2420428379004336e-08,5.082464329981511e-05,5.082464329981511e-05,5.082464329981511e-05
1681,9.717212330022968e-08,5.0791180131324965e-05,5.0791180131324965e-05,5.0791180131324965e-05
1682,6.285362376599681e-08,5.112496936427695e-05,5.112496936427695e-05,5.112496936427695e-05
1683,1.0698808036327786e-07,4.786031266641138e-05,4.786031266641138e-05,4.786031266641138e-05
1684,1.0698808036327786e-07,4.667031576640771e-05,4.667031576640771e-05,4.667031576640771e-05
1685,1.2719391203778026e-07,4.499235884785386e-05,4.499235884785386e-05,4.499235884785386e-05
1686,1.2719391203778026e-07,4.3591542635113e-05,4.3591542635113e-05,4.3591542635113e-05
1687,1.090919831930088e-07,4.814014807509791e-05,4.814014807509791e-05,4.814014807509791e-05
1688,1.1093186661323021e-07,4.975072754729938e-05,4.975072754729938e-05,4.975072754729938e-05
1689,1.4250303641866984e-07,4.864647416980006e-05,4.864647416980006e-05,4.864647416980006e-05
1690,1.1913887070542322e-07,4.875067263908152e-05,4.875067263908152e-05,4.875067263908152e-05
1691,1.1913887070542322e-07,4.9911782428223107e-05,4.9911782428223107e-05,4.9911782428223107e-05
1692,9.893303903092082e-08,5.2190378482919186e-05,5.2190378482919186e-05,5.2190378482919186e-05
1693,1.3028423292585751e-07,5.2654762319954375e-05,5.2654762319954375e-05,5.2654762319954375e-05
1694,1.3028423292585751e-07,4.7507661552767134e-05,4.7507661552767134e-05,4.7507661552767134e-05
1695,8.369265458441077e-08,4.7356001492257095e-05,4.7356001492257095e-05,4.7356001492257095e-05
1696,6.786743053258501e-08,4.734070067310573e-05,4.734070067310573e-05,4.734070067310573e-05
1697,4.709713964855057e-08,4.785351432344344e-05,4.785351432344344e-05,4.785351432344344e-05
1698,4.709713964855057e-08,4.78467320915245e-05,4.78467320915245e-05,4.78467320915245e-05
1699,6.016668001913266e-08,4.717323047641132e-05,4.717323047641132e-05,4.717323047641132e-05
1700,5.4811191522016345e-08,4.820014250331691e-05,4.820014250331691e-05,4.820014250331691e-05
1701,5.4811191522016345e-08,5.225710940846641e-05,5.225710940846641e-05,5.225710940846641e-05
1702,6.679635130727288e-08,5.350104090341899e-05,5.350104090341899e-05,5.350104090341899e-05
1703,6.209161540482455e-08,5.569297250726127e-05,5.569297250726127e-05,5.569297250726127e-05
1704,7.075338207381979e-08,5.4428702631932015e-05,5.4428702631932015e-05,5.4428702631932015e-05
1705,8.906899142045535e-08,5.729567731447917e-05,5.729567731447917e-05,5.729567731447917e-05
1706,7.599945104987325e-08,5.5579285149828396e-05,5.5579285149828396e-05,5.5579285149828396e-05
1707,5.0003745652052855e-08,5.776809328900916e-05,5.776809328900916e-05,5.776809328900916e-05
1708,5.0003745652052855e-08,5.7786682321290884e-05,5.7786682321290884e-05,5.7786682321290884e-05
1709,6.206861818165115e-08,6.0895058725561413e-05,6.0895058725561413e-05,6.0895058725561413e-05
1710,5.102740833048561e-08,6.402153823208729e-05,6.402153823208729e-05,6.402153823208729e-05
1711,4.236564166149037e-08,6.902345765930866e-05,6.902345765930866e-05,6.902345765930866e-05
1712,5.6640292963753125e-08,7.32072715306588e-05,7.32072715306588e-05,7.32072715306588e-05
1713,5.6640292963753125e-08,8.14064177185563e-05,8.14064177185563e-05,8.14064177185563e-05
1714,8.53551236040013e-08,8.385889356889362e-05,8.385889356889362e-05,8.385889356889362e-05
1715,1.1932218464088302e-07,9.338432157944356e-05,9.338432157944356e-05,9.338432157944356e-05
1716,9.52721523260282e-08,9.633424425763743e-05,9.633424425763743e-05,9.633424425763743e-05
1717,1.0291355780265934e-07,9.678207633052287e-05,9.678207633052287e-05,9.678207633052287e-05
1718,1.0291355780265934e-07,0.00010555031102350248,0.00010555031102350248,0.00010555031102350248
1719,8.349303927600107e-08,0.00010056332238101666,0.00010056332238101666,0.00010056332238101666
1720,9.255416750469131e-08,0.00010189105159952305,0.00010189105159952305,0.00010189105159952305
1721,8.135945301595321e-08,9.709713516973093e-05,9.709713516973093e-05,9.709713516973093e-05
1722,4.7392391979071494e-08,8.629235370400628e-05,8.629235370400628e-05,8.629235370400628e-05
1723,4.7392391979071494e-08,8.53747182450856e-05,8.53747182450856e-05,8.53747182450856e-05
1724,3.9750986502440355e-08,8.246608038981711e-05,8.246608038981711e-05,8.246608038981711e-05
1725,6.916279866280612e-08,8.253197146197116e-05,8.253197146197116e-05,8.253197146197116e-05
1726,5.599305654056609e-08,8.638439612695947e-05,8.638439612695947e-05,8.638439612695947e-05
1727,8.114550707562427e-08,8.584070123366214e-05,8.584070123366214e-05,8.584070123366214e-05
1728,7.010495092377564e-08,8.783779568537804e-05,8.783779568537804e-05,8.783779568537804e-05
1729,8.922088109589562e-08,9.013184171635658e-05,9.013184171635658e-05,9.013184171635658e-05
1730,8.922088109589562e-08,8.7573986093048e-05,8.7573986093048e-05,8.7573986093048e-05
1731,9.618762066208677e-08,8.93114910078501e-05,8.93114910078501e-05,8.93114910078501e-05
1732,8.555138058292349e-08,8.353609466991787e-05,8.353609466991787e-05,8.353609466991787e-05
1733,9.257615017434415e-08,8.164251110948888e-05,8.164251110948888e-05,8.164251110948888e-05
1734,5.8362571410595724e-08,7.439760624298028e-05,7.439760624298028e-05,7.439760624298028e-05
1735,9.715149421448846e-08,8.107311129736315e-05,8.107311129736315e-05,8.107311129736315e-05
1736,8.354788911495753e-08,8.517590945952438e-05,8.517590945952438e-05,8.517590945952438e-05
1737,8.354788911495753e-08,8.041190864917423e-05,8.041190864917423e-05,8.041190864917423e-05
1738,8.207296582034879e-08,7.83060968387872e-05,7.83060968387872e-05,7.83060968387872e-05
1739,7.622105968607684e-08,7.460811009098376e-05,7.460811009098376e-05,7.460811009098376e-05
1740,8.41708473079247e-08,7.701027373384153e-05,7.701027373384153e-05,7.701027373384153e-05
1741,9.605354886080672e-08,8.097831908214306e-05,8.097831908214306e-05,8.097831908214306e-05
1742,5.7162438338309585e-08,8.552361500083602e-05,8.552361500083602e-05,8.552361500083602e-05
1743,6.128150685315501e-08,8.378246587069173e-05,8.378246587069173e-05,8.378246587069173e-05
1744,6.128150685315501e-08,9.020461376556861e-05,9.020461376556861e-05,9.020461376556861e-05
1745,5.5789690581572616e-08,9.367986785946414e-05,9.367986785946414e-05,9.367986785946414e-05
1746,4.784400177624905e-08,9.372932877990284e-05,9.372932877990284e-05,9.372932877990284e-05
1747,3.7028596316141764e-08,8.737356984056532e-05,8.737356984056532e-05,8.737356984056532e-05
1748,2.8785626580786683e-08,8.275041909655556e-05,8.275041909655556e-05,8.275041909655556e-05
1749,2.736353467623433e-08,6.99811140033749e-05,6.99811140033749e-05,6.99811140033749e-05
1750,2.432960398225857e-08,6.608003137184173e-05,6.608003137184173e-05,6.608003137184173e-05
1751,3.5037020142323986e-08,6.102454790379852e-05,6.102454790379852e-05,6.102454790379852e-05
1752,4.2834200440568434e-08,5.591765251925348e-05,5.591765251925348e-05,5.591765251925348e-05
1753,3.785622329896146e-08,5.402041642810218e-05,5.402041642810218e-05,5.402041642810218e-05
1754,5.043334638799024e-08,5.530750994304461e-05,5.530750994304461e-05,5.530750994304461e-05
1755,5.8353537874771584e-08,5.629912214187373e-05,5.629912214187373e-05,5.629912214187373e-05
1756,5.643372803985715e-08,6.0065740399295464e-05,6.0065740399295464e-05,6.0065740399295464e-05
1757,5.288138841105397e-08,5.887575389351696e-05,5.887575389351696e-05,5.887575389351696e-05
1758,4.5281557043657424e-08,5.853652432311459e-05,5.853652432311459e-05,5.853652432311459e-05
1759,3.748437674541297e-08,5.7142652492205214e-05,5.7142652492205214e-05,5.7142652492205214e-05
1760,4.812984474459167e-08,5.598825217540642e-05,5.598825217540642e-05,5.598825217540642e-05
1761,4.527140744820761e-08,5.541154730183605e-05,5.541154730183605e-05,5.541154730183605e-05
1762,5.2489557335531704e-08,5.393726678448729e-05,5.393726678448729e-05,5.393726678448729e-05
1763,6.080878505494119e-08,4.937629117713576e-05,4.937629117713576e-05,4.937629117713576e-05
1764,6.057434147927715e-08,4.994982633174264e-05,4.994982633174264e-05,4.994982633174264e-05
1765,6.630898192432661e-08,4.866051780741795e-05,4.866051780741795e-05,4.866051780741795e-05
1766,7.311108620098952e-08,5.0754159539272746e-05,5.0754159539272746e-05,5.0754159539272746e-05
1767,6.246561820181082e-08,5.065815016028604e-05,5.065815016028604e-05,5.065815016028604e-05
1768,5.9316630845225e-08,5.074360888102092e-05,5.074360888102092e-05,5.074360888102092e-05
1769,4.663107690459713e-08,5.3965086928136384e-05,5.3965086928136384e-05,5.3965086928136384e-05
1770,3.815930022759468e-08,5.311344180622005e-05,5.311344180622005e-05,5.311344180622005e-05
1771,5.3777127005462585e-08,5.0674099579087594e-05,5.0674099579087594e-05,5.0674099579087594e-05
1772,4.757098359675638e-08,4.979562696202525e-05,4.979562696202525e-05,4.979562696202525e-05
1773,4.595926103182332e-08,4.823820199817419e-05,4.823820199817419e-05,4.823820199817419e-05
1774,6.199404037740156e-08,4.6060019355666426e-05,4.6060019355666426e-05,4.6060019355666426e-05
1775,7.726339263618748e-08,4.3322145107335276e-05,4.3322145107335276e-05,4.3322145107335276e-05
1776,7.388324288878526e-08,3.8867353266271364e-05,3.8867353266271364e-05,3.8867353266271364e-05
1777,7.391837161411072e-08,3.8799370876014496e-05,3.8799370876014496e-05,3.8799370876014496e-05
1778,7.773901471758953e-08,4.0196581332046275e-05,4.0196581332046275e-05,4.0196581332046275e-05
1779,8.278799005064944e-08,4.0873631015918886e-05,4.0873631015918886e-05,4.0873631015918886e-05
1780,8.229588896061354e-08,3.9947358995310166e-05,3.9947358995310166e-05,3.9947358995310166e-05
1781,8.347376174404936e-08,4.062467113336814e-05,4.062467113336814e-05,4.062467113336814e-05
1782,6.179182625893581e-08,4.079395200408596e-05,4.079395200408596e-05,4.079395200408596e-05
1783,7.430165029274707e-08,4.085680796249237e-05,4.085680796249237e-05,4.085680796249237e-05
1784,7.63770162036183e-08,3.9526412625231645e-05,3.9526412625231645e-05,3.9526412625231645e-05
1785,6.383660076737994e-08,3.7448147590371915e-05,3.7448147590371915e-05,3.7448147590371915e-05
1786,6.821242796003649e-08,3.610516588586117e-05,3.610516588586117e-05,3.610516588586117e-05
1787,7.253813854341778e-08,3.572332518940259e-05,3.572332518940259e-05,3.572332518940259e-05
1788,6.708445507034152e-08,3.455931645086301e-05,3.455931645086301e-05,3.455931645086301e-05
1789,7.78921907291468e-08,3.4145253136687514e-05,3.4145253136687514e-05,3.4145253136687514e-05
1790,6.598454252834277e-08,3.3246408877727974e-05,3.3246408877727974e-05,3.3246408877727974e-05
1791,7.728061999858125e-08,3.476591778702901e-05,3.476591778702901e-05,3.476591778702901e-05
1792,7.41014579221298e-08,3.413373061838294e-05,3.413373061838294e-05,3.413373061838294e-05
1793,7.584488313584967e-08,3.660212990195889e-05,3.660212990195889e-05,3.660212990195889e-05
1794,7.480477646838932e-08,3.6269349428558985e-05,3.6269349428558985e-05,3.6269349428558985e-05
1795,6.943871255771228e-08,3.700656244680951e-05,3.700656244680951e-05,3.700656244680951e-05
1796,6.00036794854272e-08,3.6458620473110515e-05,3.6458620473110515e-05,3.6458620473110515e-05
1797,6.462606500739249e-08,3.531601552302683e-05,3.531601552302683e-05,3.531601552302683e-05
1798,5.817373503548749e-08,3.3117937553989964e-05,3.3117937553989964e-05,3.3117937553989964e-05
1799,6.185724643614776e-08,3.2613995894540236e-05,3.2613995894540236e-05,3.2613995894540236e-05
1800,5.463955941666297e-08,2.9865477439930794e-05,2.9865477439930794e-05,2.9865477439930794e-05
1801,5.4085122412418837e-08,2.9043788734790204e-05,2.9043788734790204e-05,2.9043788734790204e-05
1802,5.76771336722816e-08,2.7482306904857978e-05,2.7482306904857978e-05,2.7482306904857978e-05
1803,6.146516286418904e-08,2.777626078958357e-05,2.777626078958357e-05,2.777626078958357e-05
1804,6.695164397488692e-08,2.7443767456653794e-05,2.7443767456653794e-05,2.7443767456653794e-05
1805,6.828061265602108e-08,2.65502211342599e-05,2.65502211342599e-05,2.65502211342599e-05
