ngram,Join,Jolin,Jogin,Joian
1914,1.0570683213830177e-06,6.502600616694768e-08,4.4831924184934076e-10,1.2690872162681088e-10
1915,1.1225305343032232e-06,6.308236219102323e-08,3.5889087634284016e-10,8.573535928820978e-11
1916,1.1488286710508483e-06,5.949619413010103e-08,2.7747567438174414e-10,8.70062127503576e-11
1917,1.201355173309691e-06,5.94586754435308e-08,2.916332532608225e-10,1.1493768139628609e-10
1918,1.2466231120405219e-06,5.895249291906371e-08,2.7845993368279057e-10,1.2931792045930583e-10
1919,1.2376721575232556e-06,5.716290374380151e-08,2.77834850364351e-10,1.2848447603471972e-10
1920,1.2126962474212633e-06,5.624771759471514e-08,2.206431743661292e-10,1.6058986680127825e-10
1921,1.1693690242152246e-06,5.471812920226122e-08,2.1840043265949508e-10,1.6058986680127825e-10
1922,1.1275774828131295e-06,5.0742487291342645e-08,2.6340163899225236e-09,1.8474116284369505e-10
1923,1.1069056264594629e-06,5.011146139314146e-08,2.6189645273883802e-09,1.942427449045222e-10
1924,1.068677241684262e-06,4.4913099525193245e-08,2.591033058742452e-09,1.6631127625859373e-10
1925,1.0221342076225222e-06,4.168538504854626e-08,2.5852777557622275e-09,1.7493621234138905e-10
1926,1.0245882841835346e-06,3.969659217213055e-08,2.680198291479411e-09,1.1811322554931636e-10
1927,1.0528520176324361e-06,3.704063620903396e-08,2.7938901886459533e-09,7.17099157832024e-11
1928,1.0956082243345527e-06,3.531983873626489e-08,2.8060954333973343e-09,1.1732888866815879e-10
1929,1.0969468381257945e-06,3.537087245319981e-08,3.4266330844230046e-10,9.317759262574197e-11
1930,1.089754391614406e-06,3.362146954495009e-08,3.4266330844230046e-10,1.230789339493451e-10
1931,1.0951963856444178e-06,3.429306007417056e-08,3.688963182543351e-10,1.230789339493451e-10
1932,1.0934236667838247e-06,3.4615528221593195e-08,3.6953438919962167e-10,1.0007375880353005e-10
1933,1.1079345735457276e-06,3.388156802738454e-08,3.709995663855484e-10,1.0007375880353005e-10
1934,1.0729934112012934e-06,3.3371617596295826e-08,2.5730766921900587e-10,1.225416335864133e-10
1935,1.0366909626619808e-06,3.3814442547606764e-08,3.2221320254789884e-10,9.914499380211542e-11
1936,1.056177666214353e-06,3.412241866840304e-08,3.2221320254789884e-10,1.4101985848899038e-10
1937,1.0958349970938537e-06,3.62824239224275e-08,3.2221320254789884e-10,8.65650725704167e-11
1938,1.1164241868755198e-06,3.801193924703382e-08,3.39484694324353e-10,8.65650725704167e-11
1939,1.1944773957241393e-06,4.1240988021432456e-08,1.4858605774341932e-09,1.363531232367876e-10
1940,1.2288764180214327e-06,4.0697712882271323e-08,6.3765440070996854e-09,1.363531232367876e-10
1941,1.295262547630825e-06,3.94512737398957e-08,6.459279714273894e-09,1.1388524845390435e-10
1942,1.3259482005066405e-06,3.946118834871218e-08,6.550118130428067e-09,9.166291535324587e-11
1943,1.3504487859401188e-06,3.883877930377366e-08,6.571571455655472e-09,9.269470112118126e-11
1944,1.3610250724533607e-06,3.592114542324712e-08,6.837169967093588e-09,1.875513157477217e-10
1945,1.3724675065012498e-06,3.3246184218325784e-08,8.013677747180964e-09,2.0632073628932901e-10
1946,1.3137805743619019e-06,2.7907650793476283e-08,6.909851034607252e-09,1.5653268562295811e-10
1947,1.2768588411355658e-06,2.8728116774345835e-08,1.8967216289641644e-09,1.7308966165125687e-10
1948,1.2261219321122293e-06,2.975160943005254e-08,1.8481859217648174e-09,1.9018966163868763e-10
1949,1.2210488843525776e-06,2.8932902549984518e-08,1.6580258356744893e-09,1.9018966163868763e-10
1950,1.2033469991885276e-06,2.8487284911956782e-08,7.575484095182335e-09,1.4728301118387728e-10
1951,1.1879466878131747e-06,2.9457145040672524e-08,7.342983780546573e-09,5.242639655733683e-11
1952,1.168633340447351e-06,2.9141387969389143e-08,6.154339397228854e-09,6.502487437387572e-11
1953,1.1837917424730091e-06,2.8893345113293175e-08,6.150903927066536e-09,1.1209258521382992e-10
1954,1.1711380076511496e-06,2.8836040856715173e-08,6.3375703256746925e-09,9.553560918553115e-11
1955,1.1680554052873049e-06,2.82730352146083e-08,6.36134733381485e-09,9.292986122685524e-11
1956,1.1486601546753912e-06,2.7559242253362626e-08,6.408143043978853e-09,1.063978667075511e-10
1957,1.123119529568482e-06,2.6765448270436665e-08,7.495934151169337e-10,1.573727695777397e-10
1958,1.0944035823610778e-06,2.5995141023875997e-08,8.474151043578817e-10,1.573727695777397e-10
1959,1.0740225206973264e-06,2.6581636193766045e-08,9.967502299725238e-10,1.711806272127906e-10
1960,1.0447627443811922e-06,2.6250247436061206e-08,1.9292522064023085e-09,1.3470077731796744e-10
1961,1.0436977098444394e-06,2.527802906675853e-08,1.9849069094706503e-09,1.3470077731796744e-10
1962,1.041159764879142e-06,2.8244299343782586e-08,2.0799562389888545e-09,1.3040828139576632e-10
1963,1.0382825946310601e-06,3.349166632915512e-08,2.177417619224948e-09,1.367479889245539e-10
1964,1.0369127656823757e-06,3.5122360131367714e-08,2.292761290347199e-09,1.0375970618417948e-10
1965,1.0600776444594625e-06,4.044531617556199e-08,2.6554859581092873e-09,1.213898693865266e-10
1966,1.0762570354927448e-06,4.368783100362959e-08,2.641851293283537e-09,8.500718482303985e-11
1967,1.0971038071667344e-06,4.480850078282726e-08,2.1595837340626645e-09,8.326400283539418e-11
1968,1.1048860609922225e-06,4.69287841602701e-08,2.2283976885972834e-09,8.326400283539418e-11
1969,1.1163712088091415e-06,4.53805902062803e-08,2.515238763299367e-09,7.306224672884047e-11
1970,1.1268470936036984e-06,4.038521314190088e-08,3.152533662691732e-09,5.3254533719357e-11
1971,1.148405382472057e-06,3.879531083685249e-08,2.8194843404438785e-09,3.526791358954284e-11
1972,1.1326635558361886e-06,3.4157474055567557e-08,2.6823530499938843e-09,3.502864070232497e-11
1973,1.1398766771110656e-06,3.149533231042564e-08,2.87846493862709e-09,1.2528473496737595e-10
1974,1.135571454012409e-06,3.146519413275785e-08,2.968388816494892e-09,1.2458755901945118e-10
1975,1.1983324839093257e-06,2.8488614641933704e-08,2.79477729451091e-09,1.8946356041588912e-10
1976,1.200969498833209e-06,2.639921601956173e-08,2.5236749317298593e-09,2.0553642270302952e-10
1977,1.2219379154235606e-06,2.5375884251031622e-08,2.390355544453929e-09,2.215892444733049e-10
1978,1.2339703516772715e-06,2.4390671831448733e-08,2.760175453277368e-09,2.460690297356738e-10
1979,1.2894211392579434e-06,2.2670258559287504e-08,3.6309449732588715e-09,2.4493354120707396e-10
1980,1.3129094570883484e-06,2.0811443489167558e-08,3.6204219622248957e-09,1.9290534199784785e-10
1981,1.349244371340319e-06,2.0036981851490054e-08,3.27691987830495e-09,2.152770333028821e-10
1982,1.3409447449573366e-06,2.0886624493446756e-08,3.6342325180984047e-09,1.8004701202167794e-10
1983,1.3956628371098695e-06,2.1054567613175224e-08,4.028057887239811e-09,1.787791611180494e-10
1984,1.443716363220509e-06,2.133417480771576e-08,3.992665182599759e-09,2.1418049377703545e-10
1985,1.5094091817705442e-06,2.2138925105861873e-08,3.856786033397595e-09,2.11402933848946e-10
1986,1.562025415426303e-06,2.2458347816365987e-08,2.9680224627221766e-09,2.2969030546596666e-10
1987,1.6365580839711974e-06,2.3482383783500283e-08,2.916301263969753e-09,1.9604427406846473e-10
1988,1.6927434671742958e-06,2.256287601198892e-08,3.058909887292722e-09,1.8631930918745964e-10
1989,1.7401206215643988e-06,2.1700182476333144e-08,3.498754429033722e-09,1.8328137618706108e-10
1990,1.7920676620113746e-06,2.1188886835586474e-08,4.041302721040958e-09,1.8179128936328988e-10
1991,1.839572860262706e-06,2.2138581761461344e-08,3.637513433320448e-09,2.0916835426408398e-10
1992,1.8834768005555297e-06,2.2833132971657377e-08,3.6335842905949836e-09,2.5745193972724426e-10
1993,1.920942638987201e-06,2.300563904457574e-08,3.5205126591719704e-09,2.422332443756987e-10
1994,1.9400325429939713e-06,2.2086753505488688e-08,3.6032612925142514e-09,2.548708288070094e-10
1995,1.9683078725003204e-06,2.2156607215606527e-08,3.7249842734153405e-09,2.4685086217176734e-10
1996,2.01379657482903e-06,2.1895479715031537e-08,3.2148893230094747e-09,2.202428150569321e-10
1997,2.0505597149167443e-06,2.1661028780174873e-08,2.431891973512076e-09,2.644531369682441e-10
1998,2.072831843439157e-06,2.0416744866175966e-08,3.540831358276161e-09,2.3762200441439825e-10
1999,2.0788270376215223e-06,1.9162230913138956e-08,3.6928694546745078e-09,1.9475241558319922e-10
2000,2.0914944798278157e-06,1.8208931759236942e-08,4.204746868146409e-09,1.806207668550045e-10
2001,2.112904277445133e-06,1.785338353345521e-08,4.176013312928717e-09,1.901033581544872e-10
2002,2.1339044451451628e-06,1.7343566836659974e-08,3.96901321332775e-09,2.041718654263328e-10
2003,2.134393883222531e-06,1.738287126938433e-08,3.780619198653515e-09,2.6606951116543113e-10
2004,2.107701610449502e-06,1.6787516265992508e-08,3.852108425889915e-09,2.2873044876787445e-10
2005,2.1023355267451346e-06,1.7692571090727986e-08,3.3845157311672226e-09,1.9163614296626085e-10
2006,2.1052593898015663e-06,1.6908810224996225e-08,3.1971383159959797e-09,2.2627878886104036e-10
2007,2.0995705004419766e-06,1.694070775723081e-08,2.5242192542534222e-09,2.4255500385983453e-10
2008,2.079666046483908e-06,1.7179411036595737e-08,2.35445592387608e-09,2.123509726194493e-10
2009,2.0340432261686407e-06,1.821159236113447e-08,2.1165361685504536e-09,2.1040027706198394e-10
2010,2.004418807441003e-06,1.8853269802475226e-08,1.8842569231093874e-09,2.3038055639777533e-10
2011,2.017292250197248e-06,2.4857325087168647e-08,1.6948918122158422e-09,2.51975946556428e-10
2012,2.0456843360859367e-06,2.3516137227984146e-08,1.088154770654905e-09,3.7056660170953215e-10
2013,2.042806792295388e-06,2.4558887875717313e-08,9.37846623773529e-10,3.890730758404626e-10
2014,2.04609562258286e-06,2.9994443881012755e-08,1.3046879509299408e-09,6.897409394627082e-10
2015,2.056188057914759e-06,3.0752831519415784e-08,1.6951513109875194e-09,8.365086540118583e-10
2016,2.1002375823237732e-06,3.126386857335969e-08,1.7102036909648938e-09,1.0494390396369774e-09
2017,2.129353939987292e-06,3.284936841059979e-08,1.9713565779788667e-09,1.1288213003224357e-09
2018,2.137264164048247e-06,2.8279345976045533e-08,2.079656225006943e-09,1.2960913564619147e-09
2019,2.1020176745878416e-06,3.171407447766228e-08,2.113643260415188e-09,1.386495432353918e-09
