ngram,Job,Jofb,Jobd,Jovb
1918,5.515002287990813e-06,0.0,0.0,1.396573432296425e-11
1919,5.710957144141762e-06,0.0,1.420574669801817e-11,1.396573432296425e-11
1920,5.96102888396542e-06,0.0,3.740740158107516e-11,1.396573432296425e-11
1921,6.140491742761307e-06,0.0,3.740740158107516e-11,1.396573432296425e-11
1922,6.264626530797354e-06,0.0,6.155869762349196e-11,3.8117030365381055e-11
1923,6.2995261812050425e-06,0.0,6.155869762349196e-11,3.8117030365381055e-11
1924,6.321080620961896e-06,0.0,6.155869762349196e-11,2.4151296042416804e-11
1925,6.280865168914066e-06,0.0,8.456387276930703e-11,2.4151296042416804e-11
1926,6.379609853216347e-06,0.0,7.035812607128885e-11,2.4151296042416804e-11
1927,6.4024916355265304e-06,0.0,4.715647118823187e-11,2.4151296042416804e-11
1928,6.359997704359037e-06,4.5618972884956375e-11,4.715647118823187e-11,2.4151296042416804e-11
1929,6.202999949372108e-06,7.090477015049755e-11,4.829097241135624e-11,0.0
1930,6.027548222066668e-06,7.090477015049755e-11,4.829097241135624e-11,0.0
1931,5.889767115669591e-06,7.090477015049755e-11,4.829097241135624e-11,0.0
1932,5.681013655183571e-06,7.090477015049755e-11,2.5285797265541176e-11,0.0
1933,5.822730275083034e-06,7.090477015049755e-11,2.5285797265541176e-11,0.0
1934,5.7601821806331695e-06,7.090477015049755e-11,4.775367204842443e-11,0.0
1935,5.877572220924776e-06,2.5285797265541176e-11,4.775367204842443e-11,0.0
1936,6.104614840296563e-06,0.0,2.2467874782883257e-11,0.0
1937,6.340491186814948e-06,0.0,2.2467874782883257e-11,0.0
1938,6.6616953517950606e-06,0.0,2.2467874782883257e-11,2.175225079424438e-11
1939,7.2210746111522894e-06,0.0,2.2467874782883257e-11,4.664627612742984e-11
1940,7.4664764854657865e-06,0.0,2.2467874782883257e-11,4.664627612742984e-11
1941,8.2106965757183e-06,0.0,2.7578570379763587e-11,4.664627612742984e-11
1942,8.921148102152593e-06,2.490804586395358e-11,5.248661624371717e-11,7.155432199138342e-11
1943,9.586190701936306e-06,2.490804586395358e-11,5.248661624371717e-11,7.155432199138342e-11
1944,1.0025683747829004e-05,2.490804586395358e-11,5.248661624371717e-11,9.052564452018328e-11
1945,1.0392788551273822e-05,2.490804586395358e-11,5.248661624371717e-11,8.754281426754623e-11
1946,1.0446200056841398e-05,2.490804586395358e-11,5.248661624371717e-11,6.264878893436077e-11
1947,1.0475240742380265e-05,2.490804586395358e-11,6.904359227201593e-11,6.264878893436077e-11
1948,1.0213930571418522e-05,2.490804586395358e-11,5.85650218796831e-11,6.264878893436077e-11
1949,9.911843335430603e-06,0.0,3.365697601572951e-11,3.7740743070407183e-11
1950,9.575171394057439e-06,0.0,3.365697601572951e-11,3.7740743070407183e-11
1951,9.713670806377195e-06,0.0,3.365697601572951e-11,3.531851894278404e-11
1952,9.651430445956066e-06,0.0,3.365697601572951e-11,1.654909840117672e-11
1953,9.57995520626095e-06,0.0,4.9346212631957393e-11,1.654909840117672e-11
1954,9.58457011230556e-06,0.0,4.7305192501274313e-11,4.55810101964081e-11
1955,9.497672960735923e-06,0.0,3.020519251384357e-11,1.035580183114274e-10
1956,9.316538905425529e-06,0.0,3.020519251384357e-11,1.1702602379212327e-10
1957,9.323262669827922e-06,1.2743725717547149e-11,3.020519251384357e-11,1.4251347522721757e-10
1958,9.00862245803832e-06,1.2743725717547149e-11,3.020519251384357e-11,1.2596437682604085e-10
1959,9.00961263791292e-06,1.2743725717547149e-11,4.149913151214284e-11,1.2596437682604085e-10
1960,8.933612921932113e-06,1.2743725717547149e-11,2.5809894895914962e-11,1.2596437682604085e-10
1961,9.125252810398316e-06,1.2743725717547149e-11,1.1293938998299273e-11,9.693246503080947e-11
1962,9.479767218830862e-06,1.2743725717547149e-11,2.1495695104852988e-11,3.8955456915790165e-11
1963,1.0113669044845405e-05,1.2743725717547149e-11,2.1495695104852988e-11,2.5487451435094297e-11
1964,1.217037762606716e-05,0.0,4.847562529957423e-11,0.0
1965,1.2692582328911937e-05,0.0,6.610578850192133e-11,0.0
1966,1.3615352664991015e-05,0.0,5.4811849503622057e-11,8.793071429710357e-12
1967,1.4218780311888882e-05,8.844678957485387e-12,6.365652846110744e-11,1.7637750387195742e-11
1968,1.4531044403806195e-05,3.541430244296302e-11,7.251306995335684e-11,1.7637750387195742e-11
1969,1.5056184435837037e-05,4.4391188145999545e-11,8.924196996464216e-11,1.7637750387195742e-11
1970,1.5185672444723813e-05,5.316069707455335e-11,8.924196996464216e-11,1.7637750387195742e-11
1971,1.357197041735552e-05,5.316069707455335e-11,6.226203976992092e-11,1.7637750387195742e-11
1972,1.3771831748142307e-05,5.316069707455335e-11,4.463187656757382e-11,1.7637750387195742e-11
1973,1.3544907493009564e-05,5.316069707455335e-11,6.114007018918701e-11,8.844678957485387e-12
1974,1.381977900954163e-05,4.431601811706796e-11,5.229539123170162e-11,0.0
1975,1.434483913596653e-05,2.5855894806145077e-11,4.3438849739452223e-11,8.109500174554744e-12
1976,1.461309563767697e-05,2.4915440246678753e-11,2.454462476518339e-11,8.109500174554744e-12
1977,1.4903867850080132e-05,1.614593131812495e-11,3.2571035650321074e-11,1.0442643079620697e-10
1978,1.5247813020583375e-05,1.614593131812495e-11,4.889089282232386e-11,1.1258635938220835e-10
1979,1.549032107764755e-05,2.427363221138964e-11,7.327399550211794e-11,1.2071406027547305e-10
1980,1.5635680808502783e-05,2.427363221138964e-11,7.243945671483613e-11,1.2855088769263874e-10
1981,1.6116753223676434e-05,2.427363221138964e-11,7.243945671483613e-11,1.2855088769263874e-10
1982,1.6593668078712653e-05,1.61641320368349e-11,1.1690842490514568e-10,1.5008736763331776e-10
1983,1.66685439190977e-05,1.5530206585020625e-11,1.3107951133247856e-10,1.574898733250737e-10
1984,1.7134434399070286e-05,1.5530206585020625e-11,1.2305310044734086e-10,6.117294270342149e-11
1985,1.7442347078550874e-05,1.5530206585020625e-11,1.1396731822155282e-10,5.30130141174201e-11
1986,1.8033315687456968e-05,7.402505691755934e-12,8.958421554175874e-11,5.179386830137364e-11
1987,1.8147209889970588e-05,7.402505691755934e-12,7.391056070742736e-11,5.064450842822461e-11
1988,1.788732489720652e-05,7.402505691755934e-12,9.470479014101712e-11,5.064450842822461e-11
1989,1.7406513247156647e-05,7.402505691755934e-12,5.688783372941637e-11,2.7650540091699635e-11
1990,1.7187542523190912e-05,0.0,3.4680316158513285e-11,2.02480343999437e-11
1991,1.674887919632186e-05,0.0,4.1249584601229674e-11,2.02480343999437e-11
1992,1.679025211030551e-05,0.0,4.6740201986583685e-11,2.6610380565728065e-11
1993,1.627757800244061e-05,0.0,5.962292068792e-11,3.258454418984615e-11
1994,1.6119629565634697e-05,0.0,7.262918044759203e-11,5.190959616517356e-11
1995,1.610927431881594e-05,0.0,5.822208241317612e-11,5.190959616517356e-11
1996,1.585713159459244e-05,0.0,8.938230810257813e-11,5.786166288165465e-11
1997,1.5610597464339143e-05,0.0,8.938230810257813e-11,8.087176067705926e-11
1998,1.533996367340608e-05,0.0,8.281303965986174e-11,8.087176067705926e-11
1999,1.4804954974221931e-05,0.0,8.093483571828105e-11,7.450941451127489e-11
2000,1.4413530672235148e-05,5.192429323809731e-12,9.401426413162867e-11,6.162669580993857e-11
2001,1.4185887526504562e-05,5.192429323809731e-12,8.607873441812686e-11,4.068490633676472e-11
2002,1.390273519064067e-05,5.192429323809731e-12,9.04287106505221e-11,4.068490633676472e-11
2003,1.3860060659810966e-05,5.192429323809731e-12,5.7774610492547904e-11,2.8080827841574826e-11
2004,1.3604597370431293e-05,5.192429323809731e-12,6.786770252929588e-11,5.070730046170218e-12
2005,1.3376186481244596e-05,5.192429323809731e-12,8.774207650124361e-11,5.070730046170218e-12
2006,1.3249491270731337e-05,5.192429323809731e-12,9.233530507651061e-11,3.080359033323456e-11
2007,1.3346862293214404e-05,0.0,8.24746412037796e-11,4.690507357518747e-11
2008,1.3235197262214829e-05,0.0,9.32771503885694e-11,4.183434352901725e-11
2009,1.2992789769279106e-05,0.0,8.668872192506085e-11,4.183434352901725e-11
2010,1.2456915231138868e-05,0.0,8.562448071997813e-11,4.183434352901725e-11
2011,1.2422807620688608e-05,0.0,7.553138868323015e-11,4.183434352901725e-11
2012,1.262025060506338e-05,0.0,6.099687223569207e-11,4.717420105342691e-11
2013,1.2481489518125142e-05,0.0,4.555715527043702e-11,2.144134076636257e-11
2014,1.4184240431599651e-05,0.0,3.984717218884017e-11,5.339857524409654e-12
2015,1.389175616038431e-05,0.0,2.397393295788015e-11,5.339857524409654e-12
2016,1.3757215908429186e-05,6.25848579310124e-12,3.2342225376022096e-11,5.339857524409654e-12
2017,1.4289282110742837e-05,7.301566758618113e-12,3.295638414946289e-11,6.2298337784779294e-12
2018,1.4724893662787509e-05,8.761880110341735e-12,3.954766097935547e-11,7.475800534173515e-12
2019,1.4961688748371671e-05,1.095235013792717e-11,4.008982555647744e-11,0.0
