ngram,Vi,V,Vei,Vmi,Viy,Voi,Vip
1542,5.302755068571839e-06,6.257193776296585e-05,0.0,0.0,0.0,0.0,0.0
1543,8.301111457902672e-07,4.020871866876925e-05,0.0,0.0,0.0,0.0,0.0
1544,1.2474259035246047e-06,4.994606310252233e-05,0.0,0.0,0.0,0.0,0.0
1545,1.2474259035246047e-06,5.074982339335422e-05,0.0,0.0,0.0,0.0,0.0
1546,4.1731475773433756e-07,1.9530342992116596e-05,0.0,0.0,0.0,0.0,0.0
1547,4.1731475773433756e-07,2.6084625395534594e-05,0.0,0.0,0.0,0.0,0.0
1548,4.1731475773433756e-07,2.8165318911175875e-05,0.0,0.0,0.0,0.0,0.0
1549,1.6299724977995668e-06,2.7289352861511622e-05,0.0,0.0,0.0,0.0,0.0
1550,1.6299724977995668e-06,3.91769589701393e-05,0.0,0.0,0.0,0.0,0.0
1551,1.2126577400652292e-06,3.416200882254218e-05,0.0,0.0,0.0,0.0,0.0
1552,1.9337687392960234e-06,3.624269252863347e-05,0.0,0.0,0.0,0.0,0.0
1553,1.9337687392960234e-06,3.1767393401033974e-05,0.0,0.0,0.0,0.0,0.0
1554,1.9337687392960234e-06,2.521311099761598e-05,0.0,0.0,0.0,0.0,0.0
1555,1.9337687392960234e-06,2.914226752182003e-05,0.0,0.0,0.0,0.0,0.0
1556,7.211109992307943e-07,3.4872181328994755e-05,0.0,0.0,0.0,0.0,0.0
1557,7.211109992307943e-07,2.298457522036707e-05,0.0,0.0,0.0,0.0,0.0
1558,7.211109992307943e-07,2.6446764812655082e-05,0.0,0.0,0.0,0.0,0.0
1559,0.0,2.3562320815731903e-05,0.0,0.0,0.0,0.0,0.0
1560,4.4869024610047094e-07,2.6703152668363017e-05,0.0,0.0,0.0,0.0,0.0
1561,4.4869024610047094e-07,2.6703152668363017e-05,0.0,0.0,0.0,0.0,0.0
1562,4.4869024610047094e-07,2.2471017213579865e-05,0.0,0.0,0.0,0.0,0.0
1563,4.4869024610047094e-07,1.9922456106412157e-05,0.0,0.0,0.0,0.0,0.0
1564,4.4869024610047094e-07,3.900739687066691e-05,0.0,0.0,0.0,0.0,0.0
1565,4.4869024610047094e-07,4.498802146762111e-05,0.0,0.0,0.0,0.0,0.0
1566,4.4869024610047094e-07,6.0217385518106834e-05,0.0,0.0,0.0,0.0,0.0
1567,1.3647946356546266e-06,6.93597057761508e-05,0.0,0.0,0.0,0.0,0.0
1568,1.3647946356546266e-06,8.406511252750144e-05,0.0,0.0,0.0,0.0,0.0
1569,1.3647946356546266e-06,0.00010011232578628031,0.0,0.0,0.0,0.0,0.0
1570,1.3647946356546266e-06,9.329299999600542e-05,0.0,0.0,0.0,0.0,0.0
1571,1.3647946356546266e-06,8.156361426309948e-05,0.0,0.0,0.0,0.0,0.0
1572,1.3647946356546266e-06,7.987746513598333e-05,0.0,0.0,0.0,0.0,0.0
1573,1.3647946356546266e-06,7.59737849875819e-05,0.0,0.0,0.0,0.0,0.0
1574,0.0,7.022717129854885e-05,0.0,0.0,0.0,0.0,0.0
1575,0.0,5.5521764547198215e-05,0.0,0.0,0.0,0.0,0.0
1576,0.0,4.355568255830024e-05,0.0,0.0,0.0,0.0,0.0
1577,0.0,4.865863437381839e-05,0.0,0.0,0.0,0.0,0.0
1578,9.63652447743308e-07,4.756682028528303e-05,0.0,0.0,0.0,0.0,0.0
1579,1.6104072528833058e-06,4.090855405333319e-05,0.0,0.0,0.0,0.0,0.0
1580,1.6104072528833058e-06,3.057333099474947e-05,0.0,0.0,0.0,0.0,0.0
1581,1.6104072528833058e-06,6.853484468852653e-05,0.0,0.0,0.0,0.0,0.0
1582,1.6104072528833058e-06,8.026632329866905e-05,0.0,0.0,0.0,0.0,0.0
1583,1.6104072528833058e-06,8.161681638999394e-05,0.0,0.0,0.0,0.0,0.0
1584,1.6104072528833058e-06,7.741297615991374e-05,0.0,0.0,0.0,0.0,0.0
1585,1.0241909811676514e-06,7.49235969124129e-05,0.0,0.0,0.0,0.0,0.0
1586,3.774361760276536e-07,7.629174199662105e-05,0.0,0.0,0.0,0.0,0.0
1587,3.774361760276536e-07,0.00012340634144233524,0.0,0.0,0.0,0.0,0.0
1588,1.0469419911325012e-06,8.426433584775493e-05,0.0,0.0,0.0,0.0,0.0
1589,1.0469419911325012e-06,7.477357491682466e-05,0.0,0.0,0.0,0.0,0.0
1590,1.0469419911325012e-06,7.692335949676428e-05,0.0,0.0,0.0,0.0,0.0
1591,1.0469419911325012e-06,0.00014105841182754375,0.0,0.0,0.0,0.0,0.0
1592,1.2664776087539004e-06,0.00014862651447141876,0.0,0.0,0.0,0.0,0.0
1593,1.2664776087539004e-06,0.00014835915473148425,0.0,0.0,0.0,0.0,0.0
1594,1.2664776087539004e-06,0.00010746225260455893,0.0,0.0,0.0,0.0,0.0
1595,5.969717936490529e-07,0.00011157294518073156,0.0,0.0,0.0,0.0,0.0
1596,5.015754400769115e-06,0.00011964272094441444,0.0,0.0,0.0,0.0,0.0
1597,5.3789406787732986e-06,0.00011887900577026553,0.0,0.0,0.0,0.0,0.0
1598,5.732812009487784e-06,7.025562497022162e-05,0.0,0.0,0.0,0.0,0.0
1599,5.13584021583873e-06,6.150720582809299e-05,0.0,0.0,0.0,0.0,0.0
1600,5.242346300552267e-06,6.811189970384086e-05,0.0,0.0,0.0,0.0,0.0
1601,5.632994023991549e-06,7.516238370694086e-05,0.0,0.0,0.0,0.0,1.953238617196413e-07
1602,5.737394742157319e-06,7.582251471051547e-05,0.0,0.0,0.0,0.0,1.953238617196413e-07
1603,1.318612135037256e-06,7.251789325632021e-05,0.0,0.0,0.0,0.0,1.953238617196413e-07
1604,9.554258570330733e-07,6.783870230719913e-05,0.0,0.0,0.0,1.7027031974846197e-07,1.953238617196413e-07
1605,7.13991417861897e-07,5.626270571415911e-05,0.0,0.0,0.0,1.7027031974846197e-07,1.953238617196413e-07
1606,7.13991417861897e-07,5.8233226809534244e-05,0.0,0.0,0.0,1.7027031974846197e-07,1.953238617196413e-07
1607,6.07485333148361e-07,5.366491911575265e-05,0.0,0.0,0.0,1.7027031974846197e-07,1.953238617196413e-07
1608,2.1683760970907834e-07,4.220176327050597e-05,0.0,0.0,0.0,1.7027031974846197e-07,0.0
1609,4.897848465848906e-07,3.565969875905596e-05,0.0,0.0,0.0,1.7027031974846197e-07,0.0
1610,4.897848465848906e-07,3.196748158578495e-05,0.0,0.0,0.0,1.7027031974846197e-07,0.0
1611,1.1042585015275108e-06,3.40935883806586e-05,0.0,0.0,0.0,0.0,0.0
1612,9.91821609984202e-07,3.9480830050056935e-05,0.0,0.0,0.0,0.0,0.0
1613,1.311442572062203e-06,4.210773555054662e-05,0.0,0.0,0.0,0.0,0.0
1614,1.6410523195580545e-06,3.9412356012949855e-05,0.0,0.0,0.0,0.0,0.0
1615,1.6410523195580545e-06,5.185460005512661e-05,0.0,0.0,0.0,0.0,0.0
1616,1.263704364516473e-06,5.439701141897656e-05,0.0,0.0,0.0,0.0,0.0
1617,1.3872456991391248e-06,5.936062578777117e-05,0.0,0.0,0.0,0.0,0.0
1618,1.2651577289294176e-06,5.86360672189455e-05,0.0,0.0,0.0,0.0,0.0
1619,1.2651577289294176e-06,5.224021203632999e-05,0.0,0.0,0.0,0.0,0.0
1620,1.1470145945427897e-06,5.451819846972025e-05,0.0,0.0,0.0,0.0,0.0
1621,1.3526588499449384e-06,5.8782275508357475e-05,0.0,0.0,0.0,0.0,0.0
1622,1.5637040746696584e-06,4.7132313868912335e-05,0.0,0.0,0.0,0.0,0.0
1623,1.5637040746696584e-06,4.8818108552950434e-05,0.0,0.0,0.0,0.0,0.0
1624,1.5894949326268813e-06,6.60766441537167e-05,0.0,0.0,0.0,0.0,0.0
1625,1.927756151027487e-06,6.906534768599418e-05,0.0,0.0,0.0,0.0,0.0
1626,2.1573779674456872e-06,6.983161100444184e-05,0.0,0.0,0.0,0.0,0.0
1627,2.1156714800391844e-06,6.771163446371377e-05,0.0,0.0,0.0,0.0,0.0
1628,2.3665570227292065e-06,6.458778625528794e-05,0.0,0.0,0.0,0.0,0.0
1629,2.3205704857381145e-06,6.917042264831252e-05,0.0,0.0,0.0,0.0,0.0
1630,2.8380644607750583e-06,8.542088211730256e-05,0.0,0.0,0.0,0.0,0.0
1631,2.858772225928468e-06,6.407939638717965e-05,0.0,0.0,0.0,0.0,0.0
1632,2.4862559939720086e-06,6.136212141427677e-05,9.162613423541188e-08,0.0,0.0,0.0,0.0
1633,2.9420981815876857e-06,6.458397469292063e-05,9.162613423541188e-08,0.0,0.0,0.0,0.0
1634,2.7823268413028146e-06,6.883580057806935e-05,9.162613423541188e-08,0.0,0.0,0.0,0.0
1635,2.7370647330826614e-06,6.810088364415736e-05,1.7394584769395545e-07,0.0,0.0,0.0,0.0
1636,3.0062280822156547e-06,6.939651913333884e-05,1.7394584769395545e-07,0.0,0.0,0.0,0.0
1637,2.708214489237954e-06,5.16248190771356e-05,1.7394584769395545e-07,0.0,0.0,7.316012735308114e-08,0.0
1638,2.740179638749396e-06,5.571270958171226e-05,1.7394584769395545e-07,0.0,0.0,7.316012735308114e-08,0.0
1639,2.5935298871055627e-06,5.705396584484593e-05,8.231971345854358e-08,0.0,0.0,7.316012735308114e-08,0.0
1640,2.319298102650334e-06,5.7258704535862694e-05,1.8512776835320567e-07,0.0,0.0,7.316012735308114e-08,0.0
1641,2.617908535285096e-06,5.401848933875694e-05,1.8512776835320567e-07,0.0,0.0,7.316012735308114e-08,0.0
1642,2.308830435790047e-06,5.2856034017167985e-05,1.028080548946621e-07,0.0,0.0,7.316012735308114e-08,0.0
1643,1.8746083989234258e-06,4.7364180967893586e-05,1.028080548946621e-07,0.0,0.0,7.316012735308114e-08,0.0
1644,4.771617893441414e-06,4.730538967123721e-05,1.028080548946621e-07,0.0,0.0,0.0,0.0
1645,5.0607811122712775e-06,7.311025988851075e-05,1.028080548946621e-07,0.0,0.0,0.0,4.9116830983361326e-08
1646,5.655945902357676e-06,7.41381437754691e-05,1.028080548946621e-07,0.0,0.0,0.0,4.9116830983361326e-08
1647,5.764941436479733e-06,7.569130606758076e-05,1.040455523642387e-07,0.0,0.0,0.0,4.9116830983361326e-08
1648,6.01652183312191e-06,7.530798055605763e-05,2.8744249545655164e-07,0.0,0.0,0.0,4.9116830983361326e-08
1649,5.819405812092425e-06,7.87987334790939e-05,3.6567027044449265e-07,0.0,0.0,7.822777498794104e-08,4.9116830983361326e-08
1650,6.302527318829172e-06,8.070984404184856e-05,3.6567027044449265e-07,0.0,0.0,7.822777498794104e-08,4.9116830983361326e-08
1651,3.917038806581072e-06,8.221687884153133e-05,3.6567027044449265e-07,0.0,0.0,1.212278561979474e-07,4.9116830983361326e-08
1652,3.982584465640164e-06,5.542275227656189e-05,5.326844529918162e-07,0.0,0.0,1.212278561979474e-07,0.0
1653,3.6035692119185114e-06,5.71125175546123e-05,5.326844529918162e-07,0.0,0.0,1.9660363445187352e-07,0.0
1654,3.373723757249536e-06,5.492433410836384e-05,4.286389006275775e-07,0.0,0.0,1.9660363445187352e-07,0.0
1655,3.1140481431586e-06,5.339600517930064e-05,3.033450021965629e-07,0.0,0.0,1.9660363445187352e-07,0.0
1656,3.830818806298859e-06,6.021206926171934e-05,3.157318896488245e-07,0.0,0.0,1.183758594639325e-07,0.0
1657,3.653546043226795e-06,6.21676211137258e-05,3.4353632218296427e-07,0.0,0.0,1.183758594639325e-07,0.0
1658,3.5659322747960687e-06,6.198741123496023e-05,3.4353632218296427e-07,0.0,5.361563434494851e-08,1.2899141259887464e-07,0.0
1659,3.330890129810931e-06,6.299359197977797e-05,1.7652213963564073e-07,0.0,5.361563434494851e-08,1.2899141259887464e-07,0.0
1660,3.845532091872883e-06,6.016035019586395e-05,1.7652213963564073e-07,0.0,5.361563434494851e-08,5.361563434494851e-08,0.0
1661,4.09263306469906e-06,6.0972962923447736e-05,1.7652213963564073e-07,0.0,5.361563434494851e-08,5.361563434494851e-08,0.0
1662,4.167516570825163e-06,6.036990453139879e-05,1.1841909497434244e-07,0.0,5.361563434494851e-08,5.361563434494851e-08,0.0
1663,3.6102324624412826e-06,5.184978830844297e-05,2.7804432534139778e-08,0.0,5.361563434494851e-08,5.361563434494851e-08,0.0
1664,3.972534386775806e-06,5.076905134566394e-05,3.9302981187055204e-08,0.0,5.361563434494851e-08,5.361563434494851e-08,3.9302981187055204e-08
1665,3.902337831667475e-06,5.224802849365265e-05,3.9302981187055204e-08,0.0,0.0,0.0,3.9302981187055204e-08
1666,4.1399435823612814e-06,5.457516869812805e-05,3.9302981187055204e-08,0.0,0.0,0.0,3.9302981187055204e-08
1667,3.9089790919076354e-06,5.4153417295310646e-05,1.0420761295141087e-07,0.0,0.0,0.0,3.9302981187055204e-08
1668,3.7215215473094887e-06,5.190723459236324e-05,1.0420761295141087e-07,0.0,0.0,0.0,3.9302981187055204e-08
1669,3.955204647354549e-06,5.381896491079325e-05,1.0420761295141087e-07,0.0,0.0,0.0,3.9302981187055204e-08
1670,5.029703191082392e-06,5.761913416790776e-05,1.0420761295141087e-07,0.0,0.0,0.0,3.9302981187055204e-08
1671,4.948205384737646e-06,6.00890265819284e-05,1.8223521383983359e-07,0.0,0.0,3.911019267174457e-08,3.911019267174457e-08
1672,4.7932245641797115e-06,5.692978863537844e-05,2.3143641669776116e-07,0.0,0.0,3.911019267174457e-08,3.911019267174457e-08
1673,4.926747351419181e-06,5.3528432804991356e-05,2.56179287053523e-07,0.0,0.0,3.911019267174457e-08,3.911019267174457e-08
1674,4.603397298654142e-06,5.299082061225947e-05,2.2380517959520928e-07,0.0,0.0,3.911019267174457e-08,3.911019267174457e-08
1675,4.802467563942108e-06,5.441886085983632e-05,2.5812367912944214e-07,0.0,0.0,3.911019267174457e-08,3.911019267174457e-08
1676,4.6757973645331475e-06,5.172843936764236e-05,2.5812367912944214e-07,0.0,0.0,3.911019267174457e-08,3.911019267174457e-08
1677,3.979611522351791e-06,4.600991919038019e-05,2.5812367912944214e-07,0.0,0.0,3.911019267174457e-08,3.911019267174457e-08
1678,3.731574387139907e-06,4.3432716795775506e-05,1.4079309705396425e-07,0.0,0.0,0.0,0.0
1679,3.774799552047625e-06,4.636658923118375e-05,9.159189419603666e-08,0.0,0.0,2.3071769256992932e-08,0.0
1680,3.643158964093475e-06,4.6491053840977005e-05,1.030528815298177e-07,1.8101928844771464e-08,0.0,2.3071769256992932e-08,0.0
1681,4.117362550459802e-06,4.7952461630172494e-05,1.1527405214500114e-07,1.8101928844771464e-08,0.0,4.54476167176056e-08,0.0
1682,4.031970320284017e-06,4.7005353865513045e-05,1.0111658558084205e-07,1.8101928844771464e-08,0.0,8.576968265775317e-08,0.0
1683,4.398113398045618e-06,5.010253984697296e-05,1.4525104217812312e-07,6.223638544205252e-08,0.0,8.576968265775317e-08,0.0
1684,4.940601911584963e-06,5.194647850917785e-05,1.4525104217812312e-07,6.223638544205252e-08,0.0,8.576968265775317e-08,0.0
1685,6.683186809043816e-06,5.285065656477984e-05,1.8566270552712793e-07,6.223638544205252e-08,0.0,1.0597551433225557e-07,0.0
1686,6.553301903165577e-06,5.080639571783e-05,2.1329191213226295e-07,8.986559204718755e-08,0.0,8.290374507526264e-08,0.0
1687,6.5277432830563546e-06,5.144982995781382e-05,1.7708805444272002e-07,7.176366320241609e-08,0.0,1.2410383476435527e-07,0.0
1688,6.35763866999436e-06,4.841935307402829e-05,1.323363595214947e-07,7.176366320241609e-08,0.0,1.4831956564518934e-07,0.0
1689,6.556929455265552e-06,5.168033229503115e-05,1.121753265514209e-07,7.176366320241609e-08,0.0,1.3956866951048141e-07,0.0
1690,6.341483478016536e-06,4.9788085951669405e-05,6.804086995413985e-08,2.762920660513503e-08,0.0,1.6033896039451584e-07,0.0
1691,6.22534893019682e-06,4.7561430359824696e-05,6.804086995413985e-08,2.762920660513503e-08,0.0,1.848050134510361e-07,0.0
1692,4.522837018937155e-06,4.819359258233037e-05,7.496529568535542e-08,2.762920660513503e-08,2.3668044540110193e-08,1.645991817765337e-07,0.0
1693,4.849661633800549e-06,5.6723819787813614e-05,4.7336089080220386e-08,0.0,2.3668044540110193e-08,1.645991817765337e-07,0.0
1694,4.948084811725753e-06,5.5022474823220235e-05,7.172163967490113e-08,0.0,2.3668044540110193e-08,1.2339909208744109e-07,0.0
1695,4.8693408903740675e-06,5.9047696205587794e-05,1.3374885351627848e-07,0.0,2.3668044540110193e-08,1.388347275873717e-07,1.550680346034434e-08
1696,4.899167964010433e-06,5.9007611915668736e-05,1.6524074502350622e-07,0.0,2.3668044540110193e-08,1.3875544928915978e-07,1.550680346034434e-08
1697,5.2311789399287334e-06,6.044941255822778e-05,2.2401734359586305e-07,7.347074821544603e-09,2.3668044540110193e-08,1.9145591068081558e-07,1.550680346034434e-08
1698,4.758331345198842e-06,6.633780087992948e-05,2.4475988474088286e-07,7.347074821544603e-09,2.3668044540110193e-08,1.981036693418251e-07,1.550680346034434e-08
1699,5.216093216274333e-06,6.640860686145191e-05,2.104933360312446e-07,7.347074821544603e-09,0.0,2.1117320971240717e-07,2.8576343830926428e-08
1700,5.3375893003249075e-06,5.8998920784298594e-05,2.624847468268854e-07,3.3342780219365e-08,0.0,2.3716891511022758e-07,2.8576343830926428e-08
1701,5.4285719020949074e-06,6.098219455452636e-05,3.057665115388123e-07,3.3342780219365e-08,9.666759329515377e-09,2.758359524282891e-07,3.82431031604418e-08
1702,5.590175663071152e-06,6.150361046560906e-05,2.5572445748269145e-07,3.3342780219365e-08,9.666759329515377e-09,2.2579389837216824e-07,2.2736299700097462e-08
1703,5.659197540808236e-06,6.110387974851099e-05,2.463149856777948e-07,3.3342780219365e-08,9.666759329515377e-09,2.163844265672716e-07,2.2736299700097462e-08
1704,5.258430909244842e-06,5.9816482202482545e-05,1.9620015377443322e-07,2.59957053978204e-08,9.666759329515377e-09,1.862225086516186e-07,2.2736299700097462e-08
1705,5.228435124341299e-06,5.635484090557189e-05,2.0293102766442773e-07,2.59957053978204e-08,1.882456400283315e-08,1.6426650160740663e-07,2.2736299700097462e-08
1706,5.410919779283826e-06,5.560400105813252e-05,2.3416301887989122e-07,2.59957053978204e-08,1.882456400283315e-08,4.5023229030708277e-07,2.0742142226026772e-08
1707,5.518177658814238e-06,5.746057130246689e-05,2.064765141085445e-07,0.0,4.312947002712722e-08,4.849988499699975e-07,2.0742142226026772e-08
1708,5.6516528924735865e-06,5.8416920053007614e-05,1.6774680083082266e-07,0.0,3.346271069761185e-08,4.849152820237837e-07,1.1075382896511395e-08
1709,5.6064623095153365e-06,5.891527013903085e-05,1.6778665720299353e-07,0.0,3.346271069761185e-08,5.210301868682368e-07,1.1075382896511395e-08
1710,5.464359674078878e-06,5.945808464145687e-05,1.8013428412392125e-07,0.0,3.346271069761185e-08,4.989477671659058e-07,1.1075382896511395e-08
1711,5.762931518152722e-06,6.102722493648928e-05,2.1024183232449494e-07,0.0,4.315503941500408e-08,4.944082476754375e-07,2.0767711613903624e-08
1712,5.740470377142108e-06,6.454886689815404e-05,2.2622209680126355e-07,0.0,3.39972347416863e-08,5.069772827580112e-07,2.0767711613903624e-08
1713,5.251617884433861e-06,7.148180780599691e-05,1.8192056521521798e-07,0.0,3.39972347416863e-08,3.81030196600867e-07,9.692328717392229e-09
1714,4.881355802613793e-06,7.090514346990468e-05,1.6718726974269365e-07,0.0,1.926393926916197e-08,3.776975928206282e-07,9.692328717392229e-09
1715,4.88337247718716e-06,7.195474505091884e-05,1.4957202105441475e-07,1.132235334060689e-08,1.926393926916197e-08,3.9572588913675387e-07,9.692328717392229e-09
1716,4.726623209145535e-06,7.276225993077137e-05,1.5525692122407365e-07,1.132235334060689e-08,2.8118897432705126e-08,4.0961053165184627e-07,9.692328717392229e-09
1717,4.641780736035019e-06,7.050897901146007e-05,1.2082687460081486e-07,1.132235334060689e-08,2.8118897432705126e-08,4.2489334260510857e-07,9.692328717392229e-09
1718,4.539806176191112e-06,7.147001971523943e-05,1.0528282855050617e-07,1.132235334060689e-08,1.8426568715312897e-08,4.790251030125805e-07,0.0
1719,4.715722525361343e-06,7.030250500455233e-05,7.49988911609632e-08,1.132235334060689e-08,1.8426568715312897e-08,5.758259433719104e-07,0.0
1720,4.711185218703966e-06,6.54290062292213e-05,9.312114761834372e-08,2.94446097979874e-08,1.8426568715312897e-08,4.299210841298061e-07,0.0
1721,5.1141243407723124e-06,6.24790450923943e-05,8.354953706657398e-08,2.94446097979874e-08,1.761501623929819e-08,4.075316551523299e-07,0.0
1722,4.864104831930101e-06,5.9500918203931565e-05,7.995477042348803e-08,1.812225645738051e-08,1.761501623929819e-08,4.3592334313708694e-07,0.0
1723,4.691317274461783e-06,5.752557366836949e-05,7.459520645625162e-08,1.812225645738051e-08,1.4935234255679982e-08,4.850918082459949e-07,0.0
1724,4.790478247481847e-06,5.795034407388552e-05,7.459520645625162e-08,1.812225645738051e-08,2.080615400603035e-08,6.400656746206681e-07,0.0
1725,4.605705303869659e-06,6.250785944368025e-05,6.607584371717426e-08,1.812225645738051e-08,2.080615400603035e-08,6.648118479850902e-07,0.0
1726,4.337519287998605e-06,6.271318280986244e-05,7.206859464758963e-08,1.812225645738051e-08,2.080615400603035e-08,6.99584112291112e-07,0.0
1727,4.427818307054362e-06,6.28202318953949e-05,6.078905404446492e-08,0.0,2.080615400603035e-08,7.613560342178971e-07,6.842715854255792e-09
1728,3.993979199939142e-06,6.46093264679491e-05,6.078905404446492e-08,6.479559999661433e-09,1.8525655929936746e-08,7.975909608960916e-07,1.9801835853578657e-08
1729,3.842282174965865e-06,6.515703249273688e-05,7.217739751906396e-08,6.479559999661433e-09,1.8525655929936746e-08,8.400270417041611e-07,1.9801835853578657e-08
1730,3.7676212676680213e-06,6.50130225819469e-05,8.437675954756482e-08,6.479559999661433e-09,2.053371771028521e-08,8.27072727003854e-07,1.9801835853578657e-08
1731,3.537632794957192e-06,6.484196637757123e-05,9.83102386799471e-08,6.479559999661433e-09,2.1629537526125986e-08,7.264834412775858e-07,1.9801835853578657e-08
1732,3.40329354133116e-06,6.02268597244152e-05,8.986285645765488e-08,1.2738083857552089e-08,2.1629537526125986e-08,7.465237185247783e-07,1.9801835853578657e-08
1733,3.208393504142545e-06,5.7372703720050466e-05,7.070036340499947e-08,1.2738083857552089e-08,2.1629537526125986e-08,7.477687030846678e-07,1.9801835853578657e-08
1734,3.04678142778617e-06,5.587328580856722e-05,8.96663056185584e-08,1.2738083857552089e-08,2.1629537526125986e-08,7.775332245988206e-07,2.328258322644875e-08
1735,3.0911023713997565e-06,5.680184144044428e-05,8.96663056185584e-08,6.258523857890655e-09,1.5149977526464553e-08,7.579934739559186e-07,1.6790389269414974e-08
1736,3.1229169832970783e-06,5.8752480461927394e-05,8.708735015667507e-08,6.258523857890655e-09,1.5149977526464553e-08,7.959236906377296e-07,2.2302714342004037e-08
1737,3.0849997918786746e-06,5.858203387885753e-05,6.25376357683243e-08,6.258523857890655e-09,6.966739566191141e-09,8.153925128746258e-07,2.2302714342004037e-08
1738,2.9280606343361015e-06,5.757413704746536e-05,5.409597290752442e-08,6.258523857890655e-09,0.0,8.830205250173354e-07,2.2302714342004037e-08
1739,2.7870049572291985e-06,5.6470717806535375e-05,4.783744904963376e-08,0.0,0.0,9.488807393154275e-07,2.2302714342004037e-08
1740,2.9921376543435533e-06,5.780073895169023e-05,5.532472765626803e-08,0.0,0.0,8.916704286678266e-07,2.2302714342004037e-08
1741,3.12015767381776e-06,6.0722999478457496e-05,2.951606958845332e-08,0.0,0.0,8.977189663385486e-07,1.1979251114878155e-08
1742,2.8768515026708234e-06,6.0222971244781676e-05,4.227081415056741e-08,0.0,0.0,9.735310056514988e-07,1.1889697353646106e-08
1743,2.742616126332515e-06,6.188341545306944e-05,2.5733839440330745e-08,0.0,0.0,8.659496139833729e-07,6.377372281057043e-09
1744,2.7299860058909483e-06,6.440876521602539e-05,4.80541407301059e-08,0.0,0.0,9.35772464215136e-07,1.0841432640518178e-08
1745,2.9562224881374277e-06,6.91836877584657e-05,6.780862855342612e-08,0.0,0.0,9.12085429912882e-07,2.3464584687969492e-08
