ngram,chest,chet,chst,chestt
1885,1.6715663670246223e-05,2.161311688350257e-08,3.150916860761299e-09,6.647940927909498e-11
1886,1.6821626299393495e-05,2.1361588815287698e-08,2.585447157952915e-09,5.915421129122831e-11
1887,1.7100258836373022e-05,2.1657342839733118e-08,2.659214007724334e-09,5.915421129122831e-11
1888,1.691891156951897e-05,2.1056180291420138e-08,2.469073057120852e-09,2.7588615915595328e-11
1889,1.6621360113536605e-05,2.0422424640287318e-08,2.4727215354656907e-09,2.7588615915595328e-11
1890,1.6563683857384603e-05,2.0513045991979847e-08,2.5698801816734627e-09,5.288430606130236e-11
1891,1.6499135199410375e-05,1.935505064157691e-08,2.8477056903040777e-09,7.848935787028007e-11
1892,1.6501457009456188e-05,1.834498965434607e-08,2.6660956141201707e-09,1.0096094000504913e-10
1893,1.6477359037838012e-05,1.834276717817472e-08,2.3449400040779065e-09,7.33723240894538e-11
1894,1.6038028661569115e-05,1.830181555512971e-08,2.6374442154063006e-09,7.33723240894538e-11
1895,1.5988191210323877e-05,1.8077928360631697e-08,2.4287740866110343e-09,7.33723240894538e-11
1896,1.6143034112506678e-05,1.8230404233828982e-08,2.3656779233961954e-09,7.33723240894538e-11
1897,1.630140130665885e-05,1.6663282690184848e-08,2.401650101013786e-09,6.665338915721821e-11
1898,1.6441291986016688e-05,1.6085829684137868e-08,2.1391790085343943e-09,9.51628438748488e-11
1899,1.6743398581248975e-05,1.6734915421677343e-08,2.260527416047304e-09,7.269126174007973e-11
1900,1.6486580144763658e-05,1.620964936880195e-08,2.9515115113858722e-09,9.076186627662456e-11
1901,1.6527060714517055e-05,1.652658949374037e-08,2.68063070153955e-09,2.6212873934941937e-10
1902,1.6350199335387776e-05,1.5681609788487094e-08,2.976154878098214e-09,2.793470296350417e-10
1903,1.602259167806811e-05,1.590839599734701e-08,2.9654705357984312e-09,2.793470296350417e-10
1904,1.5802890240073403e-05,1.6039638315947158e-08,2.9241409611151833e-09,2.6077027442157023e-10
1905,1.5361096952152104e-05,1.5775754670853204e-08,3.0154115077911977e-09,2.219026301994046e-10
1906,1.4798542257007544e-05,1.4825886930834388e-08,2.9951619914417702e-09,2.3741761632064696e-10
1907,1.4564578642810894e-05,1.54937373407295e-08,2.4837660499749906e-09,2.48647359646359e-10
1908,1.4234962821189714e-05,1.4427157119761042e-08,2.5973515401947876e-09,7.728048657356418e-11
1909,1.4056584015114432e-05,1.4359144857272505e-08,2.614793017029017e-09,7.384320535993742e-11
1910,1.3898622195743623e-05,1.3533565379475476e-08,2.723000682079503e-09,1.1516487366921727e-10
1911,1.3550378103640729e-05,1.292900707129872e-08,2.7096887908076692e-09,1.2914280557639402e-10
1912,1.3312668930406549e-05,1.2686343658125615e-08,2.938906261208883e-09,1.1389594327195139e-10
1913,1.3206807125243358e-05,1.3187056779884188e-08,2.970539528642949e-09,1.2697679514981986e-10
1914,1.3135291997709178e-05,1.2363009156095878e-08,3.232693192499271e-09,9.767644728756305e-11
1915,1.310721251814227e-05,1.1443092188098295e-08,3.4151208527788413e-09,1.2955389241556655e-10
1916,1.3059103236758216e-05,1.117815338704174e-08,3.3843414102920276e-09,1.15772883343571e-10
1917,1.3112323488582791e-05,1.0742415845754749e-08,3.5299459545866186e-09,8.84169493572554e-11
1918,1.3351970795026449e-05,1.052822768648249e-08,3.625882736914475e-09,1.0319949557611809e-10
1919,1.3534012396121398e-05,1.1035087764201177e-08,3.71782198677855e-09,1.0319949557611809e-10
1920,1.34195652208291e-05,1.1095076603494038e-08,3.453180630330621e-09,9.780531246006419e-11
1921,1.3151917560857587e-05,1.0922076195843796e-08,2.7808220805423746e-09,1.2591692073936145e-10
1922,1.2943763067596592e-05,1.0696615149186073e-08,2.231665772813228e-09,9.403947561135797e-11
1923,1.2753288891482434e-05,1.0451557206993454e-08,1.92743056435875e-09,9.403947561135797e-11
1924,1.2742693927845852e-05,1.0255148730209385e-08,1.4036785107267897e-09,1.0449527156262763e-10
1925,1.248331799225915e-05,1.0643174595616399e-08,1.0872972244779788e-09,1.4475031689149224e-10
1926,1.2283644407164371e-05,1.0672881879868003e-08,5.910649231959703e-10,2.3644216941485855e-10
1927,1.2368569774220564e-05,1.013603867505708e-08,5.892118182249106e-10,2.1324051453180155e-10
1928,1.2430984237913176e-05,1.0281503394691884e-08,7.944971942246732e-10,2.0793839269498245e-10
1929,1.2472534373435857e-05,1.0243892337566e-08,8.737580936557521e-10,2.0793839269498245e-10
1930,1.2387664745412102e-05,1.0009775992208297e-08,8.353470018881584e-10,2.351657856542693e-10
1931,1.2199703892942385e-05,1.0070494025983732e-08,8.652029727583357e-10,2.1074425538003538e-10
1932,1.2104673000326979e-05,1.0141992642534855e-08,8.211068333200241e-10,2.1265847019843624e-10
1933,1.2169458646634926e-05,9.304343390985942e-09,9.38163602359765e-10,1.6730093501036792e-10
1934,1.2123335961535173e-05,1.1198693972147566e-08,1.0269530860616628e-09,1.6730093501036792e-10
1935,1.218735126583072e-05,1.1625436423047728e-08,9.772240397839686e-10,1.4449144856788975e-10
1936,1.2186697469067959e-05,1.2404318144072185e-08,9.3019641989045e-10,1.4449144856788975e-10
1937,1.2398649362564487e-05,1.3487351870265587e-08,1.0008261838326656e-09,1.172640556086029e-10
1938,1.247797834886504e-05,1.436436867864797e-08,1.0308884063852425e-09,1.3901630640284727e-10
1939,1.2731602120246472e-05,1.4086017495275525e-08,1.034640746094035e-09,6.808656812954236e-11
1940,1.2904669867046842e-05,1.5746535757849804e-08,9.835220019357597e-10,2.175225079424438e-11
1941,1.3204733477323316e-05,1.470722616707982e-08,8.037790036726936e-10,4.933082117400797e-11
1942,1.3531848318442436e-05,1.4124289166821719e-08,7.478548574064397e-10,9.914691290191513e-11
1943,1.3784888064297515e-05,1.381117188868432e-08,1.1151408526747071e-09,1.206002381293203e-10
1944,1.3846228024963888e-05,1.3091578107296949e-08,1.504741172933929e-09,1.206002381293203e-10
1945,1.4002508188631119e-05,1.2577010544134737e-08,1.6024435429378465e-09,1.1761740787668325e-10
1946,1.3878474289543061e-05,1.2779477793450106e-08,1.5939538815829784e-09,1.3416551203349059e-10
1947,1.3864332036713936e-05,1.1795026289007637e-08,1.496185921188799e-09,1.3416551203349059e-10
1948,1.3658115676662419e-05,1.1524897734562143e-08,1.564585921138522e-09,1.2368694164115775e-10
1949,1.3465850055841397e-05,1.1660601754012338e-08,1.6180091948798341e-09,7.387084991325058e-11
1950,1.3275513473282835e-05,1.1978052708424717e-08,1.1629560112532848e-09,6.933750002729206e-11
1951,1.3290683714980592e-05,1.2070453969670325e-08,7.262091424241137e-10,1.1898479423955166e-10
1952,1.317667205772263e-05,1.2043448143523555e-08,6.452171118815591e-10,1.0021537369794435e-10
1953,1.3071426240328168e-05,1.2409113863449356e-08,6.260924060942839e-10,9.935650615736487e-11
1954,1.2918074649600644e-05,1.2870704882824872e-08,6.594351711511745e-10,9.935650615736487e-11
1955,1.2842516948044899e-05,1.2685532370580534e-08,6.780006853565216e-10,8.225650616993413e-11
1956,1.2634003854015776e-05,1.3754302712649341e-08,5.518812391207867e-10,8.225650616993413e-11
1957,1.2497556391671033e-05,1.3223704036542067e-08,6.623985229373527e-10,7.808025654603462e-11
1958,1.2172737115179189e-05,1.3936686725303713e-08,5.657111584733698e-10,2.8432962333775028e-11
1959,1.2007799471445782e-05,1.527083399415525e-08,1.6599850125428465e-09,2.8432962333775028e-11
1960,1.1901932988881267e-05,1.4941750440097427e-08,1.7293837730906044e-09,1.2743725717547149e-11
1961,1.1791714704096584e-05,1.4935207356562127e-08,1.6695339694061673e-09,1.2743725717547149e-11
1962,1.1689105381914747e-05,1.6330512053741586e-08,1.6743842641751628e-09,1.2743725717547149e-11
1963,1.1544443103567964e-05,1.602888184087143e-08,1.7563906717921185e-09,3.255143872703061e-11
1964,1.1396183903603482e-05,1.694355728736647e-08,1.7008998931533625e-09,1.980771300948346e-11
1965,1.1374171143480843e-05,1.8810313687619588e-08,1.7974206924429937e-09,1.980771300948346e-11
1966,1.12948851632869e-05,1.8281900818603195e-08,7.271574651936317e-10,1.980771300948346e-11
1967,1.112424108993894e-05,2.1486180961411653e-08,4.237009287073284e-09,2.8652391966968846e-11
1968,1.0900405868596863e-05,2.160843998970969e-08,4.331292642006141e-09,5.5222015452446473e-11
1969,1.070905169139483e-05,2.2161923344096327e-08,4.302315032012061e-09,5.5222015452446473e-11
1970,1.0631146454085996e-05,2.2451233760989453e-08,4.3512237741476815e-09,7.049233815717822e-11
1971,1.0639939968573994e-05,2.325406051844376e-08,4.422491702214617e-09,7.944323869381518e-11
1972,1.0613081940391567e-05,2.1954263169326234e-08,4.490260722768622e-09,1.3161590963920285e-10
1973,1.0548015000365143e-05,2.494529687575258e-08,4.481098147308365e-09,1.3987000645000946e-10
1974,1.0732066065039752e-05,2.392682318941297e-08,1.0095824057706641e-09,1.3917283050208466e-10
1975,1.0929146420884145e-05,2.458046261771025e-08,1.0212112147974954e-09,1.1260320701660703e-10
1976,1.1136377777022841e-05,2.3210157097862194e-08,1.1191016367563732e-09,1.2867606930374746e-10
1977,1.1502463686546044e-05,2.3023048864193437e-08,1.0254617631235062e-09,1.0162444447466993e-10
1978,1.1793155603559821e-05,2.2455324710790592e-08,1.0536058533564381e-09,9.267354393803297e-11
1979,1.2216697281733754e-05,2.189523026377823e-08,1.0324200224890286e-09,4.0500872992645294e-11
1980,1.2746184438583441e-05,2.0965711452650534e-08,9.626318234598079e-10,4.0083603599004396e-11
1981,1.3111965147670293e-05,1.9532523915748764e-08,9.833146439954176e-10,3.95658991680925e-11
1982,1.3626597007844663e-05,1.8993589938937864e-08,8.878280888247048e-10,3.95658991680925e-11
1983,1.41109078737957e-05,1.9857942338116378e-08,8.455395590039367e-10,3.829804826446395e-11
1984,1.4519730159788327e-05,2.0589398122946737e-08,8.76885984459262e-10,4.497282407589509e-11
1985,1.502647397241422e-05,2.1749606052675778e-08,8.140386063639125e-10,5.2206899022109814e-11
1986,1.5371975548207827e-05,2.170978343128484e-08,7.319489696883912e-10,5.2206899022109814e-11
1987,1.568720147458537e-05,1.976856468997669e-08,7.550420685501333e-10,6.443247374135882e-11
1988,1.6040117381115643e-05,1.9795256735376044e-08,7.251163082676117e-10,7.066549478510328e-11
1989,1.626116915888685e-05,1.9998666341994716e-08,1.4766103022851545e-09,9.062152962559443e-11
1990,1.646805763552298e-05,1.9802602224672228e-08,1.5578940835782517e-09,7.581651824208256e-11
1991,1.6836919063020366e-05,1.9134725296307157e-08,1.6528451543936944e-09,6.111533154551374e-11
1992,1.7031003673244932e-05,1.7108703787016566e-08,1.67158096095069e-09,6.024360276508339e-11
1993,1.743775958727513e-05,1.719472818097399e-08,2.6698922993086326e-09,6.024360276508339e-11
1994,1.786201963633565e-05,1.7483642216526666e-08,2.7778647794716805e-09,4.6684330508504705e-11
1995,1.836192859627772e-05,1.7527147479410943e-08,2.8686290327278083e-09,3.9208642285285376e-11
1996,1.8903421732829884e-05,1.9686000131611892e-08,2.277304995373137e-09,1.9252607444794225e-11
1997,1.981271686547968e-05,1.930327516877891e-08,2.204136658904129e-09,2.500513189364538e-11
1998,2.0702792036380352e-05,1.98153600194928e-08,2.175405926824985e-09,3.078291936829482e-11
1999,2.1775983311402213e-05,2.030675894104661e-08,2.482018551004066e-09,3.52670615924985e-11
2000,2.2800811036306967e-05,2.1177466891231234e-08,1.8023817914349293e-09,6.122920870718244e-11
2001,2.389963317130293e-05,2.1603899367862922e-08,1.884745653197533e-09,7.500899901202729e-11
2002,2.5245083504289922e-05,2.1788303478891587e-08,1.9329551372214227e-09,6.862186761285344e-11
2003,2.658728434263529e-05,2.0548675142403487e-08,2.4436953809698584e-09,8.409627904762803e-11
2004,2.792307870030137e-05,2.0446469660230704e-08,2.635072255634847e-09,1.0862302971775023e-10
2005,2.9648466547119563e-05,1.9840928138543338e-08,2.850907319741834e-09,1.0781383573608773e-10
2006,3.220939418367509e-05,2.0380166887434825e-08,2.664083239726064e-09,9.696734734609969e-11
2007,3.541281070543586e-05,2.071893894546e-08,2.3667664336305248e-09,8.17395223927177e-11
2008,3.995668807224969e-05,1.9525068292328536e-08,2.283866572051961e-09,6.145660220803682e-11
2009,4.392581286083441e-05,1.9622851661032266e-08,2.15698303662748e-09,6.145660220803682e-11
2010,4.747789301161122e-05,1.7970016205229707e-08,1.5053412008977522e-09,5.416998298337004e-11
2011,5.338239498087205e-05,1.7513221476203204e-08,1.3870318703114647e-09,2.85331049462315e-11
2012,5.838910718531614e-05,1.792526825385364e-08,1.1268956244338467e-09,3.424422650206387e-11
2013,6.140586265246384e-05,1.7076576470336543e-08,1.0189867362596162e-09,3.424422650206387e-11
2014,6.442934110444705e-05,1.5181131526479215e-08,9.892369383963334e-10,4.4292904661474046e-11
2015,6.477384678354221e-05,1.6152099340566954e-08,8.15329270368156e-10,5.5154247240769245e-11
2016,6.610475143783592e-05,1.5555082555351873e-08,7.077473428746777e-10,6.767121882697173e-11
2017,6.799185939598829e-05,1.6007853265165295e-08,7.254047802255729e-10,6.93973310530079e-11
2018,6.678011704934761e-05,1.640820155301981e-08,5.910134243114484e-10,7.677744134904075e-11
2019,6.55236653983593e-05,1.5641636652574675e-08,5.33182258760645e-10,7.728230035086714e-11
