ngram,door,dor,dorr,door
1575,1.3519300929536776e-05,5.447115459641541e-07,0.0,1.3519300929536776e-05
1576,1.3093906740583147e-05,9.953919938457797e-07,0.0,1.3093906740583147e-05
1577,1.3093906740583147e-05,9.953919938457797e-07,0.0,1.3093906740583147e-05
1578,1.6183056426858195e-05,1.4772182177174337e-06,0.0,1.6183056426858195e-05
1579,8.63723276519782e-06,1.4772182177174337e-06,0.0,8.63723276519782e-06
1580,8.63723276519782e-06,1.4772182177174337e-06,0.0,8.63723276519782e-06
1581,8.63723276519782e-06,9.325066717532796e-07,0.0,8.63723276519782e-06
1582,9.894176920559922e-06,1.3514880460466623e-06,0.0,9.894176920559922e-06
1583,1.025425691685606e-05,9.008075981650368e-07,0.0,1.025425691685606e-05
1584,1.1153368502294012e-05,9.008075981650368e-07,0.0,1.1153368502294012e-05
1585,6.5559575627308476e-06,4.189813742933828e-07,0.0,6.5559575627308476e-06
1586,6.700235644530039e-06,4.189813742933828e-07,0.0,6.700235644530039e-06
1587,7.738474323559785e-06,4.189813742933828e-07,0.0,7.738474323559785e-06
1588,9.07748595376948e-06,4.189813742933828e-07,0.0,9.07748595376948e-06
1589,9.127627046317294e-06,0.0,0.0,9.127627046317294e-06
1590,8.004727858081293e-06,5.199512997933198e-07,0.0,8.004727858081293e-06
1591,7.638683200639207e-06,7.864847637912524e-07,0.0,7.638683200639207e-06
1592,9.679951745056314e-06,7.864847637912524e-07,0.0,9.679951745056314e-06
1593,1.0028377866027377e-05,7.864847637912524e-07,0.0,1.0028377866027377e-05
1594,9.493033953081717e-06,7.864847637912524e-07,0.0,9.493033953081717e-06
1595,9.957210685180534e-06,7.864847637912524e-07,0.0,9.957210685180534e-06
1596,8.650125437270617e-06,9.96902989364961e-07,0.0,8.650125437270617e-06
1597,8.82084369940068e-06,4.769516895716411e-07,0.0,8.82084369940068e-06
1598,8.862817659454386e-06,2.546521419130191e-07,0.0,8.862817659454386e-06
1599,6.231692136030428e-06,3.7256329018678767e-07,0.0,6.231692136030428e-06
1600,6.575600017250898e-06,4.790693749003237e-07,0.0,6.575600017250898e-06
1601,1.1932421102756052e-05,6.74393236619965e-07,0.0,1.1932421102756052e-05
1602,1.2321647935615537e-05,6.74393236619965e-07,0.0,1.2321647935615537e-05
1603,1.2321647935615537e-05,4.639750110462566e-07,0.0,1.2321647935615537e-05
1604,1.9965083765782765e-05,6.342453307947185e-07,0.0,1.9965083765782765e-05
1605,2.2988023407119078e-05,5.900114144554079e-07,0.0,2.2988023407119078e-05
1606,2.6878535598890657e-05,5.521803732985323e-07,0.0,2.6878535598890657e-05
1607,2.4748413904619936e-05,4.4567428858499625e-07,0.0,2.4748413904619936e-05
1608,2.807386798459837e-05,1.2487384261865891e-06,0.0,2.807386798459837e-05
1609,2.6258800744471955e-05,1.2487384261865891e-06,0.0,2.6258800744471955e-05
1610,2.727838685651867e-05,1.2487384261865891e-06,0.0,2.727838685651867e-05
1611,1.852674244316534e-05,1.2832926634993264e-06,0.0,1.852674244316534e-05
1612,1.4928761913779454e-05,1.2832926634993264e-06,0.0,1.4928761913779454e-05
1613,1.2122810557814643e-05,1.363023037421434e-06,0.0,1.2122810557814643e-05
1614,1.3111639832784152e-05,1.363023037421434e-06,0.0,1.3111639832784152e-05
1615,8.116845646912094e-06,3.646350381001996e-07,0.0,8.116845646912094e-06
1616,7.739497691870514e-06,3.646350381001996e-07,0.0,7.739497691870514e-06
1617,7.461159571318733e-06,6.117177073455033e-07,0.0,7.461159571318733e-06
1618,9.623721455552317e-06,5.053702888549846e-07,0.0,9.623721455552317e-06
1619,1.401256713506882e-05,9.555082881109099e-07,0.0,1.401256713506882e-05
1620,1.3279445283842506e-05,8.964367209175959e-07,0.0,1.3279445283842506e-05
1621,1.2290616008872998e-05,1.074854716469937e-06,0.0,1.2290616008872998e-05
1622,9.155466419282935e-06,1.285899941194657e-06,0.0,9.155466419282935e-06
1623,1.050253734190067e-05,1.5553141322145945e-06,0.0,1.050253734190067e-05
1624,1.0657282473403029e-05,1.4575636555491656e-06,0.0,1.0657282473403029e-05
1625,8.807631762205606e-06,2.189733420112004e-06,0.0,8.807631762205606e-06
1626,8.78160046470709e-06,1.7395954208560788e-06,0.0,8.78160046470709e-06
1627,1.0313226831775474e-05,1.7986278472952627e-06,0.0,1.0313226831775474e-05
1628,1.1099366377363498e-05,2.013279624536933e-06,6.55116260921724e-08,1.1099366377363498e-05
1629,1.0456786932471524e-05,2.214881111025794e-06,6.55116260921724e-08,1.0456786932471524e-05
1630,9.368462997372262e-06,2.1179649170984964e-06,6.55116260921724e-08,9.368462997372262e-06
1631,9.095949735637987e-06,2.30871263998519e-06,6.55116260921724e-08,9.095949735637987e-06
1632,9.505261492189934e-06,2.0278225422641427e-06,6.55116260921724e-08,9.505261492189934e-06
1633,5.142447110171945e-06,2.0278225422641427e-06,6.55116260921724e-08,5.142447110171945e-06
1634,3.2759027947447194e-06,1.991469365033741e-06,6.55116260921724e-08,3.2759027947447194e-06
1635,3.0660012271255255e-06,2.174637570208558e-06,0.0,3.0660012271255255e-06
1636,3.60864299052212e-06,2.1093684949846647e-06,0.0,3.60864299052212e-06
1637,3.7888567671221348e-06,2.302671150898407e-06,0.0,3.7888567671221348e-06
1638,4.108067449643775e-06,2.097261309635152e-06,0.0,4.108067449643775e-06
1639,4.6850963631836095e-06,1.7811152019930887e-06,0.0,4.6850963631836095e-06
1640,6.021601036211775e-06,2.192347421571737e-06,0.0,6.021601036211775e-06
1641,7.084676683786841e-06,2.3675396911520304e-06,0.0,7.084676683786841e-06
1642,9.638983913516444e-06,1.899251547651407e-06,0.0,9.638983913516444e-06
1643,1.1303046416547399e-05,2.0034861368653116e-06,0.0,1.1303046416547399e-05
1644,1.3797252579804211e-05,1.9126698751798747e-06,0.0,1.3797252579804211e-05
1645,1.55068710228079e-05,2.170934448843452e-06,0.0,1.55068710228079e-05
1646,1.69258823266968e-05,2.038062161448449e-06,0.0,1.69258823266968e-05
1647,1.8502653152349273e-05,1.7308754942340393e-06,0.0,1.8502653152349273e-05
1648,2.0141221934214366e-05,1.7073604762377466e-06,0.0,2.0141221934214366e-05
1649,2.060915435972025e-05,1.8340939586128765e-06,7.822777498794104e-08,2.060915435972025e-05
1650,2.4358223007376572e-05,1.7338428262649228e-06,7.822777498794104e-08,2.4358223007376572e-05
1651,2.662806582520716e-05,1.5878586785739962e-06,7.822777498794104e-08,2.662806582520716e-05
1652,2.753872623933213e-05,1.6402952058212707e-06,1.3389917187721168e-07,2.753872623933213e-05
1653,2.7130075717910325e-05,1.6903083519537176e-06,1.3389917187721168e-07,2.7130075717910325e-05
1654,3.023186244328307e-05,2.2085106203511325e-06,1.3389917187721168e-07,3.023186244328307e-05
1655,3.134338268344956e-05,2.165827384357856e-06,1.9200221653850997e-07,3.134338268344956e-05
1656,3.164133548645103e-05,2.15768071549454e-06,1.1377444155056895e-07,3.164133548645103e-05
1657,3.2029392968979664e-05,1.8897329222714428e-06,1.1377444155056895e-07,3.2029392968979664e-05
1658,3.138371201722683e-05,1.921579577616025e-06,1.1377444155056895e-07,3.138371201722683e-05
1659,3.3932508033883225e-05,1.5083755877347876e-06,5.81030446612983e-08,3.3932508033883225e-05
1660,3.68120199709665e-05,1.5179736314913889e-06,5.81030446612983e-08,3.68120199709665e-05
1661,3.469371144352148e-05,8.957258107297353e-07,5.81030446612983e-08,3.469371144352148e-05
1662,4.0173059200502136e-05,7.039134918126624e-07,0.0,4.0173059200502136e-05
1663,4.080958206031937e-05,7.401567582324528e-07,0.0,4.080958206031937e-05
1664,3.88480686004706e-05,7.353494209740217e-07,0.0,3.88480686004706e-05
1665,4.0948574158911856e-05,9.71327078705794e-07,0.0,4.0948574158911856e-05
1666,4.1028810301213525e-05,1.3785922630761758e-06,0.0,4.1028810301213525e-05
1667,4.063757322520749e-05,1.5427658338142334e-06,0.0,4.063757322520749e-05
1668,4.588524201868235e-05,1.761531921472072e-06,0.0,4.588524201868235e-05
1669,4.296214579621197e-05,1.9306107057153506e-06,0.0,4.296214579621197e-05
1670,4.4458462590617796e-05,1.8997257922949627e-06,0.0,4.4458462590617796e-05
1671,4.627312175996069e-05,2.0557809940718082e-06,0.0,4.627312175996069e-05
1672,4.374818854557816e-05,1.8311606514284255e-06,0.0,4.374818854557816e-05
1673,4.0921217337849415e-05,1.6391569813224902e-06,0.0,4.0921217337849415e-05
1674,4.216918646956661e-05,1.5423474743719062e-06,0.0,4.216918646956661e-05
1675,4.4315550310005036e-05,1.4608553848509992e-06,0.0,4.4315550310005036e-05
1676,4.650875364729602e-05,1.5518023214359085e-06,0.0,4.650875364729602e-05
1677,5.0891205319203436e-05,1.4542521122556146e-06,0.0,5.0891205319203436e-05
1678,4.766773963638116e-05,1.3191838011802507e-06,0.0,4.766773963638116e-05
1679,4.798768973809534e-05,1.1931231256312458e-06,2.3071769256992932e-08,4.798768973809534e-05
1680,4.894902044075674e-05,1.271529153460246e-06,2.3071769256992932e-08,4.894902044075674e-05
1681,4.664939738826693e-05,1.3570773619773848e-06,2.3071769256992932e-08,4.664939738826693e-05
1682,3.933033466247642e-05,1.6028629780911224e-06,4.3232802227066713e-08,3.933033466247642e-05
1683,3.370754477925532e-05,1.6111785855952933e-06,4.3232802227066713e-08,3.370754477925532e-05
1684,2.8058940318130355e-05,1.5937201120712935e-06,4.3232802227066713e-08,2.8058940318130355e-05
1685,2.7542011334194933e-05,1.5951564153380917e-06,4.3232802227066713e-08,2.7542011334194933e-05
1686,3.4444763774185306e-05,1.6319004966395108e-06,4.779023957520881e-08,3.4444763774185306e-05
1687,3.456801251949011e-05,1.4296660343201699e-06,4.779023957520881e-08,3.456801251949011e-05
1688,3.514556660125631e-05,1.1629957400925508e-06,4.779023957520881e-08,3.514556660125631e-05
1689,3.4141533043501635e-05,9.0622080506364e-07,2.762920660513503e-08,3.4141533043501635e-05
1690,3.388468160535142e-05,7.011310734534553e-07,2.762920660513503e-08,3.388468160535142e-05
1691,3.3965842833692606e-05,7.310410653969614e-07,2.762920660513503e-08,3.3965842833692606e-05
1692,3.424446471659134e-05,7.246840872150122e-07,2.762920660513503e-08,3.424446471659134e-05
1693,2.552236141387506e-05,7.67201242979354e-07,0.0,2.552236141387506e-05
1694,2.387708991591353e-05,8.142998321350856e-07,0.0,2.387708991591353e-05
1695,2.371526092507078e-05,9.53789895317771e-07,0.0,2.371526092507078e-05
1696,2.3896759947612217e-05,9.849646695719066e-07,0.0,2.3896759947612217e-05
1697,2.666241042399114e-05,1.1162196074110398e-06,1.4694149643089207e-08,2.666241042399114e-05
1698,2.5105824793822e-05,1.1353636263525653e-06,1.4694149643089207e-08,2.5105824793822e-05
1699,2.3095024776661637e-05,1.3543604170860947e-06,1.4694149643089207e-08,2.3095024776661637e-05
1700,2.3710987599250594e-05,1.5539019549188588e-06,1.4694149643089207e-08,2.3710987599250594e-05
1701,2.2685333013734116e-05,1.6732058806415547e-06,2.4360908972604582e-08,2.2685333013734116e-05
1702,2.0734097883437892e-05,1.7507977483026998e-06,2.4360908972604582e-08,2.0734097883437892e-05
1703,1.875527699927001e-05,1.836244905462081e-06,3.540211882377012e-08,1.875527699927001e-05
1704,1.5708159220853952e-05,1.7916973839809153e-06,2.0707969180680915e-08,1.5708159220853952e-05
1705,1.48289688825441e-05,1.8089131442268678e-06,2.0707969180680915e-08,1.48289688825441e-05
1706,1.9428967269569902e-05,1.7278272090542096e-06,2.0707969180680915e-08,1.9428967269569902e-05
1707,1.8099591605797677e-05,1.5487103317874634e-06,2.0707969180680915e-08,1.8099591605797677e-05
1708,1.738195331719388e-05,1.6348963884281278e-06,1.104120985116554e-08,1.738195331719388e-05
1709,1.6836494913669802e-05,1.5756481518889944e-06,1.104120985116554e-08,1.6836494913669802e-05
1710,1.8747615870649626e-05,1.4360316851837394e-06,0.0,1.8747615870649626e-05
1711,1.7875546875854654e-05,1.3714730877316988e-06,0.0,1.7875546875854654e-05
1712,1.8204626225529603e-05,1.449039083516774e-06,0.0,1.8204626225529603e-05
1713,1.3960463872665838e-05,1.4111803271329596e-06,0.0,1.3960463872665838e-05
1714,1.4146130719642055e-05,1.4567831060828342e-06,9.571610551769742e-09,1.4146130719642055e-05
1715,1.4047485300190082e-05,1.2051401573184454e-06,9.571610551769742e-09,1.4047485300190082e-05
1716,1.4183623924119665e-05,1.2043789264940382e-06,9.571610551769742e-09,1.4183623924119665e-05
1717,1.291314791680114e-05,1.2844825099429208e-06,2.4854421505032017e-08,1.291314791680114e-05
1718,1.3560489346023782e-05,1.4217019546387227e-06,2.4854421505032017e-08,1.3560489346023782e-05
1719,1.2455955454372867e-05,1.3782806149720273e-06,2.4854421505032017e-08,1.2455955454372867e-05
1720,1.3074312326872522e-05,1.3738400233315978e-06,2.4854421505032017e-08,1.3074312326872522e-05
1721,1.3727976303406259e-05,1.3138086793722842e-06,1.5282810953262275e-08,1.3727976303406259e-05
1722,1.431109363433539e-05,1.4520007393262598e-06,2.3010397650783228e-08,1.431109363433539e-05
1723,1.4772369987830253e-05,1.4706430420119432e-06,4.771110237048301e-08,1.4772369987830253e-05
1724,1.496334048819595e-05,1.5279570269350579e-06,3.242829141722073e-08,1.496334048819595e-05
1725,1.5372189799174e-05,1.4044434075393447e-06,5.448715155255611e-08,1.5372189799174e-05
1726,1.532324131403584e-05,1.3915425987371627e-06,5.448715155255611e-08,1.532324131403584e-05
1727,1.495004822312954e-05,1.5639228487478768e-06,6.13298674068119e-08,1.495004822312954e-05
1728,1.4264089129158361e-05,1.5815518606489474e-06,6.780942740647333e-08,1.4264089129158361e-05
1729,1.461742080469516e-05,1.5163451832579864e-06,7.282579415703236e-08,1.461742080469516e-05
1730,1.4870964540542836e-05,1.4331538815375616e-06,5.6308327397606006e-08,1.4870964540542836e-05
1731,1.4485264468281197e-05,1.3178474773667403e-06,5.6308327397606006e-08,1.4485264468281197e-05
1732,1.3087749721307773e-05,1.3283459533600502e-06,3.424946726227063e-08,1.3087749721307773e-05
1733,1.3042074767456921e-05,1.2855157202855999e-06,4.127423685369129e-08,1.3042074767456921e-05
1734,1.3998448723993664e-05,1.0983506594389577e-06,3.44315209994355e-08,1.3998448723993664e-05
1735,1.3729261809203308e-05,1.0592585226731899e-06,2.7951960999774072e-08,1.3729261809203308e-05
1736,1.323605569528549e-05,1.0326093372116572e-06,1.520800755169408e-08,1.323605569528549e-05
1737,1.2340905024237664e-05,1.1080647693363841e-06,7.024769591420668e-09,1.2340905024237664e-05
1738,1.358585775181252e-05,1.1364343127492508e-06,2.899203467775026e-08,1.358585775181252e-05
1739,1.3930495177711627e-05,1.1510064804757088e-06,3.22229511644829e-08,1.3930495177711627e-05
1740,1.5574163886153008e-05,1.2065678528675302e-06,2.5198181573062228e-08,1.5574163886153008e-05
1741,1.4887916612289181e-05,1.1914854423724006e-06,2.5198181573062228e-08,1.4887916612289181e-05
1742,1.779014525839427e-05,1.158076161443335e-06,2.5198181573062228e-08,1.779014525839427e-05
1743,1.9533968173033956e-05,1.1412963739790679e-06,3.482957516049672e-08,1.9533968173033956e-05
1744,2.2220974382694942e-05,1.114216429089408e-06,3.482957516049672e-08,2.2220974382694942e-05
1745,2.1676086492204506e-05,1.1182349827062614e-06,1.9173886097892786e-08,2.1676086492204506e-05
1746,2.4064092940534465e-05,1.2471588937452388e-06,1.594296961116015e-08,2.4064092940534465e-05
1747,2.445055179123301e-05,1.1423249150409122e-06,1.594296961116015e-08,2.445055179123301e-05
1748,2.5845524630442795e-05,1.1384169137532548e-06,2.322243324621403e-08,2.5845524630442795e-05
1749,2.4984321238922087e-05,1.195681014516075e-06,3.313299399922341e-08,2.4984321238922087e-05
1750,2.514348307158798e-05,1.1669305146304915e-06,2.3501600411788915e-08,2.514348307158798e-05
1751,2.6315124289664838e-05,1.1793117421023323e-06,2.70707390472223e-08,2.6315124289664838e-05
1752,2.9854458261979744e-05,1.2359447915904248e-06,2.4657753172618868e-08,2.9854458261979744e-05
1753,3.087443838012405e-05,1.2691520347678825e-06,2.4657753172618868e-08,3.087443838012405e-05
1754,3.1452298311965675e-05,1.3618743050106526e-06,2.4657753172618868e-08,3.1452298311965675e-05
1755,3.459591893520805e-05,1.3517915330599602e-06,1.737828953756499e-08,3.459591893520805e-05
1756,3.481815188674123e-05,1.4669075442595516e-06,1.0503199326145868e-08,3.481815188674123e-05
1757,3.82027051922965e-05,1.603436349536683e-06,1.0503199326145868e-08,3.82027051922965e-05
1758,3.858402773663069e-05,1.5931272595740405e-06,1.0041645483381347e-08,3.858402773663069e-05
1759,3.736210029663718e-05,1.5874325072218198e-06,6.1430553342591205e-09,3.736210029663718e-05
1760,3.671648015110155e-05,1.4707725962840153e-06,1.412715607987788e-08,3.671648015110155e-05
1761,3.7185836845310405e-05,1.3462446872836153e-06,1.412715607987788e-08,3.7185836845310405e-05
1762,3.6452222307811356e-05,1.3017571112478826e-06,1.680973810940551e-08,3.6452222307811356e-05
1763,3.8388488714450174e-05,1.2061369635115885e-06,1.661294213306519e-08,3.8388488714450174e-05
1764,3.922792945689123e-05,1.0566835482807489e-06,1.661294213306519e-08,3.922792945689123e-05
1765,4.353619286640813e-05,1.0115438970257986e-06,1.6452765752969104e-08,4.353619286640813e-05
1766,4.7000343329273164e-05,9.116498631556169e-07,1.6452765752969104e-08,4.7000343329273164e-05
1767,5.151298059250361e-05,8.250709697676939e-07,1.4357669592917383e-08,5.151298059250361e-05
1768,5.4066765837238305e-05,8.330925262660977e-07,1.4357669592917383e-08,5.4066765837238305e-05
1769,5.43552684705771e-05,8.773748813187662e-07,1.776760681439425e-08,5.43552684705771e-05
1770,5.589896006443139e-05,8.336374760022279e-07,1.4928932249144315e-08,5.589896006443139e-05
1771,5.6314289914943015e-05,8.00189606512244e-07,1.7561576066376413e-08,5.6314289914943015e-05
1772,5.2674953102333734e-05,7.638459464942571e-07,1.4614167653803634e-08,5.2674953102333734e-05
1773,5.093266996222415e-05,7.692006777558293e-07,1.7209358509668552e-08,5.093266996222415e-05
1774,4.871375027245709e-05,7.337228648144187e-07,1.1320353924101515e-08,4.871375027245709e-05
1775,4.837016863997893e-05,8.416407126787817e-07,1.709773224588064e-08,4.837016863997893e-05
1776,4.9681416255355414e-05,8.147645027228074e-07,1.3717582498478415e-08,4.9681416255355414e-05
1777,5.269727002347021e-05,7.752466818341677e-07,1.6635632807801163e-08,5.269727002347021e-05
1778,5.068427916350109e-05,8.130754005313585e-07,1.6784132686861345e-08,5.068427916350109e-05
1779,5.260280418692024e-05,8.407653889922326e-07,2.19075041282427e-08,5.260280418692024e-05
1780,5.252878327155486e-05,8.557797091920552e-07,1.931231327237778e-08,5.252878327155486e-05
1781,5.343395865306125e-05,8.651267892543859e-07,2.1224830147405427e-08,5.343395865306125e-05
1782,5.413771421964546e-05,7.809188673491008e-07,1.5447451825626298e-08,5.413771421964546e-05
1783,5.4838237701915205e-05,7.898759528351158e-07,1.9258879697352834e-08,5.4838237701915205e-05
1784,5.121740832692012e-05,8.513360480070073e-07,1.8005301503722293e-08,5.121740832692012e-05
1785,5.202030921022275e-05,8.316153525811387e-07,2.0078524874479953e-08,5.202030921022275e-05
1786,4.984425010791581e-05,8.137746639087189e-07,2.1655645023242543e-08,4.984425010791581e-05
1787,5.1829914030219826e-05,8.096186791460371e-07,2.6812211498647035e-08,5.1829914030219826e-05
1788,5.257451630313881e-05,8.401224249610095e-07,3.01259029151473e-08,5.257451630313881e-05
1789,5.427508377968999e-05,8.360942729268572e-07,3.128928773220098e-08,5.427508377968999e-05
1790,5.353762233945807e-05,1.0061019923211591e-06,3.360427758281048e-08,5.353762233945807e-05
1791,5.48071859936629e-05,9.90807084885351e-07,4.062753536767819e-08,5.48071859936629e-05
1792,5.7748327110727716e-05,9.981928964667271e-07,3.9037954329452466e-08,5.7748327110727716e-05
1793,6.0297965059622326e-05,9.87740650413928e-07,3.4309506981498675e-08,6.0297965059622326e-05
1794,6.110937465564348e-05,9.734703131211323e-07,3.414286846898611e-08,6.110937465564348e-05
1795,6.021034641889855e-05,9.952048328289363e-07,4.170246966797972e-08,6.021034641889855e-05
1796,6.140508776297793e-05,9.70448265239351e-07,4.52798929779468e-08,6.140508776297793e-05
1797,6.799811879838151e-05,7.384692659278309e-07,3.7008029402889927e-08,6.799811879838151e-05
1798,6.857062908238731e-05,6.882377355006091e-07,3.063492621484849e-08,6.857062908238731e-05
1799,6.85628157433322e-05,6.666707901916067e-07,2.977321855723858e-08,6.85628157433322e-05
1800,6.75529803889471e-05,6.320588892906796e-07,2.9036166106420425e-08,6.75529803889471e-05
1801,6.781172799362269e-05,6.002203706754829e-07,2.4510578614364168e-08,6.781172799362269e-05
1802,6.795306814767952e-05,5.346643417526918e-07,1.5631910401024485e-08,6.795306814767952e-05
1803,6.72359882238587e-05,5.245851103349455e-07,1.1944102120052337e-08,6.72359882238587e-05
1804,6.168896028871782e-05,5.482529234411362e-07,1.625841927754834e-08,6.168896028871782e-05
1805,6.31987682676741e-05,5.638247963750993e-07,1.5501857607093583e-08,6.31987682676741e-05
1806,6.214427828256573e-05,5.491758169487834e-07,1.3098779235879273e-08,6.214427828256573e-05
1807,6.343724505443658e-05,5.455635313670168e-07,1.353755726566216e-08,6.343724505443658e-05
1808,6.389658041631005e-05,5.53945393936114e-07,1.4956122308871856e-08,6.389658041631005e-05
1809,6.442076846724376e-05,5.477033937495435e-07,1.2134529952285383e-08,6.442076846724376e-05
1810,6.39594706756595e-05,5.408153884088409e-07,1.3042968990565181e-08,6.39594706756595e-05
1811,6.378054864139162e-05,5.190232375948003e-07,8.864880004669625e-09,6.378054864139162e-05
1812,6.257831306096964e-05,4.964454457681963e-07,8.500356228426296e-09,6.257831306096964e-05
1813,6.399287043937616e-05,5.162548656504182e-07,1.0828108949161625e-08,6.399287043937616e-05
1814,6.446649266373632e-05,5.061377927566874e-07,1.1034962404161369e-08,6.446649266373632e-05
1815,6.35180902983328e-05,4.784985289266583e-07,1.1856026763520537e-08,6.35180902983328e-05
1816,6.407208898703434e-05,4.587127843283919e-07,1.1721341421276423e-08,6.407208898703434e-05
1817,6.859526391573516e-05,4.409045085854554e-07,1.0787987963262985e-08,6.859526391573516e-05
