ngram,instance,instnce,instace
2006,7.665226543654821e-05,1.2025188880374468e-10,5.839216293030652e-10
2007,7.678112472474043e-05,1.0484933258915672e-10,6.13203682275909e-10
2008,7.607021377355392e-05,1.0484933258915672e-10,6.268707338933207e-10
2009,7.553994717974482e-05,7.48359955354034e-11,6.673849409618729e-10
2010,7.547747476824693e-05,1.1880461247718418e-10,7.108643515100052e-10
2011,7.459250939843644e-05,1.1718801673102749e-10,6.959214712435166e-10
2012,7.389654742187954e-05,1.0725082974505362e-10,6.606278936592349e-10
2013,7.411941000360198e-05,1.1815732519388737e-10,5.539810396130004e-10
2014,7.336063572438434e-05,1.283774138581352e-10,4.883752291462429e-10
2015,7.356002606684342e-05,1.283774138581352e-10,4.3087131283505084e-10
2016,7.386548116171201e-05,1.1811211730883286e-10,3.6259544374964546e-10
2017,7.316089128532137e-05,8.048292356640137e-11,2.9407029357904807e-10
2018,7.368544465862215e-05,7.05820846214067e-11,2.748920840955904e-10
2019,7.391699546133168e-05,8.822760577675837e-11,2.3147809710688527e-10
