ngram,minimum,minmum,miimum,minmum
1937,8.716637863212131e-05,1.1502468438046826e-08,4.61111208739849e-11,1.1502468438046826e-08
1938,8.824587816239468e-05,1.2465191164981856e-08,6.786337166822928e-11,1.2465191164981856e-08
1939,9.026369038370572e-05,1.3114051178320096e-08,6.911415091031309e-11,1.3114051178320096e-08
1940,9.18708777005252e-05,1.4545991712720609e-08,6.911415091031309e-11,1.4545991712720609e-08
1941,9.337614548193025e-05,1.5971108372322566e-08,7.422484650719343e-11,1.5971108372322566e-08
1942,9.514045814285055e-05,1.8068970573738496e-08,9.913289237114701e-11,1.8068970573738496e-08
1943,9.568978358791875e-05,1.9086991289084054e-08,1.2058621759855218e-10,1.9086991289084054e-08
1944,9.62183902239693e-05,1.9681745249451003e-08,1.5852886265615192e-10,1.9681745249451003e-08
1945,9.683285004159967e-05,2.0564697881094877e-08,1.3677661186190752e-10,2.0564697881094877e-08
1946,9.773035084695689e-05,2.1022007753604806e-08,1.615268989991441e-10,2.1022007753604806e-08
1947,9.739937585046781e-05,2.0773042207013403e-08,1.615268989991441e-10,2.0773042207013403e-08
1948,9.71604697822061e-05,2.0001549369145063e-08,1.68148328594242e-10,2.0001549369145063e-08
1949,9.61815842726667e-05,1.886367811161043e-08,1.6024644508164495e-10,1.886367811161043e-08
1950,9.616458035972235e-05,1.843415528160871e-08,1.5571309519568644e-10,1.843415528160871e-08
1951,9.600997769406863e-05,1.861048813468967e-08,1.5086864694044015e-10,1.861048813468967e-08
1952,9.701465335508277e-05,1.9017995051789123e-08,1.8223654529858635e-10,1.9017995051789123e-08
1953,9.632980592349278e-05,1.8650390945903642e-08,1.325922328281643e-10,1.8650390945903642e-08
1954,9.706594885626276e-05,1.887339300716511e-08,1.4710818872578002e-10,1.887339300716511e-08
1955,9.773745945754595e-05,1.88624769137391e-08,1.4189669280842817e-10,1.88624769137391e-08
1956,9.89080685290641e-05,1.8379918412644462e-08,2.326345743026386e-10,1.8379918412644462e-08
1957,0.00010004180512623861,1.8013391540299447e-08,2.539457751225628e-10,1.8013391540299447e-08
1958,0.00010063245904997789,1.772322796459288e-08,3.1606204161807993e-10,1.772322796459288e-08
1959,9.935999072955124e-05,1.5962497355660943e-08,3.072820212565322e-10,1.5962497355660943e-08
1960,9.88816297779392e-05,1.532752122049682e-08,3.3904560508319596e-10,1.532752122049682e-08
1961,9.835026347510783e-05,1.4138436960869122e-08,4.1457420036599453e-10,1.4138436960869122e-08
1962,9.791718912310898e-05,1.4487867540578594e-08,3.8558569630848487e-10,1.4487867540578594e-08
1963,9.696347115095705e-05,1.4908368254192998e-08,2.9764936547240136e-10,1.4908368254192998e-08
1964,9.527687195389132e-05,1.4331454499329408e-08,2.8639811950575174e-10,1.4331454499329408e-08
1965,9.313521046091669e-05,1.3527212239239361e-08,1.911836562078812e-10,1.3527212239239361e-08
1966,9.165035278004195e-05,1.3412403124643139e-08,1.7738884964099303e-10,1.3412403124643139e-08
1967,9.085428817862911e-05,1.3962764278119266e-08,1.8100398164427085e-10,1.3962764278119266e-08
1968,8.977404442183407e-05,1.397248589845341e-08,1.5295521991833183e-10,1.397248589845341e-08
1969,8.934227766336075e-05,1.3521832542551238e-08,1.6193210562136835e-10,1.3521832542551238e-08
1970,8.938360302376427e-05,1.3125681494078175e-08,1.596634104689925e-10,1.3125681494078175e-08
1971,8.984407343502556e-05,1.3350007829363416e-08,1.5058528134754516e-10,1.3350007829363416e-08
1972,9.094649846831868e-05,1.3404937731260297e-08,1.8536706197780362e-10,1.3404937731260297e-08
1973,9.186461621928694e-05,1.3174578888148453e-08,1.8482808735889985e-10,1.3174578888148453e-08
1974,9.298711458021509e-05,1.2830103202077225e-08,1.9018688806366717e-10,1.2830103202077225e-08
1975,9.331258999217036e-05,1.3034632674800508e-08,1.5251959814158563e-10,1.3034632674800508e-08
1976,9.303551425026464e-05,1.3167143692831879e-08,1.435427124385491e-10,1.3167143692831879e-08
1977,9.234957646445505e-05,1.2621219117444786e-08,1.5810933812199224e-10,1.2621219117444786e-08
1978,9.223766703923632e-05,1.1978925407163388e-08,1.4020753704871832e-10,1.1978925407163388e-08
1979,9.137484552671335e-05,1.1302294211645858e-08,1.0542575641845988e-10,1.1302294211645858e-08
1980,9.103092971989619e-05,1.1054684152205546e-08,1.1284531444198466e-10,1.1054684152205546e-08
1981,8.905490644143097e-05,1.047033012672013e-08,1.4077598808892589e-10,1.047033012672013e-08
1982,8.789821315856119e-05,9.853499730435748e-09,1.312704786141491e-10,9.853499730435748e-09
1983,8.691511383014066e-05,9.074271112297083e-09,1.4607548999766096e-10,9.074271112297083e-09
1984,8.639995108491607e-05,8.989376988820043e-09,1.6542400088637166e-10,8.989376988820043e-09
1985,8.516921869678689e-05,8.552630540289589e-09,2.015943771043511e-10,8.552630540289589e-09
1986,8.419260640429067e-05,8.774924977115818e-09,2.015943771043511e-10,8.774924977115818e-09
1987,8.320765378552355e-05,8.162403388110664e-09,2.2604552654284912e-10,8.162403388110664e-09
1988,8.281776224196489e-05,7.889196090055911e-09,1.9896579522837854e-10,7.889196090055911e-09
1989,8.223456825362518e-05,7.762938482512384e-09,2.2405487485174395e-10,7.762938482512384e-09
1990,8.161559214516143e-05,7.471286763863612e-09,2.159073257481024e-10,7.471286763863612e-09
1991,8.07520461551446e-05,6.932585553239992e-09,1.7759170820427376e-10,6.932585553239992e-09
1992,8.036546309345535e-05,6.973700601114225e-09,1.5414602431786306e-10,6.973700601114225e-09
1993,8.012110837236313e-05,6.452895107145196e-09,1.7347010236986752e-10,6.452895107145196e-09
1994,7.91239716428598e-05,6.457340122929216e-09,1.4635155785671016e-10,6.457340122929216e-09
1995,7.833036319685302e-05,6.2785469521843746e-09,1.4308588837584424e-10,6.2785469521843746e-09
1996,7.713743876333215e-05,6.1287233066309454e-09,1.2207993742891736e-10,6.1287233066309454e-09
1997,7.574421865034051e-05,6.168596046661281e-09,1.3268004750432993e-10,6.168596046661281e-09
1998,7.418646315012925e-05,6.225661192920435e-09,1.4265266051749492e-10,6.225661192920435e-09
1999,7.176814999963556e-05,5.97445280549534e-09,1.3535121238092022e-10,5.97445280549534e-09
2000,7.004043748435964e-05,5.829970347751409e-09,1.2121956365272546e-10,5.829970347751409e-09
2001,6.832784648785102e-05,5.68200362950831e-09,1.1328403393922365e-10,5.68200362950831e-09
2002,6.65309520887344e-05,5.804139327888638e-09,7.496124455291004e-11,5.804139327888638e-09
2003,6.488912653627008e-05,5.242283147260147e-09,5.6055125818854634e-11,5.242283147260147e-09
2004,6.325555763656407e-05,4.5774492450435994e-09,4.384409948194572e-11,4.5774492450435994e-09
2005,6.08856841738868e-05,4.012246915660203e-09,2.570154307633489e-11,4.012246915660203e-09
2006,5.8583198551787063e-05,3.5897332725401807e-09,2.5424871037880793e-11,3.5897332725401807e-09
2007,5.5721241681437406e-05,3.219946690232892e-09,2.5599602794722033e-11,3.219946690232892e-09
2008,5.3290319296398335e-05,2.919663812304764e-09,2.0528872748551816e-11,2.919663812304764e-09
2009,5.118800514277869e-05,2.3476848877633317e-09,2.0528872748551816e-11,2.3476848877633317e-09
2010,4.9115127434821e-05,2.1588078150510827e-09,2.4622768853605718e-11,2.1588078150510827e-09
2011,4.6380222816618956e-05,1.932303523537777e-09,1.9576222835231735e-11,1.932303523537777e-09
2012,4.3996619102212465e-05,1.8275365823835647e-09,1.46076293422448e-11,1.8275365823835647e-09
2013,4.255818930687383e-05,1.8980515096142116e-09,3.0865147987050154e-11,1.8980515096142116e-09
2014,4.0719420212553814e-05,1.712311229315081e-09,2.5497986906399183e-11,1.712311229315081e-09
2015,3.86412393709179e-05,1.5311716022076943e-09,3.092865819604678e-11,1.5311716022076943e-09
2016,3.6611325672960705e-05,1.309465536003529e-09,4.97041155753505e-11,1.309465536003529e-09
2017,3.5201277569285594e-05,1.2124798017450662e-09,5.321192271534603e-11,1.2124798017450662e-09
2018,3.450838485150598e-05,1.2209989463940475e-09,6.385430725841523e-11,1.2209989463940475e-09
2019,3.442957495281007e-05,1.1618034034821534e-09,7.981788407301904e-11,1.1618034034821534e-09
