ngram,commission,comission,commision,commisson
1870,4.344515088762689e-05,7.797546151623789e-08,3.5265617981394826e-08,8.35740702040003e-09
1871,4.418830888295945e-05,6.901087168387221e-08,3.245385547602707e-08,9.249408160018544e-09
1872,4.4108920909431095e-05,6.380721601877732e-08,3.2026472648486303e-08,8.81044995689909e-09
1873,4.4776484303708586e-05,5.786074121415043e-08,3.201289265421435e-08,9.584948644304956e-09
1874,4.5978099348888334e-05,4.927276846850808e-08,3.207509255024174e-08,1.014944503044798e-08
1875,4.630631779686415e-05,3.930556375613443e-08,3.026577134944221e-08,1.0732770481882068e-08
1876,4.630112692081768e-05,4.6698797210150845e-08,3.022653720969564e-08,1.0148474441759196e-08
1877,4.6375697690694195e-05,5.2356091779464416e-08,3.219669864051866e-08,1.002168849493858e-08
1878,4.565097957051226e-05,5.6539924234552275e-08,3.184448971182974e-08,9.149726183060075e-09
1879,4.609150138484048e-05,5.398250532298984e-08,3.1242797301648095e-08,9.20222374491329e-09
1880,4.5213968925444146e-05,5.5049795832928794e-08,3.129130706927949e-08,8.903811783105603e-09
1881,4.427128858099293e-05,5.314680099185612e-08,3.0444730165462327e-08,7.99818141875416e-09
1882,4.399424817945276e-05,5.9145328127182695e-08,3.11079119289356e-08,7.478507273767881e-09
1883,4.547037990830306e-05,5.8687310249589634e-08,3.177105131360999e-08,8.967736838830627e-09
1884,4.652173135712344e-05,5.1989447160037475e-08,3.169796590287076e-08,9.540705558919171e-09
1885,4.759512791809227e-05,4.967354426201252e-08,3.3982916290499684e-08,1.040394139094149e-08
1886,4.7694471764511294e-05,4.988209058508021e-08,3.4924741448045486e-08,1.1052370764628807e-08
1887,4.868692901384618e-05,5.9364884309940994e-08,3.540662645613273e-08,1.1388318415279336e-08
1888,4.9116094097761174e-05,5.8279617830083093e-08,3.651958430899478e-08,1.1804807226971953e-08
1889,4.9383255307995046e-05,5.476532674971882e-08,3.787814963272597e-08,1.2030142342618028e-08
1890,4.7858707798046195e-05,5.309869242710517e-08,3.711547437644315e-08,1.0961616757145163e-08
1891,4.720806308406671e-05,5.917638265121436e-08,3.82726911750199e-08,1.0988167835941048e-08
1892,4.7724196649921525e-05,5.885754943741566e-08,3.823294544450359e-08,9.938736310134897e-09
1893,4.8139542611482155e-05,6.135785492387771e-08,3.8428709103754954e-08,9.649012002098191e-09
1894,4.9638441331418494e-05,5.7978655781149816e-08,3.8855840703685574e-08,1.0051127929955328e-08
1895,5.1525110133557715e-05,6.518028326598011e-08,3.9089603173384346e-08,9.905589364629058e-09
1896,5.3036767764881786e-05,6.570745116261736e-08,3.9317584870397175e-08,1.0477936867354337e-08
1897,5.5156176780915954e-05,6.464630278709852e-08,4.0513275527993235e-08,1.0846326757375988e-08
1898,5.844911044862654e-05,6.712569903096924e-08,4.231823323509941e-08,1.128955963634683e-08
1899,5.8755222458525426e-05,7.39062657422502e-08,4.250986610340338e-08,1.1917589962503631e-08
1900,5.957947827742568e-05,6.901542956175685e-08,4.3977166797048994e-08,1.1995714897596242e-08
1901,5.992127989884466e-05,6.713952974532081e-08,4.559980989630016e-08,1.1547485761249326e-08
1902,6.021417773029368e-05,6.27251063787883e-08,4.682738006879715e-08,1.1681207239584118e-08
1903,6.199018805221255e-05,6.063295998615104e-08,4.951624481870047e-08,1.1982794819890127e-08
1904,6.403913669471097e-05,5.835490668459897e-08,5.3165918651692275e-08,1.2778624380871406e-08
1905,6.462465067410708e-05,4.919999645786837e-08,5.238119322419672e-08,1.287208092496225e-08
1906,6.833958728488401e-05,4.1328752737561965e-08,5.5138591343555684e-08,1.326529261039663e-08
1907,7.261857120153894e-05,3.977018993493532e-08,5.75004024077381e-08,1.5051460141738256e-08
1908,7.776178764678272e-05,3.348101224836293e-08,6.03562695695408e-08,1.560892431180199e-08
1909,8.325545162993617e-05,3.2577964199325445e-08,6.375283285413908e-08,1.6629388532862777e-08
1910,8.960929491357612e-05,3.1005118472648974e-08,6.58757366116853e-08,1.7762285356833933e-08
1911,9.618930614254038e-05,3.031863166873856e-08,6.720286498713384e-08,1.8751877257321732e-08
1912,0.00010314682107751391,3.358719524726439e-08,7.196755750068665e-08,1.9326335833268005e-08
1913,0.00010898455262317189,3.238946203306828e-08,7.406070677364238e-08,1.9309879155977276e-08
1914,0.00011334691329726152,2.9746704147523166e-08,7.516512466411638e-08,1.900986948807518e-08
1915,0.00011599516437854618,2.8876398669045296e-08,7.622988919462972e-08,1.9337581060239828e-08
1916,0.00011857712836769809,2.7053170370550106e-08,7.781588249957037e-08,2.042302010047641e-08
1917,0.00011717510434599327,2.918586286934247e-08,7.876559696537047e-08,2.081724697384451e-08
1918,0.00011696419928089849,3.175471390599276e-08,7.995659144301368e-08,2.1363611197549355e-08
1919,0.00011497106710781477,2.696038211727877e-08,7.897329875764367e-08,2.094067586000392e-08
1920,0.00011296974012761243,2.801511860590316e-08,7.764977892423173e-08,2.1917682906697726e-08
1921,0.00011120264909030604,3.0056284318545427e-08,7.62722710386957e-08,2.1801060258651106e-08
1922,0.00011036160659776735,3.478043656254418e-08,7.31662461410971e-08,2.2412738839453335e-08
1923,0.00010987963677117867,3.410405570645837e-08,7.130267424112649e-08,2.1315843566428938e-08
1924,0.00011070710128738679,4.095160832662259e-08,6.798971798259248e-08,2.0493228701314237e-08
1925,0.00010917515672710059,3.935185840678709e-08,6.387873239889683e-08,1.925901292411579e-08
1926,0.00010842286740496223,4.762867027758537e-08,6.096980190558757e-08,1.8745673077294863e-08
1927,0.00011055663968103804,5.967549146898169e-08,5.9481454936108746e-08,1.8481264899402764e-08
1928,0.0001135230132993976,5.996232437561438e-08,6.05887413891131e-08,1.8226367589794075e-08
1929,0.00011444273799757607,6.135106391168068e-08,6.008493106232241e-08,1.7278621961785186e-08
1930,0.0001132975407277367,6.564664900565731e-08,5.688029755138554e-08,1.6320784216158505e-08
1931,0.00011087704063226868,6.614265757320936e-08,5.3562187827895154e-08,1.5873279072106276e-08
1932,0.00010918708098220773,6.904163590044326e-08,5.1655706252112006e-08,1.4461599156285437e-08
1933,0.0001068438172556593,6.237966384706592e-08,5.002778179021204e-08,1.4156306222495069e-08
1934,0.00010201629213822474,5.583460804814422e-08,4.7122457301286754e-08,1.3494745257755118e-08
1935,9.553848732528942e-05,6.242186348767323e-08,4.1643036447729694e-08,1.1759373284649297e-08
1936,9.371682660587664e-05,5.943753324442826e-08,3.911980733002045e-08,1.2123376842103945e-08
1937,8.953736063891224e-05,5.980484628155733e-08,3.690044460467691e-08,1.1546009291509205e-08
1938,8.944575113543709e-05,5.1025349279143484e-08,3.5855856442676015e-08,1.033790773620678e-08
1939,8.588920692480835e-05,4.72994446149804e-08,3.416089075106551e-08,1.0934478275207279e-08
1940,8.508947524075796e-05,4.5150979843811e-08,3.15946621246407e-08,1.0844616316063593e-08
1941,8.139249465395031e-05,4.2018683136088187e-08,3.1434104335354666e-08,1.0156500339166184e-08
1942,8.096637195974057e-05,3.415556827844414e-08,3.2228384532524094e-08,1.1165989973907894e-08
1943,7.618246932647057e-05,3.2485557609009316e-08,3.2225026710567106e-08,1.0087775503819785e-08
1944,7.528778951382264e-05,3.146038756491569e-08,3.3707662185276736e-08,1.057151433059289e-08
1945,7.197977018742157e-05,3.0685948258581316e-08,3.467492350393643e-08,1.058234909225218e-08
1946,7.256110153061204e-05,3.033528476034267e-08,3.522490997300208e-08,9.980867814769162e-09
1947,6.978252973307722e-05,3.2450135784805363e-08,3.559259096976218e-08,9.482108304886033e-09
1948,6.99485171935521e-05,3.168770718835796e-08,3.4810233679698806e-08,9.07787984465764e-09
1949,6.695049315957087e-05,3.274242845106658e-08,3.382438507060215e-08,8.308477398141382e-09
1950,6.713559248185317e-05,4.143787814468526e-08,3.457733807213767e-08,8.471862386219949e-09
1951,6.755548695634519e-05,3.824900396409703e-08,3.397378124857044e-08,8.722894343346103e-09
1952,6.80755651306494e-05,3.819936062703684e-08,3.4879050251187694e-08,8.860958125974809e-09
1953,6.589071355327698e-05,3.810626303391018e-08,3.416811976210608e-08,8.349514666962575e-09
1954,6.802677048004366e-05,3.885256231025583e-08,3.6600750620761705e-08,8.863485754874643e-09
1955,6.683420516700218e-05,3.902371276914047e-08,3.732366187542928e-08,8.743946646104308e-09
1956,6.873580371445444e-05,4.016941928292843e-08,3.9495675301688086e-08,8.419005809961228e-09
1957,6.693123785745618e-05,3.0778773054050493e-08,3.861559351646195e-08,7.775310110044335e-09
1958,6.492686536928107e-05,3.1434523809334025e-08,3.8869070501894905e-08,7.393893687788835e-09
1959,6.195898406856162e-05,3.271058725472033e-08,3.727493386967191e-08,7.0295228051163255e-09
1960,6.197035898886887e-05,3.4087790114410513e-08,3.865550774711275e-08,6.9344272546345564e-09
1961,5.8183961560384235e-05,3.280110024864566e-08,3.6853303393107647e-08,6.539380656026392e-09
1962,5.802285886602476e-05,3.498055813265312e-08,3.6990179300541315e-08,6.918632206825188e-09
1963,5.5222201418863346e-05,3.363059646639093e-08,3.5262355575176637e-08,6.911975690217429e-09
1964,5.598317459641423e-05,3.653543245718538e-08,3.543123280483737e-08,6.875044787437088e-09
1965,5.4363938813496914e-05,4.520586470237374e-08,3.571796166771232e-08,6.289127694815631e-09
1966,5.499059937262375e-05,4.833987178796763e-08,3.690967024080497e-08,6.398106235293101e-09
1967,5.380608386725986e-05,4.8861223384782145e-08,3.6394382111179114e-08,6.97668513436968e-09
1968,5.46724305812469e-05,4.9246327396953605e-08,3.676305380752508e-08,7.0884647358176216e-09
1969,5.404859361338562e-05,4.767848642878951e-08,3.697934453888203e-08,7.074908722363002e-09
1970,5.453598091012931e-05,4.966651090398955e-08,3.8029773869701396e-08,7.653741323261037e-09
1971,5.298102717331078e-05,5.5116641155856476e-08,3.837258739330147e-08,8.187063408168375e-09
1972,5.30474899278488e-05,4.9062535367738747e-08,3.841871329005439e-08,8.612504043270519e-09
1973,5.200081691977435e-05,4.713585559963056e-08,3.887350834881025e-08,8.787734857256574e-09
1974,5.159755632381088e-05,4.864014207279459e-08,3.865187738126354e-08,8.33817459522379e-09
1975,5.022417151069801e-05,5.1204600940276835e-08,3.972237040881867e-08,8.348723870962464e-09
1976,4.9397937670749214e-05,5.199506400036366e-08,4.091192045458618e-08,8.180639911513156e-09
1977,4.7747016131844635e-05,5.190431094449975e-08,4.1093465138633944e-08,7.731175192101806e-09
1978,4.6885265744224724e-05,4.63317988419476e-08,4.235640612851707e-08,7.695710608451073e-09
1979,4.579176883063545e-05,4.535214159773204e-08,4.320067097702511e-08,7.728699458198207e-09
1980,4.5828876734179046e-05,4.375195520164457e-08,4.296400086494552e-08,7.8707011701746e-09
1981,4.4455581831113833e-05,4.066488403152237e-08,4.360865598787963e-08,8.16368902637318e-09
1982,4.36924778374045e-05,3.654715971127384e-08,4.265378754959264e-08,7.984441806131924e-09
1983,4.2963198731220995e-05,3.282587941149424e-08,4.144066880127996e-08,7.997630113720788e-09
1984,4.245947846876723e-05,3.0062133607852304e-08,4.013461816855722e-08,7.930557417117662e-09
1985,4.137713351935547e-05,2.69253414484995e-08,3.8285677358576975e-08,7.2778872452415405e-09
1986,4.0825707921093067e-05,2.3921347188807625e-08,3.6280173024546714e-08,6.739834277981669e-09
1987,3.9442948036594316e-05,2.3586060850431878e-08,3.501972705472716e-08,6.051660506045664e-09
1988,3.90689102849657e-05,2.3249332617833066e-08,3.319159118981523e-08,5.532361870206972e-09
1989,3.8201429041302095e-05,2.2140121862841104e-08,3.160021425482487e-08,5.221524165425048e-09
1990,3.731866568809242e-05,2.1215462148964955e-08,2.9830662384711104e-08,4.728105145496946e-09
1991,3.6581767614864346e-05,1.962589291082395e-08,2.8412479480266484e-08,4.185291922555377e-09
1992,3.644213419257929e-05,1.9765800805617217e-08,2.7098755239762795e-08,3.917709426711927e-09
1993,3.5793092268119964e-05,1.867880212407564e-08,2.8839325086745963e-08,3.6704726876938108e-09
1994,3.5837148191473845e-05,1.6139029795121066e-08,3.34235833930409e-08,3.2681698934413005e-09
1995,3.558686720290487e-05,1.4165736520307552e-08,3.384354307911508e-08,2.760800001309706e-09
1996,3.5616118111647666e-05,1.3086036254605915e-08,3.2489735600295585e-08,2.3613343978569544e-09
1997,3.547014369230185e-05,1.239894980337957e-08,3.1486056936306083e-08,2.0361511841672707e-09
1998,3.584076278327432e-05,1.166936464918373e-08,3.088389912063251e-08,2.061953179628111e-09
1999,3.497531646904203e-05,9.93570540127767e-09,2.9370032501268336e-08,1.9261365994235493e-09
2000,3.4106173188774846e-05,9.00215178591322e-09,2.482982962094736e-08,1.830234376752417e-09
2001,3.255647581162131e-05,8.812044808134293e-09,1.753913649236795e-08,1.7396492024701615e-09
2002,3.149512122035958e-05,8.617940266170926e-09,1.5210220892315973e-08,1.7057604852409115e-09
2003,3.0347236523604287e-05,8.409209836405092e-09,1.407806696615158e-08,1.619883211694579e-09
2004,2.9336919916594134e-05,9.240717143857831e-09,1.2672440620674154e-08,1.5087814014031714e-09
2005,2.7757005487468893e-05,9.370520486535433e-09,1.1175690975814438e-08,1.245884467022356e-09
2006,2.6864757403797868e-05,9.229631091147082e-09,1.0257673821456592e-08,1.1928149817081695e-09
2007,2.5769328723462032e-05,9.260209170897887e-09,9.492237535673503e-09,9.977741728078066e-10
2008,2.437441824960323e-05,8.337325496654557e-09,8.495705979986009e-09,9.1046732851398e-10
2009,2.255703774218481e-05,7.575513105706477e-09,7.620197932973433e-09,8.235978803711979e-10
2010,2.0851861985907556e-05,7.2654755862393876e-09,7.0109884247366546e-09,6.923529031834162e-10
2011,1.9173570373303456e-05,5.529006522461291e-09,6.430178294587157e-09,5.885929462077857e-10
2012,1.7824065512935965e-05,4.843546199038786e-09,6.106627521112224e-09,4.964172545252055e-10
2013,1.6655676388057016e-05,4.7992641606851654e-09,5.632761939417768e-09,3.4839336772650245e-10
2014,1.5687549031489262e-05,4.925139788066904e-09,5.438043729607703e-09,3.0979477515037853e-10
2015,1.5145918691164947e-05,5.958948445794476e-09,5.28605197709047e-09,2.4713936651123344e-10
2016,1.5154837326138346e-05,6.152004873781282e-09,5.04707831083806e-09,2.015748302402238e-10
2017,1.5087843318421315e-05,6.341501916177587e-09,5.052420926077161e-09,2.017371501332003e-10
2018,1.508911282144254e-05,6.790883411156301e-09,5.24398622303579e-09,1.965890894517486e-10
2019,1.4751672324564424e-05,7.357889408865503e-09,5.069167419158305e-09,1.8966785780838435e-10
