ngram,coure,cours,corse
1922,1.7205929506555354e-08,2.3039354094375346e-07,1.2650981265746202e-07
1923,1.6336503578478253e-08,2.4425883842533427e-07,1.3335482508734587e-07
1924,1.5657500058401704e-08,2.492094596716145e-07,1.4907148429951382e-07
1925,1.4978422438868425e-08,2.5677035710357033e-07,1.5340891427026042e-07
1926,1.452223014857574e-08,2.7263021097821495e-07,1.6364356879096575e-07
1927,1.3312539007667316e-08,2.7906352987169415e-07,1.58497538141741e-07
1928,1.3455903565987422e-08,2.860369241781362e-07,1.4913992276076116e-07
1929,1.3748142307130301e-08,2.945921104518285e-07,1.5764314805924835e-07
1930,1.3303252848524089e-08,2.8868514131577936e-07,1.5716627237744823e-07
1931,1.2941625675872664e-08,2.951148344111841e-07,1.4467405000979333e-07
1932,1.236897923766784e-08,2.973700564520446e-07,1.5070936955550807e-07
1933,1.1793250439698762e-08,2.9214784750105795e-07,1.5088629266659025e-07
1934,1.2766418144849467e-08,2.999320908462063e-07,1.5102286710089174e-07
1935,1.2653365974050042e-08,3.067614743810866e-07,1.509936597342078e-07
1936,1.2450123598739538e-08,3.06892880124516e-07,1.3496223009009816e-07
1937,1.2752795264248107e-08,3.028786506677404e-07,1.2532314640014063e-07
1938,1.2591407916318076e-08,2.9038510466047486e-07,1.2092058402199006e-07
1939,1.2810937326841149e-08,2.812008728726921e-07,1.1256489175691189e-07
1940,1.2564625149837281e-08,2.727096212343635e-07,1.0217007481319992e-07
1941,1.2667127029836983e-08,2.583611079996574e-07,9.842207556890311e-08
1942,1.257234468913079e-08,2.4877865152055687e-07,9.10184334251036e-08
1943,1.3423683498103856e-08,2.433671296232985e-07,9.171361321185551e-08
1944,1.3661692729475102e-08,2.4546432695972597e-07,9.406821074467839e-08
1945,1.4182791576087896e-08,2.548254798284688e-07,9.358640592641418e-08
1946,1.4251436602259154e-08,2.5878404333720286e-07,9.015668211986849e-08
1947,1.4230572149236714e-08,2.7590975345706935e-07,8.781649540878789e-08
1948,1.3466215063674878e-08,2.857591628721171e-07,8.620678215720545e-08
1949,1.3487685508144814e-08,2.99599386315614e-07,9.829162499792282e-08
1950,1.2422804626258506e-08,3.1246820445371017e-07,9.708502598674126e-08
1951,1.2232245311898687e-08,3.2318714358682753e-07,9.167679694753263e-08
1952,1.169872173737271e-08,3.366416884935981e-07,9.234805174531045e-08
1953,1.1872910654631141e-08,3.486712906968543e-07,9.547103526788955e-08
1954,1.2002675678754064e-08,3.553753223124139e-07,9.555426925901753e-08
1955,1.200413762043289e-08,3.6683724147223984e-07,9.417370502465669e-08
1956,1.2543433212743236e-08,3.697583435626127e-07,8.558871046813823e-08
1957,1.3636200613120764e-08,3.762135715338185e-07,8.19694666428664e-08
1958,1.4089044978301705e-08,3.872404477078817e-07,8.804838813603055e-08
1959,1.3928640336351755e-08,3.925444502783648e-07,8.584343699372507e-08
1960,1.357520521391312e-08,4.138873269507063e-07,8.494313163964762e-08
1961,1.3556866994081572e-08,4.1327684893336223e-07,8.343412868530972e-08
1962,1.3804724601535717e-08,4.176127146950291e-07,8.938708110203411e-08
1963,1.3551384141814132e-08,4.257640690801574e-07,9.288867224605773e-08
1964,1.2852314260466561e-08,4.340302715328497e-07,1.0002724642228194e-07
1965,1.2509571918022694e-08,4.351480730032823e-07,1.0122382881101138e-07
1966,1.2739713030539081e-08,4.3572433534271635e-07,1.0647320891621348e-07
1967,1.24082509346733e-08,4.160234620290534e-07,1.0409589431706731e-07
1968,1.2217591002386793e-08,4.338413605507542e-07,1.0189502981055349e-07
1969,1.1689450423497355e-08,4.3733061261264083e-07,9.538967812464502e-08
1970,1.1243648425006216e-08,4.3828488774774345e-07,8.634711993035385e-08
1971,1.1074771322228116e-08,4.326412822917648e-07,8.016032891435185e-08
1972,1.0518148764658366e-08,4.3272610485343777e-07,7.292285327967615e-08
1973,1.0271651085247413e-08,4.348714201439309e-07,6.370089674792975e-08
1974,9.79721116932199e-09,4.3764105482426074e-07,5.891622123499474e-08
1975,9.485828757403527e-09,4.200933005904517e-07,5.905503286385283e-08
1976,9.49933376404033e-09,4.3290698061225286e-07,5.618292624782433e-08
1977,9.327821055243085e-09,4.287716218901291e-07,5.453743615443532e-08
1978,9.083071691609997e-09,4.2715436165963183e-07,5.08214646239529e-08
1979,8.77392025699919e-09,4.161072289272332e-07,4.725155124317228e-08
1980,8.346154561118219e-09,4.025369670606389e-07,4.516818005332165e-08
1981,8.566196831237351e-09,3.944884302394972e-07,4.3779939927292485e-08
1982,8.368370060399651e-09,3.9330669616382305e-07,3.9751405722654454e-08
1983,8.12185690130767e-09,3.6604659823881646e-07,3.8435939891152364e-08
1984,7.932869535868089e-09,3.5368868062895284e-07,3.812263622242946e-08
1985,7.677320430181972e-09,3.395935956567493e-07,3.878407893255696e-08
1986,7.4416181788145815e-09,3.399199946280922e-07,3.9242082599295306e-08
1987,7.313204518157233e-09,3.358142959898812e-07,4.005683556280408e-08
1988,6.700253114238259e-09,3.313934452567732e-07,3.9080197110154454e-08
1989,6.1452027910746665e-09,3.199183993274346e-07,3.930898324305028e-08
1990,5.58222886962564e-09,3.1390784524124425e-07,4.011945061880137e-08
1991,4.940269939167154e-09,3.048670821824219e-07,4.040323275944502e-08
1992,4.351772910281073e-09,3.0037489701888784e-07,3.982759366749633e-08
1993,4.1153513612763555e-09,2.8532494005568357e-07,4.052504110063637e-08
1994,3.575981130258096e-09,2.7885009704472654e-07,4.0767308259351664e-08
1995,3.2202695748091107e-09,2.6953544209261183e-07,4.2170067818655555e-08
1996,3.1744155558145947e-09,2.649242877136463e-07,4.50715726328456e-08
1997,3.3033588880166623e-09,2.539128201663386e-07,4.693948290374854e-08
1998,3.2025244043966593e-09,2.5143508050210326e-07,4.910496288955203e-08
1999,3.1832018925521358e-09,2.409240319626146e-07,4.9018085844311695e-08
2000,2.933297160723214e-09,2.3518947500633658e-07,4.9643357361414276e-08
2001,2.7763629490656125e-09,2.2350247214879865e-07,5.233529368605819e-08
2002,2.6666556423344493e-09,2.1796798778593386e-07,5.337471772496169e-08
2003,2.5871650377595756e-09,2.07781963825125e-07,5.582852580232611e-08
2004,2.193091692375455e-09,2.0407320075069686e-07,5.725130744086268e-08
2005,2.4170035338246164e-09,1.9599348125406584e-07,6.742813444101817e-08
2006,2.3312844194783064e-09,1.9422900671932958e-07,7.575033476671576e-08
2007,2.3589181877678047e-09,1.9205874731856705e-07,8.04742669962317e-08
2008,2.459002636433029e-09,1.9953733141976825e-07,7.9363387734637e-08
2009,2.5368660188413675e-09,2.1175939528867665e-07,7.788788940794283e-08
2010,2.612615996560359e-09,2.2424864555757396e-07,7.925880345689101e-08
2011,2.6561896491829528e-09,2.2175431776564176e-07,7.971025388948355e-08
2012,2.3895445304995225e-09,2.338604880541035e-07,7.214911690311965e-08
2013,2.5024587164373155e-09,2.447670876141014e-07,6.844993194476956e-08
2014,2.3971078614134657e-09,2.5341021877725976e-07,7.138914170923272e-08
2015,2.4276248154566004e-09,2.578262824824508e-07,9.141322111970243e-08
2016,2.5713044550710963e-09,2.591528698303591e-07,9.976100301400948e-08
2017,2.4601432187706016e-09,2.5616859507711826e-07,1.0216905366178253e-07
2018,2.5167150363714087e-09,2.715908635764208e-07,1.0851876055539834e-07
2019,2.603898235919999e-09,2.735146367172092e-07,1.1761308194024878e-07
