ngram,mistake,mistke,msitake,mstake
1940,1.896320749697874e-05,9.023519629915354e-11,9.406713701627062e-11,2.7732095191674537e-10
1941,1.8519591581675092e-05,9.023519629915354e-11,1.216457073960342e-10,3.0489952229650896e-10
1942,1.8208254914497957e-05,1.1514324216310712e-10,1.216457073960342e-10,2.631405708410282e-10
1943,1.8119634010612833e-05,1.1565913504707481e-10,1.6506825271735337e-10,2.845938960684334e-10
1944,1.7873378965305164e-05,1.1565913504707481e-10,1.6159715827373285e-10,2.7070951829395133e-10
1945,1.786752909538336e-05,7.215463345858605e-11,1.6159715827373285e-10,2.647438577886772e-10
1946,1.753970692724189e-05,7.215463345858605e-11,1.3670313294054737e-10,2.8129196194548456e-10
1947,1.7398386522212865e-05,4.6361371091358756e-11,1.1090987057332008e-10,3.0325402903105415e-10
1948,1.7340081675294122e-05,6.34613710787895e-11,1.1753130016841799e-10,3.0987545862615207e-10
1949,1.7525863898169647e-05,5.5559487566192445e-11,1.5154362487113104e-10,3.0197357511355504e-10
1950,1.7294372030716788e-05,5.1026137680233925e-11,1.8870350322013659e-10,2.8052024988614987e-10
1951,1.7289903813174794e-05,5.1026137680233925e-11,1.8628127909251343e-10,2.5428225398321e-10
1952,1.7087262157084687e-05,5.1026137680233925e-11,1.8628127909251343e-10,2.1674341289999533e-10
1953,1.7086058765666428e-05,5.1026137680233925e-11,2.0197051570874132e-10,2.1588454535941588e-10
1954,1.7012126201214934e-05,9.457400537308099e-11,2.0197051570874132e-10,1.1654269315470549e-10
1955,1.6887600005637588e-05,9.196825741440508e-11,1.6777051573387983e-10,9.683694520859883e-11
1956,1.6487770283544834e-05,1.2883411698583203e-10,1.3375819103116678e-10,9.329878833793818e-11
1957,1.6478820076112504e-05,1.5014531780575624e-10,4.498206073495175e-11,9.329878833793818e-11
1958,1.6343541314459537e-05,1.6204712571799007e-10,2.8432962333775028e-11,4.3651494125678574e-11
1959,1.6374307961086743e-05,1.6204712571799007e-10,7.360871832697212e-11,5.4945433123977845e-11
1960,1.6358954910953927e-05,1.938107095446538e-10,5.7919481710744236e-11,3.9256196507749965e-11
1961,1.6095472606788723e-05,1.8402954953573262e-10,6.917505060829602e-11,6.176733430285353e-11
1962,1.6018656684276982e-05,1.8993880972008525e-10,7.937680671484974e-11,4.72730822740987e-11
1963,1.6118910285253412e-05,2.152976398352356e-10,7.937680671484974e-11,7.342050281236975e-11
1964,1.610359829230999e-05,1.9505308380367888e-10,6.663308099730259e-11,8.241381287727684e-11
1965,1.613121496900151e-05,2.095965206949657e-10,6.663308099730259e-11,1.2648922286568569e-10
1966,1.616568066050864e-05,2.4476880641380715e-10,3.0250396433815856e-11,1.8553985530506926e-10
1967,1.6125339893083685e-05,2.130052225871434e-10,3.909507539130124e-11,3.093653607098647e-10
1968,1.6151560495407985e-05,1.969515978877163e-10,9.869183843174462e-11,2.868542229147611e-10
1969,1.6030226366378235e-05,2.034787417924479e-10,1.2439762513733703e-10,2.9583110861779767e-10
1970,1.5693360572705778e-05,1.3301739868306787e-10,1.5947566085155225e-10,2.6498519152738456e-10
1971,1.532507329622084e-05,1.2398167908989066e-10,1.5947566085155225e-10,2.6494278199911443e-10
1972,1.4889481332959673e-05,1.0623187944393462e-10,1.7686655116668148e-10,2.2956281716827017e-10
1973,1.4385939201539649e-05,7.93136905358998e-11,1.680734797369711e-10,2.2525102021704006e-10
1974,1.4026844967572418e-05,1.1190370257414223e-10,2.2440882485597058e-10,1.1772052083136586e-10
1975,1.374432628966003e-05,1.0230011976419817e-10,1.5355649291797542e-10,1.258300210059206e-10
1976,1.3473129391578758e-05,9.144232593349955e-11,1.1764895010582928e-10,1.2488956644645429e-10
1977,1.3327082342584617e-05,8.267281700494574e-11,1.0665014704702713e-10,1.2414646840303815e-10
1978,1.3260900881765078e-05,7.372191646830878e-11,1.6376964665340158e-10,1.3151542503840397e-10
1979,1.3306831403627126e-05,7.315417220400886e-11,1.7076185901806643e-10,1.3907538166736876e-10
1980,1.339246409770567e-05,8.057373022753365e-11,2.177828255036017e-10,7.3042607180916e-11
1981,1.344897269258841e-05,7.087311491650792e-11,1.6023260000576555e-10,6.43773997404435e-11
1982,1.350530432578775e-05,1.0723258293226273e-10,1.6023260000576555e-10,5.6267899565888764e-11
1983,1.3637888904278433e-05,9.115972064512233e-11,1.6023260000576555e-10,6.303647980583043e-11
1984,1.3811958784312342e-05,1.0586090734169114e-10,1.3615336735035248e-10,6.971125561726156e-11
1985,1.3919733646616805e-05,1.4926535801025002e-10,1.0797016752883692e-10,6.785954833768822e-11
1986,1.3981118432379194e-05,1.4113765711698534e-10,9.740417500347931e-11,5.851270162837707e-11
1987,1.4077993260538538e-05,1.3883893737068727e-10,5.707067606196072e-11,7.188763671641039e-11
1988,1.4221911442291457e-05,1.2981236026586374e-10,4.9440877483312005e-11,7.812065776015485e-11
1989,1.4361141958423624e-05,9.1995403854263e-11,4.9440877483312005e-11,9.142468131757247e-11
1990,1.4450108600223238e-05,1.0531032841400366e-10,6.9413264322923e-11,7.66196699340606e-11
1991,1.4489762309364909e-05,9.060914171743484e-11,8.912106915543688e-11,7.505702012292455e-11
1992,1.4575314058414993e-05,5.356703721466032e-11,7.290946170214672e-11,6.695121639627949e-11
1993,1.4736793023725373e-05,6.000839656532847e-11,6.553371089837841e-11,8.580809872173388e-11
1994,1.4942688721930608e-05,5.313659135713118e-11,5.884624335436176e-11,8.543942339337259e-11
1995,1.5213496356279523e-05,3.9273771734738006e-11,6.52333747535356e-11,7.796373517015326e-11
1996,1.5491016451310964e-05,3.8923799203624145e-11,7.153541400113056e-11,7.09617508603306e-11
1997,1.5938688453128895e-05,2.560887464388349e-11,5.156302716151957e-11,8.24667997580329e-11
1998,1.6436676170477377e-05,3.716444959318237e-11,4.9188585248589285e-11,6.932826287260013e-11
1999,1.7004815422946456e-05,3.0802103427398004e-11,4.1887137112014574e-11,9.550538187677989e-11
2000,1.7524464575607063e-05,2.436074407672985e-11,3.5445777761346415e-11,8.012480312172673e-11
2001,1.8053611971221733e-05,2.799907428923427e-11,3.5445777761346415e-11,6.71185433620547e-11
2002,1.844302927825733e-05,2.799907428923427e-11,2.9058646362172577e-11,7.683707341023447e-11
2003,1.892567420977035e-05,2.685517235177594e-11,3.823101854935221e-11,8.085130878291277e-11
2004,1.9394109455918495e-05,2.685517235177594e-11,3.823101854935221e-11,7.943935192195844e-11
2005,2.0113498456859296e-05,1.529959740247706e-11,2.089765562976861e-11,9.931372589390617e-11
2006,2.1024467579471612e-05,1.529959740247706e-11,1.5474411434774585e-11,7.192083288048196e-11
2007,2.194876417758808e-05,2.066675848312803e-11,1.5474411434774585e-11,7.227029639416444e-11
2008,2.290862175868824e-05,1.0525298390787592e-11,2.0765491013216166e-11,7.227029639416444e-11
2009,2.3644594226165543e-05,4.7863411151150004e-11,2.0765491013216166e-11,5.6164634946810816e-11
2010,2.4233413049452273e-05,5.498696240399273e-11,5.29107957844158e-12,5.8130048889516923e-11
2011,2.51948154722673e-05,6.427175656766236e-11,5.29107957844158e-12,6.66065451801082e-11
2012,2.5777391004209805e-05,6.427175656766236e-11,1.0630937102851234e-11,5.2072028732570126e-11
2013,2.5877093191541333e-05,7.4973801968335e-11,1.0630937102851234e-11,4.69254565760302e-11
2014,2.6164241197485743e-05,6.960664088768403e-11,1.0630937102851234e-11,3.6191134414728257e-11
2015,2.6360230549471453e-05,6.960664088768403e-11,5.339857524409654e-12,3.6191134414728257e-11
2016,2.6825948485306333e-05,3.8527013920422857e-11,5.339857524409654e-12,3.6191134414728257e-11
2017,2.725328886299394e-05,3.061954625035076e-11,6.2298337784779294e-12,2.7894353493707058e-11
2018,2.7142213730257937e-05,2.3744743671283432e-11,7.475800534173515e-12,7.475800534173515e-12
2019,2.713018056965666e-05,2.968092958910429e-11,0.0,0.0
