ngram,relative,relativ,relateve,relatve
1923,7.212764986823978e-05,2.3790749687740183e-08,0.0,1.093882889031355e-09
1924,7.322703978778529e-05,2.5979298712286436e-08,2.4421530274233915e-11,1.0413818537661053e-09
1925,7.3206343846063e-05,2.5481344780229975e-08,2.4421530274233915e-11,1.0298552169781976e-09
1926,7.460330691953589e-05,2.5069385044064674e-08,2.4421530274233915e-11,8.713321572198904e-10
1927,7.494790666636877e-05,2.3637519877947203e-08,2.4421530274233915e-11,9.376941842046245e-10
1928,7.620809732803277e-05,2.412893148776415e-08,2.4421530274233915e-11,9.90216281986684e-10
1929,7.667367234327165e-05,2.6587153811874487e-08,2.4421530274233915e-11,1.145334581144551e-09
1930,7.884703518357128e-05,2.6904377900141948e-08,2.4421530274233915e-11,1.1149453344699062e-09
1931,7.942270375289289e-05,2.5466592897974546e-08,0.0,1.2063247147229917e-09
1932,8.044533128018625e-05,2.762631951774048e-08,2.3643246091101642e-11,1.234434451483476e-09
1933,8.052732716480802e-05,2.8724242793844368e-08,2.3643246091101642e-11,1.1656655640734925e-09
1934,8.148914743547461e-05,2.8314443107595773e-08,2.3643246091101642e-11,1.1413041622887476e-09
1935,8.186350377010447e-05,2.9171451286304417e-08,2.3643246091101642e-11,1.0266695727694547e-09
1936,8.268563189111384e-05,2.7897683401485144e-08,2.3643246091101642e-11,9.665968481969195e-10
1937,8.177415605002482e-05,2.8207165619115974e-08,2.3643246091101642e-11,7.984475164368732e-10
1938,8.259819359019665e-05,2.7883087838631582e-08,2.3643246091101642e-11,6.013741746643423e-10
1939,8.301031110542161e-05,2.824782871105721e-08,0.0,5.11804307268271e-10
1940,8.375356888531574e-05,2.788989077779596e-08,0.0,8.729099923046998e-10
1941,8.290694365444194e-05,2.820713770493707e-08,0.0,1.317252745372929e-09
1942,8.332831514832963e-05,2.926687362300332e-08,0.0,1.967547628791065e-09
1943,8.271092831689333e-05,2.99741425331084e-08,0.0,2.1647546889967474e-09
1944,8.375180082761549e-05,2.938728803160627e-08,0.0,2.3509968178585846e-09
1945,8.363791442077075e-05,2.953029846050218e-08,0.0,2.43589542980871e-09
1946,8.403425765988816e-05,2.8075089935392887e-08,0.0,2.336319328475968e-09
1947,8.431061931852517e-05,2.8200162966689797e-08,0.0,2.0083275954961367e-09
1948,8.51661731888141e-05,2.821867742649634e-08,3.419999997486148e-11,1.5146776015979263e-09
1949,8.456921828578093e-05,2.668691426574047e-08,3.419999997486148e-11,9.271911928708323e-10
1950,8.478624139180673e-05,2.6551923072913397e-08,5.111997531630814e-11,6.809245032903175e-10
1951,8.461816261322903e-05,2.650825666908726e-08,5.111997531630814e-11,5.218872516683198e-10
1952,8.476744343559923e-05,2.623620939548995e-08,5.111997531630814e-11,4.344676840517536e-10
1953,8.468030760663428e-05,2.6158171501882473e-08,5.111997531630814e-11,7.639416559663508e-10
1954,8.495309053354763e-05,2.666561676229711e-08,9.46678430091552e-11,9.485670384089063e-10
1955,8.559738281681868e-05,2.8308017517377137e-08,6.046784303429372e-11,1.0080095528116777e-09
1956,8.704775141917967e-05,2.9038608977722495e-08,6.046784303429372e-11,1.0037867798866935e-09
1957,8.835997765085526e-05,2.938275299259528e-08,4.3547867692847067e-11,9.872967562544029e-10
1958,8.937444259312802e-05,3.009166427148102e-08,4.3547867692847067e-11,1.0209621204015917e-09
1959,9.071909361019996e-05,3.15791608735643e-08,4.3547867692847067e-11,9.921081416714677e-10
1960,9.179782500723377e-05,3.2785707862866987e-08,4.3547867692847067e-11,7.473370573179189e-10
1961,9.281840487216999e-05,3.2473144681180854e-08,0.0,5.858755663152542e-10
1962,9.390055181159238e-05,3.114381311572093e-08,0.0,5.021435846495694e-10
1963,9.419033449376002e-05,3.1480127457176165e-08,2.971157050549575e-11,7.679705244750019e-10
1964,9.438864279737962e-05,3.130890518272216e-08,4.769819063530991e-11,9.897798969316085e-10
1965,9.44722123676911e-05,3.134278309906742e-08,6.5328353837657e-11,1.0386934606072223e-09
1966,9.434366906394384e-05,3.10249847400103e-08,6.5328353837657e-11,1.1191215692247474e-09
1967,9.411012849471132e-05,3.1060265216962894e-08,6.5328353837657e-11,1.149399508111009e-09
1968,9.427757010728653e-05,3.1703887007747e-08,6.5328353837657e-11,1.208256701039951e-09
1969,9.467863544289554e-05,3.226257356508151e-08,6.5328353837657e-11,1.2816994529199884e-09
1970,9.520214163265856e-05,3.221266910356592e-08,3.561678333216126e-11,1.2244582570097862e-09
1971,9.605660306988284e-05,3.3660811788698604e-08,1.76301632023471e-11,1.034962583888545e-09
1972,9.735092316986993e-05,3.489138882579417e-08,0.0,1.0679498238122927e-09
1973,9.88333350895638e-05,3.530786939011575e-08,0.0,1.0939595420010407e-09
1974,0.0001000859826620269,3.549361338173185e-08,8.147503009560607e-12,1.2071088018039688e-09
1975,0.00010079981439048424,3.610027121681014e-08,2.4366503358670092e-11,1.173068769106627e-09
1976,0.00010120204076104398,3.669871720798515e-08,5.651222793295092e-11,1.1750348154799489e-09
1977,0.00010191972458934677,3.6529314684230485e-08,5.651222793295092e-11,1.1264333592870506e-09
1978,0.00010244058752765081,3.569565417852313e-08,7.28320851049537e-11,1.3838464184092102e-09
1979,0.00010170110700918096,3.496221877087789e-08,8.908748689148308e-11,1.511230204468258e-09
1980,0.00010105954321001523,3.5285940518698615e-08,1.0476114172581446e-10,1.6060153841733283e-09
1981,0.00010053673759102821,3.465342349581338e-08,1.1187323587355128e-10,1.4999620751814697e-09
1982,0.00010006834262250257,3.3608628261358065e-08,1.1047722558205869e-10,1.6560349123752515e-09
1983,9.957639330033479e-05,3.201749189583682e-08,1.079415237748016e-10,1.6896732108711327e-09
1984,9.851126274692692e-05,3.1289158946330124e-08,1.2999330481092538e-10,1.6693986827829933e-09
1985,9.73015183782471e-05,3.03088606910608e-08,1.2090752258513733e-10,1.4947443600326388e-09
1986,9.667924418213911e-05,2.9376618217367778e-08,1.184692309530444e-10,1.3403182056289813e-09
1987,9.615523491187819e-05,2.766298809068043e-08,1.0279557611871302e-10,1.265712598222787e-09
1988,9.566950237578047e-05,2.6794757650756244e-08,9.446738877261218e-11,1.3515781192653874e-09
1989,9.489490600701953e-05,2.606898011744566e-08,8.62964104937041e-11,1.2873625816161344e-09
1990,9.401757831385891e-05,2.538331805063925e-08,5.668638772668036e-11,1.31017135236127e-09
1991,9.334003386486853e-05,2.496854786418875e-08,3.463460669055658e-11,1.4706711245640998e-09
1992,9.258329581436036e-05,2.4296574149421498e-08,2.7400531744341857e-11,1.8008106276009732e-09
1993,9.161389295643727e-05,2.3626534633487088e-08,1.3583421589905394e-11,1.791466721000136e-09
1994,9.04873148621326e-05,2.3577173990929623e-08,1.3583421589905394e-11,1.7090050644493919e-09
1995,8.951052586780861e-05,2.2667921888747903e-08,1.3039143177882652e-11,1.6224182632283502e-09
1996,8.8223882942527e-05,2.212742243403097e-08,6.387131399173843e-12,1.5376945114046033e-09
1997,8.671318729674178e-05,2.1591703409334125e-08,6.387131399173843e-12,1.3791432519814707e-09
1998,8.501667512713798e-05,2.1541443168920134e-08,1.2164918873823284e-11,1.06168134601197e-09
1999,8.360240774761354e-05,2.096082139603693e-08,1.2164918873823284e-11,5.36212578307525e-10
2000,8.221589710696467e-05,2.0307768165496653e-08,1.2164918873823284e-11,5.008491201140077e-10
2001,8.058204964202429e-05,1.902676949327997e-08,1.2164918873823284e-11,4.481652093086501e-10
2002,7.89450787124224e-05,1.859728954960766e-08,5.777787474649441e-12,3.9123235801812635e-10
2003,7.772692749443064e-05,1.856918834570414e-08,1.0935924784786062e-11,3.287944936155743e-10
2004,7.667265474862819e-05,1.8380407798953717e-08,1.598247080316005e-11,3.497913565940282e-10
2005,7.531048114677625e-05,1.7820506213541065e-08,1.0204683328510607e-11,3.110786628290896e-10
2006,7.335565169341862e-05,1.7704250002533887e-08,1.0204683328510607e-11,3.0997197467527316e-10
2007,7.121623743192426e-05,1.7843840183218163e-08,1.0204683328510607e-11,2.3797689017803133e-10
2008,6.90797293957855e-05,1.78347495502099e-08,1.549576290695219e-11,2.3378755875658186e-10
2009,6.90159244446217e-05,1.816581501096997e-08,1.549576290695219e-11,2.2329774339104246e-10
2010,6.868622066187007e-05,1.984826068581112e-08,1.443152170186947e-11,2.2616432932791904e-10
2011,6.627028519038245e-05,1.9675242514592484e-08,9.384975683495484e-12,3.052818355252031e-10
2012,6.416382997745782e-05,2.0050139326599492e-08,9.384975683495484e-12,2.8577872608031337e-10
2013,6.339306699893703e-05,1.981630783274925e-08,9.384975683495484e-12,2.8659652825549896e-10
2014,6.21874091198801e-05,1.9875687127880936e-08,9.384975683495484e-12,2.963023834226927e-10
2015,6.09325579716824e-05,2.1300485185195483e-08,4.093896105053904e-12,3.022914220527996e-10
2016,5.775132740382105e-05,2.033365031905987e-08,4.093896105053904e-12,2.6713404900822827e-10
2017,5.534299634746276e-05,1.8263381473815343e-08,0.0,2.7822290536253885e-10
2018,5.505671360879205e-05,1.848439783458389e-08,0.0,1.4538616699422136e-10
2019,5.5050410992407706e-05,1.817146899618649e-08,0.0,1.723879580750598e-10
