ngram,article,artcle,artile,artcile
1630,1.3133416099922865e-05,0.0,0.0,0.0
1631,1.2387820658789548e-05,0.0,0.0,0.0
1632,1.2198556695303913e-05,0.0,0.0,0.0
1633,1.2736723549876063e-05,0.0,0.0,0.0
1634,1.3403612878651724e-05,0.0,0.0,0.0
1635,1.411431562051543e-05,0.0,0.0,0.0
1636,1.2767412694561894e-05,0.0,0.0,0.0
1637,1.1468304624681228e-05,0.0,0.0,0.0
1638,1.0295930256428879e-05,0.0,0.0,0.0
1639,1.0822600708187175e-05,0.0,0.0,0.0
1640,9.04030194500852e-06,0.0,0.0,0.0
1641,6.1141442334441564e-06,0.0,0.0,0.0
1642,7.36219469997325e-06,0.0,0.0,0.0
1643,6.504184706760238e-06,0.0,0.0,0.0
1644,8.28360043669818e-06,0.0,0.0,0.0
1645,9.138409658200025e-06,0.0,0.0,0.0
1646,8.776263549797087e-06,0.0,0.0,0.0
1647,8.89020907379745e-06,0.0,0.0,0.0
1648,8.984957373416233e-06,0.0,0.0,0.0
1649,9.944133353201323e-06,0.0,0.0,0.0
1650,1.0859009632570502e-05,0.0,0.0,0.0
1651,1.0889477445224266e-05,0.0,0.0,0.0
1652,1.1456150462306272e-05,0.0,0.0,0.0
1653,1.253463759504874e-05,0.0,0.0,0.0
1654,1.3382004648779652e-05,0.0,0.0,0.0
1655,1.6984803551167715e-05,0.0,0.0,0.0
1656,1.4177084007574844e-05,0.0,0.0,0.0
1657,1.365854677715106e-05,0.0,0.0,0.0
1658,1.1711851811924134e-05,0.0,0.0,0.0
1659,1.3872089734182477e-05,0.0,1.2866874093171126e-07,0.0
1660,1.34308417532988e-05,0.0,1.2866874093171126e-07,0.0
1661,1.3393885345586959e-05,0.0,1.2866874093171126e-07,0.0
1662,1.0178546647564093e-05,0.0,1.6926860065983158e-07,0.0
1663,1.2697602967039399e-05,0.0,1.6926860065983158e-07,0.0
1664,1.340590093994771e-05,0.0,1.6926860065983158e-07,0.0
1665,1.3295141180995934e-05,0.0,1.6926860065983158e-07,0.0
1666,9.681508117864723e-06,0.0,4.059985972812033e-08,0.0
1667,1.9694029528441854e-05,0.0,4.059985972812033e-08,0.0
1668,1.8472247510154765e-05,0.0,4.059985972812033e-08,0.0
1669,1.7902595962888362e-05,0.0,0.0,0.0
1670,1.513572868004433e-05,0.0,0.0,0.0
1671,1.5050760696664969e-05,0.0,0.0,0.0
1672,1.6237646442667547e-05,0.0,0.0,0.0
1673,1.6515757319471698e-05,0.0,0.0,0.0
1674,5.6131083770846346e-06,0.0,0.0,0.0
1675,5.499891780605789e-06,0.0,0.0,0.0
1676,6.357022000104605e-06,0.0,0.0,0.0
1677,6.037702706050498e-06,0.0,0.0,0.0
1678,5.4043791887384685e-06,0.0,0.0,0.0
1679,4.73738390383005e-06,0.0,0.0,0.0
1680,4.273267653128901e-06,0.0,0.0,0.0
1681,4.279644965013826e-06,0.0,0.0,0.0
1682,4.412170848614291e-06,0.0,0.0,0.0
1683,3.395709987736544e-06,0.0,0.0,0.0
1684,3.7376397098601695e-06,0.0,0.0,0.0
1685,3.2823851532676988e-06,0.0,0.0,0.0
1686,3.1334167423275564e-06,0.0,0.0,0.0
1687,3.291990651632659e-06,0.0,0.0,0.0
1688,3.1985102201101005e-06,0.0,0.0,0.0
1689,2.969874036092993e-06,0.0,0.0,0.0
1690,2.8141257968984845e-06,0.0,0.0,0.0
1691,2.625218160444222e-06,0.0,0.0,0.0
1692,2.8728526818408033e-06,0.0,0.0,0.0
1693,3.1152143752219023e-06,0.0,0.0,0.0
1694,3.824948765083848e-06,0.0,0.0,0.0
1695,4.072345908363266e-06,0.0,0.0,0.0
1696,5.94532074111547e-06,0.0,0.0,0.0
1697,6.0637095040354846e-06,0.0,0.0,0.0
1698,7.20215146949548e-06,0.0,0.0,0.0
1699,7.876439082922713e-06,0.0,0.0,0.0
1700,7.271560564601844e-06,0.0,0.0,0.0
1701,6.217492585035091e-06,0.0,0.0,0.0
1702,5.899689930239609e-06,0.0,0.0,0.0
1703,4.274105094737024e-06,0.0,0.0,0.0
1704,3.825159926204183e-06,0.0,0.0,0.0
1705,4.664396681976411e-06,0.0,0.0,0.0
1706,4.271391483306226e-06,0.0,0.0,0.0
1707,4.253638081763711e-06,0.0,0.0,0.0
1708,4.4367633133138696e-06,0.0,0.0,0.0
1709,4.606428770362722e-06,0.0,0.0,0.0
1710,4.645852897056102e-06,0.0,0.0,0.0
1711,4.999929550259756e-06,0.0,0.0,0.0
1712,2.921553963070827e-06,0.0,0.0,0.0
1713,2.5475732172708376e-06,0.0,0.0,0.0
1714,3.000670907178054e-06,0.0,0.0,0.0
1715,5.138894867481472e-06,0.0,0.0,0.0
1716,5.70715378346774e-06,0.0,0.0,0.0
1717,5.906975551234999e-06,0.0,0.0,0.0
1718,6.3224744703152936e-06,0.0,0.0,0.0
1719,6.821954717192316e-06,0.0,0.0,0.0
1720,6.9089554861940476e-06,0.0,9.061128228690255e-09,0.0
1721,7.996468119537375e-06,0.0,9.061128228690255e-09,0.0
1722,8.621210424410361e-06,0.0,9.061128228690255e-09,0.0
1723,9.278576823947202e-06,0.0,9.061128228690255e-09,0.0
1724,9.709122325927768e-06,0.0,9.061128228690255e-09,0.0
1725,1.0521240548249417e-05,0.0,9.061128228690255e-09,0.0
1726,1.0879549888289017e-05,0.0,9.061128228690255e-09,0.0
1727,1.2084649110225395e-05,0.0,0.0,0.0
1728,1.204479804073344e-05,0.0,0.0,0.0
1729,1.0235342870146269e-05,0.0,0.0,0.0
1730,9.655661090489178e-06,0.0,0.0,0.0
1731,9.091575001158552e-06,0.0,0.0,0.0
1732,9.018686276769066e-06,0.0,0.0,0.0
1733,1.0605440041087735e-05,0.0,0.0,0.0
1734,1.5883389291307788e-05,0.0,0.0,0.0
1735,1.8402066611348084e-05,0.0,0.0,0.0
1736,1.9942900962632848e-05,0.0,0.0,0.0
1737,2.1562727657250696e-05,0.0,0.0,0.0
1738,3.0136647572882274e-05,0.0,0.0,0.0
1739,3.387677471826984e-05,0.0,0.0,0.0
1740,3.249572377431572e-05,0.0,0.0,0.0
1741,2.7202551531705206e-05,0.0,0.0,0.0
1742,2.6333430339166496e-05,0.0,0.0,0.0
1743,2.613098019667502e-05,0.0,0.0,0.0
1744,2.5000841170757277e-05,0.0,0.0,0.0
1745,1.9147430456151987e-05,0.0,0.0,0.0
1746,1.8046646151300854e-05,0.0,0.0,0.0
1747,2.0278319685270878e-05,0.0,0.0,0.0
1748,2.3070362268689288e-05,0.0,0.0,0.0
1749,2.4872844863109223e-05,0.0,0.0,0.0
1750,2.722217569888536e-05,0.0,0.0,0.0
1751,3.2677491877361066e-05,0.0,0.0,0.0
1752,3.6769569955400326e-05,0.0,0.0,0.0
1753,4.309448922867887e-05,0.0,0.0,0.0
1754,4.85960762099629e-05,0.0,0.0,0.0
1755,5.5398700559245686e-05,0.0,0.0,0.0
1756,6.313091164754172e-05,0.0,0.0,0.0
1757,6.737426312091494e-05,0.0,0.0,0.0
1758,6.974288719772761e-05,3.1075847926688637e-09,0.0,0.0
1759,7.304227827782077e-05,3.1075847926688637e-09,0.0,0.0
1760,7.26736948958465e-05,3.1075847926688637e-09,2.661366999794674e-09,0.0
1761,7.771022189574848e-05,3.1075847926688637e-09,5.436934458202813e-09,0.0
1762,7.400632603093982e-05,3.1075847926688637e-09,5.436934458202813e-09,0.0
1763,7.164585570405637e-05,3.1075847926688637e-09,5.436934458202813e-09,0.0
1764,7.286221911532007e-05,3.1075847926688637e-09,5.436934458202813e-09,0.0
1765,7.60319599066861e-05,0.0,5.436934458202813e-09,0.0
1766,7.579443627037108e-05,0.0,5.436934458202813e-09,0.0
1767,7.42239790270105e-05,0.0,8.664572043975177e-09,0.0
1768,7.353742486364874e-05,0.0,5.889004585567039e-09,0.0
1769,8.124103416256341e-05,0.0,5.889004585567039e-09,0.0
1770,8.051512018677645e-05,0.0,5.889004585567039e-09,0.0
1771,8.374256347971303e-05,0.0,5.889004585567039e-09,0.0
1772,8.397014815792707e-05,0.0,5.889004585567039e-09,0.0
1773,8.351958344324626e-05,0.0,5.889004585567039e-09,0.0
1774,8.814688875905372e-05,0.0,0.0,0.0
1775,8.712870788128515e-05,0.0,0.0,0.0
1776,8.069938277393314e-05,0.0,0.0,0.0
1777,8.099745381124584e-05,0.0,0.0,0.0
1778,7.560874499696573e-05,0.0,0.0,0.0
1779,7.180627341897759e-05,0.0,0.0,0.0
1780,7.359082987282559e-05,0.0,0.0,0.0
1781,7.228969427939904e-05,0.0,0.0,0.0
1782,7.580465847110775e-05,0.0,0.0,0.0
1783,8.074049973012214e-05,0.0,0.0,0.0
1784,8.387275478785991e-05,0.0,0.0,0.0
1785,8.83489493779572e-05,0.0,0.0,0.0
1786,8.956150642396616e-05,0.0,0.0,0.0
1787,9.101913435318108e-05,0.0,1.2891416188511228e-09,0.0
1788,9.1897628278405e-05,0.0,5.208797837497059e-09,0.0
1789,8.659926762837651e-05,0.0,5.208797837497059e-09,0.0
1790,8.323571195692889e-05,0.0,5.208797837497059e-09,0.0
1791,8.081448010800938e-05,0.0,5.208797837497059e-09,0.0
1792,8.041470781401066e-05,0.0,5.208797837497059e-09,0.0
1793,8.154604334517248e-05,0.0,5.208797837497059e-09,0.0
1794,7.905227955364223e-05,0.0,3.9196562186459366e-09,0.0
1795,7.963875811713348e-05,0.0,0.0,0.0
1796,8.124610550502049e-05,0.0,0.0,0.0
1797,8.212152481844117e-05,0.0,0.0,0.0
1798,8.402550676172333e-05,0.0,0.0,0.0
1799,8.605512994108722e-05,0.0,6.00769592803577e-10,0.0
1800,8.676494949863159e-05,0.0,1.012433502113806e-09,0.0
1801,8.784484504888366e-05,4.643404708356716e-10,1.4767739729494777e-09,0.0
1802,8.649777217734871e-05,4.643404708356716e-10,2.3450275689538914e-09,0.0
1803,8.494454544104104e-05,8.153404300920946e-10,3.047027487466737e-09,0.0
1804,8.524021749118609e-05,8.153404300920946e-10,3.962260139037507e-09,0.0
1805,8.310658969484004e-05,1.594372951123952e-09,4.741292660069365e-09,0.0
1806,7.96138504353751e-05,1.594372951123952e-09,5.691823615602434e-09,0.0
1807,7.979128505602213e-05,2.2220366499173647e-09,5.489380933936567e-09,2.092212276443612e-10
1808,7.85456400730514e-05,1.993059368337364e-09,5.966493220123579e-09,2.092212276443612e-10
1809,7.757385693756598e-05,2.1739841831498144e-09,6.183788544714527e-09,2.092212276443612e-10
1810,7.910747808637097e-05,2.2588595279974098e-09,6.789414506793077e-09,2.092212276443612e-10
1811,8.025636114845318e-05,2.727627409651997e-09,6.342949736876895e-09,2.092212276443612e-10
1812,8.290982701250218e-05,2.1873031481283486e-09,5.802625475353247e-09,2.092212276443612e-10
1813,8.344259757515309e-05,2.7692413283121807e-09,4.639283734952926e-09,2.092212276443612e-10
1814,8.408089654819508e-05,2.141577629518768e-09,5.265895053341296e-09,0.0
1815,8.400258021928104e-05,1.9062144402630973e-09,4.324442296318612e-09,0.0
1816,8.674124131045704e-05,1.7252896254506466e-09,3.999584251092512e-09,0.0
1817,8.55807333469524e-05,1.8034570345041141e-09,3.7200437968160874e-09,0.0
1818,8.446808975090139e-05,2.050828618038736e-09,3.430310781458802e-09,0.0
1819,8.251558028860018e-05,2.1127152408492324e-09,3.6424948612889807e-09,0.0
1820,8.324627560796216e-05,1.5307770606654003e-09,4.433711540764916e-09,0.0
1821,8.280181022460706e-05,1.9164398322248287e-09,3.5978789947321843e-09,0.0
1822,8.3245308945022e-05,2.4155154384633957e-09,3.722647896291826e-09,0.0
1823,8.115167500883607e-05,2.4155154384633957e-09,3.6642708470654586e-09,0.0
1824,8.169044199998357e-05,2.437952792025807e-09,2.904425454110436e-09,0.0
1825,8.257732302549162e-05,2.481514137033157e-09,2.7253905878131336e-09,0.0
1826,8.342945095916678e-05,2.654912226570819e-09,2.748491220331114e-09,0.0
1827,8.447180984408728e-05,3.2823358634256496e-09,1.7784569452037958e-09,0.0
1828,8.357976912520826e-05,3.0070024010469307e-09,1.999115563565214e-09,0.0
1829,8.595928686970313e-05,3.280943873727539e-09,2.2959923327649433e-09,2.1082283537968546e-10
1830,8.727790139216398e-05,3.8527711576641366e-09,1.8795921485903477e-09,2.1082283537968546e-10
1831,8.873025737037616e-05,3.873659083973382e-09,2.0758254004604737e-09,7.681908284088276e-10
1832,8.764974128488185e-05,3.7100044703031188e-09,2.1609748593728486e-09,7.681908284088276e-10
1833,8.75105698859053e-05,3.5659245477072587e-09,1.9344166744618617e-09,7.681908284088276e-10
1834,8.657551890272381e-05,3.104621298139725e-09,1.974456043107864e-09,7.681908284088276e-10
1835,8.638161463230582e-05,3.07807538981107e-09,3.0943318383793083e-09,7.681908284088276e-10
1836,8.358840776574133e-05,2.605303028868633e-09,3.198114439939559e-09,5.573679930291422e-10
1837,8.112584016219313e-05,2.0334757449320354e-09,3.376849244673963e-09,5.573679930291422e-10
1838,7.970574370119721e-05,1.7814107411417979e-09,3.2940046880623542e-09,7.632574730972611e-11
1839,8.031824940449692e-05,2.01896034018085e-09,3.3604181025128e-09,7.632574730972611e-11
1840,8.042407612915017e-05,1.9913911551507267e-09,3.264155247682611e-09,7.632574730972611e-11
1841,7.993753804060231e-05,2.1751588229003615e-09,3.5747955548107566e-09,7.632574730972611e-11
1842,7.980377059928807e-05,2.577898941932436e-09,2.4167074532042777e-09,7.632574730972611e-11
1843,8.217286293594433e-05,2.7366759334869683e-09,2.153577300616811e-09,7.632574730972611e-11
1844,8.278498821060307e-05,2.937024496623459e-09,1.956060282002982e-09,7.632574730972611e-11
1845,8.243769012291782e-05,2.765199038000178e-09,1.7079090840001398e-09,0.0
1846,8.222562090460477e-05,2.192485240978418e-09,1.947669216382865e-09,0.0
1847,8.210285159293562e-05,1.950746841838935e-09,2.1601300906734113e-09,0.0
1848,8.371466537937522e-05,1.9836725040356384e-09,2.0924982857550845e-09,0.0
1849,8.480551020641412e-05,2.4107211227253345e-09,2.3937078192608804e-09,0.0
1850,8.325682990419279e-05,1.9991693221500994e-09,2.4636990701511407e-09,0.0
1851,8.34646967372724e-05,1.9845351393956078e-09,2.3822820224442663e-09,0.0
1852,8.475042601016216e-05,2.1038654627959984e-09,2.703858644917797e-09,0.0
1853,8.436794347029977e-05,2.036020828123851e-09,2.843388397748876e-09,0.0
1854,8.390429138671607e-05,2.0259172236628385e-09,2.883770476382251e-09,0.0
1855,8.287391600398613e-05,1.6956052554092542e-09,2.759093636101844e-09,0.0
1856,8.21615249151364e-05,9.311295345870718e-10,2.6730282273338244e-09,0.0
1857,8.196774537542037e-05,1.0280623059204836e-09,2.629544217290304e-09,9.626845352629841e-11
1858,8.217686159436457e-05,8.999514387676908e-10,2.731847414949584e-09,1.538719667555049e-10
1859,8.16043559877601e-05,9.51790527345001e-10,2.3986520388977593e-09,1.538719667555049e-10
1860,8.197655759951366e-05,8.807435812409534e-10,2.2947657425070086e-09,1.538719667555049e-10
1861,8.166555718552055e-05,1.1126751306037415e-09,2.173184267460572e-09,1.538719667555049e-10
1862,8.030496662416096e-05,1.283046466690355e-09,2.1399816522002115e-09,1.538719667555049e-10
1863,7.980052136450208e-05,1.3726394505158319e-09,2.315245804597664e-09,1.538719667555049e-10
1864,8.018644543231599e-05,1.463712377493463e-09,2.544486780006342e-09,5.7603513229206473e-11
1865,8.394984927560602e-05,1.5387885172429045e-09,2.919867490648796e-09,4.422655099288266e-11
1866,8.339305142206805e-05,1.23414157464958e-09,3.1519256728427892e-09,8.846617089679804e-11
1867,8.352807552520452e-05,1.5010632657487731e-09,3.0274464205401077e-09,2.1810354316238138e-10
1868,8.401668830109494e-05,1.308253251762283e-09,3.058694884673839e-09,2.1810354316238138e-10
1869,8.479948259524203e-05,1.124966052851966e-09,3.001486456203192e-09,2.1810354316238138e-10
1870,8.585703471908346e-05,9.2851311163576e-10,2.766523549928885e-09,2.1810354316238138e-10
1871,8.570660741367777e-05,7.336135667200341e-10,2.8165421106507438e-09,3.398317262513574e-10
1872,8.193262640686174e-05,1.2561612781704567e-09,2.3169506630742784e-09,2.9560517525847475e-10
1873,8.197367632029844e-05,1.724266324958685e-09,2.119068714152255e-09,2.5136555535455937e-10
1874,8.16103326672289e-05,1.534057793493661e-09,2.0947665031150517e-09,1.2172818308897604e-10
1875,8.117114443198911e-05,1.6450095412829618e-09,2.342695069680799e-09,1.2172818308897604e-10
1876,8.110297702452434e-05,1.873747557905909e-09,2.3722497458475036e-09,1.2172818308897604e-10
1877,8.017574769577809e-05,2.0062694640530866e-09,2.3838747959763803e-09,1.2172818308897604e-10
1878,8.02152686186933e-05,2.0745494845795876e-09,2.1060927763676726e-09,0.0
1879,8.054707827146299e-05,1.558977375764365e-09,2.2914240822251894e-09,0.0
1880,8.091087199448208e-05,1.1237590124319701e-09,2.497142587947516e-09,0.0
1881,8.087745767885021e-05,1.1460146066249217e-09,2.5030479593774705e-09,0.0
1882,8.154541449455013e-05,1.1723065117858716e-09,2.168304567641753e-09,0.0
1883,8.199878565002499e-05,1.1609636327688681e-09,2.150752353990981e-09,6.424525594057279e-11
1884,8.296618242249159e-05,1.3828470650313817e-09,2.1368555972297744e-09,6.424525594057279e-11
1885,8.362492267873936e-05,1.3320375378108755e-09,2.310945165387831e-09,6.424525594057279e-11
1886,8.49239357713876e-05,1.3303253677226274e-09,2.292870417340355e-09,6.424525594057279e-11
1887,8.614888793090358e-05,1.4632424993887838e-09,2.179822623991713e-09,6.424525594057279e-11
1888,8.746017972173701e-05,1.6473259621476087e-09,2.246769199259242e-09,6.424525594057279e-11
1889,8.782950421196542e-05,1.603655180870689e-09,2.2554401996848536e-09,1.9509972605723037e-10
1890,8.804076372013827e-05,1.5743353644546788e-09,2.320476208009633e-09,1.308544701166576e-10
1891,8.885689749149606e-05,1.331323880503023e-09,2.2665117877756255e-09,1.308544701166576e-10
1892,9.022987485098253e-05,1.5429363183930685e-09,2.0717983360642377e-09,2.432123788079618e-10
1893,9.005575079104997e-05,1.8662266969877398e-09,1.971351669207065e-09,4.507674471782812e-10
1894,9.110503015108407e-05,1.8550652918542759e-09,2.009839009505957e-09,4.507674471782812e-10
1895,9.142654328440716e-05,2.508583007987397e-09,1.891685348048051e-09,5.354522777548506e-10
1896,9.16886149622899e-05,2.441669295321398e-09,1.9468536782696333e-09,4.433586593093659e-10
1897,9.237803481352915e-05,2.6226966947413236e-09,1.8156350708612275e-09,4.619354145228373e-10
1898,9.260368200817279e-05,2.793753419082025e-09,1.7143611926887355e-09,5.160499210494456e-10
1899,9.22115785734994e-05,2.7244473978425633e-09,1.5904134517289288e-09,4.036920123581414e-10
1900,9.24419769684651e-05,2.624626040313517e-09,1.4862909474595248e-09,3.045605712070909e-10
1901,9.168748718885971e-05,2.7955806717169398e-09,1.4047381194767387e-09,3.2169725811786217e-10
1902,9.174697230004572e-05,2.0641678366573046e-09,1.4129108993898853e-09,2.7144900811253743e-10
1903,9.194438150318871e-05,2.4260596388968126e-09,1.5047439802121483e-09,2.3268815644136457e-10
1904,9.17457852795321e-05,2.746643039992185e-09,1.456214054102694e-09,2.1411140122789314e-10
1905,9.187127060223637e-05,2.9708430318972236e-09,1.6417570636306777e-09,2.514780665453996e-10
1906,9.375911966864286e-05,3.515209393408928e-09,1.6977406306192426e-09,4.066279277578236e-10
1907,9.37481496034057e-05,3.578652326855344e-09,1.7323983200360056e-09,4.5935621774604943e-10
1908,9.458199825270899e-05,3.5961666343199893e-09,1.96594061664866e-09,5.931885300418977e-10
1909,9.554275935183146e-05,3.6411063687933977e-09,1.972942713963326e-09,6.552190139658925e-10
1910,9.677125698155058e-05,3.961817604139892e-09,1.9898460498371915e-09,7.929579136169349e-10
1911,9.852967507738088e-05,4.183044958036167e-09,2.1649032249421954e-09,9.187592987989848e-10
1912,9.982960598011102e-05,4.196308126377549e-09,1.9719478272506308e-09,9.425909893881875e-10
1913,9.882076431365152e-05,4.0806972404336e-09,2.099105159533313e-09,8.160369661748743e-10
1914,9.988454465721068e-05,4.2112688257235826e-09,2.2010500565018886e-09,8.01049938682828e-10
1915,0.0001007161065769781,4.5694612538227375e-09,1.9690709221872484e-09,8.572843367733135e-10
1916,0.00010160634493721383,4.859655979215307e-09,2.2327760909998264e-09,9.113359015845899e-10
1917,0.00010233819817325898,4.759057084921128e-09,2.126613710525963e-09,9.132543511108133e-10
1918,0.00010319215445114034,4.484428955160118e-09,2.294854021097795e-09,9.024948784329214e-10
1919,0.00010296017093683727,4.4763028839156505e-09,2.562262878060194e-09,9.576509724107396e-10
1920,0.00010214429182399596,4.264824239795319e-09,2.651040529956715e-09,1.4394915259785535e-09
1921,0.00010061382324368293,4.27162978005364e-09,2.5566133654564283e-09,1.4057730693802943e-09
1922,9.93319699773565e-05,4.077503223953727e-09,2.7358307048379923e-09,1.7057468929390244e-09
1923,9.727644854657618e-05,4.299145230289371e-09,2.5923690495842168e-09,1.7271023817449255e-09
