ngram,education,educaton,eduation,educaion
1909,0.0001058285467609364,6.715518173296329e-09,4.3398179335899354e-09,3.821803635466787e-09
1910,0.00010788158397190273,6.9053499426477825e-09,4.722120535863691e-09,4.618105231557479e-09
1911,0.00010964463165562068,7.277430214003289e-09,4.82147934276002e-09,4.46652730674251e-09
1912,0.00011130353543973927,7.187553599915678e-09,4.840829070928976e-09,4.71624545766198e-09
1913,0.00011323958460707217,7.32930522622561e-09,4.446255300446669e-09,5.231573840802639e-09
1914,0.00011549844722529607,7.458630475148148e-09,4.444773184429453e-09,5.40552326709433e-09
1915,0.00012020007436928739,7.337803571110564e-09,4.4563034215120265e-09,5.50029799484264e-09
1916,0.00012552839637334858,8.17212805362796e-09,4.3945461555442276e-09,6.10658177992361e-09
1917,0.000126924247264729,8.705934449539297e-09,4.2801733268760245e-09,5.95741005733024e-09
1918,0.00012911192191365574,9.302569064268645e-09,4.9002356141057496e-09,6.2207825557436536e-09
1919,0.00013063875667285174,1.0356956942863299e-08,5.0034635165222394e-09,6.452278901645871e-09
1920,0.00013377366329742863,1.132661837337829e-08,5.4186892750607285e-09,6.392163750693466e-09
1921,0.00013713976659346372,1.2254417417320188e-08,5.928139661699155e-09,6.712721172570062e-09
1922,0.00013777216580430313,1.2770836705604843e-08,6.246970750213774e-09,6.7528677887602436e-09
1923,0.00013754757362351353,1.2835379616303401e-08,6.442460406422665e-09,6.928508623969622e-09
1924,0.0001414734246541879,1.332247785106639e-08,6.598927245907557e-09,6.610140498456271e-09
1925,0.00014354181933283274,1.2448024579368524e-08,6.3399547199440215e-09,6.817058790480652e-09
1926,0.00014954393554944545,1.1661222336962446e-08,6.570477749180879e-09,7.681676374358761e-09
1927,0.0001539942729453157,1.1669636939310685e-08,8.395145150481248e-09,8.552258520414365e-09
1928,0.0001557198868665312,1.1105408275519885e-08,8.816423781508677e-09,8.545459007081035e-09
1929,0.00016243970769989704,1.1020629107706879e-08,9.005577109430111e-09,8.786318466442416e-09
1930,0.00016657297757254646,1.04882217196892e-08,8.971050124984004e-09,8.421901017844187e-09
1931,0.000169058920749064,9.054664256475625e-09,1.0057539309319249e-08,9.744487185413066e-09
1932,0.00017014175994388227,1.0074479599759506e-08,1.0343137774831185e-08,9.964898683989531e-09
1933,0.00016917264812426374,1.0131802761849582e-08,1.128105710433504e-08,9.28893121151678e-09
1934,0.00017072026717609594,9.817539099137612e-09,9.968468844030148e-09,8.819556450236275e-09
1935,0.0001725496944605506,9.668849657426141e-09,9.572397985380121e-09,9.235232578674868e-09
1936,0.0001702152013811948,9.522136032050606e-09,9.77968556930315e-09,9.764473927832893e-09
1937,0.00016972962475847453,9.267049794203785e-09,1.0990768803001823e-08,1.0770272800592856e-08
1938,0.0001698411423214046,1.0585547042093627e-08,1.0811458395210138e-08,1.007208614924236e-08
1939,0.00017132406771582152,9.9437916948172e-09,1.0949930232381381e-08,1.0242956578159529e-08
1940,0.00017222457764936344,1.1176328814802413e-08,1.1691640290832441e-08,1.225191782948189e-08
1941,0.00017329017490348115,1.1777174029654297e-08,1.2444649882021558e-08,1.4348080945580932e-08
1942,0.00017395428897413825,1.2657964454376724e-08,1.3234601731986523e-08,1.4657935436852248e-08
1943,0.0001737338856660894,1.3545503385614666e-08,1.3821793995053407e-08,1.5018943168497245e-08
1944,0.00017429873072874865,1.4156475737690601e-08,1.381802367766178e-08,1.4855083639377296e-08
1945,0.00017486178174814477,1.3263536935426146e-08,1.3670261494220476e-08,1.5102717298987045e-08
1946,0.00017427351225965789,1.3309300328501195e-08,1.4030438905925685e-08,1.543756944499819e-08
1947,0.00017459821538068354,1.2180009001383496e-08,1.3746785678035524e-08,1.398883916639956e-08
1948,0.00017180472787003964,1.1294280431530166e-08,1.3589735685976784e-08,1.3039210727023537e-08
1949,0.00016961996984069368,1.0530889937854226e-08,1.4087893772187142e-08,1.2964656142295489e-08
1950,0.0001696867381854515,9.80351533286239e-09,1.4506864535032297e-08,1.258596122560058e-08
1951,0.0001688090165511572,9.159270040827648e-09,1.4899961518567904e-08,1.2973417514875304e-08
1952,0.00016882373477398817,9.002680759603469e-09,1.582659121217895e-08,1.3301228182375065e-08
1953,0.0001705611523772989,9.244320610589187e-09,1.7071713059075526e-08,1.361295508063774e-08
1954,0.0001700822405317532,9.837680892132994e-09,1.7422859980139752e-08,1.4480992785844852e-08
1955,0.0001739502331474796,1.0021706131624342e-08,1.9761152714181662e-08,1.5179479895266468e-08
1956,0.00017709110397845507,1.0788473479651981e-08,2.2413100962483312e-08,1.5579187844545165e-08
1957,0.00018130253010895103,1.0658273121220776e-08,2.511983890737416e-08,1.6465169291482847e-08
1958,0.00018537820973766169,1.1236027346634664e-08,2.9274035640014517e-08,1.670752285727011e-08
1959,0.00018746498348523995,1.1644634843678757e-08,3.149927785273121e-08,1.686653762687586e-08
1960,0.00019094906123687645,1.1961120728796816e-08,3.2604851897742396e-08,1.675546812407447e-08
1961,0.00019391060050111264,1.184148233436742e-08,3.361891032227504e-08,1.6635123247153516e-08
1962,0.00019621726200317165,1.240180301311154e-08,3.557799591443914e-08,1.5831424298491063e-08
1963,0.0002004607189779303,1.2632962866275323e-08,3.7095738036896364e-08,1.649557849045128e-08
1964,0.00020410233992151916,1.3900712073474812e-08,3.7585389277085465e-08,1.6967858483342624e-08
1965,0.00020696907553688755,1.4473905756468802e-08,3.642407467704548e-08,1.7174737822399167e-08
1966,0.00021331279796348617,1.602550841235078e-08,3.8094561156348e-08,1.7379220348548837e-08
1967,0.00021698265793799822,1.612046280590513e-08,4.1424717624392674e-08,1.7607102569578663e-08
1968,0.00022354800395467983,1.642964735688273e-08,4.3569531982257104e-08,1.7640417127040564e-08
1969,0.00022648086555169096,1.6646169141511435e-08,4.6785244884566575e-08,1.7432558888482878e-08
1970,0.00022687551972921938,1.6587491761096577e-08,4.5525369886588255e-08,1.6529347922146698e-08
1971,0.00022514831549155394,1.5993935826535173e-08,4.6502425021799354e-08,1.5262396299168098e-08
1972,0.0002256982178161187,1.5604283325793792e-08,4.717569979106884e-08,1.4602825869149326e-08
1973,0.00022240420886581496,1.493906052831205e-08,4.7466260001881114e-08,1.3670468566674896e-08
1974,0.00022110687236168554,1.5234273144569344e-08,4.547460008552662e-08,1.2773616830941137e-08
1975,0.0002197386368477185,1.5813756907131652e-08,4.626125209889713e-08,1.244504385259201e-08
1976,0.00021646495276529874,1.6544895992914073e-08,4.29697131210105e-08,1.2029709419079739e-08
1977,0.00021544715023732612,1.7267296671872956e-08,4.2674722168710236e-08,1.1320431830037186e-08
1978,0.00021389277078144784,1.7474967377901455e-08,4.1972831305819066e-08,1.1132511420644927e-08
1979,0.00020945014174295857,1.845447464684672e-08,4.2643156815204616e-08,1.0876249742100948e-08
1980,0.0002051139682797449,1.8992594544694645e-08,4.285949728455307e-08,1.1279187742526834e-08
1981,0.00020058151858393103,1.956884419586556e-08,4.440133695636307e-08,1.1053841524650515e-08
1982,0.00019425995456653515,1.943049898756044e-08,4.472479884855472e-08,9.922292892079149e-09
1983,0.0001896889048761555,1.900474913948561e-08,4.3688890473601664e-08,9.586335978996528e-09
1984,0.00018529680840271925,1.845053570243798e-08,4.484882611320375e-08,9.439508159252746e-09
1985,0.00018231859264363135,1.8457624000640342e-08,4.405344254467179e-08,8.917458961730875e-09
1986,0.00018111253406719437,1.725675881557111e-08,4.237873696411043e-08,8.283905942160378e-09
1987,0.00018217623749348734,1.64814485868549e-08,3.967516220322003e-08,7.2111016205919245e-09
1988,0.0001822366674397407,1.5174952596095992e-08,3.664205903776617e-08,6.959386971467601e-09
1989,0.00018279693280679306,1.4042643619356049e-08,3.242520588539069e-08,6.7445319805260945e-09
1990,0.00018417829830598618,1.2855794143514946e-08,3.012245589470045e-08,6.2280165152068486e-09
1991,0.00018567224573676607,1.1469461444083403e-08,2.6351847180551757e-08,6.015404047892454e-09
1992,0.00018761652089389308,1.0546870297746734e-08,2.4784500547119544e-08,5.779451266769391e-09
1993,0.00018819968266013478,9.939961361940926e-09,2.198134728205657e-08,5.4274530901311985e-09
1994,0.00018909203936345875,9.165629144547438e-09,2.0238694783561836e-08,5.33993255962579e-09
1995,0.000190358076776777,9.026582275290756e-09,1.865483970472529e-08,5.045082510487678e-09
1996,0.00019079477767393525,8.48008254093559e-09,1.80509547626733e-08,4.840282714318229e-09
1997,0.0001905351798216413,7.980896197880481e-09,1.7053873741750588e-08,4.5618292635448856e-09
1998,0.0001891444844659418,7.299274993956471e-09,1.6484720889918336e-08,4.0825890921882186e-09
1999,0.00018812717670308693,6.646417416433792e-09,1.514493863652433e-08,3.7541175882235424e-09
2000,0.00018681251302561059,5.8794929877084965e-09,1.3831079519783479e-08,3.5247858282921082e-09
2001,0.0001850658778234252,4.995555048990598e-09,1.2657338161708204e-08,3.1716693398615395e-09
2002,0.00018417168342109238,3.977473303099341e-09,1.1519891453458188e-08,2.934303466872734e-09
2003,0.0001821007234476773,3.683734555488221e-09,1.021916069226287e-08,2.5207201405562175e-09
2004,0.00018012745463888029,3.297349155622393e-09,9.517460280201412e-09,2.3936949248134656e-09
2005,0.00017747859861369112,3.2367730400701636e-09,8.466197647700419e-09,2.2458848431788122e-09
2006,0.0001728810852260462,3.080718188489381e-09,7.16146773628777e-09,1.968635841644227e-09
2007,0.00016875711818491773,2.8921424620266733e-09,6.611568276986597e-09,1.7867756163525428e-09
2008,0.00016147990079064454,2.553282252293343e-09,5.764304874692325e-09,1.5385274958796507e-09
2009,0.00015300437891190604,2.3180550653581886e-09,5.101807865059982e-09,1.2871891171987011e-09
2010,0.00014860543056524226,2.115995109289567e-09,4.701292688480407e-09,1.254197642567131e-09
2011,0.00014364906279037574,1.8192433115515882e-09,4.000992775183525e-09,9.457467824753557e-10
2012,0.000140839719928668,1.5346353711618933e-09,3.3489379999299527e-09,7.976606042348067e-10
2013,0.00014030012659662004,1.30361767412625e-09,3.043548730501706e-09,7.593503365781779e-10
2014,0.0001380023708666808,1.1755448677977905e-09,2.8147531607101784e-09,6.452686678632651e-10
2015,0.00013736240050223256,1.228189883129005e-09,2.686118946318824e-09,5.83450807508815e-10
2016,0.0001391388858402414,1.1939546494334407e-09,2.367805602381574e-09,4.965413437561596e-10
2017,0.00013820398695922145,1.1111505789547966e-09,2.1224274560083245e-09,4.3123566291954535e-10
2018,0.00013852454139851034,1.1059032356541821e-09,1.9164754228029324e-09,4.264918140872709e-10
2019,0.00013803361798636615,1.167449775740792e-09,2.0498384933897995e-09,3.835987569256183e-10
