ngram,problem,problm,prolem,problme
1915,8.594438155081921e-05,9.242437608898107e-10,5.900588335399399e-09,7.373738227155004e-11
1916,9.182357566065289e-05,1.1576468276050127e-09,5.6335852173715145e-09,4.617536412755894e-11
1917,9.652786476570847e-05,1.340352440148962e-09,5.256357507984635e-09,7.410683277348745e-11
1918,0.00010111743904417381,1.4598197492102623e-09,5.467036791527237e-09,8.848707183650717e-11
1919,0.00010521401834141995,1.6841946329623374e-09,5.782934258442245e-09,1.0269281853452533e-10
1920,0.00010823102119112653,1.866038601416875e-09,5.901413262827353e-09,8.839489953496989e-11
1921,0.00011106178447205042,2.0302227676793905e-09,5.7868014507229355e-09,8.839489953496989e-11
1922,0.00011240488467072802,2.079984628977627e-09,6.275664432564554e-09,8.06687504493832e-11
1923,0.00011366545160334291,1.9112161694526517e-09,5.8976765693330435e-09,1.0522219504435374e-10
1924,0.00011592374773629542,1.7923964059006282e-09,6.406574635877047e-09,7.729072639842523e-11
1925,0.00011853061317067062,1.7032132529745274e-09,6.797518294275408e-09,6.291048733540551e-11
1926,0.00012198756823116648,1.5750393687698404e-09,6.855312444693189e-09,4.870474063738734e-11
1927,0.00012628335077481876,1.4776000106004566e-09,6.769029527374317e-09,7.14431192776794e-11
1928,0.00012907003838336095,1.3105313580373335e-09,6.915492432670232e-09,9.425260572015759e-11
1929,0.00013312511977606585,1.3196073678223286e-09,6.510266167428622e-09,9.538710694328195e-11
1930,0.000136295472787294,1.4990154117988652e-09,7.304232583850632e-09,7.083366234831142e-11
1931,0.00013929351033376797,1.5361172889249985e-09,7.41379370593011e-09,7.083366234831142e-11
1932,0.00014165989497476921,1.423005626031783e-09,7.1932782904785395e-09,7.083366234831142e-11
1933,0.000144526717901629,1.3566786979549557e-09,6.88090365638264e-09,7.083366234831142e-11
1934,0.0001469888146467773,1.3764415242510454e-09,6.826229740194581e-09,4.809528370801936e-11
1935,0.0001513999782868528,1.3957280886600643e-09,6.538424214751006e-09,2.5285797265541176e-11
1936,0.00015427641379314342,1.423753464331006e-09,6.8859901907509476e-09,0.0
1937,0.00015804991874444698,1.3438913474114349e-09,6.157793259425099e-09,0.0
1938,0.0001616533991182223,1.4212872942057482e-09,5.707922769358577e-09,0.0
1939,0.00016724178567528725,1.7735559846140551e-09,5.472984287990812e-09,0.0
1940,0.0001723963609297893,1.8514035384141282e-09,5.435931577884341e-09,0.0
1941,0.00017825864155643752,2.210985489930246e-09,5.775166694072758e-09,1.1031428151905435e-10
1942,0.0001821813389791974,2.351640009707572e-09,6.088704270926623e-09,1.3522232738300792e-10
1943,0.0001857110411427649,2.55039475253024e-09,6.070560498727673e-09,2.424889515374927e-10
1944,0.00019046667979897132,3.1572376459264108e-09,6.3942100503311394e-09,2.424889515374927e-10
1945,0.00019482156494632363,3.365446143988038e-09,6.887449658218461e-09,2.800277926207073e-10
1946,0.00019652188348118216,3.504883240777547e-09,7.157690440351416e-09,2.800277926207073e-10
1947,0.00019896180934405753,3.741744311217385e-09,7.691893661692412e-09,2.800277926207073e-10
1948,0.00020052002219017595,3.528315734817917e-09,7.392450841946032e-09,1.6971351110165297e-10
1949,0.00020299461695166037,3.968586031228532e-09,7.480916203966054e-09,1.6181162758905591e-10
1950,0.00020755310833919793,4.487038169591935e-09,8.186060781615164e-09,8.838495411746448e-11
1951,0.00021069470884477987,4.278743518223596e-09,8.679688396589264e-09,1.049340525186412e-10
1952,0.00021616653248202056,4.3741302009030795e-09,8.752187355806233e-09,6.739521143542656e-11
1953,0.00022330322410977845,4.470442619261153e-09,8.593636849748724e-09,1.1446292227538076e-10
1954,0.0002271341488397281,4.43212086079622e-09,8.795295222289009e-09,1.1446292227538076e-10
1955,0.0002321055591372507,4.546119671187756e-09,9.00619280739891e-09,1.289571743041356e-10
1956,0.0002377848619029724,4.437921078245413e-09,9.080954274257432e-09,1.2541901743347494e-10
1957,0.00024160518036556562,3.796251852555039e-09,8.752535458305438e-09,1.552976963295879e-10
1958,0.00024508568874028115,3.6507129383015322e-09,8.65041371866937e-09,2.3396306122628173e-10
1959,0.0002463935753829511,3.4926725638635095e-09,8.871451636796986e-09,3.243145732126759e-10
1960,0.0002466678083042747,3.3737055054367762e-09,9.144140555861213e-09,2.772468623727217e-10
1961,0.00024940433546102473,3.4734477833658114e-09,9.390349831051026e-09,3.110135700566476e-10
1962,0.00025006870938731093,3.527245543263494e-09,9.834603290467418e-09,3.373263424541076e-10
1963,0.00025094725008654805,3.287628011098117e-09,1.0250658227002013e-08,3.3376219347815347e-10
1964,0.0002525310971707638,3.6472835228197808e-09,1.0991514111578584e-08,2.8803018402896134e-10
1965,0.0002526182589852916,3.808538754209881e-09,1.1133716932525722e-08,2.8978161636145876e-10
1966,0.00025344265408680907,4.04385115869234e-09,1.0794889426790633e-08,2.5218853295332673e-10
1967,0.00025520174780727496,4.38833813731776e-09,1.0748655679801037e-08,2.698778908682975e-10
1968,0.00025581680737169724,4.08165980379595e-09,1.0073285063226324e-08,2.361111831843716e-10
1969,0.0002573942017209317,4.139968336401369e-09,9.709614065148538e-09,2.581423576881419e-10
1970,0.00025771005311980844,4.361082764755711e-09,9.204257165963879e-09,2.9208604582616916e-10
1971,0.0002586582600737789,4.366895384982123e-09,8.066519833046674e-09,3.0990302784290284e-10
1972,0.00026042192725331655,4.279663639345748e-09,7.75101513131712e-09,3.0858703291082787e-10
1973,0.00026101222777340027,4.232064381477179e-09,7.427935790259101e-09,3.796400574859352e-10
1974,0.00026149802891138407,4.02383926179084e-09,7.104771184072791e-09,3.9454071160920686e-10
1975,0.0002614888404163399,4.371476894756857e-09,6.973084585938847e-09,4.4319771067399417e-10
1976,0.00026082169746847024,4.242294103308706e-09,6.786021205280284e-09,4.687602508538344e-10
1977,0.000260715073506747,4.1122424196008265e-09,7.0852372223230626e-09,5.051768190275244e-10
1978,0.0002575253040829141,3.8815610091193415e-09,7.546527466420879e-09,5.754522909771711e-10
1979,0.0002549756339119215,3.738429756237695e-09,7.439074372379244e-09,5.366962965317309e-10
1980,0.00025263834062830677,3.590833947646794e-09,7.471543003337696e-09,4.363953266211291e-10
1981,0.0002502433240546712,3.471566494590255e-09,7.408900794457298e-09,4.114351131615354e-10
1982,0.00024769868053096743,3.208204210228668e-09,7.475464120736725e-09,4.220700743272156e-10
1983,0.0002470840699970722,3.199144758627069e-09,7.655515713419651e-09,4.5210942628548523e-10
1984,0.0002449764288030565,3.256180848763636e-09,7.618946743345338e-09,4.674030260054529e-10
1985,0.00024537823004980704,3.2061847779881904e-09,7.341177189955163e-09,4.264306259295557e-10
1986,0.0002445101895968297,2.920496289249286e-09,7.302571943971056e-09,4.731650478175174e-10
1987,0.0002442773028243599,2.7011710328801134e-09,7.572584273926201e-09,5.03154304926883e-10
1988,0.00024277677584905177,2.4214521181826446e-09,7.903963769198948e-09,6.133584711560352e-10
1989,0.00024199777440766672,2.2023546637177968e-09,7.926302788722036e-09,6.937587528264646e-10
1990,0.00023802756082399616,1.8942858234386304e-09,8.855345536216776e-09,6.418932805919906e-10
1991,0.00023498674480444088,1.5242682037199172e-09,8.571889864583682e-09,5.98889715597295e-10
1992,0.00023105364068344767,1.2799621045595749e-09,7.905210232449024e-09,5.528700790830803e-10
1993,0.00022760524630679617,1.2830337110208185e-09,7.470309418674707e-09,4.685658289942702e-10
1994,0.00022402221553160677,1.1727161543438415e-09,6.9297001470403075e-09,4.931036491827103e-10
1995,0.00022129702847450972,9.912667512220911e-10,6.364925190080076e-09,4.5191526314753665e-10
1996,0.00021842805186419615,9.384031646979857e-10,6.152778508905499e-09,3.815454499963725e-10
1997,0.00021665629589863653,8.803596423285448e-10,4.889148165686054e-09,3.7824859910884356e-10
1998,0.0002149474249953138,8.340581320836244e-10,4.642048364747861e-09,3.7769453834332213e-10
1999,0.0002142352397121223,7.365333700080714e-10,4.668294988669735e-09,4.1283994476972094e-10
2000,0.0002149253019264766,6.247291057486543e-10,4.786856022676034e-09,4.2986287148874934e-10
2001,0.00021451833267097494,5.68521527474378e-10,4.67988470198577e-09,3.6703750158232195e-10
2002,0.0002141806180588901,5.049258769033013e-10,4.693355069664205e-09,3.5481456859910917e-10
2003,0.00021322039745947613,4.3791240673345706e-10,4.8529921351355856e-09,3.164409627189256e-10
2004,0.0002118561803529571,3.3800155135083847e-10,4.765555537490838e-09,3.1876829152478944e-10
2005,0.00020930811712917472,2.6462212778165043e-10,4.708896732858696e-09,2.866425787205275e-10
2006,0.00020694380717551603,2.312526460006887e-10,4.744648420183597e-09,2.5299642341420585e-10
2007,0.00020419584013455148,2.056399633909578e-10,4.7462443499211665e-09,2.4885238512707883e-10
2008,0.00020292923103884926,1.818287564165593e-10,4.596097534305597e-09,2.7596883112046555e-10
2009,0.00020359073823783547,1.911042237155515e-10,4.631281897664914e-09,2.696276931882632e-10
2010,0.00020526330211266343,2.0199553537761768e-10,4.415730130753153e-09,2.8780562457063144e-10
2011,0.00020455913285591772,2.379222672052198e-10,4.436660816509175e-09,2.825516883956222e-10
2012,0.00020333949734257267,2.6647787548001693e-10,4.529271243772623e-09,2.786968869969034e-10
2013,0.0002026958702897121,2.6709122612013555e-10,4.5509429875372524e-09,2.79514689172089e-10
2014,0.00019889495784549842,2.6674840411918966e-10,4.388717135737709e-09,2.5250747276836117e-10
2015,0.0001927477278513834,2.677255470889024e-10,4.850350978001318e-09,2.2104017872012375e-10
2016,0.00018623910935795202,2.4501421427450664e-10,4.750251620626906e-09,1.7547564244911407e-10
2017,0.00018064946925733238,2.1898294635946947e-10,4.644032343866418e-09,1.474070362300628e-10
2018,0.00017743315838743002,1.9128661848943906e-10,4.610934123405741e-09,9.239681866834993e-11
2019,0.00017564132213010453,1.4566076643462988e-10,4.558194821591144e-09,8.746177133228672e-11
