ngram,belt,blt,belt,beelt
1546,1.1547597539772272e-05,0.0,1.1547597539772272e-05,0.0
1547,1.1547597539772272e-05,0.0,1.1547597539772272e-05,0.0
1548,1.2439323313628847e-05,0.0,1.2439323313628847e-05,0.0
1549,1.2439323313628847e-05,0.0,1.2439323313628847e-05,0.0
1550,1.0308306985150142e-06,0.0,1.0308306985150142e-06,0.0
1551,3.2529229169345593e-06,0.0,3.2529229169345593e-06,0.0
1552,3.974033916165354e-06,0.0,3.974033916165354e-06,0.0
1553,3.974033916165354e-06,0.0,3.974033916165354e-06,0.0
1554,3.974033916165354e-06,0.0,3.974033916165354e-06,0.0
1555,3.0823081423087776e-06,0.0,3.0823081423087776e-06,0.0
1556,3.0823081423087776e-06,0.0,3.0823081423087776e-06,0.0
1557,3.0823081423087776e-06,0.0,3.0823081423087776e-06,0.0
1558,3.449305625378786e-06,0.0,3.449305625378786e-06,0.0
1559,2.7281946261479917e-06,0.0,2.7281946261479917e-06,0.0
1560,4.971645726722532e-06,0.0,4.971645726722532e-06,0.0
1561,4.971645726722532e-06,0.0,4.971645726722532e-06,0.0
1562,6.749360311784715e-06,0.0,6.749360311784715e-06,0.0
1563,9.931712416541164e-06,0.0,9.931712416541164e-06,0.0
1564,1.629335916472233e-05,0.0,1.629335916472233e-05,0.0
1565,1.6600566466097787e-05,0.0,1.6600566466097787e-05,0.0
1566,1.6600566466097787e-05,0.0,1.6600566466097787e-05,0.0
1567,1.5039512683350559e-05,0.0,1.5039512683350559e-05,0.0
1568,1.5039512683350559e-05,0.0,1.5039512683350559e-05,0.0
1569,1.3261798098288377e-05,0.0,1.3261798098288377e-05,0.0
1570,1.0079445993531927e-05,0.0,1.0079445993531927e-05,0.0
1571,3.7177992453507613e-06,0.0,3.7177992453507613e-06,0.0
1572,6.823973178273133e-07,0.0,6.823973178273133e-07,0.0
1573,3.1992160204806297e-06,0.0,3.1992160204806297e-06,0.0
1574,4.150953308063825e-06,0.0,4.150953308063825e-06,0.0
1575,4.150953308063825e-06,0.0,4.150953308063825e-06,0.0
1576,5.502994619226749e-06,0.0,5.502994619226749e-06,0.0
1577,5.502994619226749e-06,0.0,5.502994619226749e-06,0.0
1578,8.393951897492766e-06,0.0,8.393951897492766e-06,0.0
1579,9.68746150777276e-06,0.0,9.68746150777276e-06,0.0
1580,9.151564492120607e-06,0.0,9.151564492120607e-06,0.0
1581,7.517429886710099e-06,0.0,7.517429886710099e-06,0.0
1582,7.936411261003481e-06,0.0,7.936411261003481e-06,0.0
1583,6.584369949840558e-06,0.0,6.584369949840558e-06,0.0
1584,9.281704641190508e-06,0.0,9.281704641190508e-06,0.0
1585,6.39074736292449e-06,0.0,6.39074736292449e-06,0.0
1586,5.0972377526444945e-06,0.0,5.0972377526444945e-06,0.0
1587,3.116316065643332e-06,0.0,3.116316065643332e-06,0.0
1588,3.7858218807481795e-06,0.0,3.7858218807481795e-06,0.0
1589,3.7402934529901747e-06,0.0,3.7402934529901747e-06,0.0
1590,6.080074334542067e-06,0.0,6.080074334542067e-06,0.0
1591,4.182340035185916e-06,0.0,4.182340035185916e-06,0.0
1592,4.779311828834969e-06,0.0,4.779311828834969e-06,0.0
1593,9.021569569865409e-06,0.0,9.021569569865409e-06,0.0
1594,9.859727470029611e-06,0.0,9.859727470029611e-06,0.0
1595,9.190221654924763e-06,0.0,9.190221654924763e-06,0.0
1596,8.816768708389386e-06,0.0,8.816768708389386e-06,0.0
1597,7.324422507995873e-06,0.0,7.324422507995873e-06,0.0
1598,7.011395187614003e-06,0.0,7.011395187614003e-06,0.0
1599,7.593534941666544e-06,0.0,7.593534941666544e-06,0.0
1600,3.670795454776713e-06,0.0,3.670795454776713e-06,0.0
1601,3.809256863210716e-06,0.0,3.809256863210716e-06,0.0
1602,5.584069120751727e-06,0.0,5.584069120751727e-06,0.0
1603,6.408289339430796e-06,0.0,6.408289339430796e-06,0.0
1604,6.752746945234581e-06,0.0,6.752746945234581e-06,0.0
1605,6.378610765165961e-06,0.0,6.378610765165961e-06,0.0
1606,5.920220173395917e-06,0.0,5.920220173395917e-06,0.0
1607,5.600701919255309e-06,0.0,5.600701919255309e-06,0.0
1608,5.422792997121308e-06,0.0,5.422792997121308e-06,0.0
1609,3.647980739580297e-06,0.0,3.647980739580297e-06,0.0
1610,2.9512087849070667e-06,0.0,2.9512087849070667e-06,0.0
1611,2.1689656120673007e-06,0.0,2.1689656120673007e-06,0.0
1612,4.208534546380958e-06,0.0,4.208534546380958e-06,0.0
1613,4.926107871077485e-06,0.0,4.926107871077485e-06,0.0
1614,5.914937146046993e-06,0.0,5.914937146046993e-06,0.0
1615,5.116226759582787e-06,0.0,5.116226759582787e-06,0.0
1616,6.197500324235859e-06,0.0,6.197500324235859e-06,0.0
1617,6.811300051724954e-06,0.0,6.811300051724954e-06,0.0
1618,6.598605214743916e-06,0.0,6.598605214743916e-06,0.0
1619,5.3468753873988e-06,0.0,5.3468753873988e-06,0.0
1620,4.513014589844845e-06,0.0,4.513014589844845e-06,0.0
1621,4.416275276396066e-06,0.0,4.416275276396066e-06,0.0
1622,4.768017317603933e-06,0.0,4.768017317603933e-06,0.0
1623,4.494986358492627e-06,0.0,4.494986358492627e-06,0.0
1624,4.20173492849634e-06,1.493321925798747e-07,4.20173492849634e-06,0.0
1625,4.420104102921739e-06,1.493321925798747e-07,4.420104102921739e-06,0.0
1626,3.979071737246288e-06,1.493321925798747e-07,3.979071737246288e-06,0.0
1627,4.013723615311651e-06,1.493321925798747e-07,4.013723615311651e-06,0.0
1628,5.480052160627176e-06,1.493321925798747e-07,5.480052160627176e-06,0.0
1629,5.3758981591402384e-06,1.493321925798747e-07,5.3758981591402384e-06,0.0
1630,4.998900554450561e-06,1.493321925798747e-07,4.998900554450561e-06,0.0
1631,5.287743793555169e-06,0.0,5.287743793555169e-06,0.0
1632,5.513803281636294e-06,0.0,5.513803281636294e-06,0.0
1633,5.4658380252346565e-06,0.0,5.4658380252346565e-06,0.0
1634,5.073588990204111e-06,0.0,5.073588990204111e-06,0.0
1635,3.0444493372020328e-06,8.231971345854358e-08,3.0444493372020328e-06,0.0
1636,3.4916165694604776e-06,8.231971345854358e-08,3.4916165694604776e-06,0.0
1637,4.2309336062576875e-06,8.231971345854358e-08,4.2309336062576875e-06,0.0
1638,3.965439077546762e-06,8.231971345854358e-08,3.965439077546762e-06,0.0
1639,4.024888198728149e-06,2.380601732251567e-07,4.024888198728149e-06,0.0
1640,4.64169035499903e-06,2.380601732251567e-07,4.64169035499903e-06,0.0
1641,4.693464461524854e-06,2.380601732251567e-07,4.693464461524854e-06,0.0
1642,4.6880351029748065e-06,1.557404597666131e-07,4.6880351029748065e-06,0.0
1643,4.264247179110368e-06,1.557404597666131e-07,4.264247179110368e-06,0.0
1644,3.460331007382982e-06,1.557404597666131e-07,3.460331007382982e-06,0.0
1645,3.5292708681871384e-06,1.557404597666131e-07,3.5292708681871384e-06,0.0
1646,3.4328692371283457e-06,0.0,3.4328692371283457e-06,0.0
1647,3.133107579092861e-06,0.0,3.133107579092861e-06,0.0
1648,3.0637433253234903e-06,0.0,3.0637433253234903e-06,0.0
1649,3.6003993792681806e-06,0.0,3.6003993792681806e-06,0.0
1650,4.2517548958390506e-06,0.0,4.2517548958390506e-06,0.0
1651,4.014109273547157e-06,0.0,4.014109273547157e-06,0.0
1652,3.919195315964836e-06,5.567139688927065e-08,3.919195315964836e-06,0.0
1653,3.9931469148411584e-06,5.567139688927065e-08,3.9931469148411584e-06,0.0
1654,4.053008556833707e-06,5.567139688927065e-08,4.053008556833707e-06,0.0
1655,4.404792808340322e-06,5.567139688927065e-08,4.404792808340322e-06,0.0
1656,3.952053231971929e-06,5.567139688927065e-08,3.952053231971929e-06,0.0
1657,3.697036764346454e-06,5.567139688927065e-08,3.697036764346454e-06,0.0
1658,4.318655425907179e-06,5.567139688927065e-08,4.318655425907179e-06,0.0
1659,4.1306217326564365e-06,0.0,4.1306217326564365e-06,0.0
1660,4.173812921440653e-06,0.0,4.173812921440653e-06,0.0
1661,3.788744850550886e-06,0.0,3.788744850550886e-06,0.0
1662,3.979111771254143e-06,0.0,3.979111771254143e-06,0.0
1663,4.031210648593385e-06,0.0,4.031210648593385e-06,0.0
1664,3.835540009536739e-06,0.0,3.835540009536739e-06,0.0
1665,3.3935624190105173e-06,0.0,3.3935624190105173e-06,0.0
1666,3.735450913414492e-06,0.0,3.735450913414492e-06,0.0
1667,3.241043909188842e-06,0.0,3.241043909188842e-06,0.0
1668,3.494229726389416e-06,0.0,3.494229726389416e-06,0.0
1669,3.1721437738139812e-06,0.0,3.1721437738139812e-06,0.0
1670,3.1760689255731578e-06,3.864916818331819e-08,3.1760689255731578e-06,0.0
1671,3.2128656844828844e-06,7.775936085506276e-08,3.2128656844828844e-06,0.0
1672,3.1010291812500716e-06,1.0235996228402655e-07,3.1010291812500716e-06,0.0
1673,3.070889241436297e-06,1.0235996228402655e-07,3.070889241436297e-06,0.0
1674,3.201558781386536e-06,1.0235996228402655e-07,3.201558781386536e-06,0.0
1675,3.197312025804422e-06,1.0235996228402655e-07,3.197312025804422e-06,0.0
1676,2.9627331709239764e-06,1.0235996228402655e-07,2.9627331709239764e-06,0.0
1677,2.901977560603492e-06,6.371079410070837e-08,2.901977560603492e-06,0.0
1678,3.2102064519027148e-06,2.4600601428963794e-08,3.2102064519027148e-06,0.0
1679,3.497908794867856e-06,0.0,3.497908794867856e-06,0.0
1680,3.435676749826858e-06,0.0,3.435676749826858e-06,0.0
1681,3.50298208624216e-06,0.0,3.50298208624216e-06,0.0
1682,3.1533460774621095e-06,0.0,3.1533460774621095e-06,0.0
1683,3.5564959099636847e-06,4.413445659728106e-08,3.5564959099636847e-06,0.0
1684,3.445677326193878e-06,4.413445659728106e-08,3.445677326193878e-06,0.0
1685,3.2149850345116908e-06,4.413445659728106e-08,3.2149850345116908e-06,0.0
1686,3.200174400522623e-06,4.413445659728106e-08,3.200174400522623e-06,0.0
1687,2.940520939124066e-06,4.413445659728106e-08,2.940520939124066e-06,0.0
1688,2.794929319601839e-06,4.413445659728106e-08,2.794929319601839e-06,0.0
1689,2.80822551498464e-06,4.413445659728106e-08,2.80822551498464e-06,0.0
1690,2.5849786717507025e-06,2.0770290884034433e-08,2.5849786717507025e-06,0.0
1691,2.6597536556697117e-06,2.0770290884034433e-08,2.6597536556697117e-06,0.0
1692,2.5708134866623108e-06,2.0770290884034433e-08,2.5708134866623108e-06,0.0
1693,2.696789676649912e-06,2.0770290884034433e-08,2.696789676649912e-06,0.0
1694,2.9616857253651167e-06,2.0770290884034433e-08,2.9616857253651167e-06,0.0
1695,3.348928787870266e-06,2.0770290884034433e-08,3.348928787870266e-06,0.0
1696,3.694546811467652e-06,2.0770290884034433e-08,3.694546811467652e-06,0.0
1697,3.895024324914889e-06,0.0,3.895024324914889e-06,0.0
1698,4.461447880592979e-06,0.0,4.461447880592979e-06,0.0
1699,4.526409156824229e-06,0.0,4.526409156824229e-06,0.0
1700,4.7496011705204315e-06,0.0,4.7496011705204315e-06,0.0
1701,5.010845338152389e-06,0.0,5.010845338152389e-06,0.0
1702,4.823459188888332e-06,0.0,4.823459188888332e-06,0.0
1703,4.5375306204472765e-06,0.0,4.5375306204472765e-06,0.0
1704,4.479447105560601e-06,0.0,4.479447105560601e-06,8.66176666899524e-09
1705,4.562549065667554e-06,1.831560934663555e-08,4.562549065667554e-06,8.66176666899524e-09
1706,4.421423389950567e-06,4.046637513965834e-08,4.421423389950567e-06,8.66176666899524e-09
1707,4.40462054029922e-06,6.477128116395242e-08,4.40462054029922e-06,8.66176666899524e-09
1708,4.171448381384835e-06,6.477128116395242e-08,4.171448381384835e-06,8.66176666899524e-09
1709,4.233167731269662e-06,6.477128116395242e-08,4.233167731269662e-06,8.66176666899524e-09
1710,4.580797589629323e-06,6.477128116395242e-08,4.580797589629323e-06,8.66176666899524e-09
1711,4.431461223118406e-06,6.477128116395242e-08,4.431461223118406e-06,0.0
1712,4.012432977365929e-06,4.645567181731687e-08,4.012432977365929e-06,0.0
1713,3.991835001215804e-06,3.51229212063637e-08,3.991835001215804e-06,0.0
1714,3.859785855248836e-06,1.0818015182069627e-08,3.859785855248836e-06,0.0
1715,3.987636124033348e-06,1.0818015182069627e-08,3.987636124033348e-06,0.0
1716,4.137197103253649e-06,1.0818015182069627e-08,4.137197103253649e-06,0.0
1717,4.292927737229288e-06,1.0818015182069627e-08,4.292927737229288e-06,0.0
1718,4.269097124571479e-06,1.8559771624333214e-08,4.269097124571479e-06,0.0
1719,4.106210553800338e-06,1.8559771624333214e-08,4.106210553800338e-06,0.0
1720,4.394589723233366e-06,1.6802884670953844e-08,4.394589723233366e-06,0.0
1721,4.232660363153887e-06,1.6802884670953844e-08,4.232660363153887e-06,0.0
1722,4.051479468866351e-06,1.6802884670953844e-08,4.051479468866351e-06,0.0
1723,3.718952971861914e-06,2.9153237030803732e-08,3.718952971861914e-06,0.0
1724,3.2276720308540722e-06,3.50241567811541e-08,3.2276720308540722e-06,0.0
1725,3.1799864440732302e-06,2.728240033889051e-08,3.1799864440732302e-06,0.0
1726,3.2499972998526313e-06,2.728240033889051e-08,3.2499972998526313e-06,0.0
1727,2.9308582075568016e-06,1.8221272110200256e-08,2.9308582075568016e-06,0.0
1728,2.7791506259485947e-06,1.8221272110200256e-08,2.7791506259485947e-06,0.0
1729,2.6810032522917027e-06,2.4593248834240252e-08,2.6810032522917027e-06,0.0
1730,2.7483714088053342e-06,1.2242896474390363e-08,2.7483714088053342e-06,0.0
1731,2.6256268159029006e-06,6.371976724039996e-09,2.6256268159029006e-06,0.0
1732,2.8101317509156487e-06,6.371976724039996e-09,2.8101317509156487e-06,0.0
1733,2.621634036716257e-06,6.371976724039996e-09,2.621634036716257e-06,0.0
1734,2.732168435873713e-06,1.669543995116588e-08,2.732168435873713e-06,0.0
1735,2.860812108857707e-06,1.669543995116588e-08,2.860812108857707e-06,0.0
1736,2.9957923938387206e-06,1.0323463227125882e-08,2.9957923938387206e-06,0.0
1737,2.8332858944070594e-06,1.0323463227125882e-08,2.8332858944070594e-06,0.0
1738,3.018878715010942e-06,1.0323463227125882e-08,3.018878715010942e-06,0.0
1739,3.1159163427219028e-06,1.0323463227125882e-08,3.1159163427219028e-06,0.0
1740,3.1591910750908677e-06,1.0323463227125882e-08,3.1591910750908677e-06,0.0
1741,2.958393516954467e-06,0.0,2.958393516954467e-06,0.0
1742,3.3980930506264225e-06,0.0,3.3980930506264225e-06,0.0
1743,3.577513877774306e-06,0.0,3.577513877774306e-06,0.0
1744,3.7698261751627016e-06,4.464060359461135e-09,3.7698261751627016e-06,0.0
1745,3.7234381125017535e-06,1.0775636383186793e-08,3.7234381125017535e-06,0.0
1746,3.698185927143121e-06,1.0775636383186793e-08,3.698185927143121e-06,0.0
1747,3.7048019164233537e-06,1.0775636383186793e-08,3.7048019164233537e-06,0.0
1748,3.898723564686536e-06,1.0775636383186793e-08,3.898723564686536e-06,0.0
1749,3.4398009185159547e-06,1.0775636383186793e-08,3.4398009185159547e-06,0.0
1750,3.2908961072410292e-06,1.0775636383186793e-08,3.2908961072410292e-06,0.0
1751,3.196044937275084e-06,6.311576023725658e-09,3.196044937275084e-06,0.0
1752,3.2716306707568165e-06,0.0,3.2716306707568165e-06,0.0
1753,3.3328617519146064e-06,0.0,3.3328617519146064e-06,0.0
1754,3.5819144678888345e-06,0.0,3.5819144678888345e-06,0.0
1755,3.7984914017995053e-06,0.0,3.7984914017995053e-06,0.0
1756,3.927647250228412e-06,0.0,3.927647250228412e-06,6.070941083180514e-09
1757,4.564103522040698e-06,3.045123264655558e-09,4.564103522040698e-06,6.070941083180514e-09
1758,4.738125101409553e-06,9.260292849993285e-09,4.738125101409553e-06,6.070941083180514e-09
1759,4.804769300140574e-06,1.6217882655869938e-08,4.804769300140574e-06,6.070941083180514e-09
1760,5.057306095425572e-06,1.8879249655664613e-08,5.057306095425572e-06,6.070941083180514e-09
1761,5.227733644070602e-06,2.443038457248089e-08,5.227733644070602e-06,6.070941083180514e-09
1762,5.2059544941585045e-06,2.7112966602008522e-08,5.2059544941585045e-06,6.070941083180514e-09
1763,5.15602778250468e-06,2.7112966602008522e-08,5.15602778250468e-06,0.0
1764,4.94350115332054e-06,2.4067843337352964e-08,4.94350115332054e-06,0.0
1765,5.366904328444175e-06,1.7852673752015236e-08,5.366904328444175e-06,0.0
1766,5.575767123186129e-06,1.0895083946138584e-08,5.575767123186129e-06,0.0
1767,5.366767449491558e-06,1.117821923912743e-08,5.366767449491558e-06,2.9445022927835194e-09
1768,5.8446038825163015e-06,5.627084322311151e-09,5.8446038825163015e-06,2.9445022927835194e-09
1769,5.788939168788991e-06,2.9445022927835194e-09,5.788939168788991e-06,2.9445022927835194e-09
1770,6.278882535428108e-06,2.9445022927835194e-09,6.278882535428108e-06,5.827423876780813e-09
1771,6.137946716730117e-06,2.9445022927835194e-09,6.137946716730117e-06,8.46006769401291e-09
1772,5.897053207653309e-06,8.21666595080777e-09,5.897053207653309e-06,8.46006769401291e-09
1773,5.905005699397796e-06,8.21666595080777e-09,5.905005699397796e-06,8.46006769401291e-09
1774,6.072268531300194e-06,1.0617089937373488e-08,6.072268531300194e-06,5.515565401229391e-09
1775,5.750659121466535e-06,1.0617089937373488e-08,5.750659121466535e-06,5.515565401229391e-09
1776,5.990044948183433e-06,1.0617089937373488e-08,5.990044948183433e-06,5.515565401229391e-09
1777,5.9472132046981386e-06,1.3535140246696237e-08,5.9472132046981386e-06,2.6326438172320975e-09
1778,5.858160160901857e-06,1.3535140246696237e-08,5.858160160901857e-06,0.0
1779,5.950638621600644e-06,1.0824662309362663e-08,5.950638621600644e-06,0.0
1780,6.085024129528652e-06,1.7872082988138312e-08,6.085024129528652e-06,0.0
1781,6.108808390438623e-06,1.2527156708789074e-08,6.108808390438623e-06,0.0
1782,6.0238747080023e-06,1.2527156708789074e-08,6.0238747080023e-06,2.1581334814462546e-09
1783,6.061601652618265e-06,1.4701755749310256e-08,6.061601652618265e-06,2.1581334814462546e-09
1784,5.681990257601553e-06,1.1783705439987507e-08,5.681990257601553e-06,2.1581334814462546e-09
1785,5.7688137401003455e-06,1.1783705439987507e-08,5.7688137401003455e-06,2.1581334814462546e-09
1786,5.5261826413958004e-06,9.222019719296831e-09,5.5261826413958004e-06,2.1581334814462546e-09
1787,5.839314975933771e-06,2.174599040521181e-09,5.839314975933771e-06,3.447275100297377e-09
1788,5.770642214234353e-06,8.707359404931075e-09,5.770642214234353e-06,4.753827173179356e-09
1789,5.7352129130906955e-06,8.707359404931075e-09,5.7352129130906955e-06,3.7590785087867775e-09
1790,5.619195820015323e-06,7.637608767652182e-09,5.619195820015323e-06,3.7590785087867775e-09
1791,6.466208755487709e-06,8.723575005222171e-09,6.466208755487709e-06,3.7590785087867775e-09
1792,6.634635220897118e-06,1.5253147062870605e-08,6.634635220897118e-06,3.7590785087867775e-09
1793,6.750100900327587e-06,1.5253147062870605e-08,6.750100900327587e-06,3.7590785087867775e-09
1794,6.376906834962678e-06,1.7249118197274323e-08,6.376906834962678e-06,4.465908024339374e-09
1795,6.4138542126914085e-06,1.1629629957456343e-08,6.4138542126914085e-06,3.1593559514573956e-09
1796,6.327329824021685e-06,1.3525953182888121e-08,6.327329824021685e-06,1.9959711344037193e-09
1797,6.501265358695361e-06,1.4688799383171564e-08,6.501265358695361e-06,1.9959711344037193e-09
1798,5.843166231248428e-06,1.765342995595022e-08,5.843166231248428e-06,2.574627812533338e-09
1799,5.57092523324952e-06,1.4127705735437042e-08,5.57092523324952e-06,3.175397405336915e-09
1800,5.393709573451945e-06,1.4539369644747272e-08,5.393709573451945e-06,3.175397405336915e-09
1801,5.1377539875829825e-06,1.3472079452014896e-08,5.1377539875829825e-06,1.1794262709331959e-09
1802,4.895950464093143e-06,1.429531451943181e-08,4.895950464093143e-06,1.6135530689354027e-09
1803,4.7648451137709865e-06,1.3451991140048643e-08,4.7648451137709865e-06,1.6135530689354027e-09
1804,4.33523229860709e-06,1.240460673861727e-08,4.33523229860709e-06,1.9186306194589927e-09
1805,4.145852634402607e-06,9.392719935163996e-09,4.145852634402607e-06,1.5996514430532167e-09
1806,3.9990392711583155e-06,6.647422199991735e-09,3.9990392711583155e-06,9.988818502496395e-10
1807,4.031626206467211e-06,7.700306900052364e-09,4.031626206467211e-06,9.988818502496395e-10
1808,3.871336665335028e-06,7.477715494427376e-09,3.871336665335028e-06,9.988818502496395e-10
1809,3.643860314436357e-06,6.283982762716229e-09,3.643860314436357e-06,5.647550522474327e-10
1810,3.454004010044238e-06,5.2309829166676175e-09,3.454004010044238e-06,5.647550522474327e-10
1811,3.3363807818074875e-06,4.71382453705514e-09,3.3363807818074875e-06,4.940614425511366e-10
1812,3.1616344650891345e-06,4.152531049176186e-09,3.1616344650891345e-06,7.118004598437113e-10
1813,2.9831161165410388e-06,5.445816178958499e-09,2.9831161165410388e-06,7.118004598437113e-10
1814,2.886319212588465e-06,4.399183842604007e-09,2.886319212588465e-06,7.118004598437113e-10
1815,2.8897777610836783e-06,4.0793757261070596e-09,2.8897777610836783e-06,9.049411696184149e-10
1816,3.0722897333492128e-06,4.107119438196654e-09,3.0722897333492128e-06,9.049411696184149e-10
1817,3.2691088693224757e-06,4.107119438196654e-09,3.2691088693224757e-06,9.049411696184149e-10
1818,3.5339509655126937e-06,4.299141963061613e-09,3.5339509655126937e-06,6.705572287911212e-10
1819,3.710151564259182e-06,3.9720228852045486e-09,3.710151564259182e-06,1.9314070977470366e-10
1820,3.867550341445687e-06,2.8623784453785106e-09,3.867550341445687e-06,1.9314070977470366e-10
1821,3.961820051959616e-06,3.087233468868078e-09,3.961820051959616e-06,4.502492188608796e-10
1822,4.069061820441025e-06,3.0752587619277604e-09,4.069061820441025e-06,5.066463122054594e-10
1823,4.150512138169558e-06,3.0665916631430636e-09,4.150512138169558e-06,5.066463122054594e-10
1824,4.10662057350107e-06,3.3348316965030124e-09,4.10662057350107e-06,5.066463122054594e-10
1825,4.0617275902020215e-06,2.5662741534989866e-09,4.0617275902020215e-06,5.066463122054594e-10
1826,4.119624528747019e-06,2.6529731982678176e-09,4.119624528747019e-06,5.066463122054594e-10
1827,4.141807104523261e-06,2.524494224775964e-09,4.141807104523261e-06,5.066463122054594e-10
1828,4.262212509534688e-06,2.6540280687445008e-09,4.262212509534688e-06,2.4953780311928343e-10
1829,4.623001067167414e-06,3.2635612862946014e-09,4.623001067167414e-06,0.0
1830,4.7389490386454525e-06,2.9876238546603216e-09,4.7389490386454525e-06,0.0
1831,4.839048610197746e-06,3.55543574740277e-09,4.839048610197746e-06,0.0
1832,4.889472945381255e-06,6.749647761340936e-09,4.889472945381255e-06,0.0
1833,5.025029167882167e-06,6.760086062358133e-09,5.025029167882167e-06,8.247826231512688e-11
1834,5.0898380712689165e-06,6.695554824861663e-09,5.0898380712689165e-06,8.247826231512688e-11
1835,5.291868157135988e-06,6.342166680717298e-09,5.291868157135988e-06,8.247826231512688e-11
1836,5.178299488761695e-06,5.88375502287773e-09,5.178299488761695e-06,1.5753944180931156e-10
1837,5.33191035044313e-06,6.217372664326806e-09,5.33191035044313e-06,1.5753944180931156e-10
1838,5.54093386589167e-06,6.29722973766178e-09,5.54093386589167e-06,1.5753944180931156e-10
1839,5.7877255780372905e-06,3.12796379274362e-09,5.7877255780372905e-06,1.5753944180931156e-10
1840,5.795121459024293e-06,3.0317009379134318e-09,5.795121459024293e-06,7.506117949418467e-11
1841,5.932874176193893e-06,3.4123188560489635e-09,5.932874176193893e-06,7.506117949418467e-11
1842,5.888430548241429e-06,3.297479067576603e-09,5.888430548241429e-06,1.3587661947970072e-10
1843,5.933323986287828e-06,3.6245196843864846e-09,5.933323986287828e-06,6.081543998551605e-11
1844,5.92113818649003e-06,3.4724683921944735e-09,5.92113818649003e-06,1.2759829700773447e-10
1845,5.943394236445394e-06,3.0904695152195974e-09,5.943394236445394e-06,1.9433706231554637e-10
1846,5.950505835374185e-06,3.3954501432731377e-09,5.950505835374185e-06,1.9433706231554637e-10
1847,6.0656486441855255e-06,3.910938335088028e-09,6.0656486441855255e-06,1.9433706231554637e-10
1848,6.3140322319148775e-06,4.374893368210207e-09,6.3140322319148775e-06,1.9433706231554637e-10
1849,6.5349788980841235e-06,4.608211558375177e-09,6.5349788980841235e-06,1.8726115896023591e-10
1850,6.6424601235277284e-06,4.9424903852164044e-09,6.6424601235277284e-06,1.8726115896023591e-10
1851,6.828669419129645e-06,5.0321535509973665e-09,6.828669419129645e-06,2.133354921290171e-10
1852,7.070965823783938e-06,5.357790148049649e-09,7.070965823783938e-06,1.971582976244081e-10
1853,7.375568072477888e-06,5.9146927990281844e-09,7.375568072477888e-06,2.454176385922681e-10
