ngram,confidence,confidnce,confidece,conidence
1921,3.7331313900982165e-05,1.0256421902253366e-09,2.483622464434708e-10,2.935293532045437e-09
1922,3.693759416429592e-05,8.667413850130653e-10,2.1648480131546728e-10,2.9778156765810795e-09
1923,3.652379330430579e-05,7.28076654521459e-10,2.1648480131546728e-10,3.1266430397128684e-09
1924,3.5880520694523253e-05,5.674336992341925e-10,1.8504339429784419e-10,2.8995333118635766e-09
1925,3.5201564190044466e-05,4.696416509654609e-10,1.1314219501766333e-10,2.913849415721513e-09
1926,3.454182920644858e-05,3.417899296920268e-10,1.2185941145048673e-10,2.828292774584692e-09
1927,3.447498758240337e-05,3.413266534492619e-10,7.545610168437276e-11,2.795362322568654e-09
1928,3.452501602753598e-05,4.5007196778991595e-10,4.734449340507549e-11,2.717431486181405e-09
1929,3.54978526177417e-05,5.787699486337061e-10,4.734449340507549e-11,3.033340562857185e-09
1930,3.566969826351851e-05,5.131314619242846e-10,4.734449340507549e-11,3.1466222008954705e-09
1931,3.6057499528396875e-05,5.692204406239552e-10,2.292296313084157e-11,3.3990226189217765e-09
1932,3.586284063723204e-05,5.704965825145284e-10,4.656620922194321e-11,3.317211045532937e-09
1933,3.556609070593757e-05,5.704965825145284e-10,2.3643246091101642e-11,3.4825557041325996e-09
1934,3.5051038659210985e-05,5.702260786571195e-10,2.3643246091101642e-11,3.5667466123458423e-09
1935,3.447520897939934e-05,4.778138222384851e-10,2.3643246091101642e-11,3.555003561369777e-09
1936,3.330428392343622e-05,3.217506816532989e-10,2.3643246091101642e-11,3.3921788869914084e-09
1937,3.2552003956100505e-05,3.7472301452266624e-10,2.3643246091101642e-11,3.075357714519912e-09
1938,3.157676344147019e-05,2.697909752745277e-10,2.3643246091101642e-11,2.9729517895101967e-09
1939,3.135008461997911e-05,4.714447324590968e-10,4.9788050666370913e-11,2.9182821873316047e-09
1940,3.10740384260758e-05,4.972379948263241e-10,4.9788050666370913e-11,3.099770567211684e-09
1941,3.1181552653184296e-05,5.575058272176494e-10,1.3252375784057945e-10,3.1172237172480013e-09
1942,3.1092610307886e-05,6.625094401651361e-10,1.3252375784057945e-10,3.3951103515862867e-09
1943,3.1351832408940285e-05,6.415720078216986e-10,1.5397708306798463e-10,3.6628681040643383e-09
1944,3.156972239334469e-05,5.258888205858117e-10,1.9191972812558434e-10,3.838457583528663e-09
1945,3.209796081396884e-05,5.634276616690264e-10,1.9191972812558434e-10,3.768980048692226e-09
1946,3.211418879800476e-05,3.641317247726761e-10,1.752278857728281e-10,3.825964116949925e-09
1947,3.256228384478683e-05,4.376803146101592e-10,2.414557898860232e-10,3.744069752644106e-09
1948,3.267679234600759e-05,3.720446074233814e-10,1.5872008271181467e-10,3.797619742483351e-09
1949,3.301491389200757e-05,2.396024906259342e-10,1.5872008271181467e-10,3.7215206154834438e-09
1950,3.303001878001461e-05,2.396024906259342e-10,1.7110670816730281e-10,3.627213323349159e-09
1951,3.3177032621876735e-05,3.695730586640776e-10,1.6626225991205652e-10,3.57836236832197e-09
1952,3.3215703297173604e-05,4.2613791067276045e-10,1.6626225991205652e-10,3.842673829928296e-09
1953,3.373645293842336e-05,4.5493978425728953e-10,1.6454452483089758e-10,3.885676827916232e-09
1954,3.3696324473047366e-05,3.846298438478105e-10,9.831662071770251e-11,3.7001545002571643e-09
1955,3.397165762310449e-05,5.124723621653868e-10,1.1281087274645734e-10,3.792167120002838e-09
1956,3.3956063686803516e-05,5.358702172473886e-10,1.1281087274645734e-10,3.725057183347401e-09
1957,3.408881405318555e-05,5.613576686824828e-10,7.897092206356402e-11,3.757300597635143e-09
1958,3.4290272326740834e-05,5.552374690972631e-10,1.1728357075207237e-10,3.805703561811567e-09
1959,3.459075274544635e-05,5.627792299638707e-10,1.1728357075207237e-10,3.783190459318218e-09
1960,3.4762068285739846e-05,6.219752431345173e-10,1.1766868134628032e-10,3.7936833674478976e-09
1961,3.5061310232517175e-05,6.379656069294931e-10,1.289242502438321e-10,3.922769093683038e-09
1962,3.511929181903335e-05,5.440318691572545e-10,1.1442999821507728e-10,3.6979425236235588e-09
1963,3.536976665990161e-05,5.927625592753013e-10,1.2433385471981902e-10,3.6239149776256293e-09
1964,3.56416821887251e-05,6.302282782945565e-10,1.333271647847261e-10,3.377191478851468e-09
1965,3.5987033438037285e-05,5.84372482943201e-10,2.2058779208007044e-10,3.2797225887496293e-09
1966,3.636783575140206e-05,5.442785309752094e-10,3.612769349554361e-10,3.2476116399290535e-09
1967,3.653763841222306e-05,4.3317036862206797e-10,4.002707827886555e-10,3.3265006939485276e-09
1968,3.694948255932624e-05,4.147177165173385e-10,4.687240883126189e-10,3.1565486732379864e-09
1969,3.712551863697756e-05,3.99616478796716e-10,5.31562287242604e-10,2.9708536265969444e-09
1970,3.703265922792655e-05,4.0694636945940287e-10,5.479669575235237e-10,2.7113031819681055e-09
1971,3.698156537471472e-05,3.9769860420741614e-10,6.284826508424451e-10,2.8706381716148144e-09
1972,3.6643740583843153e-05,3.4420993436487125e-10,5.567656296318851e-10,2.8041471367146187e-09
1973,3.618516815809666e-05,3.569453026803464e-10,4.573469698192818e-10,2.6573292455367437e-09
1974,3.595483680588326e-05,3.630012778461327e-10,4.436220597219582e-10,2.4865330112382774e-09
1975,3.5424897630166796e-05,4.418551576211373e-10,3.8013218564955254e-10,2.425707444432744e-09
1976,3.519390832350057e-05,5.023847905143747e-10,3.333668490067078e-10,2.481192299238647e-09
1977,3.510868295312061e-05,5.022371229219352e-10,3.150847331061841e-10,2.484464792626032e-09
1978,3.484749114639791e-05,5.138111464075834e-10,2.3373565830835703e-10,2.2656479866814803e-09
1979,3.4882518126063845e-05,5.434832326242248e-10,1.630366085192403e-10,2.129150411533942e-09
1980,3.5319316728938634e-05,5.08380498412794e-10,1.4527660869924552e-10,2.016748641103001e-09
1981,3.533660648307497e-05,4.986798831017682e-10,1.1876328145128083e-10,1.8042600905384835e-09
1982,3.543532407742792e-05,4.2290235995651974e-10,1.544247453125599e-10,1.6693554951073354e-09
1983,3.553591523086652e-05,3.6347771221428056e-10,1.6055940059632257e-10,1.4847422973624752e-09
1984,3.5578766983235255e-05,2.745113749409127e-10,1.6723417640775373e-10,1.3682342322621617e-09
1985,3.5819062239690016e-05,2.3816824603776054e-10,1.8801054760661121e-10,1.281487416182614e-09
1986,3.583492486671146e-05,1.788360441877325e-10,1.7175514582008182e-10,1.2083382786417678e-09
1987,3.5489555427505237e-05,1.5302684318120796e-10,1.5493213012133086e-10,1.0913091462251755e-09
1988,3.554569931501257e-05,1.50931675887581e-10,1.3827575542912918e-10,1.1071621793970872e-09
1989,3.572520446531209e-05,1.4124173061283837e-10,9.969931477615823e-11,1.1193400412905824e-09
1990,3.6047389065580706e-05,1.108866649295643e-10,9.746418404486614e-11,1.0740840994394318e-09
1991,3.608762303234211e-05,1.2324387641379379e-10,1.221786070133251e-10,1.132282204504723e-09
1992,3.5953128514977705e-05,1.1339461413501744e-10,9.960465339425057e-11,1.098024544304061e-09
1993,3.600988566176966e-05,1.0601886333124914e-10,1.1892873144625504e-10,1.0693565556861374e-09
1994,3.625556720570395e-05,1.381658359151621e-10,1.5126004417252504e-10,1.1437073669081803e-09
1995,3.651553561212495e-05,1.7485579056104276e-10,1.4378435594930572e-10,1.2408587490853051e-09
1996,3.6827890393656813e-05,1.9271199318866243e-10,1.619905276385923e-10,1.3399440446093536e-09
1997,3.688097993809996e-05,1.9180705535764327e-10,1.9379086182991223e-10,1.4129807482784633e-09
1998,3.7407480184421206e-05,1.9521040042372714e-10,1.774864020634822e-10,1.453583459947489e-09
1999,3.799543784615318e-05,2.0323958488388527e-10,1.765473000926919e-10,1.3431226289891844e-09
2000,3.8591176105131e-05,1.9679822553321713e-10,1.6760808068830687e-10,1.4413167009103794e-09
2001,3.893812494685075e-05,1.6141777795361127e-10,1.3873076051036064e-10,1.2839238442260585e-09
2002,3.931433353240469e-05,1.2003925532149447e-10,1.3771218292697133e-10,1.2076380252943964e-09
2003,3.964108535520998e-05,8.222701785338365e-11,1.1136012499040377e-10,1.0896680264454212e-09
2004,4.003382075877328e-05,1.017072239920377e-10,8.98666790784462e-11,1.1796173918618029e-09
2005,4.053416133891525e-05,9.847044806538768e-11,7.669271616582231e-11,1.0379405787234015e-09
2006,4.109418296138756e-05,7.135422609914701e-11,7.126947197082828e-11,1.0438069733950277e-09
2007,4.14477258995508e-05,7.135422609914701e-11,6.088461332320882e-11,9.005157294453678e-10
2008,4.178021117695607e-05,6.650384558524815e-11,6.132531238775155e-11,9.767943438226163e-10
2009,4.1896913379397506e-05,5.454686330595506e-11,7.255147524420913e-11,1.1961963166027901e-09
2010,4.21072036260739e-05,7.501634457467749e-11,8.376892235428812e-11,1.1644321538741208e-09
2011,4.23938046359191e-05,6.835320231451153e-11,5.348964723531477e-11,1.2005343544682238e-09
2012,4.245188184930677e-05,5.381868586697345e-11,4.3552460249340896e-11,2.0509146286024863e-09
2013,4.2354032692466194e-05,5.916970856730978e-11,6.495655105068617e-11,2.600399062746561e-09
2014,4.253923335844385e-05,6.956120872766584e-11,7.01523011308642e-11,2.780193377103858e-09
2015,4.273079477051007e-05,6.427012914922425e-11,6.500081326362864e-11,2.8215582727396183e-09
2016,4.318498551063905e-05,6.012144998116372e-11,6.0923068177589e-11,2.4983159826622423e-09
2017,4.335971728626949e-05,4.6260630164514836e-11,5.197206438360228e-11,2.795296679310629e-09
2018,4.345208872109651e-05,2.951533253914285e-11,6.236647726032274e-11,2.879903049368693e-09
2019,4.3544089749048e-05,2.7549415006211664e-11,7.795809657540342e-11,1.9552026386815413e-09
