ngram,mind,mnd,miind,mid
1847,0.0003243360094659563,7.267298382121875e-08,3.935493280466622e-10,8.911983968573622e-06
1848,0.00032112861767278185,7.918186284427975e-08,5.576123451866977e-10,9.015337387349323e-06
1849,0.00032020935655704567,8.397369199997229e-08,6.650914184471089e-10,9.107044206757564e-06
1850,0.0003173168349478926,8.44247942666243e-08,5.814122675370673e-10,9.173022720330795e-06
1851,0.00031625316894081024,9.165339623759142e-08,6.278408626325671e-10,9.337460141978227e-06
1852,0.0003120393375866115,1.0476330406358361e-07,6.622252389311609e-10,9.577582464511839e-06
1853,0.0003094012167171708,1.048784505590967e-07,5.63082417994108e-10,9.723552726167587e-06
1854,0.0003031743149871805,1.0665544079659282e-07,6.640861392538864e-10,9.76329270737811e-06
1855,0.0002999137795995921,1.0058761087553389e-07,6.575283690540041e-10,9.844996384344995e-06
1856,0.0002962275009070124,9.701409250543033e-08,6.99145713545235e-10,9.819384104048368e-06
1857,0.00029474148842772204,9.961841028273608e-08,6.998100313523484e-10,9.837446538897763e-06
1858,0.00028714051586575806,9.422194174086534e-08,7.109849494860551e-10,9.680390446322105e-06
1859,0.00028270998570535866,8.900014287454334e-08,8.535793619543089e-10,9.573855485151788e-06
1860,0.00027680257751074223,9.452471618130533e-08,7.570606800185889e-10,9.413002382124042e-06
1861,0.0002720445502615933,1.0205450300710644e-07,6.560569587588105e-10,9.254198760442836e-06
1862,0.0002692475266355489,1.0392039330651772e-07,4.985517118186575e-10,9.32860803004587e-06
1863,0.0002655670271321599,1.1117154384367365e-07,3.9719317517545553e-10,9.281076407725258e-06
1864,0.0002604362172340708,1.1356917184457416e-07,3.9615406986572207e-10,9.23837654097172e-06
1865,0.00025799434765108993,1.1590175067307687e-07,3.827771076293983e-10,9.159224646282382e-06
1866,0.0002558363776188344,1.1365253271833353e-07,2.2753879336256944e-10,9.245429412528341e-06
1867,0.00025480272181864293,1.1007910164348037e-07,3.1396370820629167e-10,9.2864628251326e-06
1868,0.0002541509415355644,1.0208703266861058e-07,3.5877540620938523e-10,9.282603969040792e-06
1869,0.0002513089566491544,1.1487074605806161e-07,3.5877540620938523e-10,8.993151693305532e-06
1870,0.00024980995554610023,1.1646968240646466e-07,4.377469061836844e-10,9.019381000793406e-06
1871,0.0002479205494247643,1.295554353321547e-07,4.312278470816214e-10,9.04578064364614e-06
1872,0.0002466790215943807,1.455843181880872e-07,4.2795300636555567e-10,9.100970081427867e-06
1873,0.0002432685120896037,1.548851997767997e-07,3.7848251913504983e-10,9.049757604121364e-06
1874,0.0002397622281153287,1.650968743303695e-07,3.7153903366591937e-10,9.044320125082908e-06
1875,0.0002347461538322802,1.673622114546041e-07,4.0695739635308673e-10,9.053732485751556e-06
1876,0.00023114056135195175,1.5713756949610668e-07,4.4528938076509357e-10,9.163065572335785e-06
1877,0.00022772332886233926,1.5336265489297928e-07,3.5353167219095584e-10,9.310028092711167e-06
1878,0.00022478383367082903,1.4930455652769785e-07,3.4924096947719363e-10,9.274078755489817e-06
1879,0.00022174551434415792,1.370223858186494e-07,3.781168870073007e-10,9.334865353594068e-06
1880,0.00022090837800143554,1.3929708282083603e-07,4.048815013416426e-10,9.423861489007582e-06
1881,0.0002197449648519978,1.476005095923938e-07,3.8853126271831684e-10,9.440846692346635e-06
1882,0.00021820563831300075,1.5096171880811327e-07,3.083012020280559e-10,9.49609615677868e-06
1883,0.00021542727232112417,1.5198961023088486e-07,2.699692176160491e-10,9.457696640830754e-06
1884,0.00021309957082848996,1.479302653706327e-07,3.8757208553619193e-10,9.269228030461818e-06
1885,0.0002106308820657432,1.386603197975741e-07,4.09333281555949e-10,9.350212427047414e-06
1886,0.00020820421507648592,1.3897171718164308e-07,3.39505653749025e-10,9.32238838556389e-06
1887,0.00020544963730831763,1.3996176103806386e-07,3.0136625536350946e-10,9.252807883188194e-06
1888,0.00020250592621908124,1.2931274946075583e-07,2.652379070346354e-10,9.209014284091868e-06
1889,0.0002021219635415556,1.2292125514282555e-07,2.652379070346354e-10,9.203829644580505e-06
1890,0.00020167632776844715,1.1976958193469856e-07,3.4112498143683874e-10,9.317537010896818e-06
1891,0.00019983058155048639,1.3215850559942866e-07,2.1417549281707186e-10,9.346588350516477e-06
1892,0.00019751879569542195,1.3163925213380674e-07,2.684868458510284e-10,9.277483513869811e-06
1893,0.0001963102154799604,1.3049298835150174e-07,3.607335402611156e-10,9.268000472470053e-06
1894,0.00019341428040726378,1.1773324867395526e-07,4.877419817234901e-10,9.233378477802034e-06
1895,0.00019192403332064196,1.152194154688654e-07,6.301088004542369e-10,9.218607114494912e-06
1896,0.00019211923686920533,1.1415464078774156e-07,6.688696521254097e-10,9.127449240103097e-06
1897,0.0001918242674686813,1.0879916142617471e-07,6.858663577556458e-10,9.063843338351165e-06
1898,0.00018980756327177266,9.088884058071147e-08,7.865284851986993e-10,9.010046986596925e-06
1899,0.00018885904033335725,8.347183972594913e-08,7.83454015948085e-10,9.038151412304224e-06
1900,0.00018696035009010563,7.748813501962104e-08,7.996309487572668e-10,9.042451633182022e-06
1901,0.0001863665446372969,7.238208356495437e-08,7.306719753051385e-10,9.026547689115563e-06
1902,0.00018380245351831296,6.057971089847212e-08,7.162669267226005e-10,8.9763525465969e-06
1903,0.0001779890070403261,5.489947645693454e-08,7.253235076046646e-10,8.966936937732889e-06
1904,0.0001740286679705605,5.3768155388362563e-08,7.275621692416832e-10,9.028676686284598e-06
1905,0.00017175177137167857,5.2192304573444355e-08,6.622824392074225e-10,9.076380722815105e-06
1906,0.00017020906255181347,4.9870180366237294e-08,6.616039026154295e-10,9.015627646087004e-06
1907,0.00016815586630920215,4.7190993715925545e-08,6.264311410867204e-10,9.103730917559005e-06
1908,0.0001647803874220699,4.670961522330279e-08,6.230944292275251e-10,9.161124840570015e-06
1909,0.0001642946049936914,4.5338395133447714e-08,5.370348649907137e-10,9.226269867212977e-06
1910,0.00016282283052402948,4.458326634854919e-08,5.718607690560365e-10,9.361228616658731e-06
1911,0.00016091335939043866,4.3912212025328956e-08,8.40164568868421e-10,9.246425699010225e-06
1912,0.00015831177422244634,4.3201845402661224e-08,8.94489982083968e-10,9.270234711168865e-06
1913,0.00015597233557075794,4.3596028628404126e-08,8.573746712592367e-10,9.26939927532138e-06
1914,0.00015411518065125814,4.183989129761098e-08,8.133567847012912e-10,9.172377238948165e-06
1915,0.00015380375511345586,4.004356465462219e-08,8.266423954080996e-10,9.119891858842624e-06
1916,0.000153016419582335,4.0947662276786493e-08,1.0136190121372885e-09,9.128707590986909e-06
1917,0.00015430921381006816,4.1711598746425286e-08,1.0845987580276883e-09,9.17920559524126e-06
1918,0.00015474146390001157,4.2735335524314774e-08,8.074539509239642e-10,9.335686237526325e-06
1919,0.00015686331607867032,4.3878477486357174e-08,8.768157925910711e-10,9.481189928400064e-06
1920,0.0001585323126554223,4.4914760418838084e-08,1.0141411024447829e-09,9.815836944783638e-06
1921,0.00016092042954239462,4.5419106697863754e-08,1.0130197315914658e-09,1.0140411047489448e-05
1922,0.00016230871551670134,4.532052295352125e-08,9.898412803696237e-10,1.0533071222848126e-05
1923,0.00016368681307150318,4.479956520039455e-08,7.830665044965863e-10,1.0886632480833214e-05
1924,0.0001642661414475047,4.488885656834489e-08,8.003941358898053e-10,1.1156146683788393e-05
1925,0.00016454932795438384,4.5175499151030504e-08,8.061334020949471e-10,1.1520390866540506e-05
1926,0.00016441677040087858,4.460405479887543e-08,7.819194379278725e-10,1.1895589653119845e-05
1927,0.0001634002650722063,4.449475962279134e-08,6.413196680059891e-10,1.2097950535202731e-05
1928,0.0001607312712751861,4.440403955641159e-08,6.3601754616917e-10,1.236997624281295e-05
1929,0.00015934055305219123,4.314523088006743e-08,6.141352565380842e-10,1.258070109802897e-05
1930,0.00015603845947355564,4.161315914075203e-08,6.739379391852905e-10,1.2838143317951887e-05
1931,0.00015428977868785814,3.979194218572957e-08,5.81686256701757e-10,1.3167446663179102e-05
1932,0.00015292100475302765,3.698067147744106e-08,4.896655561184967e-10,1.3768011090827973e-05
1933,0.00015078544882791384,3.623380021419312e-08,3.7553913352044484e-10,1.3857443393914895e-05
1934,0.00014875538597282554,3.465108860163062e-08,3.971955006961839e-10,1.3977075858357629e-05
1935,0.00014719277844830816,3.41867291301209e-08,4.4105301157314006e-10,1.4070713794873363e-05
1936,0.00014443561459691928,3.470488379215502e-08,5.370434493937434e-10,1.4077571254996915e-05
1937,0.0001425833283324859,3.5549211574448236e-08,4.730187115014368e-10,1.4216006353048474e-05
1938,0.00013797581362138902,3.7674747892830444e-08,4.160719308770362e-10,1.4701555560999882e-05
1939,0.00013546091213356704,4.038053497928169e-08,4.4096595621022164e-10,1.4622523849538993e-05
1940,0.00013272287157763327,4.077031436265445e-08,4.4621816360937826e-10,1.4842350018235656e-05
1941,0.00013127152383926192,4.346153506925735e-08,3.839252348576088e-10,1.5111928535459032e-05
1942,0.00013013287804954286,4.402527409297363e-08,3.4216628340212804e-10,1.5327233735920993e-05
1943,0.00013121854655245052,4.452050157104688e-08,2.385109015052527e-10,1.5830664908987402e-05
1944,0.00013249450837195451,4.414412708391475e-08,2.5054003316427043e-10,1.6343799481027027e-05
1945,0.00013455735669205232,4.276985622807063e-08,3.6017372417873617e-10,1.6437056729046162e-05
1946,0.00013383631760786687,4.052451631407296e-08,3.683759071591654e-10,1.6758770990626154e-05
1947,0.0001352272291634498,3.946207424324452e-08,4.161312346294212e-10,1.7378081923067968e-05
1948,0.00013558806884767755,3.721978864794957e-08,4.91152664174242e-10,1.814099934043562e-05
1949,0.00013760472730999545,3.591185253932443e-08,5.172631053643581e-10,1.888868635952739e-05
1950,0.00013611923038427318,3.5398486935329336e-08,4.743564549095477e-10,1.963258624268097e-05
1951,0.00013418251390768482,3.530876518149333e-08,4.505406861080427e-10,2.027426853601355e-05
1952,0.00013316099648363888,3.506344776431953e-08,3.1915474429933255e-10,2.0937196885435177e-05
1953,0.00013384213421626816,3.543913911536427e-08,3.958831932905836e-10,2.165681377976268e-05
1954,0.00013233771564305892,3.5701186261251546e-08,3.110572969834889e-10,2.2264838012883308e-05
1955,0.0001312211388722062,3.4767027606059335e-08,2.5194005413643946e-10,2.2750557036488317e-05
1956,0.00012757550991539444,3.4803450534224926e-08,2.1438957256306575e-10,2.3485999918193556e-05
1957,0.00012645509143892144,3.449447153311017e-08,2.9085192488580754e-10,2.38513382230719e-05
1958,0.00012604731351270208,3.294057496613537e-08,2.93459150828885e-10,2.4340480844590013e-05
1959,0.000125391868225831,3.1853915568750124e-08,3.160470288254835e-10,2.47004164910842e-05
1960,0.00012410573981469497,3.101440983398009e-08,2.697495391739453e-10,2.4951000471316676e-05
1961,0.0001233572298328259,3.1062252706500915e-08,3.115114267728179e-10,2.5203629775205627e-05
1962,0.0001229867318345766,3.200333712324469e-08,2.98633938014944e-10,2.5499801787581028e-05
1963,0.0001234862471132406,3.119364144765768e-08,3.148775030397439e-10,2.5712916405089864e-05
1964,0.00012330450200741843,3.05493705253314e-08,2.5640177084681627e-10,2.598446631704324e-05
1965,0.00012371856428217143,3.1540173139887884e-08,2.383265113037325e-10,2.6226486495163825e-05
1966,0.0001238954989405881,3.315855044507186e-08,2.3332477616655467e-10,2.6740836411980646e-05
1967,0.0001244590083453139,3.4263462670277734e-08,2.1402100330065414e-10,2.7374987569471288e-05
1968,0.00012334575668709085,3.3193316286071554e-08,2.0202586825668334e-10,2.8147939831667047e-05
1969,0.00012121655371239675,3.2134872540723336e-08,1.8039748564005872e-10,2.8976307346186202e-05
1970,0.00011860842849793179,3.3346206050412416e-08,1.8576395084877817e-10,2.97221706984731e-05
1971,0.00011613234840167155,3.4945919935580605e-08,2.3043363546669327e-10,3.091874168603681e-05
1972,0.00011236786771665461,3.80122747247112e-08,2.3888980773704004e-10,3.203871165169403e-05
1973,0.00010828650556504726,3.9069080161522966e-08,2.70828247725e-10,3.3124391848105006e-05
1974,0.00010439330071676522,3.821987247322665e-08,2.4289985895669426e-10,3.4330703783780336e-05
1975,0.00010211669515618789,3.881352433105738e-08,2.1483615085328622e-10,3.545577055774629e-05
1976,9.998744852574808e-05,3.931750112786046e-08,2.380049897245305e-10,3.650055545481986e-05
1977,9.862149974131691e-05,3.887030380107197e-08,2.2700618666572836e-10,3.797152593116542e-05
1978,9.713241472906833e-05,3.623325893288763e-08,2.8674881417746686e-10,3.900067375590359e-05
1979,9.671365738280915e-05,3.1523106410905455e-08,3.094286840643612e-10,3.9968047661074835e-05
1980,9.640558606146701e-05,2.8128664096373412e-08,2.9908823731153843e-10,4.072431225462684e-05
1981,9.634962251376627e-05,2.7509386768542754e-08,2.980528284497146e-10,4.145940485094408e-05
1982,9.600616613170132e-05,2.618030237044877e-08,2.96656818158222e-10,4.2043458961416036e-05
1983,9.662520044782598e-05,2.4756193793353176e-08,3.0152362154708557e-10,4.2695513652038895e-05
1984,9.73521517672842e-05,2.3769413865742147e-08,3.509503203919755e-10,4.2818470579472235e-05
1985,9.815338541687067e-05,2.338906084682029e-08,2.2855138813250774e-10,4.3326055414841645e-05
1986,9.86455166379788e-05,2.3619079263832125e-08,2.0741940308179251e-10,4.39071658807474e-05
1987,9.931093518389389e-05,2.3160173207819364e-08,1.8161020207526794e-10,4.466169879638723e-05
1988,0.00010049438008406599,2.2438132114237826e-08,2.1487047557888772e-10,4.5182210929592005e-05
1989,0.0001018244500820791,2.1788826996628685e-08,2.1335150907868845e-10,4.578046926846062e-05
1990,0.00010237402706739626,2.0907597684884294e-08,1.829964433954144e-10,4.625000656233169e-05
1991,0.00010285113239660859,2.0285766717214367e-08,1.094905118951114e-10,4.6772295588328105e-05
1992,0.00010350072157702275,2.041250774758347e-08,1.2857754940119393e-10,4.68034777441062e-05
1993,0.00010513194761837699,2.0150540030223444e-08,1.1382604779365733e-10,4.712381269200705e-05
1994,0.0001069230555523453,2.000961301413489e-08,1.3946989297591069e-10,4.719904089662512e-05
1995,0.0001086169941117987,1.98441989190152e-08,9.733715371416731e-11,4.746089949289204e-05
1996,0.00011144200107082725,2.065476297933141e-08,9.663720865193959e-11,4.759780495078303e-05
1997,0.00011624139629670285,2.065784774986566e-08,1.1874236960759558e-10,4.772100146510638e-05
1998,0.00012113314733142033,1.9547323886521488e-08,1.4185351950619333e-10,4.776267035465155e-05
1999,0.0001268385791003571,1.8454006196171642e-08,2.0953838912001517e-10,4.804553775881816e-05
2000,0.0001327583865661706,1.723622742945606e-08,2.381951050091567e-10,4.776301232465942e-05
2001,0.0001391351595105204,1.6248814357514415e-08,2.0424705478504024e-10,4.764362529385835e-05
2002,0.000145257795728477,1.5377818637521808e-08,2.3007124628057366e-10,4.733676541945897e-05
2003,0.0001522155133508412,1.4199537418895553e-08,2.3809971702593025e-10,4.698256764511045e-05
2004,0.00015799778131102876,1.3562293510460677e-08,2.2952327786389988e-10,4.653660861159941e-05
2005,0.00016629774056907211,1.4194105954093824e-08,2.4119228291184594e-10,4.574008978254694e-05
2006,0.00017626498967209564,1.4115643638084358e-08,1.904463794008152e-10,4.476411829403203e-05
2007,0.00018586821222145642,1.4107201375322477e-08,1.5427410589098833e-10,4.4149799318152615e-05
2008,0.0001966732878437532,1.361663315435635e-08,1.492033758448181e-10,4.314571664768404e-05
2009,0.00020550806532680457,1.2286490364792663e-08,1.1699205295011084e-10,4.200547742324748e-05
2010,0.0002131442805486066,1.0642778309437923e-08,1.0045339981461826e-10,4.120866703617919e-05
2011,0.00022499196763549532,9.558908934234215e-09,8.026721574112233e-11,4.034967943360763e-05
2012,0.0002331496320299006,7.72764687160889e-09,6.684649089221712e-11,4.010158746885801e-05
2013,0.00023624687206133137,6.15889396625237e-09,3.617150998367981e-11,4.020073278557642e-05
2014,0.00024227379929340844,5.207287997624885e-09,4.11958490633849e-11,3.938227382604964e-05
2015,0.0002471386958079945,4.4777175618142854e-09,5.2057191642680096e-11,3.845880564767867e-05
2016,0.00025251781542985033,4.168410886303978e-09,6.457416322888258e-11,3.801900415315426e-05
2017,0.0002569092733513874,4.361643749876502e-09,7.056031164446679e-11,3.7705164383320756e-05
2018,0.00025625461421441287,4.116083252014846e-09,8.467237397336014e-11,3.7471570249181244e-05
2019,0.000256976669334108,3.715357188571744e-09,6.84614647958326e-11,3.676788674056297e-05
