ngram,share,shre,sare,sharee
1569,1.5307617039590176e-05,0.0,0.0,0.0
1570,1.5307617039590176e-05,0.0,1.5110122798692567e-06,0.0
1571,1.1397821968525282e-05,0.0,1.5110122798692567e-06,0.0
1572,1.3477665106620407e-05,0.0,1.5110122798692567e-06,0.0
1573,1.344555214797895e-05,0.0,1.5110122798692567e-06,0.0
1574,1.330786637611579e-05,0.0,1.5110122798692567e-06,0.0
1575,1.330786637611579e-05,0.0,1.5110122798692567e-06,0.0
1576,1.245707799820853e-05,0.0,1.5110122798692567e-06,0.0
1577,1.756002981372668e-05,0.0,0.0,0.0
1578,1.7517309288450633e-05,0.0,0.0,0.0
1579,2.4492033682171105e-05,0.0,0.0,0.0
1580,2.170726647169171e-05,0.0,0.0,0.0
1581,2.3535784423854367e-05,0.0,0.0,0.0
1582,2.3535784423854367e-05,0.0,0.0,0.0
1583,2.305438783878344e-05,0.0,0.0,0.0
1584,2.4245217316222677e-05,0.0,0.0,0.0
1585,2.259095851643776e-05,0.0,0.0,0.0
1586,1.497417867670135e-05,0.0,0.0,0.0
1587,1.5368036071907098e-05,0.0,0.0,0.0
1588,1.3664312388885134e-05,0.0,0.0,0.0
1589,1.982628607168278e-05,0.0,0.0,0.0
1590,1.8002117355665958e-05,0.0,0.0,0.0
1591,1.4640204231649737e-05,0.0,5.330669279958653e-07,0.0
1592,1.627321905419064e-05,0.0,5.330669279958653e-07,0.0
1593,2.1310456239526892e-05,0.0,5.330669279958653e-07,0.0
1594,2.1099559100028792e-05,0.0,5.330669279958653e-07,0.0
1595,2.3585632983927747e-05,0.0,5.330669279958653e-07,0.0
1596,2.0579932814663543e-05,0.0,5.330669279958653e-07,0.0
1597,2.0369613334228882e-05,0.0,5.330669279958653e-07,0.0
1598,2.0401417584382996e-05,0.0,0.0,0.0
1599,2.5088199176285082e-05,0.0,0.0,0.0
1600,2.36189603778517e-05,0.0,0.0,0.0
1601,2.4984749480998808e-05,0.0,1.953238617196413e-07,0.0
1602,2.4752389955600457e-05,0.0,1.953238617196413e-07,0.0
1603,2.283244677008562e-05,0.0,6.07433971059176e-07,0.0
1604,2.4978024027534828e-05,0.0,7.77704290807638e-07,0.0
1605,2.4038215607496178e-05,0.0,7.77704290807638e-07,0.0
1606,2.0727311883612337e-05,0.0,7.77704290807638e-07,0.0
1607,1.870751410543952e-05,0.0,7.77704290807638e-07,0.0
1608,1.6567659096316284e-05,0.0,5.823804290879966e-07,0.0
1609,1.534250476912088e-05,0.0,5.823804290879966e-07,0.0
1610,1.512576055314899e-05,0.0,1.7027031974846197e-07,0.0
1611,1.567987877543991e-05,0.0,0.0,0.0
1612,1.5001018417543882e-05,0.0,0.0,0.0
1613,1.5392325914425392e-05,0.0,0.0,0.0
1614,1.636165471349419e-05,0.0,0.0,0.0
1615,1.8628902385639128e-05,0.0,3.809432525615973e-07,0.0
1616,1.801211010388215e-05,0.0,3.809432525615973e-07,0.0
1617,1.7980854668816653e-05,0.0,3.809432525615973e-07,0.0
1618,2.512256254963826e-05,0.0,3.809432525615973e-07,0.0
1619,2.8841611375745352e-05,0.0,3.809432525615973e-07,0.0
1620,2.8010923090602902e-05,0.0,4.816821664072839e-07,0.0
1621,2.60182039580416e-05,0.0,4.816821664072839e-07,0.0
1622,2.3773691542114e-05,0.0,1.0073891384568664e-07,0.0
1623,2.511714566415841e-05,0.0,1.0073891384568664e-07,0.0
1624,2.5323472527816193e-05,0.0,1.0073891384568664e-07,0.0
1625,1.563848068794219e-05,0.0,1.0073891384568664e-07,0.0
1626,1.2641024568438297e-05,0.0,1.0073891384568664e-07,0.0
1627,1.0275268388275955e-05,0.0,1.5977134028487073e-07,0.0
1628,8.836763429696606e-06,0.0,2.2528296637704314e-07,0.0
1629,1.1138141352213487e-05,0.0,2.2528296637704314e-07,0.0
1630,1.0438393668924359e-05,0.0,3.1153196492336323e-07,0.0
1631,1.0660735759821754e-05,0.0,3.68211950834458e-07,0.0
1632,1.1155661988076255e-05,0.0,4.598380850698699e-07,0.0
1633,1.0459993648380208e-05,0.0,5.9693088262845e-07,0.0
1634,1.2093146909007504e-05,0.0,6.83995868452517e-07,0.0
1635,1.2968488980342435e-05,0.0,7.008039558188881e-07,0.0
1636,1.2329286489278144e-05,0.0,7.008039558188881e-07,0.0
1637,1.2360149542343737e-05,0.0,7.608752119787303e-07,0.0
1638,1.289586595833368e-05,0.0,7.041952260676356e-07,0.0
1639,1.286811441657067e-05,0.0,6.904393217155302e-07,0.0
1640,1.293649919326916e-05,0.0,5.533465241569502e-07,0.0
1641,1.1539159588989736e-05,0.0,3.662322853870137e-07,0.0
1642,1.197487173547935e-05,0.0,2.839125719284701e-07,0.0
1643,1.115512012412572e-05,0.0,2.839125719284701e-07,0.0
1644,1.1415829378945222e-05,0.0,1.375923172223078e-07,0.0
1645,1.3981861879333987e-05,0.0,1.8670914820566914e-07,0.0
1646,1.579456121752238e-05,0.0,1.0883891832236259e-07,0.0
1647,1.841302504804584e-05,0.0,1.0883891832236259e-07,0.0
1648,1.909840193548007e-05,0.0,1.408153025295178e-07,0.0
1649,1.8436671390580678e-05,0.0,2.1904307751745883e-07,0.0
1650,2.0773608282200128e-05,0.0,2.629632141244136e-07,0.0
1651,2.116506064859485e-05,0.0,3.0596329533442e-07,0.0
1652,1.9374210491410588e-05,0.0,4.238606468983822e-07,0.0
1653,1.7883512165488874e-05,0.0,4.992364251523083e-07,0.0
1654,1.7351806491205934e-05,0.0,4.992364251523083e-07,0.0
1655,1.6924563949162674e-05,0.0,4.0753795360615186e-07,0.0
1656,1.701975257414493e-05,0.0,4.1992484105841346e-07,0.0
1657,1.572606938030471e-05,0.0,4.3161356951973827e-07,0.0
1658,1.6963927789350108e-05,0.0,3.886134883097319e-07,0.0
1659,1.8289094831353786e-05,0.0,2.8593367622826396e-07,0.0
1660,1.7777270061612527e-05,0.0,2.1055789797433784e-07,0.0
1661,1.7744840338959227e-05,0.0,2.1055789797433784e-07,0.0
1662,1.9418453510817407e-05,0.0,2.1055789797433784e-07,0.0
1663,2.005500261605318e-05,0.0,1.1994323553413517e-07,0.0
1664,2.6433193332715227e-05,0.0,6.433437046585563e-08,0.0
1665,2.5609193731465245e-05,0.0,1.5251760438721768e-07,0.0
1666,2.347365131884414e-05,0.0,1.281316315271397e-07,0.0
1667,2.577970345945297e-05,0.0,1.281316315271397e-07,0.0
1668,2.6180098367538968e-05,0.0,1.281316315271397e-07,0.0
1669,2.4970971026050393e-05,0.0,1.281316315271397e-07,0.0
1670,2.7239926696763306e-05,0.0,2.0542996789377606e-07,0.0
1671,2.258231779705966e-05,0.0,2.4454016056552064e-07,0.0
1672,2.1531697581979514e-05,2.4600601428963794e-08,1.5635692664415858e-07,0.0
1673,2.1766804301088477e-05,2.4600601428963794e-08,1.1640852903838095e-07,0.0
1674,2.190615500044909e-05,2.4600601428963794e-08,2.1400010398662873e-07,0.0
1675,2.0963509736507797e-05,2.4600601428963794e-08,2.826371030550945e-07,0.0
1676,2.1752077892805183e-05,2.4600601428963794e-08,3.2558361340306874e-07,0.0
1677,2.073507052305753e-05,2.4600601428963794e-08,4.4980247285561094e-07,0.0
1678,2.029206370934844e-05,2.4600601428963794e-08,4.306108516110336e-07,0.0
1679,2.172779646311288e-05,0.0,4.306108516110336e-07,0.0
1680,2.2399067737361683e-05,1.8101928844771464e-08,4.306108516110336e-07,0.0
1681,2.1562962241919843e-05,4.047777630538414e-08,3.7777097158401117e-07,0.0
1682,2.294619350452974e-05,4.047777630538414e-08,4.301001703359881e-07,0.0
1683,2.5139488051146535e-05,4.047777630538414e-08,4.312881165852949e-07,0.0
1684,2.7622150030635695e-05,4.047777630538414e-08,2.5899250033489807e-07,0.0
1685,2.629986011015717e-05,4.047777630538414e-08,2.5927976058223325e-07,0.0
1686,2.7403040283908403e-05,4.047777630538414e-08,3.1453817379250335e-07,0.0
1687,3.0141151520573267e-05,2.237584746061267e-08,4.38138438799537e-07,0.0
1688,3.2506339006691375e-05,0.0,3.9338674387831165e-07,0.0
1689,3.148668968476288e-05,0.0,3.987052252796275e-07,0.0
1690,3.0824904440253575e-05,0.0,3.961113504504153e-07,0.0
1691,2.9784757966159043e-05,0.0,3.6688977088163354e-07,0.0
1692,3.1592608658164476e-05,0.0,3.703519837472413e-07,0.0
1693,3.214188732921944e-05,0.0,3.7779595832684467e-07,0.0
1694,3.096927425108983e-05,0.0,2.7858124391449177e-07,0.0
1695,2.9673811825757313e-05,0.0,3.2510165429552475e-07,0.0
1696,3.0169357809687165e-05,0.0,2.618007580882217e-07,0.0
1697,3.040658676971881e-05,0.0,2.4230140078478666e-07,0.0
1698,2.9810278907202053e-05,0.0,2.630439419298065e-07,0.0
1699,3.039213178064009e-05,0.0,2.7858451850144253e-07,0.0
1700,2.95230376130868e-05,0.0,2.418778361093895e-07,0.0
1701,2.9058342728863602e-05,0.0,2.2715904484422416e-07,0.0
1702,3.021336565974967e-05,0.0,2.046089540337042e-07,0.0
1703,3.01899817714002e-05,0.0,1.5266638087041429e-07,0.0
1704,2.9760658435407095e-05,0.0,1.6527222308176143e-07,0.0
1705,3.110550590333462e-05,0.0,1.8116090063001268e-07,0.0
1706,3.0395585521806163e-05,1.1075382896511395e-08,1.86253811104312e-07,0.0
1707,3.0330487269176437e-05,1.1075382896511395e-08,2.0886791775507974e-07,0.0
1708,2.9424939514553573e-05,2.072125023947332e-08,2.5707636248333596e-07,0.0
1709,2.725420225553015e-05,3.274626639690073e-08,2.571560752276777e-07,0.0
1710,2.837334899855445e-05,3.274626639690073e-08,2.8054491199977096e-07,0.0
1711,2.804046588218106e-05,3.274626639690073e-08,2.749748314759667e-07,0.0
1712,2.4832401712566415e-05,3.274626639690073e-08,2.383436127826956e-07,0.0
1713,2.388615562917299e-05,2.1670883500389338e-08,2.9140421986539877e-07,0.0
1714,2.3866130374829352e-05,2.1670883500389338e-08,2.523660183685804e-07,0.0
1715,2.3586983323704252e-05,1.2025016157427411e-08,2.6242493638457223e-07,0.0
1716,2.390691731436943e-05,0.0,2.826496948874332e-07,0.0
1717,2.2767848479686237e-05,0.0,2.7878527017069897e-07,0.0
1718,2.312785038936584e-05,0.0,2.651917969030494e-07,0.0
1719,2.3490007671560826e-05,0.0,2.915312811475295e-07,0.0
1720,2.2604660443903413e-05,0.0,2.1229139893616127e-07,0.0
1721,2.2518828570485183e-05,0.0,2.202399045359016e-07,0.0
1722,2.268439168671778e-05,0.0,1.8321612925222196e-07,0.0
1723,2.2691503675430014e-05,0.0,1.6981721984166143e-07,0.0
1724,2.328051323274849e-05,0.0,1.5686435667865745e-07,0.0
1725,2.3039238060716472e-05,0.0,1.7814560797952644e-07,0.0
1726,2.3794611089605106e-05,0.0,1.9651860887799038e-07,0.0
1727,2.3914093617349863e-05,0.0,1.9208178412912146e-07,0.0
1728,2.284852130937257e-05,0.0,2.069594689909796e-07,0.0
1729,2.3237260653071905e-05,0.0,2.588848196134157e-07,0.0
1730,2.1933059542789124e-05,0.0,3.1802455221655433e-07,0.0
1731,2.1443377720840673e-05,0.0,3.4917897246649385e-07,0.0
1732,2.0428824947365293e-05,0.0,3.186727321389883e-07,0.0
1733,2.0416644474607892e-05,0.0,3.371831743338914e-07,0.0
1734,2.1566853320109658e-05,0.0,3.3898293746606865e-07,0.0
1735,2.1296339972260675e-05,0.0,3.195189885372786e-07,0.0
1736,2.1088929965376986e-05,0.0,2.6424491699523447e-07,0.0
1737,2.2201837314891497e-05,0.0,2.9881861099819875e-07,0.0
1738,2.4634409783175215e-05,0.0,2.9398596217739783e-07,0.0
1739,2.4577276625287986e-05,0.0,3.588076000125641e-07,0.0
1740,2.421443527314945e-05,0.0,3.1055922988798557e-07,0.0
1741,2.4095302641009247e-05,0.0,3.2478078943703234e-07,0.0
1742,2.4921859221649356e-05,6.377372281057043e-09,3.3097905368809475e-07,0.0
1743,2.481105782083302e-05,6.377372281057043e-09,3.3231160756486133e-07,0.0
1744,2.5149205872107166e-05,6.377372281057043e-09,2.791472653029814e-07,0.0
1745,2.264334995873339e-05,6.377372281057043e-09,2.66770615756481e-07,0.0
1746,2.332890757575764e-05,6.377372281057043e-09,3.0022796997692627e-07,0.0
1747,2.5287558206140863e-05,6.377372281057043e-09,3.434815373079151e-07,0.0
1748,2.677196659663293e-05,6.377372281057043e-09,3.6473102633343455e-07,0.0
1749,2.9443133566279096e-05,0.0,3.8524115300983143e-07,0.0
1750,3.22332154090483e-05,3.298731446729367e-09,4.4871145478607234e-07,0.0
1751,3.6192796739799504e-05,3.298731446729367e-09,4.4153098599508667e-07,0.0
1752,3.9335131597389204e-05,3.298731446729367e-09,4.91843495962842e-07,0.0
1753,4.143774692368295e-05,3.298731446729367e-09,4.1245274116720664e-07,0.0
1754,4.368430641729252e-05,3.298731446729367e-09,3.9606530322089384e-07,0.0
1755,4.749243972972701e-05,3.298731446729367e-09,4.029086742970581e-07,0.0
1756,4.77735920867417e-05,3.298731446729367e-09,3.8755019561774263e-07,0.0
1757,4.953495434684945e-05,6.090246529311116e-09,3.286820710205315e-07,0.0
1758,4.9537748834284556e-05,6.090246529311116e-09,3.3901960705406964e-07,0.0
1759,4.958061929625858e-05,6.090246529311116e-09,3.336827083850429e-07,0.0
1760,4.98403465566558e-05,6.090246529311116e-09,3.9369969126060565e-07,0.0
1761,5.0374242294180605e-05,6.090246529311116e-09,3.6851240890557945e-07,0.0
1762,4.9964218175903496e-05,6.090246529311116e-09,3.6168185196012406e-07,0.0
1763,5.151123644152124e-05,6.090246529311116e-09,3.686235073376208e-07,0.0
1764,5.228362871483634e-05,0.0,4.053941426361364e-07,0.0
1765,5.288104512146674e-05,0.0,3.602861937679336e-07,0.0
1766,5.3293069088665235e-05,0.0,3.517737456247362e-07,0.0
1767,5.560395896152061e-05,2.9445022927835194e-09,3.578895696624126e-07,0.0
1768,5.497209661241088e-05,5.6267148400885554e-09,4.270669669332554e-07,0.0
1769,5.322187644196674e-05,5.6267148400885554e-09,4.278843225132992e-07,0.0
1770,5.183871482066544e-05,5.6267148400885554e-09,4.600831776510209e-07,0.0
1771,5.104707815917209e-05,5.6267148400885554e-09,4.5826492721192024e-07,0.0
1772,4.986245871155656e-05,5.6267148400885554e-09,5.052372184114315e-07,0.0
1773,5.0833677440615634e-05,5.6267148400885554e-09,4.943103744738307e-07,0.0
1774,5.105911467191098e-05,2.682212547305036e-09,4.6716992382503773e-07,0.0
1775,5.2741113904630765e-05,0.0,4.1600339224195135e-07,0.0
1776,5.63095480694236e-05,2.712369503602271e-09,4.103272601696517e-07,2.712369503602271e-09
1777,5.7234084774141335e-05,2.712369503602271e-09,3.9067374148414403e-07,2.712369503602271e-09
1778,5.7499081386984994e-05,2.712369503602271e-09,3.6394215336648425e-07,2.712369503602271e-09
1779,5.8822159709442144e-05,5.274055224292949e-09,3.7203141037675126e-07,2.712369503602271e-09
1780,5.8027035785406565e-05,5.274055224292949e-09,3.5957087821511126e-07,2.712369503602271e-09
1781,5.8993738223632264e-05,5.274055224292949e-09,3.5663230083368293e-07,2.712369503602271e-09
1782,5.75322171373825e-05,5.274055224292949e-09,3.54340033124702e-07,2.712369503602271e-09
1783,5.5385192743934954e-05,2.5616857206906776e-09,3.4737253632296674e-07,0.0
1784,5.522514350429576e-05,4.226157836382884e-09,3.3689122298190863e-07,0.0
1785,5.5642782431927375e-05,4.226157836382884e-09,3.1944590464913094e-07,0.0
1786,5.4503111251895984e-05,1.664472115692206e-09,2.603721408637024e-07,0.0
1787,5.5037496037714716e-05,1.664472115692206e-09,2.5183443800155405e-07,0.0
1788,5.45126198890752e-05,2.971024188574185e-09,2.2721735604136484e-07,0.0
1789,5.619520951378425e-05,2.971024188574185e-09,2.3672720723360336e-07,0.0
1790,5.6523538140546794e-05,2.971024188574185e-09,2.252056329358051e-07,0.0
1791,5.677297303918749e-05,1.3065520728819786e-09,2.3535483860216898e-07,0.0
1792,5.681800446057293e-05,1.3065520728819786e-09,2.5679000868551937e-07,0.0
1793,5.6711072310073564e-05,1.3065520728819786e-09,2.9246151151645403e-07,0.0
1794,5.7011148913131494e-05,2.3045376400838383e-09,3.012748968395889e-07,0.0
1795,5.5732076102036186e-05,2.8245298163856856e-09,3.085284987491832e-07,0.0
1796,5.484164648805745e-05,3.772691429101574e-09,2.969878169421593e-07,0.0
1797,5.5296906793955714e-05,3.772691429101574e-09,3.164212683616695e-07,0.0
1798,5.749042819453669e-05,4.351348107231193e-09,3.123312747480408e-07,0.0
1799,5.7969825450397495e-05,4.95211770003477e-09,3.1949199451121656e-07,0.0
1800,5.881428816272611e-05,5.775445518655228e-09,2.8429344922642485e-07,0.0
1801,6.0111924540251493e-05,5.24180042228904e-09,2.802460597552324e-07,0.0
1802,6.207100731054587e-05,4.717636598832493e-09,2.7027089036632136e-07,0.0
1803,6.342056648073984e-05,4.822474832165215e-09,2.7081771593527394e-07,0.0
1804,6.398782924017204e-05,6.042785034259574e-09,2.429829411961951e-07,0.0
1805,6.379986319058974e-05,7.281870884057184e-09,2.3895042845976734e-07,0.0
1806,6.32021962831329e-05,7.715301699105583e-09,2.088351119969697e-07,0.0
1807,6.406088297288599e-05,7.310416335773848e-09,2.5445394515242826e-07,2.092212276443612e-10
1808,6.435902053323974e-05,7.55216540098453e-09,2.3806975540147895e-07,4.445844169000322e-10
1809,6.44277679384686e-05,7.335333895852614e-09,2.2085294761252173e-07,4.445844169000322e-10
1810,6.437076600767406e-05,6.7182093539080205e-09,2.1611746855601917e-07,4.445844169000322e-10
1811,6.51249398028345e-05,6.435434915122837e-09,2.0721047531781422e-07,4.445844169000322e-10
1812,6.463003436303032e-05,4.856400646703816e-09,1.931393681177594e-07,4.445844169000322e-10
1813,6.483754467418683e-05,4.986076599219505e-09,1.8648724976953547e-07,6.385638208681956e-10
1814,6.530288477993704e-05,5.194508569315661e-09,1.280979528165257e-07,4.293425932238344e-10
1815,6.4403961005155e-05,5.067841130872759e-09,1.194577196526682e-07,5.802608235175707e-10
1816,6.374473741743714e-05,4.552810382664672e-09,1.1916749035175858e-07,5.802608235175707e-10
1817,6.32110407293242e-05,4.288282649613149e-09,1.0843625375400734e-07,5.802608235175707e-10
1818,6.210689960945664e-05,3.708816618898579e-09,1.29096391227839e-07,5.802608235175707e-10
1819,6.20955356030858e-05,3.921000698728758e-09,1.2288110034270566e-07,5.802608235175707e-10
1820,6.284776775698577e-05,3.3467120820672237e-09,1.2358406057241415e-07,6.810752914024728e-10
1821,6.248028200518872e-05,3.3626089531882795e-09,1.2520343720520293e-07,6.810752914024728e-10
1822,6.235477069692154e-05,2.907955757144468e-09,1.3045184386685703e-07,4.195627734127072e-10
1823,6.247296862836395e-05,3.4611397319623497e-09,1.350259434421527e-07,4.195627734127072e-10
1824,6.316628111692677e-05,3.4239121775898288e-09,1.3811322422238197e-07,4.195627734127072e-10
1825,6.310290752610723e-05,3.698926442918804e-09,1.3334987158941658e-07,4.195627734127072e-10
1826,6.266236128534988e-05,3.6035288483330217e-09,1.478261901460038e-07,4.195627734127072e-10
1827,6.237209423228965e-05,3.1185117107693625e-09,1.5089135477605202e-07,1.2476890155964171e-10
1828,6.299500663382267e-05,3.137716285208013e-09,1.6247632166661268e-07,1.2476890155964171e-10
1829,6.324682648742705e-05,3.434593054407742e-09,1.5537495861346023e-07,7.027427845989515e-11
1830,6.301985506849763e-05,2.6921090753465447e-09,1.5522239493748202e-07,7.027427845989515e-11
1831,6.220802450635736e-05,3.2082516960534643e-09,1.686695948624869e-07,7.027427845989515e-11
1832,6.438538496565473e-05,2.8306160748670095e-09,1.826504631351002e-07,2.4057319628464514e-10
1833,6.497134121933154e-05,3.2174257068108757e-09,1.8762031572805427e-07,5.704862455451526e-10
1834,6.556739494304306e-05,4.1095774243921875e-09,2.116907426495475e-07,5.704862455451526e-10
1835,6.453548433325653e-05,3.5313849542996577e-09,2.2629212180293378e-07,6.542696463972066e-10
1836,6.374358105988774e-05,3.4099840015170255e-09,2.524652720532166e-07,6.590565474314961e-10
1837,6.346235542358565e-05,3.803179953505114e-09,2.574768720770797e-07,7.36497957858668e-10
1838,6.36486625548319e-05,3.992500512734714e-09,2.6521050041797676e-07,8.128237051683942e-10
1839,6.0731032655374815e-05,3.8886150093604095e-09,2.539684617529149e-07,6.425247873436441e-10
1840,6.020430061783243e-05,3.52424044709159e-09,2.509363079233091e-07,3.8819770414073266e-10
1841,5.9480663497067455e-05,2.9473837894121247e-09,2.544422841310734e-07,5.281529261555054e-10
1842,5.991580318160621e-05,3.2893084605285186e-09,2.5142103205715624e-07,6.268158373298352e-10
1843,6.0829317849960974e-05,3.3169363922169737e-09,2.38739027785024e-07,5.517546578356506e-10
1844,6.154065964178049e-05,2.8764365651261822e-09,2.3432155314497193e-07,5.41096104430697e-10
1845,6.206409619023492e-05,2.370547202978912e-09,2.2126092907066258e-07,5.315091224287829e-10
1846,6.33731168428702e-05,2.871189349765554e-09,2.1755275473164408e-07,5.315091224287829e-10
1847,6.398389658508157e-05,2.856892341743641e-09,2.0392699947738686e-07,5.7713408655299e-10
1848,6.406728061847389e-05,2.929215758840087e-09,1.7791974877517142e-07,4.918665395616171e-10
1849,6.40804272344602e-05,3.25586116797386e-09,1.614129904023035e-07,3.631597641654391e-10
1850,6.415781847733472e-05,3.3552176909828243e-09,1.5434932468646627e-07,4.580995820775107e-10
1851,6.426397989603824e-05,3.392732158705566e-09,1.5489310710238768e-07,5.30602514306874e-10
1852,6.392522378259205e-05,3.4129693039984333e-09,1.512192946100705e-07,5.649868906054678e-10
1853,6.337632554017805e-05,3.339876407183949e-09,1.5010863104894918e-07,9.028022853106523e-10
1854,6.296005449257791e-05,3.6832696575268234e-09,1.497642695572462e-07,1.034100654313213e-09
1855,6.275659533067872e-05,3.5060910682663658e-09,1.5862021029988682e-07,1.189419975210017e-09
1856,6.31353744081155e-05,3.300424409959289e-09,1.651585636506882e-07,1.1853792431753313e-09
1857,6.195337586437486e-05,3.3064032781534738e-09,1.637113870499109e-07,1.3311105590790057e-09
1858,6.09820474762403e-05,3.280595604694879e-09,1.5965417990823232e-07,1.307031796285837e-09
1859,6.009274095829044e-05,3.5359585101194366e-09,1.5826822975993438e-07,1.5105555972727558e-09
1860,6.0160697362984396e-05,3.566798475621421e-09,1.5768271006371443e-07,1.2337354114512676e-09
1861,5.997125533342894e-05,3.4246392388581626e-09,1.640464444920196e-07,1.3201461788815904e-09
1862,6.094011925077731e-05,3.332501830044521e-09,1.503012622297969e-07,1.2215757254947184e-09
1863,6.0900142021377436e-05,3.263193810403615e-09,1.4108182203439616e-07,1.3628284453329594e-09
1864,6.212736375995778e-05,3.5364125596158503e-09,1.4495807018225344e-07,1.216347554424045e-09
1865,6.302904460296434e-05,4.163775578293536e-09,1.4496850703998071e-07,1.410726376985646e-09
1866,6.393118902841317e-05,4.704711826469017e-09,1.4489995793707878e-07,1.1945586742001524e-09
1867,6.412383767643146e-05,5.088646234544367e-09,1.4382628523078112e-07,1.479263124691345e-09
1868,6.481796299340203e-05,4.8822729985837606e-09,1.390786904055728e-07,1.319589850089033e-09
1869,6.366042517973776e-05,5.332359950419427e-09,1.469152692834541e-07,1.40608274230252e-09
1870,6.331576514639892e-05,5.192872830152493e-09,1.4792094508006164e-07,1.3418405989514985e-09
1871,6.211535998902815e-05,4.973358772427819e-09,1.469503091909376e-07,1.491106722222619e-09
1872,6.144198934115204e-05,4.8194089037017255e-09,1.4656916188674325e-07,1.3862794325168538e-09
1873,6.058856836586658e-05,3.903231293733711e-09,1.5159465809639577e-07,1.336808945286348e-09
1874,5.983852627520848e-05,3.5054555131657547e-09,1.4211939409441194e-07,1.269294284757448e-09
1875,5.895037403596299e-05,3.7085723698331616e-09,1.456544863133656e-07,1.3307376748158565e-09
1876,5.887387565702998e-05,3.4572641574978238e-09,1.4081889381551654e-07,1.477796087881852e-09
