ngram,information,informaton,infrmation,infomration
1568,9.115149870402612e-05,0.0,0.0,0.0
1569,9.263690935767954e-05,0.0,0.0,0.0
1570,9.232943479478959e-05,0.0,0.0,0.0
1571,0.00011684795260537482,0.0,0.0,0.0
1572,0.00010224714528054133,0.0,0.0,0.0
1573,8.692144131470871e-05,0.0,0.0,0.0
1574,8.664606977098239e-05,0.0,0.0,0.0
1575,5.133080938841366e-05,0.0,0.0,0.0
1576,5.48028838888318e-05,0.0,0.0,0.0
1577,6.09462995920954e-05,0.0,0.0,0.0
1578,3.907782612649109e-05,0.0,0.0,0.0
1579,3.777153187911608e-05,0.0,0.0,0.0
1580,2.7436308820532368e-05,0.0,0.0,0.0
1581,2.7533500477667466e-05,0.0,0.0,0.0
1582,1.9570505433616097e-05,0.0,0.0,0.0
1583,3.119450047961436e-05,0.0,0.0,0.0
1584,2.8934741879181403e-05,0.0,0.0,0.0
1585,2.7983160310083933e-05,0.0,0.0,0.0
1586,2.7408544545843533e-05,0.0,0.0,0.0
1587,2.7802401941049277e-05,0.0,0.0,0.0
1588,3.5988869123165e-05,0.0,0.0,0.0
1589,4.5981041434320756e-05,0.0,0.0,0.0
1590,3.433909867973333e-05,0.0,0.0,0.0
1591,3.0543630081021024e-05,0.0,0.0,0.0
1592,3.183002627338283e-05,0.0,0.0,0.0
1593,3.1780962607237075e-05,0.0,0.0,0.0
1594,3.4084539103267684e-05,0.0,0.0,0.0
1595,2.696544256001029e-05,0.0,0.0,0.0
1596,2.9812492552342258e-05,0.0,0.0,0.0
1597,3.0078625253996245e-05,0.0,0.0,0.0
1598,5.687759929579832e-05,0.0,0.0,0.0
1599,7.582421449114918e-05,0.0,0.0,0.0
1600,8.473993148072623e-05,0.0,0.0,0.0
1601,9.179484888071394e-05,0.0,0.0,0.0
1602,0.0001013381448241749,0.0,0.0,0.0
1603,8.930940020945854e-05,0.0,0.0,0.0
1604,0.00010504697950506982,0.0,0.0,0.0
1605,7.82229212096094e-05,0.0,0.0,0.0
1606,7.190706777951814e-05,0.0,0.0,0.0
1607,6.829349721166571e-05,0.0,0.0,0.0
1608,5.8349395463405275e-05,0.0,0.0,0.0
1609,5.013691972115859e-05,0.0,0.0,0.0
1610,5.11648927385977e-05,0.0,0.0,0.0
1611,6.524664390131616e-05,0.0,0.0,0.0
1612,6.394152809921902e-05,0.0,0.0,0.0
1613,5.2960411202158344e-05,0.0,0.0,0.0
1614,4.830687359052328e-05,0.0,0.0,0.0
1615,5.322231208992889e-05,0.0,0.0,0.0
1616,5.324175188954021e-05,0.0,0.0,0.0
1617,5.118304508349476e-05,0.0,0.0,0.0
1618,3.545956347547222e-05,0.0,0.0,0.0
1619,3.665351122046039e-05,0.0,0.0,0.0
1620,4.038033726569016e-05,0.0,0.0,0.0
1621,4.1916586204544206e-05,0.0,0.0,0.0
1622,4.1337871087827284e-05,0.0,0.0,0.0
1623,4.797136476294587e-05,0.0,0.0,0.0
1624,7.79667570895981e-05,0.0,0.0,0.0
1625,5.908056154372129e-05,0.0,0.0,0.0
1626,6.49655111958834e-05,0.0,0.0,0.0
1627,5.7882352036488426e-05,0.0,0.0,0.0
1628,6.197189626228854e-05,0.0,0.0,0.0
1629,6.740021850808782e-05,0.0,0.0,0.0
1630,6.018119448266849e-05,0.0,0.0,0.0
1631,3.268549461868783e-05,0.0,0.0,0.0
1632,3.336968477794601e-05,0.0,0.0,0.0
1633,3.109421998358032e-05,0.0,0.0,0.0
1634,4.4996483536254216e-05,0.0,0.0,0.0
1635,3.9287047132217723e-05,0.0,0.0,0.0
1636,3.341288902447559e-05,0.0,0.0,0.0
1637,3.3101098649370086e-05,0.0,0.0,0.0
1638,3.166707548578935e-05,0.0,0.0,0.0
1639,4.0067729839522925e-05,0.0,0.0,0.0
1640,3.7154265685655575e-05,0.0,0.0,0.0
1641,2.430299277226108e-05,0.0,0.0,0.0
1642,2.522719374350605e-05,0.0,0.0,0.0
1643,2.3427914129570127e-05,0.0,0.0,0.0
1644,2.6678984795580618e-05,0.0,0.0,0.0
1645,2.8040852287501495e-05,0.0,0.0,0.0
1646,2.3678343495703302e-05,0.0,0.0,0.0
1647,2.557715093384364e-05,0.0,0.0,0.0
1648,2.5219506694286664e-05,0.0,0.0,0.0
1649,2.4859748789042768e-05,0.0,0.0,0.0
1650,2.3594475611129644e-05,0.0,0.0,0.0
1651,1.9614484049920327e-05,0.0,0.0,0.0
1652,2.1635337621514088e-05,0.0,0.0,0.0
1653,3.639688410268198e-05,0.0,0.0,0.0
1654,3.4828098770438896e-05,0.0,0.0,0.0
1655,3.477398214662182e-05,0.0,0.0,0.0
1656,3.682586637816192e-05,0.0,0.0,0.0
1657,3.809248223011049e-05,0.0,0.0,0.0
1658,4.73201464826291e-05,0.0,0.0,0.0
1659,4.598544299889389e-05,0.0,0.0,0.0
1660,2.9132879847436145e-05,0.0,0.0,0.0
1661,2.892819234797831e-05,0.0,0.0,0.0
1662,3.1111377601129266e-05,0.0,0.0,0.0
1663,3.0347918644630617e-05,0.0,0.0,0.0
1664,3.2369130297281246e-05,0.0,0.0,0.0
1665,2.3941234238528913e-05,0.0,0.0,0.0
1666,2.2806486543101657e-05,0.0,0.0,0.0
1667,3.1702296317754577e-05,0.0,0.0,0.0
1668,3.103686153086268e-05,0.0,0.0,0.0
1669,3.0380996317295024e-05,0.0,0.0,0.0
1670,2.887794809274575e-05,0.0,0.0,0.0
1671,2.5842364785993205e-05,0.0,0.0,0.0
1672,2.69022865333162e-05,0.0,0.0,0.0
1673,2.5988155877192704e-05,0.0,0.0,0.0
1674,1.755900029820623e-05,0.0,0.0,0.0
1675,1.8514018717853886e-05,0.0,0.0,0.0
1676,1.7560195764027802e-05,0.0,0.0,0.0
1677,1.7520545043225866e-05,0.0,0.0,0.0
1678,1.7774542876785354e-05,0.0,0.0,0.0
1679,1.6082523740936138e-05,0.0,0.0,0.0
1680,1.6318813063013033e-05,0.0,0.0,0.0
1681,2.1151707577311235e-05,4.475169492122534e-08,0.0,0.0
1682,2.1259237655613106e-05,4.475169492122534e-08,0.0,0.0
1683,1.9915835894477952e-05,4.475169492122534e-08,0.0,0.0
1684,2.0445602915840156e-05,4.475169492122534e-08,0.0,0.0
1685,2.195136559229078e-05,4.475169492122534e-08,0.0,0.0
1686,2.182262310920383e-05,4.475169492122534e-08,0.0,0.0
1687,2.0604220156071407e-05,4.475169492122534e-08,0.0,0.0
1688,1.3469410012995858e-05,0.0,0.0,0.0
1689,1.1608842929230637e-05,0.0,0.0,0.0
1690,1.2309903013374424e-05,0.0,0.0,0.0
1691,1.187439641268741e-05,0.0,0.0,0.0
1692,8.947387933793444e-06,0.0,0.0,0.0
1693,9.156390595827751e-06,0.0,0.0,0.0
1694,1.5235172343506878e-05,0.0,0.0,0.0
1695,1.5574471685145648e-05,0.0,0.0,0.0
1696,1.658015103852709e-05,0.0,0.0,0.0
1697,2.0748849497717208e-05,0.0,0.0,0.0
1698,2.7385897867913756e-05,0.0,0.0,0.0
1699,2.8218062262957183e-05,0.0,0.0,0.0
1700,2.6914975023828447e-05,0.0,0.0,0.0
1701,2.0909132477494756e-05,0.0,0.0,0.0
1702,2.0760715805019053e-05,0.0,0.0,0.0
1703,2.1926353968280766e-05,0.0,0.0,0.0
1704,1.92438796407909e-05,0.0,0.0,0.0
1705,1.5976924779741758e-05,0.0,0.0,0.0
1706,1.6694097212166525e-05,0.0,0.0,0.0
1707,1.6050756130425725e-05,0.0,0.0,0.0
1708,1.5672895934975323e-05,0.0,0.0,0.0
1709,1.599020954147688e-05,0.0,0.0,0.0
1710,1.404815803393181e-05,0.0,0.0,0.0
1711,1.13336870331945e-05,0.0,0.0,0.0
1712,6.530772939835775e-06,0.0,0.0,0.0
1713,6.197001506994379e-06,0.0,0.0,0.0
1714,1.4972238269755117e-05,0.0,0.0,0.0
1715,1.4927750661237432e-05,0.0,0.0,0.0
1716,1.3624356337719032e-05,0.0,0.0,0.0
1717,1.3193193743583314e-05,0.0,0.0,0.0
1718,1.3904466803588938e-05,0.0,0.0,0.0
1719,1.4310454811753256e-05,0.0,0.0,0.0
1720,1.3290960883490957e-05,0.0,0.0,0.0
1721,6.496312542887088e-06,0.0,0.0,0.0
1722,9.475909467125479e-06,0.0,0.0,0.0
1723,1.0492367307181536e-05,0.0,6.175176179924944e-09,0.0
1724,1.0818631575862778e-05,0.0,6.175176179924944e-09,0.0
1725,1.0626757167691331e-05,0.0,6.175176179924944e-09,0.0
1726,1.1426001297617664e-05,0.0,6.175176179924944e-09,0.0
1727,1.1559981300836495e-05,0.0,6.175176179924944e-09,0.0
1728,1.2585023406635238e-05,0.0,6.175176179924944e-09,0.0
1729,1.0178370173109994e-05,0.0,6.175176179924944e-09,0.0
1730,9.498587197802927e-06,0.0,0.0,0.0
1731,9.500845668039151e-06,0.0,0.0,0.0
1732,9.249848387428625e-06,0.0,0.0,0.0
1733,1.027580622446424e-05,0.0,0.0,0.0
1734,1.1367508575079097e-05,0.0,0.0,0.0
1735,9.110612869075599e-06,0.0,0.0,0.0
1736,9.840373812559327e-06,0.0,0.0,0.0
1737,1.0582587622463637e-05,0.0,0.0,0.0
1738,1.4715041223618236e-05,0.0,0.0,0.0
1739,1.891825539652408e-05,0.0,0.0,0.0
1740,1.861453483797959e-05,0.0,0.0,0.0
1741,1.7878957091202858e-05,0.0,0.0,0.0
1742,1.833664360414592e-05,0.0,0.0,0.0
1743,1.8358808509739382e-05,0.0,0.0,0.0
1744,1.7850294170784764e-05,0.0,0.0,0.0
1745,1.4057925519799547e-05,0.0,0.0,0.0
1746,1.1768602105023871e-05,0.0,0.0,0.0
1747,1.1036361814019204e-05,0.0,0.0,0.0
1748,1.3578334151783825e-05,0.0,0.0,0.0
1749,1.433219300192182e-05,0.0,0.0,0.0
1750,1.7079929291087736e-05,0.0,0.0,0.0
1751,1.99159194380627e-05,0.0,0.0,0.0
1752,2.234761281475325e-05,0.0,0.0,0.0
1753,2.351820005839857e-05,0.0,0.0,0.0
1754,2.548892527037034e-05,0.0,0.0,0.0
1755,2.668334153505774e-05,0.0,0.0,0.0
1756,2.9798124939718817e-05,0.0,0.0,0.0
1757,2.9726007206980804e-05,3.045123264655558e-09,0.0,0.0
1758,2.9657422211520107e-05,3.045123264655558e-09,0.0,0.0
1759,3.0150987835700755e-05,3.045123264655558e-09,0.0,0.0
1760,3.4683528480984804e-05,3.045123264655558e-09,0.0,0.0
1761,4.2888060696506205e-05,3.045123264655558e-09,0.0,0.0
1762,4.7922440249489485e-05,3.045123264655558e-09,0.0,0.0
1763,5.013293801831813e-05,3.045123264655558e-09,0.0,0.0
1764,5.2712592930350054e-05,0.0,0.0,0.0
1765,5.5672826939761375e-05,0.0,0.0,0.0
1766,5.967694856475906e-05,0.0,0.0,0.0
1767,5.787585126069773e-05,0.0,0.0,0.0
1768,5.450652991255213e-05,0.0,0.0,0.0
1769,5.193082324694842e-05,0.0,0.0,0.0
1770,5.338930038435917e-05,0.0,0.0,0.0
1771,5.4327137019884374e-05,0.0,0.0,0.0
1772,5.7123923657595045e-05,0.0,0.0,0.0
1773,5.7743606053658626e-05,0.0,0.0,5.190381711729839e-09
1774,6.325480301581723e-05,0.0,0.0,5.190381711729839e-09
1775,6.484855475719087e-05,0.0,0.0,5.190381711729839e-09
1776,6.602636598732456e-05,0.0,0.0,5.190381711729839e-09
1777,6.822564267037836e-05,0.0,0.0,5.190381711729839e-09
1778,6.917845790407487e-05,0.0,0.0,5.190381711729839e-09
1779,7.222485770138778e-05,0.0,0.0,7.752067432420517e-09
1780,7.621688876367574e-05,4.698280621693942e-09,0.0,2.5616857206906776e-09
1781,7.50248073018156e-05,6.610797496721586e-09,0.0,2.5616857206906776e-09
1782,7.768239031845172e-05,6.610797496721586e-09,0.0,2.5616857206906776e-09
1783,8.25719564870399e-05,8.785396537242768e-09,0.0,2.5616857206906776e-09
1784,8.617625280749053e-05,8.785396537242768e-09,0.0,2.5616857206906776e-09
1785,9.140785758583141e-05,8.785396537242768e-09,0.0,2.5616857206906776e-09
1786,9.957241439094235e-05,8.785396537242768e-09,0.0,0.0
1787,0.00010170424710460273,4.087115915548825e-09,0.0,0.0
1788,0.00010479256889084354,2.174599040521181e-09,0.0,0.0
1789,0.00010699347642782544,2.174599040521181e-09,0.0,0.0
1790,0.00010745478253478982,0.0,0.0,0.0
1791,0.0001087466610312861,0.0,0.0,0.0
1792,0.00011012047096820814,0.0,0.0,0.0
1793,0.0001027926555252634,0.0,0.0,0.0
1794,0.00010348756664565631,0.0,0.0,0.0
1795,0.00010517693174603795,0.0,0.0,0.0
1796,0.00010689092180525352,0.0,0.0,0.0
1797,0.00010681139039141791,0.0,0.0,0.0
1798,0.00010426941610473608,0.0,0.0,0.0
1799,0.00010536037318940674,1.201539185607154e-09,0.0,0.0
1800,0.00010554457133236741,2.024867004227612e-09,0.0,0.0
1801,0.0001041959663520434,2.4892074750632834e-09,4.643404708356716e-10,0.0
1802,0.00010526947465093275,2.9233342730654907e-09,4.643404708356716e-10,0.0
1803,0.00010292127990396693,3.2743342323219136e-09,4.643404708356716e-10,0.0
1804,0.0001030041094054468,3.579411782845503e-09,4.643404708356716e-10,0.0
1805,0.00010351355324798663,4.3584443038773605e-09,4.643404708356716e-10,0.0
1806,0.00010067605554857957,3.4154552202332003e-09,4.643404708356716e-10,0.0
1807,9.976084818065698e-05,3.4290123121901874e-09,4.643404708356716e-10,0.0
1808,9.968270023819059e-05,5.082940576376213e-09,0.0,0.0
1809,0.00010135092244516792,5.010663407998907e-09,0.0,1.809248148124506e-10
1810,0.0001034662127494812,4.877601100794493e-09,0.0,1.809248148124506e-10
1811,0.00010727730841608718,5.744443254407372e-09,2.343839408272938e-10,1.809248148124506e-10
1812,0.00011023604435779686,5.442827252391932e-09,2.343839408272938e-10,1.809248148124506e-10
1813,0.00011440187621961481,5.184277150428938e-09,2.343839408272938e-10,1.809248148124506e-10
1814,0.0001205397690812658,4.347392239851493e-09,2.343839408272938e-10,1.809248148124506e-10
1815,0.00012414998491294682,2.4222642146045003e-09,6.206653603767012e-10,1.809248148124506e-10
1816,0.00012208699834965437,2.060414584979599e-09,8.108380792190165e-10,0.0
1817,0.00012169362785893359,2.6992147881900662e-09,9.821856502715117e-10,0.0
1818,0.00011774368509317615,1.5272950840535974e-09,9.268365757415203e-10,0.0
1819,0.00011428341843254332,1.04987856503718e-09,1.077134016900873e-09,0.0
1820,0.00011064525252939867,2.523847956023165e-09,1.077134016900873e-09,0.0
1821,0.00010694949846116028,2.9095107275825936e-09,1.077134016900873e-09,2.571085090861759e-10
1822,0.00010403848656486454,2.7163700178078898e-09,6.908525973514656e-10,2.571085090861759e-10
1823,0.00010357668257451483,3.2782210914104682e-09,5.006798785091502e-10,2.571085090861759e-10
1824,0.0001028509993505265,2.823843286187915e-09,3.29332307456655e-10,2.571085090861759e-10
1825,0.00010445045544266967,3.2036936912861945e-09,1.5029744115935273e-10,6.369589141844553e-10
1826,0.00010641308264374467,3.9146831807914035e-09,0.0,6.369589141844553e-10
1827,0.00010786514446538473,2.5452843959478902e-09,0.0,7.415295203269271e-10
1828,0.00010853102451489707,2.159621624388462e-09,1.103293091807091e-10,5.947503204214602e-10
1829,0.0001138855960951852,3.143461554547652e-09,1.103293091807091e-10,6.650245988813554e-10
1830,0.00011329168981839237,2.5816104809450735e-09,2.05633851216699e-10,6.650245988813554e-10
1831,0.0001150733743478278,2.550829071777473e-09,5.772124920890218e-10,8.508139193175168e-10
1832,0.00011493851135518136,2.511576502328694e-09,5.772124920890218e-10,5.561129731316125e-10
1833,0.00011524764184806762,2.0480217997688653e-09,6.596907544041488e-10,5.561129731316125e-10
1834,0.00011506817723524623,2.3587521618446364e-09,6.596907544041488e-10,4.5154236698914067e-10
1835,0.00011555244730386351,2.6938857652528523e-09,5.493614452234397e-10,3.412130578084316e-10
1836,0.00011035994975827634,2.0853517167042567e-09,6.244226247176243e-10,4.961223178310905e-10
1837,0.00010955998212531475,2.3951173584129445e-09,5.291180826816344e-10,4.961223178310905e-10
1838,0.00010738336693196158,2.328841706779526e-09,1.5753944180931156e-10,3.8665874470465514e-10
1839,0.00010610207911148401,2.064025307811436e-09,1.5753944180931156e-10,3.7729072247369034e-10
1840,0.00010510158088956294,2.1189343850964396e-09,7.506117949418467e-11,6.040486206464785e-10
1841,0.00010366271349734493,1.9835438609077424e-09,1.4503879050157106e-10,8.83959064676024e-10
1842,0.00010109345956672249,1.7700411374705588e-09,2.058542304870871e-10,8.83959064676024e-10
1843,0.0001007055418865223,2.7718003210124617e-09,1.9636758092594116e-10,1.3145208255238572e-09
1844,0.00010083464336016082,2.8627318055767556e-09,1.9636758092594116e-10,1.3145208255238572e-09
1845,0.00010039011769029977,3.0246001655623698e-09,1.9636758092594116e-10,1.4384113662074022e-09
1846,0.00010123139717117218,3.0792597281527533e-09,1.9636758092594116e-10,1.4278504291618889e-09
1847,0.00010081239348177664,3.0193377242859754e-09,2.5697304601684275e-10,1.322303461170904e-09
1848,0.00010141810136181968,3.012865663303594e-09,1.8699543500945636e-10,1.0970806921647584e-09
1849,0.0001028960125820179,3.3748906288647416e-09,1.799195316541459e-10,1.2045597654251695e-09
1850,0.00010316269201991548,2.282645033308788e-09,2.0928481963317884e-10,6.912242008930544e-10
1851,0.0001023965866936903,1.8819479070358066e-09,2.0928481963317884e-10,9.697957793962176e-10
1852,0.00010287745889010174,1.6170228410240993e-09,2.0928481963317884e-10,8.201410622061494e-10
1853,0.0001021666414869417,2.065693965087283e-09,2.5754416060103884e-10,8.031799035381124e-10
1854,0.00010205192977861901,1.9747776905784266e-09,1.9693869551013725e-10,9.84980145065809e-10
1855,0.00010260090078060915,2.0163498014115687e-09,1.9693869551013725e-10,1.087797716982562e-09
1856,0.00010145562971177111,1.6320915650704292e-09,1.4319915887993163e-10,1.1791138621042307e-09
1857,0.00010130939751564126,1.6842116828159298e-09,9.639356773100921e-11,1.1329725808322572e-09
1858,0.00010210071611384462,1.7418151960451362e-09,1.539970809602157e-10,8.54401002329094e-10
1859,0.00010218066225726423,1.7223570783883195e-09,1.539970809602157e-10,8.64768820044556e-10
1860,0.00010247710971660646,1.5702114172392152e-09,1.0573773999235568e-10,8.16509479076696e-10
1861,0.00010322092774523688,2.8873594745285456e-09,1.0573773999235568e-10,9.653917506672168e-10
1862,0.00010304561458594565,3.352404746660907e-09,1.0573773999235568e-10,9.19323046260396e-10
1863,0.00010404707115542675,3.39622078476027e-09,1.5347562110079593e-10,7.682657089867564e-10
1864,0.00010363605438864656,3.388947047592136e-09,1.0534139433764672e-10,7.190923769138737e-10
1865,0.0001035017121466808,3.6851559423059908e-09,4.7737881108440257e-11,8.07545478899639e-10
1866,0.00010339881139641096,3.767805496173488e-09,4.7737881108440257e-11,8.793349500927203e-10
1867,0.00010362432762381754,3.643326243870807e-09,4.7737881108440257e-11,9.225474075145814e-10
1868,0.00010287689136540783,2.5331661847514754e-09,4.7737881108440257e-11,6.499007562269351e-10
1869,0.00010478611407701724,2.228141036754648e-09,8.732376726478769e-11,5.780500998499503e-10
1870,0.00010401277437007852,2.3383461516297236e-09,1.2405880687817372e-10,5.725486791024232e-10
1871,0.0001044111538379054,2.2521366676337654e-09,1.2405880687817372e-10,5.660296200003603e-10
1872,0.00010429344027735559,2.266889660112221e-09,1.2405880687817372e-10,5.185282282914119e-10
1873,0.00010510976738130142,2.508565720228871e-09,1.2405880687817372e-10,5.418443788889655e-10
1874,0.00010576970401286547,2.6829670707329e-09,1.6379952156546958e-10,5.383726361544003e-10
1875,0.0001064510558665331,3.046544017060171e-09,1.6379952156546958e-10,4.794709351774173e-10
1876,0.00010516097141329997,3.2231571538738582e-09,1.62545619821129e-10,5.165490178450836e-10
1877,0.00010603859638130026,3.2493517717771934e-09,7.807269909930272e-11,5.092642299927722e-10
1878,0.0001056098283567865,3.0784661248744224e-09,1.1435805873689325e-10,6.501149618642899e-10
1879,0.0001066884963490468,3.0939526892862344e-09,1.8418568654381724e-10,6.789908793943969e-10
1880,0.00010536195622989908,2.8170456998845493e-09,1.8418568654381724e-10,5.887292359967639e-10
1881,0.00010556634619466163,2.5926819025023917e-09,2.0757616260778733e-10,5.805541166851011e-10
1882,0.00010597273961008926,2.486393400692931e-09,2.0757616260778733e-10,4.6020902564970964e-10
1883,0.00010670357213322339,2.0917306696256942e-09,1.692441781957805e-10,4.1566768479598236e-10
1884,0.00010734454450097733,1.9036500074699957e-09,1.9975508548851296e-10,4.112269195801131e-10
1885,0.00010881325267421613,2.3825215451316647e-09,1.6346972585092245e-10,2.878466810145903e-10
1886,0.00010989181984249237,2.3571215772883694e-09,1.2123071395959377e-10,2.456076691232616e-10
1887,0.00011129240426401208,2.458522417393892e-09,1.2123071395959377e-10,3.456381173335846e-10
1888,0.00011192812754805865,2.854065856665906e-09,5.8099523208327803e-11,3.680782068027355e-10
1889,0.00011265839046765385,2.9710688988414192e-09,5.8099523208327803e-11,4.4659089521686164e-10
1890,0.00011195211118320003,3.2452973641738936e-09,5.8099523208327803e-11,4.903553416487786e-10
1891,0.0001120960753593993,3.3586050607326e-09,5.319366772457304e-11,4.854494861650238e-10
1892,0.00011258470892374004,3.256594438560967e-09,5.319366772457304e-11,4.948176788945245e-10
1893,0.00011184956799427579,3.728162715052211e-09,4.8666725411499505e-11,5.133524101839728e-10
1894,0.00011305415994554226,4.103491816184349e-09,4.8666725411499505e-11,3.696403679174866e-10
1895,0.00011271757102804258,3.8365053515018334e-09,6.983793305564185e-11,3.7914830600512973e-10
1896,0.00011194614281911137,3.801415642585531e-09,8.921835889122828e-11,3.0063561759100365e-10
1897,0.00011230925675980481,3.957546116214619e-09,1.63525379745114e-10,2.804788088292146e-10
1898,0.00011209499643882737,4.293850735288223e-09,1.379203279361363e-10,2.909500933829483e-10
1899,0.00011211185587204195,5.010109121223698e-09,1.379203279361363e-10,3.3281878443678995e-10
1900,0.00011249304640971656,5.806243263961619e-09,1.6907046794324898e-10,3.4090725084138084e-10
1901,0.00011219165441746424,6.573061618807076e-09,1.6907046794324898e-10,3.702255367356498e-10
1902,0.00011322027109729658,7.758844360645461e-09,1.478992602991066e-10,3.5836678466008974e-10
1903,0.00011565890287913914,8.176889134046763e-09,1.285188344635202e-10,3.7430592950534903e-10
1904,0.00011722241158297817,9.170045548298082e-09,1.0177303444436347e-10,3.185756638649348e-10
1905,0.00012008928336269622,1.0489017654435884e-08,1.9325420628847822e-10,2.9774618980666594e-10
1906,0.00012272585029547502,1.1029976170513173e-08,2.3979916465220544e-10,2.3500770872970326e-10
1907,0.00012476707966665605,1.105909142040673e-08,2.1488769890482777e-10,2.2474641691345402e-10
1908,0.00012830814271832684,1.1506759862405552e-08,2.9723442358202996e-10,2.1450972050228246e-10
1909,0.00013116526991195445,1.1262872285604836e-08,3.1101543265402553e-10,2.179788859333977e-10
1910,0.00013429894170258194,1.1496973405046771e-08,3.1101543265402553e-10,3.1223085922293947e-10
1911,0.0001379149970099596,1.187123301247896e-08,3.193659394480035e-10,3.5416465692701086e-10
1912,0.0001403688740018489,1.1063345731595779e-08,2.278847676038888e-10,3.8216011704379175e-10
1913,0.0001434943509853578,1.1000957922391308e-08,1.8133980924016158e-10,3.642109966791754e-10
1914,0.0001471880719431543,1.1391796775736144e-08,1.6665595094421193e-10,4.518088819738253e-10
1915,0.00015014139769066657,1.1701794390615663e-08,1.0024794883101151e-10,6.178389169323292e-10
1916,0.0001535446208436042,1.3584864217668674e-08,1.4667438989558945e-10,6.831297809174939e-10
1917,0.00015581865279403116,1.4399711708737835e-08,1.6064012421855368e-10,7.125960119599587e-10
1918,0.00015851017087697983,1.5350425629025366e-08,1.6224935284192554e-10,8.71985553207999e-10
1919,0.00016099003551062196,1.6173354338328797e-08,2.616895787367822e-10,9.139777089923434e-10
1920,0.00016234940682936992,1.7220485608910556e-08,2.848912336198392e-10,9.085835258762895e-10
1921,0.00016509701215129877,1.7254436102120962e-08,3.2649796061212655e-10,8.332583353468489e-10
1922,0.00016626164558277066,1.7631354915741733e-08,3.347105340905416e-10,6.502062340921607e-10
1923,0.00016660690848116895,1.6659671737378242e-08,2.7450308395396815e-10,5.543447784139843e-10
1924,0.00016783360998877988,1.6131225498229795e-08,2.849588799052378e-10,5.123735503336541e-10
