ngram,category,categoy,cateory,categroy
1961,3.131030488085733e-05,2.97656634459401e-10,3.2937774729902003e-09,9.683736431779062e-10
1962,3.1951717184191306e-05,3.1538441402118826e-10,3.2552016637765746e-09,1.0709490040815085e-09
1963,3.265520068193187e-05,3.4509598452668403e-10,3.2952578760918935e-09,1.1747500908551194e-09
1964,3.3371703466400504e-05,3.930474884053911e-10,3.083015113044699e-09,1.2976330407025012e-09
1965,3.3493201044620946e-05,4.040591006623398e-10,2.9943612985964106e-09,1.3985469052687653e-09
1966,3.3873690491808315e-05,4.982820188205648e-10,3.0199304644286583e-09,1.5368152464897582e-09
1967,3.436812455350134e-05,6.328241541897484e-10,2.943101698856968e-09,1.493106939674606e-09
1968,3.505789988724116e-05,6.402015623978891e-10,2.9646746644930643e-09,1.456381967405004e-09
1969,3.652736943747316e-05,6.597829941120839e-10,2.90262553675242e-09,1.5036996409938703e-09
1970,3.760651140640091e-05,7.265360218206801e-10,2.693423452525069e-09,1.5862468005778396e-09
1971,3.86706467127494e-05,8.245294288603386e-10,2.566287230340184e-09,1.773155479588086e-09
1972,4.021452280410033e-05,9.453085774475361e-10,2.4040266761409565e-09,2.047940261817871e-09
1973,4.160252189779255e-05,9.966195567225255e-10,2.3919692100043174e-09,2.2485334546676736e-09
1974,4.295124329343837e-05,1.0234135523161975e-09,2.495836569162334e-09,2.658957244859396e-09
1975,4.44649657375911e-05,1.128729102247864e-09,3.1219693972874195e-09,2.952177407295713e-09
1976,4.482113113876299e-05,1.2890300731578058e-09,3.1141032451133454e-09,3.078536885731913e-09
1977,4.5767899012259606e-05,1.4173049717974046e-09,3.127483779888759e-09,3.4159462242960056e-09
1978,4.618877937900834e-05,1.4570230894810671e-09,3.235104438305468e-09,3.371401570616074e-09
1979,4.6858989662723616e-05,1.5420651263856451e-09,4.0958637434077414e-09,3.312386079709232e-09
1980,4.840053588850424e-05,1.6751999152932383e-09,4.206139975997709e-09,3.133951511001344e-09
1981,4.854413678653405e-05,1.6317381097102108e-09,4.040847561321519e-09,2.944598533259425e-09
1982,4.786511947583806e-05,1.62169947312155e-09,3.1913424284165816e-09,2.8522337824909982e-09
1983,4.78210583553716e-05,1.6026817016369576e-09,3.2567172450878192e-09,2.689194168935062e-09
1984,4.729993400230471e-05,1.6131611919283679e-09,3.170203972351666e-09,2.416638444913133e-09
1985,4.7626607348710035e-05,1.5139706789822428e-09,3.6493939616276195e-09,2.266463905442606e-09
1986,4.721468472520688e-05,1.4241598218183477e-09,2.8524733686197123e-09,2.002313901984719e-09
1987,4.6112337648602466e-05,1.2211342730645519e-09,2.5690954443189996e-09,1.9521594499646457e-09
1988,4.631253354351169e-05,1.2411251550302283e-09,2.453845111232462e-09,1.6808736942002562e-09
1989,4.71446780595995e-05,1.2080745610225969e-09,2.4894097418380413e-09,1.449231702897537e-09
1990,4.8930445960390247e-05,1.1857232656049226e-09,2.432930222364048e-09,1.354393359369916e-09
1991,5.105378971035991e-05,1.101597448181581e-09,2.3480230775569613e-09,1.160008628835791e-09
1992,5.0928128205539126e-05,1.0659475683080392e-09,1.6352455738705934e-09,1.146581464693343e-09
1993,5.109598766596589e-05,9.502715439932023e-10,1.3556330145738015e-09,1.074593350810663e-09
1994,5.1120825706415675e-05,9.218626378133215e-10,1.1202812804406953e-09,9.1949123315338e-10
1995,5.099002997407557e-05,8.43840089074074e-10,1.0694400841084116e-09,8.783028471182064e-10
1996,5.0472890247224965e-05,7.346081243309044e-10,8.849361640298322e-10,7.823749069237249e-10
1997,4.8782626046366726e-05,5.809044475605215e-10,6.592282513524189e-10,6.913032130866676e-10
1998,4.672207433031872e-05,5.107003034751248e-10,5.708992643706421e-10,5.806545561830895e-10
1999,4.673269099190033e-05,5.336373842812492e-10,5.349083953554157e-10,4.3671516403165356e-10
2000,4.633223163961832e-05,5.302840111465201e-10,5.261658846717715e-10,3.949103504525502e-10
2001,4.596194776240736e-05,5.224631402115218e-10,5.262805469197218e-10,3.798128240488958e-10
2002,4.5500124023029844e-05,4.739545779651268e-10,4.874905122433302e-10,4.1590687243393225e-10
2003,4.511138415961925e-05,4.6480336246546017e-10,4.714758861101842e-10,4.0159752111103483e-10
2004,4.4551950330579917e-05,4.5915553502164283e-10,4.4140600698381963e-10,4.283469055645282e-10
2005,4.3928605529280116e-05,4.2298385032652723e-10,4.664758341504133e-10,4.0777676671829456e-10
2006,4.286113523578804e-05,3.3427523447672666e-10,4.15176587553745e-10,3.687073701907906e-10
2007,4.188601919200404e-05,2.882422951116277e-10,4.3250119358922186e-10,3.020794467741997e-10
2008,4.0505218099237285e-05,3.010279525650361e-10,4.080289419830915e-10,2.875283047368679e-10
2009,3.916650530300103e-05,2.5563977076077064e-10,3.672784992803102e-10,2.3287018543641635e-10
2010,3.824056070048495e-05,2.3893804940563635e-10,3.9741197436057464e-10,2.1723270404727657e-10
2011,3.711399040184915e-05,2.1713526958598373e-10,3.933704849951829e-10,1.7100549052192652e-10
2012,3.616888404524486e-05,1.8843750121796558e-10,3.1498677872348376e-10,1.724905466476174e-10
2013,3.5677589039551094e-05,1.7916661160640882e-10,2.9007171862906386e-10,1.6795732562683138e-10
2014,3.477503196336329e-05,1.6289371736398295e-10,2.415958579027322e-10,1.6710027112010195e-10
2015,3.38576555805048e-05,9.940076044014288e-11,2.2586221087861347e-10,1.6208837446843712e-10
2016,3.330654440755357e-05,1.0362037369022431e-10,2.0933842853620988e-10,1.1652383819742747e-10
2017,3.263527681459285e-05,9.223316265830987e-11,1.248228661635912e-10,1.1206341641682253e-10
2018,3.2322227707481946e-05,8.468237153169689e-11,8.479387886284329e-11,1.2147738787104957e-10
2019,3.202501966370619e-05,7.781871241147043e-11,7.795809657540342e-11,1.1446773216794437e-10
