ngram,winner,winner,winnr,winer
1894,2.2917853844514217e-06,2.2917853844514217e-06,0.0,5.642272807701179e-09
1895,2.2555618345774875e-06,2.2555618345774875e-06,2.1171207644142344e-11,5.3826389060215465e-09
1896,2.2899328411897713e-06,2.2899328411897713e-06,2.1171207644142344e-11,5.0742412176824865e-09
1897,2.3492343318918884e-06,2.3492343318918884e-06,3.9747962857613774e-11,4.279014476082921e-09
1898,2.45665377665968e-06,2.45665377665968e-06,3.9747962857613774e-11,4.64787928779385e-09
1899,2.5647550825981724e-06,2.5647550825981724e-06,3.9747962857613774e-11,4.680999651388415e-09
1900,2.651630308849105e-06,2.651630308849105e-06,3.9747962857613774e-11,4.534364947009603e-09
1901,2.701725796734016e-06,2.701725796734016e-06,5.688464976838503e-11,4.53271604377343e-09
1902,2.865816830827888e-06,2.865816830827888e-06,3.5713442124242685e-11,5.032580384169348e-09
1903,2.9488131921035735e-06,2.9488131921035735e-06,5.165258696950202e-11,5.248124855329804e-09
1904,3.0764903645571654e-06,3.0764903645571654e-06,4.892957170385007e-11,5.647492632273757e-09
1905,3.1556737342595753e-06,3.1556737342595753e-06,4.892957170385007e-11,5.793536063590312e-09
1906,3.2332052666918443e-06,3.2332052666918443e-06,4.892957170385007e-11,5.966869411265309e-09
1907,3.3145085386162724e-06,3.3145085386162724e-06,4.892957170385007e-11,6.3486806922696815e-09
1908,3.4311199215153465e-06,3.4311199215153465e-06,3.179288479307882e-11,6.596400568627457e-09
1909,3.4607328741133514e-06,3.4607328741133514e-06,3.179288479307882e-11,6.813937731513826e-09
1910,3.5488491058848533e-06,3.5488491058848533e-06,1.5853739947819482e-11,7.022474474942848e-09
1911,3.5930580192403535e-06,3.5930580192403535e-06,0.0,7.249148012026094e-09
1912,3.588226588492814e-06,3.588226588492814e-06,2.8828215608329392e-11,7.729173745474327e-09
1913,3.59771846498396e-06,3.59771846498396e-06,4.3126134607884836e-11,8.12311272215181e-09
1914,3.513595012399102e-06,3.513595012399102e-06,8.697560231553579e-11,8.062356242939067e-09
1915,3.4134368758844047e-06,3.4134368758844047e-06,1.0291432487953754e-10,8.377181044088339e-09
1916,3.3511149532776992e-06,3.3511149532776992e-06,1.1796618741368092e-10,8.027491814134789e-09
1917,3.3422655698294486e-06,3.3422655698294486e-06,1.738291247055379e-10,9.074960846281296e-09
1918,3.414424911950066e-06,3.414424911950066e-06,1.8820936376855764e-10,9.726300273119444e-09
1919,3.5012175690748596e-06,3.5012175690748596e-06,2.019983872630122e-10,9.676844214823177e-09
1920,3.5586586883645007e-06,3.5586586883645007e-06,2.1090212314651373e-10,9.496432212025801e-09
1921,3.6786587835584735e-06,3.6786587835584735e-06,1.9516426371816006e-10,9.854110860629817e-09
1922,3.7736774954412667e-06,3.7736774954412667e-06,1.792255411541583e-10,9.882210288176502e-09
1923,3.8444841590847186e-06,3.8444841590847186e-06,1.6417367862001494e-10,1.0068951640716608e-08
1924,3.881585761129307e-06,3.881585761129307e-06,1.815753341334008e-10,9.2859081693827e-09
1925,3.88918316015666e-06,3.88918316015666e-06,1.9020027021619613e-10,8.500605996886179e-09
1926,3.875599272110516e-06,3.875599272110516e-06,1.7050599424425376e-10,8.355000056882643e-09
1927,3.888288607153559e-06,3.888288607153559e-06,2.1551947131699071e-10,8.285432847746473e-09
1928,3.894073935433491e-06,3.894073935433491e-06,2.1021734948017164e-10,7.767821433698633e-09
1929,3.916404693882214e-06,3.916404693882214e-06,2.1021734948017164e-10,7.723403250281535e-09
1930,3.90990745862447e-06,3.90990745862447e-06,2.1021734948017164e-10,8.6060979295358e-09
1931,3.915640198621466e-06,3.915640198621466e-06,1.631857664869634e-10,8.569129913585779e-09
1932,3.871174547904437e-06,3.871174547904437e-06,1.4018059134114835e-10,9.708437545949015e-09
1933,3.895625013683457e-06,3.895625013683457e-06,1.1725762821030676e-10,9.328026668547246e-09
1934,3.942288718202949e-06,3.942288718202949e-06,4.904249625451282e-11,1.0078409281736152e-08
1935,3.980737736648214e-06,3.980737736648214e-06,2.6233009812034627e-11,1.0725116033378462e-08
1936,4.020762909411653e-06,4.020762909411653e-06,2.6233009812034627e-11,1.134165117377961e-08
1937,4.074806059049609e-06,4.074806059049609e-06,2.6233009812034627e-11,1.0880135903335031e-08
1938,4.036857132762504e-06,4.036857132762504e-06,0.0,1.162663920695195e-08
1939,3.97504657355187e-06,3.97504657355187e-06,0.0,1.1342155786004632e-08
1940,3.881004399123153e-06,3.881004399123153e-06,0.0,1.162250054928141e-08
1941,3.87426088569295e-06,3.87426088569295e-06,2.7578570379763587e-11,1.1141706097410925e-08
1942,3.838373459075228e-06,3.838373459075228e-06,5.248661624371717e-11,1.1537764140915182e-08
1943,3.857637531317388e-06,3.857637531317388e-06,9.539326669852751e-11,1.0852201930739674e-08
1944,3.919675918950816e-06,3.919675918950816e-06,1.1436458922732738e-10,1.0900737328662607e-08
1945,4.062958169015474e-06,4.062958169015474e-06,1.1436458922732738e-10,1.0291450231696736e-08
1946,4.201064614660156e-06,4.201064614660156e-06,1.4746079754094207e-10,9.317995962123047e-09
1947,4.362359114955845e-06,4.362359114955845e-06,1.9713172364329727e-10,9.332844402060963e-09
1948,4.44082323675892e-06,4.44082323675892e-06,1.6955315326353367e-10,9.892837342968214e-09
1949,4.5686326432457595e-06,4.5686326432457595e-06,1.446451073995801e-10,9.945227815880538e-09
1950,4.6472990626560725e-06,4.6472990626560725e-06,1.1865843228621642e-10,1.0340066009766652e-08
1951,4.728390779616477e-06,4.728390779616477e-06,1.1623620815859326e-10,1.0701690771648081e-08
1952,4.7098836018579145e-06,4.7098836018579145e-06,1.3192015733766637e-10,1.0492135224130346e-08
1953,4.7717126757821205e-06,4.7717126757821205e-06,9.882394902405167e-11,1.1026258128765676e-08
1954,4.775445956641176e-06,4.775445956641176e-06,4.915302292169648e-11,1.0982957400683193e-08
1955,4.791328787437773e-06,4.791328787437773e-06,4.915302292169648e-11,9.88611256350477e-09
1956,4.73310793885113e-06,4.73310793885113e-06,6.262102840239235e-11,9.294895202722436e-09
1957,4.717438579453821e-06,4.717438579453821e-06,5.844477877849284e-11,8.659767062165916e-09
1958,4.638809904073631e-06,4.638809904073631e-06,5.3797488289549935e-11,7.937506969162606e-09
1959,4.5962473060561545e-06,4.5962473060561545e-06,6.070141710707538e-11,7.71429174508041e-09
1960,4.515884614063127e-06,4.515884614063127e-06,8.187713899733749e-11,7.313593730629009e-09
1961,4.478944512292011e-06,4.478944512292011e-06,8.187713899733749e-11,7.003005730865652e-09
1962,4.416083681592552e-06,4.416083681592552e-06,1.0228065121044492e-10,7.306552569324205e-09
1963,4.4551534301717766e-06,4.4551534301717766e-06,1.185242162352448e-10,7.274977953386497e-09
1964,4.40299579297841e-06,4.40299579297841e-06,1.327604207124189e-10,7.635245197994728e-09
1965,4.424223983992956e-06,4.424223983992956e-06,1.4730385760370572e-10,7.346844275803375e-09
1966,4.531215381575748e-06,4.531215381575748e-06,1.3350905103681754e-10,7.614098050469563e-09
1967,4.612865983030393e-06,4.612865983030393e-06,1.3886736601901158e-10,7.958000734577451e-09
1968,4.633774096873822e-06,4.633774096873822e-06,1.3886736601901158e-10,8.075137637929077e-09
1969,4.704129358807612e-06,4.704129358807612e-06,1.364176252119772e-10,7.925300606258036e-09
1970,4.697933686007413e-06,4.697933686007413e-06,1.3301458149214288e-10,8.203309333408372e-09
1971,4.741592744851784e-06,4.741592744851784e-06,1.149855518340586e-10,8.609325506471675e-09
1972,4.733522603471231e-06,4.733522603471231e-06,8.854030703053795e-11,9.179358543117847e-09
1973,4.689035904448247e-06,4.689035904448247e-06,1.0450952702451793e-10,9.509969764057554e-09
1974,4.657449738130838e-06,4.657449738130838e-06,1.0241799967637886e-10,9.450792592957669e-09
1975,4.687140842309288e-06,4.687140842309288e-06,1.1863700002548835e-10,9.87439520626156e-09
1976,4.702288801386853e-06,4.702288801386853e-06,1.328289531936961e-10,9.799329157646395e-09
1977,4.7960289261287215e-06,4.7960289261287215e-06,1.2257324817831006e-10,9.196471838025997e-09
1978,4.819865547947952e-06,4.819865547947952e-06,1.217822762276745e-10,8.63714947182562e-09
1979,4.988192358723609e-06,4.988192358723609e-06,1.217822762276745e-10,8.555752868082728e-09
1980,5.0720673893270685e-06,5.0720673893270685e-06,1.1269363963831554e-10,8.000094364746246e-09
1981,5.20064187574982e-06,5.20064187574982e-06,8.825113011399845e-11,7.947263101572486e-09
1982,5.3192635017954415e-06,5.3192635017954415e-06,9.426661386004374e-11,7.385308555184013e-09
1983,5.4646515569142395e-06,5.4646515569142395e-06,6.952339497751886e-11,7.1920652290811765e-09
1984,5.579839905424576e-06,5.579839905424576e-06,5.3470573207243484e-11,7.158449769458944e-09
1985,5.777305237383448e-06,5.777305237383448e-06,6.701286995552153e-11,6.9295776735803625e-09
1986,5.798726890913843e-06,5.798726890913843e-06,6.701286995552153e-11,6.51018959376058e-09
1987,5.904698679972041e-06,5.904698679972041e-06,6.471415020922348e-11,6.199332920025264e-09
1988,5.955333238359474e-06,5.955333238359474e-06,7.857696983161664e-11,5.557311626753452e-09
1989,6.041699634806719e-06,6.041699634806719e-06,5.634248573646186e-11,5.322291115764496e-09
1990,6.029825466872093e-06,6.029825466872093e-06,6.225490460444659e-11,5.639086975151031e-09
1991,6.082943790326161e-06,6.082943790326161e-06,6.225490460444659e-11,5.820455863313003e-09
1992,6.083949171755064e-06,6.083949171755064e-06,6.60020639333046e-11,5.586597787551487e-09
1993,6.140806687783749e-06,6.140806687783749e-06,7.244342328397276e-11,5.3776117527247285e-09
1994,6.230437000860027e-06,6.230437000860027e-06,8.508100771528352e-11,5.59979377153955e-09
1995,6.302422532046746e-06,6.302422532046746e-06,7.760531949206419e-11,5.5002559332503355e-09
1996,6.383641448337585e-06,6.383641448337585e-06,9.020939798725408e-11,5.4768103068576175e-09
1997,6.522050755717958e-06,6.522050755717958e-06,8.839952232521573e-11,4.928438609600302e-09
1998,6.63264355742805e-06,6.63264355742805e-06,9.995509727451462e-11,4.57987133931478e-09
1999,6.7572269862077e-06,6.7572269862077e-06,8.53522010013652e-11,4.638023362194385e-09
2000,6.8756598921027035e-06,6.8756598921027035e-06,8.929570029831651e-11,4.563540339270438e-09
2001,6.939197841607633e-06,6.939197841607633e-06,7.342464087131288e-11,4.5549186010264614e-09
2002,7.082052304342921e-06,7.082052304342921e-06,1.0461738519136027e-10,4.681787402205373e-09
2003,7.121714393828629e-06,7.121714393828629e-06,1.0748771813094495e-10,4.78457920901779e-09
2004,7.131484445770704e-06,7.131484445770704e-06,1.1112230679272933e-10,4.705195534780517e-09
2005,7.074034134088184e-06,7.074034134088184e-06,1.3434688678997427e-10,4.440082714195017e-09
2006,7.0433020482596476e-06,7.0433020482596476e-06,1.4923325868705055e-10,4.211035647167754e-09
2007,7.0135487086580336e-06,7.0135487086580336e-06,1.4958272220073303e-10,3.8914755544945075e-09
2008,7.004842895444849e-06,7.004842895444849e-06,1.394412621083926e-10,4.395431288780774e-09
2009,6.8388512772799e-06,6.8388512772799e-06,1.0186138638917136e-10,4.1577753938172785e-09
2010,6.702003312446843e-06,6.702003312446843e-06,8.638697495439679e-11,3.848707701743186e-09
2011,6.657565661173846e-06,6.657565661173846e-06,7.12473373949101e-11,3.799215386735e-09
2012,6.649377155554248e-06,6.649377155554248e-06,3.6467182448366284e-11,3.635796933362404e-09
2013,6.5654971227299285e-06,6.5654971227299285e-06,1.0734322161301942e-11,3.4173213465343063e-09
2014,6.387138195610273e-06,6.387138195610273e-06,0.0,3.170999605752099e-09
2015,6.136128766749087e-06,6.136128766749087e-06,5.430671289647598e-12,2.094285078690916e-09
2016,6.058355990847174e-06,6.058355990847174e-06,5.430671289647598e-12,2.0068972991385945e-09
2017,6.064690599790386e-06,6.064690599790386e-06,6.335783171255531e-12,1.949730802734232e-09
2018,5.950837203272386e-06,5.950837203272386e-06,7.602939805506637e-12,1.7872317181755192e-09
2019,5.761500119660923e-06,5.761500119660923e-06,9.503674756883296e-12,1.7200783852810986e-09
