ngram,bread,bread,bred,bread
1795,5.0149098180034866e-05,5.0149098180034866e-05,1.9431377950240858e-05,5.0149098180034866e-05
1796,5.1019247621297836e-05,5.1019247621297836e-05,1.862993459716173e-05,5.1019247621297836e-05
1797,5.381237861001864e-05,5.381237861001864e-05,1.843533833120351e-05,5.381237861001864e-05
1798,5.6819037126842886e-05,5.6819037126842886e-05,1.836542365448882e-05,5.6819037126842886e-05
1799,5.5539809961503905e-05,5.5539809961503905e-05,1.781884878125441e-05,5.5539809961503905e-05
1800,5.164445610716939e-05,5.164445610716939e-05,1.8104056185360866e-05,5.164445610716939e-05
1801,5.21031823674483e-05,5.21031823674483e-05,1.793964474927634e-05,5.21031823674483e-05
1802,5.174945908947848e-05,5.174945908947848e-05,1.790579179734258e-05,5.174945908947848e-05
1803,5.043828371396687e-05,5.043828371396687e-05,1.8722305217774453e-05,5.043828371396687e-05
1804,4.8309850951357346e-05,4.8309850951357346e-05,1.8706462599636454e-05,4.8309850951357346e-05
1805,4.672299162068937e-05,4.672299162068937e-05,1.927007620646951e-05,4.672299162068937e-05
1806,4.6553908759960905e-05,4.6553908759960905e-05,1.9440857223733993e-05,4.6553908759960905e-05
1807,4.734399148479237e-05,4.734399148479237e-05,1.984432986189079e-05,4.734399148479237e-05
1808,4.713663033076695e-05,4.713663033076695e-05,1.9695926571979987e-05,4.713663033076695e-05
1809,4.628961895442834e-05,4.628961895442834e-05,1.93847333451101e-05,4.628961895442834e-05
1810,4.6472451296202575e-05,4.6472451296202575e-05,1.9026592781301588e-05,4.6472451296202575e-05
1811,4.633441806488138e-05,4.633441806488138e-05,1.848410335826754e-05,4.633441806488138e-05
1812,4.7698792643911603e-05,4.7698792643911603e-05,1.7045229209803176e-05,4.7698792643911603e-05
1813,4.7255376557586715e-05,4.7255376557586715e-05,1.6634742808361936e-05,4.7255376557586715e-05
1814,4.716955403897113e-05,4.716955403897113e-05,1.5617474023851434e-05,4.716955403897113e-05
1815,4.763748230678695e-05,4.763748230678695e-05,1.4976169430675717e-05,4.763748230678695e-05
1816,4.800076047623796e-05,4.800076047623796e-05,1.474663960315021e-05,4.800076047623796e-05
1817,4.774406469160957e-05,4.774406469160957e-05,1.4366192382502569e-05,4.774406469160957e-05
1818,4.7564811081559e-05,4.7564811081559e-05,1.4303461414653742e-05,4.7564811081559e-05
1819,4.6528243339188134e-05,4.6528243339188134e-05,1.5027917080650305e-05,4.6528243339188134e-05
1820,4.7377182324583244e-05,4.7377182324583244e-05,1.5355965842900332e-05,4.7377182324583244e-05
1821,4.711412319530999e-05,4.711412319530999e-05,1.546145085740136e-05,4.711412319530999e-05
1822,4.6803109788535426e-05,4.6803109788535426e-05,1.5663560589018743e-05,4.6803109788535426e-05
1823,4.710543985960872e-05,4.710543985960872e-05,1.5710238585597835e-05,4.710543985960872e-05
1824,4.8004499798740395e-05,4.8004499798740395e-05,1.562404993040088e-05,4.8004499798740395e-05
1825,4.935725935086209e-05,4.935725935086209e-05,1.5147849418488996e-05,4.935725935086209e-05
1826,4.882770216292036e-05,4.882770216292036e-05,1.4452387923873694e-05,4.882770216292036e-05
1827,4.8465997159447784e-05,4.8465997159447784e-05,1.3760371984972153e-05,4.8465997159447784e-05
1828,4.959582812651726e-05,4.959582812651726e-05,1.3535979633161332e-05,4.959582812651726e-05
1829,4.759491691532146e-05,4.759491691532146e-05,1.2835470442951191e-05,4.759491691532146e-05
1830,4.8879710707946546e-05,4.8879710707946546e-05,1.2801836289457111e-05,4.8879710707946546e-05
1831,4.850441837334074e-05,4.850441837334074e-05,1.2508819833913418e-05,4.850441837334074e-05
1832,4.7221739285825084e-05,4.7221739285825084e-05,1.2654588577528817e-05,4.7221739285825084e-05
1833,4.7155954754478966e-05,4.7155954754478966e-05,1.2283469654253817e-05,4.7155954754478966e-05
1834,4.743912099261901e-05,4.743912099261901e-05,1.2268829518039378e-05,4.743912099261901e-05
1835,4.679151970776729e-05,4.679151970776729e-05,1.2012411649006286e-05,4.679151970776729e-05
1836,4.9379296667341676e-05,4.9379296667341676e-05,1.2405070265231188e-05,4.9379296667341676e-05
1837,4.866145016941508e-05,4.866145016941508e-05,1.2597024059297318e-05,4.866145016941508e-05
1838,4.892895023138928e-05,4.892895023138928e-05,1.2676447503119042e-05,4.892895023138928e-05
1839,5.001534529063585e-05,5.001534529063585e-05,1.2802342748078185e-05,5.001534529063585e-05
1840,5.1028035418961993e-05,5.1028035418961993e-05,1.324749648899472e-05,5.1028035418961993e-05
1841,5.332693711222548e-05,5.332693711222548e-05,1.3218934327596799e-05,5.332693711222548e-05
1842,5.339985727914609e-05,5.339985727914609e-05,1.3360328011913225e-05,5.339985727914609e-05
1843,5.3526212598496515e-05,5.3526212598496515e-05,1.3369683724054734e-05,5.3526212598496515e-05
1844,5.388195963210559e-05,5.388195963210559e-05,1.2718369492046935e-05,5.388195963210559e-05
1845,5.3510470544486975e-05,5.3510470544486975e-05,1.258179171210421e-05,5.3510470544486975e-05
1846,5.275487793759177e-05,5.275487793759177e-05,1.2169291169681986e-05,5.275487793759177e-05
1847,5.223244287273181e-05,5.223244287273181e-05,1.180281820519927e-05,5.223244287273181e-05
1848,4.960555920011497e-05,4.960555920011497e-05,1.1715981080279952e-05,4.960555920011497e-05
1849,4.942611849401146e-05,4.942611849401146e-05,1.1653562458897276e-05,4.942611849401146e-05
1850,4.840283197284277e-05,4.840283197284277e-05,1.1537966461868823e-05,4.840283197284277e-05
1851,4.7294315403892794e-05,4.7294315403892794e-05,1.1772343376443522e-05,4.7294315403892794e-05
1852,4.719190785960693e-05,4.719190785960693e-05,1.2074000811220945e-05,4.719190785960693e-05
1853,4.695202785244744e-05,4.695202785244744e-05,1.23342610355134e-05,4.695202785244744e-05
1854,4.6278459194581956e-05,4.6278459194581956e-05,1.2471817821538675e-05,4.6278459194581956e-05
1855,4.547394356840024e-05,4.547394356840024e-05,1.2570152908405621e-05,4.547394356840024e-05
1856,4.469790707974296e-05,4.469790707974296e-05,1.2693956185622873e-05,4.469790707974296e-05
1857,4.4528309185157665e-05,4.4528309185157665e-05,1.2881406551709265e-05,4.4528309185157665e-05
1858,4.411209582550717e-05,4.411209582550717e-05,1.292699172544027e-05,4.411209582550717e-05
1859,4.3229290895396844e-05,4.3229290895396844e-05,1.2952262165656845e-05,4.3229290895396844e-05
1860,4.257325833480406e-05,4.257325833480406e-05,1.3471673030705591e-05,4.257325833480406e-05
1861,4.2093766491494277e-05,4.2093766491494277e-05,1.3747808614945306e-05,4.2093766491494277e-05
1862,4.1781665329056394e-05,4.1781665329056394e-05,1.4082410026665976e-05,4.1781665329056394e-05
1863,4.131136094136829e-05,4.131136094136829e-05,1.417570534353477e-05,4.131136094136829e-05
1864,4.091062302385191e-05,4.091062302385191e-05,1.4133119553402399e-05,4.091062302385191e-05
1865,4.062693603503119e-05,4.062693603503119e-05,1.4230884906802593e-05,4.062693603503119e-05
1866,4.0560742490924895e-05,4.0560742490924895e-05,1.42606641020393e-05,4.0560742490924895e-05
1867,4.0373838731154266e-05,4.0373838731154266e-05,1.3679578452346114e-05,4.0373838731154266e-05
1868,4.052494685830814e-05,4.052494685830814e-05,1.3516364041216938e-05,4.052494685830814e-05
1869,3.997509026833411e-05,3.997509026833411e-05,1.3221850427466311e-05,3.997509026833411e-05
1870,3.954888026263299e-05,3.954888026263299e-05,1.3273293006932363e-05,3.954888026263299e-05
1871,3.873228758623425e-05,3.873228758623425e-05,1.3329923214249512e-05,3.873228758623425e-05
1872,3.823132283287123e-05,3.823132283287123e-05,1.3683962866447733e-05,3.823132283287123e-05
1873,3.740432657650672e-05,3.740432657650672e-05,1.387137412426195e-05,3.740432657650672e-05
1874,3.6448912266808164e-05,3.6448912266808164e-05,1.4200380974216387e-05,3.6448912266808164e-05
1875,3.515434634339597e-05,3.515434634339597e-05,1.4571096471627243e-05,3.515434634339597e-05
1876,3.484782376160313e-05,3.484782376160313e-05,1.4676145708238306e-05,3.484782376160313e-05
1877,3.461679079919122e-05,3.461679079919122e-05,1.4969908079365268e-05,3.461679079919122e-05
1878,3.479425504337996e-05,3.479425504337996e-05,1.5450726745517125e-05,3.479425504337996e-05
1879,3.417110877178077e-05,3.417110877178077e-05,1.5302868372860496e-05,3.417110877178077e-05
1880,3.386749345476606e-05,3.386749345476606e-05,1.5356758532496834e-05,3.386749345476606e-05
1881,3.3833785502273326e-05,3.3833785502273326e-05,1.538426048292812e-05,3.3833785502273326e-05
1882,3.403469496074e-05,3.403469496074e-05,1.56506907192774e-05,3.403469496074e-05
1883,3.3723083886018556e-05,3.3723083886018556e-05,1.576707018102752e-05,3.3723083886018556e-05
1884,3.332521945204852e-05,3.332521945204852e-05,1.555642510148963e-05,3.332521945204852e-05
1885,3.272076771411646e-05,3.272076771411646e-05,1.5387697463406118e-05,3.272076771411646e-05
1886,3.236969366428509e-05,3.236969366428509e-05,1.5484054529224522e-05,3.236969366428509e-05
1887,3.190585734306036e-05,3.190585734306036e-05,1.5489733414142393e-05,3.190585734306036e-05
1888,3.135529212678583e-05,3.135529212678583e-05,1.5701639702976017e-05,3.135529212678583e-05
1889,3.075990311377349e-05,3.075990311377349e-05,1.533284687736471e-05,3.075990311377349e-05
1890,3.048487373494676e-05,3.048487373494676e-05,1.561218297345996e-05,3.048487373494676e-05
1891,3.0327122918346765e-05,3.0327122918346765e-05,1.5475828929213874e-05,3.0327122918346765e-05
1892,2.9984208595124073e-05,2.9984208595124073e-05,1.505583012268679e-05,2.9984208595124073e-05
1893,3.00222569161893e-05,3.00222569161893e-05,1.478840749769006e-05,3.00222569161893e-05
1894,2.9756069904708837e-05,2.9756069904708837e-05,1.4443543347754582e-05,2.9756069904708837e-05
1895,2.98012320334757e-05,2.98012320334757e-05,1.398378013358784e-05,2.98012320334757e-05
1896,3.0064045339323847e-05,3.0064045339323847e-05,1.387525363887627e-05,3.0064045339323847e-05
1897,3.031878467092091e-05,3.031878467092091e-05,1.3767368208001634e-05,3.031878467092091e-05
1898,3.0081196850265508e-05,3.0081196850265508e-05,1.3920701738762936e-05,3.0081196850265508e-05
1899,3.0103002375523958e-05,3.0103002375523958e-05,1.4296768962854653e-05,3.0103002375523958e-05
1900,2.9824030986804117e-05,2.9824030986804117e-05,1.4595291889106323e-05,2.9824030986804117e-05
1901,3.0100557393909965e-05,3.0100557393909965e-05,1.4824923839894058e-05,3.0100557393909965e-05
1902,2.9606520131762538e-05,2.9606520131762538e-05,1.534288536017162e-05,2.9606520131762538e-05
1903,2.8582249797182158e-05,2.8582249797182158e-05,1.5385451531203997e-05,2.8582249797182158e-05
1904,2.7887912957729505e-05,2.7887912957729505e-05,1.5705338617928127e-05,2.7887912957729505e-05
1905,2.740257904016679e-05,2.740257904016679e-05,1.5901636288617738e-05,2.740257904016679e-05
1906,2.7093178557281916e-05,2.7093178557281916e-05,1.594759058726985e-05,2.7093178557281916e-05
1907,2.691731580333518e-05,2.691731580333518e-05,1.583644812594035e-05,2.691731580333518e-05
1908,2.6239680404874628e-05,2.6239680404874628e-05,1.5690143949801234e-05,2.6239680404874628e-05
1909,2.6034704725524144e-05,2.6034704725524144e-05,1.5641022140958478e-05,2.6034704725524144e-05
1910,2.588975049937809e-05,2.588975049937809e-05,1.5667530923175426e-05,2.588975049937809e-05
1911,2.5606643248465843e-05,2.5606643248465843e-05,1.5481377106750316e-05,2.5606643248465843e-05
1912,2.5597130713452187e-05,2.5597130713452187e-05,1.5462165460381323e-05,2.5597130713452187e-05
1913,2.556704151044999e-05,2.556704151044999e-05,1.5671329492761288e-05,2.556704151044999e-05
1914,2.6217359845759347e-05,2.6217359845759347e-05,1.5619909520734965e-05,2.6217359845759347e-05
1915,2.691468710379143e-05,2.691468710379143e-05,1.5952474833673997e-05,2.691468710379143e-05
1916,2.690176422350175e-05,2.690176422350175e-05,1.6216230635888807e-05,2.690176422350175e-05
1917,2.698700518521946e-05,2.698700518521946e-05,1.655327663944003e-05,2.698700518521946e-05
1918,2.6677085510787686e-05,2.6677085510787686e-05,1.6863986794695457e-05,2.6677085510787686e-05
1919,2.627325479157402e-05,2.627325479157402e-05,1.67244525073329e-05,2.627325479157402e-05
1920,2.582111898975979e-05,2.582111898975979e-05,1.643398640486079e-05,2.582111898975979e-05
1921,2.502906993738309e-05,2.502906993738309e-05,1.6329996729577294e-05,2.502906993738309e-05
1922,2.3963531930348836e-05,2.3963531930348836e-05,1.593271606127798e-05,2.3963531930348836e-05
1923,2.3788355714974125e-05,2.3788355714974125e-05,1.519983366701386e-05,2.3788355714974125e-05
1924,2.3452918477622526e-05,2.3452918477622526e-05,1.4517457982167667e-05,2.3452918477622526e-05
1925,2.3725799629963668e-05,2.3725799629963668e-05,1.3620054362815739e-05,2.3725799629963668e-05
1926,2.3848183315879267e-05,2.3848183315879267e-05,1.2985248628995447e-05,2.3848183315879267e-05
1927,2.366665934719744e-05,2.366665934719744e-05,1.243936198339465e-05,2.366665934719744e-05
1928,2.3222162261455586e-05,2.3222162261455586e-05,1.1917441692535899e-05,2.3222162261455586e-05
1929,2.3169974675900968e-05,2.3169974675900968e-05,1.1530305658067976e-05,2.3169974675900968e-05
1930,2.2978948566430646e-05,2.2978948566430646e-05,1.1091591009712179e-05,2.2978948566430646e-05
1931,2.2918028272605235e-05,2.2918028272605235e-05,1.0761981684481725e-05,2.2918028272605235e-05
1932,2.256792842152728e-05,2.256792842152728e-05,1.0486683744862343e-05,2.256792842152728e-05
1933,2.2409474695450626e-05,2.2409474695450626e-05,1.0495033555863692e-05,2.2409474695450626e-05
1934,2.2130283468868583e-05,2.2130283468868583e-05,1.0264795881604577e-05,2.2130283468868583e-05
1935,2.2066698095711346e-05,2.2066698095711346e-05,1.0082626171684492e-05,2.2066698095711346e-05
1936,2.1791870364852783e-05,2.1791870364852783e-05,9.760777824599895e-06,2.1791870364852783e-05
1937,2.158340404483689e-05,2.158340404483689e-05,9.558719934180512e-06,2.158340404483689e-05
1938,2.129802695500465e-05,2.129802695500465e-05,9.190009482803621e-06,2.129802695500465e-05
1939,2.1454314784412937e-05,2.1454314784412937e-05,8.849528317763802e-06,2.1454314784412937e-05
1940,2.1556098935044637e-05,2.1556098935044637e-05,8.537330489031905e-06,2.1556098935044637e-05
1941,2.178472407519751e-05,2.178472407519751e-05,8.437816307248016e-06,2.178472407519751e-05
1942,2.175374720536638e-05,2.175374720536638e-05,8.26923107004924e-06,2.175374720536638e-05
1943,2.2190938450096708e-05,2.2190938450096708e-05,8.197952930848779e-06,2.2190938450096708e-05
1944,2.2230321909384137e-05,2.2230321909384137e-05,8.142931359803437e-06,2.2230321909384137e-05
1945,2.2279699416165905e-05,2.2279699416165905e-05,8.196817231821893e-06,2.2279699416165905e-05
1946,2.1657981570959756e-05,2.1657981570959756e-05,8.190096975470493e-06,2.1657981570959756e-05
1947,2.1100749758521227e-05,2.1100749758521227e-05,8.139784508135303e-06,2.1100749758521227e-05
1948,2.0675850724468807e-05,2.0675850724468807e-05,8.029501389371165e-06,2.0675850724468807e-05
1949,2.0155028843354167e-05,2.0155028843354167e-05,8.023820165752632e-06,2.0155028843354167e-05
1950,1.924950187718163e-05,1.924950187718163e-05,7.896406909172324e-06,1.924950187718163e-05
1951,1.8656991544828217e-05,1.8656991544828217e-05,7.734476834489864e-06,1.8656991544828217e-05
1952,1.8186187974476654e-05,1.8186187974476654e-05,7.445569540972688e-06,1.8186187974476654e-05
1953,1.80422516028297e-05,1.80422516028297e-05,7.225641768725057e-06,1.80422516028297e-05
1954,1.77488132716722e-05,1.77488132716722e-05,6.917565769981593e-06,1.77488132716722e-05
1955,1.738112197407255e-05,1.738112197407255e-05,6.6423381213098764e-06,1.738112197407255e-05
1956,1.696218740627436e-05,1.696218740627436e-05,6.3379829303552726e-06,1.696218740627436e-05
1957,1.667324587677805e-05,1.667324587677805e-05,6.054939668891686e-06,1.667324587677805e-05
1958,1.6542975312664305e-05,1.6542975312664305e-05,5.842050086357631e-06,1.6542975312664305e-05
1959,1.6198998179918688e-05,1.6198998179918688e-05,5.701054565828859e-06,1.6198998179918688e-05
1960,1.5826527877444668e-05,1.5826527877444668e-05,5.617882704557685e-06,1.5826527877444668e-05
1961,1.5448543438521612e-05,1.5448543438521612e-05,5.501440422709233e-06,1.5448543438521612e-05
1962,1.5224248272716068e-05,1.5224248272716068e-05,5.4545704577841595e-06,1.5224248272716068e-05
1963,1.5118545629125687e-05,1.5118545629125687e-05,5.446077986042448e-06,1.5118545629125687e-05
1964,1.5028224749715133e-05,1.5028224749715133e-05,5.421462836758499e-06,1.5028224749715133e-05
1965,1.518787537081932e-05,1.518787537081932e-05,5.421586657965756e-06,1.518787537081932e-05
1966,1.5186380811168679e-05,1.5186380811168679e-05,5.426410552900052e-06,1.5186380811168679e-05
1967,1.5191980570047495e-05,1.5191980570047495e-05,5.353685862376421e-06,1.5191980570047495e-05
1968,1.5202719363774772e-05,1.5202719363774772e-05,5.291370923389747e-06,1.5202719363774772e-05
1969,1.4948934222047683e-05,1.4948934222047683e-05,5.161370739058059e-06,1.4948934222047683e-05
1970,1.4765724439972214e-05,1.4765724439972214e-05,5.001564464432054e-06,1.4765724439972214e-05
1971,1.4585330713349062e-05,1.4585330713349062e-05,4.9010859584086575e-06,1.4585330713349062e-05
1972,1.4077109491544043e-05,1.4077109491544043e-05,4.73910683597621e-06,1.4077109491544043e-05
1973,1.3817965477106295e-05,1.3817965477106295e-05,4.597466288812159e-06,1.3817965477106295e-05
1974,1.3429336831904948e-05,1.3429336831904948e-05,4.471839994429112e-06,1.3429336831904948e-05
1975,1.319486545980908e-05,1.319486545980908e-05,4.399774427708637e-06,1.319486545980908e-05
1976,1.3169433259463403e-05,1.3169433259463403e-05,4.29987241139835e-06,1.3169433259463403e-05
1977,1.2983812666789163e-05,1.2983812666789163e-05,4.2564843170112e-06,1.2983812666789163e-05
1978,1.2801567338881017e-05,1.2801567338881017e-05,4.164830053403941e-06,1.2801567338881017e-05
1979,1.2776348609934627e-05,1.2776348609934627e-05,4.087513843842316e-06,1.2776348609934627e-05
1980,1.2748304600661089e-05,1.2748304600661089e-05,4.011445201155896e-06,1.2748304600661089e-05
1981,1.2905051465038144e-05,1.2905051465038144e-05,3.942627634907174e-06,1.2905051465038144e-05
1982,1.3066437791816757e-05,1.3066437791816757e-05,3.882039111756187e-06,1.3066437791816757e-05
1983,1.312475095411563e-05,1.312475095411563e-05,3.847239213428111e-06,1.312475095411563e-05
1984,1.3314127500052564e-05,1.3314127500052564e-05,3.8170569171467965e-06,1.3314127500052564e-05
1985,1.3488317303459293e-05,1.3488317303459293e-05,3.8043421162521033e-06,1.3488317303459293e-05
1986,1.3528372359620075e-05,1.3528372359620075e-05,3.8051385412732737e-06,1.3528372359620075e-05
1987,1.3598516748710868e-05,1.3598516748710868e-05,3.7612146895428722e-06,1.3598516748710868e-05
1988,1.3653088769517905e-05,1.3653088769517905e-05,3.7051474594461198e-06,1.3653088769517905e-05
1989,1.3784961343584915e-05,1.3784961343584915e-05,3.6591749059360675e-06,1.3784961343584915e-05
1990,1.400848045055422e-05,1.400848045055422e-05,3.5990602620066577e-06,1.400848045055422e-05
1991,1.4182011519941235e-05,1.4182011519941235e-05,3.508252250737444e-06,1.4182011519941235e-05
1992,1.4425023956781452e-05,1.4425023956781452e-05,3.4306694293003863e-06,1.4425023956781452e-05
1993,1.4789693783053995e-05,1.4789693783053995e-05,3.3759190825678942e-06,1.4789693783053995e-05
1994,1.5176474724804783e-05,1.5176474724804783e-05,3.350324277562322e-06,1.5176474724804783e-05
1995,1.551921208634407e-05,1.551921208634407e-05,3.3687455080715675e-06,1.551921208634407e-05
1996,1.5839791948175324e-05,1.5839791948175324e-05,3.377490591966697e-06,1.5839791948175324e-05
1997,1.6344517072346726e-05,1.6344517072346726e-05,3.399073193577351e-06,1.6344517072346726e-05
1998,1.684307868085203e-05,1.684307868085203e-05,3.3950562153352493e-06,1.684307868085203e-05
1999,1.7198955642275644e-05,1.7198955642275644e-05,3.3727149002515944e-06,1.7198955642275644e-05
2000,1.772651739884168e-05,1.772651739884168e-05,3.3587415535813695e-06,1.772651739884168e-05
2001,1.8368572585001986e-05,1.8368572585001986e-05,3.3812537887050505e-06,1.8368572585001986e-05
2002,1.9047849751327055e-05,1.9047849751327055e-05,3.3995444742426377e-06,1.9047849751327055e-05
2003,1.97776171262376e-05,1.97776171262376e-05,3.4620000276065966e-06,1.97776171262376e-05
2004,2.0296944057918154e-05,2.0296944057918154e-05,3.5120000510297748e-06,2.0296944057918154e-05
2005,2.1262534573907033e-05,2.1262534573907033e-05,3.7261661418597214e-06,2.1262534573907033e-05
2006,2.250122971807806e-05,2.250122971807806e-05,3.932111440008157e-06,2.250122971807806e-05
2007,2.371728753912196e-05,2.371728753912196e-05,4.215667818893312e-06,2.371728753912196e-05
2008,2.512976373379518e-05,2.512976373379518e-05,4.325426191696481e-06,2.512976373379518e-05
2009,2.5941759564115534e-05,2.5941759564115534e-05,4.337117486232143e-06,2.5941759564115534e-05
2010,2.655649950611405e-05,2.655649950611405e-05,4.354646372511135e-06,2.655649950611405e-05
2011,2.750193328081098e-05,2.750193328081098e-05,4.367151534877069e-06,2.750193328081098e-05
2012,2.8223558599295628e-05,2.8223558599295628e-05,4.258410464379787e-06,2.8223558599295628e-05
2013,2.8327484739877817e-05,2.8327484739877817e-05,4.132710306034174e-06,2.8327484739877817e-05
2014,2.9214805441110263e-05,2.9214805441110263e-05,4.009115887778794e-06,2.9214805441110263e-05
2015,2.9927643481642008e-05,2.9927643481642008e-05,4.085170368333431e-06,2.9927643481642008e-05
2016,3.031690747385645e-05,3.031690747385645e-05,4.222970606601198e-06,3.031690747385645e-05
2017,3.09727541510559e-05,3.09727541510559e-05,4.266196356184082e-06,3.09727541510559e-05
2018,3.138935171591584e-05,3.138935171591584e-05,4.333026572567178e-06,3.138935171591584e-05
2019,3.1713417683931766e-05,3.1713417683931766e-05,4.4142642536826315e-06,3.1713417683931766e-05
