ngram,sign,sin,sing,sighn
1611,1.975287042504143e-05,8.274080300907372e-05,3.8254285430282054e-05,0.0
1612,1.7098511956906543e-05,7.621522399858804e-05,3.676842288768967e-05,0.0
1613,1.4367394474642684e-05,4.338098012470125e-05,3.619771963972848e-05,0.0
1614,1.535622374961219e-05,4.6347467819681955e-05,4.311952417473159e-05,0.0
1615,1.4591483445006556e-05,2.4690228136543218e-05,2.9286534105007638e-05,0.0
1616,1.4591483445006556e-05,1.7452923397546067e-05,2.2547557494233062e-05,0.0
1617,1.03505284901725e-05,3.400840764048293e-05,2.1016698091053903e-05,0.0
1618,1.6231610840934862e-05,3.800268372547829e-05,2.0788262710474165e-05,0.0
1619,1.945117972874349e-05,5.7026424071539494e-05,4.388250714068168e-05,0.0
1620,1.6723856398519793e-05,5.7495310232167996e-05,4.30760820953375e-05,0.0
1621,1.6270281126448287e-05,5.8275600557473286e-05,4.114998124090822e-05,0.0
1622,1.664060606084864e-05,0.00012418675071655474,4.429840451588721e-05,0.0
1623,1.9334747906084105e-05,0.00012274505258704136,4.383973594355796e-05,0.0
1624,2.583881775665629e-05,9.845899210501687e-05,4.2301519247952714e-05,0.0
1625,1.965617291586698e-05,9.416882783495697e-05,4.4617920658700836e-05,0.0
1626,1.9152687043190652e-05,7.724441096408035e-05,2.1674540221283678e-05,0.0
1627,1.99618151067885e-05,9.546861451781297e-05,1.9444174800550434e-05,0.0
1628,2.1916002976597936e-05,0.00010528274343154667,1.7134447781635182e-05,0.0
1629,2.389424308343483e-05,3.8292170399602454e-05,1.465884036276423e-05,0.0
1630,2.206259123990354e-05,4.21733753747893e-05,1.4390337647845236e-05,0.0
1631,1.6317088953396057e-05,4.442531040435175e-05,1.3325369893988994e-05,0.0
1632,1.608501777030012e-05,4.5518812320161874e-05,1.5182664615817235e-05,0.0
1633,1.3237026824494283e-05,4.317122758428533e-05,1.6138912672301687e-05,0.0
1634,1.2924206771458557e-05,2.4455986736679085e-05,1.626905356845652e-05,0.0
1635,1.0846363482284818e-05,1.75629768039341e-05,1.7863702071606114e-05,0.0
1636,1.1322106648289523e-05,2.5856345863368396e-05,1.8219166772074198e-05,0.0
1637,1.0605936901291508e-05,3.3973401839050765e-05,4.0352104796121626e-05,7.316012735308114e-08
1638,8.937502489711083e-06,4.111904809178668e-05,4.0696471192599605e-05,7.316012735308114e-08
1639,9.221471616781076e-06,4.814997536024228e-05,3.959181296003018e-05,7.316012735308114e-08
1640,1.0215267398702313e-05,5.764246212233307e-05,4.20590215851137e-05,7.316012735308114e-08
1641,1.046221599868399e-05,6.986561960989743e-05,4.200338571536122e-05,7.316012735308114e-08
1642,1.2641413377423305e-05,0.00015862537423215275,4.085330575825148e-05,7.316012735308114e-08
1643,7.111195567891368e-06,0.00015600992784519413,3.9224130172702386e-05,7.316012735308114e-08
1644,7.606505570428064e-06,0.00016738534187814885,1.6859858013568945e-05,0.0
1645,9.81122509204267e-06,0.000163976050576561,1.6564433735766215e-05,0.0
1646,1.0754341409275575e-05,0.0001909845860999277,1.3911917124330233e-05,0.0
1647,1.1808409388842328e-05,0.000203909651255734,1.302500699499173e-05,0.0
1648,1.6238369815774994e-05,0.00026910480508896787,1.3095059525117644e-05,0.0
1649,1.5446812670104138e-05,0.0002037166180213847,1.07467920835396e-05,0.0
1650,1.885272604340571e-05,0.0002271230155851559,2.0218648712346165e-05,0.0
1651,2.2425103842189336e-05,0.00024021340920756171,2.087376281321797e-05,0.0
1652,2.3748362764308695e-05,0.00024628550454508513,2.0742926023688468e-05,0.0
1653,2.520230451149733e-05,0.00023632653548182652,2.1243057420049028e-05,0.0
1654,2.7580498551417675e-05,0.0002519308867964095,2.042367025621518e-05,0.0
1655,2.4843439210339318e-05,0.00021427709933569922,2.1412242404039716e-05,0.0
1656,2.5037722999903573e-05,0.00019778452717998465,2.2532872597886516e-05,0.0
1657,2.594183219376386e-05,0.00028829591194932746,1.4882458084944769e-05,0.0
1658,2.784000636373613e-05,0.0002887730151996948,1.5948316234114047e-05,0.0
1659,2.864559597323283e-05,0.00029928483438977437,2.42066868980016e-05,0.0
1660,2.8988308648487354e-05,0.0002752043870454405,2.4463016935832066e-05,0.0
1661,2.6306349484782133e-05,0.00024213242808660392,2.2728846163642758e-05,0.0
1662,2.8364844183670357e-05,0.0002052424012747776,2.5884982993115307e-05,0.0
1663,2.9984545497947173e-05,0.0001930094084465444,2.6544179295992114e-05,0.0
1664,2.9864815977426978e-05,8.398627453841203e-05,2.8111100683807827e-05,0.0
1665,2.617767274516934e-05,9.506087241918846e-05,2.662572679972592e-05,0.0
1666,2.5237455312370522e-05,9.755723684585453e-05,1.881319745474944e-05,0.0
1667,2.6541334981240133e-05,0.00010166917244142886,1.7990469067236908e-05,0.0
1668,2.9735516363871284e-05,0.00014873888890828572,2.0250080394492086e-05,0.0
1669,2.78170893060243e-05,0.0001553418305775267,1.5621172419092284e-05,0.0
1670,2.6986605527261937e-05,0.00016434725850038894,1.4411788989881253e-05,0.0
1671,2.919178820905342e-05,0.00017524220467229106,1.4079628532012326e-05,0.0
1672,3.04322389378545e-05,0.00018361101527781493,1.4206995339398937e-05,0.0
1673,2.931117030259754e-05,0.00017598442095082385,1.4992113262581239e-05,0.0
1674,2.9387102196259158e-05,0.00019262206582685133,1.551486963892655e-05,0.0
1675,2.8601541738940534e-05,0.00016980889735610357,1.550047675534318e-05,0.0
1676,2.6763888204836155e-05,0.00018887504847953096,1.604615824492482e-05,0.0
1677,2.7944319299422204e-05,0.00019937916450934217,1.6675023029425313e-05,0.0
1678,2.451119975635915e-05,0.00020405610017145852,1.5347602519406272e-05,0.0
1679,2.370660929175626e-05,0.00015307031363980577,1.3982617279647716e-05,0.0
1680,2.4400159808075322e-05,0.0001474760688974389,1.3405391005757597e-05,0.0
1681,2.5429693778278306e-05,0.00015952960945599313,1.3485450965942749e-05,0.0
1682,2.484951151667961e-05,0.00013676660091732629,1.232238836174864e-05,0.0
1683,2.6268761368036004e-05,0.0001106953321660902,1.2857761248596944e-05,0.0
1684,2.5549185530897895e-05,9.910590727356196e-05,1.3447674713721166e-05,0.0
1685,2.4329361362366137e-05,8.040034585324715e-05,1.1904367446342284e-05,0.0
1686,2.5281292567212533e-05,0.00010788030730119707,1.3247091633924615e-05,0.0
1687,2.6109863548689255e-05,0.00013771680382238368,1.2684776915453508e-05,0.0
1688,2.268333004654518e-05,0.00010415427706383136,1.2538590713769995e-05,0.0
1689,2.3614661716107677e-05,0.00013143705226476804,1.2552566269213067e-05,0.0
1690,2.201033527983652e-05,0.00013345713172644276,1.2248928474686441e-05,0.0
1691,2.2363249627233017e-05,0.00013320215410723385,1.1267722844162823e-05,0.0
1692,2.4489738669737043e-05,0.00013999084551739673,1.2291748134884983e-05,0.0
1693,2.5881206316366194e-05,0.00011062342400691705,1.1311552173408148e-05,0.0
1694,2.4957377198526437e-05,6.942087085397881e-05,1.1218325328497616e-05,0.0
1695,2.5775892806580358e-05,7.870766707388352e-05,1.146429921001462e-05,0.0
1696,2.5417828380471163e-05,7.098343771109025e-05,1.2388870475531024e-05,0.0
1697,2.8524456605997068e-05,8.011257757191612e-05,1.416651386015084e-05,0.0
1698,2.82986098422303e-05,7.856973778481395e-05,1.4598618171086336e-05,0.0
1699,2.637319552637304e-05,6.572561375963102e-05,1.53303955292878e-05,0.0
1700,2.5419195351007928e-05,6.897316338186752e-05,1.7580412402042255e-05,0.0
1701,2.5700981495901942e-05,7.799491998282195e-05,1.919679834827548e-05,0.0
1702,2.5629025913076475e-05,8.554504503471045e-05,1.908717760150986e-05,0.0
1703,2.428309042963e-05,6.618616134801414e-05,1.950824194604398e-05,0.0
1704,2.3481927980485905e-05,5.6668192753152524e-05,1.867475787418828e-05,0.0
1705,2.3472179236705415e-05,5.6191923119643305e-05,2.349324040551437e-05,0.0
1706,2.4172909304200273e-05,6.159195878093929e-05,2.66473976548046e-05,0.0
1707,2.1745479378816007e-05,6.0107239862970475e-05,2.5846283798663145e-05,0.0
1708,2.1429561976609485e-05,5.316032236026201e-05,2.5492535054841676e-05,0.0
1709,2.1631727057475863e-05,4.119516961509362e-05,2.807099008350633e-05,0.0
1710,2.1827899347824443e-05,4.18906425433566e-05,2.9880865570573534e-05,0.0
1711,2.0710354874609038e-05,4.353783983138523e-05,2.9983378356389168e-05,0.0
1712,2.07062374621663e-05,4.3747765240758394e-05,2.5923533550147632e-05,0.0
1713,2.0746995817587178e-05,4.443639513088523e-05,2.7285419751673805e-05,0.0
1714,2.2618769435212016e-05,4.7058809286681935e-05,2.769060587784874e-05,0.0
1715,2.189008124072903e-05,4.760033854316654e-05,2.9057427777193618e-05,0.0
1716,2.204559651935207e-05,4.742576285415063e-05,3.532288350730336e-05,0.0
1717,2.222883241691826e-05,4.579889407198477e-05,3.439584205417694e-05,0.0
1718,2.1531496063939164e-05,4.194710501386518e-05,3.646194948357463e-05,0.0
1719,2.0248933651600964e-05,3.671320012342351e-05,3.609756173058746e-05,0.0
1720,1.929682470550428e-05,3.34084638130402e-05,3.262308460502287e-05,0.0
1721,1.827400072735535e-05,3.142492447035953e-05,3.107792703563713e-05,0.0
1722,1.8545254663747202e-05,2.9844201370516593e-05,2.9879060743301773e-05,0.0
1723,1.8499352726004353e-05,3.0231497476052027e-05,2.2508360286467776e-05,0.0
1724,1.7742703805976945e-05,2.558937441270765e-05,2.1447365075541063e-05,0.0
1725,1.8965500982760985e-05,2.7543898795556743e-05,1.9240278171699693e-05,0.0
1726,1.9688990765384267e-05,3.202099495475912e-05,2.1090479094709735e-05,0.0
1727,1.9457307644188404e-05,3.047704220599761e-05,1.979642560659808e-05,0.0
1728,2.075746020377015e-05,2.9183929395263215e-05,2.0223717781066496e-05,0.0
1729,2.103109181916807e-05,3.424968131834508e-05,1.9971055215657024e-05,0.0
1730,2.021337084962787e-05,3.322949175656374e-05,2.15299914998468e-05,0.0
1731,2.0649347789003514e-05,3.4351423372364866e-05,2.002271321543958e-05,0.0
1732,2.050999916848793e-05,3.742860774634339e-05,2.031718889026836e-05,0.0
1733,2.0388712073327042e-05,3.604529436935471e-05,1.8354464763043715e-05,0.0
1734,2.100378177211886e-05,3.7732488375955396e-05,1.97679219127167e-05,0.0
1735,1.9864325232837083e-05,3.815676401635366e-05,2.021666503943769e-05,0.0
1736,1.95122751652629e-05,3.8319780807276925e-05,2.0399408770442407e-05,0.0
1737,1.910989054262505e-05,3.536098613819506e-05,1.781274737108366e-05,0.0
1738,1.8574526101084693e-05,3.8778192642244645e-05,1.84000622799171e-05,0.0
1739,1.793329517697982e-05,3.3411281557554116e-05,1.6489081255193533e-05,0.0
1740,1.73233469727815e-05,3.295627383132731e-05,1.8901942374733543e-05,0.0
1741,1.6896582954879185e-05,3.7831527151865885e-05,1.7533297068439424e-05,0.0
1742,1.7514227563099537e-05,4.26339876347421e-05,1.9552601380772622e-05,0.0
1743,1.7448374689722967e-05,3.957663310367414e-05,1.8834175144937554e-05,0.0
1744,1.825947999480247e-05,4.23507270690087e-05,2.0305308290906915e-05,0.0
1745,1.927051328363762e-05,5.079300249885169e-05,2.073870317482423e-05,0.0
1746,2.1131377122531247e-05,5.1698479832599075e-05,2.1763632633207764e-05,0.0
1747,2.2109387438311906e-05,5.063407687495263e-05,2.0935453773875323e-05,0.0
1748,2.2430637597738367e-05,5.017355657141057e-05,2.0672688151535112e-05,0.0
1749,2.1909049922084834e-05,4.4008667308454665e-05,1.8378207122233497e-05,0.0
1750,2.2639089365839027e-05,5.103243633389606e-05,1.919938573077421e-05,0.0
1751,2.3369085673558792e-05,5.544626505330338e-05,1.9232146249643328e-05,0.0
1752,2.3554596347301932e-05,4.81229523886993e-05,1.9071727235443958e-05,0.0
1753,2.3122788531639215e-05,5.184634989875901e-05,1.98151736705248e-05,0.0
1754,2.4609635667210178e-05,5.606818480633332e-05,1.8487016989508576e-05,0.0
1755,2.5795011034850696e-05,5.337256360300151e-05,1.981891650107822e-05,0.0
1756,2.7061460839052286e-05,5.214345037529711e-05,1.9611960591906348e-05,0.0
1757,2.8425822425301055e-05,4.754226886559211e-05,2.0315261930850932e-05,0.0
1758,2.8427298665129846e-05,4.399157088690637e-05,1.9038167920371052e-05,0.0
1759,2.886844153441156e-05,4.066518236608577e-05,1.976233202835179e-05,0.0
1760,2.8735878264082464e-05,4.107572775475481e-05,1.961275237200815e-05,0.0
1761,2.926439135210655e-05,3.8983521465395044e-05,1.9658360153178883e-05,0.0
1762,3.0775123637535474e-05,4.1096358212858573e-05,1.9988826352346223e-05,0.0
1763,3.073308419386324e-05,4.392931025774617e-05,2.046172396928471e-05,0.0
1764,2.9965440522313918e-05,4.3466724101952945e-05,2.0542039367553245e-05,0.0
1765,2.9796134965311338e-05,4.3339073142435935e-05,2.086453059746418e-05,0.0
1766,2.9432469870828625e-05,4.961212367301674e-05,2.0079583139574553e-05,0.0
1767,2.9755133904732895e-05,5.5377089925709046e-05,2.0908018476412898e-05,0.0
1768,2.9560808148484545e-05,5.45087932550814e-05,2.1182456943539103e-05,0.0
1769,2.855138492512716e-05,6.516492586732576e-05,2.0611458239727654e-05,0.0
1770,2.9455048466583582e-05,7.20856036683212e-05,2.131000941777269e-05,0.0
1771,2.939304561420743e-05,7.560782458832753e-05,2.0871652200834694e-05,0.0
1772,2.961371267571979e-05,7.452018222206139e-05,2.169850787530387e-05,0.0
1773,2.982664253587635e-05,6.793249771622609e-05,2.2644737327937037e-05,0.0
1774,2.901243299545188e-05,6.301808155382917e-05,2.1465119321614372e-05,0.0
1775,2.7757760887782623e-05,6.234258658618533e-05,2.1525108552720796e-05,2.8886891608895635e-09
1776,2.6926102821432452e-05,4.944254656688177e-05,2.6227169135901412e-05,2.8886891608895635e-09
1777,2.5079313542976577e-05,4.247415719354259e-05,2.5836716823895195e-05,2.8886891608895635e-09
1778,2.467625277599187e-05,3.7690764916728116e-05,2.518002007231449e-05,2.8886891608895635e-09
1779,2.4415208047555226e-05,3.926186088522497e-05,2.5131424211264986e-05,2.8886891608895635e-09
1780,2.3726180318460267e-05,3.8181627522655095e-05,2.406703372668874e-05,2.8886891608895635e-09
1781,2.3459509715654088e-05,3.553086155859221e-05,2.3850090396341068e-05,2.8886891608895635e-09
1782,2.4240449939887704e-05,3.5977571315015666e-05,2.3915684713366708e-05,0.0
1783,2.3892137635682176e-05,3.416820124714702e-05,1.8858178529106745e-05,2.174599040521181e-09
1784,2.3931331920071637e-05,3.376725648454989e-05,1.8321006012099262e-05,2.174599040521181e-09
1785,2.3877231017520118e-05,3.583669058571104e-05,1.8316256370910977e-05,2.174599040521181e-09
1786,2.364006858052952e-05,3.384828258796395e-05,1.7339551050099544e-05,2.174599040521181e-09
1787,2.425568163744174e-05,3.932043806084299e-05,1.8646248333555248e-05,2.174599040521181e-09
1788,2.5114495656453073e-05,4.278753268798547e-05,1.8850036212825216e-05,2.174599040521181e-09
1789,2.400576574603162e-05,4.3693956415933955e-05,1.8365974548422465e-05,2.174599040521181e-09
1790,2.4054746972979046e-05,4.52073706713106e-05,1.8261183608306703e-05,0.0
1791,2.4053822406650787e-05,4.667553470686211e-05,1.8663680488576313e-05,0.0
1792,2.517777076198919e-05,4.8771797342591784e-05,2.0873463654424995e-05,0.0
1793,2.5754542678311865e-05,5.8201605237887376e-05,2.1359111737443266e-05,0.0
1794,2.55622409375584e-05,5.698039084174005e-05,2.1885927448498217e-05,0.0
1795,2.531148701174451e-05,5.8989472953336577e-05,2.1947976555176346e-05,0.0
1796,2.589312186630975e-05,6.843959012517839e-05,2.2812591591251214e-05,0.0
1797,2.715411730085699e-05,7.269582472093004e-05,2.3781693796211455e-05,0.0
1798,2.8337923660209136e-05,7.625564363219642e-05,2.434884715642381e-05,0.0
1799,2.8023032168026214e-05,7.791959069436416e-05,2.29078832489904e-05,0.0
1800,2.8389730557267156e-05,7.462132115116609e-05,2.3268202962104363e-05,0.0
1801,2.8890476252334857e-05,8.034299285749771e-05,2.2773354170827327e-05,0.0
1802,2.9078127097039085e-05,8.091810949346317e-05,2.3520530833463583e-05,0.0
1803,2.932433199021034e-05,7.825701322872192e-05,2.4234781189339367e-05,0.0
1804,2.9152370448822955e-05,7.753660299515883e-05,2.4317181149464367e-05,0.0
1805,2.9596144096493454e-05,8.186563666510795e-05,2.513164586811659e-05,0.0
1806,3.031687914959288e-05,8.628155150550551e-05,2.4689570376982113e-05,0.0
1807,3.093263824536864e-05,9.011846226972661e-05,2.6870699782323625e-05,2.092212276443612e-10
1808,3.2303718139051595e-05,9.369152082529451e-05,2.6618975035879494e-05,2.092212276443612e-10
1809,3.315841422590893e-05,9.387695899931714e-05,2.604001591472687e-05,2.092212276443612e-10
1810,3.385629679542035e-05,9.294808218588255e-05,2.4798492242033327e-05,2.092212276443612e-10
1811,3.460832470279586e-05,9.449836111993395e-05,2.3998901399733897e-05,2.092212276443612e-10
1812,3.448888206289017e-05,9.923562382547451e-05,2.32186583681531e-05,4.4792948715256994e-10
1813,3.48994362866506e-05,9.760752748531689e-05,2.3103386930805364e-05,4.4792948715256994e-10
1814,3.495101087277622e-05,9.71641784417443e-05,2.0399835973096613e-05,2.3870825950820876e-10
1815,3.434761986552205e-05,9.491702283932162e-05,2.046763958268067e-05,2.3870825950820876e-10
1816,3.41457712888119e-05,9.380130255262234e-05,2.0888512933327418e-05,2.3870825950820876e-10
1817,3.3861581219493276e-05,9.595704094473538e-05,2.132139655129452e-05,2.3870825950820876e-10
1818,3.344788014406471e-05,9.775381373141759e-05,2.2500058548757806e-05,2.3870825950820876e-10
1819,3.398569502418728e-05,9.587803132100297e-05,2.3493198698685903e-05,0.0
1820,3.411201968057347e-05,9.712654614954122e-05,2.4291617851953822e-05,0.0
1821,3.403201013238036e-05,9.818444751934814e-05,2.5277397071477026e-05,0.0
1822,3.43181834198601e-05,9.938656564502577e-05,2.5765051759663038e-05,1.2476890155964171e-10
1823,3.4848643346257245e-05,0.00010464136305797313,2.6094525830038557e-05,1.2476890155964171e-10
1824,3.535286928776519e-05,0.0001050865778649625,2.5992126860988458e-05,1.2476890155964171e-10
1825,3.5712062526727095e-05,0.00011089280451415107,2.5080412472431946e-05,1.2476890155964171e-10
1826,3.523801985595908e-05,0.00010721509274195082,2.4025555571175312e-05,1.2476890155964171e-10
1827,3.494452019887311e-05,0.00011702020648434492,2.3482239027673912e-05,1.2476890155964171e-10
1828,3.528533644774663e-05,0.00012048037751810625,2.302559343141703e-05,1.2476890155964171e-10
1829,3.5157678212272e-05,0.00011650453338266484,2.150621133166299e-05,0.0
1830,3.504992231942846e-05,0.00011618487042142078,2.0883463418743175e-05,0.0
1831,3.503461682287577e-05,0.00011520179188145059,2.0746773381168687e-05,0.0
1832,3.493191304317277e-05,0.00011268712218484975,2.0671361458620856e-05,0.0
1833,3.522066461820421e-05,0.00011449412392851497,2.0424385054086868e-05,8.247826231512688e-11
1834,3.542548438417725e-05,0.00010376557163129161,2.02882474695798e-05,8.247826231512688e-11
1835,3.526876337543529e-05,9.926772535046828e-05,2.0102487854144003e-05,8.247826231512688e-11
