ngram,maintenance,maintenace,maintnce,mainteance
1926,7.135889921171059e-05,2.848535198195025e-08,0.0,8.464637752630161e-09
1927,7.140177019339587e-05,2.8313325017848e-08,0.0,8.62708710818489e-09
1928,7.179379982907059e-05,2.667946143373813e-08,0.0,7.837362822219314e-09
1929,7.212508873115959e-05,2.5937886759054762e-08,0.0,7.523876950037739e-09
1930,7.261875621874683e-05,2.657332994918501e-08,0.0,7.268369017765508e-09
1931,7.251871491981936e-05,2.6326765275744687e-08,2.6233009812034627e-11,7.137337704981357e-09
1932,7.390932296402752e-05,2.5382173315538888e-08,2.6233009812034627e-11,7.0062907856335445e-09
1933,7.457445358990558e-05,2.6163570357847935e-08,2.6233009812034627e-11,7.363077639662866e-09
1934,7.550426692302738e-05,2.5712892640480537e-08,2.6233009812034627e-11,7.237213114511373e-09
1935,7.673458458157256e-05,2.5082676507232852e-08,2.6233009812034627e-11,7.599139666731552e-09
1936,7.872805456697409e-05,2.4688432377826886e-08,2.6233009812034627e-11,7.705284093313075e-09
1937,7.914660298930747e-05,2.3677452125931657e-08,2.6233009812034627e-11,7.749361660306216e-09
1938,8.203487959690392e-05,2.3649595805506707e-08,0.0,7.3775387069271605e-09
1939,8.528634186534743e-05,2.4553893140932814e-08,2.4894025333185457e-11,7.884417817040555e-09
1940,8.979914647560301e-05,2.55844749830203e-08,2.4894025333185457e-11,8.35891368820642e-09
1941,9.492668635045578e-05,2.733166150546497e-08,2.4894025333185457e-11,1.0050559115118825e-08
1942,9.956683269202975e-05,3.002679501865454e-08,1.2452620878899978e-10,1.1463948901280219e-08
1943,0.0001016136780630664,3.361891311369293e-08,1.2452620878899978e-10,1.2802007707892114e-08
1944,0.00010401461206908737,3.5683675189294006e-08,1.4349753131779964e-10,1.4060099624251571e-08
1945,0.00010525611703217561,3.705440855737509e-08,1.4349753131779964e-10,1.5267449653728297e-08
1946,0.00010495445167180151,3.816155924596387e-08,1.6824781845503622e-10,1.5883332109873597e-08
1947,0.00010268972463174058,3.7358623623211836e-08,2.1791874455739142e-10,1.593601618919495e-08
1948,0.00010018003376899287,3.730385194395629e-08,2.1791874455739142e-10,1.4960416397765845e-08
1949,9.726502321427688e-05,3.589697174431551e-08,1.3529272345293363e-10,1.4473934178178233e-08
1950,9.624432797344136e-05,3.433603369882933e-08,1.5221269879438027e-10,1.3854398897957968e-08
1951,9.543465109475489e-05,3.3282026024039624e-08,1.4979047466675714e-10,1.3358282607051869e-08
1952,9.485664174592654e-05,3.2929236987960005e-08,1.4979047466675714e-10,1.3072360083299372e-08
1953,9.413320991110854e-05,3.3055618686717025e-08,1.1583539881256298e-10,1.2987791540654468e-08
1954,9.461056054403474e-05,3.3222634294410066e-08,6.616447271020779e-11,1.3366597733417101e-08
1955,9.346752735187433e-05,3.275978371115278e-08,8.065872473896261e-11,1.3262853926221396e-08
1956,9.299596422351897e-05,3.217656287444827e-08,7.712056786830196e-11,1.2987792301950257e-08
1957,9.172045143454202e-05,3.092347279830067e-08,1.1117549539704389e-10,1.292367533624526e-08
1958,9.035449537415323e-05,3.108331776096358e-08,9.462639699586717e-11,1.2932978497661094e-08
1959,8.797436229152871e-05,3.037055889316369e-08,1.0592033599416645e-10,1.267910792230558e-08
1960,8.646930551289447e-05,2.9749932041665617e-08,9.023109937793855e-11,1.187434074876949e-08
1961,8.418632309517957e-05,2.9035345556443256e-08,9.023109937793855e-11,1.121497472666988e-08
1962,8.2844563751548e-05,2.841829349620184e-08,7.573684734918373e-11,1.1193294291445e-08
1963,8.078667763454308e-05,2.9105974265673596e-08,6.226884186848786e-11,1.127703289479801e-08
1964,7.900932437873312e-05,2.971357331611151e-08,2.928055912811343e-11,1.0679262807400391e-08
1965,7.715703811429973e-05,3.0278968919463164e-08,2.928055912811343e-11,1.0340555205751961e-08
1966,7.612974357990814e-05,3.046278556390851e-08,1.798662012981416e-11,9.673883154854529e-09
1967,7.463980416235114e-05,3.088827200364059e-08,1.798662012981416e-11,9.576324495290983e-09
1968,7.401397514123735e-05,3.148539207131762e-08,1.798662012981416e-11,9.386043434541795e-09
1969,7.345375966646575e-05,3.201350651238499e-08,2.696350583285069e-11,8.843640232823548e-09
1970,7.379603318570714e-05,3.285438359463504e-08,2.696350583285069e-11,8.366773813455503e-09
1971,7.42340468735035e-05,3.3809378408022894e-08,8.976885703036531e-12,8.334026167590634e-09
1972,7.558058444244255e-05,3.4559634392345677e-08,1.7672330860601145e-11,8.445794539925698e-09
1973,7.715150630766792e-05,3.620169408691254e-08,2.5926427671407737e-11,8.818954201826403e-09
1974,7.90726491166944e-05,3.7765677823082503e-08,3.407393068096834e-11,8.92433999715487e-09
1975,8.057190383884258e-05,3.977591843197713e-08,4.218343085552309e-11,9.489107531481165e-09
1976,8.175947108871437e-05,4.1924199730861544e-08,4.124297629605676e-11,9.546898890481056e-09
1977,8.237565946598937e-05,4.457564476264711e-08,6.532220895146982e-11,9.353831487146635e-09
1978,8.347057675044718e-05,4.6495084607808424e-08,7.34821375374712e-11,9.238099301407082e-09
1979,8.324455016658508e-05,4.755368721021114e-08,7.291439327317129e-11,8.604586820837312e-09
1980,8.239060116466135e-05,4.84592901679142e-08,6.466029646236469e-11,8.155488284700141e-09
1981,8.153933803051976e-05,4.9732890313894784e-08,5.6512793452804086e-11,7.710948831832606e-09
1982,8.04497062095574e-05,4.952315636939732e-08,5.581478830705779e-11,7.396162285796695e-09
1983,7.928649574751034e-05,4.857061800375309e-08,9.959589551887329e-11,6.974933900291294e-09
1984,7.781985394623396e-05,4.551388396326469e-08,7.551666286346022e-11,6.6959621974100565e-09
1985,7.584990505295406e-05,4.377207269661605e-08,8.182488416988828e-11,6.223736383402314e-09
1986,7.450821119294102e-05,4.217173556396249e-08,1.3587417698904654e-10,6.088817513675135e-09
1987,7.387862362000825e-05,3.988758986598181e-08,1.69311513222224e-10,5.979210967613621e-09
1988,7.268736018366846e-05,3.680849809078219e-08,2.386256073691076e-10,5.591120677550521e-09
1989,7.125392793178824e-05,3.4181240187487153e-08,2.312141123402992e-10,4.609058119291782e-09
1990,6.958946635547494e-05,3.1636154775225937e-08,1.9271149854465415e-10,4.332642720785072e-09
1991,6.848501860596505e-05,2.986716880164815e-08,2.189885723155197e-10,3.942629334119374e-09
1992,6.75084042346238e-05,2.689337971365343e-08,2.1088276858887463e-10,3.73954204110508e-09
1993,6.634192374934043e-05,2.4251727737123474e-08,1.4870577487645165e-10,3.4139752612207174e-09
1994,6.456806970943165e-05,2.206396436983076e-08,1.2177156852311022e-10,2.990688363624372e-09
1995,6.324962253399593e-05,1.9964352076280127e-08,5.245747437622659e-11,2.7327049987947915e-09
1996,6.160898712031277e-05,1.7712507777949734e-08,7.766563136660639e-11,2.5461063257736782e-09
1997,6.01950404026346e-05,1.5916017202601196e-08,6.435070680686574e-11,2.489095263236152e-09
1998,5.858314398210496e-05,1.4277577596390399e-08,4.9629207985299064e-11,2.368869592547388e-09
1999,5.6704238626740077e-05,1.2856189763559606e-08,4.32668618195147e-11,2.2354475889433243e-09
2000,5.477808995887504e-05,1.1559088035945869e-08,4.32668618195147e-11,2.0502218335747914e-09
2001,5.304280057316646e-05,1.0114162713697233e-08,3.676373193967868e-11,1.9474039365212955e-09
2002,5.098580576096927e-05,8.945906301452818e-09,3.676373193967868e-11,2.0398560935624185e-09
2003,4.929703053286565e-05,8.01121289941063e-09,2.702998638407347e-11,1.7775005594395615e-09
2004,4.761477716134063e-05,7.32572320265896e-09,2.702998638407347e-11,1.6068602480347393e-09
2005,4.574995702049429e-05,6.3627609847571875e-09,3.038019240937067e-11,1.511632596873369e-09
2006,4.363685002317652e-05,5.878601097971828e-09,4.581990937462572e-11,1.4606662863363746e-09
2007,4.170273106345641e-05,5.302264785963676e-09,5.118707045527669e-11,1.5696316151598516e-09
2008,3.9383022210261386e-05,4.782615732017754e-09,5.118707045527669e-11,1.4355864513022303e-09
2009,3.747391331541751e-05,4.5815837155873035e-09,5.118707045527669e-11,1.1393434211954506e-09
2010,3.569666400185919e-05,4.345965841169784e-09,3.5712659020502107e-11,1.1139646982627482e-09
2011,3.372118304209185e-05,3.947256775406669e-09,3.5712659020502107e-11,9.732623239079784e-10
2012,3.180752849272851e-05,3.64968633093099e-09,2.080687804590602e-11,8.890253414392138e-10
2013,3.06357643629391e-05,3.4821969434923564e-09,5.367161080650971e-12,7.274017935606939e-10
2014,2.9117394660715945e-05,3.383862777285783e-09,5.19575008017803e-12,4.2113078798010154e-10
2015,2.8017804132624796e-05,3.275694921660894e-09,1.0626421369825628e-11,3.5777742524564383e-10
2016,2.6908803712493473e-05,2.8751882462176225e-09,1.0626421369825628e-11,3.2472986056083665e-10
2017,2.609938837849768e-05,2.690492828527624e-09,1.2397491598129898e-11,2.8810347452630963e-10
2018,2.573958845459856e-05,2.741139715212171e-09,1.487698991775588e-11,2.742312522896473e-10
2019,2.5558336801623227e-05,2.912463381576913e-09,1.8596237397194848e-11,2.1196254907512868e-10
