ngram,addition,adition,additon,aditon
1899,9.35735837889037e-05,2.3210417968552325e-08,1.6825286941468676e-08,6.351362293242703e-11
1900,9.516462679519983e-05,2.2466748461624775e-08,1.78602875980768e-08,1.3579604107860632e-10
1901,9.659330576791294e-05,2.3159248740967087e-08,1.9394959035626665e-08,3.7570965386432166e-10
1902,9.853632530264025e-05,2.4242450586647076e-08,2.0154966203936705e-08,3.1219603093189466e-10
1903,0.00010117030407335343,2.474980499909764e-08,2.106876324197466e-08,3.28135175777154e-10
1904,0.0001034830669855832,2.577199913795474e-08,2.209307784336748e-08,3.28135175777154e-10
1905,0.00010559791553532705,2.8187297321632547e-08,2.3802490898918094e-08,3.28135175777154e-10
1906,0.00010757558629848063,2.699787390473115e-08,2.4835811883251935e-08,3.28135175777154e-10
1907,0.00010949823107304317,2.805579844635174e-08,2.538724430678485e-08,2.5585275763097467e-10
1908,0.00011192199287636737,4.2017495007127895e-08,2.658853581749554e-08,1.5939144845259332e-11
1909,0.00011374987557896279,4.2749546379029976e-08,2.7389332960378202e-08,1.5939144845259332e-11
1910,0.00011671247089647554,4.3059684833630333e-08,2.893087927954444e-08,0.0
1911,0.00011875376367243007,4.186793565809564e-08,2.928033180994914e-08,0.0
1912,0.00012105231560001682,4.0090410229660326e-08,2.9481824727538098e-08,0.0
1913,0.00012361289451031813,4.049709190212525e-08,2.9659728895126136e-08,0.0
1914,0.00012656509456324523,4.0123056369420085e-08,3.003059540722981e-08,2.923297913261434e-11
1915,0.00012916513618880084,2.6517854832621068e-08,3.0610334838294355e-08,2.923297913261434e-11
1916,0.0001318047579843551,2.5801794224987262e-08,3.178044341975042e-08,2.923297913261434e-11
1917,0.00013333216442593506,2.5546154144454443e-08,3.259713464233625e-08,4.319871345557859e-11
1918,0.0001354913755286751,2.5346757327935976e-08,3.340284848718511e-08,5.757895251859832e-11
1919,0.00013717655591400607,2.5944589460940344e-08,3.3427866696911224e-08,5.757895251859832e-11
1920,0.00013769006389858468,2.6494350332687385e-08,3.333799065379546e-08,5.757895251859832e-11
1921,0.00013780393263524665,2.6519445940818642e-08,3.319901813776076e-08,2.8345973385983977e-11
1922,0.00013790352802191461,2.626951710128976e-08,3.2020808861586506e-08,2.8345973385983977e-11
1923,0.00013818201841786504,2.6355138769775166e-08,3.0765969073952096e-08,2.8345973385983977e-11
1924,0.00013832729226643487,2.6886311843554722e-08,2.943969918638751e-08,1.4380239063019725e-11
1925,0.00013847043529884622,2.6880091549433668e-08,2.8096100430324052e-08,2.3005175145815062e-11
1926,0.00013890979295995618,2.65827489544433e-08,2.7733539909036153e-08,2.3005175145815062e-11
1927,0.00014036291603198542,2.547288932167443e-08,2.778611728006451e-08,2.3005175145815062e-11
1928,0.0001413149355877457,2.474009467131769e-08,2.6967989492326135e-08,2.3005175145815062e-11
1929,0.00014225346967577934,2.3572391530787432e-08,2.6603432599716015e-08,2.3005175145815062e-11
1930,0.00014338110798105066,2.2612114085924466e-08,2.6162661878207213e-08,2.3005175145815062e-11
1931,0.0001444274655243914,2.159573472429851e-08,2.4831486454347995e-08,2.3005175145815062e-11
1932,0.00014519649266730994,2.17361795863878e-08,2.492783503425601e-08,0.0
1933,0.00014632389398424754,2.0946361343833686e-08,2.418093230411549e-08,0.0
1934,0.000147322124186238,2.0750674575456936e-08,2.3254100867120542e-08,0.0
1935,0.0001491036403292258,2.068197752740681e-08,2.334439359279778e-08,2.222233310065848e-11
1936,0.00015111929263054793,2.1905546583005682e-08,2.337518166330353e-08,2.222233310065848e-11
1937,0.00015258531493600458,2.165147299543995e-08,2.331898001679227e-08,2.222233310065848e-11
1938,0.0001550372170251129,2.153668786166106e-08,2.4345576475427932e-08,4.397458389490286e-11
1939,0.00015702773193230053,2.144796898814353e-08,2.4758490368981256e-08,4.397458389490286e-11
1940,0.00015854402278949107,2.1957720467266232e-08,2.5520454321232526e-08,4.397458389490286e-11
1941,0.00015992837974668613,2.2399457273130404e-08,2.6855987148418795e-08,4.397458389490286e-11
1942,0.00016143631988338063,2.3311478715624745e-08,2.7701081048040318e-08,2.175225079424438e-11
1943,0.00016252755553328564,2.36392942046645e-08,2.8801732046953736e-08,2.175225079424438e-11
1944,0.00016413757943415215,2.4642380326765434e-08,3.0012545084088874e-08,2.175225079424438e-11
1945,0.000164935747826738,2.6034724598389403e-08,3.1666930157468546e-08,0.0
1946,0.0001662610988465271,2.6198633611735593e-08,3.233390368149815e-08,0.0
1947,0.00016721191682985852,2.587283707912645e-08,3.3673040990476825e-08,1.6556976028298768e-11
1948,0.0001683886200355898,2.633093717666465e-08,3.4415862667661456e-08,3.365697601572951e-11
1949,0.00016821999659961357,2.615211057234644e-08,3.475855742911855e-08,3.365697601572951e-11
1950,0.00016883664440164075,2.6293585975167844e-08,3.466461911167633e-08,5.057695135717617e-11
1951,0.00016953498041922494,2.6197850238369417e-08,3.444938150615988e-08,5.057695135717617e-11
1952,0.0001701233787961038,2.520253846885875e-08,3.3635843570729255e-08,6.626090053624928e-11
1953,0.00017068176072955663,2.5315118636269418e-08,3.449274795944543e-08,6.626090053624928e-11
1954,0.0001714842115429097,2.547349455182614e-08,3.5218408506969874e-08,6.42198804055662e-11
1955,0.00017204557661898434,2.549742537740128e-08,3.5337118881833314e-08,4.711988041813545e-11
1956,0.00017390594959059463,2.7053103376520734e-08,3.56705222819593e-08,6.058788589883132e-11
1957,0.00017474550986662507,2.6119343386556337e-08,3.614093710016927e-08,5.6411636274931813e-11
1958,0.00017496233340352774,2.589730639458919e-08,3.7378293476259776e-08,6.831344418716562e-11
1959,0.00017510953018375273,2.6761722742613918e-08,3.886969171925817e-08,5.2629495008092524e-11
1960,0.00017506031768529544,2.691814542694309e-08,3.893198449337173e-08,5.2629495008092524e-11
1961,0.00017511712004696683,2.7313603569366152e-08,3.99461654865263e-08,3.811353911047683e-11
1962,0.00017448117016881173,2.6488611938800333e-08,4.0126636743512533e-08,3.811353911047683e-11
1963,0.00017342820813480233,2.5165114436731528e-08,4.204923799631745e-08,2.464553362978096e-11
1964,0.00017242915055248886,2.5383131533171114e-08,4.463050322962252e-08,2.0895117977140896e-11
1965,0.00017074941674114337,2.6328165298699398e-08,4.60199497557109e-08,8.99331006490708e-12
1966,0.00016949115836593722,2.5136471190226724e-08,4.748568471768522e-08,8.99331006490708e-12
1967,0.0001685220070482631,2.4769036599536776e-08,5.001819606117611e-08,1.7837989022392466e-11
1968,0.00016823066939001104,2.402863888814214e-08,5.0491233289611566e-08,1.7837989022392466e-11
1969,0.0001689210330368951,2.4074517363763855e-08,5.30023019759288e-08,2.6814874725428998e-11
1970,0.0001698076105510284,2.3902929159800934e-08,5.540036036271496e-08,2.6814874725428998e-11
1971,0.00017165876800260906,2.3993927606673944e-08,5.704631839924852e-08,2.6772465197158877e-11
1972,0.00017461524943688085,2.3007884105855477e-08,5.991539708816163e-08,2.6772465197158877e-11
1973,0.00017730656587186137,2.3695624763929246e-08,6.393098875686779e-08,3.502656200796547e-11
1974,0.00017997822059052332,2.3739387344789975e-08,6.618473895920423e-08,7.506690209911428e-11
1975,0.00018194774539941655,2.343193017395606e-08,7.087268169162339e-08,1.3994290349555223e-10
1976,0.00018342998269612769,2.3275810739115902e-08,7.488224339015557e-08,1.309660177925157e-10
1977,0.00018486657687130252,2.3020337382360723e-08,7.775965623782863e-08,1.3899242867765338e-10
1978,0.0001847448542581073,2.2566020671125183e-08,8.13633909453009e-08,1.463613853130192e-10
1979,0.00018427299177606722,2.3078005792090802e-08,8.449327282278318e-08,1.5448908620628388e-10
1980,0.00018388658229793821,2.2848638029212713e-08,8.457856434266173e-08,1.54071816812643e-10
1981,0.00018294243117062642,2.2525802175924322e-08,8.688855400253357e-08,1.2044639492130623e-10
1982,0.00018181015496208732,2.2752510986379093e-08,8.724188761886711e-08,5.5570393524868273e-11
1983,0.00018075106657176678,2.328401547759183e-08,8.738806250058978e-08,6.297289921662421e-11
1984,0.0001790548412827775,2.326234037143747e-08,8.60146666273717e-08,7.69982693676103e-11
1985,0.00017838490644602904,2.327760232187107e-08,8.297797445980645e-08,7.514656208803697e-11
1986,0.0001768175737067525,2.247133831393252e-08,7.89783446261286e-08,6.701886119477228e-11
1987,0.00017567834791926934,2.1333967481496074e-08,7.635787012207271e-08,7.255696886563991e-11
1988,0.00017482640396337956,2.0500692698988132e-08,7.170511397345893e-08,7.116019133073565e-11
1989,0.00017408390911961242,1.9499799870053332e-08,6.623993391891808e-08,7.781220310944446e-11
1990,0.00017286491181169237,1.8070327710363798e-08,5.951587514882054e-08,7.040969741768853e-11
1991,0.0001722359302220866,1.696387233859501e-08,5.438979450949384e-08,5.492718482428113e-11
1992,0.00017107508236741914,1.5886555563123953e-08,5.0014001828913024e-08,6.590841959498915e-11
1993,0.00017069294075814208,1.5141982778743568e-08,4.6469288353786653e-08,6.590841959498915e-11
1994,0.00017005052151424543,1.4644519882470571e-08,4.1871865720720184e-08,7.854600402629991e-11
1995,0.00016915595915634185,1.374356222478517e-08,3.779362905171573e-08,7.107031580308058e-11
1996,0.00016787579806987196,1.3132312507277026e-08,3.4502711544957624e-08,6.441830402437176e-11
1997,0.00016638594180611626,1.2521495967072432e-08,3.228568802780631e-08,7.017082847322292e-11
1998,0.00016459458233189901,1.2001968942497245e-08,2.9777888091838837e-08,6.360156003050653e-11
1999,0.00016274916249260838,1.1188854033759656e-08,2.7122694693356867e-08,6.526839733360973e-11
2000,0.0001607056536678491,1.0101297829935772e-08,2.415981954178343e-08,7.046082665741947e-11
2001,0.00015834386327436993,9.403029466170665e-09,2.23482291720042e-08,4.4448307138075396e-11
2002,0.00015629382479736314,9.089246815514279e-09,2.072760274529628e-08,3.8061175738901554e-11
2003,0.00015409685355345054,8.591247459475783e-09,1.917236452137721e-08,3.8061175738901554e-11
2004,0.0001521036008073549,7.951385962355419e-09,1.7454639130879253e-08,3.23086512900504e-11
2005,0.00014920712939263986,7.2954405056740205e-09,1.586356912497422e-08,3.7277244783037335e-11
2006,0.0001454917447907584,6.779184325012011e-09,1.4100245796352543e-08,1.0161022816796666e-11
2007,0.00014128252847253213,6.49035371478947e-09,1.325285189527189e-08,1.5702915654288876e-11
2008,0.00013645049745848934,6.070130683813854e-09,1.1860800849409055e-08,2.0993995232730457e-11
2009,0.00013343931537487412,5.609940956219361e-09,1.2272636494360865e-08,2.0993995232730457e-11
2010,0.0001304045134539982,5.017347426417018e-09,1.2231276943655952e-08,2.508789133778436e-11
2011,0.0001252276696115067,4.599249838120402e-09,1.1634673161406032e-08,2.9730288419619175e-11
2012,0.00012113125350359561,4.0368588472006195e-09,1.0622912961975674e-08,3.544140997545155e-11
2013,0.00011925198902775134,3.5894453124082506e-09,1.0163224991746996e-08,4.614345537612419e-11
2014,0.00011613337535111765,3.208655119379955e-09,9.276882056192498e-09,3.5409133214822244e-11
2015,0.00011309132345819048,3.0241921348103264e-09,8.91630471043316e-09,3.0118053636380666e-11
2016,0.00010961435119887548,2.6859866077342888e-09,7.060551952621706e-09,3.0118053636380666e-11
2017,0.0001067131355133218,2.464981330163596e-09,5.80621869102534e-09,3.036151711988122e-11
2018,0.00010630077449604868,2.3210407373852602e-09,5.407617020836142e-09,2.9934464629288726e-11
2019,0.00010572506653261371,2.4247186480863547e-09,5.712909145749734e-09,1.872857945117712e-11
