ngram,failure,faiure,falure,failre
1918,7.555266763249944e-05,3.0787755361012206e-09,3.896864703938669e-09,8.028920861491429e-10
1919,7.559308765589126e-05,3.032407801052882e-09,4.074455154220605e-09,7.29779736641234e-10
1920,7.489578690313335e-05,3.1141663375018017e-09,3.977359870026882e-09,6.528959595186734e-10
1921,7.415576172726495e-05,2.8387344697122785e-09,3.668209513918441e-09,7.203715560574356e-10
1922,7.300992105488799e-05,2.642175763892648e-09,3.6262303953244715e-09,8.580396076191781e-10
1923,7.22850683294902e-05,2.764850681735709e-09,4.311282220115231e-09,7.906828921758599e-10
1924,7.111050841298752e-05,2.331838904507626e-09,4.164382933729322e-09,7.487116640955297e-10
1925,7.09755820155676e-05,2.1908580584627047e-09,4.0578857734325476e-09,6.710551697652889e-10
1926,6.950831967904898e-05,2.2070014942572006e-09,4.0779045537168e-09,6.229494023798513e-10
1927,6.922736169404484e-05,2.0868237534824428e-09,4.069565573416867e-09,6.679628794525883e-10
1928,6.945232806694028e-05,1.914452985030124e-09,4.081271701547198e-09,6.186427838260147e-10
1929,7.056204257034031e-05,2.002789878385869e-09,3.805070195436347e-09,4.771385072758047e-10
1930,7.037976112249973e-05,1.5496441828157158e-09,3.10055422606378e-09,4.878343007330699e-10
1931,7.052550894773699e-05,1.6618221402150572e-09,3.1259149237326612e-09,6.262452738920692e-10
1932,6.944617780391127e-05,1.365307137187902e-09,2.7642128268874036e-09,7.45099575292864e-10
1933,7.043048390187323e-05,1.251913295252649e-09,2.5630342610177034e-09,8.611795641679163e-10
1934,7.067742678503106e-05,1.3842860112158105e-09,2.3559543046606078e-09,8.828359313436554e-10
1935,7.080161179016744e-05,1.7363204287055923e-09,2.2114643925620824e-09,9.47154315295811e-10
1936,7.035611945736621e-05,1.6335684630394302e-09,2.263971185126731e-09,9.341092185469586e-10
1937,7.142073237836095e-05,1.811625349734669e-09,2.2963211491041793e-09,9.149693145994928e-10
1938,7.279965835290827e-05,1.993301785534791e-09,2.4076085411043178e-09,8.311379759032686e-10
1939,7.359980164827513e-05,2.1974571130987742e-09,2.3454342595081404e-09,8.386426553208537e-10
1940,7.381538099642577e-05,2.2879674186983478e-09,2.24582286101338e-09,8.028127527838689e-10
1941,7.401124561770953e-05,2.1164207053558926e-09,2.42971197130158e-09,8.784126680007529e-10
1942,7.382929886391918e-05,1.826793732157788e-09,2.464626233259334e-09,1.0466609404577047e-09
1943,7.347379245662264e-05,1.7900778002756722e-09,2.7093829560850426e-09,1.1554752472291747e-09
1944,7.265855674631894e-05,1.7794251151924202e-09,2.786644708636337e-09,1.3123327741964325e-09
1945,7.210969488369301e-05,1.8008118488463003e-09,2.7397918695675524e-09,1.291452960445432e-09
1946,7.252602933606665e-05,1.6510164663990118e-09,3.1447173119504767e-09,1.2579255335788885e-09
1947,7.18165746158255e-05,1.7592529179464934e-09,3.1386288488834323e-09,1.3865501445410798e-09
1948,7.175063676965822e-05,1.6450815035603687e-09,3.077428883153337e-09,1.3407787261395958e-09
1949,7.232976037942405e-05,1.7859403678155417e-09,3.3828523157300847e-09,1.1700295811577023e-09
1950,7.27977416577882e-05,1.87596667168753e-09,3.408198326734383e-09,1.1506827554289396e-09
1951,7.38919635685826e-05,1.8041128947908292e-09,3.3855853676101333e-09,1.019899252354049e-09
1952,7.360354460875637e-05,1.7989683116186634e-09,3.769454018761767e-09,1.0610367505238726e-09
1953,7.283151249534317e-05,1.8069277542474639e-09,3.864907568587991e-09,1.0707139143560441e-09
1954,7.376172600613375e-05,1.724600498124015e-09,3.919575775057638e-09,1.0856875081494926e-09
1955,7.424137064455343e-05,2.021162554782003e-09,3.971526314166291e-09,1.1254242775799688e-09
1956,7.438375593795042e-05,2.058143481039768e-09,3.854082481729344e-09,1.0531768552495586e-09
1957,7.523362728534266e-05,1.8555337345991875e-09,3.5976114468435785e-09,1.117540417348652e-09
1958,7.506056863348931e-05,1.7071590093945384e-09,3.5171346152956015e-09,1.2278310749077752e-09
1959,7.617215617626374e-05,1.5704308885057726e-09,3.175914737545733e-09,1.2811864109301447e-09
1960,7.722159352852032e-05,1.5829442915179674e-09,2.8506769643245532e-09,1.4309569164515169e-09
1961,7.727431407797017e-05,1.643333794440086e-09,2.9779767540816238e-09,1.3530191966815153e-09
1962,7.76651016037379e-05,1.5301121243054589e-09,3.2438368499246704e-09,1.3772140491522374e-09
1963,7.838151525772576e-05,1.4699313750326277e-09,3.3262840418554364e-09,1.4746754293883312e-09
1964,7.875174300612084e-05,1.7007340297985657e-09,3.6492008462626504e-09,1.4019250522372723e-09
1965,7.913374845104824e-05,1.95239446831863e-09,3.712628870999879e-09,1.3080169249311625e-09
1966,7.911804277682677e-05,1.918752855014004e-09,3.862591516475991e-09,1.2052411529112866e-09
1967,7.957860881495955e-05,2.04122147755876e-09,4.017338810819686e-09,1.0095588650774597e-09
1968,8.031583066830146e-05,2.0939818133415754e-09,3.994809403908204e-09,9.381472900114674e-10
1969,8.175190721106316e-05,2.1914861829992152e-09,3.8817350286482875e-09,8.801920700233065e-10
1970,8.232723796806698e-05,2.2078041141325245e-09,3.936447263391025e-09,8.159262709916959e-10
1971,8.324554385451068e-05,2.027216965722849e-09,3.5930475103132917e-09,8.331495255602712e-10
1972,8.452891571713346e-05,1.9965844533231802e-09,3.787659106992334e-09,8.313549848537605e-10
1973,8.595728598135923e-05,2.0893353872405586e-09,3.6998673014210226e-09,9.22858503901328e-10
1974,8.730077700290297e-05,2.4411137397198755e-09,3.749750827302429e-09,9.573214364090786e-10
1975,8.865233914028587e-05,2.5336216140965054e-09,3.996123273556204e-09,9.977609770141426e-10
1976,8.936385191710932e-05,2.482751956403969e-09,4.133510771759623e-09,1.0328132000430352e-09
1977,9.053399948503024e-05,2.526751934668019e-09,4.198917689736601e-09,1.0713113888069108e-09
1978,9.125171865369859e-05,2.8560224027022028e-09,4.7882243566935554e-09,1.1631529549051477e-09
1979,9.27462855802982e-05,3.2587918078316338e-09,4.8552778940193414e-09,1.203402996300237e-09
1980,9.354927065682464e-05,3.5477372785562368e-09,4.781134409016983e-09,1.161206670501664e-09
1981,9.38520606723614e-05,3.514468398841635e-09,4.875637100403602e-09,1.2378865868864101e-09
1982,9.463146125199273e-05,3.506422105051651e-09,4.444767347828409e-09,1.3297814278295e-09
1983,9.509910783630662e-05,3.595272302092667e-09,4.184881393801529e-09,1.3467129475078617e-09
1984,9.58642880764923e-05,3.6223136236555676e-09,4.007124156300636e-09,1.355924198317585e-09
1985,9.606251114746556e-05,3.545986044477851e-09,3.524479089530733e-09,1.2114775373360332e-09
1986,9.487674625623705e-05,3.156669592385697e-09,3.2115630472467113e-09,1.2411439177993445e-09
1987,9.438272744383929e-05,2.9989955281044853e-09,3.605186086172044e-09,1.1623582651942854e-09
1988,9.450192218147484e-05,2.977781513432579e-09,3.7121768199049096e-09,1.1102414939781875e-09
1989,9.380375039264826e-05,3.0135556272625763e-09,3.815413889591517e-09,1.0068733783238519e-09
1990,9.291806574245649e-05,3.036220608265694e-09,3.920900683494568e-09,9.357326342345524e-10
1991,9.145599636082937e-05,2.9341243085972177e-09,4.192327374141769e-09,9.119742104348103e-10
1992,9.069746530648055e-05,3.1207142901580808e-09,4.9645134669873414e-09,9.307100169918061e-10
1993,9.025119236736958e-05,3.2924640791520687e-09,5.36628338590869e-09,8.334236634155445e-10
1994,8.967813690625397e-05,3.2407260050096707e-09,4.926487852584062e-09,9.023773712384703e-10
1995,8.962902315293572e-05,3.0475583009551397e-09,4.509482184492494e-09,8.27620495945171e-10
1996,8.904622726341975e-05,3.2121214259867817e-09,4.4664279576421356e-09,8.83991411816863e-10
1997,8.86074111414408e-05,3.0609371703960164e-09,4.218419470878944e-09,9.155325941812009e-10
1998,8.883111565540145e-05,3.0245290557776426e-09,3.612622026924076e-09,9.104670747487173e-10
1999,8.895505951451404e-05,2.6443373998422513e-09,2.5853492521424724e-09,8.537223229941406e-10
2000,8.894653936814783e-05,2.424800408081954e-09,2.077003331229272e-09,7.76622720498134e-10
2001,8.900888497009873e-05,2.2230031466412878e-09,1.8332078394982837e-09,7.053176078900389e-10
2002,8.802464955286788e-05,2.0041632639181526e-09,1.639640819942453e-09,8.132400169946763e-10
2003,8.711930942289265e-05,1.4925964670580478e-09,1.3629759384617808e-09,7.181692086260278e-10
2004,8.661888464952685e-05,1.3872471822067617e-09,1.244709652808191e-09,6.759930016546939e-10
2005,8.56251031759062e-05,1.2804639491571989e-09,1.2064506853854645e-09,6.176327881674786e-10
2006,8.394573004417387e-05,1.120423143152749e-09,1.1087220982578368e-09,5.831566162501594e-10
2007,8.209308310012733e-05,8.933540970471451e-10,1.0147837015139771e-09,5.947645986825734e-10
2008,8.000357671075367e-05,7.330738793775993e-10,9.111629149595655e-10,5.405290144049652e-10
2009,7.862678986774492e-05,6.222904770845718e-10,8.657802570104828e-10,4.060734050602223e-10
2010,7.714801176916808e-05,5.568739715387596e-10,8.002006834928466e-10,3.67511826526723e-10
2011,7.476464296425027e-05,4.902531912178074e-10,7.049172158689134e-10,3.0412423373300205e-10
2012,7.26842471132321e-05,3.526176295398642e-10,5.943522023749941e-10,2.509547649052836e-10
2013,7.145313429646194e-05,3.4396009056842606e-10,5.074738288321104e-10,2.5773694289910054e-10
2014,6.964650674490258e-05,3.737633060195224e-10,3.781477274168919e-10,2.3055831351235867e-10
2015,6.804375256511516e-05,3.587276150732574e-10,3.4194772013940167e-10,1.9352075795017346e-10
2016,6.593901343876496e-05,3.2364117734979507e-10,4.113585385022235e-10,1.6869961677601353e-10
2017,6.49097164568957e-05,3.1549061511408166e-10,3.939464726654407e-10,1.395016729447788e-10
2018,6.468180363299325e-05,2.8109840011225627e-10,4.012428500566045e-10,1.219065168256428e-10
2019,6.395730997610372e-05,3.139939974694528e-10,4.0810605589358673e-10,1.1500414336118592e-10
