ngram,phrase,phras,phras
1575,2.4652880483699846e-05,0.0,0.0
1576,2.5446158393346457e-05,0.0,0.0
1577,3.310058637647931e-05,0.0,0.0
1578,2.5702310819854445e-05,0.0,0.0
1579,2.8416123931102838e-05,0.0,0.0
1580,2.7262996906886527e-05,0.0,0.0
1581,2.7311592735454076e-05,0.0,0.0
1582,2.7730574109747458e-05,0.0,0.0
1583,2.8510618091916384e-05,0.0,0.0
1584,2.175530169422148e-05,0.0,0.0
1585,1.9912324822663713e-05,0.0,0.0
1586,1.8116338618970724e-05,0.0,0.0
1587,1.2316906934626917e-05,0.0,0.0
1588,1.306261119030491e-05,0.0,0.0
1589,1.3950715063921442e-05,0.0,0.0
1590,1.2823476936318912e-05,0.0,0.0
1591,1.2457432278876826e-05,0.0,0.0
1592,1.4876136966839632e-05,0.0,0.0
1593,1.9690097360580694e-05,0.0,0.0
1594,1.6743012841808585e-05,0.0,0.0
1595,1.9010377936215912e-05,0.0,0.0
1596,1.833454736502712e-05,0.0,0.0
1597,1.5385557828397267e-05,0.0,0.0
1598,1.7462291923818286e-05,0.0,0.0
1599,1.4831166400394327e-05,0.0,0.0
1600,1.0922552113307965e-05,0.0,0.0
1601,1.4856721626139396e-05,0.0,0.0
1602,1.2085550646848528e-05,0.0,0.0
1603,1.1454295970127402e-05,0.0,0.0
1604,1.262745968233503e-05,0.0,0.0
1605,1.3053454787430902e-05,0.0,0.0
1606,1.5022044343433144e-05,0.0,0.0
1607,1.5664898845508496e-05,0.0,0.0
1608,1.2761163296610384e-05,0.0,0.0
1609,1.230330550632581e-05,0.0,0.0
1610,1.4597374144744077e-05,0.0,0.0
1611,1.3749773805622162e-05,0.0,0.0
1612,1.2058981318270006e-05,0.0,0.0
1613,1.3891730856942428e-05,0.0,0.0
1614,1.1894571831102699e-05,0.0,0.0
1615,1.3363109149265386e-05,0.0,0.0
1616,1.3706610258980487e-05,0.0,0.0
1617,1.2524413575322666e-05,0.0,0.0
1618,1.1480615025253168e-05,0.0,0.0
1619,1.3511646362271027e-05,0.0,0.0
1620,1.2076524529090551e-05,0.0,0.0
1621,1.34071291800605e-05,0.0,0.0
1622,1.4328295037557837e-05,0.0,0.0
1623,1.6301587818036622e-05,0.0,0.0
1624,1.5936376842416523e-05,0.0,0.0
1625,1.585931460925037e-05,0.0,0.0
1626,1.2712901447490107e-05,0.0,0.0
1627,1.2229749537644758e-05,0.0,0.0
1628,1.1875664410711448e-05,0.0,0.0
1629,9.855953164463114e-06,0.0,0.0
1630,1.2250502257821999e-05,0.0,0.0
1631,1.3544320706517152e-05,0.0,0.0
1632,1.3953632463069101e-05,0.0,0.0
1633,1.5094938654718654e-05,0.0,0.0
1634,1.3845485162684262e-05,0.0,0.0
1635,1.3279571443750423e-05,0.0,0.0
1636,1.379577984802641e-05,0.0,0.0
1637,1.2218775022379954e-05,0.0,0.0
1638,1.2400351741754484e-05,6.733503710165678e-08,6.733503710165678e-08
1639,1.4456914933751769e-05,6.733503710165678e-08,6.733503710165678e-08
1640,1.4216875505163834e-05,6.733503710165678e-08,6.733503710165678e-08
1641,1.6155912557483782e-05,6.733503710165678e-08,6.733503710165678e-08
1642,2.2097066383659175e-05,6.733503710165678e-08,6.733503710165678e-08
1643,2.1186992333761217e-05,6.733503710165678e-08,6.733503710165678e-08
1644,2.1525087894198286e-05,1.5899650358213486e-07,1.5899650358213486e-07
1645,2.3527079325244165e-05,1.407782974638394e-07,1.407782974638394e-07
1646,2.2962864412485423e-05,1.407782974638394e-07,1.407782974638394e-07
1647,2.3600750215077175e-05,1.407782974638394e-07,1.407782974638394e-07
1648,2.4846648297430613e-05,1.407782974638394e-07,1.407782974638394e-07
1649,1.938352592592959e-05,1.407782974638394e-07,1.407782974638394e-07
1650,2.0493181312174003e-05,1.407782974638394e-07,1.407782974638394e-07
1651,1.9008404186544275e-05,4.9116830983361326e-08,4.9116830983361326e-08
1652,1.823598332910998e-05,5.567139688927065e-08,5.567139688927065e-08
1653,1.750189117696469e-05,5.567139688927065e-08,5.567139688927065e-08
1654,1.6977612436416427e-05,5.567139688927065e-08,5.567139688927065e-08
1655,1.4083598996096822e-05,1.1377444155056895e-07,1.1377444155056895e-07
1656,1.4063733033253811e-05,1.1377444155056895e-07,1.1377444155056895e-07
1657,1.3225716299660104e-05,1.1377444155056895e-07,1.1377444155056895e-07
1658,1.4506574838638439e-05,1.1377444155056895e-07,1.1377444155056895e-07
1659,1.3853493198569464e-05,5.81030446612983e-08,5.81030446612983e-08
1660,1.65198663515704e-05,5.81030446612983e-08,5.81030446612983e-08
1661,1.5409741528011572e-05,5.81030446612983e-08,5.81030446612983e-08
1662,1.4821672128359101e-05,0.0,0.0
1663,1.4409361020690475e-05,0.0,0.0
1664,1.5046588479045958e-05,0.0,0.0
1665,1.2811657135054183e-05,0.0,0.0
1666,1.1451254319386603e-05,0.0,0.0
1667,1.0414769211105782e-05,0.0,0.0
1668,1.1111709487262747e-05,0.0,0.0
1669,1.2098941039896869e-05,0.0,0.0
1670,1.1542582472299858e-05,0.0,0.0
1671,1.047638956411642e-05,0.0,0.0
1672,1.2042130557737047e-05,0.0,0.0
1673,1.2063817588828637e-05,0.0,0.0
1674,1.1030583274467582e-05,0.0,0.0
1675,1.1709286224816293e-05,0.0,0.0
1676,1.13202523347614e-05,0.0,0.0
1677,1.1539665982646901e-05,0.0,0.0
1678,1.1538648063183895e-05,0.0,0.0
1679,1.0223142713324965e-05,0.0,0.0
1680,1.0120958125168857e-05,0.0,0.0
1681,9.686729104682204e-06,0.0,0.0
1682,9.467021170296772e-06,0.0,0.0
1683,8.708239387747849e-06,0.0,0.0
1684,7.950553806170188e-06,0.0,0.0
1685,7.561087451384603e-06,0.0,0.0
1686,7.336638840830087e-06,0.0,0.0
1687,7.050196472846437e-06,0.0,0.0
1688,5.910570962441852e-06,0.0,0.0
1689,4.904405386696453e-06,0.0,0.0
1690,4.894049165419087e-06,0.0,0.0
1691,4.8369828229104835e-06,0.0,0.0
1692,4.849639286216448e-06,0.0,0.0
1693,3.695081269532758e-06,0.0,0.0
1694,3.4529876821969604e-06,0.0,0.0
1695,4.072334669607309e-06,0.0,0.0
1696,4.30781035122761e-06,0.0,0.0
1697,7.770667545108673e-06,0.0,0.0
1698,8.358632937545605e-06,0.0,0.0
1699,8.007125610934704e-06,1.3069540370582087e-08,1.3069540370582087e-08
1700,8.166891835311877e-06,1.3069540370582087e-08,1.3069540370582087e-08
1701,7.734120215120908e-06,1.3069540370582087e-08,1.3069540370582087e-08
1702,7.707598699978138e-06,2.5054700155838613e-08,2.5054700155838613e-08
1703,7.519218765342625e-06,2.5054700155838613e-08,2.5054700155838613e-08
1704,3.7969573116112898e-06,2.5054700155838613e-08,2.5054700155838613e-08
1705,3.684654919717494e-06,2.5054700155838613e-08,2.5054700155838613e-08
1706,4.150251080708196e-06,1.1985159785256525e-08,1.1985159785256525e-08
1707,4.34025166993836e-06,1.1985159785256525e-08,1.1985159785256525e-08
1708,4.2911657536543705e-06,1.1985159785256525e-08,1.1985159785256525e-08
1709,3.5015002919992966e-06,0.0,0.0
1710,4.272025502619467e-06,0.0,0.0
1711,4.477404283014559e-06,0.0,0.0
1712,3.925417055532827e-06,0.0,0.0
1713,3.5941936045804013e-06,0.0,0.0
1714,3.546134280441038e-06,0.0,0.0
1715,3.5611983711143173e-06,0.0,0.0
1716,3.710210177944516e-06,0.0,0.0
1717,3.1891954839531015e-06,0.0,0.0
1718,3.6994250324694022e-06,0.0,0.0
1719,3.785060698646703e-06,0.0,0.0
1720,3.7437254637292687e-06,0.0,0.0
1721,3.7117408737685764e-06,0.0,0.0
1722,4.0449083696460415e-06,0.0,0.0
1723,4.709730936675831e-06,0.0,0.0
1724,4.674979663832346e-06,0.0,0.0
1725,4.4421666253973465e-06,0.0,0.0
1726,4.6310999225949804e-06,0.0,0.0
1727,5.372737924907207e-06,6.842715854255792e-09,6.842715854255792e-09
1728,6.466662495898033e-06,6.842715854255792e-09,6.842715854255792e-09
1729,6.159870281408075e-06,6.842715854255792e-09,6.842715854255792e-09
1730,5.739142709769242e-06,6.842715854255792e-09,6.842715854255792e-09
1731,5.903754624471601e-06,6.842715854255792e-09,6.842715854255792e-09
1732,5.90587069382309e-06,6.842715854255792e-09,6.842715854255792e-09
1733,6.355352492651686e-06,6.842715854255792e-09,6.842715854255792e-09
1734,6.028053803674993e-06,0.0,0.0
1735,5.462222199119944e-06,6.466926042289092e-09,6.466926042289092e-09
1736,5.657838041120808e-06,6.466926042289092e-09,6.466926042289092e-09
1737,5.298864899876727e-06,6.466926042289092e-09,6.466926042289092e-09
1738,4.934241880099373e-06,6.466926042289092e-09,6.466926042289092e-09
1739,4.699962313939718e-06,9.697842529021727e-09,9.697842529021727e-09
1740,4.24531627426664e-06,9.697842529021727e-09,9.697842529021727e-09
1741,4.704034608948859e-06,9.697842529021727e-09,9.697842529021727e-09
1742,4.2745499675740054e-06,3.2309164867326346e-09,3.2309164867326346e-09
1743,4.17181321868806e-06,3.2309164867326346e-09,3.2309164867326346e-09
1744,5.862649881497159e-06,3.2309164867326346e-09,3.2309164867326346e-09
1745,7.132428923536541e-06,3.2309164867326346e-09,3.2309164867326346e-09
1746,7.801724677847233e-06,4.977977141606971e-09,4.977977141606971e-09
1747,8.126086186166503e-06,4.977977141606971e-09,4.977977141606971e-09
1748,8.142727600508287e-06,4.977977141606971e-09,4.977977141606971e-09
1749,9.132433433478582e-06,4.977977141606971e-09,4.977977141606971e-09
1750,1.0131994193735799e-05,4.977977141606971e-09,4.977977141606971e-09
1751,9.754189574908065e-06,4.977977141606971e-09,4.977977141606971e-09
1752,1.0064329606913297e-05,4.977977141606971e-09,4.977977141606971e-09
1753,1.1640634251567203e-05,0.0,0.0
1754,1.233168027933321e-05,0.0,0.0
1755,1.2340712081433075e-05,0.0,0.0
1756,1.1535268640727736e-05,3.035470541590257e-09,3.035470541590257e-09
1757,1.137572170201955e-05,3.035470541590257e-09,3.035470541590257e-09
1758,1.0651423573498115e-05,3.035470541590257e-09,3.035470541590257e-09
1759,9.8352556311251e-06,3.035470541590257e-09,3.035470541590257e-09
1760,8.492356300848769e-06,3.035470541590257e-09,3.035470541590257e-09
1761,8.378059322110079e-06,3.035470541590257e-09,3.035470541590257e-09
1762,9.765247536311758e-06,5.7180525711178885e-09,5.7180525711178885e-09
1763,1.1073692478800825e-05,5.5212565947775664e-09,5.5212565947775664e-09
1764,1.1508783830192573e-05,5.5212565947775664e-09,5.5212565947775664e-09
1765,1.2065718822538787e-05,8.468665007350345e-09,8.468665007350345e-09
1766,1.2714327177880997e-05,8.468665007350345e-09,8.468665007350345e-09
1767,1.288528359769511e-05,8.468665007350345e-09,8.468665007350345e-09
1768,1.3133649580205592e-05,8.468665007350345e-09,8.468665007350345e-09
1769,1.2782320352146468e-05,1.1878602228827212e-08,1.1878602228827212e-08
1770,1.2732122091360257e-05,1.4805770831571863e-08,1.4805770831571863e-08
1771,1.2734053338395565e-05,1.743841464880396e-08,1.743841464880396e-08
1772,1.2729685425126394e-05,1.4491006236231182e-08,1.4491006236231182e-08
1773,1.3099398009736823e-05,1.70861970920961e-08,1.70861970920961e-08
1774,1.2915626419791287e-05,1.70861970920961e-08,1.70861970920961e-08
1775,1.3833078030854398e-05,1.70861970920961e-08,1.70861970920961e-08
1776,1.3443703210214153e-05,1.3706047344693876e-08,1.3706047344693876e-08
1777,1.348963308243713e-05,1.0858254486022036e-08,1.0858254486022036e-08
1778,1.3255093758094258e-05,8.225610668789938e-09,8.225610668789938e-09
1779,1.370734870371442e-05,1.0787296389480616e-08,1.0787296389480616e-08
1780,1.3327052589115088e-05,1.0541245844462667e-08,1.0541245844462667e-08
1781,1.3393582386405406e-05,1.0541245844462667e-08,1.0541245844462667e-08
1782,1.3257090618675907e-05,1.2699379325908922e-08,1.2699379325908922e-08
1783,1.3699446623961973e-05,9.987009822306651e-09,9.987009822306651e-09
1784,1.3964013435595137e-05,7.068959512983903e-09,7.068959512983903e-09
1785,1.5504670435413053e-05,7.068959512983903e-09,7.068959512983903e-09
1786,1.4900695402632533e-05,4.507273792293225e-09,4.507273792293225e-09
1787,1.5078912578506529e-05,2.1581334814462546e-09,2.1581334814462546e-09
1788,1.5239976034666012e-05,3.464685554328233e-09,3.464685554328233e-09
1789,1.4505120946393748e-05,3.633321706989331e-09,3.633321706989331e-09
1790,1.5497931339528543e-05,4.738170110231619e-09,4.738170110231619e-09
1791,1.4918856842476608e-05,5.824136347801609e-09,5.824136347801609e-09
1792,1.3733561640297662e-05,6.912398399703891e-09,6.912398399703891e-09
1793,1.4005828753787292e-05,6.912398399703891e-09,6.912398399703891e-09
1794,1.4150671242012841e-05,1.1902326362595822e-08,1.1902326362595822e-08
1795,1.4001294922698954e-05,1.0595774289713842e-08,1.0595774289713842e-08
1796,1.4146147935077482e-05,9.21716626832238e-09,9.21716626832238e-09
1797,1.2751290341839194e-05,9.246165166842957e-09,9.246165166842957e-09
1798,1.3485687044781766e-05,8.160198929272968e-09,8.160198929272968e-09
1799,1.3786451355762047e-05,8.27347606297784e-09,8.27347606297784e-09
1800,1.4437983216859201e-05,9.096803881598298e-09,9.096803881598298e-09
1801,1.487553033387355e-05,5.499897362934039e-09,5.499897362934039e-09
1802,1.6254365358950702e-05,6.802277788661318e-09,6.802277788661318e-09
1803,1.662276255436674e-05,9.013115840973894e-09,9.013115840973894e-09
1804,1.720772992744709e-05,9.709733842352567e-09,9.709733842352567e-09
1805,1.7372407715551424e-05,1.308554141234351e-08,1.308554141234351e-08
1806,1.7887341008255525e-05,1.3693852908756656e-08,1.3693852908756656e-08
1807,1.7760019805531817e-05,1.4335073699507056e-08,1.4335073699507056e-08
1808,1.786653774615843e-05,1.4354231327372093e-08,1.4354231327372093e-08
1809,1.7091197930442702e-05,1.3775550160894617e-08,1.3775550160894617e-08
1810,1.7309352707733134e-05,1.170623870854521e-08,1.170623870854521e-08
1811,1.704072487232874e-05,1.0110157346230965e-08,1.0110157346230965e-08
1812,1.6544613962261273e-05,8.16659939673059e-09,8.16659939673059e-09
1813,1.6169869403321563e-05,8.102563382144418e-09,8.102563382144418e-09
1814,1.6387517462135293e-05,8.727596106134733e-09,8.727596106134733e-09
1815,1.6353764814474353e-05,8.860542712239651e-09,8.860542712239651e-09
1816,1.6752865381671915e-05,8.89753432835911e-09,8.89753432835911e-09
1817,1.6681355970961575e-05,8.835931541995024e-09,8.835931541995024e-09
1818,1.8307793392783162e-05,1.0570931114577725e-08,1.0570931114577725e-08
1819,1.9026536912341336e-05,1.034106102336198e-08,1.034106102336198e-08
1820,2.0126353774685413e-05,8.890040227780917e-09,8.890040227780917e-09
1821,2.0159603081992827e-05,7.957447177377373e-09,7.957447177377373e-09
1822,2.0632563713921366e-05,8.408623924134012e-09,8.408623924134012e-09
1823,2.0790956633780816e-05,8.631172443429591e-09,8.631172443429591e-09
1824,2.1053149144531096e-05,8.676047150554415e-09,8.676047150554415e-09
1825,1.9773225566106184e-05,7.466364447340977e-09,7.466364447340977e-09
1826,1.9690605248407727e-05,6.500981403994339e-09,6.500981403994339e-09
1827,1.89148927997199e-05,6.833611168996104e-09,6.833611168996104e-09
1828,1.8938655557576567e-05,6.1179401227613135e-09,6.1179401227613135e-09
1829,1.868147878017875e-05,5.737946054803647e-09,5.737946054803647e-09
1830,1.8715480889243607e-05,5.803056638395024e-09,5.803056638395024e-09
1831,1.8659703398173277e-05,5.7519377832144465e-09,5.7519377832144465e-09
1832,1.8621856725076213e-05,6.014030479966388e-09,6.014030479966388e-09
1833,1.826783019558726e-05,6.4368600925592185e-09,6.4368600925592185e-09
1834,1.839514594134276e-05,6.806158779428171e-09,6.806158779428171e-09
1835,1.829309413941311e-05,8.124292920947645e-09,8.124292920947645e-09
1836,1.806447107810527e-05,6.883290445561638e-09,6.883290445561638e-09
1837,1.7823714577908894e-05,6.222147527371444e-09,6.222147527371444e-09
1838,1.7731693722972913e-05,6.268866727308721e-09,6.268866727308721e-09
1839,1.7701629466111107e-05,5.92910612670242e-09,5.92910612670242e-09
1840,1.7808478722664794e-05,6.327483584708407e-09,6.327483584708407e-09
1841,1.7613252566661686e-05,5.960559760051101e-09,5.960559760051101e-09
1842,1.7679066201838267e-05,4.748447317887943e-09,4.748447317887943e-09
1843,1.765132687328982e-05,5.553482975072046e-09,5.553482975072046e-09
1844,1.7685396804673864e-05,6.368367293824966e-09,6.368367293824966e-09
1845,1.7737696388004614e-05,5.833716938090967e-09,5.833716938090967e-09
1846,1.751227396848013e-05,6.064771034581489e-09,6.064771034581489e-09
1847,1.7671368498538088e-05,5.976254919508912e-09,5.976254919508912e-09
1848,1.772603562650537e-05,6.166771537863269e-09,6.166771537863269e-09
1849,1.7645304719085937e-05,6.3180465938371205e-09,6.3180465938371205e-09
1850,1.7643583955110182e-05,5.754813895261382e-09,5.754813895261382e-09
1851,1.767863614077214e-05,5.3884372519519275e-09,5.3884372519519275e-09
1852,1.7590629795449786e-05,5.461265979127867e-09,5.461265979127867e-09
1853,1.7796596824025202e-05,5.851181126916214e-09,5.851181126916214e-09
1854,1.7603885290944682e-05,5.386512283830516e-09,5.386512283830516e-09
1855,1.7449045117245987e-05,5.143716405190243e-09,5.143716405190243e-09
1856,1.7690185164350885e-05,4.991789235932385e-09,4.991789235932385e-09
1857,1.7748434142309373e-05,5.433633384502709e-09,5.433633384502709e-09
1858,1.7777473268714467e-05,5.289160823604025e-09,5.289160823604025e-09
1859,1.785163346669703e-05,5.596362770024907e-09,5.596362770024907e-09
1860,1.7870207167496638e-05,5.025303126008193e-09,5.025303126008193e-09
1861,1.785577140773447e-05,5.0851513476248195e-09,5.0851513476248195e-09
1862,1.790318362639352e-05,4.841941736444255e-09,4.841941736444255e-09
1863,1.791416434571147e-05,5.345488274244303e-09,5.345488274244303e-09
1864,1.7885131975552732e-05,4.85167674289601e-09,4.85167674289601e-09
1865,1.7966390130043563e-05,5.8410434901544156e-09,5.8410434901544156e-09
1866,1.79973420537343e-05,5.590697016444324e-09,5.590697016444324e-09
1867,1.810478144242162e-05,5.852641006752281e-09,5.852641006752281e-09
1868,1.839248527955663e-05,6.049573064714764e-09,6.049573064714764e-09
1869,1.859692981400128e-05,6.309051757215554e-09,6.309051757215554e-09
1870,1.861001796247105e-05,5.9346017623949726e-09,5.9346017623949726e-09
1871,1.873236396932043e-05,6.140405517385261e-09,6.140405517385261e-09
1872,1.8828873570393106e-05,5.319782519259369e-09,5.319782519259369e-09
1873,1.8815477752858506e-05,5.358345767092487e-09,5.358345767092487e-09
1874,1.881091156974435e-05,5.47719926556413e-09,5.47719926556413e-09
1875,1.8540020651666316e-05,5.477585940383278e-09,5.477585940383278e-09
1876,1.840733498933592e-05,5.688769265179059e-09,5.688769265179059e-09
1877,1.8630202248459682e-05,5.746971026050167e-09,5.746971026050167e-09
1878,1.8729896640122335e-05,5.701732990510371e-09,5.701732990510371e-09
1879,1.871925035499901e-05,5.470195724959532e-09,5.470195724959532e-09
1880,1.8892486228391397e-05,5.491545186840443e-09,5.491545186840443e-09
1881,1.884599649721557e-05,4.820723534645513e-09,4.820723534645513e-09
1882,1.87537836089697e-05,4.836367845888796e-09,4.836367845888796e-09
1883,1.8883879290245075e-05,4.609603524282793e-09,4.609603524282793e-09
1884,1.858077251069647e-05,4.729923785973256e-09,4.729923785973256e-09
1885,1.8486074103358468e-05,5.020031342998063e-09,5.020031342998063e-09
1886,1.8354317684757655e-05,5.357184251764124e-09,5.357184251764124e-09
1887,1.8475255014241805e-05,5.407428314642613e-09,5.407428314642613e-09
1888,1.8530542937306954e-05,5.721589551350397e-09,5.721589551350397e-09
1889,1.882326666548449e-05,5.755057446472327e-09,5.755057446472327e-09
1890,1.8748661594664945e-05,5.83453805903998e-09,5.83453805903998e-09
1891,1.886477184598334e-05,5.645964013772138e-09,5.645964013772138e-09
1892,1.8796060820542542e-05,5.349239908168459e-09,5.349239908168459e-09
1893,1.8803441499975243e-05,5.928770490421747e-09,5.928770490421747e-09
1894,1.8608956192370636e-05,6.590984646948073e-09,6.590984646948073e-09
1895,1.8596575370923218e-05,6.766438203393526e-09,6.766438203393526e-09
1896,1.850665311004767e-05,6.5753140710000935e-09,6.5753140710000935e-09
1897,1.8421633285470307e-05,6.976501154554171e-09,6.976501154554171e-09
1898,1.832312669388817e-05,7.1044492193956495e-09,7.1044492193956495e-09
1899,1.8320924157576102e-05,7.1867704803147654e-09,7.1867704803147654e-09
1900,1.8296289064372623e-05,6.382533105206026e-09,6.382533105206026e-09
1901,1.834893945280263e-05,5.614898641275496e-09,5.614898641275496e-09
1902,1.807002887029999e-05,5.458188567786237e-09,5.458188567786237e-09
1903,1.7800986565167216e-05,5.746546223000288e-09,5.746546223000288e-09
1904,1.76419362105662e-05,5.6388955727015855e-09,5.6388955727015855e-09
1905,1.7435774809980232e-05,5.638053008587869e-09,5.638053008587869e-09
1906,1.7187028788612224e-05,5.736510314388202e-09,5.736510314388202e-09
1907,1.705840752817624e-05,5.845325620360395e-09,5.845325620360395e-09
1908,1.6767173552320207e-05,5.986737645307423e-09,5.986737645307423e-09
1909,1.6748899465060924e-05,6.038775130739233e-09,6.038775130739233e-09
1910,1.6677912104309405e-05,6.05309447010427e-09,6.05309447010427e-09
1911,1.6651275862906395e-05,5.968501883200718e-09,5.968501883200718e-09
1912,1.6481877797299864e-05,5.867542198144195e-09,5.867542198144195e-09
1913,1.6304007398762872e-05,5.93993146732633e-09,5.93993146732633e-09
1914,1.623203934286721e-05,6.040293217982448e-09,6.040293217982448e-09
1915,1.6248998560643357e-05,6.011547830959379e-09,6.011547830959379e-09
1916,1.6157946447492577e-05,6.373784484330664e-09,6.373784484330664e-09
1917,1.6253406751535033e-05,6.540261094605577e-09,6.540261094605577e-09
1918,1.6143803804880008e-05,6.478922668203982e-09,6.478922668203982e-09
1919,1.6333810760573086e-05,6.937710977134819e-09,6.937710977134819e-09
1920,1.668539334787056e-05,6.800712120431334e-09,6.800712120431334e-09
1921,1.6787911850510034e-05,6.7502117546374456e-09,6.7502117546374456e-09
1922,1.707036010754694e-05,7.007720055034789e-09,7.007720055034789e-09
1923,1.745706478167059e-05,6.898974407627228e-09,6.898974407627228e-09
1924,1.772013716358093e-05,6.8597730035995545e-09,6.8597730035995545e-09
1925,1.7963962818612345e-05,6.905671146029135e-09,6.905671146029135e-09
1926,1.8139958618641166e-05,6.626078289225948e-09,6.626078289225948e-09
1927,1.810610644627429e-05,6.700353859047579e-09,6.700353859047579e-09
1928,1.8188920876127668e-05,6.5763049609099e-09,6.5763049609099e-09
1929,1.8115589357746232e-05,6.422802163135495e-09,6.422802163135495e-09
1930,1.8081283217595357e-05,6.077590240595652e-09,6.077590240595652e-09
1931,1.801185836874148e-05,6.129250884612247e-09,6.129250884612247e-09
1932,1.8326286798193386e-05,6.436578508279516e-09,6.436578508279516e-09
1933,1.858411971105462e-05,6.6543623944426145e-09,6.6543623944426145e-09
1934,1.869198890095244e-05,7.160303334379543e-09,7.160303334379543e-09
1935,1.878145355606518e-05,7.3847857353013884e-09,7.3847857353013884e-09
1936,1.8813471147690768e-05,7.630404118076837e-09,7.630404118076837e-09
1937,1.878104584258316e-05,7.950058072176652e-09,7.950058072176652e-09
1938,1.8648344848770648e-05,8.240415651426604e-09,8.240415651426604e-09
1939,1.8363878552918322e-05,8.25191565872225e-09,8.25191565872225e-09
1940,1.8193911923195367e-05,8.246376216801212e-09,8.246376216801212e-09
1941,1.8218793099679586e-05,8.264985711698664e-09,8.264985711698664e-09
1942,1.8356548025622033e-05,8.958727854795662e-09,8.958727854795662e-09
1943,1.850210095913748e-05,9.15821272786031e-09,9.15821272786031e-09
1944,1.8658804297696667e-05,9.715981543122e-09,9.715981543122e-09
1945,1.9023666027351283e-05,9.562619267861855e-09,9.562619267861855e-09
1946,1.9149556984692545e-05,9.435130708469939e-09,9.435130708469939e-09
1947,1.9220927892352586e-05,9.262447317074215e-09,9.262447317074215e-09
1948,1.935581557128379e-05,8.854361688293011e-09,8.854361688293011e-09
1949,1.9393666661926545e-05,8.24900896796115e-09,8.24900896796115e-09
1950,1.93932685631028e-05,7.934101312453582e-09,7.934101312453582e-09
1951,1.954199147543737e-05,7.860605055753922e-09,7.860605055753922e-09
1952,1.95121000225689e-05,7.892223192434195e-09,7.892223192434195e-09
