ngram,project,projet,proect,prject
1907,2.493492372325688e-05,1.0058215999768955e-07,1.6307925168998087e-09,8.14763276687661e-11
1908,2.5927168670542805e-05,8.647611947156162e-08,1.7511269418639991e-09,8.14763276687661e-11
1909,2.726734679267143e-05,8.705398357733429e-08,1.9028137002560388e-09,4.7039747097521456e-11
1910,2.8968100065997404e-05,8.70792342360411e-08,2.0921000170354934e-09,3.1100602252262124e-11
1911,2.963270474408221e-05,9.164276804085603e-08,2.2214717843027643e-09,1.5246862304442642e-11
1912,3.0454081882323537e-05,9.967543539752504e-08,2.328457093803138e-09,0.0
1913,3.2521956589854586e-05,9.590636450086874e-08,2.354311904159293e-09,2.8595837999110886e-11
1914,3.310258710241344e-05,9.274916428531859e-08,2.1777687748374727e-09,4.321232756541806e-11
1915,3.447013815665352e-05,8.961983104833443e-08,2.201248056848166e-09,4.321232756541806e-11
1916,3.589697163468892e-05,7.817912057410987e-08,2.3095495516045617e-09,4.321232756541806e-11
1917,3.664337834509622e-05,8.057647552358763e-08,2.3977563585424785e-09,4.321232756541806e-11
1918,3.71953979733267e-05,7.860885885081967e-08,2.4074117144223806e-09,5.7592566628437785e-11
1919,3.839540035447239e-05,7.090226564595728e-08,2.446278449649445e-09,5.7592566628437785e-11
1920,3.824328554661146e-05,7.674019235943369e-08,2.5976419745380295e-09,2.8996728629326896e-11
1921,4.065160932701214e-05,7.734279350302131e-08,2.557195280924621e-09,1.4380239063019725e-11
1922,4.111419028569279e-05,8.805680603732721e-08,2.6977818709131694e-09,6.268283114785334e-11
1923,4.433049980434589e-05,9.742722641346648e-08,2.6731361251514888e-09,6.268283114785334e-11
1924,4.584367239398749e-05,9.625904035764116e-08,2.951932698280757e-09,6.268283114785334e-11
1925,4.801305944316222e-05,9.735585036553727e-08,3.0439052865562287e-09,4.830259208483361e-11
1926,4.883694522764667e-05,1.0455432938475237e-07,3.2728127826889673e-09,4.830259208483361e-11
1927,5.136841718922369e-05,1.0316550153837462e-07,3.2876754652022555e-09,7.104097072512567e-11
1928,5.115310393323723e-05,1.1230873399524301e-07,3.3030826962487936e-09,9.385045716760386e-11
1929,5.3079246364567166e-05,1.1738947185741771e-07,3.0234776587129933e-09,4.554786508277025e-11
1930,5.1457515447899436e-05,1.1186850100232602e-07,2.8537895855963923e-09,4.554786508277025e-11
1931,5.390274652329806e-05,1.257116102643912e-07,2.7733459338565224e-09,4.554786508277025e-11
1932,5.581478814877171e-05,1.251084894095454e-07,3.0455449908016264e-09,6.919111117387189e-11
1933,5.906082151341252e-05,1.2396573570835505e-07,3.306000203754219e-09,6.919111117387189e-11
1934,6.0962739163577293e-05,1.224434588006521e-07,3.4808740968981867e-09,6.892060731646308e-11
1935,6.443651156067582e-05,1.1601277703578359e-07,3.6065751020584814e-09,9.055578707530186e-11
1936,6.872180425229349e-05,1.0023996566133064e-07,3.818688984072846e-09,9.055578707530186e-11
1937,7.262688866051446e-05,1.014956844918353e-07,4.264572409492676e-09,9.055578707530186e-11
1938,7.651037490826898e-05,8.293486329437525e-08,4.24852397706843e-09,9.055578707530186e-11
1939,7.850427313574723e-05,7.946912106149284e-08,4.086895171490872e-09,6.691254098420022e-11
1940,7.971905558536361e-05,7.308056534530546e-08,4.150389460682342e-09,1.184990657186548e-10
1941,8.26150894031993e-05,6.62748195371218e-08,4.641789016649309e-09,2.8908117962903445e-10
1942,8.422543864331342e-05,5.933888961148373e-08,5.390242855237862e-09,2.6954455929167105e-10
1943,8.592051433099966e-05,6.140012231981018e-08,5.658516512495128e-09,2.6954455929167105e-10
1944,8.934861294359766e-05,5.459773585617508e-08,5.926867948805434e-09,3.2645852489552954e-10
1945,9.13394074554422e-05,5.4304887697753657e-08,6.4469530031934545e-09,3.2645852489552954e-10
1946,9.541598098751689e-05,5.195350283315747e-08,6.743237714244645e-09,3.430066290523369e-10
1947,9.8374679510016e-05,5.3029106185574296e-08,6.8854785999812e-09,3.0797708034618106e-10
1948,0.00010105674300575629,5.6888113521478904e-08,6.596514318906494e-09,1.1492709165291818e-10
1949,0.00010426378555296521,6.18190339553491e-08,6.616267533843256e-09,1.0702520814032113e-10
1950,0.0001053429233642029,6.162273129867962e-08,6.737386585139607e-09,1.0702520814032113e-10
1951,0.00010760222253988363,6.273619896595456e-08,6.793470992099466e-09,1.825040297458764e-10
1952,0.00011050353454525716,6.489437457243444e-08,6.7212158378587054e-09,3.0797562317846124e-10
1953,0.00011184099483736125,6.604840560190236e-08,7.36774000539445e-09,3.855629407015623e-10
1954,0.00011528600381487715,6.231934232151356e-08,7.2743107410693546e-09,4.270697882637263e-10
1955,0.00011666168575175107,6.339238162971534e-08,8.024101446782846e-09,4.705525453412613e-10
1956,0.00011855870460359646,6.367341447750213e-08,7.991918555510275e-09,4.804823939512965e-10
1957,0.00012024347753530102,6.667614676254224e-08,8.18233785488636e-09,5.569447462740382e-10
1958,0.00011916803798937638,6.595131399730495e-08,8.091889317337778e-09,4.4835557488909217e-10
1959,0.00011798282607092656,6.699406692892548e-08,8.231318293638878e-09,3.793536754567331e-10
1960,0.00011816918621272115,7.052196642527114e-08,7.757275520349692e-09,3.063939756670868e-10
1961,0.00011860110888457192,7.315834084563124e-08,7.701453887319433e-09,2.5958572097417587e-10
1962,0.00012085065827704966,7.378564553001915e-08,7.134230032132141e-09,2.773135005359631e-10
1963,0.00012187852761209277,7.37625082284207e-08,6.897040208794383e-09,2.8999291559353834e-10
1964,0.00012386588371425335,7.479224909242735e-08,6.848819606679919e-09,3.124569700196922e-10
1965,0.00012561163332845484,7.886338693197104e-08,6.698847381565136e-09,3.9443433340930715e-10
1966,0.00012707039007052247,8.482025342410842e-08,6.438757146501725e-09,3.99516141399595e-10
1967,0.0001277121960551345,8.678866691980147e-08,6.3598584176816075e-09,4.756318880416721e-10
1968,0.00012900011123357608,8.971175446959023e-08,6.543049594195541e-09,5.529417360491554e-10
1969,0.00013045906338707676,1.1650933576642533e-07,6.6331552948741185e-09,5.725231677633502e-10
1970,0.0001338685438635626,1.2056505584366407e-07,6.676742650820902e-09,6.907589024583518e-10
1971,0.00013581937777676752,1.226791397357374e-07,7.00334571287645e-09,7.798014059875616e-10
1972,0.00014063864987942258,1.2547001456856117e-07,7.51418546432855e-09,7.69670327471772e-10
1973,0.00014595089929311404,1.2319766844776886e-07,7.722263209838535e-09,8.319302786346278e-10
1974,0.00015166369225231132,1.2826558101356307e-07,8.19424521887007e-09,9.464738833945115e-10
1975,0.00015627053965415274,1.2956742726341224e-07,8.237340460531023e-09,1.101193477673742e-09
1976,0.00016010415856726468,1.1097000651716371e-07,8.80946338099875e-09,1.3097130364363758e-09
1977,0.00016201912200943167,1.1198579739714529e-07,9.241412841325719e-09,1.3605485627010694e-09
1978,0.00016466900082637688,1.1329182975876912e-07,9.306240349766476e-09,1.376577867568634e-09
1979,0.00016445084267096327,1.1244308240065948e-07,8.887275296639733e-09,1.6060360026009285e-09
1980,0.00016269973587311272,1.1151855768990312e-07,8.697300594004024e-09,1.6389610938257908e-09
1981,0.00016168311412911862,1.1012921723769458e-07,7.997353890232262e-09,1.5568325993444076e-09
1982,0.00016001213225536048,1.113431713812523e-07,7.860748179362126e-09,1.521069445001696e-09
1983,0.00015741593545369272,1.064433031875264e-07,7.243496025211016e-09,1.3650030153807995e-09
1984,0.0001547896702374731,1.0650416726321055e-07,6.787776499602874e-09,1.3106787877248394e-09
1985,0.00015294414853477583,1.043232233298243e-07,6.032730759386595e-09,1.2658302184220815e-09
1986,0.00015155044924800416,1.0673392125681858e-07,5.83644770608365e-09,1.0650761701163398e-09
1987,0.0001516266181299995,1.1100583005177863e-07,5.5792994985941795e-09,1.0822137789087298e-09
1988,0.00015110138130174683,1.1402793680710082e-07,5.334132691103832e-09,1.1257924433952633e-09
1989,0.00015114730090967247,1.1701749055451468e-07,4.998965368636326e-09,1.1377869757467352e-09
1990,0.00015123898836983635,1.205897685200138e-07,4.457501891406781e-09,1.1376911159187232e-09
1991,0.00015374308610002378,1.1991756667027532e-07,3.9633361989136316e-09,1.095006220617835e-09
1992,0.00015614976915198246,1.2218631642976367e-07,3.92828506231727e-09,1.0758281963698023e-09
1993,0.0001585225940548948,1.2151781041731218e-07,3.836008780463576e-09,1.0674186772569832e-09
1994,0.00015965103895203874,1.1862618772998498e-07,3.5182466781183817e-09,9.91091470796996e-10
1995,0.00016089164169638285,1.1088786371666564e-07,3.3859730574903324e-09,8.561290168859362e-10
1996,0.00016192339951105948,1.0719068756413566e-07,3.241038834137352e-09,7.122371026291319e-10
1997,0.00016259418667427132,1.0088598401125637e-07,3.441404367825791e-09,7.574161218850049e-10
1998,0.00016092315282938735,9.64524348643993e-08,3.4511393108362297e-09,7.150720095415255e-10
1999,0.00015906781897813614,9.133044289098637e-08,3.551010406356779e-09,6.456025634728389e-10
2000,0.0001577586538457711,8.664612088133644e-08,3.4180336973475634e-09,6.023521047028777e-10
2001,0.00015714444037127708,8.354829869209165e-08,3.8006881451581515e-09,5.453709983616051e-10
2002,0.00015608361198766424,8.301538047460002e-08,3.908778729260527e-09,5.661022999576509e-10
2003,0.0001544473842451615,8.114242027496793e-08,3.805785242505522e-09,5.523754707605275e-10
2004,0.0001538225873706064,8.016546258561772e-08,3.3901137294226456e-09,4.346057640753591e-10
2005,0.00015195732495547936,7.991796837001988e-08,3.231784126026379e-09,4.000524673435686e-10
2006,0.00014965129958000034,8.938151653735207e-08,3.125424823708605e-09,3.4499000878263075e-10
2007,0.00014842075428792408,8.849176274290066e-08,2.819295733377406e-09,3.2596761004707476e-10
2008,0.00014485022152907083,8.819323227271525e-08,3.258879911958802e-09,3.012750089086731e-10
2009,0.00013970395126047412,8.845946654543826e-08,3.154701500029944e-09,2.8370770812001314e-10
2010,0.00013594733276737055,9.372150547700845e-08,3.0045490857182652e-09,2.791246083473047e-10
2011,0.00013016364183775813,9.660075964542817e-08,2.872519952060567e-09,2.232084551911928e-10
2012,0.00012672724239694486,1.014270308376451e-07,4.117623242372304e-09,2.0444787281787795e-10
2013,0.00012443244486348704,9.874768177756518e-08,4.124059744497239e-09,2.1041224665396818e-10
2014,0.00011889693269040436,1.0812406259219642e-07,4.1862907584899745e-09,1.619363859276365e-10
2015,0.00011454945031021322,1.202818132079691e-07,3.598323179104008e-09,1.786471734432915e-10
2016,0.00011287930725042575,1.2576245365737903e-07,3.5126196078800423e-09,1.7471129800819948e-10
2017,0.00011106273814220913,1.2658635147507388e-07,3.864021806225064e-09,1.3696287738211113e-10
2018,0.00011071400658693164,1.318206116707188e-07,4.461343561246167e-09,1.5785609694396464e-10
2019,0.00010974792166962288,1.37218094664604e-07,2.876046401034671e-09,1.692858691768051e-10
