ngram,music,msic,muic,musci
1906,4.88006802957638e-05,3.9564771102197835e-10,2.288003152019412e-09,3.347301356728037e-09
1907,4.926432614281241e-05,3.199448583053004e-10,2.53312060216615e-09,3.0190634119670837e-09
1908,4.900594857255263e-05,4.2291601768226373e-10,2.310494716186083e-09,2.5464382665977124e-09
1909,4.874272989192312e-05,4.780719371964639e-10,2.2004379588277547e-09,2.3985076464632424e-09
1910,4.832583830908074e-05,5.288369841245049e-10,2.2114460580218473e-09,2.1639328107170286e-09
1911,4.797849604593856e-05,5.949750295616444e-10,2.209388989220835e-09,2.3463119383900934e-09
1912,4.7229381120165014e-05,5.628157959522032e-10,2.0893368781114775e-09,2.2304236077122906e-09
1913,4.715045101225509e-05,5.42432541344213e-10,1.955173562733543e-09,2.5492323331631285e-09
1914,4.639475706166455e-05,5.423988569793917e-10,1.7201644711814117e-09,2.723889130124795e-09
1915,4.604658533935435e-05,4.5297049147289114e-10,1.869816952065102e-09,3.284856434479114e-09
1916,4.5809681198859054e-05,3.7409699643609073e-10,1.8225164076314725e-09,3.1033599816916127e-09
1917,4.614817485811987e-05,3.6128233440616396e-10,1.8257777670679535e-09,2.9815052648984874e-09
1918,4.697299300460145e-05,3.4971824345150383e-10,1.8617797938245774e-09,3.198116311458372e-09
1919,4.7427483098415125e-05,4.203302537380311e-10,1.858446016126233e-09,3.2526473260828327e-09
1920,4.8247663861340175e-05,4.791468521550943e-10,1.5813913749924374e-09,2.9251603996170518e-09
1921,4.971324285309363e-05,5.488651874266789e-10,1.515075818771448e-09,2.737427459312666e-09
1922,5.115406747790985e-05,6.942593880740081e-10,1.3006326888514203e-09,2.1506132430459957e-09
1923,5.313538505496191e-05,7.718710274115129e-10,1.3148389123505767e-09,2.137913703213558e-09
1924,5.478519285264026e-05,7.997284739198157e-10,1.2483721437536337e-09,2.1796628628984696e-09
1925,5.5869536611550886e-05,7.824625629966014e-10,1.0297828700878142e-09,1.730957694639252e-09
1926,5.6976035141685444e-05,7.747141896251111e-10,1.0317205581930215e-09,1.6554092699802174e-09
1927,5.74455402134585e-05,8.406129443321625e-10,1.1449491672215523e-09,2.081415865059658e-09
1928,5.768631880138335e-05,8.247065808042464e-10,1.0394058550363842e-09,1.8406166352973636e-09
1929,5.7633562911567946e-05,6.567820097304531e-10,1.093380957201922e-09,1.8036590713041027e-09
1930,5.7261593610746786e-05,6.429243566102067e-10,9.322026404769345e-10,1.9259383849628317e-09
1931,5.730168881460226e-05,6.23937266931916e-10,9.448829893113749e-10,1.940430221265237e-09
1932,5.8626219730025954e-05,7.204244661147235e-10,1.1122999267674872e-09,1.9250818954803198e-09
1933,5.96289340007518e-05,7.445684069296021e-10,1.2769119809138578e-09,2.042382873934656e-09
1934,6.109833390967521e-05,6.97468622539483e-10,1.2078853393683785e-09,2.0112588816623145e-09
1935,6.268704705040104e-05,7.845964909515755e-10,1.2944260584037336e-09,2.1650537553240058e-09
1936,6.295902026717417e-05,9.268101524335342e-10,1.2517468014497775e-09,2.2262572579074505e-09
1937,6.495653412587541e-05,9.974399163757498e-10,1.3223765653919933e-09,2.2505197388207013e-09
1938,6.584745954439444e-05,1.049254389722571e-09,1.356268010597818e-09,2.6062141809747784e-09
1939,6.443564728085351e-05,1.0331158230490546e-09,1.3189877523522853e-09,2.5216474305470425e-09
1940,6.408537124765903e-05,1.2010059296280978e-09,1.208871962849705e-09,2.369981726741648e-09
1941,6.401990425989165e-05,1.2868272479339892e-09,1.4999897435252763e-09,2.004420431221478e-09
1942,6.278228985528196e-05,1.9283283858584355e-09,1.521475445631637e-09,1.9067373235870377e-09
1943,6.447188934544101e-05,2.597508605032114e-09,1.7595256045816703e-09,2.4293555262693597e-09
1944,6.434038368752226e-05,2.6835677806908667e-09,1.8266134636592467e-09,2.3687310525742434e-09
1945,6.524745653483219e-05,2.815826159542821e-09,1.7967851650979583e-09,1.8407113730071041e-09
1946,6.596053987907778e-05,3.096712695795288e-09,1.6472772749028967e-09,2.1214541829588693e-09
1947,6.564262366737239e-05,3.11101236835246e-09,1.4794502052011588e-09,2.4487624983304812e-09
1948,6.494279296020977e-05,3.266583797107663e-09,1.3432288059611608e-09,2.494019661426959e-09
1949,6.532439926689091e-05,2.860668051647102e-09,1.3650445456520848e-09,2.845651995788044e-09
1950,6.441864024964161e-05,2.3962278193425034e-09,1.246284369355826e-09,2.1612520939573443e-09
1951,6.718948394076765e-05,2.8422405223033867e-09,1.14859906506583e-09,2.2339022179692793e-09
1952,6.627790935453959e-05,3.00293526552967e-09,1.1491122418684695e-09,2.6511978961402907e-09
1953,6.671335358987562e-05,3.1218078598373366e-09,1.3504957152576935e-09,2.7831830808265424e-09
1954,6.67894710204564e-05,3.2737769320842094e-09,1.3652404920857668e-09,2.570441050485174e-09
1955,6.753370481809335e-05,3.4628527664385243e-09,1.476308297831963e-09,2.6725513706844187e-09
1956,6.723688524549029e-05,3.3276031454119804e-09,1.4841842834099695e-09,2.4792069191243674e-09
1957,6.693743697334347e-05,3.29944430507315e-09,1.5232753629896528e-09,2.6582640057424912e-09
1958,6.249008168067251e-05,2.956789130997046e-09,1.457646130782158e-09,2.8291980345786426e-09
1959,6.150381055444345e-05,2.9060225020011946e-09,1.3372023805706996e-09,2.7470635131722686e-09
1960,6.044320824522791e-05,2.6004200221712334e-09,1.2767560976710358e-09,2.368116258644193e-09
1961,5.995360074198938e-05,2.353025615623291e-09,1.3149460250819596e-09,2.5555774004918217e-09
1962,5.850916672248526e-05,1.971381407323796e-09,1.1448063132389409e-09,2.189486401706274e-09
1963,5.9102560563977545e-05,2.002701147775708e-09,1.1634466406158189e-09,2.3919472751694163e-09
1964,5.899745208028305e-05,2.5579515648489958e-09,1.2091017710856379e-09,2.4023561869971186e-09
1965,5.904625972367025e-05,2.4005574829542654e-09,1.3109058283333752e-09,2.214539932384899e-09
1966,5.884430096817336e-05,2.326821925611812e-09,1.3662451963420657e-09,2.2727004246801486e-09
1967,5.8957926479966515e-05,2.330952129727036e-09,1.352557272531791e-09,2.3935546402041398e-09
1968,5.860665156173387e-05,2.420617753858981e-09,1.316571859469714e-09,2.280620026162694e-09
1969,5.882575351279229e-05,2.4344776194951123e-09,1.2610663862362109e-09,2.6082681252909926e-09
1970,5.7348621859481295e-05,2.4191205705292873e-09,1.1187040738214193e-09,2.666688726980583e-09
1971,5.650107102285672e-05,1.725660265477253e-09,1.0725924672248611e-09,3.5512163844485046e-09
1972,5.603920778542358e-05,1.7923525520911555e-09,1.0266028741387094e-09,4.35630369872391e-09
1973,5.529708245636097e-05,1.6914864429752795e-09,1.1015982015472048e-09,4.882918450529619e-09
1974,5.482315776004855e-05,1.6475230069090685e-09,1.0632121770294744e-09,5.0424239704329105e-09
1975,5.52333466267945e-05,1.6471991389924563e-09,1.0601160584298798e-09,5.301604108102051e-09
1976,5.478418357337692e-05,1.6265091337278444e-09,1.105085626181993e-09,5.568942608645346e-09
1977,5.928723112447187e-05,1.571367432998524e-09,1.1202476803338713e-09,5.643266647632166e-09
1978,6.030615986674093e-05,1.6266144304515657e-09,1.0091322222294252e-09,5.0616275932518255e-09
1979,6.102550157395724e-05,1.519041908133139e-09,9.919206091422795e-10,4.56102688950466e-09
1980,6.228388883755542e-05,1.5168642691116523e-09,9.192115164274079e-10,3.870003777756941e-09
1981,6.318096555852597e-05,1.4734024635286248e-09,9.790787228577562e-10,3.776350026336266e-09
1982,6.395564871906702e-05,1.359336341901139e-09,1.0272025928261185e-09,3.595478771854589e-09
1983,6.514525115822576e-05,1.3824025099243693e-09,1.052170541169874e-09,3.0955430123975295e-09
1984,6.204179434072492e-05,1.3568048430810465e-09,1.064085058161928e-09,2.9332461697657256e-09
1985,6.292785006475501e-05,1.2476027036864172e-09,1.0854417761433206e-09,2.6503155384613055e-09
1986,6.423630267298514e-05,1.2703605310550513e-09,1.067154594850247e-09,2.896585971079446e-09
1987,6.526241434455317e-05,1.2282515956688452e-09,1.075514701108306e-09,2.8909450706342862e-09
1988,6.6314718943821e-05,1.2482424776345218e-09,1.0296309598573877e-09,2.7000426656392004e-09
1989,6.815008964622393e-05,1.2100588467741806e-09,9.515352632811463e-10,2.5822443707111476e-09
1990,6.918782517979187e-05,1.1033956764145663e-09,9.00366908013999e-10,2.9941181914746753e-09
1991,7.086382850372632e-05,1.0633734210634722e-09,8.994416005642896e-10,2.939106799207788e-09
1992,7.17687071301043e-05,1.1277776173252668e-09,8.493235638594245e-10,2.8318969074498615e-09
1993,7.291218935279176e-05,1.0116343794410098e-09,8.809637781175589e-10,2.2743417942600833e-09
1994,7.494930572907574e-05,1.0008914808068425e-09,8.772770287990284e-10,2.312674543932961e-09
1995,7.739164928872404e-05,9.548045846027468e-10,8.461415060675595e-10,2.364971789831876e-09
1996,7.897775607749022e-05,9.97871483855915e-10,8.471939578440819e-10,2.294954480421195e-09
1997,8.12304050279116e-05,1.0254700184247107e-09,8.300001400459881e-10,1.8253761359586308e-09
1998,8.549419518593433e-05,1.0014881701714273e-09,8.430594635098845e-10,1.6557622416004035e-09
1999,8.841390808811411e-05,9.044797688595452e-10,7.900711236035513e-10,1.5693889521273263e-09
2000,9.064137910692287e-05,9.31032045110263e-10,7.534587358788108e-10,1.4363528779069513e-09
2001,9.296429198002443e-05,9.147314413863025e-10,7.095985505538899e-10,1.2690478826523792e-09
2002,9.496571666594329e-05,8.396557774467287e-10,6.956141337547247e-10,1.0739109760190706e-09
2003,9.646582683282239e-05,7.910081994173218e-10,6.773117027553915e-10,9.943145830502787e-10
2004,9.834643424255773e-05,7.711361113152801e-10,6.689446576034288e-10,9.70912604282757e-10
2005,9.711207634869165e-05,7.73208223638276e-10,6.735577611533777e-10,8.441415741014932e-10
2006,9.71034834427493e-05,6.796297136180129e-10,6.607745660160345e-10,7.532195898742242e-10
2007,9.769815889220419e-05,6.294527359657869e-10,6.211571852115278e-10,7.359445116808924e-10
2008,9.728914925030299e-05,5.503041990349646e-10,6.143209710770695e-10,8.474951851411561e-10
2009,9.534717433520459e-05,4.995474663887262e-10,5.235446074685385e-10,8.570179486712602e-10
2010,9.50598020738523e-05,3.8590538453279043e-10,4.819533730437975e-10,8.193575381668491e-10
2011,9.441404836252332e-05,3.035440505101088e-10,4.181616273484552e-10,7.860418308311015e-10
2012,9.445306516551812e-05,1.957200468162755e-10,2.958031171197893e-10,7.13740511137928e-10
2013,9.633271526711593e-05,1.6998718652921115e-10,3.079363163270367e-10,6.954031794847992e-10
2014,9.713340841699392e-05,1.2151132580287945e-10,2.7487629335386035e-10,7.33540966064388e-10
2015,9.567672116515626e-05,7.9322279399647e-11,2.2809412394567526e-10,5.390273505323506e-10
2016,9.707661956781521e-05,8.354189264972841e-11,2.740842652044455e-10,5.374850128462124e-10
2017,9.731072471671116e-05,7.358447994450697e-11,2.720028531115008e-10,5.506464543595749e-10
2018,9.773238271009177e-05,6.230395227513342e-11,2.7440857641725104e-10,5.307886241645577e-10
2019,9.784612848307006e-05,4.0500937673049187e-11,2.962869671829793e-10,6.074172761993957e-10
