ngram,speech,spch,spech,spech
1810,6.779990560192215e-05,1.575656151585138e-08,2.8621008420413674e-08,2.8621008420413674e-08
1811,6.781489199576234e-05,1.4089786607282155e-08,2.8714005141848376e-08,2.8714005141848376e-08
1812,6.803324504289776e-05,1.338170843975409e-08,2.7507541133786617e-08,2.7507541133786617e-08
1813,6.867085072112136e-05,1.383503978047429e-08,2.505225055975708e-08,2.505225055975708e-08
1814,6.962487636233814e-05,1.3415281837784017e-08,1.6051527852921155e-08,1.6051527852921155e-08
1815,6.997232724513327e-05,1.3699146705903331e-08,1.4790266979401525e-08,1.4790266979401525e-08
1816,6.633731443019184e-05,1.2877753847411505e-08,1.3741709738366938e-08,1.3741709738366938e-08
1817,6.640223572113817e-05,1.1368754953317811e-08,1.3245783390760022e-08,1.3245783390760022e-08
1818,6.749148815288208e-05,1.4122614569852691e-08,1.4512015081688138e-08,1.4512015081688138e-08
1819,6.763612379602688e-05,1.392810692176941e-08,1.6359785018745957e-08,1.6359785018745957e-08
1820,6.726731901705665e-05,1.3027741044676792e-08,1.4970645802390792e-08,1.4970645802390792e-08
1821,6.557777929369227e-05,1.301138441434091e-08,1.702659435665055e-08,1.702659435665055e-08
1822,6.525625160845396e-05,1.245243520995944e-08,2.2504451064569205e-08,2.2504451064569205e-08
1823,6.699954662638317e-05,1.1864582903444086e-08,2.2867462336405098e-08,2.2867462336405098e-08
1824,6.471676169894636e-05,1.1127174800610159e-08,2.3195871382394477e-08,2.3195871382394477e-08
1825,6.212437490051213e-05,8.537631300344271e-09,2.2112805491454017e-08,2.2112805491454017e-08
1826,6.093867601261341e-05,7.413252234300671e-09,2.060683604706729e-08,2.060683604706729e-08
1827,5.947250610915944e-05,6.001027167254083e-09,2.5868211890005862e-08,2.5868211890005862e-08
1828,6.01356992514671e-05,5.74489827138385e-09,2.366848323680821e-08,2.366848323680821e-08
1829,5.828811117680743e-05,4.723811691016116e-09,2.0545041921695073e-08,2.0545041921695073e-08
1830,5.7262147103236725e-05,4.743764111684154e-09,2.0755603394714432e-08,2.0755603394714432e-08
1831,5.699647590517998e-05,4.775095937706705e-09,1.727892692418972e-08,1.727892692418972e-08
1832,5.664262581766317e-05,4.5677592502053295e-09,1.7329253333895978e-08,1.7329253333895978e-08
1833,5.755942246261319e-05,4.563054188468283e-09,1.623248240585034e-08,1.623248240585034e-08
1834,5.749309535271355e-05,4.852274138045232e-09,1.0973497285452335e-08,1.0973497285452335e-08
1835,5.742946086684242e-05,4.498885993900867e-09,9.449615185579724e-09,9.449615185579724e-09
1836,5.810563171897749e-05,4.823065217049052e-09,1.316417984144534e-08,1.316417984144534e-08
1837,5.747541945311241e-05,4.531266187665242e-09,1.9419174458944e-08,1.9419174458944e-08
1838,5.812945164507255e-05,4.153168761281531e-09,2.181189159447935e-08,2.181189159447935e-08
1839,5.793975807526814e-05,4.485235833533758e-09,2.3072909297435932e-08,2.3072909297435932e-08
1840,5.7838722568703815e-05,4.1139689750074075e-09,2.4336964570587886e-08,2.4336964570587886e-08
1841,5.878794243991641e-05,4.31538392321938e-09,2.4897397032930257e-08,2.4897397032930257e-08
1842,5.766188509629241e-05,4.565436758799787e-09,2.632331660582362e-08,2.632331660582362e-08
1843,5.788210494626712e-05,4.152184278944609e-09,2.6359933410649968e-08,2.6359933410649968e-08
1844,5.728623572005225e-05,3.834591596632972e-09,2.124164082723772e-08,2.124164082723772e-08
1845,5.7362382774174747e-05,3.843808446138805e-09,2.023870886753392e-08,2.023870886753392e-08
1846,5.750068989332898e-05,3.6077580605515483e-09,2.7628460154614587e-08,2.7628460154614587e-08
1847,5.72316868263962e-05,4.2451406834231875e-09,2.745211156808734e-08,2.745211156808734e-08
1848,5.6248108324195656e-05,4.25630432486303e-09,2.6711157222588814e-08,2.6711157222588814e-08
1849,5.6656998432507475e-05,4.339687974054738e-09,2.6296546400723335e-08,2.6296546400723335e-08
1850,5.754718897930745e-05,4.7894384965932855e-09,2.1086355645698925e-08,2.1086355645698925e-08
1851,5.853652484282585e-05,5.183747526465205e-09,1.9915390606481002e-08,1.9915390606481002e-08
1852,5.802834701691089e-05,5.626684483418996e-09,1.9005344980322595e-08,1.9005344980322595e-08
1853,5.889472959097475e-05,6.40792263695289e-09,1.0334859444429055e-08,1.0334859444429055e-08
1854,5.8525258542171544e-05,6.3270614144731294e-09,9.456007405666306e-09,9.456007405666306e-09
1855,5.872109977644868e-05,6.771160140520546e-09,1.061764314564633e-08,1.061764314564633e-08
1856,5.816978955408558e-05,6.813987532946644e-09,8.626449649844809e-09,8.626449649844809e-09
1857,5.7898637481100324e-05,7.112757620981418e-09,9.029460100253215e-09,9.029460100253215e-09
1858,5.725146911572665e-05,7.221048965127303e-09,8.65111569682751e-09,8.65111569682751e-09
1859,5.7204083402341765e-05,7.834175403636273e-09,1.0329867691386393e-08,1.0329867691386393e-08
1860,5.66031204860857e-05,7.812072703014143e-09,1.1364786889345169e-08,1.1364786889345169e-08
1861,5.715603505710273e-05,8.04474252293273e-09,1.1356916867250838e-08,1.1356916867250838e-08
