ngram,president,president,presdent,presient
1604,2.2389776518139115e-05,2.2389776518139115e-05,0.0,0.0
1605,2.158811800459911e-05,2.158811800459911e-05,0.0,0.0
1606,2.0809406984361495e-05,2.0809406984361495e-05,0.0,0.0
1607,1.5058078474794456e-05,1.5058078474794456e-05,0.0,0.0
1608,9.198362623205217e-06,9.198362623205217e-06,0.0,0.0
1609,2.749408866163451e-06,2.749408866163451e-06,0.0,0.0
1610,2.719643540720946e-06,2.719643540720946e-06,0.0,0.0
1611,3.0614346217459698e-06,3.0614346217459698e-06,0.0,0.0
1612,2.5875040786818966e-06,2.5875040786818966e-06,0.0,0.0
1613,2.9861559726539e-06,2.9861559726539e-06,0.0,0.0
1614,4.304594962637306e-06,4.304594962637306e-06,0.0,0.0
1615,4.304594962637306e-06,4.304594962637306e-06,0.0,0.0
1616,3.549899052554143e-06,3.549899052554143e-06,0.0,0.0
1617,3.414636937902417e-06,3.414636937902417e-06,0.0,0.0
1618,5.6599353196621194e-06,5.6599353196621194e-06,0.0,0.0
1619,5.684606337906319e-06,5.684606337906319e-06,0.0,0.0
1620,6.900332193384072e-06,6.900332193384072e-06,0.0,0.0
1621,6.117147206298666e-06,6.117147206298666e-06,0.0,0.0
1622,6.820631288714399e-06,6.820631288714399e-06,0.0,0.0
1623,1.7866612828194256e-05,1.7866612828194256e-05,0.0,0.0
1624,2.269682486907446e-05,2.269682486907446e-05,0.0,0.0
1625,1.993946508654127e-05,1.993946508654127e-05,0.0,0.0
1626,3.4761454701635686e-05,3.4761454701635686e-05,0.0,0.0
1627,3.2746676424721954e-05,3.2746676424721954e-05,0.0,0.0
1628,3.267000381258965e-05,3.267000381258965e-05,0.0,0.0
1629,3.221410776989485e-05,3.221410776989485e-05,0.0,0.0
1630,2.159937123126708e-05,2.159937123126708e-05,0.0,0.0
1631,1.6805476434456068e-05,1.6805476434456068e-05,0.0,0.0
1632,1.744685937410395e-05,1.744685937410395e-05,0.0,0.0
1633,2.3363828794182543e-06,2.3363828794182543e-06,0.0,0.0
1634,2.4598010424727235e-06,2.4598010424727235e-06,0.0,0.0
1635,3.4006547317793386e-06,3.4006547317793386e-06,0.0,0.0
1636,3.5872887289250296e-06,3.5872887289250296e-06,0.0,0.0
1637,4.253445622128181e-06,4.253445622128181e-06,0.0,0.0
1638,6.9327873250456055e-06,6.9327873250456055e-06,0.0,0.0
1639,7.459457776803902e-06,7.459457776803902e-06,0.0,0.0
1640,8.213352714392386e-06,8.213352714392386e-06,0.0,0.0
1641,8.448267083492413e-06,8.448267083492413e-06,0.0,0.0
1642,7.480631341292922e-06,7.480631341292922e-06,0.0,0.0
1643,7.949633754833485e-06,7.949633754833485e-06,0.0,0.0
1644,1.0427029110360309e-05,1.0427029110360309e-05,0.0,0.0
1645,9.478077540084737e-06,9.478077540084737e-06,0.0,0.0
1646,1.2138083710462005e-05,1.2138083710462005e-05,0.0,0.0
1647,1.2358549838609179e-05,1.2358549838609179e-05,0.0,0.0
1648,1.3054749712994504e-05,1.3054749712994504e-05,0.0,0.0
1649,1.3248772575025214e-05,1.3248772575025214e-05,0.0,0.0
1650,1.252122867104585e-05,1.252122867104585e-05,0.0,0.0
1651,9.333432136112865e-06,9.333432136112865e-06,0.0,0.0
1652,7.8763560752902e-06,7.8763560752902e-06,0.0,0.0
1653,4.651302739538161e-06,4.651302739538161e-06,0.0,0.0
1654,4.066487057181283e-06,4.066487057181283e-06,0.0,0.0
1655,3.941603365222233e-06,3.941603365222233e-06,0.0,0.0
1656,3.859469139959921e-06,3.859469139959921e-06,0.0,0.0
1657,4.128659514078338e-06,4.128659514078338e-06,0.0,0.0
1658,4.4922777046200025e-06,4.4922777046200025e-06,0.0,0.0
1659,6.090765119941872e-06,6.090765119941872e-06,3.2167185232927816e-08,0.0
1660,6.690380879652886e-06,6.690380879652886e-06,3.2167185232927816e-08,0.0
1661,6.295391537085899e-06,6.295391537085899e-06,3.2167185232927816e-08,0.0
1662,5.690541700330089e-06,5.690541700330089e-06,3.2167185232927816e-08,0.0
1663,7.511873085214964e-06,7.511873085214964e-06,3.2167185232927816e-08,0.0
1664,7.735152832667933e-06,7.735152832667933e-06,3.2167185232927816e-08,0.0
1665,7.557724968267264e-06,7.557724968267264e-06,3.2167185232927816e-08,0.0
1666,6.92056273367468e-06,6.92056273367468e-06,0.0,0.0
1667,6.821319451384105e-06,6.821319451384105e-06,0.0,0.0
1668,6.858850318686953e-06,6.858850318686953e-06,0.0,0.0
1669,6.7437300848333896e-06,6.7437300848333896e-06,0.0,0.0
1670,4.803851587504531e-06,4.803851587504531e-06,0.0,0.0
1671,4.644133436418737e-06,4.644133436418737e-06,0.0,0.0
1672,5.177969472112766e-06,5.177969472112766e-06,0.0,0.0
1673,3.932101874072812e-06,3.932101874072812e-06,0.0,0.0
1674,3.0889673650692984e-06,3.0889673650692984e-06,0.0,0.0
1675,3.0572428581113594e-06,3.0572428581113594e-06,0.0,0.0
1676,3.3629223383156514e-06,3.3629223383156514e-06,0.0,0.0
1677,3.3072296576262616e-06,3.3072296576262616e-06,0.0,0.0
1678,3.197168553015217e-06,3.197168553015217e-06,0.0,0.0
1679,2.5054333231569866e-06,2.5054333231569866e-06,0.0,0.0
1680,2.631504181798456e-06,2.631504181798456e-06,0.0,0.0
1681,2.7292735467199236e-06,2.7292735467199236e-06,0.0,0.0
1682,3.5635824003423167e-06,3.5635824003423167e-06,0.0,0.0
1683,3.2688965672735193e-06,3.2688965672735193e-06,0.0,0.0
1684,3.016334704040803e-06,3.016334704040803e-06,0.0,0.0
1685,2.6987866184364454e-06,2.6987866184364454e-06,0.0,0.0
1686,3.029483374510684e-06,3.029483374510684e-06,0.0,0.0
1687,2.8372414005519076e-06,2.8372414005519076e-06,0.0,0.0
1688,2.619002576206445e-06,2.619002576206445e-06,0.0,0.0
1689,1.6364304055319475e-06,1.6364304055319475e-06,0.0,0.0
1690,1.644231320239799e-06,1.644231320239799e-06,0.0,0.0
1691,1.9432679079857607e-06,1.9432679079857607e-06,0.0,0.0
1692,1.9807847999280578e-06,1.9807847999280578e-06,0.0,0.0
1693,1.29749858501782e-06,1.29749858501782e-06,0.0,0.0
1694,1.1890403348908357e-06,1.1890403348908357e-06,0.0,0.0
1695,1.17332002754925e-06,1.17332002754925e-06,0.0,0.0
1696,1.141511026909419e-06,1.141511026909419e-06,0.0,0.0
1697,1.442027224486862e-06,1.442027224486862e-06,0.0,0.0
1698,2.77884898634641e-06,2.77884898634641e-06,0.0,0.0
1699,2.7650650906707597e-06,2.7650650906707597e-06,0.0,0.0
1700,2.8323412298699883e-06,2.8323412298699883e-06,0.0,0.0
1701,2.754132546150296e-06,2.754132546150296e-06,0.0,0.0
1702,2.6780187576085675e-06,2.6780187576085675e-06,0.0,0.0
1703,2.7270788020164867e-06,2.7270788020164867e-06,0.0,0.0
1704,2.215412931962289e-06,2.215412931962289e-06,0.0,0.0
1705,7.64875813225834e-07,7.64875813225834e-07,0.0,0.0
1706,7.932240809590699e-07,7.932240809590699e-07,0.0,0.0
1707,7.847700840914383e-07,7.847700840914383e-07,0.0,0.0
1708,8.040200348042552e-07,8.040200348042552e-07,0.0,0.0
1709,7.921544461656335e-07,7.921544461656335e-07,0.0,0.0
1710,7.519088671058074e-07,7.519088671058074e-07,0.0,0.0
1711,8.024316327594403e-07,8.024316327594403e-07,0.0,0.0
1712,5.110875034932048e-07,5.110875034932048e-07,0.0,0.0
1713,5.729071901328098e-07,5.729071901328098e-07,0.0,0.0
1714,9.682496358972718e-07,9.682496358972718e-07,0.0,0.0
1715,1.0202449932502792e-06,1.0202449932502792e-06,0.0,0.0
1716,1.0992843948136915e-06,1.0992843948136915e-06,0.0,0.0
1717,1.0112770618369332e-06,1.0112770618369332e-06,0.0,0.0
1718,1.2840680361542972e-06,1.2840680361542972e-06,0.0,0.0
1719,1.35880793854832e-06,1.35880793854832e-06,0.0,0.0
1720,1.4540397645289107e-06,1.4540397645289107e-06,0.0,0.0
1721,1.5678969700973409e-06,1.5678969700973409e-06,0.0,0.0
1722,1.7477836777857192e-06,1.7477836777857192e-06,0.0,0.0
1723,2.1575592116716635e-06,2.1575592116716635e-06,0.0,0.0
1724,2.200985599236966e-06,2.200985599236966e-06,5.870919750350367e-09,0.0
1725,2.352996172508678e-06,2.352996172508678e-06,5.870919750350367e-09,0.0
1726,3.6023799663910594e-06,3.6023799663910594e-06,5.870919750350367e-09,0.0
1727,3.8666838366095495e-06,3.8666838366095495e-06,5.870919750350367e-09,0.0
1728,3.657131060208485e-06,3.657131060208485e-06,5.870919750350367e-09,0.0
1729,3.6542885482049314e-06,3.6542885482049314e-06,5.870919750350367e-09,0.0
1730,3.235780655229194e-06,3.235780655229194e-06,5.870919750350367e-09,0.0
1731,3.309439510498383e-06,3.309439510498383e-06,0.0,0.0
1732,2.9231865710244165e-06,2.9231865710244165e-06,0.0,0.0
1733,2.1712553299429212e-06,2.1712553299429212e-06,0.0,0.0
1734,2.737091092188036e-06,2.737091092188036e-06,0.0,0.0
1735,2.613398286095097e-06,2.613398286095097e-06,0.0,0.0
1736,2.8473968346328808e-06,2.8473968346328808e-06,0.0,0.0
1737,3.737729205762922e-06,3.737729205762922e-06,0.0,0.0
1738,3.984296467608926e-06,3.984296467608926e-06,0.0,0.0
1739,5.1767300257259715e-06,5.1767300257259715e-06,0.0,3.2309164867326346e-09
1740,4.863216174401584e-06,4.863216174401584e-06,0.0,3.2309164867326346e-09
1741,3.897595563882662e-06,3.897595563882662e-06,0.0,3.2309164867326346e-09
1742,4.480194320422015e-06,4.480194320422015e-06,0.0,3.2309164867326346e-09
1743,5.5773841398019745e-06,5.5773841398019745e-06,0.0,3.2309164867326346e-09
1744,5.134213162299213e-06,5.134213162299213e-06,0.0,3.2309164867326346e-09
1745,4.9824945855497e-06,4.9824945855497e-06,0.0,3.2309164867326346e-09
1746,4.286001334159144e-06,4.286001334159144e-06,0.0,0.0
1747,4.677764471645267e-06,4.677764471645267e-06,0.0,4.159151753161236e-09
1748,5.294912511999428e-06,5.294912511999428e-06,0.0,4.159151753161236e-09
1749,4.9896476964152366e-06,4.9896476964152366e-06,0.0,4.159151753161236e-09
1750,4.413443044930838e-06,4.413443044930838e-06,0.0,4.159151753161236e-09
1751,5.266140127397583e-06,5.266140127397583e-06,0.0,4.159151753161236e-09
1752,6.473604506546897e-06,6.473604506546897e-06,0.0,4.159151753161236e-09
1753,8.908998227395517e-06,8.908998227395517e-06,0.0,4.159151753161236e-09
1754,1.1247670434905948e-05,1.1247670434905948e-05,0.0,0.0
1755,1.16513061974339e-05,1.16513061974339e-05,0.0,0.0
1756,1.3274174307298381e-05,1.3274174307298381e-05,0.0,0.0
1757,1.4900824810735816e-05,1.4900824810735816e-05,0.0,0.0
1758,1.574758321761952e-05,1.574758321761952e-05,0.0,0.0
1759,1.706115004448553e-05,1.706115004448553e-05,0.0,0.0
1760,1.7014797517081854e-05,1.7014797517081854e-05,0.0,0.0
1761,1.5607995919708628e-05,1.5607995919708628e-05,0.0,0.0
1762,1.7109953919966108e-05,1.7109953919966108e-05,0.0,0.0
1763,1.6828378647915088e-05,1.6828378647915088e-05,0.0,0.0
1764,1.559289324047443e-05,1.559289324047443e-05,0.0,0.0
1765,1.5108339279582392e-05,1.5108339279582392e-05,0.0,0.0
1766,1.3751121644288236e-05,1.3751121644288236e-05,0.0,0.0
1767,1.2282052921364084e-05,1.2282052921364084e-05,0.0,0.0
1768,1.2164094057100425e-05,1.2164094057100425e-05,0.0,0.0
1769,1.1177551251811174e-05,1.1177551251811174e-05,0.0,0.0
1770,1.109210110631206e-05,1.109210110631206e-05,0.0,0.0
1771,1.1742321995760513e-05,1.1742321995760513e-05,0.0,0.0
1772,1.193512187975492e-05,1.193512187975492e-05,0.0,0.0
1773,1.214532429522868e-05,1.214532429522868e-05,0.0,0.0
1774,1.3616175367912677e-05,1.3616175367912677e-05,0.0,0.0
1775,1.4171706944970147e-05,1.4171706944970147e-05,0.0,0.0
1776,1.3905026857433508e-05,1.3905026857433508e-05,0.0,0.0
1777,1.4122842912911437e-05,1.4122842912911437e-05,0.0,0.0
1778,1.3861031350513389e-05,1.3861031350513389e-05,0.0,0.0
1779,1.5240224586575226e-05,1.5240224586575226e-05,0.0,0.0
1780,1.5854231215988485e-05,1.5854231215988485e-05,0.0,0.0
1781,1.5559633668869666e-05,1.5559633668869666e-05,0.0,0.0
1782,1.483887224042389e-05,1.483887224042389e-05,0.0,0.0
1783,1.6241856948389405e-05,1.6241856948389405e-05,0.0,0.0
1784,1.5634818477597685e-05,1.5634818477597685e-05,0.0,0.0
1785,1.592001522762335e-05,1.592001522762335e-05,0.0,0.0
1786,1.5601498749414793e-05,1.5601498749414793e-05,0.0,0.0
1787,1.564870282371495e-05,1.564870282371495e-05,0.0,0.0
1788,1.420965782017447e-05,1.420965782017447e-05,0.0,0.0
1789,1.567550706178216e-05,1.567550706178216e-05,0.0,0.0
1790,1.5346590641586643e-05,1.5346590641586643e-05,0.0,0.0
1791,1.6008674460213763e-05,1.6008674460213763e-05,0.0,0.0
1792,1.713058138973013e-05,1.713058138973013e-05,0.0,0.0
1793,1.6099438393471894e-05,1.6099438393471894e-05,0.0,0.0
1794,1.6001625616419396e-05,1.6001625616419396e-05,0.0,0.0
1795,1.6900171431188937e-05,1.6900171431188937e-05,9.132721245919129e-10,0.0
1796,1.662843000563693e-05,1.662843000563693e-05,9.132721245919129e-10,0.0
1797,1.6786405077644823e-05,1.6786405077644823e-05,9.132721245919129e-10,0.0
1798,1.720004495707274e-05,1.720004495707274e-05,9.132721245919129e-10,0.0
1799,1.751427381740151e-05,1.751427381740151e-05,9.132721245919129e-10,1.201539185607154e-09
1800,1.884891623506389e-05,1.884891623506389e-05,9.132721245919129e-10,2.024867004227612e-09
1801,2.075748021265359e-05,2.075748021265359e-05,9.132721245919129e-10,2.024867004227612e-09
1802,2.2042477732091876e-05,2.2042477732091876e-05,4.341267980022069e-10,2.8931206002320256e-09
1803,2.418000622128602e-05,2.418000622128602e-05,7.851267572586299e-10,2.8931206002320256e-09
1804,2.6484529631228986e-05,2.6484529631228986e-05,7.851267572586299e-10,4.113430802326385e-09
1805,2.8663381142125998e-05,2.8663381142125998e-05,1.0448042589824728e-09,4.113430802326385e-09
1806,2.8976492363394106e-05,2.8976492363394106e-05,1.5619044629084605e-09,3.4289918206452187e-09
1807,2.9093388158279205e-05,2.9093388158279205e-05,1.7711256905528217e-09,2.605664002024761e-09
1808,2.9535400764351444e-05,2.9535400764351444e-05,2.4772152265991767e-09,2.841027191280432e-09
1809,3.063952473374749e-05,3.063952473374749e-05,2.2240132434094205e-09,2.1536984100884685e-09
1810,3.046148257063968e-05,3.046148257063968e-05,2.0909509362050063e-09,3.243386622767527e-09
1811,3.1806084215142096e-05,3.1806084215142096e-05,2.794102758686888e-09,3.8981479472915174e-09
1812,3.3306465151586705e-05,3.3306465151586705e-05,2.7731335164712536e-09,4.852980985324353e-09
1813,3.502385828012068e-05,3.502385828012068e-05,2.837971492729098e-09,6.081695448832493e-09
1814,3.73820101750815e-05,3.73820101750815e-05,2.628750265084737e-09,7.962318724987126e-09
1815,3.846440709561908e-05,3.846440709561908e-05,2.502082826641835e-09,1.0044643926145267e-08
1816,3.920307426596992e-05,3.920307426596992e-05,2.8916761842166595e-09,1.0624409986702079e-08
1817,3.947828164590257e-05,3.947828164590257e-05,2.6737385321646504e-09,9.706069345075515e-09
1818,3.7792934952968995e-05,3.7792934952968995e-05,2.3286564422773738e-09,8.368102401488744e-09
1819,3.558378687427778e-05,3.558378687427778e-05,2.691137947406576e-09,7.713864245774614e-09
1820,3.594171253748105e-05,3.594171253748105e-05,2.698787510928875e-09,6.7050342738334785e-09
1821,3.523302075336687e-05,3.523302075336687e-05,2.698787510928875e-09,6.367062083916559e-09
1822,3.4905405690161774e-05,3.4905405690161774e-05,3.1175166258025554e-09,5.0475249059798804e-09
1823,3.445344087335148e-05,3.445344087335148e-05,2.968386774477543e-09,5.550998930356091e-09
1824,3.5085756410678315e-05,3.5085756410678315e-05,3.3707468245174662e-09,6.0502514427034674e-09
1825,3.6246757580166946e-05,3.6246757580166946e-05,3.51914430929412e-09,6.65269804324607e-09
1826,3.7837821374913414e-05,3.7837821374913414e-05,3.3919475165130766e-09,7.3000891046401e-09
1827,3.746738782086011e-05,3.746738782086011e-05,3.0115009850918894e-09,7.399669258286881e-09
1828,3.8365720164230357e-05,3.8365720164230357e-05,4.114794061038651e-09,6.739652645494841e-09
1829,4.0587882852248314e-05,4.0587882852248314e-05,4.24103130391984e-09,6.936164214416911e-09
1830,4.267339266204674e-05,4.267339266204674e-05,4.010252066929557e-09,6.815653882544634e-09
1831,4.415252676283542e-05,4.415252676283542e-05,3.793681337325796e-09,6.702421792173904e-09
1832,4.4090943577300224e-05,4.4090943577300224e-05,3.372363578866912e-09,6.414365229444132e-09
1833,4.540270778566732e-05,4.540270778566732e-05,3.3932401809013056e-09,6.7860314827734265e-09
1834,4.6287066652439535e-05,4.6287066652439535e-05,3.2671591622600106e-09,7.112309408086048e-09
1835,4.553568214760162e-05,4.553568214760162e-05,2.3314328880173564e-09,6.816158748534917e-09
1836,4.2673679022949985e-05,4.2673679022949985e-05,1.957656195880223e-09,6.22198540308919e-09
1837,4.078890456834675e-05,4.078890456834675e-05,1.9993713351595943e-09,6.162510565336074e-09
1838,3.9279102306214296e-05,3.9279102306214296e-05,1.966233509342885e-09,8.810823880013783e-09
1839,3.9001657569315284e-05,3.9001657569315284e-05,2.3357726546586424e-09,1.0384335232974503e-08
1840,3.6638583489028474e-05,3.6638583489028474e-05,1.9164890468254772e-09,9.896128678426358e-09
1841,3.4443071074617493e-05,3.4443071074617493e-05,1.9733840751966015e-09,9.782950069084758e-09
1842,3.312487440000821e-05,3.312487440000821e-05,1.9882635855188776e-09,1.010869787876345e-08
1843,3.3115959792797056e-05,3.3115959792797056e-05,1.3032263522307274e-09,1.0295102802006438e-08
1844,3.224538314887988e-05,3.224538314887988e-05,1.4715992551523576e-09,9.678403063111724e-09
1845,3.084006493736524e-05,3.084006493736524e-05,1.585902821764153e-09,7.540542000329862e-09
1846,2.9283200222250472e-05,2.9283200222250472e-05,1.1964347171719174e-09,5.832961510624354e-09
1847,2.8139081353271778e-05,2.8139081353271778e-05,1.3632706114779275e-09,5.365148674536207e-09
1848,2.789179208256038e-05,2.789179208256038e-05,1.2780030644865548e-09,4.917048958473304e-09
1849,2.7697724622807334e-05,2.7697724622807334e-05,1.3642544514715281e-09,4.542212732922784e-09
1850,2.6535955060223516e-05,2.6535955060223516e-05,1.5834993911350332e-09,4.087607744348734e-09
1851,2.600648024651621e-05,2.600648024651621e-05,1.2292308599575514e-09,4.687985428424619e-09
1852,2.5908682281234568e-05,2.5908682281234568e-05,1.2656452235455212e-09,3.923534608318846e-09
1853,2.5564208044670522e-05,2.5564208044670522e-05,1.2486840648774843e-09,3.881739913629596e-09
1854,2.6410105419927277e-05,2.6410105419927277e-05,1.056764065143767e-09,4.174631275587006e-09
1855,2.5918981918948703e-05,2.5918981918948703e-05,1.3695886329807244e-09,3.94057906939947e-09
1856,2.5683862207058284e-05,2.5683862207058284e-05,1.3990837694726516e-09,4.446858595638251e-09
1857,2.5549847123329528e-05,2.5549847123329528e-05,1.2586669801655554e-09,4.499643039121029e-09
1858,2.5214288273543518e-05,2.5214288273543518e-05,1.3850489287227573e-09,4.065424029166463e-09
1859,2.427379539377788e-05,2.427379539377788e-05,1.2035382809408697e-09,4.432277846331902e-09
1860,2.4354203820361624e-05,2.4354203820361624e-05,1.3992597755077947e-09,4.122618310223711e-09
1861,2.341611850299939e-05,2.341611850299939e-05,1.8571380465205932e-09,3.8615008968179154e-09
1862,2.351750169639542e-05,2.351750169639542e-05,1.6010623461935681e-09,3.8282982815575545e-09
1863,2.4336557284446565e-05,2.4336557284446565e-05,1.8279861909878799e-09,3.357477946457672e-09
1864,2.550925715435629e-05,2.550925715435629e-05,2.2016298466860054e-09,4.102687047234456e-09
1865,2.6463646333598134e-05,2.6463646333598134e-05,2.2499520659278816e-09,3.7344076878450696e-09
1866,2.7782634008742336e-05,2.7782634008742336e-05,2.526249875955955e-09,3.6835391086549e-09
1867,2.856330995980118e-05,2.856330995980118e-05,2.3254814978430308e-09,3.879329793906752e-09
1868,2.974577052685033e-05,2.974577052685033e-05,2.0859715621490693e-09,3.797604913075807e-09
1869,3.096129746284403e-05,3.096129746284403e-05,2.2912221088665164e-09,4.175841244220229e-09
1870,3.153651882062799e-05,3.153651882062799e-05,2.4418887943435307e-09,3.983114806237e-09
1871,3.1889481241315866e-05,3.1889481241315866e-05,2.207874906710673e-09,3.0151361407604327e-09
1872,3.226599957477967e-05,3.226599957477967e-05,2.1095972746465463e-09,3.364052512745884e-09
1873,3.2749920397431455e-05,3.2749920397431455e-05,2.3355807288183428e-09,3.212802896739626e-09
