ngram,pleasure,pleasur,pleasre,plesure
1886,7.245915704905721e-05,1.1189934401301116e-07,2.818401702496333e-10,3.2442109443309164e-08
1887,7.185212702357344e-05,1.1537688683814298e-07,3.5948936089840496e-10,3.373428546028988e-08
1888,7.10788434454506e-05,1.1293347387412009e-07,3.2792376552277196e-10,3.382719272946945e-08
1889,7.126631784818269e-05,2.8287217140083546e-08,3.2168508135033136e-10,3.4074102777432406e-08
1890,7.166798085173858e-05,2.9943008453666864e-08,2.5061288956772035e-10,3.18832269791918e-08
1891,7.159542188414239e-05,2.7897915216052686e-08,2.1519612679123312e-10,4.037269718537573e-08
1892,7.120242766437254e-05,2.9558358173785238e-08,2.1519612679123312e-10,4.3857193686238e-08
1893,7.078963452451197e-05,2.9633263335223806e-08,2.798542052857249e-10,4.238090132803661e-08
1894,7.019240729277954e-05,2.8772836684660367e-08,2.576854226031346e-10,4.311739511462877e-08
1895,6.978329786631678e-05,3.036422364337861e-08,2.7885663024727695e-10,4.2895028735350545e-08
1896,6.964448610753087e-05,2.8136983790513374e-08,2.9144658710210184e-10,4.0313141523386416e-08
1897,6.935230028050552e-05,2.7272618703071723e-08,3.961881794856126e-10,3.978749951727423e-08
1898,6.906713471315535e-05,2.9591054685949658e-08,4.2469763420324314e-10,2.839531276777052e-08
1899,6.885722021771861e-05,2.944821275718823e-08,4.611254473501398e-10,2.5169607096943636e-08
1900,6.83640838750372e-05,3.1420124914559115e-08,4.050199620131423e-10,2.441922930529472e-08
1901,6.798192147730983e-05,2.9674891623341993e-08,3.509262444126701e-10,2.274130598120142e-08
1902,6.703413133176841e-05,3.0288907889744876e-08,3.4697332705415004e-10,2.1654130425271693e-08
1903,6.500261692313611e-05,2.931863031717187e-08,3.400907650734959e-10,2.2238460216174516e-08
1904,6.345325527945533e-05,2.8706318084508505e-08,2.5761470337900706e-10,2.1682362572050806e-08
1905,6.169316527250755e-05,3.089983963937877e-08,3.1022823595730896e-10,2.092265319727663e-08
1906,6.036645884575721e-05,3.25819998282993e-08,3.0483039505289714e-10,1.790107351240522e-08
1907,5.903608585608059e-05,3.708582774208935e-08,2.979895338420643e-10,1.7468162281732347e-08
1908,5.712366692023352e-05,4.574313651671348e-08,3.186139764719899e-10,1.574007565555543e-08
1909,5.5827722202853435e-05,4.499743790274481e-08,3.84081742600882e-10,1.708803815907751e-08
1910,5.442285224229896e-05,4.4931824737050515e-08,5.312640129405213e-10,1.620537989513845e-08
1911,5.313076482187691e-05,4.5390436679123725e-08,5.256365898098636e-10,1.6900769291997416e-08
1912,5.1620586288793546e-05,3.97633290104084e-08,5.774637355594945e-10,1.569703903367018e-08
1913,4.9734618057430324e-05,3.394397144315267e-08,6.179233553409752e-10,1.411997154119961e-08
1914,4.802361269997034e-05,2.53852041609548e-08,6.032394970450256e-10,1.2785963621197993e-08
1915,4.656118263873006e-05,1.4574823126167757e-08,5.961578482855628e-10,1.1447211147240312e-08
1916,4.5187374780653045e-05,1.3202915332450565e-08,5.887311065243064e-10,9.833004347267353e-09
1917,4.4266390302384805e-05,1.2891910142595212e-08,4.6553348378600544e-10,9.708157928350097e-09
1918,4.319791384789694e-05,1.174803974736603e-08,4.667404032709932e-10,7.949558059447019e-09
1919,4.2757623305078596e-05,1.0747460952943908e-08,3.6500820520852477e-10,8.094569744646459e-09
1920,4.322795887544219e-05,1.0852487797308186e-08,4.0952688759984413e-10,8.016387395163146e-09
1921,4.3713825497044514e-05,1.3148784664248784e-08,4.2302200631283426e-10,9.759345775961492e-09
1922,4.442134377313778e-05,1.49916362498662e-08,3.75205838620829e-10,1.0535648861268295e-08
1923,4.50192580631535e-05,1.4580162093531207e-08,3.244999685625416e-10,1.1306783763233495e-08
1924,4.575423996097275e-05,1.5402437928254845e-08,4.3958774517286313e-10,1.2369395095492206e-08
1925,4.6235125150165656e-05,1.538496352537777e-08,5.114729056954204e-10,1.2978879875597776e-08
1926,4.6797332678189764e-05,1.7477090758737697e-08,6.151106588366975e-10,1.3453807147710352e-08
1927,4.6411652354955936e-05,1.9810379241797752e-08,6.582710309383749e-10,1.3957795554274201e-08
1928,4.577626948178347e-05,1.846493053696869e-08,6.757783955440339e-10,1.3560136378844488e-08
1929,4.5159128993483523e-05,1.8268625088881307e-08,7.010641928095751e-10,1.7417345534097095e-08
1930,4.42288739057923e-05,1.9016881022285555e-08,7.85420320051752e-10,1.6478713124204854e-08
1931,4.318585290872891e-05,1.7347226448955714e-08,7.19401645397712e-10,1.4576651251120763e-08
1932,4.2466516398625185e-05,1.7627047694495398e-08,6.516622598682988e-10,1.4151003543564196e-08
1933,4.13982972012101e-05,1.7339825258184353e-08,6.070373132731938e-10,1.4513406857271808e-08
1934,4.0562636838460874e-05,1.509144688581289e-08,4.928044163219982e-10,1.5529616957467496e-08
1935,3.9874533935549804e-05,1.4299394493885335e-08,5.360747758396758e-10,1.5307801883222638e-08
1936,3.8716855280134564e-05,1.2625227403211575e-08,6.15476142273863e-10,1.1008260588799398e-08
1937,3.7648820580216125e-05,1.2433358533213225e-08,6.187786513337354e-10,9.991614741926874e-09
1938,3.599240855172476e-05,1.3009101605478333e-08,6.878646184395518e-10,9.977440810057407e-09
1939,3.4671978677839176e-05,1.2210477454540784e-08,6.903661769237195e-10,9.646678471903719e-09
1940,3.3188656483876654e-05,1.0354659098408904e-08,6.261169083199292e-10,8.42763290899638e-09
1941,3.192902191325889e-05,9.740022122173286e-09,6.363382995136898e-10,6.4250022762430655e-09
1942,3.0772444525999685e-05,9.496528008412497e-09,5.97265058838963e-10,5.633531197091202e-09
1943,3.05213439527766e-05,9.297169891096603e-09,5.569378728039912e-10,7.66480285590327e-09
1944,3.057688185695692e-05,8.448248069368804e-09,5.39582406533512e-10,8.13004907840309e-09
1945,3.110396963685551e-05,8.402774603106472e-09,4.96950341988267e-10,7.624288565567992e-09
1946,3.116214663480475e-05,8.879651173085027e-09,5.299028121059329e-10,7.2409511402733125e-09
1947,3.196001281529399e-05,8.995415460130322e-09,5.279872134738334e-10,7.941065773207713e-09
1948,3.235659512159016e-05,9.26412978076639e-09,5.070300726891677e-10,7.951030056574382e-09
1949,3.352000515276034e-05,9.243171180831463e-09,5.762571213858386e-10,7.916845084261176e-09
1950,3.3646772603138485e-05,1.0646247819831193e-08,6.472569464526551e-10,5.688951278313783e-09
1951,3.356700004327909e-05,1.0178808335885897e-08,6.682440236081635e-10,5.359968469065279e-09
1952,3.352220457080486e-05,1.0686859333982771e-08,6.152778286860894e-10,5.719153404827791e-09
1953,3.3704520839299743e-05,1.0545086518273398e-08,6.26672729581961e-10,7.243186368149119e-09
1954,3.328943525307945e-05,1.0902567039648505e-08,6.350656270700686e-10,7.24978540692486e-09
1955,3.31012909425356e-05,1.0904843948468721e-08,7.168196433252458e-10,7.524686524667296e-09
1956,3.2014077338057435e-05,1.0730904736228858e-08,6.651165332779588e-10,7.804206614281384e-09
1957,3.149970819192406e-05,8.958176803527555e-09,6.062190828691274e-10,7.401781854099454e-09
1958,3.131833519936273e-05,9.10927739588325e-09,5.260808138325095e-10,7.541319188167757e-09
1959,3.1051455152919516e-05,8.97333661344289e-09,5.71894396918436e-10,8.508957855773197e-09
1960,3.085053270167139e-05,9.784371154556278e-09,5.624618627995761e-10,9.016315186524286e-09
1961,3.085559364990331e-05,9.838301094435207e-09,5.494203147993204e-10,8.769688594359844e-09
1962,3.119353589551922e-05,1.0661692988784516e-08,4.844750791020504e-10,1.1413172248556488e-08
1963,3.139994961592103e-05,1.109676706079199e-08,4.963659007626932e-10,1.2956279858501927e-08
1964,3.184905394196643e-05,1.3093051278088654e-08,4.468834786346727e-10,1.3852395294325755e-08
1965,3.216983428241552e-05,1.4734737239864768e-08,4.728836251149155e-10,1.7451948330915457e-08
1966,3.2514165338527944e-05,1.4398330527853886e-08,4.1020179713286657e-10,1.726671466124279e-08
1967,3.246865006596116e-05,1.3294538676283146e-08,3.7856698331673044e-10,1.5583690782250414e-08
1968,3.212120645912364e-05,1.3100000576368335e-08,3.7782741617904085e-10,1.590156983866109e-08
1969,3.103549508003718e-05,1.1783505219195182e-08,3.5374929176411133e-10,1.308788265065784e-08
1970,3.0057424997461828e-05,1.1166108101637714e-08,2.9205745758328506e-10,1.1812206831710422e-08
1971,2.891493880140063e-05,9.711272357699435e-09,2.9193022998974527e-10,1.1615925618205632e-08
1972,2.7619994788048124e-05,9.53613448524087e-09,2.476155510792008e-10,8.453269195740631e-09
1973,2.608032913745514e-05,9.08637926804496e-09,2.1908043633191354e-10,7.80285981859054e-09
1974,2.48886756578161e-05,8.72361154742001e-09,2.0674987912171006e-10,7.388855559144401e-09
1975,2.3877308194641955e-05,7.828237233046106e-09,1.867956702015862e-10,6.563910399342327e-09
1976,2.3257480799137348e-05,8.368557021956998e-09,1.9201073865802798e-10,6.583145171847247e-09
1977,2.274386575403956e-05,8.303016686893118e-09,1.9052454257119577e-10,6.0712507085217535e-09
1978,2.2251254579584512e-05,7.578413515777323e-09,1.7999169714201712e-10,5.133157613254216e-09
1979,2.1949664317487206e-05,5.726044717744929e-09,2.3575011883135236e-10,4.782441331840914e-09
1980,2.185201395020288e-05,5.612625856140799e-09,2.0273373158812598e-10,4.626317582991289e-09
1981,2.1808347550436986e-05,5.482622356112188e-09,1.848856117806338e-10,4.5871078047099445e-09
1982,2.1755402225867977e-05,5.208092021139318e-09,1.6796860727704858e-10,4.5964099510647264e-09
1983,2.1726359201628448e-05,4.389684203433473e-09,1.5062789408627963e-10,4.474840466426957e-09
1984,2.1867566569458825e-05,4.0060269704663855e-09,1.7867863438825182e-10,4.1808253684446785e-09
1985,2.2067915519333576e-05,3.734614205187979e-09,1.6235877721624903e-10,3.943150948617001e-09
1986,2.2172616549401676e-05,3.613105751095905e-09,8.920946521178458e-11,3.631454248420596e-09
1987,2.228587020778962e-05,3.4879282953933657e-09,1.0927186734819929e-10,3.510354039195006e-09
1988,2.2414620096762e-05,3.308688624668678e-09,8.638247062098259e-11,3.6833244391029243e-09
1989,2.2730862318504868e-05,3.2570437775396907e-09,8.562298737088295e-11,3.857847977580978e-09
1990,2.2970450767648538e-05,3.221882950908496e-09,7.74754382672414e-11,3.842707485546271e-09
1991,2.2991446582766783e-05,3.2824557040709935e-09,5.3079681027507726e-11,3.871996564644828e-09
1992,2.3064981568105785e-05,3.24575211152478e-09,7.216671853359026e-11,4.009431231466465e-09
1993,2.3375090937146785e-05,3.3275912818859457e-09,8.504943723492658e-11,4.093139192663995e-09
1994,2.3643372904708876e-05,3.2695344209798805e-09,9.750268400205669e-11,3.798071571533715e-09
1995,2.398518725905368e-05,3.3773945862236587e-09,1.0388981540123053e-10,3.4866698417346242e-09
1996,2.4511221064520733e-05,3.33469033339132e-09,1.0984188211771162e-10,3.217797203295244e-09
1997,2.5198903261168327e-05,3.77123224711998e-09,1.0893694428669245e-10,3.5283656314127096e-09
1998,2.5850999528691837e-05,3.875232166907137e-09,1.0078471440347744e-10,3.441461147803336e-09
1999,2.6530806800500223e-05,4.153976718157537e-09,8.16976768973949e-11,3.5045200392452055e-09
2000,2.723736620932219e-05,4.0922483814296945e-09,6.881495819605859e-11,3.972222804650625e-09
2001,2.8201404087927324e-05,4.603218124137649e-09,4.6440769384854215e-11,4.343647378287788e-09
2002,2.9053192650150906e-05,4.594854528607227e-09,6.689640805587364e-11,4.561146190898821e-09
2003,3.0188237880273456e-05,4.840305394588589e-09,6.460860418095698e-11,4.6209041355232165e-09
2004,3.122217588367805e-05,5.006425528110623e-09,7.399571729159251e-11,4.429712691893834e-09
2005,3.298895847235274e-05,5.3271530361545925e-09,7.23773293282675e-11,4.853177478939383e-09
2006,3.485138924068971e-05,5.517634825226634e-09,8.781704629352255e-11,5.445755402178065e-09
2007,3.65836162278096e-05,6.120303343491531e-09,9.855136845482448e-11,5.458883630840969e-09
2008,3.796592656207005e-05,5.88990085275449e-09,1.0428314759344407e-10,5.020586581393007e-09
2009,3.91197411642809e-05,6.137876683100428e-09,8.158905669131133e-11,4.940085895910329e-09
2010,4.0590460620088766e-05,6.367074803900355e-09,8.355447063401744e-11,5.056122536523893e-09
2011,4.244619620814254e-05,5.8738693274408755e-09,7.305723015636558e-11,5.037095661210498e-09
2012,4.36836110436291e-05,5.418133338811312e-09,6.845990069480136e-11,4.77425010636523e-09
2013,4.4042698781205604e-05,5.186156615266668e-09,6.907325133491999e-11,4.1577469403871905e-09
2014,4.556602133171899e-05,4.760479026850411e-09,5.833892917361805e-11,3.6205054509963475e-09
2015,4.7590871482887973e-05,4.512243880126578e-09,5.3327032521953226e-11,3.60479861833645e-09
2016,4.9203883723488874e-05,4.218273317947916e-09,4.917835335389269e-11,3.7054491538616017e-09
2017,4.984066375376036e-05,3.8896570779082635e-09,4.304610892273223e-11,3.6400256882747803e-09
2018,5.014199923607521e-05,3.796674841183289e-09,4.515597479270994e-11,3.5751093641067653e-09
2019,5.0589540478540584e-05,3.960884509268681e-09,4.710021782317053e-11,3.581135388230905e-09
