ngram,room,rom,rooom,rmo
1856,0.0001511167356511578,2.525025690504533e-06,4.996682781818354e-09,7.845198649444488e-09
1857,0.00015201963625648723,2.538844130737873e-06,4.905728870748963e-09,8.481572650558583e-09
1858,0.00015287719101512006,2.476175268384395e-06,4.2763494332932945e-09,8.184910527120337e-09
1859,0.00015591664331233396,2.417944090536496e-06,3.79146936069219e-09,8.870611673777212e-09
1860,0.00015766479399254813,2.309086507271526e-06,3.761314117310479e-09,8.454381766093938e-09
1861,0.00015849120973143727,2.2025839306089826e-06,3.515527868813706e-09,8.152108829254497e-09
1862,0.0001603650245150285,2.165379035951836e-06,2.904806014772784e-09,8.095353149733292e-09
1863,0.0001613508107506537,2.2219880650352153e-06,3.2769044620652365e-09,7.46170991661188e-09
1864,0.00016299846590430076,2.218470042082897e-06,3.6945258915669197e-09,7.290290593431337e-09
1865,0.00016555583819613924,2.244744434522415e-06,3.791170330050672e-09,7.2665423519627635e-09
1866,0.00016678351260322546,2.2423780267542625e-06,4.067468140078745e-09,6.732469756290779e-09
1867,0.0001684028351779229,2.3040748991271746e-06,3.73457353930462e-09,7.566311513837069e-09
1868,0.00016805827077145556,2.3385261036829822e-06,3.3899887341704016e-09,7.457460173197563e-09
1869,0.0001688303371858118,2.3501680906130266e-06,3.649467426671192e-09,8.007192179145965e-09
1870,0.0001699332954428558,2.331137985882898e-06,3.958077072445982e-09,8.240556871795337e-09
1871,0.0001696177205303684,2.294530369389187e-06,4.590660328064798e-09,8.03048522917444e-09
1872,0.00016910709798269506,2.271672818616415e-06,4.639815325597445e-09,8.213973501369765e-09
1873,0.00016692123608663678,2.2872960211576095e-06,4.514719994678071e-09,8.748743317101213e-09
1874,0.0001652815761709852,2.2791553939376693e-06,5.451138492976579e-09,8.995313954025214e-09
1875,0.00016446706597759788,2.374696967828121e-06,5.139998300001431e-09,9.22699751525004e-09
1876,0.0001639851210971496,2.422884530720434e-06,5.466177574068151e-09,9.14477896582103e-09
1877,0.00016252313590874628,2.407118732402783e-06,5.131153882739373e-09,9.507316521352647e-09
1878,0.00016180894038240825,2.4455619365783477e-06,4.554136401324627e-09,1.0016900071312712e-08
1879,0.00016160157559040402,2.536913825679221e-06,4.516595446852583e-09,1.0459487498337694e-08
1880,0.00016213260200207254,2.5768159243203366e-06,4.967041222769808e-09,9.594310362055175e-09
1881,0.0001629052816757134,2.5777963271268945e-06,4.5721347660280085e-09,8.943474532380996e-09
1882,0.00016377060299938812,2.5672326436116625e-06,4.600014432857133e-09,9.189161431777393e-09
1883,0.00016285355377476662,2.6072099704573963e-06,4.258254161980192e-09,9.909599490194004e-09
1884,0.00016315842263533602,2.643195590020956e-06,4.0912284353973e-09,9.962733749091512e-09
1885,0.0001624838062395741,2.677148781263635e-06,4.0257945548611525e-09,9.715772821193371e-09
1886,0.00016199958294497004,2.684097093411505e-06,3.9029783849287014e-09,9.849532364317578e-09
1887,0.00016170806234835515,2.74033020884547e-06,4.25719618287904e-09,9.952532512410731e-09
1888,0.0001620245145334463,2.8477172691054875e-06,3.9046644964965284e-09,9.892095713987764e-09
1889,0.0001630164936484237,2.8108252406257506e-06,4.222363696777214e-09,9.819506033689355e-09
1890,0.000164928609072896,2.7612640159142236e-06,4.175365862581413e-09,8.908790847885127e-09
1891,0.00016612583463678936,2.6947934657073347e-06,4.618784910093154e-09,8.479356835725379e-09
1892,0.0001675262943276071,2.640692628119723e-06,4.573902082479922e-09,8.595570667933674e-09
1893,0.00016928402224688658,2.5270035491433063e-06,4.957750559293166e-09,8.079329649746114e-09
1894,0.00016951486135699919,2.4182573140153963e-06,4.299769397673816e-09,8.459584842159172e-09
1895,0.00017005170021937893,2.3210208967481904e-06,4.424006938563707e-09,9.002301507418257e-09
1896,0.00017292250621332123,2.2619108221988427e-06,4.318185999250903e-09,8.715119800431888e-09
1897,0.00017508210606008236,2.23010147237801e-06,4.474316472879991e-09,8.586677464299847e-09
1898,0.0001760050529680614,2.2529604848386953e-06,4.036660783413026e-09,8.596459861414424e-09
1899,0.00017642569062965258,2.222082879857875e-06,3.876760404760862e-09,9.516387868200939e-09
1900,0.00017600299906916916,2.261523864685192e-06,3.993096361501866e-09,9.805855112026457e-09
1901,0.00017683666997722218,2.2472997573329067e-06,4.3102302362184125e-09,9.574000830221102e-09
1902,0.00017630828993528018,2.2139521596337933e-06,4.108097576402006e-09,9.697270224912863e-09
1903,0.0001731721276883036,2.2160101837341373e-06,4.654922764706677e-09,1.0784398580503712e-08
1904,0.00016986219270620495,2.2126057176917257e-06,4.570024898192011e-09,1.1416911987233952e-08
1905,0.00016854503233584443,2.1668426727826173e-06,4.731736494686548e-09,1.1637478155738075e-08
1906,0.00016789329986620163,2.1642505479186573e-06,4.612320684113261e-09,1.0906840763880155e-08
1907,0.00016689340450934002,2.1487462942916735e-06,4.352429654781125e-09,1.0895941038313595e-08
1908,0.0001664511177555791,2.2553207535176104e-06,3.958663460526932e-09,1.0972898272549564e-08
1909,0.00016673216097322957,2.2355320327603423e-06,4.017384203081065e-09,1.1400842936382105e-08
1910,0.00016657711239531636,2.2619263160907266e-06,3.282982520756507e-09,1.1314359481064327e-08
1911,0.00016716389343075986,2.247855133776154e-06,3.2815915064686253e-09,1.1346673949625646e-08
1912,0.0001668072904327086,2.209194430439051e-06,3.2346999364766103e-09,1.1676153758141287e-08
1913,0.0001658152011389445,2.1951126590075935e-06,3.1768944935046353e-09,1.2238312839331554e-08
1914,0.00016399375661941512,2.182749572706858e-06,2.897867469796113e-09,1.2410578089015547e-08
1915,0.00016103100123083486,2.0786435795473935e-06,2.7938369554344635e-09,1.2973360925221705e-08
1916,0.00015866989061968134,2.1114285573275993e-06,2.8143689759626713e-09,1.318900912293332e-08
1917,0.00015676758110722794,2.0894538335726665e-06,2.8201243086810125e-09,1.3328168790849304e-08
1918,0.00015382581997463212,2.0966149349987973e-06,2.521058235187874e-09,1.3864569302159322e-08
1919,0.0001524747266168041,2.121270621760881e-06,2.4989347892555104e-09,1.3854396867835866e-08
1920,0.00015236918781218783,2.0918996921994093e-06,2.6252120001655855e-09,1.2916195224477178e-08
1921,0.00015306485043506006,2.0403129253411734e-06,2.5015518704104724e-09,1.2168588803262992e-08
1922,0.00015440189495815763,1.9996155547882414e-06,2.7454969726241937e-09,1.086842343107313e-08
1923,0.000154556953930296,1.943800108555089e-06,2.5846311440298156e-09,9.18092364037599e-09
1924,0.00015423342743555883,1.8600540475485365e-06,2.434295939427297e-09,8.21990964183783e-09
1925,0.0001547483282463093,1.8117438003173447e-06,2.4313782098772663e-09,6.977325384127653e-09
1926,0.00015524516389372626,1.7413625853026003e-06,2.3871478127546197e-09,6.12627390087336e-09
1927,0.0001551530190876552,1.6995303927355313e-06,2.446560700062962e-09,5.78384622735533e-09
1928,0.00015445013455713967,1.6698047927223212e-06,2.756890271626844e-09,5.795053199213791e-09
1929,0.00015316218403833254,1.6293140073945063e-06,2.3244359294492612e-09,6.180820426899507e-09
1930,0.00015099608156430935,1.5870115086207598e-06,2.3239480181505965e-09,6.648058167460899e-09
1931,0.0001491151363422562,1.6045434969263234e-06,2.2389422538182657e-09,6.339702604155459e-09
1932,0.00014723123292372162,1.57283896636987e-06,2.0817344514867386e-09,6.413150011042035e-09
1933,0.00014479576202575117,1.5552266826749213e-06,1.739355167832254e-09,6.25977092383323e-09
1934,0.0001430306230239304,1.5516775582519976e-06,1.441321712774319e-09,6.384298994228337e-09
1935,0.0001418890502204054,1.5291262635790709e-06,1.2512128317559196e-09,6.652638947660502e-09
1936,0.00014052945230754891,1.544742287608512e-06,1.347203269576523e-09,6.532819872364013e-09
1937,0.00014063610121541257,1.6071811452483026e-06,1.393908147636783e-09,6.961721040913257e-09
1938,0.00013961472931051894,1.6042974948504707e-06,1.2537815864886527e-09,7.992958295233166e-09
1939,0.0001389473389800904,1.6209011326801764e-06,1.2612862659062379e-09,7.822695570679019e-09
1940,0.00013656788879805909,1.6770261968953752e-06,1.406009213817632e-09,8.621063926231694e-09
1941,0.0001352160782386948,1.7365332334000932e-06,1.369269761067723e-09,8.901091736695271e-09
1942,0.00013313616260087917,1.8190774946041138e-06,1.4290920669068896e-09,9.054914088376823e-09
1943,0.00013356774746041213,1.8555263230674818e-06,1.711596531173143e-09,9.16394262061106e-09
1944,0.00013283703758913492,1.8304413872881144e-06,1.799271573002922e-09,8.714136713803912e-09
1945,0.00013342642757509436,1.8556166066576094e-06,1.9059224357472917e-09,8.213610870809264e-09
1946,0.000132921409593629,1.8542243001970097e-06,2.0213279462920143e-09,8.293907846227252e-09
1947,0.00013356794079300016,1.8567094457466737e-06,1.903171810622796e-09,8.18136396724916e-09
1948,0.00013302064741895135,1.837767480797733e-06,2.096800384115178e-09,8.451749712788472e-09
1949,0.0001337524112646601,1.7943222181721857e-06,1.9181493536381465e-09,8.370668285501942e-09
1950,0.00013201499781903943,1.7895642291218143e-06,1.7259625157655429e-09,8.486933632058578e-09
1951,0.00013176728264495199,1.7717680163644088e-06,1.5451252341084194e-09,8.77470547016352e-09
1952,0.00013048243999946862,1.7610655374612958e-06,1.6145451642302078e-09,8.67493765710492e-09
1953,0.00012963498427000429,1.7691711004122875e-06,1.538046341081107e-09,8.972004218930709e-09
1954,0.00012852612209306763,1.756075562298065e-06,1.5611840074671234e-09,8.819156452740832e-09
1955,0.00012710173489592438,1.75670473773997e-06,1.4339920520864018e-09,8.526662043095712e-09
1956,0.0001243779219553939,1.7684442842177565e-06,1.5602265669910155e-09,9.232365855942654e-09
1957,0.0001229103301219376,1.7437861125862192e-06,1.5399902464352522e-09,9.504928526788653e-09
1958,0.00012075413750218493,1.7422911956340873e-06,1.5794372317959722e-09,1.0099231800048919e-08
1959,0.00011886210683899532,1.7315814245323833e-06,1.5405649613141138e-09,1.1618434849123917e-08
1960,0.00011680376753377329,1.7135370171672548e-06,1.564051332891836e-09,1.2374604452247695e-08
1961,0.00011492897257474917,1.6829930668141709e-06,1.5666885725248596e-09,1.3274571537229868e-08
1962,0.00011312774378373953,1.662288338723426e-06,1.4776051176263699e-09,1.3884785511818012e-08
1963,0.00011176791927677446,1.648855897786104e-06,1.300155269160338e-09,1.4218517157311389e-08
1964,0.00010975765742062191,1.630856088143316e-06,1.2453915200692579e-09,1.4541164970540064e-08
1965,0.00010854189063788258,1.6285036963381572e-06,1.130766496310847e-09,1.4576638689740257e-08
1966,0.00010724264159632315,1.6308417960837168e-06,1.0467872600474136e-09,1.3783062944940281e-08
1967,0.00010670074594340154,1.6291533841337826e-06,1.1180597717494071e-09,1.4191196281590886e-08
1968,0.0001054143181785808,1.632324337411514e-06,1.2632636682750687e-09,1.4592806074631426e-08
1969,0.00010496954512616088,1.6118828105910715e-06,1.4436069641275496e-09,1.5105984272979966e-08
1970,0.0001037770718020121,1.5812073408077204e-06,1.4212252803196585e-09,1.5347520333973208e-08
1971,0.0001024504007156273,1.5853592328442443e-06,1.5726272189248952e-09,1.6493874202946505e-08
1972,0.0001007502744739343,1.5634667371549377e-06,1.6405158818701337e-09,1.7224536463800177e-08
1973,9.973495512635313e-05,1.5638684577165155e-06,1.7336363138704363e-09,1.7861566194353273e-08
1974,9.838372456475295e-05,1.5629177921385105e-06,1.6705891749322988e-09,1.744519855557363e-08
1975,9.810312206224938e-05,1.559548455328955e-06,1.4962306155957045e-09,1.664990190164417e-08
1976,9.725724521558732e-05,1.5731936368216078e-06,1.5668478736685643e-09,1.6329293980480282e-08
1977,9.783805268982957e-05,1.5833271943068082e-06,1.7914397267203087e-09,1.565866712484519e-08
1978,9.903591853799298e-05,1.5690472829581786e-06,1.6821564141622503e-09,1.4610088123439319e-08
1979,0.00010046294482890517,1.551759055473667e-06,1.7671984510668283e-09,1.3747207055254357e-08
1980,0.00010277693114143663,1.5239284201535547e-06,1.8202958822805775e-09,1.2595310445411606e-08
1981,0.00010440779442433268,1.4990929295371252e-06,1.836837047543481e-09,1.2592102725607544e-08
1982,0.00010578376012355355,1.4793251596399517e-06,2.0971022537555737e-09,1.303774332939156e-08
1983,0.00010732892821709226,1.4397953853923745e-06,1.9327947972261737e-09,1.2705834733545934e-08
1984,0.00010898364416789263,1.402944641475707e-06,1.9278138609278373e-09,1.274962192963715e-08
1985,0.00011041919892055116,1.3702845080842962e-06,2.027646796496997e-09,1.244448442707023e-08
1986,0.00011164774436370603,1.3499939411433713e-06,1.9585616144774623e-09,1.2088899405325395e-08
1987,0.00011203496043370771,1.3215563480376398e-06,1.9363063850720762e-09,1.16108591947344e-08
1988,0.00011349500086258299,1.2670614881114619e-06,1.9215877460660683e-09,1.0806848114798738e-08
1989,0.00011499785926259522,1.2077667536557004e-06,1.7585609952368892e-09,9.880725190417446e-09
1990,0.00011707390616980515,1.161521611590745e-06,1.7953817956138452e-09,9.12201844219648e-09
1991,0.0001182622997605774,1.1181017011300095e-06,1.91944725193492e-09,8.175909346367201e-09
1992,0.00011910633059285049,1.091703731097888e-06,1.7810370955828603e-09,7.371340046294758e-09
1993,0.00012066884456934141,1.0850812941498589e-06,1.7992280205396988e-09,7.3979507599273936e-09
1994,0.00012305013348980407,1.0443745687942801e-06,1.7151073260025994e-09,6.967106066671899e-09
1995,0.00012496594821901193,1.0242919350795482e-06,1.6849161589758766e-09,6.639343360806801e-09
1996,0.0001273098127317748,1.0138654959389117e-06,1.601944799034527e-09,7.293030877621374e-09
1997,0.00013197291783788906,9.892694704051661e-07,1.4852119534225494e-09,6.984391604752156e-09
1998,0.0001372780544833014,9.608919851546358e-07,1.2761824771548698e-09,7.009401884313807e-09
1999,0.0001428957122178482,9.151800912020138e-07,1.230072853099427e-09,7.120940852851325e-09
2000,0.00014896928041707724,8.488846106047276e-07,1.0877041410419152e-09,6.202511710589371e-09
2001,0.00015533856640104204,8.202703481531768e-07,1.0981895789566716e-09,6.208299525261347e-09
2002,0.00016247884611532624,7.947408887178296e-07,1.051526588025098e-09,5.763489748947645e-09
2003,0.0001695890470208334,7.538364051080342e-07,1.040129879051729e-09,4.235091483855464e-09
2004,0.00017489733623473773,7.248809197335504e-07,1.0318675358611529e-09,4.1250366614572644e-09
2005,0.00018254055092776461,7.060192258125295e-07,9.647196295782733e-10,3.9929111763013586e-09
2006,0.00019368134962860495,6.814483331904089e-07,1.020391715567115e-09,3.470289103698779e-09
2007,0.00020575155836663077,6.640268403706224e-07,1.0607575532236728e-09,3.3376565003858818e-09
2008,0.0002209181319423286,6.392108308058855e-07,1.0142369008140202e-09,3.1670063714374562e-09
2009,0.00023349319027537213,6.110746052659774e-07,9.4811085173317e-10,3.2480513834087787e-09
2010,0.0002446627560337739,5.929768381715153e-07,8.731161745981605e-10,3.383407458963055e-09
2011,0.00026202016202400306,5.70585419674379e-07,9.500055583469953e-10,3.0244805073108084e-09
2012,0.0002749657911148721,5.592173124568944e-07,9.248782612785484e-10,2.53513337306848e-09
2013,0.00028073414328641126,5.425027203338167e-07,8.515642397582163e-10,2.3773943924609853e-09
2014,0.0002890348467709763,1.3715052732875068e-06,8.891877868931277e-10,2.032353392720866e-09
2015,0.00029080571506970694,3.7041046628668743e-06,8.809786868267468e-10,1.7661377241636904e-09
2016,0.00029526191065087914,3.6902827064620525e-06,8.709971236317163e-10,1.5247522728539004e-09
2017,0.00030070633025995147,4.21605286741548e-06,9.110866413160797e-10,1.2057321946423727e-09
2018,0.00029764646897092464,4.9622020640072154e-06,7.878342311862241e-10,1.1934037480454407e-09
2019,0.00029638372507179156,6.054180396120046e-06,7.418292785610348e-10,1.0525514002046599e-09
