ngram,essay,essy,esay
1977,1.1990108110434708e-05,3.478945639504413e-09,2.8163852202770354e-09
1978,1.2121879600662006e-05,3.7221212144191084e-09,2.4577681160106326e-09
1979,1.2427702131390106e-05,3.596380875643084e-09,2.759419327956282e-09
1980,1.2634500957834202e-05,3.782939073104785e-09,3.0752134806886845e-09
1981,1.2905591964746626e-05,3.7986910125401405e-09,3.3168889222525065e-09
1982,1.3131680524176253e-05,3.806597164463759e-09,3.5293600105948795e-09
1983,1.3465307477287882e-05,3.94008711371693e-09,3.559848828414504e-09
1984,1.3835095809814188e-05,3.787084899643998e-09,3.699176520655101e-09
1985,1.4210206765190897e-05,3.6681059459705725e-09,3.6348850278906345e-09
1986,1.4556122420929438e-05,3.6103997569369994e-09,3.5060615363339107e-09
1987,1.498793322493189e-05,3.3097814013314876e-09,3.4276963489787704e-09
1988,1.5403625184262637e-05,3.154181963235406e-09,3.2789233550545305e-09
1989,1.5895563592494e-05,3.0278460056669995e-09,3.0393198751405795e-09
1990,1.641467237537394e-05,2.8077183752576016e-09,2.810395519478196e-09
1991,1.68122707171798e-05,2.6726317666917308e-09,2.6726462471720377e-09
1992,1.718789280857891e-05,2.5648103958124987e-09,2.558813748189591e-09
1993,1.763726010852094e-05,2.462285518335859e-09,3.3686259020322088e-09
1994,1.8164494966705596e-05,2.4387720097353493e-09,3.185719196377842e-09
1995,1.8680454169433297e-05,2.3998723960464272e-09,2.8596545290479216e-09
1996,1.9192062609363347e-05,2.347713832863617e-09,2.709113140169401e-09
1997,1.9508087851655936e-05,2.4284404645921345e-09,2.685325612666085e-09
1998,1.9781167013986434e-05,2.380951594612871e-09,2.561696616736648e-09
1999,2.0183875676593743e-05,2.3620518239754672e-09,2.5217379613045362e-09
2000,2.0372993926035372e-05,2.3978680628390846e-09,1.470478802215577e-09
2001,2.0654034025418306e-05,2.552339641224778e-09,1.2887351503414785e-09
2002,2.0928998960049023e-05,2.4679051818005907e-09,1.2837263474452243e-09
2003,2.1052298896912752e-05,2.4525577124734355e-09,1.212158421256707e-09
2004,2.1135748413923595e-05,2.2194503060798556e-09,1.1630271349157999e-09
2005,2.105391182080244e-05,2.175867264142539e-09,1.0461932907292392e-09
2006,2.091530898594231e-05,2.1815132557532836e-09,1.1359546795272228e-09
2007,2.065288598324904e-05,2.1005806935140268e-09,1.0771401627783307e-09
2008,2.0049251751126057e-05,1.985267950033176e-09,1.1571647211867336e-09
2009,1.924740302326557e-05,2.3359660237888745e-09,1.1371631969403495e-09
2010,1.9057220665022862e-05,2.330327264488119e-09,1.1894054392185588e-09
2011,1.8764346220580463e-05,2.2935709839292227e-09,1.2208759003762282e-09
2012,1.8780201831499914e-05,2.107963660767455e-09,1.2294149745858567e-09
2013,1.9077861517351785e-05,1.927184967165374e-09,1.1215060864116261e-09
2014,1.917326881084591e-05,1.8992027157287747e-09,1.1700353701777593e-09
2015,1.88844844940052e-05,1.5838318038038528e-09,1.0399918466091102e-09
2016,1.891093441892216e-05,1.1176374191203463e-09,9.552631305024102e-10
2017,1.872678270350055e-05,9.31365771542995e-10,9.090965295370049e-10
2018,1.8692146477405912e-05,8.511653271092712e-10,7.854460970513344e-10
2019,1.8484447991795605e-05,8.583721372579234e-10,7.668783524872325e-10
