ngram,series,seres,seies,seires
1584,9.057994670261646e-06,0.0,0.0,0.0
1585,7.688853039715987e-06,0.0,0.0,0.0
1586,1.6387718622874153e-05,0.0,0.0,0.0
1587,1.9848514349567787e-05,0.0,0.0,0.0
1588,2.327224186566517e-05,0.0,0.0,0.0
1589,2.546743098719162e-05,0.0,0.0,0.0
1590,2.9004429377112372e-05,0.0,0.0,0.0
1591,3.0504118902691907e-05,0.0,2.6653346399793267e-07,0.0
1592,2.9683798597294038e-05,0.0,2.6653346399793267e-07,0.0
1593,2.078473166225844e-05,0.0,2.6653346399793267e-07,0.0
1594,1.8664988601813093e-05,0.0,2.6653346399793267e-07,0.0
1595,1.915592448702747e-05,0.0,2.6653346399793267e-07,0.0
1596,1.8435518021371016e-05,0.0,2.6653346399793267e-07,0.0
1597,2.108718932244561e-05,0.0,2.6653346399793267e-07,0.0
1598,2.5942750263701392e-05,0.0,0.0,0.0
1599,2.449815227529533e-05,0.0,0.0,0.0
1600,2.905738490101482e-05,0.0,0.0,0.0
1601,3.1036837884000435e-05,0.0,0.0,0.0
1602,3.37325167752819e-05,0.0,0.0,0.0
1603,3.225086285445806e-05,0.0,0.0,0.0
1604,2.5501865301131537e-05,0.0,0.0,0.0
1605,2.0271367247914895e-05,0.0,0.0,0.0
1606,2.557432656301119e-05,0.0,0.0,0.0
1607,2.1315037559231443e-05,0.0,0.0,0.0
1608,1.859356468360472e-05,0.0,0.0,0.0
1609,1.1767262971521372e-05,0.0,0.0,0.0
1610,1.1482601126187677e-05,0.0,0.0,0.0
1611,1.1042149083095865e-05,0.0,0.0,0.0
1612,9.018285084039235e-06,2.6900072823212084e-07,0.0,0.0
1613,3.251468009628817e-06,4.2881120927112146e-07,0.0,0.0
1614,3.1641904294182107e-06,4.2881120927112146e-07,0.0,0.0
1615,4.088930666057422e-06,4.2881120927112146e-07,0.0,0.0
1616,4.432431775772524e-06,4.2881120927112146e-07,0.0,0.0
1617,4.3049835117666845e-06,4.2881120927112146e-07,0.0,0.0
1618,5.6482471596349825e-06,4.2881120927112146e-07,0.0,0.0
1619,5.6482471596349825e-06,1.598104810390006e-07,0.0,0.0
1620,6.679899472926211e-06,0.0,0.0,0.0
1621,6.7343519601438724e-06,0.0,0.0,0.0
1622,5.914063032313217e-06,0.0,0.0,0.0
1623,5.732042349596408e-06,2.6941419101993755e-07,0.0,0.0
1624,1.4990638127138872e-05,2.6941419101993755e-07,0.0,0.0
1625,1.3140987415941449e-05,2.6941419101993755e-07,0.0,0.0
1626,1.589644921295985e-05,2.6941419101993755e-07,0.0,0.0
1627,1.4545136813077469e-05,2.6941419101993755e-07,0.0,0.0
1628,1.4748627612399495e-05,2.6941419101993755e-07,0.0,0.0
1629,1.4622848912689993e-05,2.6941419101993755e-07,0.0,0.0
1630,2.7625112953241375e-05,8.624899854632012e-08,0.0,0.0
1631,1.887663703265779e-05,8.624899854632012e-08,0.0,0.0
1632,2.0660340802740912e-05,8.624899854632012e-08,0.0,0.0
1633,1.8179064600839672e-05,8.624899854632012e-08,0.0,0.0
1634,2.493071032664115e-05,8.624899854632012e-08,0.0,0.0
1635,2.4589785523078588e-05,8.624899854632012e-08,0.0,0.0
1636,2.4359457776362043e-05,8.624899854632012e-08,0.0,0.0
1637,1.103784573583003e-05,0.0,0.0,0.0
1638,1.1133741233087286e-05,0.0,0.0,0.0
1639,9.791286515792308e-06,0.0,0.0,0.0
1640,1.0133949266284098e-05,0.0,0.0,0.0
1641,4.536418129776264e-06,0.0,0.0,0.0
1642,4.607879142375688e-06,0.0,0.0,0.0
1643,4.260501506386001e-06,0.0,0.0,0.0
1644,4.957635805372515e-06,0.0,0.0,0.0
1645,4.891905583852869e-06,0.0,4.9116830983361326e-08,0.0
1646,1.1792190434789518e-05,0.0,4.9116830983361326e-08,0.0
1647,1.1591524298637523e-05,0.0,4.9116830983361326e-08,0.0
1648,1.2019909295954026e-05,0.0,9.496606675643956e-08,0.0
1649,1.1606893622229109e-05,0.0,9.496606675643956e-08,0.0
1650,1.28805775472886e-05,4.392013660695479e-08,9.496606675643956e-08,0.0
1651,1.2823964490442969e-05,4.392013660695479e-08,1.3796614796644592e-07,0.0
1652,1.5011577748477326e-05,4.392013660695479e-08,8.88493169830846e-08,0.0
1653,8.159229764714837e-06,4.20799019756097e-07,8.88493169830846e-08,0.0
1654,8.489744914186304e-06,4.20799019756097e-07,8.88493169830846e-08,0.0
1655,7.96763791705806e-06,4.20799019756097e-07,4.300008121000636e-08,0.0
1656,1.3441678220260656e-05,4.20799019756097e-07,4.300008121000636e-08,0.0
1657,1.3586020356472415e-05,4.324877482174218e-07,4.300008121000636e-08,0.0
1658,1.3905562679740666e-05,4.324877482174218e-07,5.361563434494851e-08,0.0
1659,1.2014011125367169e-05,4.324877482174218e-07,5.361563434494851e-08,0.0
1660,1.1750900154895913e-05,5.5608865068279556e-08,5.361563434494851e-08,0.0
1661,1.1272944431896445e-05,5.5608865068279556e-08,5.361563434494851e-08,0.0
1662,1.1433175700403808e-05,5.5608865068279556e-08,5.361563434494851e-08,0.0
1663,6.9069617601209236e-06,5.5608865068279556e-08,5.361563434494851e-08,0.0
1664,6.510813217833597e-06,0.0,5.361563434494851e-08,0.0
1665,5.5958189640088155e-06,0.0,0.0,0.0
1666,5.4785432601940035e-06,0.0,0.0,0.0
1667,6.524665244406995e-06,0.0,0.0,0.0
1668,6.780962199367682e-06,0.0,0.0,0.0
1669,5.9097865557435266e-06,0.0,5.990818457186314e-08,0.0
1670,5.5389094281313845e-06,0.0,5.990818457186314e-08,0.0
1671,4.751693073298416e-06,0.0,5.990818457186314e-08,0.0
1672,5.126759041169342e-06,0.0,5.990818457186314e-08,0.0
1673,5.0510025500573515e-06,0.0,5.990818457186314e-08,0.0
1674,4.664703120787246e-06,0.0,9.243870887790503e-08,0.0
1675,4.482849525239934e-06,0.0,9.243870887790503e-08,0.0
1676,4.488988094765643e-06,4.2946510347974254e-08,3.2530524306041893e-08,0.0
1677,4.315493275238883e-06,4.2946510347974254e-08,3.2530524306041893e-08,0.0
1678,4.5389592417320405e-06,4.2946510347974254e-08,3.2530524306041893e-08,0.0
1679,4.106989503530453e-06,4.2946510347974254e-08,3.2530524306041893e-08,0.0
1680,4.006732719322567e-06,4.2946510347974254e-08,3.2530524306041893e-08,0.0
1681,3.555793942463684e-06,4.2946510347974254e-08,0.0,0.0
1682,3.7367957962227853e-06,6.310754331804804e-08,0.0,0.0
1683,3.751051151214467e-06,2.016103297007378e-08,0.0,0.0
1684,5.24608867635834e-06,2.016103297007378e-08,0.0,0.0
1685,5.272901522143261e-06,2.016103297007378e-08,0.0,0.0
1686,5.562581333963733e-06,4.779023957520881e-08,0.0,0.0
1687,5.431524381752492e-06,4.779023957520881e-08,0.0,0.0
1688,5.7926232719702445e-06,4.779023957520881e-08,0.0,0.0
1689,5.86828865120229e-06,2.762920660513503e-08,0.0,0.0
1690,6.481041184867666e-06,2.762920660513503e-08,0.0,0.0
1691,4.935051167974182e-06,2.762920660513503e-08,0.0,0.0
1692,4.8998040256265085e-06,2.762920660513503e-08,0.0,0.0
1693,4.6219366497877805e-06,0.0,0.0,0.0
1694,4.795188959048703e-06,0.0,0.0,0.0
1695,4.095532420121474e-06,0.0,0.0,0.0
1696,3.920820729165696e-06,0.0,0.0,0.0
1697,6.231579764711828e-06,7.347074821544603e-09,0.0,0.0
1698,6.795605502572601e-06,1.7718345394054528e-08,0.0,0.0
1699,6.6073034759028815e-06,3.078788576463662e-08,0.0,0.0
1700,6.8687656786486125e-06,4.3785738463546816e-08,0.0,0.0
1701,6.554181725602705e-06,6.311925712257757e-08,0.0,0.0
1702,6.318115879366815e-06,6.311925712257757e-08,2.397031957051305e-08,0.0
1703,6.577530371032481e-06,7.41604669737431e-08,2.397031957051305e-08,0.0
1704,3.384258320693334e-06,7.547515882119374e-08,3.263208623950829e-08,0.0
1705,3.1854590198625895e-06,6.510388824868382e-08,4.178989091282606e-08,0.0
1706,3.367083536431892e-06,5.203434787810173e-08,5.286527380933746e-08,0.0
1707,3.226431642490622e-06,3.903649517919153e-08,5.286527380933746e-08,0.0
1708,3.225846674987614e-06,1.970297652016078e-08,5.286527380933746e-08,0.0
1709,3.142588249310003e-06,1.970297652016078e-08,2.889495423882441e-08,0.0
1710,3.422074541958864e-06,2.587678998062464e-08,2.889495423882441e-08,0.0
1711,3.3172988033974046e-06,1.72150233116294e-08,2.023318756982917e-08,0.0
1712,2.5930189459748883e-06,1.72150233116294e-08,1.1075382896511395e-08,0.0
1713,2.5069981250323636e-06,2.803303849369903e-08,0.0,0.0
1714,3.6503290467797863e-06,2.803303849369903e-08,0.0,0.0
1715,3.7425600599557844e-06,2.803303849369903e-08,0.0,0.0
1716,3.886648219772074e-06,3.6887996657242184e-08,0.0,0.0
1717,3.472788112698514e-06,3.4955784298875055e-08,0.0,0.0
1718,3.867375539812201e-06,4.2697540741138644e-08,0.0,0.0
1719,3.8038654923054438e-06,4.928241180225866e-08,0.0,0.0
1720,4.072088829941224e-06,4.7525524848879286e-08,0.0,0.0
1721,3.4644950476701652e-06,4.7525524848879286e-08,0.0,0.0
1722,3.929031517405487e-06,5.525311154640024e-08,0.0,0.0
1723,4.129783438397031e-06,5.257332956278203e-08,0.0,0.0
1724,4.061017648382403e-06,3.729051860951975e-08,0.0,0.0
1725,4.8495903521532976e-06,3.690171520734761e-08,0.0,0.0
1726,6.3968180776490565e-06,3.670434216879974e-08,0.0,0.0
1727,6.654310579636201e-06,3.448592979436528e-08,0.0,0.0
1728,6.640086277392194e-06,4.0965489794026714e-08,0.0,0.0
1729,6.4568041255240265e-06,3.323790309650576e-08,0.0,0.0
1730,6.4678407138022265e-06,4.3429202837127634e-08,0.0,0.0
1731,6.439263350850004e-06,4.3429202837127634e-08,0.0,0.0
1732,6.0022534203848665e-06,4.8593297512817505e-08,0.0,0.0
1733,5.386267990356178e-06,4.9230569081666024e-08,0.0,7.024769591420668e-09
1734,6.026268498057366e-06,4.238785322741023e-08,0.0,7.024769591420668e-09
1735,5.862914999202726e-06,4.8842145312326986e-08,0.0,7.024769591420668e-09
1736,5.809164187147482e-06,9.294074589303949e-08,0.0,7.024769591420668e-09
1737,5.828460806307183e-06,7.657426997249267e-08,0.0,7.024769591420668e-09
1738,8.236859035345592e-06,8.206608624407505e-08,0.0,7.024769591420668e-09
1739,8.40183403332568e-06,7.601087150175902e-08,0.0,7.024769591420668e-09
1740,8.05469783569736e-06,9.893521633687539e-08,0.0,0.0
1741,7.595488763659627e-06,9.893521633687539e-08,0.0,0.0
1742,7.305212583170422e-06,1.0513348058793781e-07,6.377372281057043e-09,0.0
1743,7.736321517118735e-06,6.103488000722532e-08,6.377372281057043e-09,0.0
1744,8.070488190371958e-06,6.103488000722532e-08,6.377372281057043e-09,4.464060359461135e-09
1745,6.4589440041475295e-06,6.185463975936858e-08,6.377372281057043e-09,4.464060359461135e-09
1746,6.781597124115381e-06,5.5392806785903304e-08,6.377372281057043e-09,4.464060359461135e-09
1747,7.550959610723242e-06,2.5443692359366262e-08,6.377372281057043e-09,4.464060359461135e-09
1748,7.604855487183418e-06,4.0002619629474016e-08,6.377372281057043e-09,4.464060359461135e-09
1749,8.604003271882124e-06,2.087050329383341e-08,4.955280376504691e-09,4.464060359461135e-09
1750,1.0842222244329086e-05,2.4169234740562777e-08,4.955280376504691e-09,4.464060359461135e-09
1751,1.2642320013713157e-05,2.4169234740562777e-08,4.955280376504691e-09,0.0
1752,1.3735680633024977e-05,2.1756248865959345e-08,4.955280376504691e-09,0.0
1753,1.4247920262278058e-05,2.1756248865959345e-08,9.98463280309027e-09,0.0
1754,1.4771655384850288e-05,2.1756248865959345e-08,9.98463280309027e-09,0.0
1755,1.596624237468599e-05,1.1050629363954353e-08,9.98463280309027e-09,0.0
1756,1.7378895011331353e-05,1.7121570447134867e-08,5.029352426585579e-09,0.0
1757,1.7125285012298264e-05,3.8183825117649965e-08,5.029352426585579e-09,0.0
1758,1.695923622589492e-05,4.750657924189129e-08,5.029352426585579e-09,0.0
1759,1.7273982718636815e-05,4.360798909276907e-08,5.029352426585579e-09,4.870312864113657e-08
1760,1.7153342014353257e-05,5.1592089838387826e-08,0.0,4.870312864113657e-08
1761,1.810912947673517e-05,5.71432247552041e-08,0.0,4.870312864113657e-08
1762,1.7715190941609243e-05,6.67028271347395e-08,2.6825820295276313e-09,5.1385710670664205e-08
1763,1.7319466678600293e-05,6.914790923977826e-08,2.6825820295276313e-09,5.1385710670664205e-08
1764,1.7239847433562056e-05,6.446168094547439e-08,2.6825820295276313e-09,5.419639035965572e-08
1765,1.710914343025901e-05,6.103374364637862e-08,2.6825820295276313e-09,5.419639035965572e-08
1766,1.7032742757042536e-05,6.443479578471007e-08,2.6825820295276313e-09,5.493261718519144e-09
1767,1.760200107777824e-05,6.528420191744186e-08,2.6825820295276313e-09,5.493261718519144e-09
1768,1.7833772030176726e-05,6.77797046425407e-08,5.364794576832667e-09,5.493261718519144e-09
1769,1.9062512105197777e-05,6.045931374590704e-08,2.682212547305036e-09,2.810679688991513e-09
1770,2.1539250675622107e-05,6.347497689367693e-08,2.682212547305036e-09,2.810679688991513e-09
1771,2.376541695931727e-05,4.643286288796844e-08,2.682212547305036e-09,0.0
1772,2.6252899780437084e-05,4.053804606282288e-08,2.682212547305036e-09,2.6360818290121254e-09
1773,2.8778836817114746e-05,5.011294769628551e-08,2.682212547305036e-09,2.6360818290121254e-09
1774,2.9820479799777138e-05,4.395190395760957e-08,2.682212547305036e-09,2.6360818290121254e-09
1775,2.9861092116334476e-05,4.168264463747359e-08,0.0,2.6360818290121254e-09
1776,3.164268153860965e-05,4.6439603400878175e-08,2.712369503602271e-09,2.6360818290121254e-09
1777,3.05059999975908e-05,3.782596737421175e-08,5.6304198129250185e-09,2.6360818290121254e-09
1778,3.0181981856003404e-05,4.0755610949564213e-08,5.6304198129250185e-09,2.6360818290121254e-09
1779,2.8911637335633194e-05,4.5878982390945566e-08,5.6304198129250185e-09,0.0
1780,2.9705342447934007e-05,3.995044929792714e-08,5.6304198129250185e-09,0.0
1781,2.9266912731275496e-05,4.49280536583631e-08,5.6304198129250185e-09,0.0
1782,2.9037726562819444e-05,4.562507578092274e-08,9.946686775817528e-09,0.0
1783,2.8282406544479143e-05,4.129939514184246e-08,7.234317272215256e-09,0.0
1784,2.8734229480115963e-05,4.836817727290768e-08,4.316266962892509e-09,0.0
1785,2.798868678967535e-05,5.0896501997093376e-08,4.316266962892509e-09,0.0
1786,2.6994395999021697e-05,5.113352382782718e-08,4.316266962892509e-09,0.0
1787,2.4192451746785082e-05,4.924266962445602e-08,5.605408581743632e-09,0.0
1788,2.651538280978067e-05,4.5512258342991374e-08,8.21851272750759e-09,0.0
1789,2.6426080044724847e-05,4.95083212521357e-08,3.90224576461508e-09,0.0
1790,2.5229485930010143e-05,5.292815937910486e-08,5.007094167857369e-09,1.1048484032422883e-09
1791,2.4716522862685713e-05,5.488695517133887e-08,7.1790266429973465e-09,1.1048484032422883e-09
1792,2.407290802303968e-05,5.441417729100197e-08,7.1790266429973465e-09,1.1048484032422883e-09
1793,2.748534695586256e-05,5.694196098764743e-08,7.1790266429973465e-09,1.1048484032422883e-09
1794,2.8162627911245052e-05,6.076726474394231e-08,5.889885024146224e-09,1.1048484032422883e-09
1795,2.711978699413261e-05,5.8674152774480197e-08,3.276780878382267e-09,1.1048484032422883e-09
1796,2.8484311250005184e-05,5.863346709743057e-08,4.224942491098156e-09,1.1048484032422883e-09
1797,2.996670420023812e-05,5.265829702442001e-08,3.6870177387373003e-09,0.0
1798,3.0917694727707256e-05,4.5341922216834973e-08,1.5150852635973218e-09,5.786566781296187e-10
1799,3.236424501145458e-05,4.132870553722309e-08,2.115854856400899e-09,1.1794262709331959e-09
1800,3.0526550160305176e-05,4.1673806500901785e-08,2.5275187657111277e-09,1.1794262709331959e-09
1801,3.189367193304601e-05,3.733534116788308e-08,2.9918592365467997e-09,1.1794262709331959e-09
1802,3.231709966452659e-05,4.375720585869658e-08,2.9918592365467997e-09,1.6135530689354027e-09
1803,3.3416295731772804e-05,3.999642750329713e-08,2.7456975423437566e-09,1.6135530689354027e-09
1804,3.430484087272946e-05,4.457013323490498e-08,2.1787738914623235e-09,1.9186306194589927e-09
1805,3.383800529783392e-05,4.6432817463986405e-08,2.698128894910009e-09,1.3399739413293738e-09
1806,3.491135092709945e-05,4.7740651812741164e-08,2.355909404069426e-09,7.392043485257968e-10
1807,3.5671611060804154e-05,4.808544470539086e-08,1.944245494759197e-09,9.48425576170158e-10
1808,3.515323390144788e-05,4.9326119316057363e-08,1.9506314024348673e-09,9.48425576170158e-10
1809,3.472246992584717e-05,4.48771315981438e-08,2.3124810320597687e-09,8.761484077928522e-10
1810,3.4348140096491466e-05,4.561801247859876e-08,1.6104811135469227e-09,1.0940860598448614e-09
1811,3.485518235330736e-05,4.3169823779213145e-08,1.8448650543742166e-09,7.890085093212715e-10
1812,3.6749452712164e-05,4.240688460705704e-08,1.5642183104347396e-09,7.890085093212715e-10
1813,3.591888240147715e-05,4.156800008965027e-08,1.499647612439909e-09,9.829879132894348e-10
1814,3.623798927167497e-05,3.549742696610078e-08,1.499647612439909e-09,7.737666856450736e-10
1815,3.759752533889176e-05,3.598699091103949e-08,1.4152026534779744e-09,9.669073954197772e-10
1816,3.951309294539637e-05,3.903378750383776e-08,1.0533530238530732e-09,7.952304846371914e-10
1817,4.0063609048957005e-05,3.573624900760868e-08,1.567395737010559e-09,5.772928325851825e-10
1818,3.986416257768204e-05,3.787787049093692e-08,1.5120466624805674e-09,7.563276988824847e-10
1819,3.94862301098848e-05,3.801047197628447e-08,1.2733384029723587e-09,7.563276988824847e-10
1820,4.053540188968847e-05,4.189633935019239e-08,1.5215497909234647e-09,1.0045390868335907e-09
1821,4.109589177200438e-05,4.7487759502473637e-08,1.5215497909234647e-09,1.2616475959197665e-09
1822,4.104199875395612e-05,4.810117459896901e-08,1.260037272933699e-09,1.3180446892643464e-09
1823,4.096466935672132e-05,4.7294855777733705e-08,1.4005000413343437e-09,1.127871970422031e-09
1824,4.1171934364163985e-05,5.283915527343197e-08,1.0205773448568323e-09,1.127871970422031e-09
1825,4.17953597207088e-05,5.017469056107464e-08,1.4746264764831096e-09,9.488371041247286e-10
1826,4.2902882601733184e-05,4.952701309386092e-08,1.7116229624112934e-09,9.488371041247286e-10
1827,4.3626823233872915e-05,4.6691538001044005e-08,1.5831439889194395e-09,7.15787524490403e-10
1828,4.483786272300806e-05,4.477106127101901e-08,1.914131924391731e-09,4.5867901540422705e-10
1829,4.5708874884959573e-05,4.1649087987951e-08,2.2812829879116846e-09,2.0914121228494357e-10
1830,4.723806029817622e-05,4.0755634295968387e-08,2.4267338614793387e-09,3.044457543209335e-10
1831,4.918688916534718e-05,3.7137146183649095e-08,2.385508505017445e-09,3.044457543209335e-10
1832,5.158315460513612e-05,3.633437652337891e-08,2.2633212605681153e-09,3.895952132333085e-10
1833,5.302237696014345e-05,3.557428002969638e-08,2.2737595615853122e-09,5.545517378635623e-10
1834,5.419556172065703e-05,3.4935570626869e-08,2.126168130445194e-09,3.454105255786187e-10
1835,5.555434472626075e-05,3.328143322838579e-08,1.7951801949729023e-09,4.2919392643067257e-10
1836,5.682464689016342e-05,3.474569153029604e-08,1.378321409387492e-09,7.294386444074113e-10
1837,5.726221778396783e-05,4.013127811016862e-08,1.0924077674191933e-09,7.115755127985932e-10
1838,5.8609304687706754e-05,5.2411304502746655e-08,1.0758388545108387e-09,7.115755127985932e-10
1839,5.9579852469531556e-05,5.40085756434954e-08,5.649421010365887e-10,7.022074905676285e-10
1840,6.02468748443893e-05,5.756686200746637e-08,6.198511783215923e-10,5.372509659373748e-10
1841,6.020017566957644e-05,5.860984282029287e-08,7.336412350638405e-10,6.772061879521476e-10
1842,6.115102587500587e-05,6.028871421140788e-08,9.160875470902243e-10,7.150536670711258e-10
1843,6.205911631695926e-05,5.9156140557498864e-08,1.4967716669264268e-09,4.803834790274258e-10
1844,6.300552662911027e-05,5.2964994422057184e-08,1.8306859599676833e-09,5.365077826446907e-10
1845,6.34142649817347e-05,3.938526711116148e-08,2.0213152738892047e-09,5.365077826446907e-10
1846,6.354506175349732e-05,3.686763580138372e-08,2.2821972724327922e-09,4.6072634596328044e-10
1847,6.426059189834632e-05,3.3158511365221395e-08,2.64651353213249e-09,4.6072634596328044e-10
1848,6.626362820887672e-05,3.085685307269159e-08,2.585353788196544e-09,3.2077112394850767e-10
1849,6.663109317222344e-05,2.8630403698619896e-08,2.8328237692118054e-09,4.14098390498298e-10
1850,6.675759816841622e-05,3.013002292107103e-08,2.414428006731433e-09,4.4346367847733093e-10
1851,6.766339668372114e-05,3.024628243102663e-08,2.2662280940721757e-09,4.956123448148933e-10
1852,6.897366672222103e-05,2.9198824945199575e-08,2.2520808868569428e-09,6.47297057224502e-10
1853,6.987072057589623e-05,3.051456509695072e-08,2.377273616056235e-09,7.43815739160222e-10
1854,7.092135222462405e-05,3.373635415471199e-08,1.9631227913105167e-09,1.0973287675345285e-09
1855,7.252067215241758e-05,3.5654952768027215e-08,2.269389581017427e-09,1.2548340144746817e-09
1856,7.416675258095243e-05,3.505774565886506e-08,2.8831482122372775e-09,1.1392734771448992e-09
1857,7.576975102503119e-05,3.268261826251871e-08,2.934604035966158e-09,1.3331390198117227e-09
1858,7.742571532227365e-05,3.196970129896012e-08,3.1521142521536862e-09,1.4354422174710025e-09
1859,7.97551911091432e-05,3.217818747966053e-08,3.447670926526314e-09,1.3446868935800588e-09
1860,8.091725093046469e-05,3.128410241970414e-08,3.732543496504093e-09,1.309163420528035e-09
1861,8.21602817658069e-05,2.81652867378008e-08,3.705980918969739e-09,1.1251104254610717e-09
1862,8.236883357832474e-05,2.8926252123743064e-08,3.403836514235893e-09,1.1904782635875831e-09
1863,8.239880948427267e-05,2.9604453491823994e-08,2.74206463884192e-09,1.2820321788303041e-09
1864,8.35164641362748e-05,2.9626945468359215e-08,2.782925128436935e-09,9.932268182514088e-10
1865,8.338850914567177e-05,3.012846607118393e-08,2.9104191437819995e-09,8.821154441816605e-10
1866,8.218769445582958e-05,3.0387509397655776e-08,2.8929300542403423e-09,1.0423841631127369e-09
1867,8.220814717268305e-05,3.069836524665399e-08,2.48125750105085e-09,9.813889542290406e-10
1868,8.246947982115671e-05,3.0191021746109725e-08,2.524180975349566e-09,8.119289209216975e-10
1869,8.343966432481206e-05,2.812471601641521e-08,2.7763385082987415e-09,5.89055835855033e-10
1870,8.544360441322039e-05,2.7952750463506552e-08,2.8590365154710996e-09,6.515230735867508e-10
1871,8.667880631816973e-05,2.8910059108560356e-08,2.9757073471969875e-09,8.138273229921619e-10
1872,8.829526736267976e-05,2.9128046768229458e-08,2.895457540397217e-09,6.369211190206312e-10
1873,8.937997647860487e-05,2.848031042747477e-08,2.559625860471775e-09,5.717580218801897e-10
1874,9.118711750488728e-05,2.66021586980969e-08,2.538795396134219e-09,8.499430207261785e-10
1875,9.313006739830598e-05,2.5351133002361947e-08,2.8315356408776485e-09,8.90058051071309e-10
1876,9.429154202475079e-05,2.4922848546842554e-08,2.7398248749120414e-09,1.0050540003422474e-09
1877,9.45108030074542e-05,2.579052146448443e-08,2.5897888595543303e-09,1.0662002788589371e-09
