ngram,bench,bnch,bnch
1988,7.513130445399188e-06,1.7547447423676184e-10,1.7547447423676184e-10
1989,7.526208069715981e-06,1.9467102632278862e-10,1.9467102632278862e-10
1990,7.5247272824136805e-06,2.0575081816869607e-10,2.0575081816869607e-10
1991,7.532646187818111e-06,2.1810802965292553e-10,2.1810802965292553e-10
1992,7.598670306054243e-06,2.1462111453120413e-10,2.1462111453120413e-10
1993,7.590970653836848e-06,3.9908455112020695e-10,3.9908455112020695e-10
1994,7.60455863460915e-06,4.1116912255897576e-10,4.1116912255897576e-10
1995,7.714849159258716e-06,4.20677714885187e-10,4.20677714885187e-10
1996,7.792160041779944e-06,4.2557986301705597e-10,4.2557986301705597e-10
1997,7.975705102580832e-06,4.1530265139565007e-10,4.1530265139565007e-10
1998,8.149922645575966e-06,4.187059964617339e-10,4.187059964617339e-10
1999,8.308870876914756e-06,4.0952634438357853e-10,4.0952634438357853e-10
2000,8.52767061587656e-06,2.0090499303864513e-10,2.0090499303864513e-10
2001,8.793477588499496e-06,1.8073673510191465e-10,1.8073673510191465e-10
2002,9.011770868840228e-06,8.70500136259825e-10,8.70500136259825e-10
2003,9.228507354107154e-06,8.544643524478954e-10,8.544643524478954e-10
2004,9.424051053688995e-06,8.869662623415106e-10,8.869662623415106e-10
2005,9.66851296522821e-06,8.986352673894566e-10,8.986352673894566e-10
2006,1.0076840616030885e-05,9.080983950915389e-10,9.080983950915389e-10
2007,1.05344141567392e-05,9.084478586052214e-10,9.084478586052214e-10
2008,1.1115960270607112e-05,8.936763680268887e-10,8.936763680268887e-10
2009,1.1510526746860705e-05,6.340627041269618e-10,6.340627041269618e-10
2010,1.1878326664113306e-05,6.308699812551666e-10,6.308699812551666e-10
2011,1.2578603673318867e-05,5.846427677298166e-10,5.846427677298166e-10
2012,1.3095135727780871e-05,5.498626127832727e-10,5.498626127832727e-10
2013,1.3298728455473402e-05,5.294807751965447e-10,5.294807751965447e-10
2014,1.3571522036467546e-05,5.187464530352428e-10,5.187464530352428e-10
2015,1.3613318904910038e-05,5.081642938783596e-10,5.081642938783596e-10
2016,1.3790129222408204e-05,2.6917505426985298e-11,2.6917505426985298e-11
2017,1.4048893414534783e-05,1.7075119674673605e-11,1.7075119674673605e-11
2018,1.3864210814062972e-05,7.491431780470848e-12,7.491431780470848e-12
2019,1.3792639947496355e-05,9.36428972558856e-12,9.36428972558856e-12
