ngram,freedom,fedom,fredom,freddom
1905,3.543204625852273e-05,1.1597142987992574e-10,1.943707315734043e-08,5.3359499358711964e-11
1906,3.488494777619573e-05,9.775752330647741e-11,1.9124676826314565e-08,9.990445772243918e-11
1907,3.461126678822828e-05,1.4170804509986264e-10,1.87980672298035e-08,1.809646400983768e-10
1908,3.3998542286488896e-05,1.0402244046295702e-10,1.743955913013906e-08,1.809646400983768e-10
1909,3.362207592415091e-05,1.0402244046295702e-10,1.7823169987504376e-08,1.7752735888475002e-10
1910,3.340726107126102e-05,1.0402244046295702e-10,1.6600676896619656e-08,1.7752735888475002e-10
1911,3.30856564687565e-05,8.816870051513753e-11,1.6004288053547303e-08,1.7752735888475002e-10
1912,3.3091051591327414e-05,5.767497590625226e-11,1.542670829175157e-08,1.7752735888475002e-10
1913,3.3280818440419224e-05,5.767497590625226e-11,1.5222558451861394e-08,1.3098240052102283e-10
1914,3.43054328238525e-05,2.83409436791742e-11,1.350511968922774e-08,4.301398820460989e-11
1915,3.605963398253412e-05,1.461648956630717e-11,1.479180790551839e-08,4.301398820460989e-11
1916,3.761933528169591e-05,1.461648956630717e-11,1.4266021760736943e-08,2.923297913261434e-11
1917,3.867132805420884e-05,1.461648956630717e-11,1.4307804845665423e-08,4.319871345557859e-11
1918,3.9019113631054226e-05,2.8996728629326896e-11,1.4188346497689963e-08,4.319871345557859e-11
1919,3.925565501309133e-05,2.8996728629326896e-11,1.3863772352351589e-08,4.319871345557859e-11
1920,3.945433906795058e-05,2.8996728629326896e-11,1.369928310473207e-08,4.319871345557859e-11
1921,3.899907408465099e-05,1.4380239063019725e-11,1.4683344064435135e-08,1.396573432296425e-11
1922,3.7712675943371975e-05,8.683412322518791e-11,1.398366958734901e-08,3.8117030365381055e-11
1923,3.698942548778307e-05,8.683412322518791e-11,1.4015664057913974e-08,6.267047496035159e-11
1924,3.6845007603655434e-05,8.683412322518791e-11,1.3783860148513277e-08,4.870474063738734e-11
1925,3.7092955088675285e-05,7.245388416216819e-11,1.4634811204164829e-08,4.870474063738734e-11
1926,3.743967317859642e-05,9.537684729300975e-11,1.5802271618221246e-08,4.870474063738734e-11
1927,3.758874715588588e-05,9.537684729300975e-11,1.5935033483214867e-08,4.870474063738734e-11
1928,3.740689602896704e-05,9.537684729300975e-11,1.494913069523461e-08,4.870474063738734e-11
1929,3.7845909641224095e-05,2.292296313084157e-11,1.4461394113953117e-08,2.4553444594970538e-11
1930,3.768654330217812e-05,2.292296313084157e-11,1.4184241083268847e-08,2.7227392959286842e-11
1931,3.817074217035302e-05,2.292296313084157e-11,1.4055960459050506e-08,2.7227392959286842e-11
1932,3.894158414498504e-05,4.0121490058846783e-10,1.4032851325396223e-08,2.7227392959286842e-11
1933,4.0124696949663174e-05,4.0145909612527523e-10,1.4061177872853087e-08,2.7227392959286842e-11
1934,4.136936955286988e-05,4.0145909612527523e-10,1.4403351654225714e-08,4.96952677421701e-11
1935,4.292690417579641e-05,4.2368142922593373e-10,1.4076883531848644e-08,4.96952677421701e-11
1936,4.445119806665129e-05,4.2368142922593373e-10,1.4017789976402843e-08,7.063270008560757e-11
1937,4.681558233901991e-05,4.2368142922593373e-10,1.3769646502380186e-08,4.3405307126320736e-11
1938,4.9087050034099124e-05,4.671859308144225e-10,1.452698596336534e-08,6.515755792056512e-11
1939,5.241362772981769e-05,8.889399335679623e-11,1.4189083558895682e-08,6.515755792056512e-11
1940,5.5452754687783976e-05,1.4310661980828802e-10,1.320404852123147e-08,6.515755792056512e-11
1941,5.8326228359614364e-05,1.4310661980828802e-10,1.3226804159874713e-08,4.268968313768186e-11
1942,6.066812264699755e-05,1.4579233257158312e-10,1.5306603096121307e-08,4.268968313768186e-11
1943,6.263183812344713e-05,1.4579233257158312e-10,1.550578624228852e-08,2.175225079424438e-11
1944,6.428305745690263e-05,1.8373497762918285e-10,1.621275228355249e-08,4.0723573323044244e-11
1945,6.527772347908467e-05,1.402304760406941e-10,1.6254063745740107e-08,1.8971322528799864e-11
1946,6.483244838558935e-05,1.402304760406941e-10,1.6255941608684614e-08,1.8971322528799864e-11
1947,6.458394532923453e-05,6.285069092155332e-11,1.6407967556071005e-08,5.20852745853974e-11
1948,6.425189245159604e-05,7.995069090898405e-11,1.674238195700387e-08,8.628527456025888e-11
1949,6.456862112307655e-05,7.204880739638701e-11,1.6148193131877113e-08,1.3730376161432848e-10
1950,6.46471359816912e-05,1.5664868212107918e-10,1.6548710084813526e-08,1.5422373695577514e-10
1951,6.390533443274242e-05,1.3525513546465617e-10,1.6989828464732326e-08,1.5180151282815198e-10
1952,6.344468108311827e-05,1.3525513546465617e-10,1.689622511743697e-08,1.5180151282815198e-10
1953,6.34395525724228e-05,1.3525513546465617e-10,1.7628355664101036e-08,1.9886922366810619e-10
1954,6.262900153940012e-05,1.6428704725988752e-10,1.9983601567170288e-08,1.9478718340674003e-10
1955,6.265628326218575e-05,1.7617555132996643e-10,2.014808180612298e-08,2.6204694465935066e-10
1956,6.20344206773942e-05,1.5916938897860992e-10,2.053249786066707e-08,2.514324750386392e-10
1957,6.236070787833472e-05,1.0005696568901205e-10,2.0543461788845108e-08,2.9823112927619885e-10
1958,6.37562687708331e-05,9.540967520006914e-11,2.041697782268719e-08,3.1738745362045305e-10
1959,6.461007433244959e-05,1.0670361419836841e-10,1.999816299859601e-08,3.7385714762067883e-10
1960,6.511952649036954e-05,1.1729147514349947e-10,1.972731527339582e-08,3.4796515867098673e-10
1961,6.611218746651762e-05,1.1077070114337165e-10,1.789261323230968e-08,3.752110903722437e-10
1962,6.658467048379992e-05,1.429927337251843e-10,1.8062761318406373e-08,2.839530852513253e-10
1963,6.736412615282461e-05,1.6280044673466776e-10,1.7198629187475944e-08,2.633567808274506e-10
1964,6.728938231909913e-05,1.5529961542938763e-10,1.7440795093851388e-08,2.4460470157297975e-10
1965,6.701724279472338e-05,1.78658133921848e-10,1.6393204381261384e-08,2.1771436042872239e-10
1966,6.729932439546766e-05,1.937434092126798e-10,1.740011715664228e-08,1.612446664284966e-10
1967,6.731213631740372e-05,2.096895851400049e-10,1.6959092162340183e-08,1.4891362349571986e-10
1968,6.67045107028181e-05,2.1374807083037898e-10,1.6488323468471274e-08,1.7234465442074664e-10
1969,6.584558910357632e-05,1.884450770032028e-10,1.5982986870507635e-08,2.16004210549871e-10
1970,6.474088825468373e-05,1.6863736399371935e-10,1.5939666475617287e-08,2.4004404218315653e-10
1971,6.354683968571148e-05,1.5960164440054214e-10,1.5040125970041832e-08,2.3088109400516898e-10
1972,6.170260842606825e-05,1.591230986261064e-10,1.4388212399296663e-08,2.3076145756156004e-10
1973,5.958376485588295e-05,1.5750617576066565e-10,1.286887523528029e-08,2.802860404089407e-10
1974,5.779663894957464e-05,1.391196418977701e-10,1.25295395646065e-08,2.9588387097577243e-10
1975,5.625356477269504e-05,1.2876901876140197e-10,1.1882355670828865e-08,2.40503496086651e-10
1976,5.482522153345469e-05,9.286147594925583e-11,1.112803779282753e-08,2.1878790842525372e-10
1977,5.364780632329972e-05,9.286147594925583e-11,1.0380562187606301e-08,2.6323088153645813e-10
1978,5.269869663087385e-05,1.4103007501899333e-10,9.58876660612467e-09,2.6006699373391587e-10
1979,5.227195028315431e-05,1.1437599528199956e-10,9.368840560495885e-09,3.001377539359394e-10
1980,5.174885570470776e-05,8.961370385830923e-11,8.958417626761924e-09,2.819604807572215e-10
1981,5.1484342943045446e-05,1.0435559757596532e-10,8.357115253789158e-09,2.804073679601211e-10
1982,5.1409580399714673e-05,1.0295958728447272e-10,8.323039400538943e-09,2.857248485429612e-10
1983,5.16299057510748e-05,1.1036209297622866e-10,8.196438829242782e-09,3.0539666232406605e-10
1984,5.21202725524615e-05,1.2506327967279748e-10,8.465132341127303e-09,2.391579256062164e-10
1985,5.279187098494731e-05,9.688007985128192e-11,8.73246110342864e-09,2.426885874801903e-10
1986,5.3021805797470734e-05,1.302037094213266e-10,9.081954109392752e-09,2.422822696436709e-10
1987,5.35594169507801e-05,1.302037094213266e-10,9.03608870268207e-09,2.176224275190248e-10
1988,5.3950119243901486e-05,1.073143126941099e-10,8.993608017046232e-09,1.947330307918081e-10
1989,5.4207604469931016e-05,9.249132263649301e-11,8.662080893831866e-09,1.7173906245528314e-10
1990,5.403540126280859e-05,8.508881694473708e-11,8.544411971606841e-09,1.2657898637976776e-10
1991,5.367215323661055e-05,7.695689869088466e-11,7.709024339521063e-09,1.1109647378636036e-10
1992,5.332974303330827e-05,6.07452912375945e-11,6.851032186006023e-09,1.0673782938857329e-10
1993,5.351928588684781e-05,3.2176679475621435e-11,6.429083741567508e-09,7.770201991750904e-11
1994,5.369347127270885e-05,7.11954597459081e-11,6.239039190043221e-09,7.101455237349238e-11
1995,5.403101593921227e-05,7.11954597459081e-11,5.584844396468367e-09,8.378881517184006e-11
1996,5.4638793309485277e-05,7.11954597459081e-11,5.430813386299503e-09,7.713680339313126e-11
1997,5.5613485788593865e-05,8.845303210119099e-11,5.250862411543267e-09,7.623186556211209e-11
1998,5.6483065106606644e-05,9.92171265780582e-11,5.058453782831001e-09,1.1010710993757705e-10
1999,5.772727464708234e-05,9.19156784414835e-11,5.095124132127791e-09,1.2168133167733686e-10
2000,5.867323177101623e-05,8.941781838776665e-11,4.664989378915558e-09,1.1274211227295185e-10
2001,5.952080235666861e-05,5.0399038117479986e-11,4.249047494805527e-09,1.2795430290709779e-10
2002,6.042693556602379e-05,5.0399038117479986e-11,4.464677357976907e-09,1.3665425537188825e-10
2003,6.129604454534794e-05,6.071531273775323e-11,4.4959012703214645e-09,1.3665425537188825e-10
2004,6.201883817474092e-05,4.850428640084432e-11,4.487902081708382e-09,1.309017309230371e-10
2005,6.283241652584235e-05,3.613951697424765e-11,4.797883201845821e-09,1.1033159207680348e-10
2006,6.31838889343531e-05,3.586284493579355e-11,4.839501339353498e-09,7.723878282993115e-11
2007,6.320496946240642e-05,3.084514736882506e-11,4.8948940773690146e-09,8.29554074242646e-11
2008,6.276272116727861e-05,3.613622694726664e-11,5.134086362395302e-09,6.774321679011867e-11
2009,6.176853431887659e-05,4.44335852833877e-11,4.973557438907912e-09,6.286371819922262e-11
2010,6.154325196153618e-05,4.6398999226093807e-11,5.1261215589753255e-09,7.514540676220197e-11
2011,6.108771568895983e-05,5.0637247371389445e-11,4.909066930736117e-09,7.978780384403678e-11
2012,6.094104693537312e-05,4.566865387840251e-11,4.5170379817501984e-09,6.52532873964987e-11
2013,6.123611819930375e-05,5.122412712253523e-11,4.328348917377005e-09,5.496014308341885e-11
2014,6.138329523050093e-05,5.1052716122062285e-11,4.304469415826264e-09,3.885865984146594e-11
2015,6.164517201666188e-05,5.66229791229159e-11,4.668643757302757e-09,3.885865984146594e-11
2016,6.250296064536087e-05,4.832562078679484e-11,4.720361371620843e-09,2.226394316922382e-11
2017,6.258845739163614e-05,4.2051254261118075e-11,4.432440562733102e-09,1.1645963707285212e-11
2018,6.295809216680937e-05,3.746279328420421e-11,4.506509210244758e-09,7.475800534173515e-12
2019,6.308063984761247e-05,4.682849160525526e-11,4.7453851959033955e-09,0.0
