ngram,hour,hur,hou,houur
1855,0.0001292690181539261,2.9416064657133187e-07,4.054179336370518e-07,2.5070136046499517e-10
1856,0.00012796785033840154,2.8896353398977226e-07,4.0340919278086016e-07,1.9696182383478955e-10
1857,0.0001283041263897238,2.8963582516488326e-07,4.3058224313036977e-07,2.4576036840505214e-10
1858,0.00012750332202163657,3.2732509883511997e-07,4.421533463170947e-07,1.9933177330955232e-10
1859,0.00012789130102776523,3.022484723455169e-07,4.3616535500794793e-07,1.4877020250634943e-10
1860,0.00012728212875247533,2.9697853725403025e-07,4.3418406546282184e-07,1.4877020250634943e-10
1861,0.00012767653554744487,3.053280843395052e-07,4.254732500287771e-07,1.4877020250634943e-10
1862,0.00012830709705927542,3.1037936309985525e-07,4.254553118698823e-07,1.5198672479296452e-10
1863,0.00012932840244112804,3.7376294618037977e-07,4.30567504443908e-07,2.4746248700984504e-10
1864,0.00012834458695059375,3.582060738186296e-07,4.062694764732961e-07,1.5119403348354662e-10
1865,0.0001283244865979733,3.114465861082343e-07,4.017250075451427e-07,2.838736864621946e-10
1866,0.0001274035083562402,3.107861366353453e-07,3.8906663998464606e-07,2.838736864621946e-10
1867,0.0001270464189084513,3.1443153147847624e-07,3.758558599591717e-07,2.838736864621946e-10
1868,0.00012523994103373428,3.0011933712817805e-07,3.730254312423702e-07,2.838736864621946e-10
1869,0.00012332030954504653,2.8825199243393787e-07,3.521890010103691e-07,3.073271875082233e-10
1870,0.00012115138711773657,2.1560378879062876e-07,3.389306146215988e-07,2.5408788565225594e-10
1871,0.00012082086634888713,2.165327137910416e-07,3.238366446112195e-07,2.5408788565225594e-10
1872,0.00011956144797815276,2.571772707174854e-07,3.115937699606418e-07,1.21408232673608e-10
1873,0.00011910839280712285,2.6153054274605634e-07,3.089812748515085e-07,1.21408232673608e-10
1874,0.00011800355215590181,2.531894470588928e-07,3.0469425788786406e-07,1.6114894736090386e-10
1875,0.00011754115673414032,2.7288260996881165e-07,2.9769495313303196e-07,2.0126397770603432e-10
1876,0.00011786935647251084,2.726941395232123e-07,3.19347451847664e-07,1.6042418980534634e-10
1877,0.0001175298446988953,2.6920527927489145e-07,3.3329414301468727e-07,1.181877294444332e-10
1878,0.00011638897350556883,2.6222655183768697e-07,3.3884498407132924e-07,1.181877294444332e-10
1879,0.00011650374861866502,2.2140362026285792e-07,3.459989760098584e-07,1.181877294444332e-10
1880,0.00011573266341916419,2.1665470585828318e-07,3.5413489740676596e-07,1.510744129002666e-10
1881,0.00011547369545691513,2.1542578565458825e-07,3.684060914110887e-07,1.4289929358860372e-10
1882,0.0001148776147082182,1.956436546736638e-07,3.7829838918566695e-07,1.0278426324347326e-10
1883,0.0001133595360442996,1.9288758932946492e-07,3.607727023791085e-07,6.445227883146641e-11
1884,0.00011299167402155166,1.9024858082567725e-07,3.564281964177748e-07,9.496318612419889e-11
1885,0.00011249857094039076,1.8885804260142841e-07,3.64111299079793e-07,1.2398646395287268e-10
1886,0.000112040650232562,1.8775901367007464e-07,3.573924150909339e-07,1.51575079868468e-10
1887,0.00011174291284987703,1.9354207227349563e-07,3.5534182529772806e-07,1.1868839641263459e-10
1888,0.00011180413587551032,1.8874024679657202e-07,3.5342912545794594e-07,1.9513417072656936e-10
1889,0.00011282936195909445,1.855789406590702e-07,3.4240008111347766e-07,2.998177499919612e-10
1890,0.0001143390462467713,1.834516772143096e-07,7.771602952288958e-07,3.251134401376683e-10
1891,0.00011477612861199304,1.8159213612177284e-07,1.0671178521144092e-06,3.202075846539135e-10
1892,0.00011468210037232243,1.7396713555431882e-07,1.058294048204646e-06,2.911843068252397e-10
1893,0.0001150149286591581,1.6984607904240484e-07,1.0500133344391673e-06,2.635956909096444e-10
1894,0.00011458459526433476,1.811205692092699e-07,1.0574853409447575e-06,3.0777923662065175e-10
1895,0.00011457261280156672,1.8647609221846194e-07,1.0425036488673608e-06,2.2093907457522632e-10
1896,0.0001147044708237185,1.8481237061353439e-07,1.0758610682972045e-06,1.1625549530983444e-10
1897,0.00011468451910851789,1.8561657912284447e-07,6.406591889377264e-07,9.095980516412742e-11
1898,0.0001151044063070523,1.790972094438205e-07,3.958506462302986e-07,8.339292153650542e-11
1899,0.00011619673854771204,1.7942184423905667e-07,3.8795859122079233e-07,8.339292153650542e-11
1900,0.00011646103874746976,1.780806988855537e-07,4.0839656126731174e-07,8.339292153650542e-11
1901,0.00011759276198323018,1.6895160115382168e-07,3.9497176983007064e-07,3.9209375825498076e-11
1902,0.00011781810982418912,1.6232085288590626e-07,4.3039514707743365e-07,1.803816818135573e-11
1903,0.0001167421807102593,1.5623661348789547e-07,3.992726403469403e-07,4.9916457871874393e-11
1904,0.00011584805283096753,1.6010862274080345e-07,3.969236956891109e-07,6.577019781969388e-11
1905,0.00011549820815811731,1.6580465813019275e-07,3.4849635913555434e-07,6.297889194278078e-11
1906,0.0001151859261361616,1.6624110799057235e-07,3.378517082605218e-07,6.297889194278078e-11
1907,0.00011506991618911602,1.6322863822486916e-07,3.061875629230469e-07,7.76290658739092e-11
1908,0.00011452509768007855,1.4548093117485094e-07,3.143831496085373e-07,9.135351998677623e-11
1909,0.00011496712873590045,1.460857207900647e-07,2.719050513633192e-07,1.0513452905877178e-10
1910,0.00011672795933139111,1.440357846961758e-07,2.562012144023486e-07,7.325623936825311e-11
1911,0.0001174023886311001,1.379391980955396e-07,2.4115828572186207e-07,8.535836323478715e-11
1912,0.00011790481637165482,1.3190593100327013e-07,2.1761416592523476e-07,9.89397165386739e-11
1913,0.00011937823520773756,1.3395878032237567e-07,2.1383304320871893e-07,9.89397165386739e-11
1914,0.00012072379468008876,1.3399133942065028e-07,2.1413826191616992e-07,8.428954260754549e-11
1915,0.00012261253764985928,1.3006816297027918e-07,1.8954376709448946e-07,7.056508849467846e-11
1916,0.00012457680194139748,1.2715772917155326e-07,1.8944877565120676e-07,7.183594195682628e-11
1917,0.0001247806430910714,1.2695600405874886e-07,1.873070090141482e-07,7.183594195682628e-11
1918,0.0001256975592696108,1.2413877316573364e-07,1.854758206068904e-07,5.826031720549248e-11
1919,0.00012592107980578606,1.2461260772462473e-07,1.8038661916567174e-07,4.3637848295181265e-11
1920,0.00012460961651023745,1.1751403405924066e-07,1.861116751505116e-07,4.3637848295181265e-11
1921,0.00012289562437217683,1.2105346667924876e-07,1.8644506992261866e-07,4.3637848295181265e-11
1922,0.00012090937317615109,1.2447884703955685e-07,1.8797327884710414e-07,6.778914433759807e-11
1923,0.0001177183845097066,1.2566283861100862e-07,1.9056636192869648e-07,5.27372818034547e-11
1924,0.0001154263102632415,1.2286560848094397e-07,1.9388152086971138e-07,5.27372818034547e-11
1925,0.00011344875175771969,1.207438578327518e-07,1.947174500368679e-07,3.835704274043497e-11
1926,0.0001128617160637597,1.1991576696703176e-07,1.9778756714978434e-07,2.4151296042416804e-11
1927,0.00011210077874628561,1.264843691371555e-07,1.990275413683256e-07,4.6889674682708864e-11
1928,0.00011120815491137494,1.200231462153819e-07,1.9978573716018998e-07,4.6889674682708864e-11
1929,0.00011057326940187653,1.1448448386123086e-07,1.98878069568309e-07,2.273837864029206e-11
1930,0.00011157015874882095,1.13754811284902e-07,2.0255476686413333e-07,2.273837864029206e-11
1931,0.00011240437847196258,1.1182128036222951e-07,1.994467169197378e-07,2.273837864029206e-11
1932,0.00011269646659327139,1.1354023346906875e-07,1.9986349489694737e-07,2.273837864029206e-11
1933,0.00011252855308287377,1.1469420359487361e-07,2.0145825325406414e-07,2.273837864029206e-11
1934,0.00011262838961556554,1.0800355251408941e-07,2.108270718638648e-07,0.0
1935,0.00011400689774226131,1.0737980561868556e-07,2.069171866228966e-07,0.0
1936,0.00011408509037989591,1.0720548512413838e-07,2.020914564582199e-07,0.0
1937,0.00011362172621634922,1.0442972962567052e-07,1.931003258245515e-07,0.0
1938,0.00011310013256401621,1.072250351999823e-07,1.8878649906842577e-07,0.0
1939,0.00011498926739607538,1.0301106405969612e-07,1.8614752101646965e-07,0.0
1940,0.0001161369790289817,1.0225583630634511e-07,1.951271895807492e-07,0.0
1941,0.00011796456237789243,1.032722788555215e-07,1.907893180584454e-07,0.0
1942,0.0001178357467454459,1.0079315464801247e-07,1.973609024779372e-07,0.0
1943,0.00011996059350037415,9.669353622549742e-08,2.0467668296727686e-07,0.0
1944,0.0001202689392292606,9.330622776003241e-08,2.0694384618634233e-07,0.0
1945,0.00012026834883727133,8.65118506356209e-08,2.1810857171138715e-07,0.0
1946,0.00011798701806193484,8.444006839779052e-08,2.244057100142527e-07,0.0
1947,0.00011532490732081766,7.765187502530222e-08,2.1795757934991604e-07,0.0
1948,0.0001123853404091538,7.564069700752693e-08,2.1088249013700988e-07,1.709999998743074e-11
1949,0.00011089765030192211,7.807273557805924e-08,2.0963962908483934e-07,1.709999998743074e-11
1950,0.00010752131493063644,7.851900310892493e-08,2.112586737926644e-07,1.709999998743074e-11
1951,0.0001052797566184641,8.022090522022804e-08,2.1789910980325139e-07,1.709999998743074e-11
1952,0.00010390372855389225,8.238704144300105e-08,2.1861215567956345e-07,1.709999998743074e-11
1953,0.00010263280585474734,8.477468834858623e-08,2.1774158044861126e-07,1.709999998743074e-11
1954,0.00010226092230628378,8.703936060783235e-08,2.353544894211674e-07,1.1871168730565833e-10
1955,0.00010161211061391182,8.404781531063626e-08,2.3979764510581194e-07,1.016116873182276e-10
1956,9.983816770337788e-05,8.947192294986703e-08,2.437987518533191e-07,1.016116873182276e-10
1957,9.913006111414038e-05,9.006676801196331e-08,2.4270541538433985e-07,1.1435541303577474e-10
1958,9.787584401367764e-05,8.851313485333126e-08,2.404503638737359e-07,1.2625722094800855e-10
1959,9.564439928258903e-05,8.71398465765846e-08,2.365735635326668e-07,1.3755115994630784e-10
1960,9.38613000991089e-05,8.664716639421905e-08,2.357525232810076e-07,1.3755115994630784e-10
1961,9.202146611642092e-05,8.77992129793321e-08,2.1751279786842913e-07,4.7195041525632013e-11
1962,9.016638380541866e-05,9.228299952772951e-08,2.2447495747915776e-07,5.739679763218573e-11
1963,8.874952826382858e-05,9.143385426568784e-08,2.2184356802361955e-07,6.730065413692746e-11
1964,8.684472101906846e-05,9.143766886511782e-08,2.2925260623196664e-07,5.455692841938031e-11
1965,8.539807250989335e-05,9.864573716608252e-08,2.417369963885514e-07,5.147020210832005e-11
1966,8.389528479061223e-05,1.0293378035644959e-07,2.7381106804114097e-07,4.017626311002078e-11
1967,8.262136543635279e-05,1.0226879762090643e-07,2.8667038520779897e-07,5.786562102499155e-11
1968,8.077749329718895e-05,1.0092932508801563e-07,3.09256898438954e-07,4.661005212743977e-11
1969,7.935037449767281e-05,9.764682269113629e-08,3.065127742729601e-07,3.640829602088605e-11
1970,7.778067083563656e-05,8.987318571891073e-08,3.1216392163254826e-07,3.527394844469813e-11
1971,7.667519925494812e-05,8.968391642026421e-08,3.1413753731612815e-07,4.422484898133508e-11
1972,7.543083691936252e-05,8.079275813445617e-08,3.034510476546919e-07,6.149610285285537e-11
1973,7.454286242136732e-05,7.923169574399123e-08,2.7662140463949723e-07,1.1102068570023604e-10
1974,7.342294598596968e-05,7.694451552099833e-08,2.691130630085224e-07,9.333132778526526e-11
1975,7.254564323894945e-05,7.421305119643356e-08,2.566724260434837e-07,1.2576932848348425e-10
1976,7.170604450428593e-05,7.357763515918642e-08,2.556317083092706e-07,1.2576932848348425e-10
1977,7.116185900356089e-05,7.272917404829318e-08,2.5244335688512365e-07,2.9358085506287727e-10
1978,7.037530927586236e-05,6.972412590146502e-08,2.4344834262787375e-07,2.846299545262403e-10
1979,6.979852748502578e-05,6.943720569958195e-08,2.4534768020397936e-07,2.5854361905354647e-10
1980,6.883334676136396e-05,6.546673603224917e-08,2.501094168597514e-07,2.168558636233315e-10
1981,6.78908992475564e-05,6.449893317851871e-08,2.4875098907679263e-07,2.2448566220198022e-10
1982,6.733421676991773e-05,6.265745052961133e-08,2.4553865379013065e-07,1.9204766150376125e-10
1983,6.646778950068568e-05,6.17739018033652e-08,2.419211792162709e-07,1.9204766150376125e-10
1984,6.566351346139397e-05,6.18419555564742e-08,2.4086977288918986e-07,3.016781269238322e-11
1985,6.516972851906238e-05,6.20600733977231e-08,2.406049982742583e-07,3.7401887638597946e-11
1986,6.449142217336754e-05,6.13326552719887e-08,2.3161945656673716e-07,3.7401887638597946e-11
1987,6.424817131898765e-05,6.343058599002558e-08,2.202260418471269e-07,4.9627462357846956e-11
1988,6.407696179979081e-05,6.408045142133492e-08,2.1269511510776544e-07,5.5860483401591414e-11
1989,6.348335383726018e-05,6.354967650525265e-08,2.0750467756767777e-07,5.5860483401591414e-11
1990,6.334880371079115e-05,6.401708877287352e-08,2.1905662046200242e-07,5.5860483401591414e-11
1991,6.312079598761297e-05,6.460713564138132e-08,2.1686799048633736e-07,4.772856514773898e-11
1992,6.26596312421108e-05,6.683043604230729e-08,2.1162374049968742e-07,4.049449020152426e-11
1993,6.279298499326355e-05,7.48128132142613e-08,2.1172614188864308e-07,4.049449020152426e-11
1994,6.29852116357402e-05,8.053727234320312e-08,2.0760786055364277e-07,2.0432088065109558e-11
1995,6.32561495876871e-05,8.815403162998336e-08,2.0769896634322193e-07,6.569268442716389e-12
1996,6.392771423894114e-05,9.487706721854141e-08,2.0199137346870494e-07,6.569268442716389e-12
1997,6.479067191581375e-05,1.0091915316122271e-07,1.8469439006756666e-07,2.3826840797999285e-11
1998,6.580709513010723e-05,1.0251033444319546e-07,1.814646728754659e-07,1.72575723552829e-11
1999,6.652882231199848e-05,1.0518413720969225e-07,1.8669444200116102e-07,6.606677110149966e-11
2000,6.746477031681155e-05,1.0322024479592073e-07,1.8693687106211394e-07,6.606677110149966e-11
2001,6.895597263272586e-05,1.0248048657298828e-07,1.890794781697228e-07,6.606677110149966e-11
2002,7.012755668256432e-05,9.68110670994195e-08,1.8611823244490161e-07,8.754098636463782e-11
2003,7.144927180239133e-05,9.508326469033688e-08,1.8416584980838836e-07,9.269912367477445e-11
2004,7.24948539365349e-05,9.014579660515665e-08,1.8627848825352495e-07,7.544155131949154e-11
2005,7.458165678794362e-05,8.999298525428198e-08,1.8366513034249821e-07,8.041014481247849e-11
2006,7.738993528099465e-05,8.625829752060912e-08,1.7219521859195603e-07,3.160094606626172e-11
2007,7.989061123225838e-05,8.181507585699624e-08,1.7405670657158874e-07,3.6968107146912694e-11
2008,8.227327738755516e-05,7.462283743312323e-08,1.9908688183737207e-07,3.6968107146912694e-11
2009,8.385188058517607e-05,7.62749274534664e-08,2.2962992269575417e-07,1.5493891883774527e-11
2010,8.494341143107574e-05,7.347774097102696e-08,2.749103344967807e-07,1.4429650678691809e-11
2011,8.726544079503842e-05,7.393774836828015e-08,3.3507196966248945e-07,1.4429650678691809e-11
2012,8.812063606455922e-05,7.476813225691461e-08,3.7161405381474264e-07,9.461057185704875e-12
2013,8.756627981451206e-05,7.397152350969399e-08,4.1817610200009116e-07,9.461057185704875e-12
2014,8.846318503076742e-05,7.523894599411765e-08,4.621742440186998e-07,4.093896105053904e-12
2015,9.000958795825551e-05,8.339801179805103e-08,4.943199647706413e-07,4.093896105053904e-12
2016,9.12391728239267e-05,1.551637132430577e-07,5.125935566801283e-07,4.093896105053904e-12
2017,9.261101634668496e-05,1.696282900809365e-07,5.179860570099967e-07,0.0
2018,9.263363463105634e-05,1.8757853155193515e-07,4.973610828074015e-07,0.0
2019,9.334913920611143e-05,2.118214883495284e-07,5.161991154523093e-07,0.0
