ngram,court,crt,cout,curt
1839,0.00025489523250143975,2.0258087524942832e-08,3.141148699877963e-08,1.2008041595988418e-07
1840,0.0002563230643448021,1.928144526581426e-08,3.0792097506702835e-08,1.2055071100089014e-07
1841,0.00025668223471646864,1.7621464668390478e-08,3.046169132809544e-08,1.3413643529247565e-07
1842,0.00026062451693828085,1.8924455907105246e-08,3.0795831916309776e-08,1.4560880247570041e-07
1843,0.0002623631797697661,2.0635552187643824e-08,2.9241350927934817e-08,1.6118109259975556e-07
1844,0.0002580952360793682,2.1827652574302192e-08,2.8115872043242363e-08,1.7677381996301327e-07
1845,0.0002540855078093175,2.1882953861661136e-08,2.6338985088208185e-08,1.878737764725104e-07
1846,0.0002567395089759624,2.2081038458005812e-08,2.6406628756652547e-08,2.0484064780898086e-07
1847,0.0002527242946338707,2.3389865282703274e-08,2.8141061036990322e-08,2.355575341133382e-07
1848,0.0002529408229747787,2.510573006629459e-08,2.7925786889276035e-08,2.7144759988979264e-07
1849,0.00025286723186062384,2.5541008292455965e-08,2.714054809465389e-08,2.930685423864686e-07
1850,0.0002495025546522811,2.5885672272352167e-08,2.6890624584195522e-08,3.127834357233691e-07
1851,0.00024547140180532424,2.6858668939715765e-08,2.6557232349741104e-08,3.3413518199917493e-07
1852,0.0002474855261555474,2.7797196925202376e-08,2.7062973322650967e-08,3.6732512447607793e-07
1853,0.0002480278427745881,2.8346035867749768e-08,2.7935290652132087e-08,3.953855736784005e-07
1854,0.0002516327388418306,2.8709442442423746e-08,2.736940781947591e-08,4.2416916455424924e-07
1855,0.0002508407986689625,2.8272059487172944e-08,2.8321115611415086e-08,4.441676334668695e-07
1856,0.00024973763044857023,2.9008639046423923e-08,2.809604460196624e-08,4.754773133949389e-07
1857,0.0002478683246798547,2.916203887894296e-08,2.7522780752877096e-08,4.923658829219286e-07
1858,0.00024797956367755044,2.947653905087983e-08,2.763267481498133e-08,5.165202350911256e-07
1859,0.0002423283294774592,3.109676884248204e-08,2.8603417031750463e-08,5.412416409659013e-07
1860,0.00023565726379664348,3.1238917738310845e-08,2.843053817766109e-08,5.719002647960483e-07
1861,0.00023395537573378533,3.072488219402203e-08,2.696819884866792e-08,5.844208236080053e-07
1862,0.00022837543760293296,3.152330409404515e-08,2.7647713705748955e-08,5.872066464819779e-07
1863,0.00022625191819055805,3.13330943413348e-08,2.808526465360371e-08,5.963358457198151e-07
1864,0.00022378573859376566,3.1194558047786813e-08,3.103077134929728e-08,6.088077465652272e-07
1865,0.0002250362532712253,3.1035686274906634e-08,3.361503558047778e-08,6.157420346296152e-07
1866,0.0002284207148477435,3.354855263434534e-08,3.3269815854656115e-08,6.156720197785554e-07
1867,0.00024082679010462016,3.5623472172119364e-08,3.4991388834068205e-08,5.933200424936201e-07
1868,0.00024657299218233675,3.915484622244289e-08,3.9414874919430076e-08,5.953657315720713e-07
1869,0.0002617564542950796,4.047543354447823e-08,3.951264103209594e-08,5.955622392710731e-07
1870,0.00027302364885274855,4.074428819730461e-08,4.130555808501413e-08,5.938723656332254e-07
1871,0.00028581269517807025,4.046116229363049e-08,4.187824284177363e-08,6.04114875711405e-07
1872,0.00029472666210494936,4.259733036146177e-08,4.0209241396788846e-08,6.068414515019478e-07
1873,0.00030479984707199037,3.8389500848065184e-08,4.194343107753541e-08,5.952738969686575e-07
1874,0.0003112028477646943,3.661786708773564e-08,4.0766356132085746e-08,6.103253359209962e-07
1875,0.0003190682702032583,3.300884010570826e-08,3.763401247778932e-08,6.0513468724821e-07
1876,0.000323703109253464,3.147537367250866e-08,3.6616416311728376e-08,6.128738700031786e-07
1877,0.00032708094555086324,3.066529024360014e-08,3.868105048963701e-08,6.16426543079537e-07
1878,0.00033016595573696705,3.069738850415758e-08,3.63039576813305e-08,6.142347501736367e-07
1879,0.0003368362335355154,2.897529682854838e-08,3.625484852014844e-08,6.063270672841879e-07
1880,0.00034445639799482057,2.9123329271994536e-08,3.531432644722697e-08,6.044319483018106e-07
1881,0.0003513849057656314,2.798675678507477e-08,3.510019678084778e-08,5.924539274409264e-07
1882,0.00035322687056447776,2.7739294797665285e-08,3.588689929350559e-08,5.872377966755136e-07
1883,0.0003671822279492127,2.594654421475947e-08,3.596347042389425e-08,5.768678598932248e-07
1884,0.00038009259567063836,2.5304930976030197e-08,3.467695210344703e-08,5.757660557849574e-07
1885,0.00038884233383994015,2.4709290106069863e-08,3.6889231986541356e-08,5.703814654875064e-07
1886,0.0003936519580227988,2.351994307251256e-08,3.850659829091845e-08,5.668043903434799e-07
1887,0.00039780134933867624,2.3767281222473813e-08,3.797013751035852e-08,5.659491648657422e-07
1888,0.00039711801218800247,2.377424327245795e-08,3.8501599622772376e-08,5.679656770293409e-07
1889,0.0004044859919564,2.382579543182471e-08,3.827986613405951e-08,5.750233883970525e-07
1890,0.000395004970154592,2.408026337060879e-08,3.8676407854154604e-08,5.744507802774024e-07
1891,0.00039327600305633884,2.388437232119551e-08,3.659146534979689e-08,5.698479412785673e-07
1892,0.00040036468167922327,2.373484342399479e-08,3.455554420384033e-08,5.642007343859794e-07
1893,0.00040445924553621026,2.4096396497189484e-08,3.1914038142336465e-08,5.773121805369945e-07
1894,0.0004089787128447954,2.3568886778743296e-08,3.13418827399151e-08,5.78853343670614e-07
1895,0.00041640150759901317,2.323267749610685e-08,3.037104180845875e-08,5.955764420052998e-07
1896,0.0004161460300175739,2.2956509328407393e-08,3.0014085946764424e-08,6.051068339729682e-07
1897,0.00041611273939322146,2.3334010787071487e-08,2.94773988075901e-08,6.193522738483028e-07
1898,0.00042003471337791,2.3527459345830592e-08,3.01752268886243e-08,6.210803381431365e-07
1899,0.00040969400600131067,2.359560090172051e-08,2.9596900422542864e-08,6.304015463293971e-07
1900,0.00040786793189389367,2.341573157593757e-08,2.9723027594741325e-08,6.351052174328029e-07
1901,0.0004006615116460515,2.335979536789117e-08,2.969971595640735e-08,6.47618467805192e-07
1902,0.0003968763547683401,2.4248770356751137e-08,3.151673309633095e-08,6.383635065633695e-07
1903,0.00040311152614387017,2.4417600893603516e-08,3.043615975124274e-08,6.167296403093912e-07
1904,0.00040839942188800445,2.452717724159876e-08,3.067589128745242e-08,6.025176162438584e-07
1905,0.00040563512344046364,2.4085519102966047e-08,2.9619882166035235e-08,5.981454884412025e-07
1906,0.0004089651587751827,2.4314081161134837e-08,2.84190149508439e-08,5.899652657197813e-07
1907,0.0004103855005398925,2.3840454689759227e-08,2.7156216069507925e-08,5.774668271182495e-07
1908,0.0004146553567677204,2.382026969322786e-08,2.5894685506955284e-08,5.705834869981377e-07
1909,0.0004167162946292332,2.2716137288674483e-08,2.3551123210349293e-08,5.578142625901299e-07
1910,0.00040858450561894903,2.2399172548505575e-08,2.3350845574603748e-08,5.588831868408306e-07
1911,0.00040575782934735926,2.2365774756037482e-08,2.2855269930589983e-08,5.491090827750408e-07
1912,0.0004099140891672245,2.2446761909528893e-08,2.1887554625875183e-08,5.468530649263162e-07
1913,0.00040951870531508964,2.229460755691954e-08,2.2275080319949277e-08,5.398830629539069e-07
1914,0.0004051777858486665,2.2462493833229147e-08,2.3116807262064347e-08,5.257237977015652e-07
1915,0.00040170715406670103,2.176133026158108e-08,2.3356447189014162e-08,5.076842139065516e-07
1916,0.0003891060103861881,2.182109756379954e-08,2.3232572944818586e-08,5.088142042300856e-07
1917,0.00038435210340789387,2.277107619923819e-08,2.3918161673464056e-08,5.051709146235745e-07
1918,0.0003791877451086683,2.2812522664545602e-08,2.2902010193044068e-08,5.038749983603858e-07
1919,0.0003651938251485782,2.3208311463106057e-08,2.3653776334445605e-08,4.999064750726185e-07
1920,0.00035743380846854834,2.332692388457807e-08,2.3451334842304406e-08,5.098080302039827e-07
1921,0.00035041800999481765,2.3630892798109926e-08,2.3557401109184995e-08,5.134482340248983e-07
1922,0.00034050876274704933,2.459279357935884e-08,2.370977522251191e-08,5.210877783870924e-07
1923,0.0003439354061681245,2.463579638702283e-08,2.373368270168287e-08,5.200931322438659e-07
1924,0.000336896682191374,2.390362549168198e-08,2.2977238397662144e-08,5.256767394712369e-07
1925,0.00032967477039034875,2.3276249499255234e-08,2.2335530250724593e-08,5.292758373798279e-07
1926,0.00031968261880267946,2.360105355592168e-08,2.139924910287456e-08,5.254966351588206e-07
1927,0.0003110042224372072,2.3670308887549903e-08,2.0954787111853486e-08,5.165232599730578e-07
1928,0.000309147614253951,2.2622984374720545e-08,2.0463893436937852e-08,5.154832365406037e-07
1929,0.000308454452481653,2.188740871084909e-08,2.0440050414143636e-08,5.086451600228819e-07
1930,0.00029725453766461996,2.143789374591571e-08,2.0471630739799755e-08,5.014021594109051e-07
1931,0.0002930799881661577,2.1049228392046515e-08,2.0879885249363335e-08,4.939647096437381e-07
1932,0.00028931996036720065,2.164850064291711e-08,2.272267834208768e-08,4.912229079374291e-07
1933,0.00029112403197879236,2.3519242680387313e-08,2.2706624136503706e-08,4.874513633369913e-07
1934,0.0002938264764712325,2.3927754000396817e-08,2.3890675089026965e-08,5.217948008911273e-07
1935,0.00028929019130633345,2.639181597073405e-08,2.4166966840409388e-08,5.142998864877362e-07
1936,0.0002876403949423028,2.9061198907649148e-08,2.358943871984463e-08,5.006002083973726e-07
1937,0.00029192968837118575,3.153040799881117e-08,2.3117883734309023e-08,4.909339728393596e-07
1938,0.0002978395620760109,3.302146010599115e-08,2.2617913383474582e-08,4.773095188933699e-07
1939,0.00029471612236063393,3.50960195508573e-08,2.0607594361113764e-08,4.706587779829923e-07
1940,0.0002908317546825856,3.4037059646964603e-08,2.030894081477592e-08,4.56646773727698e-07
1941,0.0002817153976398653,3.565561002005779e-08,1.9730366420032752e-08,4.0367095266446995e-07
1942,0.0002747885591816157,3.5083108989348536e-08,1.9388667687232035e-08,3.959211036479766e-07
1943,0.00026276846516079137,3.4450080375693556e-08,1.915383940342963e-08,3.9624969109094567e-07
1944,0.00024988280867026854,3.4072808067061744e-08,1.8807867009838575e-08,3.9411586223130665e-07
1945,0.000239576624673126,3.685473767437283e-08,1.9249808858035067e-08,3.9342799189918356e-07
1946,0.0002390935634528952,3.826191985467631e-08,1.954091923193703e-08,3.773795599824682e-07
1947,0.00023311682577644075,3.866168946891386e-08,1.9364269933573397e-08,3.7454731227626326e-07
1948,0.00023134604478920146,3.872443242260358e-08,1.9637548476225675e-08,3.7938294943679854e-07
1949,0.00022970336431171745,4.7712269690691755e-08,1.965077167653817e-08,3.7922501811798224e-07
1950,0.00023266837108946805,5.4163934290077775e-08,1.9764542256796502e-08,3.744604189900461e-07
1951,0.0002365102243077542,6.15806590482342e-08,1.9841987100984885e-08,3.6957968063688895e-07
1952,0.0002339910965279809,6.18511032866666e-08,1.9396390017943432e-08,3.6316617979537114e-07
1953,0.00022594748380860047,6.38446233023972e-08,1.9401033160956364e-08,3.6356984521392276e-07
1954,0.00022961798406738256,6.657937997748117e-08,1.9575719077481934e-08,3.594890318124401e-07
1955,0.00022669307405262122,7.186879256794652e-08,1.9067598293937797e-08,3.46701382016233e-07
1956,0.00022643831990925328,6.982648770303967e-08,1.916507866691778e-08,3.3772465306875734e-07
1957,0.00022682207054458559,6.911044942674899e-08,1.9863988803032432e-08,3.3688586345955886e-07
1958,0.0002209104339791728,7.287703443889118e-08,2.0103058011906276e-08,3.3529795879465904e-07
1959,0.00021844887773373297,7.781848562363588e-08,1.9722589529789858e-08,3.316835009822431e-07
1960,0.00021853143490651355,8.124734358310498e-08,2.027374382659478e-08,3.2885101372163004e-07
1961,0.00020797978712445392,8.78129071679723e-08,2.136100515518332e-08,3.239988960298693e-07
1962,0.000205820902400384,9.469003917469568e-08,2.175838100169715e-08,3.25672853510436e-07
1963,0.00020166606243167604,9.475884204286039e-08,2.1188998746067356e-08,3.279390300901598e-07
1964,0.00019832498842983374,9.59822261035827e-08,2.024538657354112e-08,3.2451803479359243e-07
1965,0.0001969030043775482,9.84868841718318e-08,2.0977135964780506e-08,3.2517103168824437e-07
1966,0.00019613335358111987,1.0619960428519854e-07,2.2056244323006728e-08,3.2927196766000376e-07
1967,0.00019623216108552048,1.201034233336681e-07,2.190302314123268e-08,3.3456762236840275e-07
1968,0.00020100904138027026,1.2950415850809804e-07,2.222228978610019e-08,3.3349933557604216e-07
1969,0.00020508913855467523,1.2704808938224232e-07,2.3460046857540614e-08,3.253941948904477e-07
1970,0.00020931000472046435,1.2899079544175557e-07,2.3991719087592045e-08,3.169559111678869e-07
1971,0.00021142314445959137,1.361308302908323e-07,2.603066080147138e-08,3.0752647311211536e-07
1972,0.00021670689914442067,1.4247492937816526e-07,2.694764183226133e-08,2.959172807745095e-07
1973,0.0002254245337098837,1.4633005207542737e-07,2.7781569552790382e-08,2.833604883432729e-07
1974,0.00023098773090168834,1.4111520028693902e-07,2.8837891059246042e-08,2.6792600189245217e-07
1975,0.00023692604528540478,1.367304288838308e-07,2.8968446181514603e-08,2.635907248661949e-07
1976,0.0002389346731693617,1.4708464947586564e-07,2.8677841815546604e-08,2.5960404822659e-07
1977,0.00023915527188884362,1.6044905797636083e-07,2.958010090838213e-08,2.5808685271450873e-07
1978,0.0002436180179107136,1.6543436385875664e-07,2.911567114389462e-08,2.619161136863113e-07
1979,0.0002496656442027805,1.6158837671095432e-07,2.8677551761851257e-08,2.6401703426667413e-07
1980,0.0002481256690641333,1.5279349899596388e-07,2.8318583034092626e-08,2.7042043728085575e-07
1981,0.0002504205164898719,1.4989215811413358e-07,2.8073955097137774e-08,2.837395080795042e-07
1982,0.00025355664547532797,1.4329205859959465e-07,2.8457992787675072e-08,2.8654359799215203e-07
1983,0.0002559118584031239,1.2598746630081742e-07,2.824742573181993e-08,2.96067883352537e-07
1984,0.00026244526296587925,1.0786689484478171e-07,2.834522940174468e-08,3.041871983506488e-07
1985,0.00026187226259415705,9.219739689163881e-08,2.7812331739239327e-08,3.0783724014327163e-07
1986,0.00025882780235925954,8.721310505523303e-08,2.877587768068679e-08,3.12507881160075e-07
1987,0.00026032807155778367,8.287606283780796e-08,3.3322963436229914e-08,3.1378075553740406e-07
1988,0.0002606074184378875,8.296894295410442e-08,4.1940219931900306e-08,3.1141914291765715e-07
1989,0.00025739620988523323,7.88237422000293e-08,5.1988056526397486e-08,3.1916136679553476e-07
1990,0.0002568141582222389,7.639890548765444e-08,6.6468886268061e-08,3.233808009943979e-07
1991,0.00025097644954387633,7.373093576948772e-08,1.0767049271212922e-07,3.2775778484912213e-07
1992,0.00024969105808330435,7.025227180942498e-08,1.4037827459186962e-07,3.3350618114777066e-07
1993,0.00024802200329889147,5.8696427274185226e-08,1.727883644418528e-07,3.39066685585619e-07
1994,0.0002468086188725595,5.237737634087937e-08,2.178246205630785e-07,3.4573550676343855e-07
1995,0.0002490558420374457,3.961460772115645e-08,2.479321768841406e-07,3.5155069407924853e-07
1996,0.00025088513835466335,3.8438058577331246e-08,2.744259047306384e-07,3.5910645124204166e-07
1997,0.00024974413307583224,3.670980421231564e-08,2.881586027569938e-07,3.7450024998569073e-07
1998,0.00025316464806175124,3.6284935690998413e-08,2.744341186046638e-07,3.893731193979225e-07
1999,0.00025367441412527114,3.689834012935275e-08,3.0048215242978973e-07,4.0652078122807976e-07
2000,0.0002515247241327805,3.783618777016987e-08,2.971187435767726e-07,4.240903227322893e-07
2001,0.0002461663243593648,3.8562397465722956e-08,2.9980528129921626e-07,4.445714775361661e-07
2002,0.0002359759943958904,3.898329811339149e-08,3.017564681938113e-07,4.660883478533963e-07
2003,0.00022668225574307144,3.675602780869472e-08,2.808795837186803e-07,4.891710269865663e-07
2004,0.00021901922134150351,3.731395636918933e-08,2.7864182681826476e-07,5.143968979025106e-07
2005,0.00020949076861143112,3.5185317516704476e-08,3.032725654098353e-07,5.549565490322753e-07
2006,0.00019838000714246715,3.383583470549313e-08,3.057816136171303e-07,6.079616363357283e-07
2007,0.00018633965477679988,3.1882025400672576e-08,3.3585615507750586e-07,6.664495393644237e-07
2008,0.0001722284048030685,2.8969832754910385e-08,3.455971072493672e-07,7.445204752392393e-07
2009,0.00015782211890577206,2.5751058682236102e-08,4.086841300932065e-07,8.139406791737461e-07
2010,0.00014191627165668512,2.3355074065177306e-08,4.4559643340237797e-07,8.756840819452399e-07
2011,0.0001285180592926086,2.1015885920405708e-08,5.071341157807703e-07,9.697439265567352e-07
2012,0.00011489755602919363,2.01393525348489e-08,5.079583250530309e-07,1.0362703700853411e-06
2013,0.00010544065402687661,1.909231985207173e-08,4.969865017301345e-07,1.0743306851119477e-06
2014,9.791482027919431e-05,1.8643757521934797e-08,4.96554702879491e-07,1.1345206303303712e-06
2015,9.520130489753293e-05,1.9301155721304245e-08,4.878558611056048e-07,1.1678344467977046e-06
2016,9.541748607132052e-05,1.9385249722907768e-08,4.1554527894861947e-07,1.1950111229452887e-06
2017,9.635291280574165e-05,1.9363524117466113e-08,4.1827496488622273e-07,1.23063258191299e-06
2018,9.706144483061508e-05,1.9947554719124128e-08,3.738666464414564e-07,1.219124624185497e-06
2019,9.742170914250892e-05,2.0234034003863144e-08,3.6755005794475437e-07,1.223462703592304e-06
