ngram,event,evnt,evnt,eventt
1683,1.242927802585265e-05,0.0,0.0,0.0
1684,1.2922425022614853e-05,0.0,0.0,0.0
1685,1.3061182861357728e-05,0.0,0.0,0.0
1686,1.4937123134067016e-05,0.0,0.0,0.0
1687,1.3965920710948662e-05,0.0,0.0,0.0
1688,1.231871276883924e-05,0.0,0.0,0.0
1689,1.1798637712802571e-05,0.0,0.0,0.0
1690,1.175978747726601e-05,0.0,0.0,0.0
1691,1.0648054025555861e-05,0.0,0.0,0.0
1692,1.0477665650146914e-05,0.0,0.0,0.0
1693,8.440115834673634e-06,0.0,0.0,0.0
1694,8.028995872726747e-06,0.0,0.0,0.0
1695,7.747809604552458e-06,0.0,0.0,0.0
1696,7.618591715592109e-06,0.0,0.0,0.0
1697,8.470938837490394e-06,0.0,0.0,0.0
1698,1.234844918534301e-05,0.0,0.0,0.0
1699,1.1818523911902698e-05,0.0,0.0,0.0
1700,1.1557668423327933e-05,0.0,0.0,0.0
1701,1.2103863355150679e-05,0.0,0.0,0.0
1702,1.3203207799961092e-05,0.0,0.0,0.0
1703,1.3296705674292753e-05,0.0,0.0,0.0
1704,1.136828866167759e-05,0.0,0.0,0.0
1705,8.05105459481378e-06,0.0,0.0,0.0
1706,8.649095824304303e-06,0.0,0.0,0.0
1707,8.088285637443602e-06,0.0,0.0,0.0
1708,7.651881690305475e-06,0.0,0.0,0.0
1709,5.915468364037224e-06,0.0,0.0,0.0
1710,6.085617412411791e-06,0.0,0.0,0.0
1711,5.9057561949365275e-06,0.0,0.0,0.0
1712,5.151930086607795e-06,0.0,0.0,0.0
1713,4.895669235338573e-06,0.0,0.0,0.0
1714,5.872950233814274e-06,0.0,0.0,0.0
1715,5.826761870204271e-06,0.0,0.0,0.0
1716,6.022563346570158e-06,0.0,0.0,0.0
1717,5.648230333983e-06,0.0,0.0,0.0
1718,6.174003894037534e-06,0.0,0.0,0.0
1719,5.958104241342101e-06,0.0,0.0,0.0
1720,5.941448729832441e-06,0.0,0.0,0.0
1721,5.5705434728484505e-06,0.0,0.0,0.0
1722,8.401507232390162e-06,0.0,0.0,0.0
1723,9.538905520197919e-06,0.0,0.0,0.0
1724,9.91102508253659e-06,0.0,0.0,0.0
1725,1.0936733458168288e-05,0.0,0.0,0.0
1726,1.1948272328611762e-05,0.0,0.0,0.0
1727,1.2735091136814195e-05,0.0,0.0,0.0
1728,1.3030076063712062e-05,0.0,0.0,0.0
1729,1.1096442124523622e-05,0.0,0.0,0.0
1730,1.0664209574835176e-05,0.0,0.0,0.0
1731,1.0651824205914246e-05,0.0,0.0,0.0
1732,9.481229361491777e-06,0.0,0.0,0.0
1733,1.0481014799422286e-05,0.0,0.0,0.0
1734,1.0274437110118534e-05,0.0,0.0,0.0
1735,1.0511173903588705e-05,0.0,0.0,0.0
1736,1.0529648729321447e-05,0.0,0.0,0.0
1737,1.0940031188511057e-05,0.0,0.0,0.0
1738,1.2859315510078367e-05,0.0,0.0,0.0
1739,1.3783737163716328e-05,3.2309164867326346e-09,3.2309164867326346e-09,0.0
1740,1.321287423447107e-05,3.2309164867326346e-09,3.2309164867326346e-09,0.0
1741,1.353149803305444e-05,3.2309164867326346e-09,3.2309164867326346e-09,0.0
1742,1.3644109068471672e-05,3.2309164867326346e-09,3.2309164867326346e-09,0.0
1743,1.446864838986325e-05,3.2309164867326346e-09,3.2309164867326346e-09,0.0
1744,1.5130526662687771e-05,3.2309164867326346e-09,3.2309164867326346e-09,0.0
1745,1.5546070374382127e-05,3.2309164867326346e-09,3.2309164867326346e-09,0.0
1746,1.7109719919972122e-05,0.0,0.0,4.977977141606971e-09
1747,1.873492393705029e-05,0.0,0.0,4.977977141606971e-09
1748,1.97947206938157e-05,0.0,0.0,4.977977141606971e-09
1749,2.218648998158252e-05,0.0,0.0,4.977977141606971e-09
1750,2.4474181503007587e-05,3.298731446729367e-09,3.298731446729367e-09,4.977977141606971e-09
1751,2.7403915477667135e-05,3.298731446729367e-09,3.298731446729367e-09,4.977977141606971e-09
1752,2.8945226014392184e-05,3.298731446729367e-09,3.298731446729367e-09,4.977977141606971e-09
1753,3.1544206129703e-05,3.298731446729367e-09,3.298731446729367e-09,0.0
1754,3.281151527646996e-05,7.48280015727687e-09,7.48280015727687e-09,0.0
1755,3.644414157731392e-05,7.48280015727687e-09,7.48280015727687e-09,3.85330776810276e-09
1756,4.069960933910417e-05,7.48280015727687e-09,7.48280015727687e-09,3.85330776810276e-09
1757,4.240534534411771e-05,4.184068710547503e-09,4.184068710547503e-09,3.85330776810276e-09
1758,4.383780261767762e-05,4.184068710547503e-09,4.184068710547503e-09,3.85330776810276e-09
1759,4.5668508911538606e-05,4.184068710547503e-09,4.184068710547503e-09,3.85330776810276e-09
1760,4.557588804995508e-05,4.184068710547503e-09,4.184068710547503e-09,3.85330776810276e-09
1761,4.779675145982765e-05,0.0,0.0,3.85330776810276e-09
1762,4.5462658558140644e-05,0.0,0.0,2.6825820295276313e-09
1763,4.2594066534158106e-05,0.0,0.0,5.5212565947775664e-09
1764,4.439993842554811e-05,0.0,0.0,8.33193628376908e-09
1765,4.560141106984312e-05,0.0,0.0,1.1279344696341859e-08
1766,4.645578519557603e-05,0.0,0.0,1.1279344696341859e-08
1767,4.803881685282769e-05,0.0,0.0,1.1279344696341859e-08
1768,4.74177224012757e-05,0.0,0.0,1.3961557243646894e-08
1769,5.077015833064381e-05,0.0,0.0,1.1278975214119263e-08
1770,5.381268056225963e-05,0.0,0.0,8.440300648869327e-09
1771,5.38367811324341e-05,0.0,0.0,5.629620959877814e-09
1772,5.49772880081686e-05,0.0,0.0,2.682212547305036e-09
1773,5.498203297195557e-05,0.0,0.0,2.682212547305036e-09
1774,5.780068542143064e-05,0.0,0.0,5.354675686979655e-09
1775,5.979503839625977e-05,0.0,0.0,2.672463139674619e-09
1776,6.212865264387801e-05,0.0,0.0,2.672463139674619e-09
1777,6.389226681286735e-05,0.0,0.0,5.590513448997367e-09
1778,6.521213851686168e-05,0.0,0.0,5.590513448997367e-09
1779,6.690959136384273e-05,0.0,0.0,5.590513448997367e-09
1780,6.9293786509661e-05,0.0,0.0,7.939653759844338e-09
1781,6.644968743785284e-05,0.0,0.0,5.267190620169718e-09
1782,6.725933469299759e-05,0.0,0.0,5.267190620169718e-09
1783,6.683831036623036e-05,0.0,0.0,5.267190620169718e-09
1784,6.730101657532421e-05,0.0,0.0,2.349140310846971e-09
1785,6.905679453796308e-05,0.0,0.0,3.9672627088244945e-09
1786,6.816308970363545e-05,0.0,0.0,3.9672627088244945e-09
1787,6.62180661622967e-05,0.0,0.0,4.196405635679769e-09
1788,6.857683495452096e-05,0.0,0.0,4.196405635679769e-09
1789,6.959392651749243e-05,0.0,0.0,5.3597904527334455e-09
1790,7.045326700400827e-05,0.0,0.0,7.569487259218022e-09
1791,6.974275726991306e-05,0.0,0.0,7.569487259218022e-09
1792,6.975699631896402e-05,0.0,0.0,5.951364861240498e-09
1793,6.939750372631741e-05,0.0,0.0,6.937386982335576e-09
1794,7.0486926623354e-05,0.0,0.0,4.35910374463333e-09
1795,6.979009465015094e-05,0.0,0.0,5.272375869225243e-09
1796,6.977285582771791e-05,9.481616127158888e-10,9.481616127158888e-10,6.0053142776033445e-09
1797,6.835648049933038e-05,9.481616127158888e-10,9.481616127158888e-10,4.362541122000201e-09
1798,6.716797361150384e-05,9.481616127158888e-10,9.481616127158888e-10,5.5198544782594385e-09
1799,6.703510215239865e-05,2.149700798323043e-09,2.149700798323043e-09,6.120624071063016e-09
1800,6.630332791246474e-05,2.149700798323043e-09,2.149700798323043e-09,6.369593741339941e-09
1801,6.807103013021074e-05,2.149700798323043e-09,2.149700798323043e-09,6.833934212175612e-09
1802,7.001143032019692e-05,3.4520812240503217e-09,3.4520812240503217e-09,5.920662087583699e-09
1803,6.963940852853869e-05,2.503919611334433e-09,2.503919611334433e-09,4.726338780664767e-09
1804,7.023264957492106e-05,2.503919611334433e-09,2.503919611334433e-09,4.159415129783335e-09
1805,7.067254357804944e-05,2.503919611334433e-09,2.503919611334433e-09,3.002101773524097e-09
1806,6.854768954716357e-05,1.5609305276902725e-09,1.5609305276902725e-09,2.9184323846465077e-09
1807,6.836281681898981e-05,1.5609305276902725e-09,1.5609305276902725e-09,1.8926618209188663e-09
1808,6.618709656842319e-05,1.5609305276902725e-09,1.5609305276902725e-09,2.8405004221759053e-09
1809,6.469246623705008e-05,2.5855010196299387e-10,2.5855010196299387e-10,3.383274882473586e-09
1810,6.446419346113024e-05,2.5855010196299387e-10,2.5855010196299387e-10,2.68127496396074e-09
1811,6.538584420923144e-05,4.929340427902876e-10,4.929340427902876e-10,3.618810727269915e-09
1812,6.585543659249587e-05,4.929340427902876e-10,4.929340427902876e-10,3.857518986778124e-09
1813,6.526942161144689e-05,4.283633447954571e-10,4.283633447954571e-10,3.728377590788463e-09
1814,6.712121207134e-05,6.373214813036401e-10,6.373214813036401e-10,3.728114499652284e-09
1815,6.820666437436427e-05,6.373214813036401e-10,6.373214813036401e-10,2.3159354275595743e-09
1816,6.773381132266618e-05,6.373214813036401e-10,6.373214813036401e-10,1.7731609672618935e-09
1817,6.754223224041718e-05,6.373214813036401e-10,6.373214813036401e-10,2.9725939011880443e-09
1818,6.542604023707099e-05,5.819724067736485e-10,5.819724067736485e-10,2.393127870473474e-09
1819,6.432042105838523e-05,5.819724067736485e-10,5.819724067736485e-10,2.4550144932839704e-09
1820,6.466891760023177e-05,3.879930028054852e-10,3.879930028054852e-10,2.2144526212741766e-09
1821,6.335285070235841e-05,1.790348662973023e-10,1.790348662973023e-10,2.2626029938521697e-09
1822,6.219064536188463e-05,1.790348662973023e-10,1.790348662973023e-10,2.3873718954118115e-09
1823,6.225992703028689e-05,1.790348662973023e-10,1.790348662973023e-10,2.6682974322131005e-09
1824,6.23732500701278e-05,1.790348662973023e-10,1.790348662973023e-10,2.2735845983667957e-09
1825,6.350169964467309e-05,0.0,0.0,1.915514865772191e-09
1826,6.363959255395457e-05,0.0,0.0,1.6149199834534856e-09
1827,6.42965522794319e-05,1.0457060614247179e-10,1.0457060614247179e-10,1.5720936536694247e-09
1828,6.389719055732712e-05,1.0457060614247179e-10,1.0457060614247179e-10,1.4253144537639579e-09
1829,6.488871544466488e-05,1.0457060614247179e-10,1.0457060614247179e-10,1.5113683875840017e-09
1830,6.430398363071228e-05,1.998751481784617e-10,1.998751481784617e-10,1.4210519348546923e-09
1831,6.33423644883026e-05,1.998751481784617e-10,1.998751481784617e-10,6.163318347748462e-10
1832,6.248071856264557e-05,1.998751481784617e-10,1.998751481784617e-10,6.163318347748462e-10
1833,6.236053065679568e-05,1.998751481784617e-10,1.998751481784617e-10,6.163318347748462e-10
1834,6.148335316018867e-05,9.530454203598993e-11,9.530454203598993e-11,7.609418095633202e-10
1835,6.103556162478136e-05,9.530454203598993e-11,9.530454203598993e-11,8.18179302086719e-10
1836,5.9554082067084634e-05,9.530454203598993e-11,9.530454203598993e-11,6.073564667070335e-10
1837,5.97240479172407e-05,1.5488282085434387e-10,1.5488282085434387e-10,7.265130243437414e-10
1838,5.9635376341507905e-05,1.5488282085434387e-10,1.5488282085434387e-10,8.028387716534674e-10
1839,5.8881664569655966e-05,1.5488282085434387e-10,1.5488282085434387e-10,8.786202083348777e-10
1840,5.853480667740639e-05,2.3046878691193991e-10,2.3046878691193991e-10,8.786202083348777e-10
1841,5.836062492952416e-05,3.704240089267127e-10,3.704240089267127e-10,6.994172384113182e-10
1842,5.8147534478588826e-05,4.3123944891222873e-10,4.3123944891222873e-10,5.926658766927265e-10
1843,5.767898983322084e-05,4.3123944891222873e-10,4.3123944891222873e-10,5.926658766927265e-10
1844,5.6995313311095484e-05,4.099223421023217e-10,4.099223421023217e-10,5.500316630729125e-10
1845,5.639220294792072e-05,4.099223421023217e-10,4.099223421023217e-10,6.739222037564576e-10
1846,5.6353626340361575e-05,4.099223421023217e-10,4.099223421023217e-10,7.285817663468411e-10
1847,5.578735311116491e-05,3.949418411356273e-10,3.949418411356273e-10,8.497926965286443e-10
1848,5.519002297660336e-05,3.6436196916765443e-10,3.6436196916765443e-10,7.798150855212579e-10
1849,5.4760637015403647e-05,4.110256024425496e-10,4.110256024425496e-10,7.189996455357419e-10
1850,5.442980026210924e-05,5.059654203546213e-10,5.059654203546213e-10,1.0512890161581571e-09
1851,5.457215021514068e-05,4.188283014056842e-10,4.188283014056842e-10,1.0627291665724466e-09
1852,5.4648168900582406e-05,4.693898722088871e-10,4.693898722088871e-10,9.636360201855813e-10
1853,5.437279781160344e-05,5.176492131767471e-10,5.176492131767471e-10,9.77973051747532e-10
1854,5.412251370476692e-05,4.570437480858455e-10,4.570437480858455e-10,1.0082677074204786e-09
1855,5.375646911228874e-05,4.001701470190966e-10,4.001701470190966e-10,1.2707764523207337e-09
1856,5.3626288198367024e-05,2.9269107375868535e-10,2.9269107375868535e-10,1.4198728700723758e-09
1857,5.309347969679428e-05,2.9401970937291214e-10,2.9401970937291214e-10,1.2319861797394083e-09
1858,5.208126926195941e-05,3.051946275066188e-10,3.051946275066188e-10,1.0110181144654514e-09
1859,5.124831191746385e-05,3.764918337407457e-10,3.764918337407457e-10,9.098949728590457e-10
1860,5.093583188551877e-05,3.282324927728857e-10,3.282324927728857e-10,8.871073597926937e-10
1861,5.032285948150924e-05,3.847191731853883e-10,3.847191731853883e-10,7.920884543504464e-10
1862,4.9892683039485875e-05,3.879356954720034e-10,3.879356954720034e-10,5.852979807168574e-10
1863,4.953458431243364e-05,3.879356954720034e-10,3.879356954720034e-10,5.316773251820958e-10
1864,4.882428506139799e-05,3.387623633991207e-10,3.387623633991207e-10,3.8727464489264815e-10
1865,4.795844142790884e-05,3.253854011627969e-10,3.253854011627969e-10,4.18124233649207e-10
1866,4.7043888376460276e-05,3.3624548383721324e-10,3.3624548383721324e-10,5.066034734570377e-10
1867,4.600751396667745e-05,3.794579412590744e-10,3.794579412590744e-10,6.43887800220812e-10
1868,4.535124181919465e-05,3.229712608465718e-10,3.229712608465718e-10,9.45894703833058e-10
1869,4.4373230463991475e-05,2.672529895799057e-10,2.672529895799057e-10,1.0485199771917815e-09
1870,4.326597887224385e-05,3.094894499408188e-10,3.094894499408188e-10,9.952806753358141e-10
1871,4.255639474389942e-05,3.0297039083875584e-10,3.0297039083875584e-10,1.035856737687167e-09
1872,4.254011167047013e-05,3.40647260399507e-10,3.40647260399507e-10,1.2340655997089556e-09
1873,4.2487816244829446e-05,2.469371532650858e-10,2.469371532650858e-10,1.2236038650557747e-09
1874,4.252709810056591e-05,2.832061252178164e-10,2.832061252178164e-10,9.64329120524608e-10
1875,4.2170419744382214e-05,3.2332115556294687e-10,3.2332115556294687e-10,6.058355364998594e-10
1876,4.197937752386289e-05,3.2332115556294687e-10,3.2332115556294687e-10,6.008199295224972e-10
1877,4.175090465910866e-05,4.208913852364406e-10,4.208913852364406e-10,8.032451727567138e-10
1878,4.1883846279233694e-05,3.803153228850878e-10,3.803153228850878e-10,7.62669110405361e-10
1879,4.137268998809824e-05,2.98411902331454e-10,2.98411902331454e-10,6.505762198801993e-10
1880,4.11376978653217e-05,2.9228983320996246e-10,2.9228983320996246e-10,7.698788114954677e-10
1881,4.05922437494155e-05,3.390707853379027e-10,3.390707853379027e-10,9.277067844085504e-10
1882,4.0274969900825196e-05,4.285940709479265e-10,4.285940709479265e-10,1.0573451003637047e-09
1883,4.0195440046123364e-05,5.249619528762445e-10,5.249619528762445e-10,9.6826241865625e-10
1884,3.99406926590018e-05,3.851552628418377e-10,3.851552628418377e-10,9.066661508873506e-10
1885,3.956062781591234e-05,4.722250983104002e-10,4.722250983104002e-10,1.0227592622020459e-09
1886,3.953918193084454e-05,6.101681838360002e-10,6.101681838360002e-10,9.861332742452537e-10
1887,3.9576909330207855e-05,5.772815003801668e-10,5.772815003801668e-10,7.888131774753354e-10
1888,3.9366453295640114e-05,4.780219613000267e-10,4.780219613000267e-10,6.309852045622527e-10
1889,3.963099412171037e-05,3.7455454016122047e-10,3.7455454016122047e-10,6.583722654353506e-10
1890,3.9512581549518343e-05,3.287780385243165e-10,3.287780385243165e-10,7.459011582991845e-10
1891,3.9528126632961046e-05,3.7998814214227194e-10,3.7998814214227194e-10,6.140458260909095e-10
1892,3.9572239724553325e-05,3.1538988880847844e-10,3.1538988880847844e-10,5.878390433152905e-10
1893,3.942216790164821e-05,1.7744680328287846e-10,1.7744680328287846e-10,5.652043238197584e-10
1894,3.941058197857014e-05,1.7744680328287846e-10,1.7744680328287846e-10,5.652043238197584e-10
1895,3.988339397307884e-05,1.9278637614877121e-10,1.9278637614877121e-10,6.922315696846124e-10
1896,3.987071561693613e-05,2.2475675883918252e-10,2.2475675883918252e-10,5.933474703631195e-10
1897,4.010649458255752e-05,2.1131888897471133e-10,2.1131888897471133e-10,5.158803424125986e-10
1898,4.030831197659219e-05,2.502996242809934e-10,2.502996242809934e-10,6.450519166431182e-10
1899,4.054022481016416e-05,3.006836684400176e-10,3.006836684400176e-10,6.644490275447318e-10
1900,4.087910617402356e-05,3.7296608658619693e-10,3.7296608658619693e-10,6.937054978070226e-10
1901,4.128152899543888e-05,4.072394604077394e-10,4.072394604077394e-10,8.136623041998803e-10
1902,4.129718997449215e-05,3.8211533540507704e-10,3.8211533540507704e-10,8.415996709056271e-10
1903,4.1456841115307596e-05,6.10878653217739e-10,6.10878653217739e-10,9.906672783697802e-10
1904,4.1702089739763846e-05,7.16408801329901e-10,7.16408801329901e-10,1.0590439160549992e-09
1905,4.187204311684971e-05,7.634397201718355e-10,7.634397201718355e-10,9.54896550720008e-10
1906,4.2095407219936275e-05,7.52644038363012e-10,7.52644038363012e-10,9.076730557642878e-10
1907,4.235333004284517e-05,7.536124859073925e-10,7.536124859073925e-10,7.777583934030576e-10
