ngram,mouth,muth,moouth,mooth
1870,7.276411737880803e-05,6.248419534163726e-08,3.955042206436689e-10,1.6081496642276046e-08
1871,7.317340558594359e-05,6.612469962062408e-08,3.955042206436689e-10,1.505057856121539e-08
1872,7.359998562606052e-05,6.333207177736508e-08,3.955042206436689e-10,1.4472423386686323e-08
1873,7.399490797459813e-05,6.308983507048132e-08,3.955042206436689e-10,1.5524768772122244e-08
1874,7.399696291291289e-05,5.978537994825014e-08,3.955042206436689e-10,1.5809159949396545e-08
1875,7.462208824498313e-05,6.37504687769511e-08,8.182234651726056e-11,1.5989180138628204e-08
1876,7.486399616547195e-05,6.011590362017419e-08,4.223646036091314e-11,1.714182357963929e-08
1877,7.545424887211993e-05,5.519555656974262e-08,0.0,1.7533347091663084e-08
1878,7.603210750468341e-05,5.145529818102139e-08,0.0,1.7796771929161944e-08
1879,7.67815945437178e-05,5.133792870180644e-08,0.0,1.784873950226386e-08
1880,7.726613278334429e-05,4.9972000632741194e-08,1.973200967699183e-10,1.8165913598774556e-08
1881,7.83579338790982e-05,5.006377433249197e-08,1.973200967699183e-10,1.8189766010883497e-08
1882,7.88976384293554e-05,4.555393776481001e-08,2.6213925474749544e-10,1.854515043118811e-08
1883,7.805743786905493e-05,4.3839172546102286e-08,2.6213925474749544e-10,1.6598825932793e-08
1884,7.670253294885956e-05,4.2889997585250835e-08,2.6213925474749544e-10,1.5557853418256074e-08
1885,7.538875589878964e-05,4.2417411043922064e-08,2.9116253257616924e-10,1.533247839802243e-08
1886,7.419841235137678e-05,4.0922594075303616e-08,3.187511484917646e-10,1.5180078654403976e-08
1887,7.32519880070218e-05,3.8994387147844075e-08,1.2143105172184628e-10,1.458355214367657e-08
1888,7.186958932184748e-05,3.715544062897282e-08,1.7543673656663016e-10,1.4912227643191856e-08
1889,7.048545895876097e-05,3.8058897747613885e-08,1.1061757858905302e-10,1.6670226595952694e-08
1890,6.999029366332772e-05,3.839924289650298e-08,1.3591326873476006e-10,1.6797856058506762e-08
1891,6.934425411080676e-05,3.7888774276747684e-08,1.3591326873476006e-10,1.8980610607042892e-08
1892,6.944839177387101e-05,3.943881716444204e-08,1.0688999090608625e-10,2.1191456208872036e-08
1893,6.938090206988688e-05,3.834765444870365e-08,7.930137499049091e-11,2.3951681019493013e-08
1894,6.880017671002341e-05,3.873645277557054e-08,7.930137499049091e-11,2.474552169522732e-08
1895,6.912561262392305e-05,3.803183393610457e-08,2.529569014570703e-11,2.4874826516046207e-08
1896,6.889139123294237e-05,3.652802098892087e-08,2.529569014570703e-11,2.3233255954023335e-08
1897,6.929321846525584e-05,3.6924512463493945e-08,0.0,2.321707156685956e-08
1898,6.894414816218029e-05,3.648058464835101e-08,0.0,2.0488794026464674e-08
1899,6.833994120825082e-05,3.4842078682523995e-08,0.0,1.7875951005156106e-08
1900,6.777692448979775e-05,3.493137461824907e-08,0.0,1.4698592311544547e-08
1901,6.785389060886311e-05,3.389184120651732e-08,0.0,1.3741015690373258e-08
1902,6.675564197524051e-05,3.265632361352086e-08,0.0,1.2950237200064813e-08
1903,6.574835216659787e-05,3.1889103928912325e-08,0.0,1.2181367406835112e-08
1904,6.467195739138074e-05,3.217718282298522e-08,1.5853739947819482e-11,1.201828782525029e-08
1905,6.416285551884877e-05,3.174071266138461e-08,1.5853739947819482e-11,1.20136007808469e-08
1906,6.304912052915565e-05,3.207174234124263e-08,1.5853739947819482e-11,1.1274881726665496e-08
1907,6.24114036327228e-05,3.3712583455017664e-08,3.050391387894789e-11,1.154717756333769e-08
1908,6.160767952678725e-05,3.464696567740637e-08,3.050391387894789e-11,1.1120421789761231e-08
1909,6.124921804127683e-05,3.8373347674028735e-08,3.050391387894789e-11,1.131077961450241e-08
1910,6.1002870227509576e-05,3.9556117111975e-08,4.427780364579803e-11,1.1805201768514247e-08
1911,6.0404195599923174e-05,3.960531813618218e-08,4.240199560515531e-11,1.2467551562573526e-08
1912,5.982259660543475e-05,4.085039506662724e-08,4.240199560515531e-11,1.2830537901972353e-08
1913,5.9706225978776016e-05,4.476521045912055e-08,4.240199560515531e-11,1.3393310841333265e-08
1914,5.8236545945484454e-05,4.391886625804935e-08,2.77518216740269e-11,1.3973355552008928e-08
1915,5.6950834342777466e-05,4.793961392936451e-08,2.77518216740269e-11,1.5013861392227616e-08
1916,5.5227104374872784e-05,4.417894215537542e-08,2.77518216740269e-11,1.5746356472691658e-08
1917,5.358318594517186e-05,4.292816768725061e-08,1.3977931907176761e-11,1.589602862038321e-08
1918,5.193388954337154e-05,4.1524357539758835e-08,0.0,1.5699139765956716e-08
1919,5.123556755799135e-05,4.0373706663591035e-08,2.841149339603634e-11,1.5199096076961334e-08
1920,5.0353947049838356e-05,3.684485808516261e-08,5.161314827909333e-11,1.6256755941412848e-08
1921,5.027512660100391e-05,3.5687177911216036e-08,5.161314827909333e-11,1.5243887422197337e-08
1922,5.033235616532953e-05,3.191539172624809e-08,5.161314827909333e-11,1.4384282463554752e-08
1923,5.1823190005961806e-05,3.112405393730049e-08,5.161314827909333e-11,1.308239611879409e-08
1924,5.257362239977478e-05,3.051033279989822e-08,5.161314827909333e-11,1.3335660829584737e-08
1925,5.371752506887008e-05,3.011009067474138e-08,5.161314827909333e-11,1.3427408899043972e-08
1926,5.373791334152754e-05,2.8895507954627775e-08,2.3201654883056986e-11,1.401178690534672e-08
1927,5.391878481272475e-05,2.759914607963765e-08,0.0,1.3250377557077236e-08
1928,5.359383898654154e-05,2.7464201072088405e-08,0.0,1.4664170322475911e-08
1929,5.3116221741739924e-05,2.619664333077968e-08,0.0,1.4819442688868939e-08
1930,5.140849160462884e-05,2.912453541828849e-08,1.3613695884881086e-10,1.5173145279894536e-08
1931,5.092900339929786e-05,2.960068710779394e-08,1.6236996866084549e-10,1.4806083851023492e-08
1932,4.997085956607147e-05,3.009641881744431e-08,1.6236996866084549e-10,1.4153574693206598e-08
1933,4.9444351524081344e-05,3.018035903729859e-08,1.6236996866084549e-10,1.3853165598780898e-08
1934,4.8581013938279026e-05,2.9094359175831286e-08,1.6236996866084549e-10,1.427790736434937e-08
1935,4.802450400477808e-05,3.1579379619220815e-08,1.6236996866084549e-10,1.3223207544805454e-08
1936,4.70607795120616e-05,3.132332742390125e-08,1.6236996866084549e-10,1.311515125073421e-08
1937,4.660656018781343e-05,3.059655386193429e-08,2.6233009812034627e-11,1.3014197085072153e-08
1938,4.54081231769773e-05,3.064161267575725e-08,0.0,1.3301296952761277e-08
1939,4.4694926015966174e-05,3.3410824836924546e-08,0.0,1.4047231568424325e-08
1940,4.380424486173849e-05,3.45169150404802e-08,0.0,1.4061478204041578e-08
1941,4.340220402809791e-05,3.5245719485845125e-08,8.273570717420853e-11,1.5207915308021062e-08
1942,4.266538910867114e-05,3.304245537500654e-08,8.273570717420853e-11,1.6213721666856274e-08
1943,4.275282013363072e-05,3.2663858665468326e-08,8.273570717420853e-11,1.7200487129847327e-08
1944,4.2346530140743456e-05,3.049029574851504e-08,8.273570717420853e-11,1.7878307850034096e-08
1945,4.267695372358763e-05,3.060223998017721e-08,8.273570717420853e-11,1.8179773876779237e-08
1946,4.24681581664897e-05,2.7347896899446563e-08,8.273570717420853e-11,1.8289429907066993e-08
1947,4.280165376258083e-05,2.5425859005524998e-08,8.273570717420853e-11,1.8249751170580046e-08
1948,4.23400363485728e-05,2.537320931139675e-08,0.0,1.642197983946809e-08
1949,4.272408166018847e-05,2.5075854281908505e-08,3.4012324702713064e-11,1.6203816320471886e-08
1950,4.233814459959311e-05,2.4524251581884267e-08,3.4012324702713064e-11,1.5712680807260833e-08
1951,4.2073300262148094e-05,2.4073311471235163e-08,3.4012324702713064e-11,1.5154399639933606e-08
1952,4.1048572061949275e-05,2.2626250841182938e-08,3.4012324702713064e-11,1.5176498280311534e-08
1953,4.0222929653412264e-05,2.3234644684423855e-08,3.4012324702713064e-11,1.5561747953743828e-08
1954,3.910310260835104e-05,2.35284142645144e-08,7.756019239556013e-11,1.5818532261846485e-08
1955,3.859194891577188e-05,2.3281025361500596e-08,7.756019239556013e-11,1.6411978189166476e-08
1956,3.75921673756758e-05,2.373312670199214e-08,5.7015873173542935e-11,1.5886277309513323e-08
1957,3.6767447454622015e-05,2.407232584695456e-08,5.7015873173542935e-11,1.5781042758281468e-08
1958,3.604361908011404e-05,2.3801547145905844e-08,5.7015873173542935e-11,1.5648658622881484e-08
1959,3.5712996447858e-05,2.442496389270283e-08,5.7015873173542935e-11,1.534717318309374e-08
1960,3.54621432571938e-05,2.3060586075627854e-08,1.417187607345914e-10,1.4945420139562364e-08
1961,3.524942439980805e-05,2.3412891688881895e-08,1.4319316863195145e-10,1.4658962171105422e-08
1962,3.510092574288137e-05,2.3158082943349915e-08,1.5339492473850517e-10,1.4140241105004797e-08
1963,3.479474045369508e-05,2.341595488936881e-08,1.399269192578093e-10,1.391582354110759e-08
1964,3.4614267601032876e-05,2.2636480118925258e-08,1.4892022932271638e-10,1.344239031197958e-08
1965,3.460124259748097e-05,2.2737936739807603e-08,1.5773531092388993e-10,1.3344331481083112e-08
1966,3.4484126185166785e-05,2.2407243045157495e-08,1.5773531092388993e-10,1.3299947048445965e-08
1967,3.4184847338890124e-05,2.2707298898337414e-08,8.187710232032686e-11,1.3330146129776819e-08
1968,3.378896040625737e-05,2.1982053003252337e-08,3.685482673011973e-11,1.3086527290389377e-08
1969,3.295837658307781e-05,2.1552945586985776e-08,2.665307062356602e-11,1.3138209758218572e-08
1970,3.234834600464508e-05,1.9929372438046552e-08,2.665307062356602e-11,1.2921244138145279e-08
1971,3.166940950904973e-05,2.106367956246556e-08,1.7659760558658936e-11,1.311036067010361e-08
1972,3.091337852570827e-05,2.0726759990858616e-08,8.844678957485387e-12,1.3227235433938794e-08
1973,3.013903759503072e-05,2.0059920201122494e-08,8.844678957485387e-12,1.2872156673893187e-08
1974,2.9555874529510868e-05,1.967365521287385e-08,0.0,1.2424812036369661e-08
1975,2.9152533378302386e-05,1.927401400385926e-08,0.0,1.2383176389058853e-08
1976,2.8883141307492872e-05,1.8614848329434608e-08,0.0,1.2589896236647746e-08
1977,2.8745811765215228e-05,1.8348071252814535e-08,8.026410885137685e-12,1.2962993345411178e-08
1978,2.869717484697633e-05,1.7495500159725452e-08,8.026410885137685e-12,1.3412047726392627e-08
1979,2.8813407750151653e-05,1.701007893270149e-08,8.026410885137685e-12,1.38500470774667e-08
1980,2.905961836014675e-05,1.818172989942468e-08,1.5863238302303374e-11,1.4102742212125058e-08
1981,2.9443148897761212e-05,1.843169756503877e-08,1.5863238302303374e-11,1.3918625870904374e-08
1982,2.987837329523505e-05,1.842476698194722e-08,1.5863238302303374e-11,1.4158407145105554e-08
1983,3.03130330264269e-05,1.9293147650906965e-08,1.5863238302303374e-11,1.378187887622419e-08
1984,3.0836069657068166e-05,2.0354704334733598e-08,1.0339453995359245e-10,1.3698344934555604e-08
1985,3.1391887854884514e-05,2.0663143069603914e-08,1.1062861489980718e-10,1.323562592858707e-08
1986,3.181697658354616e-05,2.050303013082352e-08,1.1062861489980718e-10,1.2885730831564096e-08
1987,3.216102465687852e-05,1.875511555583996e-08,1.0279178748264149e-10,1.2189514667479021e-08
1988,3.270535671617836e-05,1.7528409580945337e-08,1.2358601691623124e-10,1.1707351913311674e-08
1989,3.3044817038379346e-05,1.680585397829353e-08,1.435420517567224e-10,1.11390758204623e-08
1990,3.364388924507823e-05,1.5204224419156683e-08,1.501995140365927e-10,1.0694711909715288e-08
1991,3.41165427276532e-05,1.3639832374678917e-08,5.4641801500165954e-11,9.76802258126749e-09
1992,3.4555748113364514e-05,1.2863640819205102e-08,6.013241888551996e-11,9.19118381403905e-09
1993,3.535952367071461e-05,1.2408789932091428e-08,6.657377823618812e-11,8.944056796776425e-09
1994,3.617579204728827e-05,1.2208893705535826e-08,6.657377823618812e-11,9.033882467487534e-09
1995,3.702082384344456e-05,1.3094509222964592e-08,4.577954880259836e-11,9.230953144724805e-09
1996,3.799632707211588e-05,1.3527632982045037e-08,2.5823513962107215e-11,9.025113608832465e-09
1997,3.966774810188716e-05,1.389209864604319e-08,2.491857613108804e-11,8.75874312760467e-09
1998,4.146805388570231e-05,1.3870569454914922e-08,3.647415108038692e-11,1.0403749925050728e-08
1999,4.320047238642084e-05,1.3768720766701596e-08,2.374945874881819e-11,1.0365174433043682e-08
2000,4.495049922427695e-05,1.4241794029804363e-08,2.2500528721959766e-11,1.007101709963162e-08
2001,4.689288523098055e-05,1.5582388712687134e-08,2.2500528721959766e-11,1.0410442856973695e-08
2002,4.900871135760099e-05,1.4787594894625857e-08,3.323763635352885e-11,1.0104257557636792e-08
2003,5.126947715845225e-05,1.4270816401611747e-08,3.323763635352885e-11,9.966533693577567e-09
2004,5.34194077772554e-05,1.3848611527375202e-08,3.253165792305168e-11,1.0427079517277044e-08
2005,5.636773286304171e-05,1.3664311840752167e-08,2.5944676466739734e-11,9.55336267237174e-09
2006,6.0846456368121184e-05,1.3092388379780978e-08,3.623782077981958e-11,9.774449694077703e-09
2007,6.646209710327509e-05,1.2432347215199765e-08,5.788119685926471e-11,9.871978916870766e-09
2008,7.373594313061663e-05,1.0846941884372946e-08,5.788119685926471e-11,9.409413819534101e-09
2009,8.008309201354027e-05,1.1161610175796405e-08,4.714408922769562e-11,9.757721868603703e-09
2010,8.639574454199257e-05,1.1215208444476893e-08,5.123798533274953e-11,9.88851197750559e-09
2011,9.57450590379137e-05,1.0746581656308405e-08,4.6191439314375544e-11,9.232987517395129e-09
2012,0.00010310952555820612,9.928399118714587e-09,4.1222845821388605e-11,1.0148347241921231e-08
2013,0.00010685764053570373,1.0075963999664087e-08,3.092970150830876e-11,9.691690688080307e-09
2014,0.00011168049344892747,1.0347652195414575e-08,4.093896105053904e-12,9.381969169806683e-09
2015,0.00011252081458223984,1.0394946934967817e-08,9.524567394701501e-12,8.957200885768252e-09
2016,0.00011595601556889181,9.135752789189513e-09,9.524567394701501e-12,8.78779810824832e-09
2017,0.00011846038008419175,8.838641448368397e-09,6.335783171255531e-12,9.01061603109099e-09
2018,0.00011659917945507913,8.994529476780145e-09,7.602939805506637e-12,9.603859041362739e-09
2019,0.00011555845776456408,9.701278003149127e-09,9.503674756883296e-12,7.0988295242102595e-09
