ngram,sex,sx,seex,sx
1619,4.597029114198189e-06,1.2354133462265183e-07,0.0,1.2354133462265183e-07
1620,4.200932348144956e-06,1.2354133462265183e-07,0.0,1.2354133462265183e-07
1621,4.228158591753786e-06,3.01959330174993e-07,0.0,3.01959330174993e-07
1622,5.424081499378579e-06,3.01959330174993e-07,0.0,3.01959330174993e-07
1623,4.342807934725508e-06,3.01959330174993e-07,0.0,3.01959330174993e-07
1624,3.900224328390323e-06,3.277501881322158e-07,0.0,3.277501881322158e-07
1625,3.604792904557793e-06,3.277501881322158e-07,0.0,3.277501881322158e-07
1626,2.254378939271971e-06,3.277501881322158e-07,0.0,3.277501881322158e-07
1627,1.8514232838892245e-06,3.277501881322158e-07,0.0,3.277501881322158e-07
1628,2.4117500743159326e-06,1.493321925798747e-07,0.0,1.493321925798747e-07
1629,1.4634152064120696e-06,2.3186153644668854e-07,0.0,2.3186153644668854e-07
1630,3.0158971964868087e-06,2.3186153644668854e-07,0.0,2.3186153644668854e-07
1631,3.0573127267936277e-06,1.958893156890034e-07,0.0,1.958893156890034e-07
1632,4.065200203383158e-06,1.958893156890034e-07,0.0,1.958893156890034e-07
1633,4.2022930009417384e-06,1.958893156890034e-07,0.0,1.958893156890034e-07
1634,5.559892753938454e-06,1.958893156890034e-07,0.0,1.958893156890034e-07
1635,6.042165052479374e-06,2.7820902914754697e-07,0.0,2.7820902914754697e-07
1636,6.74986548736862e-06,1.9567968528073315e-07,0.0,1.9567968528073315e-07
1637,5.490024006706205e-06,4.883201946930577e-07,0.0,4.883201946930577e-07
1638,5.823294470376693e-06,3.7496022287086817e-07,0.0,3.7496022287086817e-07
1639,5.282628389327978e-06,3.7496022287086817e-07,0.0,3.7496022287086817e-07
1640,5.24834364666406e-06,4.777682777655303e-07,0.0,4.777682777655303e-07
1641,3.950465981006346e-06,4.777682777655303e-07,0.0,4.777682777655303e-07
1642,4.8179773679229195e-06,5.033983987751916e-07,0.0,5.033983987751916e-07
1643,3.9530113399775606e-06,5.033983987751916e-07,0.0,5.033983987751916e-07
1644,3.843693763526192e-06,2.10757889362867e-07,0.0,2.10757889362867e-07
1645,3.759745323707518e-06,2.10757889362867e-07,0.0,2.10757889362867e-07
1646,3.7962159962847053e-06,2.10757889362867e-07,0.0,2.10757889362867e-07
1647,4.005544606603248e-06,2.119953868324436e-07,0.0,2.119953868324436e-07
1648,4.587711787605388e-06,2.119953868324436e-07,0.0,2.119953868324436e-07
1649,2.398993095604445e-06,1.8227332735217976e-07,0.0,1.8227332735217976e-07
1650,2.791792155676376e-06,1.8227332735217976e-07,0.0,1.8227332735217976e-07
1651,4.328472471115674e-06,1.8227332735217976e-07,0.0,1.8227332735217976e-07
1652,4.574141477015863e-06,1.8227332735217976e-07,0.0,1.8227332735217976e-07
1653,5.125710320693802e-06,1.8227332735217976e-07,0.0,1.8227332735217976e-07
1654,5.5602710144090195e-06,7.822777498794104e-08,0.0,7.822777498794104e-08
1655,7.068194390415426e-06,1.3633081964923933e-07,0.0,1.3633081964923933e-07
1656,7.261810602748093e-06,1.0341037588139962e-07,0.0,1.0341037588139962e-07
1657,7.140146716925041e-06,1.5901924094967918e-07,0.0,1.5901924094967918e-07
1658,1.0567244235712028e-05,1.5901924094967918e-07,0.0,1.5901924094967918e-07
1659,1.0568520126850802e-05,1.91186426182607e-07,0.0,1.91186426182607e-07
1660,9.593434015187086e-06,1.91186426182607e-07,0.0,1.91186426182607e-07
1661,8.98110747422314e-06,1.91186426182607e-07,0.0,1.91186426182607e-07
1662,7.440292742038375e-06,1.330833815213087e-07,0.0,1.330833815213087e-07
1663,7.956788497917192e-06,8.777605030120737e-08,0.0,8.777605030120737e-08
1664,8.577905426981098e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1665,4.00399570058393e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1666,3.846771611344073e-06,0.0,0.0,0.0
1667,5.324308006038336e-06,0.0,0.0,0.0
1668,6.765052993224734e-06,0.0,0.0,0.0
1669,6.485550102297566e-06,0.0,0.0,0.0
1670,6.1610003610569815e-06,0.0,0.0,0.0
1671,5.491307352453337e-06,3.911019267174457e-08,0.0,3.911019267174457e-08
1672,5.360927129264123e-06,6.371079410070837e-08,0.0,6.371079410070837e-08
1673,5.003461702861907e-06,6.371079410070837e-08,0.0,6.371079410070837e-08
1674,4.2915441359322614e-06,6.371079410070837e-08,0.0,6.371079410070837e-08
1675,3.4371168047593007e-06,9.802929363494123e-08,0.0,9.802929363494123e-08
1676,4.3530705754944525e-06,1.4097580398291549e-07,0.0,1.4097580398291549e-07
1677,4.527418306159754e-06,1.4097580398291549e-07,0.0,1.4097580398291549e-07
1678,4.67266389542991e-06,1.4170275416550533e-07,0.0,1.4170275416550533e-07
1679,4.645144924454923e-06,1.4017392199353447e-07,0.0,1.4017392199353447e-07
1680,4.576914599445965e-06,1.5827585083830593e-07,0.0,1.5827585083830593e-07
1681,4.133886217719659e-06,1.5827585083830593e-07,0.0,1.5827585083830593e-07
1682,3.554324978592506e-06,1.4411838427414686e-07,0.0,1.4411838427414686e-07
1683,2.4854140130108656e-06,1.011718739261726e-07,0.0,1.011718739261726e-07
1684,2.081048916936977e-06,1.5961503306373614e-07,0.0,1.5961503306373614e-07
1685,1.92600927156101e-06,1.3998372188390412e-07,0.0,1.3998372188390412e-07
1686,1.9251555158916744e-06,1.445411592320462e-07,0.0,1.445411592320462e-07
1687,1.7541286995635476e-06,1.2643923038727474e-07,0.0,1.2643923038727474e-07
1688,2.190011896021003e-06,1.2643923038727474e-07,0.0,1.2643923038727474e-07
1689,2.1120270007811215e-06,1.3784936722264059e-07,0.0,1.3784936722264059e-07
1690,2.1847326568799223e-06,1.3784936722264059e-07,0.0,1.3784936722264059e-07
1691,1.9754260733861884e-06,1.0387226114159733e-07,0.0,1.0387226114159733e-07
1692,1.7906788067583484e-06,8.366642946709493e-08,0.0,8.366642946709493e-08
1693,1.5956990750964906e-06,1.1873961065183331e-07,0.0,1.1873961065183331e-07
1694,1.5376844463129861e-06,1.1873961065183331e-07,0.0,1.1873961065183331e-07
1695,9.626516625108446e-07,1.4975321757252198e-07,0.0,1.4975321757252198e-07
1696,1.07271472821984e-06,1.3392799352069623e-07,0.0,1.3392799352069623e-07
1697,1.28633697370008e-06,1.6331629280687464e-07,0.0,1.6331629280687464e-07
1698,1.4900388772990221e-06,1.3885023975035438e-07,0.0,1.3885023975035438e-07
1699,1.4762549816233722e-06,1.5191978012093647e-07,0.0,1.5191978012093647e-07
1700,1.4907579627885883e-06,8.921739233106304e-08,0.0,8.921739233106304e-08
1701,1.7660419514088841e-06,8.921739233106304e-08,0.0,8.921739233106304e-08
1702,1.5983075708650825e-06,8.217410498088742e-08,1.1985159785256525e-08,8.217410498088742e-08
1703,1.5023906355184278e-06,7.74693690784391e-08,1.1985159785256525e-08,7.74693690784391e-08
1704,1.3600102793783923e-06,5.6742836461255915e-08,1.1985159785256525e-08,5.6742836461255915e-08
1705,1.6080481616752098e-06,8.421625149627029e-08,1.1985159785256525e-08,8.421625149627029e-08
1706,2.854688489151158e-06,9.329747691871099e-08,1.1985159785256525e-08,9.329747691871099e-08
1707,2.8273188539580067e-06,1.0544992993085803e-07,1.1985159785256525e-08,1.0544992993085803e-07
1708,3.1064013309592805e-06,1.1509579727381996e-07,1.1985159785256525e-08,1.1509579727381996e-07
1709,3.2750704122008756e-06,1.0315049386073432e-07,0.0,1.0315049386073432e-07
1710,3.473222315213726e-06,1.0932430732119818e-07,0.0,1.0932430732119818e-07
1711,3.239967903872249e-06,1.200471980869874e-07,0.0,1.200471980869874e-07
1712,2.8723962616693044e-06,1.1430062280786452e-07,0.0,1.1430062280786452e-07
1713,1.715923888566197e-06,9.214985701484174e-08,0.0,9.214985701484174e-08
1714,2.227202977727367e-06,7.99974040026947e-08,0.0,7.99974040026947e-08
1715,2.1126674515211822e-06,8.167389000033967e-08,0.0,8.167389000033967e-08
1716,2.1226207828866402e-06,6.964887384291224e-08,0.0,6.964887384291224e-08
1717,2.4508514115950675e-06,6.007525600791399e-08,7.641405476631137e-09,6.007525600791399e-08
1718,5.398388850608171e-06,4.0690598573129525e-08,7.641405476631137e-09,4.0690598573129525e-08
1719,5.75069563118242e-06,2.5548629878358042e-08,7.641405476631137e-09,2.5548629878358042e-08
1720,5.9546609918470494e-06,6.179314279311906e-08,7.641405476631137e-09,6.179314279311906e-08
1721,6.3405575149642705e-06,6.179314279311906e-08,1.6401463552386175e-08,6.179314279311906e-08
1722,7.955061846587341e-06,7.365354954507503e-08,1.6401463552386175e-08,7.365354954507503e-08
1723,8.835316163770455e-06,8.600390190492493e-08,1.6401463552386175e-08,8.600390190492493e-08
1724,8.695447831996717e-06,8.423341617864416e-08,8.760058075755036e-09,8.423341617864416e-08
1725,6.366562956827693e-06,9.893932225882704e-08,8.760058075755036e-09,9.893932225882704e-08
1726,6.493271777279526e-06,1.1790444328799562e-07,8.760058075755036e-09,1.1790444328799562e-07
1727,6.772011017476741e-06,2.869414110762136e-07,8.760058075755036e-09,2.869414110762136e-07
1728,6.316199687717017e-06,2.9342097107587506e-07,0.0,2.9342097107587506e-07
1729,4.957512244020888e-06,3.020980946035122e-07,0.0,3.020980946035122e-07
1730,4.4574132646500535e-06,3.061142181642091e-07,0.0,3.061142181642091e-07
1731,4.390714756092555e-06,4.11711131472917e-07,0.0,4.11711131472917e-07
1732,4.229322809935963e-06,4.282978441746569e-07,0.0,4.282978441746569e-07
1733,4.421422447973912e-06,4.167973912672096e-07,0.0,4.167973912672096e-07
1734,5.127337609727485e-06,2.2183937379135647e-07,0.0,2.2183937379135647e-07
1735,5.410618963911215e-06,2.282936658762732e-07,0.0,2.282936658762732e-07
1736,5.6497301232281775e-06,2.2399540812654906e-07,0.0,2.2399540812654906e-07
1737,5.507271583025743e-06,2.3531544509783737e-07,0.0,2.3531544509783737e-07
1738,5.587955424094357e-06,1.348312445819439e-07,5.491816271582398e-09,1.348312445819439e-07
1739,5.398864654385502e-06,1.1969320874121487e-07,5.491816271582398e-09,1.1969320874121487e-07
1740,4.971017298365561e-06,1.281055048707458e-07,5.491816271582398e-09,1.281055048707458e-07
1741,4.425403696067016e-06,1.3560609346541241e-07,5.491816271582398e-09,1.3560609346541241e-07
1742,4.1191488305360376e-06,1.6093647405211543e-07,5.491816271582398e-09,1.6093647405211543e-07
1743,3.6897309395759033e-06,1.430062417690741e-07,5.491816271582398e-09,1.430062417690741e-07
1744,4.592637554066771e-06,1.4210409204906682e-07,5.491816271582398e-09,1.4210409204906682e-07
1745,6.11561914151285e-06,1.6267834013206084e-07,0.0,1.6267834013206084e-07
1746,6.755813728887006e-06,1.6643566575729502e-07,0.0,1.6643566575729502e-07
1747,8.32543982401798e-06,1.5229213395124524e-07,0.0,1.5229213395124524e-07
1748,9.31121508074284e-06,1.4538727758203356e-07,0.0,1.4538727758203356e-07
1749,1.0935929854635365e-05,1.3685472716978048e-07,0.0,1.3685472716978048e-07
1750,1.3404750071848476e-05,1.4371699056222757e-07,0.0,1.4371699056222757e-07
1751,1.4662927761881811e-05,1.276400435504651e-07,0.0,1.276400435504651e-07
1752,1.6065627408222228e-05,1.194737048341007e-07,0.0,1.194737048341007e-07
1753,1.7584708205374356e-05,1.0962050112084398e-07,0.0,1.0962050112084398e-07
1754,1.7884920453070663e-05,1.2640661038533706e-07,0.0,1.2640661038533706e-07
1755,1.8496705316855306e-05,1.4246056930947555e-07,3.85330776810276e-09,1.4246056930947555e-07
1756,1.9018392777070403e-05,1.3094170928492792e-07,3.85330776810276e-09,1.3094170928492792e-07
1757,1.9798843953010093e-05,1.327187918929797e-07,3.85330776810276e-09,1.327187918929797e-07
1758,1.9770113794947974e-05,1.499796391206993e-07,6.960892560771624e-09,1.499796391206993e-07
1759,1.922621387555929e-05,1.3702448191971988e-07,6.960892560771624e-09,1.3702448191971988e-07
1760,1.9961066884986523e-05,1.3761124506572742e-07,6.960892560771624e-09,1.3761124506572742e-07
1761,2.052877165884378e-05,1.2638466984071783e-07,6.960892560771624e-09,1.2638466984071783e-07
1762,2.1154307302952346e-05,1.3696766184726323e-07,3.1075847926688637e-09,1.3696766184726323e-07
1763,2.2885060648799742e-05,1.4714158628034317e-07,3.1075847926688637e-09,1.4714158628034317e-07
1764,2.3591907198091837e-05,1.429242451373674e-07,3.1075847926688637e-09,1.429242451373674e-07
1765,2.4198343973174425e-05,1.3853524905016457e-07,2.9474084125727782e-09,1.3853524905016457e-07
1766,2.4341903814014847e-05,1.5530728144800117e-07,2.9474084125727782e-09,1.5530728144800117e-07
1767,2.432838274606703e-05,1.5055081803438952e-07,2.9474084125727782e-09,1.5055081803438952e-07
1768,2.542009912888586e-05,1.5544846730465777e-07,2.9474084125727782e-09,1.5544846730465777e-07
1769,2.571625113237782e-05,1.2093858054689527e-07,5.993668038075027e-09,1.2093858054689527e-07
1770,2.5082993878251208e-05,1.0984936338331863e-07,5.993668038075027e-09,1.0984936338331863e-07
1771,2.480411421856843e-05,1.1422447140522049e-07,5.993668038075027e-09,1.1422447140522049e-07
1772,2.4645246802330284e-05,1.0909777766901893e-07,3.046259625502249e-09,1.0909777766901893e-07
1773,2.6539243013498242e-05,1.0784126810595548e-07,3.046259625502249e-09,1.0784126810595548e-07
1774,2.7197013748393927e-05,1.1264211607908692e-07,3.046259625502249e-09,1.1264211607908692e-07
1775,2.7752878720223505e-05,1.1697614255012923e-07,3.046259625502249e-09,1.1697614255012923e-07
1776,2.985318782780918e-05,1.329164699573734e-07,0.0,1.329164699573734e-07
1777,2.9377999453572556e-05,1.302091925075339e-07,0.0,1.302091925075339e-07
1778,2.8594622303249446e-05,1.312486921684857e-07,0.0,1.312486921684857e-07
1779,2.943212426284195e-05,1.2304286148686776e-07,0.0,1.2304286148686776e-07
1780,2.805166202181551e-05,1.252806366583822e-07,0.0,1.252806366583822e-07
1781,2.8105318051530048e-05,1.2797840197111198e-07,0.0,1.2797840197111198e-07
1782,2.7155835206420826e-05,1.1997582305411925e-07,0.0,1.1997582305411925e-07
1783,2.5762873389924478e-05,1.1838602834554227e-07,0.0,1.1838602834554227e-07
1784,2.5415164990200928e-05,1.1711155321693565e-07,0.0,1.1711155321693565e-07
1785,2.5698695545932943e-05,1.2676974949142406e-07,1.6181223979775235e-09,1.2676974949142406e-07
1786,2.6312002903848353e-05,1.2456359651683409e-07,2.9582207160063133e-09,1.2456359651683409e-07
1787,2.6633114300368887e-05,1.1442189621188195e-07,2.9582207160063133e-09,1.1442189621188195e-07
1788,2.624342076679958e-05,1.1801945528791943e-07,2.9582207160063133e-09,1.1801945528791943e-07
1789,2.7027826165846947e-05,1.238534476247618e-07,4.121605533059989e-09,1.238534476247618e-07
1790,2.6901180327903213e-05,1.252390790438897e-07,4.121605533059989e-09,1.252390790438897e-07
1791,2.7711462410349797e-05,1.303847290452203e-07,4.121605533059989e-09,1.303847290452203e-07
1792,2.7349661520150092e-05,1.1758245729457225e-07,2.503483135082466e-09,1.1758245729457225e-07
1793,2.5965943028235676e-05,1.2926230904700527e-07,2.1494069381487536e-09,1.2926230904700527e-07
1794,2.684464847594167e-05,1.2618411001800007e-07,2.1494069381487536e-09,1.2618411001800007e-07
1795,2.6061427758707267e-05,1.2107147081711185e-07,2.1494069381487536e-09,1.2107147081711185e-07
1796,2.525975027570634e-05,1.0676767558948086e-07,1.9341837338109666e-09,1.0676767558948086e-07
1797,2.525255227478088e-05,9.365448860876313e-08,1.9341837338109666e-09,9.365448860876313e-08
1798,2.563321036827152e-05,8.44515685319688e-08,1.9341837338109666e-09,8.44515685319688e-08
1799,2.6017470580492435e-05,7.593764245988105e-08,1.9341837338109666e-09,7.593764245988105e-08
1800,2.675877138764398e-05,6.568547103061714e-08,9.481616127158888e-10,6.568547103061714e-08
1801,2.713285591328583e-05,5.7216454304612596e-08,1.8768425543872323e-09,5.7216454304612596e-08
1802,2.7595184552150647e-05,5.4894706177524965e-08,2.310969352389439e-09,5.4894706177524965e-08
1803,2.8089808568308528e-05,5.527757401020088e-08,1.3628077396735501e-09,5.527757401020088e-08
1804,2.772537845885381e-05,5.845558602248145e-08,1.6678852901971401e-09,5.845558602248145e-08
1805,2.8543596272356808e-05,5.2313209256534976e-08,1.6678852901971401e-09,5.2313209256534976e-08
1806,2.808519457175862e-05,4.967420684311362e-08,1.6678852901971401e-09,4.967420684311362e-08
1807,2.8166577456951408e-05,4.5645688371921874e-08,2.0863277454858623e-09,4.5645688371921874e-08
1808,2.7707489997348083e-05,4.361682240780088e-08,1.1576468038145192e-09,4.361682240780088e-08
1809,2.6991466126803842e-05,3.931285240201175e-08,7.235200058123123e-10,3.931285240201175e-08
1810,2.5908795838144476e-05,3.490810485118345e-08,9.414576578643213e-10,3.490810485118345e-08
1811,2.511808452254627e-05,2.8639079425423527e-08,6.363801073407314e-10,2.8639079425423527e-08
1812,2.27994940879788e-05,3.125194782325837e-08,8.750883668489401e-10,3.125194782325837e-08
1813,2.201203044803281e-05,2.840869837785119e-08,1.0690677708171036e-09,2.840869837785119e-08
1814,2.1320177828394143e-05,2.6103318617742843e-08,6.506253155283811e-10,2.6103318617742843e-08
1815,1.9564758986234665e-05,2.607365447358591e-08,6.506253155283811e-10,2.607365447358591e-08
1816,1.9993702673153685e-05,2.3489252955398243e-08,1.030970753213012e-09,2.3489252955398243e-08
1817,2.0621018328321433e-05,2.3444214696561564e-08,8.130331011610029e-10,2.3444214696561564e-08
1818,2.093420854570078e-05,2.4446688736848695e-08,8.130331011610029e-10,2.4446688736848695e-08
1819,2.1416276597717244e-05,2.172363901463216e-08,7.246222828121469e-10,2.172363901463216e-08
1820,2.3018260045708822e-05,2.3080809644479165e-08,6.780398147705163e-10,2.3080809644479165e-08
1821,2.3619165793726487e-05,2.3674510986536135e-08,9.351483238566922e-10,2.3674510986536135e-08
1822,2.3869317114336548e-05,2.14781147787692e-08,9.351483238566922e-10,2.14781147787692e-08
1823,2.389174031642532e-05,2.3872356282238017e-08,6.95265654572706e-10,2.3872356282238017e-08
1824,2.360175026946568e-05,2.4521023180211288e-08,6.95265654572706e-10,2.4521023180211288e-08
1825,2.3176224463635924e-05,2.33460450971279e-08,6.95265654572706e-10,2.33460450971279e-08
1826,2.2579378440111342e-05,2.330255252250676e-08,5.449682134133533e-10,2.330255252250676e-08
1827,2.1101150715756895e-05,2.1813611996078308e-08,6.067124897717641e-10,2.1813611996078308e-08
1828,1.98229073638296e-05,2.007146626681333e-08,4.599332898662973e-10,2.007146626681333e-08
1829,1.928778069018985e-05,2.1690711195430723e-08,6.004818467860876e-10,2.1690711195430723e-08
1830,1.924963414369683e-05,1.8826056142578248e-08,4.60019078385443e-10,1.8826056142578248e-08
1831,1.8734804013677475e-05,1.7557963590978228e-08,4.60019078385443e-10,1.7557963590978228e-08
1832,1.9457597383214826e-05,1.702553234902585e-08,4.60019078385443e-10,1.702553234902585e-08
1833,1.9556699044187553e-05,1.7114771948862588e-08,4.60019078385443e-10,1.7114771948862588e-08
1834,1.9903017736006795e-05,1.6995293934079266e-08,3.33938059744148e-10,1.6995293934079266e-08
1835,1.989815167949668e-05,1.6433684127800267e-08,2.2360875056343891e-10,1.6433684127800267e-08
1836,1.994509407917836e-05,1.4895495376825757e-08,3.082437321262026e-10,1.4895495376825757e-08
1837,1.9830922350852882e-05,1.7040209751176657e-08,5.405679554775539e-10,1.7040209751176657e-08
1838,1.995933702606375e-05,1.7455520076988965e-08,6.932194500970062e-10,1.7455520076988965e-08
1839,1.908448107964692e-05,1.8158800812224333e-08,6.932194500970062e-10,1.8158800812224333e-08
1840,1.8997852229014306e-05,1.578737870592103e-08,6.932194500970062e-10,1.578737870592103e-08
1841,1.8443947608050492e-05,1.6859866328441545e-08,6.801368674607439e-10,1.6859866328441545e-08
1842,1.8163086549195994e-05,1.817224320228255e-08,1.0450294915135112e-09,1.817224320228255e-08
1843,1.782954703750355e-05,1.8468327882865358e-08,9.509950128970347e-10,1.8468327882865358e-08
1844,1.7143518821935038e-05,1.5467266134550073e-08,7.854536465679018e-10,1.5467266134550073e-08
1845,1.6781986882311424e-05,1.6037673601841462e-08,6.995409172562615e-10,1.6037673601841462e-08
1846,1.6511238624973756e-05,1.4895955770453741e-08,1.0256434273309927e-09,1.4895955770453741e-08
1847,1.615363648202869e-05,1.9306541127710782e-08,1.207459830533862e-09,1.9306541127710782e-08
1848,1.599146474161119e-05,1.971224758027087e-08,1.7937342880866174e-09,1.971224758027087e-08
1849,1.611968166668833e-05,2.2134548416374855e-08,1.6975393630452069e-09,2.2134548416374855e-08
1850,1.616998815734405e-05,2.278699083392764e-08,1.8037398400291442e-09,2.278699083392764e-08
1851,1.660591858256209e-05,2.53513357608069e-08,1.7369569830069258e-09,2.53513357608069e-08
1852,1.650090000891526e-05,2.5853016997042947e-08,1.8219029301087225e-09,2.5853016997042947e-08
1853,1.6700264105955804e-05,2.9099322063075306e-08,1.6888377839054313e-09,2.9099322063075306e-08
1854,1.6787510893274365e-05,2.8806139949568077e-08,1.5575232413324512e-09,2.8806139949568077e-08
1855,1.674290355627558e-05,2.913657048964069e-08,1.5312921605329218e-09,2.913657048964069e-08
1856,1.669755069347697e-05,2.869896142954076e-08,1.411690879273207e-09,2.869896142954076e-08
1857,1.6519291940702325e-05,2.9322410150760854e-08,1.6556836100546845e-09,2.9322410150760854e-08
