ngram,love,lve,loe,lvoe
1870,0.00022483069499555443,5.573769661688337e-08,1.5834999901796566e-07,1.3092062751367857e-10
1871,0.00022149105123909458,5.580908484554519e-08,1.6129544836270986e-07,8.382550606026281e-11
1872,0.00022037308995745013,5.5751985631299506e-08,1.69705722490627e-07,8.382550606026281e-11
1873,0.00021524366872784282,5.522383312544272e-08,1.7533309915052087e-07,3.958588615634742e-11
1874,0.00020901571510226598,5.6117561391439656e-08,1.685232738119729e-07,3.958588615634742e-11
1875,0.00020276065333746374,5.713369789970914e-08,1.7492117519525762e-07,3.958588615634742e-11
1876,0.00019939589089647467,5.696961277327059e-08,1.7385089279287058e-07,0.0
1877,0.00019422617541360005,5.691513901443354e-08,1.7513350972616797e-07,0.0
1878,0.00019240960370682712,5.571093706992412e-08,1.7719492819066674e-07,3.6285359637590526e-11
1879,0.00018797390761652162,5.538355450442266e-08,1.7654170798258357e-07,3.6285359637590526e-11
1880,0.00018821180232667496,5.495226673701836e-08,1.7056279334935554e-07,3.6285359637590526e-11
1881,0.0001866781115365614,5.397217656926452e-08,1.652680278344373e-07,3.6285359637590526e-11
1882,0.00018388153070450893,5.2784649032641285e-08,1.516800531525015e-07,3.6285359637590526e-11
1883,0.00018049094485052462,5.42140899792035e-08,1.480445977871828e-07,3.6285359637590526e-11
1884,0.0001787882813784693,5.328926176519287e-08,1.3810705468131346e-07,3.6285359637590526e-11
1885,0.00017546521017460952,5.3570954910193384e-08,1.3608601737554897e-07,0.0
1886,0.00017295525010143007,5.7388756350259685e-08,1.3376879946593233e-07,8.27658497293271e-11
1887,0.00016914707833036249,5.7685884006072486e-08,1.2863529263995588e-07,1.3803378678162963e-10
1888,0.00016776164245259549,5.7813955781479565e-08,1.3274715878911332e-07,1.3803378678162963e-10
1889,0.000169047004809337,5.914571841815684e-08,1.388259615201345e-07,1.642046815979776e-10
1890,0.00017093352965145771,5.92092510893443e-08,1.4153232744515014e-07,1.8950037174368462e-10
1891,0.0001686311963047566,6.218154321605393e-08,1.4532152395726632e-07,1.8950037174368462e-10
1892,0.0001660671758665038,6.252864943283904e-08,1.4943655303665893e-07,1.8950037174368462e-10
1893,0.00016564858170957969,5.975961668371252e-08,1.529536137111011e-07,1.0673452201435753e-10
1894,0.00016349112930973724,6.233365214468125e-08,1.5898304387259747e-07,7.355835781755867e-11
1895,0.00016248275226514255,6.250858624363381e-08,1.5697339149158195e-07,7.355835781755867e-11
1896,0.00016420155589003116,6.256042135126855e-08,1.526575589748193e-07,4.738746300121071e-11
1897,0.00016401490678877702,6.169335467883944e-08,1.491258814212415e-07,2.2091772855503677e-11
1898,0.00016517865878995508,5.980537512836495e-08,1.4856652593867432e-07,2.2091772855503677e-11
1899,0.00016553698722938343,6.077217510177693e-08,1.4271857651237951e-07,4.0305679428951995e-11
1900,0.00016286184005106667,6.161610599519918e-08,1.611387472978874e-07,4.0305679428951995e-11
1901,0.00016239214580439563,6.089661752639586e-08,1.6090039066187144e-07,8.676065421653334e-11
1902,0.00015876193772003586,6.59947403391925e-08,1.641795656886253e-07,8.676065421653334e-11
1903,0.00015011421887071004,6.684953340092242e-08,1.6813875650508896e-07,1.0269979906179266e-10
1904,0.0001444509024232892,6.883849325488103e-08,1.7110723352483807e-07,1.0269979906179266e-10
1905,0.00013763602120369406,7.023556999489042e-08,1.7247297583773096e-07,1.1794666136623532e-10
1906,0.0001332007076208746,7.061906818047906e-08,1.8181163292345965e-07,1.152477409140294e-10
1907,0.00012972415320941115,7.156634446963445e-08,1.5964601069689316e-07,1.152477409140294e-10
1908,0.00012301539702873145,7.203634615799664e-08,1.515784272701889e-07,4.6700993270944375e-11
1909,0.00011990917534733723,6.799441670019795e-08,1.4802628811594332e-07,4.6700993270944375e-11
1910,0.00011611028873760785,6.951458025079254e-08,1.4312222772007643e-07,4.4535738192535184e-11
1911,0.0001116628700401634,7.100908001283252e-08,1.3800106505154224e-07,4.4535738192535184e-11
1912,0.00010775445428277765,7.067323691347025e-08,1.322964909685912e-07,2.9288875888092545e-11
1913,0.00010272111727057823,7.260818790655321e-08,1.2175517330855916e-07,1.3773889766850139e-11
1914,9.85385403120225e-05,7.344661107871226e-08,1.1609659671713806e-07,1.3773889766850139e-11
1915,9.567799445773874e-05,7.688578713376565e-08,1.1667059344030609e-07,1.3773889766850139e-11
1916,9.240000820552398e-05,7.981842640804513e-08,1.1671421873415966e-07,4.3877614835136875e-11
1917,9.118102856778673e-05,7.976375928007786e-08,1.1421812169081541e-07,3.0103725068286735e-11
1918,8.891365515799927e-05,7.947771507588186e-08,1.1634455989094152e-07,4.448396413130646e-11
1919,8.861258850499456e-05,8.669227672239036e-08,1.1783505422207391e-07,7.28954575273428e-11
1920,9.088549995794892e-05,8.582687728773766e-08,1.1597017187828637e-07,9.609711241039979e-11
1921,9.321411198470742e-05,8.741918528747711e-08,1.2119931877155716e-07,9.609711241039979e-11
1922,9.666614641901106e-05,8.402734863466321e-08,1.265514514768386e-07,9.609711241039979e-11
1923,9.951501228247903e-05,8.167252271310385e-08,1.292050809200061e-07,9.054683193708359e-11
1924,0.00010274781483790971,7.959878445262802e-08,1.4261447692628541e-07,1.393898924855514e-10
1925,0.00010560779628576711,7.87143911955874e-08,1.450216820282029e-07,1.2500965342253168e-10
1926,0.00010878127276165677,7.244548275561361e-08,1.529430570761698e-07,9.659816002649535e-11
1927,0.00010791640982331176,7.075808688179158e-08,1.5460395072100903e-07,7.339650514343837e-11
1928,0.00010624031191192833,6.719454351663704e-08,1.5382108285523698e-07,7.339650514343837e-11
1929,0.00010481416289361991,6.583457385594166e-08,1.5345595321442878e-07,7.339650514343837e-11
1930,0.00010233368396127065,6.537358387959102e-08,1.4926692009404568e-07,4.884306054846783e-11
1931,9.915815982302385e-05,6.638123701512605e-08,1.377153954048741e-07,0.0
1932,9.726799492325102e-05,6.657443460004028e-08,1.3437190001955708e-07,2.3643246091101642e-11
1933,9.439576284161635e-05,6.617049409994382e-08,1.3108543888457852e-07,2.3643246091101642e-11
1934,9.225217010160642e-05,6.950339427800958e-08,1.3404458140290183e-07,2.3643246091101642e-11
1935,9.042860308129872e-05,7.155332326647112e-08,1.3629587515749465e-07,4.5865579191760124e-11
1936,8.695583840432976e-05,7.690563462249753e-08,1.343837945049537e-07,4.5865579191760124e-11
1937,8.511475503577717e-05,7.913108898297391e-08,1.362039491985862e-07,4.5865579191760124e-11
1938,8.178748768321904e-05,8.146983836760618e-08,1.4038391376353892e-07,4.5865579191760124e-11
1939,7.955429256461295e-05,8.578793447051275e-08,1.4041955864740885e-07,2.222233310065848e-11
1940,7.61619272192807e-05,9.01688009337574e-08,1.3686110581342552e-07,2.222233310065848e-11
1941,7.478566840291023e-05,9.188059075475913e-08,1.3148857139607832e-07,2.222233310065848e-11
1942,7.3297880589962e-05,9.541730402621137e-08,1.272239872816629e-07,0.0
1943,7.438377048986564e-05,9.58430906702493e-08,1.245092866903568e-07,2.1453325227405173e-11
1944,7.483580598740705e-05,9.789091543715195e-08,1.2422016685117603e-07,2.1453325227405173e-11
1945,7.68303413808878e-05,9.847075079148584e-08,1.239252185314399e-07,2.1453325227405173e-11
1946,7.725176900359137e-05,9.480373819314991e-08,1.2282345908585869e-07,2.1453325227405173e-11
1947,7.950659970187448e-05,9.244138153365253e-08,1.2487669006791942e-07,2.1453325227405173e-11
1948,8.050527685554698e-05,9.123383953075453e-08,1.2888805400734782e-07,5.565332520226665e-11
1949,8.306472695299558e-05,8.940746251287887e-08,1.3213998885573476e-07,5.565332520226665e-11
1950,8.362755345712815e-05,1.1313541291104099e-07,1.321006633604936e-07,5.111997531630814e-11
1951,8.358803981017055e-05,1.098967418654086e-07,1.314100483032884e-07,5.111997531630814e-11
1952,8.354613757027047e-05,1.105499965855675e-07,1.2897840256138287e-07,6.680392449538125e-11
1953,8.431415439450316e-05,1.1148954013963572e-07,1.2733507353297163e-07,6.680392449538125e-11
1954,8.398572598317904e-05,1.1085081094311785e-07,1.260421293685405e-07,6.680392449538125e-11
1955,8.379888043106933e-05,1.113457029435137e-07,1.2494996834025836e-07,3.260392452051976e-11
1956,8.211073457329934e-05,1.1003260981721854e-07,1.201093045973981e-07,5.95399354819115e-11
1957,8.156434653626223e-05,1.0010455753217684e-07,1.236467548031734e-07,4.2619960140464845e-11
1958,8.196077916571605e-05,9.989151042840863e-08,1.2434576238514898e-07,5.452176805269866e-11
1959,8.199865364336542e-05,9.756236352131964e-08,1.2485150437311988e-07,3.8837818873625556e-11
1960,8.20655155361497e-05,9.545108525799151e-08,1.3037071409728795e-07,3.8837818873625556e-11
1961,8.201574382837862e-05,1.0967203272522446e-07,1.3195678150168533e-07,3.8837818873625556e-11
1962,8.304912210275819e-05,1.1678052556719973e-07,1.3269877894929648e-07,4.903957498017927e-11
1963,8.426670787490107e-05,1.1420105546936351e-07,1.3651038191905433e-07,2.2103564018787533e-11
1964,8.513960970698722e-05,9.784192656070445e-08,1.395809822010311e-07,2.2103564018787533e-11
1965,8.646634107987796e-05,1.1046209940397083e-07,1.3727709813338151e-07,1.9016837707727265e-11
1966,8.741563319095544e-05,1.0998735027507272e-07,1.383622065174807e-07,1.9016837707727265e-11
1967,8.828685635567776e-05,1.1017276335678616e-07,1.373169128880493e-07,5.439555353766881e-11
1968,8.804701480715136e-05,9.347290433733438e-08,1.3330626152147878e-07,6.325209502991821e-11
1969,8.685261127538979e-05,8.313412485400867e-08,1.2977410790426802e-07,6.202722462640103e-11
1970,8.516432821384765e-05,8.457652863772377e-08,1.262284235232463e-07,7.079673355495483e-11
1971,8.353787000357573e-05,8.30535756993608e-08,1.1984345097256925e-07,1.1555123524686906e-10
1972,8.097089552653156e-05,7.796764478484874e-08,1.194565513173984e-07,1.1543159880326011e-10
1973,7.809588818677835e-05,8.70147570505456e-08,1.1610615554705614e-07,1.1543159880326011e-10
1974,7.541000689213564e-05,9.465708471014165e-08,1.1066784212841543e-07,8.005288297331857e-11
1975,7.437688119742753e-05,1.0120465126257322e-07,1.1205041719871847e-07,8.741534183017866e-11
1976,7.319691420499501e-05,1.0667683828354971e-07,1.1432426459480536e-07,1.266570439798339e-10
1977,7.287075693186904e-05,1.0702326948473586e-07,1.1430435315722726e-07,1.4999317859183085e-10
1978,7.273346065111192e-05,1.0593125970055034e-07,1.1172281334990788e-07,1.9499789283283775e-10
1979,7.324583462572523e-05,9.814575666463757e-08,1.1184383197360148e-07,1.8630244767527315e-10
1980,7.461153602759753e-05,8.845326858266032e-08,1.1313628078823967e-07,2.1764975734393588e-10
1981,7.605201452471582e-05,7.921457978454782e-08,1.1875870598032634e-07,2.329093545012333e-10
1982,7.700383555077548e-05,7.423513790984413e-08,1.2134070053499662e-07,2.3151334420974072e-10
1983,7.864228765746313e-05,6.748536459813944e-08,1.220221394403e-07,2.1290477912407268e-10
1984,8.079317818296008e-05,6.40503223792166e-08,1.26108583385433e-07,1.9550032228009074e-10
1985,8.26895993668586e-05,6.224227076602671e-08,1.295843138190581e-07,1.2020925623959907e-10
1986,8.448997894967241e-05,5.9438224501004045e-08,1.3487019145941304e-07,1.2020925623959907e-10
1987,8.603675606926637e-05,5.57876614745315e-08,1.3336291106367882e-07,1.1561181674700296e-10
1988,8.805030873710555e-05,5.2633474467711494e-08,1.3226538442268065e-07,1.0728362940090212e-10
1989,9.044231722197895e-05,4.7758175826727115e-08,1.3482478168823165e-07,1.0576466290070284e-10
1990,9.263870742870495e-05,4.392097200219983e-08,1.3581990694027419e-07,8.281210241354943e-11
1991,9.451091110739591e-05,4.060720927766072e-08,1.3882978424005289e-07,7.4680184159697e-11
1992,9.637811620320593e-05,3.801041310274351e-08,1.4546327520292834e-07,6.657438043305192e-11
1993,9.923259910595204e-05,3.4816255783149634e-08,1.4639603510399217e-07,7.945709913438824e-11
1994,0.00010219933340392475,3.517776114847493e-08,1.4565639665826374e-07,5.921035883815762e-11
1995,0.000105042897173137,3.312490548523783e-08,1.4227752538025535e-07,5.866608042613488e-11
1996,0.00010841671090539811,3.187265841729316e-08,1.352463203017708e-07,5.7966135363907156e-11
1997,0.00011363068292017228,3.094013451792372e-08,1.313451990979177e-07,8.007129631956315e-11
1998,0.00011868241978975545,3.0360058594120735e-08,1.245072159658126e-07,8.505760282614564e-11
1999,0.00012431985461652012,2.8443437573498287e-08,1.1285139578376402e-07,9.496498924534334e-11
2000,0.00013045137789699117,2.7357289766882786e-08,1.0775642676565309e-07,9.765955801980094e-11
2001,0.00013773488587633307,2.360186585852781e-08,1.0449456766536969e-07,1.114393483246458e-10
2002,0.00014501140789694285,2.3065626868807547e-08,1.0236785133851559e-07,1.1578932455704103e-10
2003,0.0001529103340414752,2.1843443117778146e-08,1.0211332681007792e-07,1.341340689314003e-10
2004,0.00015935019681429758,2.0779991568734398e-08,9.888083241094137e-08,1.406972673288566e-10
2005,0.00016848928602744957,1.9692919802797145e-08,9.514176164364991e-08,1.440474733541538e-10
2006,0.0001800387170598177,1.9100855500450313e-08,9.205465342379934e-08,1.5351060105623608e-10
2007,0.00019129117468505034,1.8247893608856558e-08,8.49474151972832e-08,1.7550344312754008e-10
2008,0.00020367723482195288,1.7270298714931543e-08,7.681010570438827e-08,1.7109376217381922e-10
2009,0.0002132931404048577,1.6168877538445614e-08,7.254604840665837e-08,1.9769476730261256e-10
2010,0.0002218936590777178,1.4649638708468565e-08,6.42809701340801e-08,1.83121528853279e-10
2011,0.00023681650054641068,1.2805947857685851e-08,5.646085503891689e-08,1.9421967902991507e-10
2012,0.0002470561843698046,1.1323174588438536e-08,4.885357642235379e-08,2.113530432017769e-10
2013,0.00025091385759878904,1.0257551570041251e-08,4.272571376061153e-08,1.9632222831538522e-10
2014,0.0002570371455346633,8.706827195733728e-09,6.772252193952357e-08,1.7953509908899941e-10
2015,0.0002607756697606029,7.312116309269154e-09,7.804293338559936e-08,1.636618598580394e-10
2016,0.00026740054974132884,5.970497937316363e-09,7.242021890111313e-08,1.3884071868387948e-10
2017,0.00027263275599883247,5.656898875254039e-09,7.668114854197938e-08,1.428759899742745e-10
2018,0.0002701910096220672,5.462410079815072e-09,8.604447003790483e-08,1.0645762743566323e-10
2019,0.00026946462457999587,5.0057862299723865e-09,1.0006109718574407e-07,7.700353028827767e-11
