ngram,corner,cornr,cornr,cornerr
1900,4.9297431749956946e-05,1.4357168945774594e-09,1.4357168945774594e-09,2.1121246616763655e-10
1901,4.851757902153102e-05,1.5818960903095964e-09,1.5818960903095964e-09,1.8912069331213288e-10
1902,4.852972883132419e-05,1.4404637958622045e-09,1.4404637958622045e-09,3.0174289059444904e-10
1903,4.936070711534869e-05,1.5322968766844675e-09,1.5322968766844675e-09,2.8236246475886265e-10
1904,5.027281180706008e-05,1.6029121680765407e-09,1.6029121680765407e-09,2.796394494932107e-10
1905,5.108834427249219e-05,1.5737087783700738e-09,1.5737087783700738e-09,2.6160128131185496e-10
1906,5.199381173172567e-05,1.6350901862630503e-09,1.6350901862630503e-09,2.0695956159151e-10
1907,5.17976529538698e-05,1.6233453747904747e-09,1.6233453747904747e-09,2.4406921820898017e-10
1908,5.257875714700536e-05,1.5140029032055325e-09,1.5140029032055325e-09,2.7151812643471425e-10
1909,5.299149987487388e-05,1.5381914115446855e-09,1.5381914115446855e-09,1.4411553200810445e-10
1910,5.162292862743405e-05,1.3622603005953543e-09,1.3622603005953543e-09,1.7166331154180473e-10
1911,5.034039557878194e-05,1.3201452589825129e-09,1.3201452589825129e-09,1.9774336929805665e-10
1912,4.956666297013206e-05,1.4032988897889303e-09,1.4032988897889303e-09,2.1215747710222133e-10
1913,4.861854904447682e-05,1.4042090664848468e-09,1.4042090664848468e-09,2.2645539610177678e-10
1914,4.7911900765029714e-05,1.4329704565797995e-09,1.4329704565797995e-09,2.1167048867644566e-10
1915,4.5877123089407436e-05,1.4019907298593433e-09,1.4019907298593433e-09,1.8422158045071158e-10
1916,4.447224949087415e-05,1.448615544979199e-09,1.448615544979199e-09,1.566595623067205e-10
1917,4.335812211918112e-05,1.437527478006676e-09,1.437527478006676e-09,1.570432514189487e-10
1918,4.225734301144257e-05,1.4863004953775366e-09,1.4863004953775366e-09,1.1510945371487732e-10
1919,4.176696789467574e-05,1.6262743374184652e-09,1.6262743374184652e-09,1.0069534591071263e-10
1920,4.1375538005792934e-05,1.8027241287045724e-09,1.8027241287045724e-09,1.0959908179421416e-10
1921,4.074955203187918e-05,1.793753161878036e-09,1.793753161878036e-09,7.924473180828277e-11
1922,4.1176342035344404e-05,1.8126104268339255e-09,1.8126104268339255e-09,1.0339602785069957e-10
1923,4.102204547962174e-05,1.8078134862114276e-09,1.8078134862114276e-09,1.0339602785069957e-10
1924,4.123060144982966e-05,1.7588223893178728e-09,1.7588223893178728e-09,9.988608947900498e-11
1925,4.0987433229539807e-05,1.7444100767046881e-09,1.7444100767046881e-09,9.988608947900498e-11
1926,4.061308313144504e-05,1.5061410809012544e-09,1.5061410809012544e-09,9.988608947900498e-11
1927,3.998311201160375e-05,1.2718081627521067e-09,1.2718081627521067e-09,7.6684434595948e-11
1928,3.943675099955206e-05,1.229391188057554e-09,1.229391188057554e-09,4.857282631665072e-11
1929,3.854125108253876e-05,1.0660046377365872e-09,1.0660046377365872e-09,2.4421530274233915e-11
1930,3.7832969870318524e-05,1.0356153910619425e-09,1.0356153910619425e-09,5.1648923233520754e-11
1931,3.7269704210172805e-05,1.3350473782036687e-09,1.3350473782036687e-09,2.7227392959286842e-11
1932,3.688272668763862e-05,1.3414280836914522e-09,1.3414280836914522e-09,2.7227392959286842e-11
1933,3.642726005637087e-05,1.388250792100365e-09,1.388250792100365e-09,2.7227392959286842e-11
1934,3.626453586288595e-05,1.4543018931968886e-09,1.4543018931968886e-09,4.96952677421701e-11
1935,3.628601448976302e-05,1.605161012044728e-09,1.605161012044728e-09,7.191760084282858e-11
1936,3.601198737409764e-05,1.7718560904203935e-09,1.7718560904203935e-09,7.191760084282858e-11
1937,3.582984676800801e-05,1.7383612644599517e-09,1.7383612644599517e-09,6.713262485596211e-11
1938,3.524611851649492e-05,1.6404361044156497e-09,1.6404361044156497e-09,6.713262485596211e-11
1939,3.449375643478041e-05,1.7027319554330234e-09,1.7027319554330234e-09,9.202665018914757e-11
1940,3.372014959625501e-05,1.9969622463581314e-09,1.9969622463581314e-09,9.202665018914757e-11
1941,3.3117053784995475e-05,2.010269236788328e-09,2.010269236788328e-09,6.955877540626432e-11
1942,3.213633785240485e-05,1.9011066371937044e-09,1.9011066371937044e-09,4.7336442305605835e-11
1943,3.1645481223157344e-05,1.8010625054846026e-09,1.8010625054846026e-09,4.7336442305605835e-11
1944,3.123235131040149e-05,1.871621445128012e-09,1.871621445128012e-09,2.4894025333185457e-11
1945,3.115699213854636e-05,1.67374079675296e-09,1.67374079675296e-09,4.366344587479278e-11
1946,3.1612745130717356e-05,1.507397318079029e-09,1.507397318079029e-09,1.876942054160732e-11
1947,3.143139422588449e-05,1.3522960529144257e-09,1.3522960529144257e-09,3.5326396569906087e-11
1948,3.110781783886653e-05,1.3815460680228447e-09,1.3815460680228447e-09,3.5326396569906087e-11
1949,3.1003535696072504e-05,1.4124660964652337e-09,1.4124660964652337e-09,3.5326396569906087e-11
1950,3.10076499902477e-05,1.4224258754984881e-09,1.4224258754984881e-09,5.224637191135275e-11
1951,3.089023110598126e-05,1.3602609990773625e-09,1.3602609990773625e-09,5.224637191135275e-11
1952,3.0351699284178073e-05,1.4296809291991508e-09,1.4296809291991508e-09,3.3476951369745425e-11
1953,2.9484966684581843e-05,1.5483238818043382e-09,1.5483238818043382e-09,4.9166187985973304e-11
1954,2.9316162648943384e-05,1.5052336520073239e-09,1.5052336520073239e-09,3.260921195767454e-11
1955,2.8813516889515866e-05,1.4423704135830511e-09,1.4423704135830511e-09,4.7103463986429366e-11
1956,2.8699146631489774e-05,1.362362048570479e-09,1.362362048570479e-09,6.057146946712523e-11
1957,2.8157753539354807e-05,1.4396842924162862e-09,1.4396842924162862e-09,4.3651494125678574e-11
1958,2.758916603592557e-05,1.4408186231408747e-09,1.4408186231408747e-09,4.3651494125678574e-11
1959,2.7309405985371476e-05,1.3341827166866794e-09,1.3341827166866794e-09,4.3651494125678574e-11
1960,2.7012621493278338e-05,1.2419728420301875e-09,1.2419728420301875e-09,3.8550118454581754e-11
1961,2.6603662523224818e-05,1.2558656495694924e-09,1.2558656495694924e-09,3.8550118454581754e-11
1962,2.6188923584413715e-05,1.2698587419685786e-09,1.2698587419685786e-09,2.4055866425826925e-11
1963,2.5578679924365133e-05,1.3126595049024153e-09,1.3126595049024153e-09,1.0587860945131057e-11
1964,2.527185772903197e-05,1.185183824097586e-09,1.185183824097586e-09,1.0587860945131057e-11
1965,2.506863113792081e-05,1.1860450558184458e-09,1.1860450558184458e-09,1.9402942546304606e-11
1966,2.484282673062158e-05,1.275346304753709e-09,1.275346304753709e-09,2.8196013976014964e-11
1967,2.4656918997477207e-05,1.2757326147852917e-09,1.2757326147852917e-09,2.6452831988369294e-11
1968,2.4262395787185858e-05,1.3034024494627617e-09,1.3034024494627617e-09,3.530937348061869e-11
1969,2.4031817312269205e-05,1.3454178406289786e-09,1.3454178406289786e-09,4.428625918365522e-11
1970,2.3840312029018867e-05,1.3555402356146828e-09,1.3555402356146828e-09,5.305576811220902e-11
1971,2.352662236912043e-05,1.5427881670605969e-09,1.5427881670605969e-09,5.305576811220902e-11
1972,2.3201436696191585e-05,1.5926877435948735e-09,1.5926877435948735e-09,4.4240686511035474e-11
1973,2.2920744803351617e-05,1.7206109711612579e-09,1.7206109711612579e-09,5.19558087029383e-11
1974,2.2464806534117088e-05,1.7243568160653565e-09,1.7243568160653565e-09,5.125863275501352e-11
1975,2.229540716923241e-05,1.7535907488002473e-09,1.7535907488002473e-09,5.051159143731887e-11
1976,2.2067591219508487e-05,1.899784916682888e-09,1.899784916682888e-09,4.1534705734282336e-11
1977,2.1958641030193705e-05,1.9366492378024093e-09,1.9366492378024093e-09,4.079160769086622e-11
1978,2.1852017848037315e-05,1.727073888664015e-09,1.727073888664015e-09,4.895153627686761e-11
1979,2.1762345828132572e-05,1.6884971754116407e-09,1.6884971754116407e-09,5.70792371701323e-11
1980,2.182944730780686e-05,1.5856013089811582e-09,1.5856013089811582e-09,4.057104354851912e-11
1981,2.1954098493941793e-05,1.5828770120026751e-09,1.5828770120026751e-09,4.005333911760722e-11
1982,2.2019646556665456e-05,1.5308948632584774e-09,1.5308948632584774e-09,3.9355333971860926e-11
1983,2.2300251657725312e-05,1.3099030511070404e-09,1.3099030511070404e-09,4.675783966361686e-11
1984,2.261407332428332e-05,1.2287963265958775e-09,1.2287963265958775e-09,4.608202212676358e-11
1985,2.2913493012310937e-05,1.2139826683592909e-09,1.2139826683592909e-09,4.515616848697692e-11
1986,2.3254245856410955e-05,1.1457101378731238e-09,1.1457101378731238e-09,4.393702267093045e-11
1987,2.341258680514459e-05,1.0388165565850776e-09,1.0388165565850776e-09,4.393702267093045e-11
1988,2.374917650221115e-05,1.0241503994074768e-09,1.0241503994074768e-09,5.017004371467491e-11
1989,2.4110714158658603e-05,1.0361449317589484e-09,1.0361449317589484e-09,4.2758548685866464e-11
1990,2.4394997776003686e-05,1.0685913423965791e-09,1.0685913423965791e-09,8.861574123307316e-11
1991,2.456309084664099e-05,1.0227811454908776e-09,1.0227811454908776e-09,8.126514788478874e-11
1992,2.4781656195825364e-05,9.897464435328273e-10,9.897464435328273e-10,7.403107293857403e-11
1993,2.5056713379204405e-05,1.0338021867133713e-09,1.0338021867133713e-09,6.71225178613558e-11
1994,2.5533206228699002e-05,1.0304841107406609e-09,1.0304841107406609e-09,6.71225178613558e-11
1995,2.5994373572757468e-05,9.871186011446908e-10,9.871186011446908e-10,6.603396103731031e-11
1996,2.648206490058718e-05,8.684348399131839e-10,8.684348399131839e-10,8.494007977136572e-11
1997,2.743675421308061e-05,7.931337412233777e-10,7.931337412233777e-10,3.168038153240309e-11
1998,2.8429079715611545e-05,7.418459180286163e-10,7.418459180286163e-10,3.168038153240309e-11
1999,2.947353719459248e-05,7.676003087121939e-10,7.676003087121939e-10,3.7103625727397116e-11
2000,3.054867634740991e-05,6.701244083449711e-10,6.701244083449711e-10,4.2296055051206845e-11
2001,3.172753973298573e-05,6.341997482728345e-10,6.341997482728345e-10,4.7366785097377064e-11
2002,3.2881111889894654e-05,5.749540764123293e-10,5.749540764123293e-10,3.996107611481392e-11
2003,3.412072328501381e-05,5.360190941899085e-10,5.360190941899085e-10,2.6213094690895135e-11
2004,3.516048049537598e-05,4.836450922291696e-10,4.836450922291696e-10,3.6306186727643104e-11
2005,3.659872371437294e-05,4.764757794666658e-10,4.764757794666658e-10,3.6306186727643104e-11
2006,3.874148959377115e-05,4.1947661217583184e-10,4.1947661217583184e-10,3.6029514689189006e-11
2007,4.13157587380348e-05,4.1066433587033657e-10,4.1066433587033657e-10,4.157140752668122e-11
2008,4.422617088753863e-05,3.8773453099010576e-10,3.8773453099010576e-10,3.6500677480511e-11
2009,4.6593739950497237e-05,3.6552949556067915e-10,3.6552949556067915e-10,3.528080283278699e-11
2010,4.8604206053174236e-05,3.281952269475395e-10,3.281952269475395e-10,3.831045773275818e-11
2011,5.1649361661735126e-05,2.9206110645020797e-10,2.9206110645020797e-10,2.8217365696010203e-11
2012,5.398397271554651e-05,2.28583183135646e-10,2.28583183135646e-10,3.3557223220419856e-11
2013,5.479617019383503e-05,1.7711746256151732e-10,1.7711746256151732e-10,2.8410651063879934e-11
2014,5.601639817801437e-05,1.3920451497855575e-10,1.3920451497855575e-10,2.806782906293405e-11
2015,5.61426615084721e-05,1.4074002479309248e-10,1.4074002479309248e-10,3.3498500352581646e-11
2016,5.710190037331943e-05,1.1999662969624277e-10,1.1999662969624277e-10,2.934982118452112e-11
2017,5.8117861650922954e-05,1.113387946653314e-10,1.113387946653314e-10,2.4689033803482197e-11
2018,5.7634830591268836e-05,1.206078417692602e-10,1.206078417692602e-10,2.962684056417864e-11
2019,5.741169570683269e-05,1.2272555020842457e-10,1.2272555020842457e-10,2.76888000375064e-11
