ngram,teacher,techer,techer,teachr
1906,5.026979176493894e-05,2.7505417467464456e-09,2.7505417467464456e-09,5.349310359749535e-10
1907,4.988829563704452e-05,2.6108191957569763e-09,2.6108191957569763e-09,5.832704438483002e-10
1908,4.959602977448542e-05,2.8168370493274e-09,2.8168370493274e-09,6.794171455596195e-10
1909,4.943960915885067e-05,2.903056049520712e-09,2.903056049520712e-09,7.104483311172669e-10
1910,4.977556506803792e-05,2.0620113394542727e-09,2.0620113394542727e-09,7.293350883547894e-10
1911,5.122260751834672e-05,2.083311253667627e-09,2.083311253667627e-09,6.84496955148463e-10
1912,5.213472676197333e-05,1.9937528770798606e-09,1.9937528770798606e-09,6.811659371473513e-10
1913,5.298652363957704e-05,2.033598717992342e-09,2.033598717992342e-09,6.166718584190076e-10
1914,5.426512663169498e-05,1.740426802676609e-09,1.740426802676609e-09,6.164360629089063e-10
1915,5.578203230730391e-05,1.7320286316291345e-09,1.7320286316291345e-09,5.792523940665159e-10
1916,5.669600692012214e-05,1.7273419678736396e-09,1.7273419678736396e-09,5.868775088917794e-10
1917,5.679939463984088e-05,1.7438016903475224e-09,1.7438016903475224e-09,5.740628468618527e-10
1918,5.622183484125084e-05,1.778194464690281e-09,1.778194464690281e-09,6.05639477061334e-10
1919,5.611900269286707e-05,1.8743009049566287e-09,1.8743009049566287e-09,5.906002849474592e-10
1920,5.726980504862565e-05,1.477468734657959e-09,1.477468734657959e-09,6.084077567144622e-10
1921,5.891416939058607e-05,1.910395238827586e-09,1.910395238827586e-09,5.342039390208799e-10
1922,6.003002999932505e-05,2.034556681859304e-09,2.034556681859304e-09,5.999045268482003e-10
1923,6.181750982900016e-05,2.3037989294039107e-09,2.3037989294039107e-09,5.832536874107928e-10
1924,6.45818269861463e-05,2.2059647679968056e-09,2.2059647679968056e-09,7.087972550160312e-10
1925,6.65693888939651e-05,2.366968930380052e-09,2.366968930380052e-09,6.944009771953879e-10
1926,6.935275658699018e-05,2.200697505180419e-09,2.200697505180419e-09,8.351674431393365e-10
1927,7.156800815469719e-05,2.449893105842855e-09,2.449893105842855e-09,9.251943972848104e-10
1928,7.226790538490084e-05,1.9895031297004604e-09,1.9895031297004604e-09,1.0567491960854015e-09
1929,7.440598502788427e-05,1.707629081788247e-09,1.707629081788247e-09,9.393962195426907e-10
1930,7.484862622472324e-05,1.4397272223615992e-09,1.4397272223615992e-09,9.201906736588938e-10
1931,7.352990879943328e-05,1.4994391641019534e-09,1.4994391641019534e-09,7.772844510890917e-10
1932,7.300581013883598e-05,1.3211403915303066e-09,1.3211403915303066e-09,7.568315577418819e-10
1933,7.206356323357406e-05,1.2996826036028507e-09,1.2996826036028507e-09,6.197821700304473e-10
1934,7.172580808401108e-05,1.2062945602726266e-09,1.2062945602726266e-09,7.529663955832941e-10
1935,7.155517960200086e-05,1.4273435766654075e-09,1.4273435766654075e-09,7.266339831422743e-10
1936,6.992678598700357e-05,1.3550301674365122e-09,1.3550301674365122e-09,9.648380665845074e-10
1937,6.90569296628902e-05,1.4193924924299495e-09,1.4193924924299495e-09,1.0225953615629534e-09
1938,6.92890036069522e-05,1.283746680386904e-09,1.283746680386904e-09,1.1006428467043504e-09
1939,6.934714474482462e-05,1.220321621531184e-09,1.220321621531184e-09,1.13053998702333e-09
1940,6.763470238573583e-05,1.2360782397635717e-09,1.2360782397635717e-09,1.1873787191569412e-09
1941,6.571153893933765e-05,1.475124498741463e-09,1.475124498741463e-09,9.729213704520338e-10
1942,6.392671795245925e-05,1.3579047886125295e-09,1.3579047886125295e-09,9.890356549619688e-10
1943,6.264320316924048e-05,1.5750175132365841e-09,1.5750175132365841e-09,8.036941350526255e-10
1944,6.192450798282932e-05,1.4850084654024646e-09,1.4850084654024646e-09,9.381092490125452e-10
1945,6.061712701921351e-05,1.6134115789410787e-09,1.6134115789410787e-09,1.089137042458483e-09
1946,5.9810292961109166e-05,1.5633360479177278e-09,1.5633360479177278e-09,1.063955542715941e-09
1947,6.0242578911129385e-05,1.623817160099707e-09,1.623817160099707e-09,1.1594661976564525e-09
1948,5.9968632350709026e-05,1.4219600259173554e-09,1.4219600259173554e-09,1.3095090567460943e-09
1949,6.0163425847089714e-05,1.4255672039656782e-09,1.4255672039656782e-09,1.245091585388991e-09
1950,6.090653031216269e-05,1.289887038450185e-09,1.289887038450185e-09,1.2348114594321454e-09
1951,6.180262581827784e-05,1.1922017341601888e-09,1.1922017341601888e-09,1.1371261551421492e-09
1952,6.27473377140372e-05,1.2459377022163869e-09,1.2459377022163869e-09,9.96740404498756e-10
1953,6.342050931250145e-05,1.2721629702053657e-09,1.2721629702053657e-09,1.0857226229177286e-09
1954,6.383173864118621e-05,1.3762733096024859e-09,1.3762733096024859e-09,1.061230389279696e-09
1955,6.524375099356153e-05,1.3832755972410992e-09,1.3832755972410992e-09,1.0444556648130693e-09
1956,6.593074587207022e-05,1.4861122412033824e-09,1.4861122412033824e-09,1.134508931244227e-09
1957,6.590498378500342e-05,1.5548670367111178e-09,1.5548670367111178e-09,1.1689938065170428e-09
1958,6.567447936894106e-05,1.8224884379414164e-09,1.8224884379414164e-09,1.162873606931823e-09
1959,6.511561410401814e-05,1.923533467427875e-09,1.923533467427875e-09,1.1233635133223174e-09
1960,6.486956408480182e-05,2.1580068525801313e-09,2.1580068525801313e-09,1.1468498849000396e-09
1961,6.483626618449177e-05,2.266367442922095e-09,2.266367442922095e-09,1.1189808127706362e-09
1962,6.36898579874209e-05,2.356623103010642e-09,2.356623103010642e-09,1.0325730984536312e-09
1963,6.321094302360766e-05,2.516692965137679e-09,2.516692965137679e-09,1.0456622948470544e-09
1964,6.331823741285396e-05,2.567590996958659e-09,2.567590996958659e-09,1.1355569579889796e-09
1965,6.2770742390837e-05,2.5653365463641974e-09,2.5653365463641974e-09,1.1161464054586035e-09
1966,6.337673819091703e-05,2.6209161190544297e-09,2.6209161190544297e-09,1.2079485269188085e-09
1967,6.388832220441795e-05,2.7650755336188534e-09,2.7650755336188534e-09,1.270376367593481e-09
1968,6.431235046225734e-05,2.56763399431037e-09,2.56763399431037e-09,1.3100413373149218e-09
1969,6.502083540129076e-05,2.4913057331385093e-09,2.4913057331385093e-09,1.3516539474979693e-09
1970,6.467956128679881e-05,2.697978919639711e-09,2.697978919639711e-09,1.3739488911669794e-09
1971,6.34406715107616e-05,2.5891261832912603e-09,2.5891261832912603e-09,1.2295894302738475e-09
1972,6.261670153305334e-05,2.4443761300777365e-09,2.4443761300777365e-09,1.2887826361662746e-09
1973,6.088468528884862e-05,2.3644994850968715e-09,2.3644994850968715e-09,1.2851792804572222e-09
1974,5.905416505161806e-05,2.226990433332584e-09,2.226990433332584e-09,1.027289230864132e-09
1975,5.728659795879919e-05,2.280552873530033e-09,2.280552873530033e-09,9.791633624943253e-10
1976,5.458898522192612e-05,3.0408499527924603e-09,3.0408499527924603e-09,1.1007354165053813e-09
1977,5.341488628930945e-05,2.715192007737447e-09,2.715192007737447e-09,1.050795427853008e-09
1978,5.200898833988633e-05,2.9589083247064505e-09,2.9589083247064505e-09,1.0584145950549256e-09
1979,5.088140824227594e-05,3.0713514905958814e-09,3.0713514905958814e-09,1.0221088747200798e-09
1980,5.016827604517208e-05,3.135532595471042e-09,3.135532595471042e-09,9.576538936850731e-10
1981,4.947314352778319e-05,3.119865699119373e-09,3.119865699119373e-09,1.0252866730223582e-09
1982,4.870699454581232e-05,3.317780367899965e-09,3.317780367899965e-09,9.31894141219049e-10
1983,4.85456850063721e-05,2.5932538338935274e-09,2.5932538338935274e-09,7.481194790643591e-10
1984,4.7943954996299e-05,2.663806286662407e-09,2.663806286662407e-09,6.610971849317439e-10
1985,4.778533704146477e-05,2.6210442705121295e-09,2.6210442705121295e-09,5.984225615041083e-10
1986,4.738148553380077e-05,2.501567413532817e-09,2.501567413532817e-09,5.212094843022794e-10
1987,4.759221077880024e-05,2.3506835842925155e-09,2.3506835842925155e-09,4.6269491809398337e-10
1988,4.7484976156348626e-05,2.1868608987166536e-09,2.1868608987166536e-09,4.272870033984942e-10
1989,4.7536462391560364e-05,1.864761995611681e-09,1.864761995611681e-09,4.426861417121992e-10
1990,4.7917088522808626e-05,1.8615901201509848e-09,1.8615901201509848e-09,4.0786081654888204e-10
1991,4.8147788870015317e-05,1.6779999770629876e-09,1.6779999770629876e-09,3.934783015286618e-10
1992,4.8732830951589025e-05,1.4073727897364767e-09,1.4073727897364767e-09,4.2005966165754264e-10
1993,4.960459357659731e-05,1.3638539028296544e-09,1.3638539028296544e-09,4.1538770835712416e-10
1994,5.024171436421706e-05,1.391023756498149e-09,1.391023756498149e-09,3.6802242602591255e-10
1995,5.105124988144131e-05,1.4274252890800199e-09,1.4274252890800199e-09,3.5782534475130896e-10
1996,5.2104927038141924e-05,1.5891810248699505e-09,1.5891810248699505e-09,3.231653952376742e-10
1997,5.323844275803172e-05,1.5206011370695803e-09,1.5206011370695803e-09,3.110783020066066e-10
1998,5.4282475113203486e-05,1.850884699474063e-09,1.850884699474063e-09,3.1551054626076183e-10
1999,5.5843786477843036e-05,1.8863351039907374e-09,1.8863351039907374e-09,2.617944680483042e-10
2000,5.6727558070893534e-05,1.890603356408909e-09,1.890603356408909e-09,2.2334302165630656e-10
2001,5.785424738340745e-05,1.9331749058691473e-09,1.9331749058691473e-09,2.3932874233999005e-10
2002,5.95926472409961e-05,1.9512102409992492e-09,1.9512102409992492e-09,2.2784872302386968e-10
2003,6.064832580575187e-05,1.8516061382557935e-09,1.8516061382557935e-09,2.3358938890303907e-10
2004,6.134836283828398e-05,1.748374778287598e-09,1.748374778287598e-09,2.495397053674837e-10
2005,6.203309541368591e-05,1.4676756001007008e-09,1.4676756001007008e-09,2.1579560658243783e-10
2006,6.241282972041517e-05,1.4696685773125345e-09,1.4696685773125345e-09,2.252587342845201e-10
2007,6.310150430571022e-05,1.4664477251561232e-09,1.4664477251561232e-09,2.1539807041178908e-10
2008,6.276967074622266e-05,1.287427030062714e-09,1.287427030062714e-09,2.063583569895349e-10
2009,6.13038163075024e-05,1.2615734250915572e-09,1.2615734250915572e-09,2.0440766143206953e-10
2010,6.155010955158755e-05,1.4041302803009209e-09,1.4041302803009209e-09,1.939283198312428e-10
2011,6.148606137555492e-05,1.4269274888662714e-09,1.4269274888662714e-09,1.99171621655709e-10
2012,6.157966864910642e-05,1.2948608851814924e-09,1.2948608851814924e-09,1.8537963227974582e-10
2013,6.108598453075891e-05,1.2478930745883433e-09,1.2478930745883433e-09,1.7034881739335413e-10
2014,5.996945089594062e-05,1.1265587193268596e-09,1.1265587193268596e-09,1.542473341514012e-10
2015,5.896701830871669e-05,1.1668068892031362e-09,1.1668068892031362e-09,1.3322260804447617e-10
2016,5.9425729497369116e-05,1.1200546839213693e-09,1.1200546839213693e-09,1.2084750511795076e-10
2017,5.850894558534492e-05,8.816475697652019e-10,8.816475697652019e-10,1.1710769449076638e-10
2018,5.7920693507185206e-05,8.564970510605007e-10,8.564970510605007e-10,6.253696518965235e-11
2019,5.681656057276996e-05,8.93071047669558e-10,8.93071047669558e-10,5.013695448391475e-11
