ngram,marriage,mariage,marige,marriag
1650,3.9062784448365816e-05,7.0316276118579224e-06,0.0,0.0
1651,4.1726369870178e-05,4.826091169109402e-06,0.0,0.0
1652,3.993926319318624e-05,3.293679973077295e-06,0.0,0.0
1653,3.761302234904308e-05,3.1929415627018898e-06,0.0,0.0
1654,4.018850449938327e-05,3.441165517870104e-06,0.0,0.0
1655,4.018310833738984e-05,4.39532183398634e-06,0.0,0.0
1656,4.160526389439058e-05,2.5879363810028214e-06,0.0,0.0
1657,4.27527011197526e-05,2.259952753190321e-06,0.0,0.0
1658,4.0537248423788697e-05,2.9781871181252688e-06,0.0,0.0
1659,4.435063757617692e-05,2.997997796683194e-06,0.0,0.0
1660,4.5482109531544014e-05,3.3186969972121005e-06,0.0,0.0
1661,4.1093945453342583e-05,2.9967527552798856e-06,0.0,0.0
1662,3.6364313928061165e-05,1.950897967617493e-06,0.0,0.0
1663,3.7290796431729435e-05,2.0528362126372357e-06,0.0,0.0
1664,3.8915859477128834e-05,1.9809214636877315e-06,0.0,3.9302981187055204e-08
1665,3.7778628601310107e-05,1.1766869363327714e-06,0.0,3.9302981187055204e-08
1666,3.264882330508304e-05,9.027446878917544e-07,0.0,3.9302981187055204e-08
1667,3.171925501581947e-05,1.133734839088772e-06,0.0,7.175529706923303e-08
1668,3.2250909758399106e-05,1.0868704529392353e-06,0.0,7.175529706923303e-08
1669,3.285635310541173e-05,1.236640908278527e-06,0.0,7.175529706923303e-08
1670,3.0240501343671766e-05,9.468151834620844e-07,0.0,7.175529706923303e-08
1671,2.923363561941577e-05,9.075122022750293e-07,0.0,3.245231588217783e-08
1672,2.7625153052213136e-05,1.0059146079908845e-06,0.0,3.245231588217783e-08
1673,2.3696089036613038e-05,9.260178127793292e-07,0.0,3.245231588217783e-08
1674,2.207949520587655e-05,3.743284610534049e-07,0.0,0.0
1675,2.2584241118498278e-05,2.868220292384649e-07,0.0,0.0
1676,2.2641288004316656e-05,1.7999808424714763e-07,0.0,0.0
1677,2.265632844812769e-05,1.4134891606382943e-07,0.0,0.0
1678,1.9321929617685134e-05,4.998831936323508e-07,0.0,0.0
1679,1.904117834783392e-05,4.4762432643048147e-07,0.0,0.0
1680,2.1662637923977206e-05,4.838281841200245e-07,0.0,0.0
1681,2.3990970865790067e-05,5.062040315806371e-07,0.0,0.0
1682,2.256572796406025e-05,5.465260975207846e-07,0.0,0.0
1683,2.029175850891209e-05,7.242518782797041e-07,0.0,0.0
1684,1.9236906414984594e-05,7.242518782797041e-07,0.0,0.0
1685,1.9320504829270897e-05,3.6571760071118273e-07,0.0,0.0
1686,1.9202015599668293e-05,3.1957406219719685e-07,0.0,0.0
1687,1.6001815311028622e-05,3.2457029419674654e-07,0.0,0.0
1688,1.4103901516396686e-05,3.0219444673613385e-07,0.0,0.0
1689,1.1914666499381252e-05,2.618723807959863e-07,0.0,0.0
1690,1.137992311279439e-05,6.197038057312706e-08,0.0,0.0
1691,1.1377984719729284e-05,6.197038057312706e-08,0.0,0.0
1692,1.0742294632239333e-05,1.5664255873356785e-07,0.0,0.0
1693,1.0570789657192239e-05,1.5664255873356785e-07,0.0,0.0
1694,1.2752989927581179e-05,1.1544246904447521e-07,0.0,0.0
1695,1.1321880395241482e-05,1.6196287942550824e-07,0.0,0.0
1696,1.5980381314355846e-05,1.6196287942550824e-07,0.0,0.0
1697,1.7189079374345185e-05,1.485396633630184e-07,0.0,0.0
1698,1.6552143538969437e-05,1.589109339355283e-07,0.0,0.0
1699,1.744504158653269e-05,6.423875577508755e-08,0.0,0.0
1700,1.699379202234143e-05,9.023446117290795e-08,0.0,0.0
1701,1.3635191797740326e-05,9.023446117290795e-08,0.0,0.0
1702,1.311381499492979e-05,4.371405079187493e-08,0.0,0.0
1703,9.703827280256e-06,4.371405079187493e-08,0.0,0.0
1704,7.681910346946097e-06,3.6366975970330325e-08,0.0,0.0
1705,8.67902934130273e-06,2.59957053978204e-08,0.0,0.0
1706,7.652918709157217e-06,2.59957053978204e-08,0.0,0.0
1707,7.023420851380381e-06,2.430490602429407e-07,0.0,0.0
1708,7.080543939861984e-06,2.623407949288646e-07,0.0,0.0
1709,6.530661429288946e-06,2.623407949288646e-07,0.0,0.0
1710,5.70935614112906e-06,2.623407949288646e-07,0.0,0.0
1711,5.864825425305753e-06,2.623407949288646e-07,0.0,0.0
1712,4.112536138174099e-06,2.623407949288646e-07,0.0,0.0
1713,3.7452555099142567e-06,2.623407949288646e-07,0.0,0.0
1714,3.927767254806115e-06,1.9291734685923856e-08,0.0,0.0
1715,3.975534955965746e-06,0.0,0.0,0.0
1716,4.091641764197058e-06,2.6564874490629464e-08,0.0,0.0
1717,4.032625952277158e-06,4.948909041299235e-08,0.0,7.641405476631137e-09
1718,5.754410153713252e-06,4.948909041299235e-08,0.0,7.641405476631137e-09
1719,5.976689992946506e-06,7.582857465747241e-08,0.0,7.641405476631137e-09
1720,1.0165698021020425e-05,1.4831760048699444e-07,0.0,7.641405476631137e-09
1721,1.3955700426647257e-05,2.7971847162332e-07,0.0,7.641405476631137e-09
1722,1.4870589146604679e-05,5.888219395241581e-07,0.0,7.641405476631137e-09
1723,1.6563170739963035e-05,5.80782593065773e-07,0.0,1.9991757836481028e-08
1724,1.725204372503088e-05,5.578583771434101e-07,0.0,1.2350352359849888e-08
1725,1.6611822080189347e-05,5.799172372787455e-07,0.0,1.2350352359849888e-08
1726,1.7727606193927515e-05,5.535777530342654e-07,0.0,1.2350352359849888e-08
1727,1.5420018826262094e-05,4.810887272047434e-07,0.0,1.2350352359849888e-08
1728,1.3778454168849358e-05,3.820856570817861e-07,0.0,1.2350352359849888e-08
1729,1.364046277428445e-05,9.209811935306789e-08,0.0,1.8722329083889885e-08
1730,1.3894761390734597e-05,7.357259132082358e-08,0.0,6.371976724039996e-09
1731,1.3622016792526534e-05,8.750607045320586e-08,0.0,6.371976724039996e-09
1732,1.2913255561995487e-05,6.544721031787049e-08,0.0,6.371976724039996e-09
1733,1.4900288143897861e-05,7.247197990929116e-08,0.0,6.371976724039996e-09
1734,1.689640891657161e-05,8.795717474997997e-08,0.0,1.1533708337602938e-08
1735,1.683314056728185e-05,7.496015237100956e-08,0.0,1.1533708337602938e-08
1736,1.7582273812877247e-05,6.135654727147863e-08,0.0,5.161731613562941e-09
1737,1.8256491849959794e-05,5.735570357704287e-07,0.0,5.161731613562941e-09
1738,2.3289574333570533e-05,6.365089824100778e-07,0.0,1.0653547885145339e-08
1739,2.4008843865885865e-05,6.526635653512715e-07,0.0,1.0653547885145339e-08
1740,2.1737410211894064e-05,6.456387957598508e-07,0.0,1.0653547885145339e-08
1741,1.902413571640084e-05,6.30153600919162e-07,0.0,5.491816271582398e-09
1742,1.969691883069962e-05,6.362623114089924e-07,0.0,1.8246560833696483e-08
1743,2.1271978247178985e-05,6.307499863364033e-07,0.0,2.787795442113098e-08
1744,2.284270470097129e-05,1.1854949783745334e-07,0.0,2.787795442113098e-08
1745,1.8583875446763288e-05,4.166407206542187e-08,0.0,2.238613814954858e-08
1746,2.1547103512732845e-05,1.3004700503773036e-07,0.0,2.238613814954858e-08
1747,2.4763648720441518e-05,1.3004700503773036e-07,0.0,2.238613814954858e-08
1748,2.7215054745153922e-05,1.4096620049031117e-07,0.0,2.238613814954858e-08
1749,3.398717074430481e-05,1.204119917425877e-07,0.0,1.4586673963939184e-08
1750,3.8327050788211636e-05,1.3030818633654106e-07,0.0,4.955280376504691e-09
1751,4.177382262631519e-05,2.0526009945699896e-07,0.0,4.955280376504691e-09
1752,4.618459518366892e-05,2.0526009945699896e-07,0.0,4.955280376504691e-09
1753,4.7684931944656584e-05,1.0072258354349678e-07,0.0,9.98463280309027e-09
1754,5.3854354129206126e-05,1.0490665225404427e-07,0.0,1.4168701513637773e-08
1755,6.156596802091891e-05,1.1325399564197727e-07,0.0,1.4168701513637773e-08
1756,6.5154586731556e-05,1.2651153749995307e-07,0.0,1.5284362220313596e-08
1757,7.302532581629098e-05,1.4706657555255527e-07,0.0,1.8329485484969155e-08
1758,8.111835891863198e-05,7.522224722476625e-08,0.0,2.7652239609210483e-08
1759,8.426977157276789e-05,1.2044657893284239e-07,0.0,3.460982941508714e-08
1760,8.664476211249297e-05,1.2044657893284239e-07,0.0,3.756457773412032e-08
1761,8.593669190304354e-05,1.1626251022229489e-07,0.0,3.615607648198095e-08
1762,8.463251184106671e-05,9.967855341130871e-08,0.0,3.615607648198095e-08
1763,8.079777450932722e-05,1.268845242208272e-07,0.0,3.576248452930031e-08
1764,7.631242936310758e-05,1.161080493972122e-07,0.0,3.5528040953636264e-08
1765,6.999698026837515e-05,1.3952714031769835e-07,0.0,2.9152695241967715e-08
1766,6.929314466625718e-05,1.2491227709330944e-07,0.0,2.559615757442251e-08
1767,7.03091427567415e-05,1.484682954355776e-07,0.0,2.055655912158727e-08
1768,7.055741402187518e-05,1.565149330774927e-07,0.0,2.582762930509424e-08
1769,6.7657795755492e-05,1.5992487029896957e-07,0.0,2.8873888930596488e-08
1770,6.868880934364694e-05,1.2315484200696248e-07,0.0,3.1845304552088494e-08
1771,6.481781071800339e-05,1.2190859065088132e-07,0.0,3.166726868032908e-08
1772,6.496990525712525e-05,2.561829006708649e-07,0.0,2.8719860267756303e-08
1773,6.374998442229948e-05,2.333590047547724e-07,0.0,3.0509189841154694e-08
1774,6.464781368517183e-05,2.739421037948172e-07,0.0,2.7564687548371173e-08
1775,6.779991443701354e-05,2.9478235776179774e-07,0.0,2.240673906734563e-08
1776,7.020926516686034e-05,3.076764255435397e-07,0.0,2.2072848945445652e-08
1777,7.139968771038443e-05,3.7781501863573143e-07,0.0,1.3424084193453772e-08
1778,7.87036785498328e-05,3.7329223039656814e-07,0.0,1.9134871718863777e-08
1779,8.715349447032037e-05,2.4579315852487784e-07,0.0,2.425824316024513e-08
1780,9.03708319778421e-05,2.4270586657897706e-07,0.0,2.3766142070209232e-08
1781,9.159336436174012e-05,1.900418499392994e-07,0.0,2.5678658945236876e-08
1782,8.493401401210576e-05,1.697874922561888e-07,0.0,2.2789969784347315e-08
1783,8.431325633344906e-05,1.7472149492294064e-07,0.0,2.6601397656073848e-08
1784,8.521438680223323e-05,1.741643238517554e-07,0.0,3.325928611884267e-08
1785,8.224808698287234e-05,2.2660162356048984e-07,0.0,2.6533977174178095e-08
1786,7.536530548739912e-05,2.5092393788181e-07,0.0,2.275070405082553e-08
1787,7.351059217139014e-05,3.351764316253788e-07,0.0,1.934156504798271e-08
1788,7.771992698378329e-05,4.4782377577640933e-07,1.3065520728819786e-09,1.8735600245837044e-08
1789,8.318548290325063e-05,4.566420130913684e-07,1.3065520728819786e-09,1.989898506289072e-08
1790,8.842256543825247e-05,4.846492994862015e-07,1.3065520728819786e-09,2.4423671466219536e-08
1791,8.667344601625311e-05,4.95468348000421e-07,1.3065520728819786e-09,2.3195614064418024e-08
1792,8.530080958735198e-05,4.683027644400032e-07,1.3065520728819786e-09,2.4842277695264718e-08
1793,8.112307893627855e-05,4.4124522194774076e-07,1.3065520728819786e-09,2.4488201498331008e-08
1794,8.168163549271412e-05,4.3113531132478654e-07,1.3065520728819786e-09,2.7191002148287324e-08
1795,7.452554824080185e-05,4.5496295188383685e-07,0.0,3.045081082524754e-08
1796,7.098391870385967e-05,4.4889011974191817e-07,0.0,2.9287426008193862e-08
1797,6.625356815805259e-05,4.1283610536473656e-07,0.0,2.0506636833061975e-08
1798,6.278168023397614e-05,3.5561298667679306e-07,0.0,1.7970089099301438e-08
1799,6.140068580862135e-05,3.446717227819006e-07,0.0,1.5906842256084375e-08
1800,6.218830406266664e-05,3.2563162680584614e-07,0.0,1.61558119263613e-08
1801,6.314363833683143e-05,2.862597026722012e-07,0.0,1.4021231540896549e-08
1802,6.316966339779486e-05,1.621865917757402e-07,0.0,1.1191377983063181e-08
1803,6.418355249999357e-05,2.18551642815003e-07,0.0,1.2946377811065953e-08
1804,6.328891218540125e-05,3.759618252274777e-07,0.0,1.2814225997764034e-08
1805,6.51304679714875e-05,7.728632606277383e-07,0.0,1.1479007712620972e-08
1806,6.413225907765861e-05,1.1003920213121482e-06,5.171002039259877e-10,1.2604419349518788e-08
1807,6.477472977296981e-05,1.2884624892097105e-06,5.171002039259877e-10,1.3252418591085707e-08
1808,6.907013396682617e-05,1.289946743960562e-06,5.171002039259877e-10,1.327796222178839e-08
1809,6.881716347249624e-05,1.3606934438874824e-06,5.171002039259877e-10,1.2084229490077242e-08
1810,6.823669277114927e-05,1.4949786556631546e-06,5.171002039259877e-10,1.229066854640288e-08
1811,6.767483396937937e-05,1.3924785621709037e-06,5.171002039259877e-10,1.0623893637833654e-08
1812,6.62667199711515e-05,1.0105378294156253e-06,5.171002039259877e-10,9.543245114786357e-09
1813,6.785441551723384e-05,7.013279546949239e-07,3.8795880793632675e-10,8.962108959715514e-09
1814,6.810416692003076e-05,5.750752052335883e-07,3.8795880793632675e-10,8.332866777546348e-09
1815,6.217000918695703e-05,5.54788067168894e-07,3.8795880793632675e-10,7.801946200203247e-09
1816,6.286771739334134e-05,5.164555168286305e-07,3.8795880793632675e-10,8.970726193626076e-09
1817,6.514848168340645e-05,3.3961540728861497e-07,3.8795880793632675e-10,8.380067877717628e-09
1818,6.587773636316083e-05,3.7947500329339944e-07,3.8795880793632675e-10,9.522613745157774e-09
1819,6.932936854095065e-05,4.651002265226063e-07,3.8795880793632675e-10,1.0097279330117154e-08
1820,7.002348658196362e-05,4.4080210719649973e-07,0.0,9.825434053669011e-09
1821,7.123221439542249e-05,4.5603167718257153e-07,0.0,1.0242890472308578e-08
1822,7.194025654046397e-05,4.846493360283992e-07,0.0,1.1885359236479026e-08
1823,7.443751175222652e-05,4.4872531239954175e-07,0.0,1.3825836856337252e-08
1824,7.420583902525582e-05,5.376733562505771e-07,0.0,1.4466856538116905e-08
1825,7.507080590585247e-05,4.686867376741637e-07,0.0,1.6274196593509974e-08
1826,7.244803418871015e-05,3.721796620733845e-07,1.1849824296409191e-10,1.5933103979039387e-08
1827,7.171375909820199e-05,5.956636459001987e-07,2.230688491065637e-10,1.5400270011614988e-08
1828,7.054941670503467e-05,5.610407985808966e-07,3.333981582872728e-10,1.527367502315461e-08
1829,6.760772261519119e-05,5.234928884030004e-07,3.333981582872728e-10,1.2911689812560617e-08
1830,6.446578013960138e-05,5.474423992219662e-07,6.193118002555715e-10,1.0975139463909045e-08
1831,6.137861886860005e-05,4.924801605251819e-07,7.122064604736522e-10,1.0914127062428797e-08
1832,5.9947778936475515e-05,4.944197554225736e-07,1.3934021317726523e-09,8.687565650993584e-09
1833,6.002192198398656e-05,5.827270541658436e-07,1.4398604134388142e-09,9.791097900700509e-09
1834,5.9621296324101945e-05,3.678014642056431e-07,1.3352898072963422e-09,9.763624638939713e-09
1835,5.980011441611818e-05,3.6772315833591816e-07,1.308743898967687e-09,9.056848350650983e-09
1836,6.221553225519269e-05,4.1123237995829444e-07,1.3838050784618717e-09,9.475236405011498e-09
1837,6.409492354058395e-05,4.578319854025332e-07,1.175332846920745e-09,1.7439931086572968e-08
1838,6.603244401048869e-05,4.469722857233397e-07,1.2350896813221164e-09,1.6023423476951848e-08
1839,6.6908700059035e-05,5.225799607647527e-07,7.812383121371827e-10,1.945399879283676e-08
1840,6.757938120115017e-05,5.946644563437076e-07,6.16281787506929e-10,2.1267603424389237e-08
1841,6.796622931558107e-05,6.084948397853753e-07,6.862593985143154e-10,2.1683515935170102e-08
1842,6.832690373162873e-05,6.389731278691865e-07,7.849223096886452e-10,2.4920316413609304e-08
1843,6.813065556343645e-05,6.712045278943281e-07,2.3492243150791126e-09,2.485307781796564e-08
1844,6.75152727386116e-05,6.39324355233839e-07,2.271782904651941e-09,1.6775689916568937e-08
1845,6.732597622820842e-05,6.613528163208165e-07,2.1191314100324885e-09,1.7776401239899542e-08
1846,6.813550758774259e-05,7.485714986289947e-07,1.891787107918422e-09,1.4132040997744916e-08
1847,6.799006431330261e-05,6.102135614582949e-07,1.952392573009324e-09,1.1837234874840469e-08
1848,6.730404129484668e-05,6.724822542634814e-07,1.8824149620019372e-09,1.1765476783308162e-08
1849,6.599733751500025e-05,6.211273171987029e-07,1.6999686499755536e-09,8.765633108254178e-09
1850,6.554235213635755e-05,5.803612797957872e-07,8.675939094133461e-10,8.683943405632784e-09
1851,6.47652372468396e-05,5.498323929487015e-07,1.0533082897953454e-09,8.706155732848434e-09
1852,6.380012720390888e-05,5.170569811038408e-07,1.5083624428845e-09,8.586888089467948e-09
1853,6.280653178691864e-05,3.489520180112647e-07,1.5083624428845e-09,9.104620232339552e-09
1854,6.396051841355594e-05,3.616147990572115e-07,1.548760699053377e-09,9.286355747864912e-09
1855,6.489113522028285e-05,3.52301142925171e-07,1.70626594599353e-09,1.0286114372957757e-08
1856,6.56556585454382e-05,3.564797736999026e-07,1.70626594599353e-09,1.0404094918925466e-08
1857,6.565224196362709e-05,3.564114519706761e-07,1.3324855425394284e-09,1.094619353888707e-08
1858,6.625374953728169e-05,3.879271568101623e-07,1.261978188615842e-09,1.0761280501623917e-08
1859,6.682882667519152e-05,3.804590278377873e-07,8.678534240453522e-10,1.1356226435412152e-08
1860,6.768240460327693e-05,4.5504324118285565e-07,9.288486329290485e-10,1.2848952124500101e-08
1861,6.60177694434034e-05,4.2313501223491456e-07,8.278449116692701e-10,1.3141470134314659e-08
1862,6.551253422263212e-05,3.7885664840229894e-07,6.703396647291169e-10,1.2053978640632782e-08
1863,6.527808415869783e-05,3.8178176201394566e-07,7.658154269459974e-10,1.2054654290644912e-08
1864,6.616053932313142e-05,3.6754113758823745e-07,6.622732362515649e-10,1.2447337129271676e-08
1865,6.641165340884722e-05,3.652781523604582e-07,5.912927607860346e-10,1.32185768362904e-08
1866,6.720229430356994e-05,3.804804050235232e-07,6.630822319791158e-10,1.2667814479933831e-08
