ngram,race,race,race,racee
1838,6.239851791178808e-05,6.239851791178808e-05,6.239851791178808e-05,1.5753944180931156e-10
1839,6.266410595604352e-05,6.266410595604352e-05,6.266410595604352e-05,1.5753944180931156e-10
1840,6.290335503373561e-05,6.290335503373561e-05,6.290335503373561e-05,2.262331116093768e-10
1841,6.38127707393973e-05,6.38127707393973e-05,6.38127707393973e-05,2.262331116093768e-10
1842,6.42632476228755e-05,6.42632476228755e-05,6.42632476228755e-05,2.262331116093768e-10
1843,6.484421776674156e-05,6.484421776674156e-05,6.484421776674156e-05,1.5117193211519212e-10
1844,6.547962610576568e-05,6.547962610576568e-05,6.547962610576568e-05,1.5117193211519212e-10
1845,6.58947101328522e-05,6.58947101328522e-05,6.58947101328522e-05,1.5117193211519212e-10
1846,6.699596893408202e-05,6.699596893408202e-05,6.699596893408202e-05,2.1639243175108902e-10
1847,6.86696418727349e-05,6.86696418727349e-05,6.86696418727349e-05,6.52204996358969e-11
1848,6.89293270365202e-05,6.89293270365202e-05,6.89293270365202e-05,6.52204996358969e-11
1849,6.960751280920314e-05,6.960751280920314e-05,6.960751280920314e-05,6.52204996358969e-11
1850,6.989456700726546e-05,6.989456700726546e-05,6.989456700726546e-05,1.6016031754796855e-10
1851,7.050804976773049e-05,7.050804976773049e-05,7.050804976773049e-05,2.5301750773896817e-10
1852,7.020314244852801e-05,7.020314244852801e-05,7.020314244852801e-05,3.0357907854217103e-10
1853,6.995073012408934e-05,6.995073012408934e-05,6.995073012408934e-05,3.348772608419941e-10
1854,6.898926533592333e-05,6.898926533592333e-05,6.898926533592333e-05,3.348772608419941e-10
1855,6.828886918291184e-05,6.828886918291184e-05,6.828886918291184e-05,3.8737900982204517e-10
1856,6.784423229484153e-05,6.784423229484153e-05,6.784423229484153e-05,4.867766190130851e-10
1857,6.848815350427426e-05,6.848815350427426e-05,6.848815350427426e-05,3.9183680110101346e-10
1858,6.77258794894442e-05,6.77258794894442e-05,6.77258794894442e-05,2.9897961091001386e-10
1859,6.830163848852473e-05,6.830163848852473e-05,6.830163848852473e-05,3.093474286254759e-10
1860,6.942325749800407e-05,6.942325749800407e-05,6.942325749800407e-05,2.128287466897559e-10
1861,6.981703960004129e-05,6.981703960004129e-05,6.981703960004129e-05,3.25802107514761e-10
1862,7.047747723325821e-05,7.047747723325821e-05,7.047747723325821e-05,3.290186298013761e-10
1863,7.179940959239113e-05,7.179940959239113e-05,7.179940959239113e-05,3.2509678282721666e-10
1864,7.141428380106975e-05,7.141428380106975e-05,7.141428380106975e-05,4.192870257340482e-10
1865,7.209421476415758e-05,7.209421476415758e-05,7.209421476415758e-05,5.519666787126961e-10
1866,7.203270693675481e-05,7.203270693675481e-05,7.203270693675481e-05,5.79516530001862e-10
1867,7.127718708943576e-05,7.127718708943576e-05,7.127718708943576e-05,6.659414448455842e-10
1868,7.129704629603242e-05,7.129704629603242e-05,7.129704629603242e-05,6.425914800267662e-10
1869,7.113984715293295e-05,7.113984715293295e-05,7.113984715293295e-05,7.056308632640602e-10
1870,7.051812696902613e-05,7.051812696902613e-05,7.051812696902613e-05,6.94628021769006e-10
1871,7.026350275347275e-05,7.026350275347275e-05,7.026350275347275e-05,6.410138412135272e-10
1872,6.985001631879381e-05,6.985001631879381e-05,6.985001631879381e-05,5.083341882348793e-10
1873,6.90990429055611e-05,6.90990429055611e-05,6.90990429055611e-05,4.1985494842704847e-10
1874,6.846197564820094e-05,6.846197564820094e-05,6.846197564820094e-05,4.1291146295791796e-10
1875,6.764265084971807e-05,6.764265084971807e-05,6.764265084971807e-05,3.634030972968613e-10
1876,6.702106890900592e-05,6.702106890900592e-05,6.702106890900592e-05,2.4464544279290124e-10
1877,6.657123802662162e-05,6.657123802662162e-05,6.657123802662162e-05,2.300758670882784e-10
1878,6.624521483900025e-05,6.624521483900025e-05,6.624521483900025e-05,2.2578516437451616e-10
1879,6.524340590528612e-05,6.524340590528612e-05,6.524340590528612e-05,3.305266021198199e-10
1880,6.512456665015114e-05,6.512456665015114e-05,6.512456665015114e-05,3.6341328557565333e-10
1881,6.406131433323026e-05,6.406131433323026e-05,6.406131433323026e-05,3.4706304695232756e-10
1882,6.409679606024708e-05,6.409679606024708e-05,6.409679606024708e-05,3.393575955959857e-10
1883,6.370176041465519e-05,6.370176041465519e-05,6.370176041465519e-05,4.678481074771312e-10
1884,6.255490058850097e-05,6.255490058850097e-05,6.255490058850097e-05,5.199883916308577e-10
1885,6.206386232016874e-05,6.206386232016874e-05,6.206386232016874e-05,5.127263098219409e-10
1886,6.189449933507214e-05,6.189449933507214e-05,6.189449933507214e-05,5.183393357390185e-10
1887,6.183562332548067e-05,6.183562332548067e-05,6.183562332548067e-05,5.407205893354877e-10
1888,6.21551948175433e-05,6.21551948175433e-05,6.21551948175433e-05,6.12603604748558e-10
1889,6.167189972724632e-05,6.167189972724632e-05,6.167189972724632e-05,6.325358153924654e-10
1890,6.187946928548627e-05,6.187946928548627e-05,6.187946928548627e-05,5.546366838027339e-10
1891,6.189454558937411e-05,6.189454558937411e-05,6.189454558937411e-05,5.094082120412783e-10
1892,6.129616511835983e-05,6.129616511835983e-05,6.129616511835983e-05,5.477996825994527e-10
1893,6.137895668091784e-05,6.137895668091784e-05,6.137895668091784e-05,4.83568566142115e-10
1894,6.042076087656564e-05,6.042076087656564e-05,6.042076087656564e-05,5.829430390783383e-10
1895,5.9857579929355e-05,5.9857579929355e-05,5.9857579929355e-05,5.114424558464289e-10
1896,5.969995566244636e-05,5.969995566244636e-05,5.969995566244636e-05,4.59100666213733e-10
1897,5.9353953734638966e-05,5.9353953734638966e-05,5.9353953734638966e-05,4.828163067762046e-10
1898,5.940106919816961e-05,5.940106919816961e-05,5.940106919816961e-05,5.14230162419947e-10
1899,5.973834413453005e-05,5.973834413453005e-05,5.973834413453005e-05,4.832432271799953e-10
1900,5.903905964389976e-05,5.903905964389976e-05,5.903905964389976e-05,5.09402298121131e-10
1901,5.874934400448443e-05,5.874934400448443e-05,5.874934400448443e-05,3.7189657504337655e-10
1902,5.85679684133668e-05,5.85679684133668e-05,5.85679684133668e-05,3.256012423965718e-10
1903,5.736527132934758e-05,5.736527132934758e-05,5.736527132934758e-05,3.7341867494980873e-10
1904,5.717941011036081e-05,5.717941011036081e-05,5.717941011036081e-05,3.46672874930652e-10
1905,5.643563677689859e-05,5.643563677689859e-05,5.643563677689859e-05,2.384438618774354e-10
1906,5.5654263893042556e-05,5.5654263893042556e-05,5.5654263893042556e-05,2.4856100709426595e-10
1907,5.5498642073611594e-05,5.5498642073611594e-05,5.5498642073611594e-05,2.055789368103435e-10
1908,6.187608596519567e-05,6.187608596519567e-05,6.187608596519567e-05,4.0803351570544473e-10
1909,6.092878174968064e-05,6.092878174968064e-05,6.092878174968064e-05,4.0459623449181793e-10
1910,6.0347620352071575e-05,6.0347620352071575e-05,6.0347620352071575e-05,4.2564825176410233e-10
1911,5.9009385170481566e-05,5.9009385170481566e-05,5.9009385170481566e-05,4.0604289474372683e-10
1912,5.8096695283893496e-05,5.8096695283893496e-05,5.8096695283893496e-05,5.213557571770444e-10
1913,5.705250597592177e-05,5.705250597592177e-05,5.705250597592177e-05,5.034066368124281e-10
1914,5.5214357416843995e-05,5.5214357416843995e-05,5.5214357416843995e-05,4.887227785164785e-10
1915,4.701790229384122e-05,4.701790229384122e-05,4.701790229384122e-05,3.0100895783860947e-10
1916,4.6490453574473835e-05,4.6490453574473835e-05,4.6490453574473835e-05,3.7753912000639186e-10
1917,4.609895872168376e-05,4.609895872168376e-05,4.609895872168376e-05,3.226354045038349e-10
1918,4.566505335138312e-05,4.566505335138312e-05,4.566505335138312e-05,3.0905977975250107e-10
1919,4.531352117607769e-05,4.531352117607769e-05,4.531352117607769e-05,2.079526640172017e-10
1920,4.554955739877187e-05,4.554955739877187e-05,4.554955739877187e-05,2.4896179066726173e-10
1921,4.661355342250317e-05,4.661355342250317e-05,4.661355342250317e-05,3.74903342497441e-10
1922,4.7122441173996776e-05,4.7122441173996776e-05,4.7122441173996776e-05,3.913284894542711e-10
1923,4.734102289408578e-05,4.734102289408578e-05,4.734102289408578e-05,3.5012420740443417e-10
1924,4.726855383653726e-05,4.726855383653726e-05,4.726855383653726e-05,3.6058000335570384e-10
1925,4.711374224695776e-05,4.711374224695776e-05,4.711374224695776e-05,3.6920493943849916e-10
1926,4.7017756774688936e-05,4.7017756774688936e-05,4.7017756774688936e-05,3.54999192740481e-10
1927,4.654905933421105e-05,4.654905933421105e-05,4.654905933421105e-05,3.763477426524783e-10
1928,4.531338397230554e-05,4.531338397230554e-05,4.531338397230554e-05,2.814086741409483e-10
1929,4.414990274069298e-05,4.414990274069298e-05,4.414990274069298e-05,2.8367767658719703e-10
1930,4.2938709417025424e-05,4.2938709417025424e-05,4.2938709417025424e-05,4.523899310715507e-10
1931,4.251527934684418e-05,4.251527934684418e-05,4.251527934684418e-05,4.80434420421386e-10
1932,4.1833350093968746e-05,4.1833350093968746e-05,4.1833350093968746e-05,4.5742924527557097e-10
1933,4.170329702901654e-05,4.170329702901654e-05,4.170329702901654e-05,6.195993638792783e-10
1934,4.165576111907805e-05,4.165576111907805e-05,4.165576111907805e-05,6.409852252150675e-10
1935,4.167011138633825e-05,4.167011138633825e-05,4.167011138633825e-05,6.39810918531428e-10
1936,4.1815081203822047e-05,4.1815081203822047e-05,4.1815081203822047e-05,8.195510777956169e-10
1937,4.16875648495209e-05,4.16875648495209e-05,4.16875648495209e-05,7.139440150183418e-10
1938,4.097869012704385e-05,4.097869012704385e-05,4.097869012704385e-05,7.267347477770057e-10
1939,4.121837628190406e-05,4.121837628190406e-05,4.121837628190406e-05,7.765227984433767e-10
1940,4.101170998183079e-05,4.101170998183079e-05,4.101170998183079e-05,6.9173246495881e-10
1941,4.116705947256248e-05,4.116705947256248e-05,4.116705947256248e-05,6.069716594416161e-10
1942,4.138228333821254e-05,4.138228333821254e-05,4.138228333821254e-05,6.123430849682063e-10
1943,4.164017445873469e-05,4.164017445873469e-05,4.164017445873469e-05,4.4639130883769186e-10
1944,4.2026044996289e-05,4.2026044996289e-05,4.2026044996289e-05,3.7212187299827196e-10
1945,4.2326705235089844e-05,4.2326705235089844e-05,4.2326705235089844e-05,4.0071222530611653e-10
1946,4.1725166478759744e-05,4.1725166478759744e-05,4.1725166478759744e-05,5.329533282947909e-10
1947,4.138507106940129e-05,4.138507106940129e-05,4.138507106940129e-05,4.721305192039488e-10
1948,4.0164319735984986e-05,4.0164319735984986e-05,4.0164319735984986e-05,5.300519527264212e-10
1949,3.9257361225151855e-05,3.9257361225151855e-05,3.9257361225151855e-05,6.673036508285181e-10
1950,3.828388954778867e-05,3.828388954778867e-05,3.828388954778867e-05,6.367836238466548e-10
1951,3.7287541220263976e-05,3.7287541220263976e-05,3.7287541220263976e-05,6.484882730013147e-10
1952,3.648618959622192e-05,3.648618959622192e-05,3.648618959622192e-05,6.487448614026345e-10
1953,3.620996410193454e-05,3.620996410193454e-05,3.620996410193454e-05,5.451618938025402e-10
1954,3.553623121531148e-05,3.553623121531148e-05,3.553623121531148e-05,5.576368295694729e-10
1955,3.52989107860984e-05,3.52989107860984e-05,3.52989107860984e-05,4.866310776959918e-10
1956,3.5076780997249966e-05,3.5076780997249966e-05,3.5076780997249966e-05,3.534353097887712e-10
1957,3.536411324083539e-05,3.536411324083539e-05,3.536411324083539e-05,3.5782653526724873e-10
1958,3.5770355939998156e-05,3.5770355939998156e-05,3.5770355939998156e-05,3.557864727039244e-10
1959,3.6192629652630005e-05,3.6192629652630005e-05,3.6192629652630005e-05,2.955645975981953e-10
1960,3.699730898785804e-05,3.699730898785804e-05,3.699730898785804e-05,2.700577152776289e-10
1961,3.770768827442745e-05,3.770768827442745e-05,3.770768827442745e-05,2.860480790726047e-10
1962,3.8733587384090894e-05,3.8733587384090894e-05,3.8733587384090894e-05,3.123608514700647e-10
1963,3.941826227154317e-05,3.941826227154317e-05,3.941826227154317e-05,2.88200400052777e-10
1964,4.036825235484035e-05,4.036825235484035e-05,4.036825235484035e-05,3.1292239434575567e-10
1965,4.135629049934713e-05,4.135629049934713e-05,4.135629049934713e-05,3.6228105832718834e-10
1966,4.3854377768833987e-05,4.3854377768833987e-05,4.3854377768833987e-05,3.5477845463015104e-10
1967,4.426972632895091e-05,4.426972632895091e-05,4.426972632895091e-05,3.549072246406786e-10
1968,4.466900437754313e-05,4.466900437754313e-05,4.466900437754313e-05,4.338765279594219e-10
1969,4.5056646091065235e-05,4.5056646091065235e-05,4.5056646091065235e-05,4.828383625461135e-10
1970,4.483714967916187e-05,4.483714967916187e-05,4.483714967916187e-05,4.882048277548329e-10
1971,4.3970686030141746e-05,4.3970686030141746e-05,4.3970686030141746e-05,4.96858861593579e-10
1972,4.296406716873337e-05,4.296406716873337e-05,4.296406716873337e-05,4.5206563690859877e-10
1973,4.050684531518657e-05,4.050684531518657e-05,4.050684531518657e-05,4.587028098626941e-10
1974,3.943774104949885e-05,3.943774104949885e-05,3.943774104949885e-05,4.4637225265249063e-10
1975,3.8848837513277044e-05,3.8848837513277044e-05,3.8848837513277044e-05,3.6292817560758447e-10
1976,3.780149771565837e-05,3.780149771565837e-05,3.780149771565837e-05,3.5352362703910956e-10
1977,3.7649011833959124e-05,3.7649011833959124e-05,3.7649011833959124e-05,3.666040566357205e-10
1978,3.737775685814475e-05,3.737775685814475e-05,3.737775685814475e-05,4.010759264388193e-10
1979,3.7873971970319485e-05,3.7873971970319485e-05,3.7873971970319485e-05,4.2205256749789603e-10
1980,3.994843063992448e-05,3.994843063992448e-05,3.994843063992448e-05,4.595676260178903e-10
1981,4.023272569091725e-05,4.023272569091725e-05,4.023272569091725e-05,5.409068867415609e-10
1982,4.0192262531490996e-05,4.0192262531490996e-05,4.0192262531490996e-05,5.892973212581357e-10
1983,4.042736431334301e-05,4.042736431334301e-05,4.042736431334301e-05,5.681530563477516e-10
1984,4.061847253719212e-05,4.061847253719212e-05,4.061847253719212e-05,5.861499301802147e-10
1985,4.103585992457478e-05,4.103585992457478e-05,4.103585992457478e-05,5.741138279066352e-10
1986,4.063241846909348e-05,4.063241846909348e-05,4.063241846909348e-05,5.216901811338254e-10
1987,3.8709588157611764e-05,3.8709588157611764e-05,3.8709588157611764e-05,4.912835396434342e-10
1988,3.8839937977692376e-05,3.8839937977692376e-05,3.8839937977692376e-05,3.9693240162984114e-10
1989,3.969706449424848e-05,3.969706449424848e-05,3.969706449424848e-05,3.479065349302043e-10
1990,4.174221040947097e-05,4.174221040947097e-05,4.174221040947097e-05,3.086588762357678e-10
1991,4.2375317986755234e-05,4.2375317986755234e-05,4.2375317986755234e-05,2.884884156958581e-10
1992,4.3123521858693235e-05,4.3123521858693235e-05,4.3123521858693235e-05,2.3261951888540822e-10
1993,4.4607572427984064e-05,4.4607572427984064e-05,4.4607572427984064e-05,2.763074471604351e-10
1994,4.585725400829688e-05,4.585725400829688e-05,4.585725400829688e-05,2.752014231578924e-10
1995,4.721390983572097e-05,4.721390983572097e-05,4.721390983572097e-05,3.4328275737889006e-10
1996,4.819523123192734e-05,4.819523123192734e-05,4.819523123192734e-05,3.4118292516601857e-10
1997,4.822233521346269e-05,4.822233521346269e-05,4.822233521346269e-05,3.614782084770951e-10
1998,4.952590253586615e-05,4.952590253586615e-05,4.952590253586615e-05,3.6749341664992537e-10
1999,5.083214637124911e-05,5.083214637124911e-05,5.083214637124911e-05,3.9439827197768855e-10
2000,5.19297542008904e-05,5.19297542008904e-05,5.19297542008904e-05,3.9229382837418266e-10
2001,5.326111931935884e-05,5.326111931935884e-05,5.326111931935884e-05,3.887701589227228e-10
2002,5.393900313980079e-05,5.393900313980079e-05,5.393900313980079e-05,3.2517450835164597e-10
2003,5.46322189620696e-05,5.46322189620696e-05,5.46322189620696e-05,2.9767854550380845e-10
2004,5.483585222724027e-05,5.483585222724027e-05,5.483585222724027e-05,2.826436059406261e-10
2005,5.575376884995161e-05,5.575376884995161e-05,5.575376884995161e-05,2.5548648613371583e-10
2006,5.66143930232751e-05,5.66143930232751e-05,5.66143930232751e-05,2.3158013304610695e-10
2007,5.679031372502712e-05,5.679031372502712e-05,5.679031372502712e-05,2.390440752088528e-10
2008,5.622188421382036e-05,5.622188421382036e-05,5.622188421382036e-05,2.2471328270379232e-10
2009,5.54388971067965e-05,5.54388971067965e-05,5.54388971067965e-05,2.2154271373769115e-10
2010,5.4933420220290176e-05,5.4933420220290176e-05,5.4933420220290176e-05,2.4397760795784913e-10
2011,5.485312327177131e-05,5.485312327177131e-05,5.485312327177131e-05,2.4195686327515327e-10
2012,5.446993548373159e-05,5.446993548373159e-05,5.446993548373159e-05,2.2779361135467317e-10
2013,5.414934223933544e-05,5.414934223933544e-05,5.414934223933544e-05,2.1337614809967065e-10
2014,5.384426185628399e-05,5.384426185628399e-05,5.384426185628399e-05,2.3193080590986981e-10
2015,5.430171066629035e-05,5.430171066629035e-05,5.430171066629035e-05,2.324891727546939e-10
2016,5.568291661412721e-05,5.568291661412721e-05,5.568291661412721e-05,3.0358419151570766e-10
2017,5.626633113327747e-05,5.626633113327747e-05,5.626633113327747e-05,3.159718597878225e-10
2018,5.6711324577918273e-05,5.6711324577918273e-05,5.6711324577918273e-05,3.4666945147865393e-10
2019,5.6906203099060804e-05,5.6906203099060804e-05,5.6906203099060804e-05,4.146473130128836e-10
