ngram,south,soth,soth,soouth
1882,0.00011405897904686364,8.155590894684142e-08,8.155590894684142e-08,1.0485501356072291e-10
1883,0.00011615312957604016,7.193737669045472e-08,7.193737669045472e-08,1.0485501356072291e-10
1884,0.00011530681513249874,5.552624112884327e-08,5.552624112884327e-08,0.0
1885,0.0001137404189129094,6.084398711842759e-08,6.084398711842759e-08,0.0
1886,0.00011315448188854913,6.77046198152961e-08,6.77046198152961e-08,1.1035446366238131e-10
1887,0.00011314567590099094,6.328204880747177e-08,6.328204880747177e-08,1.1035446366238131e-10
1888,0.00011280539807298087,6.46963054557708e-08,6.46963054557708e-08,1.1035446366238131e-10
1889,0.00011172926315339282,5.4999555639970565e-08,5.4999555639970565e-08,1.1035446366238131e-10
1890,0.00010979452469785298,5.2153294000894286e-08,5.2153294000894286e-08,1.1035446366238131e-10
1891,0.00010893756344947698,5.910478328985391e-08,5.910478328985391e-08,1.1035446366238131e-10
1892,0.0001083003485941195,5.534632231883409e-08,5.534632231883409e-08,1.1035446366238131e-10
1893,0.0001075693144230172,4.6397785169460803e-08,4.6397785169460803e-08,0.0
1894,0.00010650681464799813,5.402213990432106e-08,5.402213990432106e-08,0.0
1895,0.00010545901854389481,5.119570748287775e-08,5.119570748287775e-08,0.0
1896,0.00010386498823728678,5.109917720704159e-08,5.109917720704159e-08,0.0
1897,0.00010305879966056506,5.381105897380881e-08,5.381105897380881e-08,0.0
1898,0.00010307035492067891,5.423746582014896e-08,5.423746582014896e-08,0.0
1899,0.00010356295284249686,5.224035502595013e-08,5.224035502595013e-08,0.0
1900,0.00010425942725435431,5.382882101961124e-08,5.382882101961124e-08,1.8070604536544822e-11
1901,0.00010444166296760418,4.7403235876280244e-08,4.7403235876280244e-08,3.5207291447316076e-11
1902,0.00010479611228220165,4.621857233441265e-08,4.621857233441265e-08,6.964387201856072e-11
1903,0.00010708807842872505,4.525718720417769e-08,4.525718720417769e-08,6.964387201856072e-11
1904,0.00010975739132845774,4.017664854773427e-08,4.017664854773427e-08,6.964387201856072e-11
1905,0.00011144977699067178,3.012709776888707e-08,3.012709776888707e-08,8.489073432300337e-11
1906,0.0001117852921847121,2.9934026051543176e-08,2.9934026051543176e-08,1.0040572044424577e-10
1907,0.0001128892378931466,2.9865969253251023e-08,2.9865969253251023e-08,8.233511590770095e-11
1908,0.00011596380915891911,3.288085232660316e-08,3.288085232660316e-08,1.0637179133553078e-10
1909,0.00011654239019013144,3.309616352404581e-08,3.309616352404581e-08,7.193521076428614e-11
1910,0.00011509991600178182,3.290605680003214e-08,3.290605680003214e-08,8.570910053113628e-11
1911,0.00011377300792706333,3.262771234143916e-08,3.262771234143916e-08,1.2764289823520769e-10
1912,0.00011282578010910324,3.1631487016982514e-08,3.1631487016982514e-08,1.1239603593076503e-10
1913,0.00011181398024616231,3.060167763635491e-08,3.060167763635491e-08,9.688104980952263e-11
1914,0.00010861644425728758,2.6905016754190976e-08,2.6905016754190976e-08,1.2611402894213697e-10
1915,0.00010308997713894184,2.0717143429343262e-08,2.0717143429343262e-08,1.3275683429554112e-10
1916,9.952052018239296e-05,1.913510480225763e-08,1.913510480225763e-08,1.3275683429554112e-10
1917,9.677938630505065e-05,1.749190798554829e-08,1.749190798554829e-08,1.18982944528691e-10
1918,9.267736770977666e-05,1.714739905622764e-08,1.714739905622764e-08,7.704914682461959e-11
1919,8.955571787997283e-05,1.721120960037784e-08,1.721120960037784e-08,3.043410939929103e-10
1920,8.91303934622556e-05,1.7030604355332864e-08,1.7030604355332864e-08,3.043410939929103e-10
1921,8.988837881978335e-05,1.921341079886523e-08,1.921341079886523e-08,2.75108114860296e-10
1922,9.130698267004586e-05,1.9057541830339427e-08,1.9057541830339427e-08,2.2729194716829071e-10
1923,9.317436342826113e-05,2.2681488433460928e-08,2.2681488433460928e-08,2.763988363582318e-10
1924,9.416594132614722e-05,2.3439993311415363e-08,2.3439993311415363e-08,2.763988363582318e-10
1925,9.639205901683974e-05,2.3686926198251967e-08,2.3686926198251967e-08,2.763988363582318e-10
1926,9.81872238168892e-05,2.4757208600639e-08,2.4757208600639e-08,4.9106889189941076e-11
1927,9.791198889225987e-05,2.5409748210287423e-08,2.5409748210287423e-08,4.9106889189941076e-11
1928,9.653792741508889e-05,2.330368507687451e-08,2.330368507687451e-08,4.9106889189941076e-11
1929,9.530385432299227e-05,2.465873499042053e-08,2.465873499042053e-08,4.9106889189941076e-11
1930,9.348932716030893e-05,2.3291003665398032e-08,2.3291003665398032e-08,0.0
1931,9.318165081952299e-05,2.315473857095185e-08,2.315473857095185e-08,0.0
1932,9.343575116612815e-05,2.269197883565864e-08,2.269197883565864e-08,0.0
1933,9.237390103018177e-05,2.168779543256148e-08,2.168779543256148e-08,4.633431733529798e-11
1934,9.184932943233954e-05,2.1177017472950865e-08,2.1177017472950865e-08,4.633431733529798e-11
1935,9.187587212571608e-05,2.1899019486681937e-08,2.1899019486681937e-08,4.633431733529798e-11
1936,9.012404708690675e-05,2.1312794576796738e-08,2.1312794576796738e-08,4.633431733529798e-11
1937,8.947042286828426e-05,1.947656740648134e-08,1.947656740648134e-08,4.633431733529798e-11
1938,8.76264478262913e-05,1.8668236226712257e-08,1.8668236226712257e-08,4.633431733529798e-11
1939,8.489439330462898e-05,1.8474695043632242e-08,1.8474695043632242e-08,4.633431733529798e-11
1940,8.31928794338767e-05,1.7685501571155068e-08,1.7685501571155068e-08,0.0
1941,8.131620312009804e-05,1.6907610042185946e-08,1.6907610042185946e-08,0.0
1942,7.969450130726077e-05,1.650951121843848e-08,1.650951121843848e-08,0.0
1943,7.946333270021049e-05,1.5503395139100055e-08,1.5503395139100055e-08,0.0
1944,7.830886689979317e-05,1.5743917915399053e-08,1.5743917915399053e-08,0.0
1945,7.818717235100589e-05,1.6617922022581818e-08,1.6617922022581818e-08,1.876942054160732e-11
1946,8.035411052073218e-05,1.6619656000622333e-08,1.6619656000622333e-08,1.876942054160732e-11
1947,8.153918419598735e-05,1.981433455406594e-08,1.981433455406594e-08,1.876942054160732e-11
1948,8.153675818383428e-05,1.986357744954148e-08,1.986357744954148e-08,1.876942054160732e-11
1949,8.178497955668718e-05,2.2015455109729894e-08,2.2015455109729894e-08,1.876942054160732e-11
1950,8.280917349371261e-05,2.3856917203651003e-08,2.3856917203651003e-08,1.876942054160732e-11
1951,8.323625557490491e-05,2.4502672145233972e-08,2.4502672145233972e-08,1.876942054160732e-11
1952,8.282327222072386e-05,2.391283387177217e-08,2.391283387177217e-08,0.0
1953,8.032791707332112e-05,2.4438427662484434e-08,2.4438427662484434e-08,1.5689236616227883e-11
1954,7.9420066737969e-05,3.1849363019936e-08,3.1849363019936e-08,8.826902006938856e-11
1955,7.9059719740014e-05,3.175669276751185e-08,3.175669276751185e-08,8.826902006938856e-11
1956,7.873482016813276e-05,3.035980000731797e-08,3.035980000731797e-08,8.826902006938856e-11
1957,7.770202085209479e-05,2.918111441374549e-08,2.918111441374549e-08,8.826902006938856e-11
1958,7.725831944428916e-05,2.9615378340151566e-08,2.9615378340151566e-08,1.0017082798162237e-10
1959,7.745914626866579e-05,2.9620142275429577e-08,2.9620142275429577e-08,1.0017082798162237e-10
1960,7.76563527844181e-05,3.358251327816626e-08,3.358251327816626e-08,8.44815913653945e-11
1961,7.734576190289642e-05,2.3996518803772104e-08,2.3996518803772104e-08,1.1901807912233814e-11
1962,7.755825520559614e-05,2.914450978965176e-08,2.914450978965176e-08,6.29105884450024e-11
1963,7.743749821591856e-05,3.0929879609889865e-08,3.0929879609889865e-08,8.271830145448585e-11
1964,7.658814138267189e-05,3.4148142599324926e-08,3.4148142599324926e-08,8.271830145448585e-11
1965,7.598891742028562e-05,3.574009329757441e-08,3.574009329757441e-08,7.081649354225204e-11
1966,7.474014169669576e-05,3.858184730428807e-08,3.858184730428807e-08,7.081649354225204e-11
1967,7.331913574099807e-05,3.499318726848547e-08,3.499318726848547e-08,7.081649354225204e-11
1968,7.229807878112686e-05,3.448845323613828e-08,3.448845323613828e-08,7.081649354225204e-11
1969,7.066535908961669e-05,3.0728657206071016e-08,3.0728657206071016e-08,4.6738369127322497e-11
1970,6.950897867292432e-05,2.8644052970808583e-08,2.8644052970808583e-08,4.446967397494664e-11
1971,6.867511962939586e-05,2.4912086362048414e-08,2.4912086362048414e-08,6.237147504822055e-11
1972,6.743406057856711e-05,2.2261547779781462e-08,2.2261547779781462e-08,7.106692020578516e-11
1973,6.686660136827933e-05,1.825016823378941e-08,1.825016823378941e-08,1.1233740326854758e-10
1974,6.559072374199917e-05,1.8212414306820587e-08,1.8212414306820587e-08,1.1233740326854758e-10
1975,6.40111362112553e-05,1.81058940538849e-08,1.81058940538849e-08,1.2855640361765707e-10
1976,6.278942808941273e-05,1.6696176377958442e-08,1.6696176377958442e-08,1.0162574749981803e-10
1977,6.14426020807254e-05,1.5218454560031854e-08,1.5218454560031854e-08,8.408672964271041e-11
1978,6.042678900744899e-05,1.5063674244483342e-08,1.5063674244483342e-08,6.618492856943651e-11
1979,5.920090344651336e-05,1.3542987176151655e-08,1.3542987176151655e-08,5.7489483411871896e-11
1980,5.8274865815682073e-05,1.3577502931484884e-08,1.3577502931484884e-08,1.6219000349109488e-11
1981,5.78670457928508e-05,1.2135047252773542e-08,1.2135047252773542e-08,3.9108397076326185e-11
1982,5.7446592109045014e-05,1.1440510126549595e-08,1.1440510126549595e-08,2.2889396727216697e-11
1983,5.6552160718378476e-05,1.094108422908643e-08,1.094108422908643e-08,3.769440811072857e-11
1984,5.6126949597715535e-05,1.2214022301496437e-08,1.2214022301496437e-08,5.2395594807297385e-11
1985,5.569961493685176e-05,1.1906625399912433e-08,1.1906625399912433e-08,5.96296697535121e-11
1986,5.564226531922551e-05,1.3778033063666889e-08,1.3778033063666889e-08,5.96296697535121e-11
1987,5.505937328312679e-05,1.3792881249839541e-08,1.3792881249839541e-08,5.96296697535121e-11
1988,5.471351739418294e-05,1.3860342334177339e-08,1.3860342334177339e-08,5.7534502459885164e-11
1989,5.4572604962491565e-05,1.3771168459543657e-08,1.3771168459543657e-08,6.418651423859397e-11
1990,5.467942277651413e-05,1.3714667116257066e-08,1.3714667116257066e-08,5.6038965134952434e-11
1991,5.451973577562187e-05,1.2267041731612543e-08,1.2267041731612543e-08,4.7907046881100006e-11
1992,5.4252869241671374e-05,1.2864023116573468e-08,1.2864023116573468e-08,4.703531810066965e-11
1993,5.471572045020626e-05,1.084673519256642e-08,1.084673519256642e-08,4.703531810066965e-11
1994,5.501655843025739e-05,1.066353202564382e-08,1.066353202564382e-08,4.703531810066965e-11
1995,5.542236665080834e-05,1.1170929831954318e-08,1.1170929831954318e-08,2.624108866707989e-11
1996,5.54596574927148e-05,1.1335163157306333e-08,1.1335163157306333e-08,5.1099272135075275e-11
1997,5.5896666578649145e-05,1.1759418454866072e-08,1.1759418454866072e-08,4.4441809855204943e-11
1998,5.610731958378372e-05,1.201949739737529e-08,1.201949739737529e-08,3.7872541412488554e-11
1999,5.6098018311396504e-05,1.1895557174211393e-08,1.1895557174211393e-08,3.1510195246704193e-11
2000,5.5577288419174564e-05,1.2317236881236632e-08,1.2317236881236632e-08,3.1510195246704193e-11
2001,5.52694223837794e-05,1.2121829889062091e-08,1.2121829889062091e-08,3.1510195246704193e-11
2002,5.4454095724005515e-05,1.1170712608889386e-08,1.1170712608889386e-08,3.1510195246704193e-11
2003,5.399851371683846e-05,1.2041886345213828e-08,1.2041886345213828e-08,1.0316274620273243e-11
2004,5.3355787843299496e-05,1.2382493760501997e-08,1.2382493760501997e-08,1.0316274620273243e-11
2005,5.2768807758444124e-05,1.3789550707648296e-08,1.3789550707648296e-08,1.5284868113260177e-11
2006,5.2403139436916846e-05,1.4338250333066429e-08,1.4338250333066429e-08,1.5284868113260177e-11
2007,5.28380941042477e-05,1.3790820549023205e-08,1.3790820549023205e-08,2.065202919391115e-11
2008,5.251241756403553e-05,1.4276468515309456e-08,1.4276468515309456e-08,6.298066582144379e-11
2009,5.1707593229366466e-05,1.424848328213102e-08,1.424848328213102e-08,6.298066582144379e-11
2010,5.087487651118343e-05,1.3707024848486071e-08,1.3707024848486071e-08,5.266439120117055e-11
2011,5.0271899713802016e-05,1.2858683895444756e-08,1.2858683895444756e-08,5.266439120117055e-11
2012,4.976362002448046e-05,1.1024112035938418e-08,1.1024112035938418e-08,4.7695797708183616e-11
2013,4.91457519404191e-05,1.0728965906179968e-08,1.0728965906179968e-08,4.7695797708183616e-11
2014,4.770668186081041e-05,1.0976164612129326e-08,1.0976164612129326e-08,4.232863662753264e-11
2015,4.649160421519939e-05,1.1740474370469656e-08,1.1740474370469656e-08,1.0861342579295196e-11
2016,4.6326584457087196e-05,1.3306143615514948e-08,1.3306143615514948e-08,1.0861342579295196e-11
2017,4.631052858409627e-05,1.3279014480597576e-08,1.3279014480597576e-08,1.2671566342511062e-11
2018,4.590040334733203e-05,1.4140995219236174e-08,1.4140995219236174e-08,1.5205879611013275e-11
2019,4.532241109700408e-05,1.5704501699076445e-08,1.5704501699076445e-08,1.900734951376659e-11
