ngram,desk,dsk,desk,dek
1541,7.530191266726303e-07,0.0,7.530191266726303e-07,0.0
1542,6.018585346672418e-06,0.0,6.018585346672418e-06,0.0
1543,6.018585346672418e-06,0.0,6.018585346672418e-06,0.0
1544,6.296795195989294e-06,0.0,6.296795195989294e-06,0.0
1545,6.296795195989294e-06,0.0,6.296795195989294e-06,0.0
1546,6.296795195989294e-06,0.0,6.296795195989294e-06,0.0
1547,6.296795195989294e-06,0.0,6.296795195989294e-06,0.0
1548,6.296795195989294e-06,0.0,6.296795195989294e-06,0.0
1549,2.782098493168762e-07,0.0,2.782098493168762e-07,0.0
1550,2.782098493168762e-07,0.0,2.782098493168762e-07,0.0
1551,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,6.820486565369979e-07,0.0,6.820486565369979e-07,0.0
1559,6.820486565369979e-07,0.0,6.820486565369979e-07,0.0
1560,6.820486565369979e-07,0.0,6.820486565369979e-07,0.0
1561,6.820486565369979e-07,0.0,6.820486565369979e-07,0.0
1562,6.820486565369979e-07,0.0,6.820486565369979e-07,0.0
1563,1.1366703672268028e-06,0.0,1.1366703672268028e-06,0.0
1564,1.1366703672268028e-06,0.0,1.1366703672268028e-06,0.0
1565,4.5462171068980493e-07,0.0,4.5462171068980493e-07,0.0
1566,4.5462171068980493e-07,0.0,4.5462171068980493e-07,0.0
1567,4.5462171068980493e-07,0.0,4.5462171068980493e-07,0.0
1568,4.5462171068980493e-07,0.0,4.5462171068980493e-07,0.0
1569,4.5462171068980493e-07,0.0,4.5462171068980493e-07,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,5.447115459641541e-07,0.0,5.447115459641541e-07,0.0
1575,5.447115459641541e-07,0.0,5.447115459641541e-07,0.0
1576,5.447115459641541e-07,0.0,5.447115459641541e-07,0.0
1577,5.447115459641541e-07,0.0,5.447115459641541e-07,0.0
1578,1.5083639937074622e-06,0.0,1.5083639937074622e-06,0.0
1579,3.4486284091274555e-06,0.0,3.4486284091274555e-06,0.0
1580,3.4486284091274555e-06,0.0,3.4486284091274555e-06,0.0
1581,2.9039168631633013e-06,0.0,2.9039168631633013e-06,0.0
1582,2.9039168631633013e-06,0.0,2.9039168631633013e-06,0.0
1583,2.9039168631633013e-06,0.0,2.9039168631633013e-06,0.0
1584,2.9039168631633013e-06,0.0,2.9039168631633013e-06,0.0
1585,1.9402644154199933e-06,0.0,1.9402644154199933e-06,0.0
1586,1.4377876920791875e-06,0.0,1.4377876920791875e-06,0.0
1587,1.4377876920791875e-06,0.0,1.4377876920791875e-06,0.0
1588,1.4377876920791875e-06,0.0,1.4377876920791875e-06,0.0
1589,1.4377876920791875e-06,0.0,1.4377876920791875e-06,0.0
1590,1.4377876920791875e-06,0.0,1.4377876920791875e-06,0.0
1591,1.4377876920791875e-06,0.0,1.4377876920791875e-06,0.0
1592,1.4377876920791875e-06,0.0,1.4377876920791875e-06,0.0
1593,0.0,0.0,0.0,0.0
1594,1.67631583281036e-07,0.0,1.67631583281036e-07,0.0
1595,1.67631583281036e-07,0.0,1.67631583281036e-07,0.0
1596,1.67631583281036e-07,0.0,1.67631583281036e-07,0.0
1597,1.67631583281036e-07,0.0,1.67631583281036e-07,0.0
1598,5.215029139955212e-07,0.0,5.215029139955212e-07,0.0
1599,6.394140622692898e-07,0.0,6.394140622692898e-07,0.0
1600,9.589323164098978e-07,0.0,9.589323164098978e-07,0.0
1601,7.913007331288619e-07,0.0,7.913007331288619e-07,0.0
1602,8.957014512946313e-07,0.0,8.957014512946313e-07,0.0
1603,8.957014512946313e-07,0.0,8.957014512946313e-07,0.0
1604,8.957014512946313e-07,0.0,8.957014512946313e-07,0.0
1605,6.542670121234551e-07,0.0,6.542670121234551e-07,0.0
1606,6.965160780834725e-07,0.0,6.965160780834725e-07,0.0
1607,1.1234948991451738e-06,0.0,1.1234948991451738e-06,0.0
1608,1.1234948991451738e-06,0.0,1.1234948991451738e-06,0.0
1609,1.0190941809794043e-06,0.0,1.0190941809794043e-06,0.0
1610,1.0190941809794043e-06,0.0,1.0190941809794043e-06,0.0
1611,1.1215064595100038e-06,0.0,1.1215064595100038e-06,0.0
1612,1.0090695679666948e-06,0.0,1.0090695679666948e-06,0.0
1613,8.489093537329089e-07,0.0,8.489093537329089e-07,0.0
1614,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1615,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1616,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1617,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1618,9.847713857068032e-08,0.0,9.847713857068032e-08,0.0
1619,2.1101163838466164e-07,0.0,2.1101163838466164e-07,0.0
1620,2.1101163838466164e-07,0.0,2.1101163838466164e-07,0.0
1621,3.894296339370028e-07,0.0,3.894296339370028e-07,0.0
1622,4.597780421785761e-07,0.0,4.597780421785761e-07,0.0
1623,4.597780421785761e-07,0.0,4.597780421785761e-07,0.0
1624,7.584424273383255e-07,0.0,7.584424273383255e-07,0.0
1625,6.599652887676452e-07,0.0,6.599652887676452e-07,0.0
1626,5.474307889536638e-07,0.0,5.474307889536638e-07,0.0
1627,5.474307889536638e-07,0.0,5.474307889536638e-07,0.0
1628,3.6901279340132274e-07,0.0,3.6901279340132274e-07,6.55116260921724e-08
1629,2.986643851597494e-07,0.0,2.986643851597494e-07,6.55116260921724e-08
1630,2.986643851597494e-07,0.0,2.986643851597494e-07,6.55116260921724e-08
1631,0.0,0.0,0.0,6.55116260921724e-08
1632,0.0,0.0,0.0,6.55116260921724e-08
1633,0.0,0.0,0.0,6.55116260921724e-08
1634,0.0,0.0,0.0,6.55116260921724e-08
1635,1.6463942691708716e-07,0.0,1.6463942691708716e-07,0.0
1636,1.6463942691708716e-07,0.0,1.6463942691708716e-07,0.0
1637,2.377995542701683e-07,0.0,2.377995542701683e-07,0.0
1638,3.051345913718251e-07,0.0,3.051345913718251e-07,0.0
1639,3.8300482125513166e-07,0.0,3.8300482125513166e-07,0.0
1640,4.858128761497937e-07,0.0,4.858128761497937e-07,0.0
1641,6.649791422270417e-07,0.0,6.649791422270417e-07,0.0
1642,5.003397153099545e-07,0.0,5.003397153099545e-07,0.0
1643,5.003397153099545e-07,0.0,5.003397153099545e-07,0.0
1644,5.188410544373515e-07,0.0,5.188410544373515e-07,0.0
1645,5.00622848319056e-07,0.0,5.00622848319056e-07,4.9116830983361326e-08
1646,4.227526184357495e-07,0.0,4.227526184357495e-07,4.9116830983361326e-08
1647,4.239901159053261e-07,0.0,4.239901159053261e-07,4.9116830983361326e-08
1648,2.9067308560115634e-07,0.0,2.9067308560115634e-07,4.9116830983361326e-08
1649,2.9067308560115634e-07,0.0,2.9067308560115634e-07,4.9116830983361326e-08
1650,3.3459322220811115e-07,0.0,3.3459322220811115e-07,4.9116830983361326e-08
1651,2.4293175572763304e-07,0.0,2.4293175572763304e-07,4.9116830983361326e-08
1652,1.938149247442717e-07,0.0,1.938149247442717e-07,0.0
1653,1.938149247442717e-07,0.0,1.938149247442717e-07,0.0
1654,1.7273574469202556e-07,0.0,1.7273574469202556e-07,0.0
1655,1.2688650891894732e-07,0.0,1.2688650891894732e-07,0.0
1656,3.081158337993527e-07,0.0,3.081158337993527e-07,0.0
1657,2.9200012972653765e-07,0.0,2.9200012972653765e-07,0.0
1658,4.5284702870113893e-07,0.0,4.5284702870113893e-07,0.0
1659,4.850142139340668e-07,0.0,4.850142139340668e-07,0.0
1660,4.850142139340668e-07,0.0,4.850142139340668e-07,0.0
1661,6.707894775510275e-07,0.0,6.707894775510275e-07,0.0
1662,7.925890567353885e-07,0.0,7.925890567353885e-07,0.0
1663,6.770547104549353e-07,0.0,6.770547104549353e-07,0.0
1664,7.27856240294906e-07,0.0,7.27856240294906e-07,0.0
1665,6.111009582809857e-07,0.0,6.111009582809857e-07,0.0
1666,6.188821706538355e-07,0.0,6.188821706538355e-07,0.0
1667,7.486914341825468e-07,0.0,7.486914341825468e-07,0.0
1668,5.674562300685336e-07,0.0,5.674562300685336e-07,0.0
1669,5.355189257118452e-07,0.0,5.355189257118452e-07,2.995409228593157e-08
1670,5.471222834785294e-07,0.0,5.471222834785294e-07,2.995409228593157e-08
1671,4.68516321104419e-07,0.0,4.68516321104419e-07,2.995409228593157e-08
1672,4.24424704143738e-07,0.0,4.24424704143738e-07,2.995409228593157e-08
1673,3.8447630653796037e-07,0.0,3.8447630653796037e-07,2.995409228593157e-08
1674,3.1972809162133284e-07,3.2530524306041893e-08,3.1972809162133284e-07,2.995409228593157e-08
1675,3.008586588748585e-07,3.2530524306041893e-08,3.008586588748585e-07,2.995409228593157e-08
1676,3.3983591509110867e-07,3.2530524306041893e-08,3.3983591509110867e-07,0.0
1677,3.968823705235991e-07,3.2530524306041893e-08,3.968823705235991e-07,0.0
1678,4.168009419507663e-07,3.2530524306041893e-08,4.168009419507663e-07,0.0
1679,4.3987271120775926e-07,3.2530524306041893e-08,4.3987271120775926e-07,0.0
1680,5.303823594918608e-07,3.2530524306041893e-08,5.303823594918608e-07,0.0
1681,4.876971583403897e-07,0.0,4.876971583403897e-07,0.0
1682,4.795432581821453e-07,0.0,4.795432581821453e-07,0.0
1683,3.948381837355035e-07,0.0,3.948381837355035e-07,0.0
1684,2.897149715051585e-07,0.0,2.897149715051585e-07,0.0
1685,4.7185471276277114e-07,0.0,4.7185471276277114e-07,2.0205831674502406e-08
1686,5.040413567160482e-07,0.0,5.040413567160482e-07,2.0205831674502406e-08
1687,4.1353170843194675e-07,0.0,4.1353170843194675e-07,2.0205831674502406e-08
1688,4.377474393127808e-07,0.0,4.377474393127808e-07,2.0205831674502406e-08
1689,4.088355102079991e-07,0.0,4.088355102079991e-07,2.0205831674502406e-08
1690,3.6470105361071805e-07,0.0,3.6470105361071805e-07,2.0205831674502406e-08
1691,3.5994552709845653e-07,0.0,3.5994552709845653e-07,2.0205831674502406e-08
1692,1.578872144136767e-07,0.0,1.578872144136767e-07,2.3668044540110193e-08
1693,1.0262880120340664e-07,0.0,1.0262880120340664e-07,2.3668044540110193e-08
1694,1.270143517980874e-07,0.0,1.270143517980874e-07,2.3668044540110193e-08
1695,2.665044149807727e-07,0.0,2.665044149807727e-07,2.3668044540110193e-08
1696,3.136629719132803e-07,0.0,3.136629719132803e-07,2.3668044540110193e-08
1697,3.724395704856371e-07,0.0,3.724395704856371e-07,2.3668044540110193e-08
1698,8.457945049095932e-07,0.0,8.457945049095932e-07,2.3668044540110193e-08
1699,9.37281291563912e-07,0.0,9.37281291563912e-07,0.0
1700,1.0412641131551936e-06,0.0,1.0412641131551936e-06,0.0
1701,1.0265453218900284e-06,0.0,1.0265453218900284e-06,0.0
1702,8.524488401511527e-07,0.0,8.524488401511527e-07,1.1985159785256525e-08
1703,7.958015331155366e-07,0.0,7.958015331155366e-07,1.1985159785256525e-08
1704,7.370249345431798e-07,0.0,7.370249345431798e-07,1.1985159785256525e-08
1705,3.0330858079098887e-07,0.0,3.0330858079098887e-07,1.1985159785256525e-08
1706,3.225756251319061e-07,0.0,3.225756251319061e-07,2.3060542681767922e-08
1707,2.550501625770656e-07,0.0,2.550501625770656e-07,9.597526075465015e-08
1708,2.9361273793223776e-07,9.645867342961928e-09,2.9361273793223776e-07,1.15266995440574e-07
1709,2.8162757814698125e-07,9.645867342961928e-09,2.8162757814698125e-07,1.0328183565531748e-07
1710,2.9397520506790897e-07,9.645867342961928e-09,2.9397520506790897e-07,1.0328183565531748e-07
1711,3.036675337853012e-07,9.645867342961928e-09,3.036675337853012e-07,1.0328183565531748e-07
1712,2.5042631993496147e-07,2.0509287220907676e-08,2.5042631993496147e-07,1.1414525553326322e-07
1713,1.5049050412179505e-07,3.1327302402977305e-08,1.5049050412179505e-07,1.0306987263675182e-07
1714,1.3317636618889343e-07,3.1327302402977305e-08,1.3317636618889343e-07,3.9726765115639344e-08
1715,1.1891409254108762e-07,2.1681435060015375e-08,1.1891409254108762e-07,3.175738377032238e-08
1716,1.5433392519526024e-07,2.1681435060015375e-08,1.5433392519526024e-07,3.175738377032238e-08
1717,1.2754528404863257e-07,2.1681435060015375e-08,1.2754528404863257e-07,4.704019472358466e-08
1718,1.488199811002947e-07,2.1681435060015375e-08,1.488199811002947e-07,5.4781951165848245e-08
1719,1.3795656122234895e-07,1.0818015182069627e-08,1.3795656122234895e-07,4.391853128790249e-08
1720,2.539943392118208e-07,0.0,2.539943392118208e-07,4.391853128790249e-08
1721,2.4361117618403636e-07,0.0,2.4361117618403636e-07,3.4346920736132754e-08
1722,2.405544619372384e-07,0.0,2.405544619372384e-07,2.3024567395525863e-08
1723,2.668863920973763e-07,0.0,2.668863920973763e-07,2.3024567395525863e-08
1724,2.709868261214459e-07,0.0,2.709868261214459e-07,1.3612676192613954e-08
1725,2.988434246731231e-07,0.0,2.988434246731231e-07,5.870919750350367e-09
1726,3.3078091580104487e-07,0.0,3.3078091580104487e-07,5.870919750350367e-09
1727,2.039251226295034e-07,0.0,2.039251226295034e-07,5.870919750350367e-09
1728,2.599606665804848e-07,0.0,2.599606665804848e-07,1.23504797500118e-08
1729,2.48166249962521e-07,0.0,2.48166249962521e-07,1.23504797500118e-08
1730,2.1096420153656125e-07,0.0,2.1096420153656125e-07,1.23504797500118e-08
1731,1.9922236203586051e-07,0.0,1.9922236203586051e-07,2.0413039132043716e-08
1732,2.405351194413795e-07,0.0,2.405351194413795e-07,3.293008684782503e-08
1733,2.3669670667914033e-07,7.024769591420668e-09,2.3669670667914033e-07,4.6979626030666366e-08
1734,3.244461441097103e-07,7.024769591420668e-09,3.244461441097103e-07,4.6979626030666366e-08
1735,2.790513207173717e-07,1.349169563370976e-08,2.790513207173717e-07,5.343391811558311e-08
1736,3.095463167060838e-07,1.349169563370976e-08,3.095463167060838e-07,5.343391811558311e-08
1737,3.4036962810140334e-07,1.349169563370976e-08,3.4036962810140334e-07,5.343391811558311e-08
1738,3.8979597556070597e-07,1.349169563370976e-08,3.8979597556070597e-07,3.9500438983200836e-08
1739,3.187378427225797e-07,1.349169563370976e-08,3.187378427225797e-07,3.0214307754152155e-08
1740,3.505369932099711e-07,6.466926042289092e-09,3.505369932099711e-07,2.365204717794508e-08
1741,3.0437701070695766e-07,6.466926042289092e-09,3.0437701070695766e-07,2.365204717794508e-08
1742,4.1890104845216616e-07,0.0,4.1890104845216616e-07,1.7095567374423937e-08
1743,3.9818430203857655e-07,0.0,3.9818430203857655e-07,3.6358354549292926e-08
1744,4.6334090849800956e-07,0.0,4.6334090849800956e-07,4.082241490875406e-08
1745,4.58095592697256e-07,0.0,4.58095592697256e-07,4.713399093247972e-08
1746,5.484887952076991e-07,0.0,5.484887952076991e-07,4.888105158735405e-08
1747,6.092059671963008e-07,0.0,6.092059671963008e-07,4.1393772980719793e-08
1748,6.658892743871547e-07,0.0,6.658892743871547e-07,4.1393772980719793e-08
1749,6.905334300556985e-07,0.0,6.905334300556985e-07,3.997168107616744e-08
1750,7.638999274409539e-07,0.0,7.638999274409539e-07,2.0708893901298453e-08
1751,7.433061739448021e-07,0.0,7.433061739448021e-07,1.9813972177270704e-08
1752,8.004884892086141e-07,0.0,8.004884892086141e-07,1.3502396153545045e-08
1753,7.816040822815142e-07,0.0,7.816040822815142e-07,1.8583123865109234e-08
1754,7.488541281678149e-07,0.0,7.488541281678149e-07,1.8583123865109234e-08
1755,7.083809805408237e-07,0.0,7.083809805408237e-07,2.2436431633211995e-08
1756,6.560534789709241e-07,0.0,6.560534789709241e-07,3.569397349118779e-08
1757,7.33455067347677e-07,0.0,7.33455067347677e-07,3.873909675584335e-08
1758,7.920060137881332e-07,0.0,7.920060137881332e-07,3.827754291307883e-08
1759,8.124004904987357e-07,0.0,8.124004904987357e-07,4.175633781601716e-08
1760,8.156067597805564e-07,0.0,8.156067597805564e-07,3.702036696243535e-08
1761,8.720708137843758e-07,0.0,8.720708137843758e-07,4.5347069083894505e-08
1762,9.242570594584063e-07,0.0,9.242570594584063e-07,4.4176343345319376e-08
1763,1.0365935249215648e-06,0.0,1.0365935249215648e-06,3.1640870241338755e-08
1764,1.0789749548426438e-06,0.0,1.0789749548426438e-06,3.421710635466622e-08
1765,1.0767007795818375e-06,0.0,1.0767007795818375e-06,4.289915521228847e-08
1766,1.0977871381458369e-06,0.0,1.0977871381458369e-06,3.9420360309350144e-08
1767,1.2148314973663737e-06,2.9445022927835194e-09,1.2148314973663737e-06,4.5875635480894875e-08
1768,1.1831549256515115e-06,2.9445022927835194e-09,1.1831549256515115e-06,3.754893335943572e-08
1769,1.2011119728023395e-06,5.990761918285768e-09,1.2011119728023395e-06,4.095887058091259e-08
1770,1.0920850611130715e-06,5.990761918285768e-09,1.0920850611130715e-06,3.5281521450412715e-08
1771,1.1491016250277295e-06,5.990761918285768e-09,1.1491016250277295e-06,3.755809327036072e-08
1772,1.1457817257516062e-06,5.990761918285768e-09,1.1457817257516062e-06,3.367670485334072e-08
1773,1.2001720425100108e-06,5.990761918285768e-09,1.2001720425100108e-06,3.627189570920564e-08
1774,1.1209749167002364e-06,3.046259625502249e-09,1.1209749167002364e-06,3.251127621086068e-08
1775,1.0949826625099895e-06,3.046259625502249e-09,1.0949826625099895e-06,3.828865453263981e-08
1776,1.1704674745617792e-06,2.712369503602271e-09,1.1704674745617792e-06,3.490850478523758e-08
1777,1.27101607664112e-06,5.6304198129250185e-09,1.27101607664112e-06,4.3662655205675294e-08
1778,1.3395987658831082e-06,5.6304198129250185e-09,1.3395987658831082e-06,4.1327011400328825e-08
1779,1.4608063777034528e-06,5.6304198129250185e-09,1.4608063777034528e-06,3.598045188774839e-08
1780,1.4468048204564963e-06,5.6304198129250185e-09,1.4468048204564963e-06,3.573440134273044e-08
1781,1.5212786804243348e-06,5.6304198129250185e-09,1.5212786804243348e-06,3.154204541999661e-08
1782,1.7410729599630161e-06,5.6304198129250185e-09,1.7410729599630161e-06,2.792280057966374e-08
1783,1.8072955266948805e-06,5.092649349843928e-09,1.8072955266948805e-06,3.608342602490211e-08
1784,1.7852812561613973e-06,2.174599040521181e-09,1.7852812561613973e-06,3.5651636309808055e-08
1785,1.6819747900496753e-06,2.174599040521181e-09,1.6819747900496753e-06,3.3325593713178544e-08
1786,6.129040636031797e-06,2.174599040521181e-09,6.129040636031797e-06,4.014459672621992e-08
1787,6.148202926072242e-06,2.174599040521181e-09,6.148202926072242e-06,4.295202289077744e-08
1788,6.134604096327426e-06,2.174599040521181e-09,6.134604096327426e-06,4.0433541213604126e-08
1789,6.027087952783664e-06,2.174599040521181e-09,6.027087952783664e-06,4.060217736626523e-08
1790,5.939737645478869e-06,0.0,5.939737645478869e-06,3.083403082066687e-08
1791,5.921063023249319e-06,1.0859662375699892e-09,5.921063023249319e-06,2.7941501176290525e-08
1792,5.881319810084408e-06,1.0859662375699892e-09,5.881319810084408e-06,3.558787715312357e-08
1793,1.5190656443207575e-06,1.0859662375699892e-09,1.5190656443207575e-06,2.817923266158167e-08
1794,1.559180905782601e-06,2.083951804771849e-09,1.559180905782601e-06,3.400050780604553e-08
1795,1.710101628304983e-06,3.9104960539556745e-09,1.710101628304983e-06,3.726031648300575e-08
1796,1.9179241559998317e-06,3.9104960539556745e-09,1.9179241559998317e-06,3.777803162360474e-08
1797,2.3938225045380283e-06,3.9104960539556745e-09,2.3938225045380283e-06,4.290934325317559e-08
1798,2.59533070285605e-06,2.8245298163856856e-09,2.59533070285605e-06,4.0951452387868615e-08
1799,2.630444506784053e-06,2.8245298163856856e-09,2.630444506784053e-06,3.367344917190199e-08
1800,2.621446778253552e-06,2.8245298163856856e-09,2.621446778253552e-06,3.540638005006258e-08
1801,2.7076893534935413e-06,1.8265442491838257e-09,2.7076893534935413e-06,2.7214581318649574e-08
1802,2.6854918035366737e-06,4.341267980022069e-10,2.6854918035366737e-06,2.4818854527097756e-08
1803,2.661320422703284e-06,7.851267572586299e-10,2.661320422703284e-06,2.478236942644279e-08
1804,2.3530460566689726e-06,1.0902043077822198e-09,2.3530460566689726e-06,2.2817294974077284e-08
1805,2.412153077914679e-06,1.3498818095060626e-09,2.412153077914679e-06,2.0903419820480655e-08
1806,2.525625437296445e-06,1.6084319114690565e-09,2.525625437296445e-06,1.936720307936314e-08
1807,2.5253197821127415e-06,1.8176531391134176e-09,2.5253197821127415e-06,1.6708334081373877e-08
1808,2.5950365787658872e-06,1.8176531391134176e-09,2.5950365787658872e-06,1.5805196706963898e-08
1809,2.583130123769349e-06,2.2881503993131348e-09,2.583130123769349e-06,1.4720111669268882e-08
1810,2.5873795103897076e-06,1.937150440056712e-09,2.5873795103897076e-06,1.4745301424312629e-08
1811,2.6284079532550616e-06,1.632072889533122e-09,2.6284079532550616e-06,1.516189466041088e-08
1812,2.579121688281053e-06,1.6111036473174879e-09,2.579121688281053e-06,1.5752204049083015e-08
1813,2.6552186877129965e-06,1.352553545354494e-09,2.6552186877129965e-06,1.6011555954114394e-08
1814,2.793318312147416e-06,1.3522904542183157e-09,2.793318312147416e-06,1.6010240498433503e-08
1815,2.7436605835516403e-06,1.5454311639930195e-09,2.7436605835516403e-06,1.509303856498231e-08
1816,2.8111396009730276e-06,1.2113252781783705e-09,2.8111396009730276e-06,1.4578007816774224e-08
1817,2.944854161666756e-06,1.2113252781783705e-09,2.944854161666756e-06,1.260155624294157e-08
1818,2.999340495080105e-06,3.717813501502576e-09,2.999340495080105e-06,1.1315539870184109e-08
1819,3.0489023694307046e-06,3.62940268315372e-09,3.0489023694307046e-06,1.2173114199193996e-08
1820,3.1915260803673718e-06,8.493501648030945e-09,3.1915260803673718e-06,1.1908918549709467e-08
1821,3.2244625214973766e-06,8.41309776606585e-09,3.2244625214973766e-06,1.3563767252224222e-08
1822,3.4304976972115194e-06,8.219957056291146e-09,3.4304976972115194e-06,1.5093441797984852e-08
1823,3.5621344522951404e-06,8.070827204966134e-09,3.5621344522951404e-06,1.5927551277883367e-08
1824,3.5788653219372335e-06,8.070827204966134e-09,3.5788653219372335e-06,1.6814373639460556e-08
1825,3.7189026897976873e-06,5.690955785984743e-09,3.7189026897976873e-06,1.4552262379246322e-08
1826,3.8011060366573346e-06,5.540658344825391e-09,3.8011060366573346e-06,1.3560783734029819e-08
1827,3.7425429906891494e-06,8.85700592233109e-10,3.7425429906891494e-06,1.4843486059338114e-08
1828,3.782150510492751e-06,8.674756468707301e-10,3.782150510492751e-06,1.2585163926865611e-08
1829,3.8734752121984324e-06,1.0080242037905203e-09,3.8734752121984324e-06,1.1143899993269559e-08
1830,3.9581143157972424e-06,6.819404247642475e-10,3.9581143157972424e-06,1.1073535961208286e-08
1831,4.114288198512181e-06,6.819404247642475e-10,4.114288198512181e-06,1.0073133026113266e-08
1832,4.132351477892371e-06,5.553236204214329e-10,4.132351477892371e-06,9.444478596013336e-09
1833,4.2447843497939175e-06,6.378018827365598e-10,4.2447843497939175e-06,8.172312858180573e-09
1834,4.420929924110949e-06,5.117208640952648e-10,4.420929924110949e-06,6.155016559919854e-09
1835,4.64405249139028e-06,5.689583566186635e-10,4.64405249139028e-06,7.305583915595548e-09
1836,4.80786567485276e-06,4.2840979969887323e-10,4.80786567485276e-06,8.653427466650702e-09
1837,4.8944717231539215e-06,4.105466680900552e-10,4.8944717231539215e-06,8.867992086690281e-09
1838,4.995182475145807e-06,4.105466680900552e-10,4.995182475145807e-06,9.6513497194195e-09
1839,5.189318471821025e-06,4.863281047714655e-10,5.189318471821025e-06,1.0049830174401514e-08
1840,5.34699776315912e-06,4.794358085139347e-10,5.34699776315912e-06,1.081924505541565e-08
1841,5.374435724141742e-06,4.663532258776724e-10,5.374435724141742e-06,1.0190058067191136e-08
1842,5.273531769489637e-06,3.5960186415908066e-10,5.273531769489637e-06,1.0665898386719164e-08
1843,5.2803429103473065e-06,3.5960186415908066e-10,5.2803429103473065e-06,9.378707588325597e-09
1844,5.311971303204441e-06,2.8216045373190875e-10,5.311971303204441e-06,9.232319290016936e-09
1845,5.3778643892396105e-06,2.8216045373190875e-10,5.3778643892396105e-06,8.439930785998837e-09
1846,5.47318807418508e-06,2.063790170504985e-10,5.47318807418508e-06,9.617609565891274e-09
1847,5.640440446898408e-06,2.520039811747056e-10,5.640440446898408e-06,9.68163238468378e-09
1848,5.804757035678319e-06,1.8202637016731923e-10,5.804757035678319e-06,1.02943604117302e-08
1849,6.060793436647925e-06,1.749504668120088e-10,6.060793436647925e-06,1.0537435685924784e-08
1850,6.128978579259378e-06,2.2242037576804463e-10,6.128978579259378e-06,1.0609416456475174e-08
1851,6.3917110700068795e-06,3.1527756595904425e-10,6.3917110700068795e-06,1.1249834714582058e-08
1852,6.46273987773124e-06,3.1527756595904425e-10,6.46273987773124e-06,1.1880870763393756e-08
1853,6.536327159015595e-06,4.600555967927887e-10,6.536327159015595e-06,1.1000298323032048e-08
1854,6.5870005658195756e-06,3.388446666109855e-10,6.5870005658195756e-06,1.0535597156596005e-08
1855,6.572724747197104e-06,4.438481645710876e-10,6.572724747197104e-06,1.0903148986837356e-08
