ngram,camera,cmera,camra,camra
1930,7.881804452024102e-06,5.0232568105101905e-11,3.5281057440629734e-10,3.5281057440629734e-10
1931,8.229760364234348e-06,7.646557791713654e-11,4.0708807555070846e-10,4.0708807555070846e-10
1932,8.713639415093763e-06,1.0074689495352475e-10,5.029372018056882e-10,5.029372018056882e-10
1933,9.386483465537562e-06,1.0074689495352475e-10,4.800142386748466e-10,4.800142386748466e-10
1934,9.930205253892512e-06,1.0074689495352475e-10,4.115285988965616e-10,4.115285988965616e-10
1935,1.0774004294944461e-05,1.2296922805418323e-10,4.308151633055804e-10,4.308151633055804e-10
1936,1.136998214081229e-05,1.2296922805418323e-10,5.773771956572662e-10,5.773771956572662e-10
1937,1.2007105267132698e-05,9.574183509489639e-11,5.229224097386925e-10,5.229224097386925e-10
1938,1.2293938328054668e-05,6.950882528286177e-11,4.877278799085363e-10,4.877278799085363e-10
1939,1.2569668017801763e-05,2.222233310065848e-11,3.707624286951118e-10,3.707624286951118e-10
1940,1.2298900011436282e-05,2.222233310065848e-11,4.481422138142526e-10,4.481422138142526e-10
1941,1.2329908713581972e-05,2.222233310065848e-11,4.532529094111329e-10,4.532529094111329e-10
1942,1.1915092727576848e-05,0.0,3.9464305434666613e-10,3.9464305434666613e-10
1943,1.1852115936302912e-05,0.0,2.909876724497908e-10,2.909876724497908e-10
1944,1.1840229360261998e-05,1.8971322528799864e-11,4.2378692816884874e-10,4.2378692816884874e-10
1945,1.2126250372343098e-05,7.527958217108071e-11,4.741295312709376e-10,4.741295312709376e-10
1946,1.2267781390359492e-05,1.083757904846954e-10,5.485241308785963e-10,5.485241308785963e-10
1947,1.2789531605709012e-05,1.083757904846954e-10,5.042582978160531e-10,5.042582978160531e-10
1948,1.2912791135022417e-05,1.2547579047212613e-10,5.450797273860125e-10,5.450797273860125e-10
1949,1.3516621688073169e-05,1.4248195282348267e-10,7.084418686607665e-10,7.084418686607665e-10
1950,1.4064794153715151e-05,1.5940192816492933e-10,7.501350929306483e-10,7.501350929306483e-10
1951,1.4289271478316681e-05,1.735288024384829e-10,7.166304256361095e-10,7.166304256361095e-10
1952,1.4534314946753771e-05,1.1722054279620205e-10,6.855191176618242e-10,6.855191176618242e-10
1953,1.4895780363336339e-05,9.981357109881524e-11,7.117443856508032e-10,7.117443856508032e-10
1954,1.5122748663998209e-05,9.981357109881524e-11,8.092740406378291e-10,8.092740406378291e-10
1955,1.5426733885500914e-05,8.27135711113845e-11,8.423338019155782e-10,8.423338019155782e-10
1956,1.5425343657885344e-05,7.917541424072385e-11,7.254595694014146e-10,7.254595694014146e-10
1957,1.5451828143600972e-05,6.225543889927719e-11,8.320155794486591e-10,8.320155794486591e-10
1958,1.5493939827138092e-05,4.105905000915757e-11,9.23149917619881e-10,9.23149917619881e-10
1959,1.5783223326642265e-05,5.235298900745684e-11,1.0411171448763768e-09,1.0411171448763768e-09
1960,1.5551010879529974e-05,4.725161333636001e-11,1.074421163149708e-09,1.074421163149708e-09
1961,1.5581802342369754e-05,5.850718223391179e-11,1.1126110905606318e-09,1.1126110905606318e-09
1962,1.54773072478877e-05,7.891069444701922e-11,1.0927653781855895e-09,1.0927653781855895e-09
1963,1.55706580439333e-05,8.525040197580682e-11,1.1003034673860513e-09,1.1003034673860513e-09
1964,1.5370609487165764e-05,9.42437120407139e-11,1.080020469882267e-09,1.080020469882267e-09
1965,1.546353931709226e-05,9.997206733082718e-11,9.68927279679629e-10,9.68927279679629e-10
1966,1.529146395893934e-05,9.747119976223826e-11,8.497757576973543e-10,8.497757576973543e-10
1967,1.553657615919032e-05,1.0457269673207798e-10,7.882493150265394e-10,7.882493150265394e-10
1968,1.5673869841391153e-05,1.11030210819025e-10,6.991246549935073e-10,6.991246549935073e-10
1969,1.6029256845026145e-05,1.0858047001199062e-10,7.521638946604372e-10,7.521638946604372e-10
1970,1.620263044190194e-05,9.754226593106097e-11,7.637258999818438e-10,7.637258999818438e-10
1971,1.6688905296697548e-05,1.1540165846733532e-10,7.092147186987014e-10,7.092147186987014e-10
1972,1.6792629009744686e-05,1.0646694042255283e-10,7.081379847585976e-10,7.081379847585976e-10
1973,1.6845904091106994e-05,1.1418206261445566e-10,7.373815447131449e-10,7.373815447131449e-10
1974,1.6820772933507605e-05,1.290827167377273e-10,6.971225977433651e-10,6.971225977433651e-10
1975,1.6831252131461432e-05,1.27588634102338e-10,8.606987345061157e-10,8.606987345061157e-10
1976,1.6636695103703198e-05,1.1767129383983514e-10,8.385554790229272e-10,8.385554790229272e-10
1977,1.657919918735778e-05,1.249546066815567e-10,8.587715617989846e-10,8.587715617989846e-10
1978,1.6394136504719165e-05,1.4706147460511306e-10,9.219282876798169e-10,9.219282876798169e-10
1979,1.656213005065053e-05,1.7087683302060722e-10,8.843077896931411e-10,8.843077896931411e-10
1980,1.6796070017984937e-05,1.700422942333254e-10,9.267387928486264e-10,9.267387928486264e-10
1981,1.7057390453244026e-05,1.450820807737317e-10,9.536340566424733e-10,9.536340566424733e-10
1982,1.7205833760921712e-05,1.51097564519777e-10,9.993973545555486e-10,9.993973545555486e-10
1983,1.7484362615505233e-05,1.5046363906796271e-10,9.831198989816515e-10,9.831198989816515e-10
1984,1.7608707431853482e-05,1.4176141064597177e-10,8.960976048490364e-10,8.960976048490364e-10
1985,1.755642863697306e-05,1.289722163392134e-10,7.961539959046502e-10,7.961539959046502e-10
1986,1.7540022132119964e-05,1.2409563307502758e-10,8.176924851507497e-10,8.176924851507497e-10
1987,1.7434846865528796e-05,1.284843803771109e-10,7.714034966355143e-10,7.714034966355143e-10
1988,1.7359639969072305e-05,1.4164881123205194e-10,7.637212211848115e-10,7.637212211848115e-10
1989,1.7451863251543337e-05,1.3937036197738831e-10,6.010611373698436e-10,6.010611373698436e-10
1990,1.7489441493775564e-05,1.386253185655027e-10,5.847181072660135e-10,5.847181072660135e-10
1991,1.7661085491584216e-05,1.5755179898808384e-10,6.294590087258761e-10,6.294590087258761e-10
1992,1.7918709480519673e-05,1.213814227701044e-10,6.262323358287501e-10,6.262323358287501e-10
1993,1.8040291771675193e-05,1.195126398639041e-10,6.606757363414317e-10,6.606757363414317e-10
1994,1.8424395810663035e-05,1.1245649748716145e-10,6.777887378334973e-10,6.777887378334973e-10
1995,1.886888380145787e-05,9.804939945274554e-11,6.909630645424159e-10,6.909630645424159e-10
1996,1.9214765675964634e-05,1.1590560208036521e-10,8.985829302865511e-10,8.985829302865511e-10
1997,1.9763629097724333e-05,1.2650571215577777e-10,9.510014442604131e-10,9.510014442604131e-10
1998,2.0163702564397162e-05,1.1756200130449582e-10,9.36754784852667e-10,9.36754784852667e-10
1999,2.0778345320390406e-05,1.2298524549948985e-10,9.85141254287011e-10,9.85141254287011e-10
2000,2.176701335494207e-05,9.721980809681722e-11,9.50830009965082e-10,9.50830009965082e-10
2001,2.2439139814066167e-05,1.0956719807236099e-10,9.58335989929639e-10,9.58335989929639e-10
2002,2.3285289509138757e-05,1.353913895678944e-10,9.548130143675694e-10,9.548130143675694e-10
2003,2.3859371919700478e-05,1.0789542672005683e-10,7.755490456189712e-10,7.755490456189712e-10
2004,2.434718927751029e-05,1.1587058495227914e-10,7.18939178031722e-10,7.18939178031722e-10
2005,2.4792774898482355e-05,1.084744090186694e-10,7.490910273030441e-10,7.490910273030441e-10
2006,2.5702955878971678e-05,1.081977369802153e-10,7.067015623490087e-10,7.067015623490087e-10
2007,2.6265795116030078e-05,1.296663813028192e-10,7.785714454097306e-10,7.785714454097306e-10
2008,2.7354147407874863e-05,1.0431273156760338e-10,7.992923783157429e-10,7.992923783157429e-10
2009,2.8324083749404444e-05,7.210140867289613e-11,9.083834319665942e-10,9.083834319665942e-10
2010,2.942564554229778e-05,6.178513405262289e-11,8.928317767648813e-10,8.928317767648813e-10
2011,3.0482296226961936e-05,4.119480054695249e-11,9.053391290615918e-10,9.053391290615918e-10
2012,3.132752473382945e-05,4.193732860979793e-11,8.406052520726348e-10,8.406052520726348e-10
2013,3.120290810849318e-05,3.6790756453258005e-11,8.117703255626298e-10,8.117703255626298e-10
2014,3.087388618691226e-05,2.051786221083215e-11,7.347445429850552e-10,7.347445429850552e-10
2015,2.961252227708298e-05,2.051786221083215e-11,6.187595654104174e-10,6.187595654104174e-10
2016,2.8548657740299988e-05,2.051786221083215e-11,4.863565086380259e-10,4.863565086380259e-10
2017,2.793172825477086e-05,2.393750591263751e-11,4.0502471515546645e-10,4.0502471515546645e-10
2018,2.6962986157741398e-05,2.2225651180596272e-11,3.6254189372808556e-10,3.6254189372808556e-10
2019,2.6006639018305577e-05,9.092562640311552e-12,3.3169561194923425e-10,3.3169561194923425e-10
