ngram,method,metod,mehod,mehtod
1918,0.00019621617268837457,3.763176215088038e-09,4.317218868113823e-09,1.0530254485845753e-09
1919,0.0001984615290504215,3.885610563461991e-09,4.063636252890238e-09,1.1654212555318416e-09
1920,0.0001989060006703117,4.0957906590120635e-09,4.338027143851215e-09,1.1546328892997337e-09
1921,0.00019909033185935447,4.5523432801175545e-09,4.289730856247129e-09,1.2356036035602154e-09
1922,0.00019982139513428722,5.109768798559701e-09,3.9135250595734306e-09,1.1491566904402767e-09
1923,0.00019996694339040135,3.7423093830162605e-09,3.9308369257996995e-09,1.1119037040303275e-09
1924,0.00019923520449083298,4.1187920693123e-09,3.724638787870406e-09,9.720983145428924e-10
1925,0.00019856846276005463,4.371800889556101e-09,3.5405171810205208e-09,1.1273631948606676e-09
1926,0.00019776323668858304,4.333059022698649e-09,3.5770015838210156e-09,1.111866448117687e-09
1927,0.00019877545751764307,4.754896127628123e-09,3.883293718333545e-09,1.292846932684658e-09
1928,0.00019952310997593616,4.975089641843868e-09,3.930014567745031e-09,1.3294626590086368e-09
1929,0.00020088967825618705,4.782686976615277e-09,3.605510429898524e-09,1.259277769362553e-09
1930,0.00020275934366509318,5.200817839881974e-09,3.3429564830608373e-09,1.1882913839419577e-09
1931,0.00020406358609242098,6.2031735621153365e-09,3.572746828542758e-09,1.0453851613721555e-09
1932,0.00020336304857794727,6.763558126264359e-09,3.4890210403355174e-09,7.699611285851202e-10
1933,0.00020296156747333174,8.135304430112456e-09,3.217608401939742e-09,6.329117408736857e-10
1934,0.0002023047543064292,7.9894065331741e-09,2.7798985970304913e-09,4.729315689067093e-10
1935,0.00020279925748971955,8.055984006866929e-09,2.6108377364814875e-09,3.120908591082637e-10
1936,0.00020173338374921253,8.588442972674265e-09,2.768031676885536e-09,3.4526899395093125e-10
1937,0.00020080642467032054,8.411398879003075e-09,3.226787535583396e-09,3.6292643493648514e-10
1938,0.00019906057111386742,7.345378464204291e-09,3.0763963757404358e-09,3.9746941848939343e-10
1939,0.0001999677437457389,6.734527919454487e-09,3.3167027537116057e-09,5.480843517131311e-10
1940,0.0001993193124820079,5.213841485535957e-09,3.6656134635596314e-09,6.823028768960476e-10
1941,0.00019892114921406443,5.613344455923652e-09,4.021145194599285e-09,6.424778249097024e-10
1942,0.00019640063484465436,5.277799594186458e-09,4.089024642693419e-09,6.727572982827873e-10
1943,0.00019463157306225703,5.476252657692677e-09,4.250547596435743e-09,6.962741930635222e-10
1944,0.00019326930799122368,6.049761136495135e-09,3.863460789383615e-09,6.703606816474813e-10
1945,0.00019386151065451225,6.908568130268935e-09,4.059737942644201e-09,7.147376202792139e-10
1946,0.00019466526906139085,1.054756986513488e-08,3.909223865252085e-09,5.57027545121182e-10
1947,0.00019695262225078686,1.1562608838642876e-08,3.5439452959553007e-09,4.261456287053227e-10
1948,0.00019800776291439042,1.278783015986765e-08,3.2466881881378283e-09,5.011670582501435e-10
1949,0.00020030544588475356,1.4672936770360984e-08,3.401460954169774e-09,6.135107085057458e-10
1950,0.00020338493673729578,1.781877071290897e-08,3.219233863609767e-09,7.60043716455502e-10
1951,0.00020608964717082147,1.8698668264554337e-08,3.2345635693685283e-09,1.0224070637728948e-09
1952,0.00020747843414678106,2.077639711066987e-08,3.521499695021849e-09,1.094912454353241e-09
1953,0.00020755323722758994,2.0072737250131922e-08,3.736225392561973e-09,1.4078383221110308e-09
1954,0.00020748963704266186,2.3320705366813854e-08,4.116367691153755e-09,1.5613907706451308e-09
1955,0.0002097181713907048,2.7142133620015685e-08,4.426934342914381e-09,1.6327217990306865e-09
1956,0.0002116530667990446,3.2174381000718965e-08,4.602933114026899e-09,1.7284821193389428e-09
1957,0.00021343172037242248,3.562971378252249e-08,4.5453255127979125e-09,1.6658383720066387e-09
1958,0.00021443396898186102,4.045131747026127e-08,4.738590282065453e-09,1.6344416613784623e-09
1959,0.00021663207111747136,4.3211914808287995e-08,4.3929803604316115e-09,1.7128987910603704e-09
1960,0.0002173234970541671,4.7288637006204226e-08,4.4904868712336565e-09,1.5422427303489273e-09
1961,0.00021856339714889015,5.006599731619385e-08,4.522072589401611e-09,1.7104531283404105e-09
1962,0.0002168515493394807,5.170922483849998e-08,4.120081450612442e-09,1.7507589822329805e-09
1963,0.0002151775947173259,5.2404374680950893e-08,3.900681396932068e-09,1.8244697023003402e-09
1964,0.00021170465125968413,5.156676355763271e-08,4.0219949910229906e-09,1.8851264993458017e-09
1965,0.0002087430828916175,5.133714811985815e-08,3.83812667362601e-09,2.216983913909993e-09
1966,0.0002041799244969817,5.158733884513822e-08,4.099898389041203e-09,2.4885989301028287e-09
1967,0.00020224681689536998,5.1519049090334845e-08,4.0096392238199636e-09,2.68356817719909e-09
1968,0.0001988041476579383,5.328254409115678e-08,3.85130340317476e-09,2.8346703555876776e-09
1969,0.00019719232555611858,5.403357608965312e-08,4.37315466379167e-09,3.1410928302832986e-09
1970,0.00019495471704950823,5.566266787176184e-08,4.25051333812527e-09,3.3545720645733468e-09
1971,0.00019413434035543884,5.767917496005534e-08,4.257089315982756e-09,3.711420631142508e-09
1972,0.0001940983285229387,5.966407000203486e-08,4.2339558843045614e-09,3.7209155122143655e-09
1973,0.0001939321934644665,6.192160079925608e-08,4.0643315697102315e-09,3.662197846564043e-09
1974,0.00019303696587615247,6.394644153877899e-08,4.284396805585646e-09,3.992800947015342e-09
1975,0.00019224094285164028,6.439416060694774e-08,3.943150092159239e-09,4.597485471689668e-09
1976,0.00019126138067804277,6.471995764708741e-08,3.697865664469597e-09,5.185853651263577e-09
1977,0.00019092789859444435,6.302737582635537e-08,3.727151317737107e-09,5.546899257374045e-09
1978,0.00019045946828555316,6.166308606582658e-08,3.7065457052826947e-09,6.341745668286032e-09
1979,0.00018957617950426147,5.980037798281046e-08,3.940515913569698e-09,6.880205801910019e-09
1980,0.0001907126695316817,5.8502932022617774e-08,3.762407338062498e-09,7.3880738986937496e-09
1981,0.0001893861044663936,5.6151029476885535e-08,3.327593882979889e-09,7.802374682849437e-09
1982,0.00018917912010303034,5.3653083499836744e-08,3.6253480217851575e-09,7.823935975283445e-09
1983,0.0001892592408694327,5.143677889967486e-08,3.4282810875855117e-09,8.113982057673347e-09
1984,0.00018974966743761406,4.9126343120471054e-08,3.552824193572438e-09,8.24875444140259e-09
1985,0.00018813731523031102,4.691403329307572e-08,3.6347203976764118e-09,7.662697270356084e-09
1986,0.00018571683696271584,4.433064911982651e-08,3.2701933542053243e-09,7.714309825855383e-09
1987,0.00018258066640035913,4.059752229628495e-08,3.285138161501777e-09,7.928315020373183e-09
1988,0.00018124676924864097,3.777913524873254e-08,3.2342607322480686e-09,8.007963688986105e-09
1989,0.0001789398063140522,3.5844681635564616e-08,3.025822164255081e-09,7.650771318066875e-09
1990,0.0001756196517297732,3.484047666242012e-08,2.927066874594938e-09,6.9640461651334e-09
1991,0.00017221038953201578,3.2249324226946944e-08,2.6566882662036407e-09,6.384335980515386e-09
1992,0.00017088418826460838,3.0041632166038264e-08,2.3396901876233348e-09,6.145858996323536e-09
1993,0.00016915966573703502,2.8615856351166258e-08,2.3536763649190107e-09,5.65372149097243e-09
1994,0.00016741313863479133,2.7123404982327363e-08,2.1601597812091556e-09,4.878815224833894e-09
1995,0.00016552399860561958,2.4674389008185116e-08,2.0621431387876245e-09,4.007057828405079e-09
1996,0.000163691072624975,2.1738797682603816e-08,2.057248609561262e-09,3.4108316488661624e-09
1997,0.0001617210655240342,1.8112146449311695e-08,1.8449193760007786e-09,3.1126649511849435e-09
1998,0.00015952008834574372,1.656559727487255e-08,1.7804137846561779e-09,2.9038728881809153e-09
1999,0.0001587978393737493,1.54898870872801e-08,1.813351881350757e-09,2.606908086225498e-09
2000,0.00015984534651839307,1.4230175387248373e-08,1.7480140826872263e-09,2.218843553336569e-09
2001,0.00015920113115238825,1.342780058572706e-08,1.7804441730463948e-09,2.10622817599569e-09
2002,0.0001581127684663183,1.3152125737698433e-08,1.664541314307298e-09,2.0143880214667273e-09
2003,0.00015833869734446386,1.2883001205515093e-08,1.5122119271079475e-09,1.999559613124242e-09
2004,0.00015788278168266906,1.2013981048093164e-08,1.5170759727821194e-09,1.787239689576836e-09
2005,0.00015696030251482234,1.1413370692991975e-08,1.395273531633125e-09,1.6241835336978333e-09
2006,0.00015284991864713708,1.030747677686707e-08,1.2931181839600674e-09,1.5068651406023393e-09
2007,0.00014829238352831453,9.61425986442269e-09,1.225316673522262e-09,1.4472264815117747e-09
2008,0.0001456397959762918,9.25509243846331e-09,1.2998270872342589e-09,1.3239811310786616e-09
2009,0.0001466779878163444,9.18124649323155e-09,1.4299088262654485e-09,1.3457136833443834e-09
2010,0.00014628836652264,9.28783374019661e-09,1.5738560613495371e-09,1.3698736748121325e-09
2011,0.00014207566294187148,9.564851387113192e-09,1.5151002357478254e-09,1.3026413439983946e-09
2012,0.00013741239568584466,9.935253001255465e-09,1.5339477624617563e-09,1.2684615580127456e-09
2013,0.00013552731668044413,1.1145528436681421e-08,1.477095699721685e-09,1.151930451819589e-09
2014,0.00013217562081990764,1.1845046848130941e-08,1.3943599291061609e-09,9.727572041524318e-10
2015,0.00012921190812318985,1.332770059393949e-08,1.1532037467811206e-09,9.782012779156547e-10
2016,0.00012430817462570433,1.4133433978713583e-08,1.0212263019353835e-09,8.356038519849055e-10
2017,0.00011905060576585431,1.4120005165096927e-08,8.188861348272051e-10,7.360605597250824e-10
2018,0.00011877993092639372,1.4825216254621409e-08,7.681846159179884e-10,6.947913522292737e-10
2019,0.00012019042878819164,1.5961713950574108e-08,7.3595675387228e-10,7.283179268013917e-10
