ngram,bath,bat,bath,bat
1551,5.023791069496448e-06,2.65843907852416e-06,5.023791069496448e-06,2.65843907852416e-06
1552,4.755870967138824e-06,3.3795500777549544e-06,4.755870967138824e-06,3.3795500777549544e-06
1553,4.755870967138824e-06,3.3795500777549544e-06,4.755870967138824e-06,3.3795500777549544e-06
1554,4.755870967138824e-06,3.3795500777549544e-06,4.755870967138824e-06,3.3795500777549544e-06
1555,1.2019700079690665e-06,3.0823081423087776e-06,1.2019700079690665e-06,3.0823081423087776e-06
1556,4.324598973783265e-06,3.0823081423087776e-06,4.324598973783265e-06,3.0823081423087776e-06
1557,0.00019122475818481429,1.2427316310744832e-05,0.00019122475818481429,1.2427316310744832e-05
1558,0.00019122475818481429,1.0066119167666849e-05,0.00019122475818481429,1.0066119167666849e-05
1559,0.00019122475818481429,9.345008168436055e-06,0.00019122475818481429,9.345008168436055e-06
1560,0.0001925708289231157,9.345008168436055e-06,0.0001925708289231157,9.345008168436055e-06
1561,0.0001925708289231157,9.345008168436055e-06,0.0001925708289231157,9.345008168436055e-06
1562,0.00019314657350020883,1.1122722753498238e-05,0.00019314657350020883,1.1122722753498238e-05
1563,0.00019002394453439462,1.1122722753498238e-05,0.00019002394453439462,1.1122722753498238e-05
1564,9.485432071544761e-06,1.7777145850621828e-06,9.485432071544761e-06,1.7777145850621828e-06
1565,1.252083399906821e-05,1.2907521392792529e-05,1.252083399906821e-05,1.2907521392792529e-05
1566,1.8231845388072543e-05,1.671486240541396e-05,1.8231845388072543e-05,1.671486240541396e-05
1567,1.8250569285425756e-05,1.7397259723241276e-05,1.8250569285425756e-05,1.7397259723241276e-05
1568,1.8250569285425756e-05,1.7397259723241276e-05,1.8250569285425756e-05,1.7397259723241276e-05
1569,1.6472854700363575e-05,1.5619545138179092e-05,1.6472854700363575e-05,1.5619545138179092e-05
1570,1.6472854700363575e-05,1.5619545138179092e-05,1.6472854700363575e-05,1.5619545138179092e-05
1571,1.0111207952182408e-05,1.5619545138179092e-05,1.0111207952182408e-05,1.5619545138179092e-05
1572,7.075806024658959e-06,4.489738330448745e-06,7.075806024658959e-06,4.489738330448745e-06
1573,3.881613338307943e-06,1.9408066691539716e-06,3.881613338307943e-06,1.9408066691539716e-06
1574,3.0615302486174708e-06,1.2584093513266583e-06,3.0615302486174708e-06,1.2584093513266583e-06
1575,5.576089506575954e-06,1.2584093513266583e-06,5.576089506575954e-06,1.2584093513266583e-06
1576,9.18153308962896e-06,2.1597702470899094e-06,9.18153308962896e-06,2.1597702470899094e-06
1577,1.1733008997388034e-05,2.1597702470899094e-06,1.1733008997388034e-05,2.1597702470899094e-06
1578,1.3178487636521044e-05,4.809814592070845e-06,1.3178487636521044e-05,4.809814592070845e-06
1579,1.899928075285321e-05,5.456569397210842e-06,1.899928075285321e-05,5.456569397210842e-06
1580,1.747292289370047e-05,5.188620889384765e-06,1.747292289370047e-05,5.188620889384765e-06
1581,1.8114826096799724e-05,5.188620889384765e-06,1.8114826096799724e-05,5.188620889384765e-06
1582,1.6857210994203342e-05,5.607602263678148e-06,1.6857210994203342e-05,5.607602263678148e-06
1583,1.3972701318769915e-05,4.946552670454756e-06,1.3972701318769915e-05,4.946552670454756e-06
1584,1.3219448581886744e-05,4.946552670454756e-06,1.3219448581886744e-05,4.946552670454756e-06
1585,1.34724327186372e-05,4.1836891731301355e-06,1.34724327186372e-05,4.1836891731301355e-06
1586,8.370533448344628e-06,3.5369343679901377e-06,8.370533448344628e-06,3.5369343679901377e-06
1587,9.110470468190865e-06,2.5464735244895564e-06,9.110470468190865e-06,2.5464735244895564e-06
1588,8.593361534232307e-06,4.554990969804099e-06,8.593361534232307e-06,4.554990969804099e-06
1589,7.523143852137894e-06,4.509462542046094e-06,7.523143852137894e-06,4.509462542046094e-06
1590,9.401966508448822e-06,4.529126889402895e-06,9.401966508448822e-06,4.529126889402895e-06
1591,9.469477650522354e-06,6.128327673390491e-06,9.469477650522354e-06,6.128327673390491e-06
1592,8.964958461936995e-06,5.435090413032283e-06,8.964958461936995e-06,5.435090413032283e-06
1593,1.2041769033593092e-05,5.881643866294846e-06,1.2041769033593092e-05,5.881643866294846e-06
1594,1.0479002753527311e-05,6.55217019941899e-06,1.0479002753527311e-05,6.55217019941899e-06
1595,1.2514279611813045e-05,5.445246935258703e-06,1.2514279611813045e-05,5.445246935258703e-06
1596,1.2537971364119066e-05,6.334303342165575e-06,1.2537971364119066e-05,6.334303342165575e-06
1597,1.4780698247055365e-05,6.437513970273098e-06,1.4780698247055365e-05,6.437513970273098e-06
1598,1.4463151030343266e-05,5.015248851642744e-06,1.4463151030343266e-05,5.015248851642744e-06
1599,1.421249662923531e-05,4.2929498574397125e-06,1.421249662923531e-05,4.2929498574397125e-06
1600,1.286643225739681e-05,4.804951199080928e-06,1.286643225739681e-05,4.804951199080928e-06
1601,1.543333473819075e-05,5.8923396214335555e-06,1.543333473819075e-05,5.8923396214335555e-06
1602,2.0663006710362553e-05,5.825951185605456e-06,2.0663006710362553e-05,5.825951185605456e-06
1603,2.4985799557595912e-05,5.799772160181809e-06,2.4985799557595912e-05,5.799772160181809e-06
1604,2.1505478668716804e-05,5.77712652167455e-06,2.1505478668716804e-05,5.77712652167455e-06
1605,2.119409743629928e-05,6.049938422490543e-06,2.119409743629928e-05,6.049938422490543e-06
1606,2.2412971182867686e-05,6.619335246276543e-06,2.2412971182867686e-05,6.619335246276543e-06
1607,2.4442313458296538e-05,5.660780451372764e-06,2.4442313458296538e-05,5.660780451372764e-06
1608,2.310552255429294e-05,4.102543292512044e-06,2.310552255429294e-05,4.102543292512044e-06
1609,1.7057807651456513e-05,4.210707418548866e-06,1.7057807651456513e-05,4.210707418548866e-06
1610,1.3289286146443504e-05,3.8665149304506485e-06,1.3289286146443504e-05,3.8665149304506485e-06
1611,1.5204316501434992e-05,5.062158525756136e-06,1.5204316501434992e-05,5.062158525756136e-06
1612,1.5043513550543658e-05,5.688413872511384e-06,1.5043513550543658e-05,5.688413872511384e-06
1613,1.7515854454229286e-05,4.966993417708311e-06,1.7515854454229286e-05,4.966993417708311e-06
1614,1.8969847522904664e-05,6.944651967647328e-06,1.8969847522904664e-05,6.944651967647328e-06
1615,2.2143423263644634e-05,8.268747381277666e-06,2.2143423263644634e-05,8.268747381277666e-06
1616,2.2779655345012933e-05,1.0208773768941423e-05,2.2779655345012933e-05,1.0208773768941423e-05
1617,4.9317601743885984e-05,1.6605574891010682e-05,4.9317601743885984e-05,1.6605574891010682e-05
1618,4.712365736330477e-05,1.6841979199203445e-05,4.712365736330477e-05,1.6841979199203445e-05
1619,5.088663816163067e-05,1.6778786792721284e-05,5.088663816163067e-05,1.6778786792721284e-05
1620,4.866986825748297e-05,1.7970249570810536e-05,4.866986825748297e-05,1.7970249570810536e-05
1621,5.897293034909775e-05,2.312931071303735e-05,5.897293034909775e-05,2.312931071303735e-05
1622,5.53161407229449e-05,2.2731112234656132e-05,5.53161407229449e-05,2.2731112234656132e-05
1623,5.602613932101771e-05,2.119478689824713e-05,5.602613932101771e-05,2.119478689824713e-05
1624,3.0515489600345192e-05,1.4801841059254781e-05,3.0515489600345192e-05,1.4801841059254781e-05
1625,3.441612235682052e-05,1.6767163482914578e-05,3.441612235682052e-05,1.6767163482914578e-05
1626,3.210297849623852e-05,1.6672840242141058e-05,3.210297849623852e-05,1.6672840242141058e-05
1627,3.767381154570363e-05,1.8676725890795103e-05,3.767381154570363e-05,1.8676725890795103e-05
1628,2.5499494768155273e-05,1.416047117735226e-05,2.5499494768155273e-05,1.416047117735226e-05
1629,2.8628903237404302e-05,1.6088482490366524e-05,2.8628903237404302e-05,1.6088482490366524e-05
1630,3.039837455227306e-05,1.7242632436266702e-05,3.039837455227306e-05,1.7242632436266702e-05
1631,3.5578026394692385e-05,1.8443798840702845e-05,3.5578026394692385e-05,1.8443798840702845e-05
1632,3.581683475723756e-05,1.6813288961462342e-05,3.581683475723756e-05,1.6813288961462342e-05
1633,3.7677964428439736e-05,1.8636657711925053e-05,3.7677964428439736e-05,1.8636657711925053e-05
1634,3.3885615006771074e-05,1.6726124418450388e-05,3.3885615006771074e-05,1.6726124418450388e-05
1635,3.542163462303246e-05,2.093819577047335e-05,3.542163462303246e-05,2.093819577047335e-05
1636,3.667520572240132e-05,2.075047554431616e-05,3.667520572240132e-05,2.075047554431616e-05
1637,3.789137476165446e-05,2.0005097732272198e-05,3.789137476165446e-05,2.0005097732272198e-05
1638,3.677788507567519e-05,2.120735501063921e-05,3.677788507567519e-05,2.120735501063921e-05
1639,3.482574512807852e-05,2.182541200974291e-05,3.482574512807852e-05,2.182541200974291e-05
1640,3.568198657636198e-05,2.2990262160809444e-05,3.568198657636198e-05,2.2990262160809444e-05
1641,3.5845481241787116e-05,2.562609435179703e-05,3.5845481241787116e-05,2.562609435179703e-05
1642,3.35941858793376e-05,2.7969294153860703e-05,3.35941858793376e-05,2.7969294153860703e-05
1643,3.26321546059002e-05,2.663891012031984e-05,3.26321546059002e-05,2.663891012031984e-05
1644,3.2279877684361835e-05,2.662463495133644e-05,3.2279877684361835e-05,2.662463495133644e-05
1645,3.138252915440327e-05,2.5731942774395327e-05,3.138252915440327e-05,2.5731942774395327e-05
1646,3.183930052078462e-05,2.5827160113424596e-05,3.183930052078462e-05,2.5827160113424596e-05
1647,3.211050404518444e-05,2.722677709243726e-05,3.211050404518444e-05,2.722677709243726e-05
1648,3.471987552724646e-05,2.743388488722433e-05,3.471987552724646e-05,2.743388488722433e-05
1649,3.645823614663511e-05,2.4203459491088453e-05,3.645823614663511e-05,2.4203459491088453e-05
1650,3.56363694403886e-05,2.7059991745253293e-05,3.56363694403886e-05,2.7059991745253293e-05
1651,3.91010531270045e-05,3.2155436981286455e-05,3.91010531270045e-05,3.2155436981286455e-05
1652,4.154454888651214e-05,3.292198198323604e-05,4.154454888651214e-05,3.292198198323604e-05
1653,4.34704109336183e-05,3.289021047489119e-05,4.34704109336183e-05,3.289021047489119e-05
1654,4.2270247701838214e-05,3.061215985716055e-05,4.2270247701838214e-05,3.061215985716055e-05
1655,4.297076598699537e-05,3.2033191278709895e-05,4.297076598699537e-05,3.2033191278709895e-05
1656,4.631312419535659e-05,2.8534476379198687e-05,4.631312419535659e-05,2.8534476379198687e-05
1657,4.710920049027274e-05,2.7757038748989415e-05,4.710920049027274e-05,2.7757038748989415e-05
1658,4.372951817848454e-05,2.322549802816606e-05,4.372951817848454e-05,2.322549802816606e-05
1659,3.950977380944616e-05,2.249693456438503e-05,3.950977380944616e-05,2.249693456438503e-05
1660,4.0350749259232543e-05,2.355642105352932e-05,4.0350749259232543e-05,2.355642105352932e-05
1661,4.15457013462271e-05,2.2946823134718996e-05,4.15457013462271e-05,2.2946823134718996e-05
1662,3.846388374638211e-05,1.8377611143348205e-05,3.846388374638211e-05,1.8377611143348205e-05
1663,3.1744789469355184e-05,1.744199978150261e-05,3.1744789469355184e-05,1.744199978150261e-05
1664,3.038282583085155e-05,1.6971662132293985e-05,3.038282583085155e-05,1.6971662132293985e-05
1665,2.9546118249917136e-05,1.6870770585748168e-05,2.9546118249917136e-05,1.6870770585748168e-05
1666,3.187444573476179e-05,1.76219362921464e-05,3.187444573476179e-05,1.76219362921464e-05
1667,2.985870664165954e-05,1.8089703969183445e-05,2.985870664165954e-05,1.8089703969183445e-05
1668,2.8549812019004355e-05,1.7683677339976255e-05,2.8549812019004355e-05,1.7683677339976255e-05
1669,2.8065738141387036e-05,1.812181913659775e-05,2.8065738141387036e-05,1.812181913659775e-05
1670,3.095691941520532e-05,1.9316276328546727e-05,3.095691941520532e-05,1.9316276328546727e-05
1671,3.41494960593991e-05,1.9105302141854607e-05,3.41494960593991e-05,1.9105302141854607e-05
1672,3.274955919810704e-05,1.8573562166628627e-05,3.274955919810704e-05,1.8573562166628627e-05
1673,3.216051170186672e-05,1.7851977385622115e-05,3.216051170186672e-05,1.7851977385622115e-05
1674,3.142310249261625e-05,1.5845486554358752e-05,3.142310249261625e-05,1.5845486554358752e-05
1675,3.0380095787612455e-05,1.5102623105381749e-05,3.0380095787612455e-05,1.5102623105381749e-05
1676,3.0227464126905295e-05,1.5770290441910868e-05,3.0227464126905295e-05,1.5770290441910868e-05
1677,2.9020419398355962e-05,1.4173193319168473e-05,2.9020419398355962e-05,1.4173193319168473e-05
1678,2.6047172078896047e-05,1.2415124599231473e-05,2.6047172078896047e-05,1.2415124599231473e-05
1679,2.6393112680774982e-05,1.2103518071983541e-05,2.6393112680774982e-05,1.2103518071983541e-05
1680,2.385873605297612e-05,1.1312710349946948e-05,2.385873605297612e-05,1.1312710349946948e-05
1681,2.325034438399598e-05,1.108399685888019e-05,2.325034438399598e-05,1.108399685888019e-05
1682,2.1705924934524645e-05,1.1447256058870283e-05,2.1705924934524645e-05,1.1447256058870283e-05
1683,2.0005703325815765e-05,1.1690318777774727e-05,2.0005703325815765e-05,1.1690318777774727e-05
1684,1.959409850574697e-05,1.2744371166003735e-05,1.959409850574697e-05,1.2744371166003735e-05
1685,1.8164747156593615e-05,1.300378958798579e-05,1.8164747156593615e-05,1.300378958798579e-05
1686,1.7005182469022528e-05,1.4018667051069705e-05,1.7005182469022528e-05,1.4018667051069705e-05
1687,1.861213643548711e-05,1.464239280072174e-05,1.861213643548711e-05,1.464239280072174e-05
1688,1.925343570162243e-05,1.493760958380465e-05,1.925343570162243e-05,1.493760958380465e-05
1689,2.1997374460624997e-05,1.548297651814729e-05,2.1997374460624997e-05,1.548297651814729e-05
1690,2.439906230782591e-05,1.5140411440890083e-05,2.439906230782591e-05,1.5140411440890083e-05
1691,2.4501183751064154e-05,1.5816076613970965e-05,2.4501183751064154e-05,1.5816076613970965e-05
1692,2.529596297660776e-05,1.7268963996944615e-05,2.529596297660776e-05,1.7268963996944615e-05
1693,2.383705123065738e-05,1.680527501386158e-05,2.383705123065738e-05,1.680527501386158e-05
1694,2.188902895535908e-05,1.5961202864543467e-05,2.188902895535908e-05,1.5961202864543467e-05
1695,1.9789845802214196e-05,1.6221188941147246e-05,1.9789845802214196e-05,1.6221188941147246e-05
1696,1.78264081114321e-05,1.574334042483575e-05,1.78264081114321e-05,1.574334042483575e-05
1697,1.492981391493231e-05,1.5370118879738065e-05,1.492981391493231e-05,1.5370118879738065e-05
1698,1.3755404974550142e-05,1.3963292076368816e-05,1.3755404974550142e-05,1.3963292076368816e-05
1699,1.3614650015369989e-05,1.3741976934917538e-05,1.3614650015369989e-05,1.3741976934917538e-05
1700,1.3914207296953204e-05,1.5170002370723523e-05,1.3914207296953204e-05,1.5170002370723523e-05
1701,1.4040841831177073e-05,1.686789983068593e-05,1.4040841831177073e-05,1.686789983068593e-05
1702,1.4871005467804415e-05,1.9445287502354143e-05,1.4871005467804415e-05,1.9445287502354143e-05
1703,1.4531286849108125e-05,2.0913552491817556e-05,1.4531286849108125e-05,2.0913552491817556e-05
1704,1.4871483472234104e-05,2.1008125129031085e-05,1.4871483472234104e-05,2.1008125129031085e-05
1705,1.4666521435304145e-05,2.1866341090312096e-05,1.4666521435304145e-05,2.1866341090312096e-05
1706,1.4323741457441688e-05,2.1470608252067385e-05,1.4323741457441688e-05,2.1470608252067385e-05
1707,1.5109739511639678e-05,2.0973833930578883e-05,1.5109739511639678e-05,2.0973833930578883e-05
1708,1.4661328870196095e-05,2.1323899220858167e-05,1.4661328870196095e-05,2.1323899220858167e-05
1709,1.3984232932021509e-05,1.846725821711256e-05,1.3984232932021509e-05,1.846725821711256e-05
1710,1.4702186750322913e-05,1.7347018911095802e-05,1.4702186750322913e-05,1.7347018911095802e-05
1711,1.5232660189212766e-05,1.7956478846567086e-05,1.5232660189212766e-05,1.7956478846567086e-05
1712,1.5549904544189174e-05,1.7980935938664645e-05,1.5549904544189174e-05,1.7980935938664645e-05
1713,1.5318385261967444e-05,1.8490712396409697e-05,1.5318385261967444e-05,1.8490712396409697e-05
1714,1.5001717136848519e-05,1.726464064891583e-05,1.5001717136848519e-05,1.726464064891583e-05
1715,1.5211229375771446e-05,1.5882147376292517e-05,1.5211229375771446e-05,1.5882147376292517e-05
1716,1.507472396562142e-05,1.604890712769702e-05,1.507472396562142e-05,1.604890712769702e-05
1717,1.4649016520706937e-05,1.5780766781452777e-05,1.4649016520706937e-05,1.5780766781452777e-05
1718,1.4050735704326403e-05,1.4537969686248939e-05,1.4050735704326403e-05,1.4537969686248939e-05
1719,1.3136397943266534e-05,1.4107334469112434e-05,1.3136397943266534e-05,1.4107334469112434e-05
1720,1.256034595696422e-05,1.2704396015448896e-05,1.256034595696422e-05,1.2704396015448896e-05
1721,1.187355389577403e-05,2.102069928306654e-05,1.187355389577403e-05,2.102069928306654e-05
1722,1.1637500522608337e-05,5.368942025337934e-05,1.1637500522608337e-05,5.368942025337934e-05
1723,1.1576450041112757e-05,5.233286550979496e-05,1.1576450041112757e-05,5.233286550979496e-05
1724,1.0357755205144972e-05,5.172073101026139e-05,1.0357755205144972e-05,5.172073101026139e-05
1725,9.9397118122267e-06,5.111398078432623e-05,9.9397118122267e-06,5.111398078432623e-05
1726,1.0506977949782076e-05,5.0374069815006806e-05,1.0506977949782076e-05,5.0374069815006806e-05
1727,1.1256833723954124e-05,4.994107309487715e-05,1.1256833723954124e-05,4.994107309487715e-05
1728,1.1313596197786474e-05,4.1167008930642623e-05,1.1313596197786474e-05,4.1167008930642623e-05
1729,1.148051628011412e-05,7.567617103632074e-06,1.148051628011412e-05,7.567617103632074e-06
1730,1.138053526769259e-05,7.70164362100851e-06,1.138053526769259e-05,7.70164362100851e-06
1731,1.1451597856648732e-05,7.703742864708016e-06,1.1451597856648732e-05,7.703742864708016e-06
1732,1.2238315710939268e-05,8.950997068625708e-06,1.2238315710939268e-05,8.950997068625708e-06
1733,1.2911064394367194e-05,9.4865548427541e-06,1.2911064394367194e-05,9.4865548427541e-06
1734,1.2870968670800462e-05,1.0075294345110056e-05,1.2870968670800462e-05,1.0075294345110056e-05
1735,1.4510485146144805e-05,1.0325242978329438e-05,1.4510485146144805e-05,1.0325242978329438e-05
1736,1.390581837767968e-05,1.0505392700516885e-05,1.390581837767968e-05,1.0505392700516885e-05
1737,1.4375903447216842e-05,1.035324813918643e-05,1.4375903447216842e-05,1.035324813918643e-05
1738,1.6247549605655615e-05,1.0572265377309772e-05,1.6247549605655615e-05,1.0572265377309772e-05
1739,1.4677649622691596e-05,1.0609262712283193e-05,1.4677649622691596e-05,1.0609262712283193e-05
1740,1.386626861078964e-05,1.0764726019780418e-05,1.386626861078964e-05,1.0764726019780418e-05
1741,1.3792600839224178e-05,1.090121129111919e-05,1.3792600839224178e-05,1.090121129111919e-05
1742,1.2281207611002693e-05,1.0652103160932061e-05,1.2281207611002693e-05,1.0652103160932061e-05
1743,1.2752536089724994e-05,1.058389131815472e-05,1.2752536089724994e-05,1.058389131815472e-05
1744,1.2908326685387042e-05,1.1421407959590266e-05,1.2908326685387042e-05,1.1421407959590266e-05
1745,1.1794989924445482e-05,1.1414213596643613e-05,1.1794989924445482e-05,1.1414213596643613e-05
1746,1.2774880945341596e-05,1.0796765439278846e-05,1.2774880945341596e-05,1.0796765439278846e-05
1747,1.2587554010679014e-05,1.0680111829840047e-05,1.2587554010679014e-05,1.0680111829840047e-05
1748,1.3043155247162628e-05,1.0164387276745401e-05,1.3043155247162628e-05,1.0164387276745401e-05
1749,1.2865201045185262e-05,1.0391183942764265e-05,1.2865201045185262e-05,1.0391183942764265e-05
1750,1.2939254962215532e-05,1.0592133418997815e-05,1.2939254962215532e-05,1.0592133418997815e-05
1751,1.2617651009350084e-05,9.99759062584157e-06,1.2617651009350084e-05,9.99759062584157e-06
1752,1.2364746388422126e-05,9.675772032226502e-06,1.2364746388422126e-05,9.675772032226502e-06
1753,1.5219950390538933e-05,9.680714876075009e-06,1.5219950390538933e-05,9.680714876075009e-06
1754,1.5976971813610623e-05,9.306071271047195e-06,1.5976971813610623e-05,9.306071271047195e-06
1755,1.6059927864781847e-05,9.366068297822494e-06,1.6059927864781847e-05,9.366068297822494e-06
1756,1.5764182795205022e-05,9.714879005124593e-06,1.5764182795205022e-05,9.714879005124593e-06
1757,1.594189831978708e-05,1.0454406167679866e-05,1.594189831978708e-05,1.0454406167679866e-05
1758,1.5518204626070136e-05,1.0712569616901288e-05,1.5518204626070136e-05,1.0712569616901288e-05
1759,1.550173627557732e-05,1.1196738081967591e-05,1.550173627557732e-05,1.1196738081967591e-05
1760,1.3067090938940445e-05,1.0903904564786768e-05,1.3067090938940445e-05,1.0903904564786768e-05
1761,1.2908177138472507e-05,1.0795945984552549e-05,1.2908177138472507e-05,1.0795945984552549e-05
1762,1.2659679279230268e-05,1.0947588244951995e-05,1.2659679279230268e-05,1.0947588244951995e-05
1763,1.3030932547865501e-05,1.0542637418049189e-05,1.3030932547865501e-05,1.0542637418049189e-05
1764,1.2498633623181377e-05,1.0110801018267271e-05,1.2498633623181377e-05,1.0110801018267271e-05
1765,1.3799405938438472e-05,1.0128906589151094e-05,1.3799405938438472e-05,1.0128906589151094e-05
1766,1.3901143834768196e-05,1.0022966697371366e-05,1.3901143834768196e-05,1.0022966697371366e-05
1767,1.4464967664805175e-05,1.0320705639190106e-05,1.4464967664805175e-05,1.0320705639190106e-05
1768,1.465165379548645e-05,1.0896071606631657e-05,1.465165379548645e-05,1.0896071606631657e-05
1769,1.4619555518688035e-05,1.0941055604364789e-05,1.4619555518688035e-05,1.0941055604364789e-05
1770,1.6824087911767753e-05,1.1258748340229171e-05,1.6824087911767753e-05,1.1258748340229171e-05
1771,1.8896076523690552e-05,1.114355914718804e-05,1.8896076523690552e-05,1.114355914718804e-05
1772,1.9213318669894113e-05,1.1099152418734906e-05,1.9213318669894113e-05,1.1099152418734906e-05
1773,1.9824916697481448e-05,1.1150146877168612e-05,1.9824916697481448e-05,1.1150146877168612e-05
1774,1.8337690562475473e-05,1.1177963642694522e-05,1.8337690562475473e-05,1.1177963642694522e-05
1775,1.7652564955434563e-05,1.1123793228762224e-05,1.7652564955434563e-05,1.1123793228762224e-05
1776,1.7299163768516985e-05,1.1183479208349517e-05,1.7299163768516985e-05,1.1183479208349517e-05
1777,1.6085006271688534e-05,1.1186064641931028e-05,1.6085006271688534e-05,1.1186064641931028e-05
1778,1.4848777417293085e-05,1.1017935451361285e-05,1.4848777417293085e-05,1.1017935451361285e-05
1779,1.3136625836653235e-05,1.1205220809123212e-05,1.3136625836653235e-05,1.1205220809123212e-05
1780,1.223482584984075e-05,1.1811014441523834e-05,1.223482584984075e-05,1.1811014441523834e-05
1781,1.2896731147650695e-05,1.1830668362173518e-05,1.2896731147650695e-05,1.1830668362173518e-05
1782,1.3486775839867602e-05,1.1515978517958761e-05,1.3486775839867602e-05,1.1515978517958761e-05
1783,1.3559682104512052e-05,1.1311490847479685e-05,1.3559682104512052e-05,1.1311490847479685e-05
1784,1.252222773473477e-05,1.0934859996528498e-05,1.252222773473477e-05,1.0934859996528498e-05
1785,1.2215546511080383e-05,1.0813907595417862e-05,1.2215546511080383e-05,1.0813907595417862e-05
1786,1.215049191419634e-05,1.0078894774778746e-05,1.215049191419634e-05,1.0078894774778746e-05
1787,1.2424310105935937e-05,9.420854439667892e-06,1.2424310105935937e-05,9.420854439667892e-06
1788,1.326471660182246e-05,9.420340315305761e-06,1.326471660182246e-05,9.420340315305761e-06
1789,1.3131899582471565e-05,9.436428367085422e-06,1.3131899582471565e-05,9.436428367085422e-06
1790,1.298285250023972e-05,9.956246815688377e-06,1.298285250023972e-05,9.956246815688377e-06
