ngram,proposal,proposl,propoal,propsal
1919,2.6097427118137212e-05,1.6305178635838453e-09,1.3657997114232705e-09,1.6985006655114076e-09
1920,2.7334385127427856e-05,1.3175885541346792e-09,1.3477325287526908e-09,1.6591164632627299e-09
1921,2.804018393882351e-05,1.2647681077052449e-09,1.2993975736666892e-09,1.7614705567175243e-09
1922,2.8618031917306196e-05,1.1860473476359751e-09,1.3167955614790117e-09,1.634447204563421e-09
1923,2.9121190371889888e-05,1.0394800298296758e-09,1.1211213544827713e-09,1.7540164638190398e-09
1924,2.9002728167272706e-05,9.276801350908772e-10,1.0581645242575227e-09,1.547966358269751e-09
1925,2.8942123338180992e-05,8.643878430485736e-10,8.712053935409716e-10,1.2344546971933467e-09
1926,2.9019539267340277e-05,8.140222345393816e-10,8.873488293354675e-10,1.1937751580910166e-09
1927,2.9600570737134797e-05,8.344442240356845e-10,9.30045929159462e-10,1.2838021122364906e-09
1928,3.009975547943863e-05,7.235987880311561e-10,8.632184689272293e-10,9.867796659156015e-10
1929,3.1199554151888674e-05,6.775651983925712e-10,7.688822951339753e-10,1.1407634519550974e-09
1930,3.179331387010669e-05,6.829130951212039e-10,8.777918669711227e-10,1.33354124568338e-09
1931,3.2857749309706765e-05,7.163920211019002e-10,8.62427728438269e-10,1.4701407313744141e-09
1932,3.317863151356245e-05,6.256474663742953e-10,7.710450968177542e-10,1.7346829290459149e-09
1933,3.3424978547762816e-05,5.339556138509291e-10,6.808184135501502e-10,1.7602920470467203e-09
1934,3.337107721433442e-05,4.1999322472222444e-10,5.887828835593467e-10,1.8485405349290473e-09
1935,3.3751252236210606e-05,3.059457944923746e-10,6.098309079938247e-10,2.0023354085907386e-09
1936,3.319672552087078e-05,2.7631163230472973e-10,5.801967458061798e-10,1.9047361941661377e-09
1937,3.258798304679138e-05,3.1162651427583757e-10,5.161720079138732e-10,1.75606435741977e-09
1938,3.293793426044951e-05,3.1097497196367184e-10,4.937682148074631e-10,1.872484040837159e-09
1939,3.327700791747442e-05,3.881586044648547e-10,7.43959257294107e-10,1.596269767161524e-09
1940,3.377147212242042e-05,4.655383895839955e-10,6.307495676554404e-10,1.7541232117628575e-09
1941,3.4060864501433184e-05,4.706490851808758e-10,5.960352092834345e-10,1.8603872886657769e-09
1942,3.536910662660375e-05,7.197295398553294e-10,6.290003954198145e-10,2.0616007313987795e-09
1943,3.848708677521374e-05,8.275120628414052e-10,7.5823623372059e-10,2.428886726667047e-09
1944,4.0839783261097704e-05,8.325990095782641e-10,8.840932965873246e-10,2.2095494957495377e-09
1945,4.198424877748559e-05,7.771631869792271e-10,9.067179844248128e-10,2.333731810974119e-09
1946,4.3021221374926555e-05,7.850778955502997e-10,7.65268529101526e-10,2.3333005844910257e-09
1947,4.392866321722977e-05,7.242550864594577e-10,8.884880529715287e-10,2.1358490690356493e-09
1948,4.5246656165025865e-05,7.479765160419863e-10,1.0214309081086575e-09,2.1640062281796143e-09
1949,4.493421095373508e-05,5.329083860702458e-10,1.1088665144828473e-09,2.2337481546992014e-09
1950,4.302673031426301e-05,4.549483587476136e-10,1.1278929932880187e-09,2.1509344305670197e-09
1951,4.274051181190381e-05,3.766408425222499e-10,9.902492932787966e-10,2.7180417599177123e-09
1952,4.33253839478961e-05,5.838742554918421e-10,9.372830983567226e-10,2.7067262716887595e-09
1953,4.409153292986697e-05,5.142463687022949e-10,8.51965975942218e-10,3.1696735395111577e-09
1954,4.437701811964091e-05,6.283329997176195e-10,8.771446604763763e-10,3.3028157986336737e-09
1955,4.525381570731822e-05,6.784927609827993e-10,8.484814299571295e-10,3.204612353258085e-09
1956,4.581173613717381e-05,7.118204666573774e-10,8.230297098605582e-10,3.209749862723551e-09
1957,4.6532367767732854e-05,7.757540710996911e-10,7.302923127339156e-10,3.3175957219506405e-09
1958,4.684662365304705e-05,8.187140132509541e-10,7.567031564840018e-10,3.345936607144852e-09
1959,4.67412116579778e-05,5.928726121151584e-10,8.025167395699282e-10,3.3246617522511966e-09
1960,4.706922949740796e-05,5.830549693846316e-10,8.401519162910225e-10,3.3268775036430854e-09
1961,4.7621738693643625e-05,4.749225001361118e-10,7.560049967000485e-10,3.4624840137910594e-09
1962,4.752551987101989e-05,4.5507678776106937e-10,7.393928088842269e-10,4.129947273057155e-09
1963,4.8115020555477326e-05,4.669676094217121e-10,7.263345877131907e-10,4.473458873174455e-09
1964,4.9250887968810275e-05,4.781804178812164e-10,8.477250488882402e-10,4.785851461162695e-09
1965,4.934419277040953e-05,4.715618669358181e-10,9.645176482894362e-10,4.712602371828975e-09
1966,5.0122600181826525e-05,5.118159606449473e-10,1.0864903262789279e-09,4.927827764892154e-09
1967,5.0799285548107165e-05,5.119447306554749e-10,1.1167682651651895e-09,5.198199680224645e-09
1968,5.188335126149468e-05,5.602859247983665e-10,1.292419956769716e-09,5.440446632880886e-09
1969,5.264822695088307e-05,5.77417617688068e-10,1.3022024331859378e-09,5.239214585982057e-09
1970,5.3214003336116935e-05,5.595733281500109e-10,1.3816518167659402e-09,5.142795015241777e-09
1971,5.408133178467064e-05,5.321268941355888e-10,1.2554062075612445e-09,5.28219258809161e-09
1972,5.592563788273505e-05,5.401045206314998e-10,1.2617089119513837e-09,5.569463112919948e-09
1973,5.678568933425205e-05,5.011594115890614e-10,1.1805848362403788e-09,5.935107706887623e-09
1974,5.813363376156693e-05,5.295663709135669e-10,1.3018815945921501e-09,6.109815256901843e-09
1975,5.9230040538490615e-05,5.316995375727527e-10,1.3848938741821216e-09,6.364828346911671e-09
1976,6.010922827824418e-05,4.892088123487071e-10,1.441234028945867e-09,6.497598713041595e-09
1977,6.0657737256925816e-05,5.642712289485477e-10,1.3657286016385432e-09,6.6591749257684435e-09
1978,6.052872985102502e-05,6.453297539201128e-10,1.6041986945174764e-09,6.550852114729975e-09
1979,6.035907738675762e-05,7.145048521093957e-10,1.7710854846190012e-09,6.386146659106576e-09
1980,6.032238161424175e-05,7.664417592653397e-10,1.9586607891142194e-09,6.23377831893939e-09
1981,5.9735905649306786e-05,9.367500822651413e-10,2.065724147293224e-09,6.204625702110889e-09
1982,5.9285828943497366e-05,9.971714882388888e-10,2.1320593386014205e-09,5.875587762359049e-09
1983,5.928313735889138e-05,1.0815640763947191e-09,2.2858349023126478e-09,5.822562749407163e-09
1984,5.9275391062588566e-05,1.0186210287953047e-09,2.37590268094477e-09,5.628585851370969e-09
1985,5.914277530142239e-05,9.982522427723746e-10,2.297315782051612e-09,5.3523710543044805e-09
1986,5.8586842767129254e-05,9.856544628103085e-10,2.1136299694595503e-09,5.165434619718618e-09
1987,5.809723942158078e-05,9.628759535727583e-10,1.934846885883904e-09,4.867429570509785e-09
1988,5.7895109161368706e-05,7.596124681644564e-10,1.6538886292240461e-09,4.218634299034209e-09
1989,5.722718560718931e-05,6.794216578231982e-10,1.3984931942648667e-09,4.098583694656099e-09
1990,5.6067431225009e-05,6.120061402103971e-10,1.2221793735786184e-09,3.504749379601435e-09
1991,5.549921895310815e-05,5.910543562518253e-10,1.0978566230715865e-09,3.00195841201096e-09
1992,5.4740050213045576e-05,5.146152075902982e-10,9.363520355901552e-10,2.730368486858481e-09
1993,5.394238542066887e-05,4.2293521066280194e-10,8.864911820489446e-10,2.467545295076994e-09
1994,5.290580624465032e-05,3.6201065359683527e-10,8.036608442222157e-10,2.114266856827791e-09
1995,5.1945795608584634e-05,3.582007012432291e-10,8.179237366766148e-10,1.9054918753980132e-09
1996,5.052096769629445e-05,3.4909888273799387e-10,7.086917719334451e-10,1.6317145412614309e-09
1997,4.913042461599356e-05,3.0462941891240547e-10,5.740555411978424e-10,1.5797464289083303e-09
1998,4.700776584546215e-05,2.7518642126927213e-10,5.713644557481246e-10,1.6237524816783581e-09
1999,4.483950397116132e-05,1.9789916828288108e-10,5.610343301043486e-10,1.4720889110872042e-09
2000,4.285907873833951e-05,1.9809587799489237e-10,4.762444367439095e-10,1.2704990234472087e-09
2001,4.0864084439817816e-05,1.8729554910969425e-10,4.105542711352328e-10,1.2173855733012472e-09
2002,3.854751256377702e-05,1.5332273843395227e-10,3.4464579999417463e-10,1.1737783205718294e-09
2003,3.654041315063036e-05,1.2984101195006355e-10,3.458108601060518e-10,1.0237155884900468e-09
2004,3.4631572686651323e-05,1.1621802627402391e-10,3.5459668931306764e-10,9.433896441812806e-10
2005,3.296881758225416e-05,1.229184383246183e-10,2.589153157745676e-10,7.736330940945533e-10
2006,3.135188152165418e-05,1.4837462806013439e-10,2.095527749339838e-10,6.532150316683274e-10
2007,3.001799580358368e-05,1.277796420261014e-10,1.9449968322434889e-10,6.025138661801068e-10
2008,2.8368688487846937e-05,1.1785853097039707e-10,1.956014308857057e-10,4.764066621357596e-10
2009,2.659073704437885e-05,1.3201349785155588e-10,1.9731036051050055e-10,4.0564287841414274e-10
2010,2.5420352228268583e-05,1.2775653303122502e-10,1.621045708380794e-10,3.5463654037202833e-10
2011,2.426073193159287e-05,1.1261689547173833e-10,1.2011560892747194e-10,3.0174618557778285e-10
2012,2.3304085126645596e-05,8.280533352254617e-11,1.0024123495552421e-10,2.33299665300787e-10
2013,2.2718806316593793e-05,5.1925899592036067e-11,1.0065013604311699e-10,2.8762769745314745e-10
2014,2.183131099237861e-05,5.175448859156313e-11,8.974440288134211e-11,2.5525331798622753e-10
2015,2.1315842916789863e-05,4.6463409013121544e-11,7.415034806406468e-11,2.5567209212857504e-10
2016,2.112722488943421e-05,2.7829820293494886e-11,6.170431080770073e-11,2.2262452744376786e-10
2017,2.0804600353585556e-05,1.3363275185492482e-11,5.2883514118732635e-11,1.9286164505694092e-10
2018,2.0687605501734652e-05,1.6035930222590978e-11,3.746279328420421e-11,1.9243783996869546e-10
2019,2.0600954030669527e-05,2.004491277823872e-11,4.682849160525526e-11,2.1251304795771864e-10
