ngram,control,contol,contrl,cotrol
1689,3.6377630700761595e-06,0.0,0.0,0.0
1690,4.066157576484589e-06,0.0,0.0,0.0
1691,3.5068804728715416e-06,0.0,0.0,0.0
1692,2.995377680495689e-06,0.0,0.0,0.0
1693,2.8503590426355785e-06,0.0,0.0,0.0
1694,3.0193853847647134e-06,0.0,0.0,0.0
1695,1.823226511987741e-06,0.0,0.0,0.0
1696,2.059177859337069e-06,0.0,0.0,0.0
1697,4.473945214808087e-06,0.0,0.0,0.0
1698,1.1635171014339513e-05,0.0,0.0,0.0
1699,1.1841098268762704e-05,0.0,0.0,0.0
1700,1.1498522005532713e-05,0.0,0.0,0.0
1701,1.1341230029009758e-05,0.0,0.0,0.0
1702,1.1978602762902873e-05,0.0,0.0,0.0
1703,1.2354575334581699e-05,0.0,0.0,0.0
1704,9.491613066562163e-06,0.0,0.0,0.0
1705,3.349639562039946e-06,0.0,0.0,0.0
1706,3.813241558451149e-06,0.0,0.0,0.0
1707,4.052063608079541e-06,0.0,0.0,0.0
1708,3.974604181524098e-06,0.0,0.0,0.0
1709,3.1957680814035224e-06,0.0,0.0,0.0
1710,2.8162160958800087e-06,0.0,0.0,0.0
1711,2.771459431219877e-06,0.0,0.0,0.0
1712,1.6135350295241681e-06,0.0,0.0,0.0
1713,1.0656939122912133e-06,0.0,0.0,0.0
1714,3.5280779928013672e-06,0.0,0.0,0.0
1715,3.5041698497804774e-06,0.0,0.0,0.0
1716,3.5060294781682648e-06,0.0,0.0,0.0
1717,3.301206520843282e-06,0.0,0.0,0.0
1718,3.2875525164399733e-06,0.0,0.0,0.0
1719,3.380074807474947e-06,0.0,0.0,0.0
1720,3.272448030397105e-06,0.0,0.0,0.0
1721,6.464135659760879e-07,0.0,0.0,0.0
1722,1.632487949011972e-06,0.0,0.0,0.0
1723,1.6754812374334245e-06,0.0,0.0,0.0
1724,1.7528300182740558e-06,0.0,0.0,0.0
1725,1.7721672520565335e-06,0.0,0.0,0.0
1726,2.075017074990423e-06,0.0,0.0,0.0
1727,1.97312625616064e-06,0.0,0.0,0.0
1728,2.1763820160661647e-06,0.0,0.0,0.0
1729,1.2901520831982388e-06,0.0,0.0,0.0
1730,1.2506399913141714e-06,0.0,0.0,0.0
1731,1.1833967766351959e-06,0.0,0.0,0.0
1732,1.3101400117169045e-06,0.0,0.0,0.0
1733,1.2966390500983899e-06,0.0,0.0,0.0
1734,1.3878692349018301e-06,0.0,0.0,0.0
1735,1.3225303559595756e-06,0.0,0.0,0.0
1736,1.2548667435956823e-06,0.0,0.0,0.0
1737,1.3278334043726708e-06,0.0,0.0,0.0
1738,1.5030070536730428e-06,0.0,0.0,0.0
1739,1.37704536687774e-06,0.0,0.0,0.0
1740,1.2695623874086387e-06,0.0,0.0,0.0
1741,1.4032021665246117e-06,0.0,0.0,0.0
1742,1.150633845473489e-06,0.0,0.0,0.0
1743,1.3156393846104817e-06,0.0,0.0,0.0
1744,1.3245208115059931e-06,0.0,0.0,0.0
1745,1.1368990543912462e-06,0.0,0.0,0.0
1746,1.1920153834158294e-06,0.0,0.0,0.0
1747,1.1345860550753578e-06,0.0,0.0,0.0
1748,2.074866957611578e-06,0.0,0.0,0.0
1749,2.1038655526289015e-06,0.0,0.0,0.0
1750,3.3670375054433473e-06,0.0,3.298731446729367e-09,0.0
1751,3.958535229133174e-06,0.0,3.298731446729367e-09,0.0
1752,4.665116384623096e-06,0.0,3.298731446729367e-09,0.0
1753,5.0335948742485925e-06,0.0,3.298731446729367e-09,0.0
1754,4.9472244500390976e-06,0.0,3.298731446729367e-09,0.0
1755,3.9178032571791325e-06,0.0,7.152039214832127e-09,0.0
1756,4.725368821060069e-06,0.0,7.152039214832127e-09,0.0
1757,3.6543155731903554e-06,0.0,3.85330776810276e-09,0.0
1758,3.1143892848766493e-06,0.0,3.85330776810276e-09,0.0
1759,2.694907201267987e-06,0.0,7.332102671041087e-09,0.0
1760,2.657417797178953e-06,0.0,7.332102671041087e-09,0.0
1761,3.948636520232997e-06,0.0,7.332102671041087e-09,0.0
1762,4.484757401509601e-06,0.0,3.4787949029383267e-09,0.0
1763,3.866809769143791e-06,0.0,3.4787949029383267e-09,0.0
1764,3.6430958841395167e-06,0.0,3.4787949029383267e-09,0.0
1765,3.647581641936475e-06,0.0,3.4787949029383267e-09,0.0
1766,3.621480475755691e-06,0.0,0.0,0.0
1767,3.8029654660931556e-06,0.0,0.0,0.0
1768,3.7057676373868683e-06,0.0,0.0,0.0
1769,3.3865330156653987e-06,0.0,0.0,0.0
1770,4.808735639016959e-06,0.0,0.0,0.0
1771,5.2831341983099785e-06,5.265287634464195e-09,0.0,0.0
1772,5.865315415576333e-06,5.265287634464195e-09,0.0,0.0
1773,5.9696982524266266e-06,5.265287634464195e-09,0.0,0.0
1774,6.20703713138937e-06,5.265287634464195e-09,2.672463139674619e-09,0.0
1775,5.436241476023237e-06,5.265287634464195e-09,2.672463139674619e-09,0.0
1776,6.847960094091832e-06,5.265287634464195e-09,2.672463139674619e-09,0.0
1777,5.949078675777335e-06,5.265287634464195e-09,2.672463139674619e-09,0.0
1778,5.78685230071382e-06,0.0,2.672463139674619e-09,0.0
1779,5.559747380954962e-06,0.0,2.672463139674619e-09,0.0
1780,5.760395652032457e-06,0.0,2.672463139674619e-09,0.0
1781,6.034403018670023e-06,0.0,0.0,0.0
1782,6.25514102076912e-06,0.0,0.0,0.0
1783,5.11459750539091e-06,0.0,0.0,0.0
1784,5.3092151444746245e-06,0.0,1.664472115692206e-09,0.0
1785,6.227904837682477e-06,0.0,1.664472115692206e-09,0.0
1786,1.2556222437914194e-05,0.0,1.664472115692206e-09,0.0
1787,1.3378569227435427e-05,0.0,1.664472115692206e-09,0.0
1788,1.3330664582359272e-05,0.0,2.971024188574185e-09,0.0
1789,1.4061517439196386e-05,0.0,2.971024188574185e-09,0.0
1790,1.4816363610797062e-05,0.0,2.971024188574185e-09,0.0
1791,1.4668773409149643e-05,0.0,1.3065520728819786e-09,0.0
1792,1.46150047320199e-05,0.0,1.3065520728819786e-09,0.0
1793,8.789199455350172e-06,0.0,1.3065520728819786e-09,0.0
1794,8.504434065668778e-06,0.0,1.3065520728819786e-09,0.0
1795,8.637487943425575e-06,0.0,0.0,0.0
1796,8.608966449433605e-06,0.0,1.8963232254317776e-09,0.0
1797,9.87442139635927e-06,0.0,2.463246876313211e-09,0.0
1798,1.0462031826006881e-05,0.0,2.463246876313211e-09,0.0
1799,1.0694842070993868e-05,0.0,3.064016469116788e-09,0.0
1800,1.1266953021861679e-05,4.116639093102289e-10,3.064016469116788e-09,0.0
1801,1.161428644991247e-05,4.116639093102289e-10,3.5283569399524595e-09,0.0
1802,1.2147561002555968e-05,4.116639093102289e-10,3.962483737954667e-09,0.0
1803,1.2112287549825851e-05,4.116639093102289e-10,3.1191603585714998e-09,0.0
1804,1.0912606610093332e-05,4.116639093102289e-10,3.1623918087372462e-09,0.0
1805,1.0956405796085683e-05,4.116639093102289e-10,3.422069310461089e-09,0.0
1806,1.0811113367838385e-05,9.287641132362166e-10,3.079849819620506e-09,0.0
1807,1.0683807756452421e-05,5.171002039259877e-10,3.7075135184139185e-09,0.0
1808,1.0723298925898104e-05,9.878265824373296e-10,3.478536236833918e-09,0.0
1809,1.0553535763132718e-05,9.878265824373296e-10,3.044409438831711e-09,0.0
1810,1.0686408131732605e-05,9.878265824373296e-10,2.209347244835109e-09,0.0
1811,1.082966809917707e-05,1.2222105232646235e-09,2.0679600254425168e-09,0.0
1812,1.1896665715279856e-05,1.2222105232646235e-09,1.808282523718674e-09,0.0
1813,1.3159264978769767e-05,8.990897233067991e-10,1.5497324217556801e-09,0.0
1814,1.4654974490570436e-05,1.108047859814982e-09,1.1310268594704504e-09,2.0895813650818289e-10
1815,1.5984993816735888e-05,6.373214813036401e-10,8.956636702147794e-10,4.0209884628288657e-10
1816,1.7315168536567527e-05,6.373214813036401e-10,8.956636702147794e-10,4.0209884628288657e-10
1817,1.828105139013912e-05,6.373214813036401e-10,6.777260181627704e-10,7.447939883878771e-10
1818,1.9654398524185774e-05,4.0293754047634623e-10,3.879930028054852e-10,7.447939883878771e-10
1819,2.0074120194684448e-05,4.0293754047634623e-10,3.879930028054852e-10,7.447939883878771e-10
1820,2.023323629275962e-05,3.563550724347156e-10,6.827868746585506e-10,7.447939883878771e-10
1821,2.0243916359114727e-05,4.0450544501270866e-10,7.309372472365436e-10,5.358358518796941e-10
1822,2.1461465751469533e-05,4.0450544501270866e-10,1.1052439598456333e-09,3.426951421049905e-10
1823,2.3297672149575582e-05,4.0450544501270866e-10,1.1052439598456333e-09,3.426951421049905e-10
1824,2.423597912378942e-05,5.38625461692683e-10,1.2393639765256076e-09,0.0
1825,2.5382024562402095e-05,9.184758667909624e-10,1.0603291102283053e-09,0.0
1826,2.6648998755263165e-05,1.0369741097550543e-09,1.0603291102283053e-09,1.1849824296409191e-10
1827,2.8127682006535387e-05,8.895771738285216e-10,9.746764506601835e-10,1.1849824296409191e-10
1828,2.9969575345083805e-05,7.427979739230547e-10,7.175679415740075e-10,1.0011327164097646e-09
1829,3.657654633570928e-05,1.2347179390026497e-09,6.243583428044985e-10,1.0714069948696598e-09
1830,3.7296750243902875e-05,2.3783725068758444e-09,9.102719847727972e-10,1.0714069948696598e-09
1831,4.01885315243687e-05,2.4300418106320318e-09,8.690466283109036e-10,1.1643016550877405e-09
1832,4.1723270052378734e-05,2.390789241183252e-09,9.541960872232786e-10,1.2494511140001156e-09
1833,4.343837333310928e-05,2.3547692605342873e-09,1.2016308741686593e-09,1.1309528710360235e-09
1834,4.489134153118357e-05,2.5208896478215846e-09,1.0755498555273642e-09,1.3801334519669695e-09
1835,4.5580905862152576e-05,2.5781271403449833e-09,1.0755498555273642e-09,5.812823793733506e-10
1836,4.019294387295044e-05,2.311390713747942e-09,9.44575100676153e-10,9.613751778785635e-10
1837,3.986994748369658e-05,1.5549432059407714e-09,8.135442795621981e-10,1.0388165883057354e-09
1838,3.890801391597571e-05,2.361388624321543e-09,9.496268692034603e-10,1.3275506567061208e-09
1839,3.810096937481181e-05,2.323916535397684e-09,1.2433846016283008e-09,1.3939640711565664e-09
1840,3.722809924511239e-05,2.241438273082557e-09,9.959498146829203e-10,1.4695500372141623e-09
1841,3.649877544376068e-05,2.3552283298248054e-09,1.0528448430540444e-09,1.3603246782979893e-09
1842,3.606560598460159e-05,2.3092924080917297e-09,1.235291155080428e-09,1.4589875894723191e-09
1843,3.599988225947267e-05,2.215257929475253e-09,1.478615975690291e-09,1.2709186322393658e-09
1844,3.635305360408633e-05,2.0283994325457198e-09,1.524081717972438e-09,1.4606086499010677e-09
1845,3.67036674495986e-05,1.236380981722058e-09,1.361843233420907e-09,1.1457186865904134e-09
1846,3.778500156061325e-05,1.324578240741963e-09,1.1133770413554851e-09,1.1245968124993867e-09
1847,3.856537607914236e-05,1.93063287579065e-09,1.2345879715372883e-09,1.1096163115326923e-09
1848,3.948662820870855e-05,1.7600977818079043e-09,1.1493204245459155e-09,1.0243487645413195e-09
1849,4.027549688804096e-05,1.9609041216181058e-09,1.235571811530889e-09,9.49381525775347e-10
1850,4.143861380206155e-05,2.0196346975761716e-09,1.4592334721516158e-09,7.34553314999228e-10
1851,4.2041091676635135e-05,1.819286134439681e-09,1.4910278805275417e-09,5.602790771013539e-10
1852,4.251849739895468e-05,1.7707545588560185e-09,1.727658540038947e-09,4.93540311793542e-10
1853,4.3123458973631e-05,1.4276908940783324e-09,1.7419955716008977e-09,3.6309931252174824e-10
1854,4.345633923159247e-05,8.721381196595348e-10,1.7722902272738444e-09,5.045012899504034e-10
1855,4.434208676684648e-05,1.130275012473092e-09,1.8226060502105464e-09,4.498136149270035e-10
1856,4.475899601987164e-05,1.2551270459467849e-09,1.7030047689508316e-09,3.920333462621122e-10
1857,4.496892558693487e-05,1.4984554509909843e-09,1.182164382258171e-09,3.926976640692256e-10
1858,4.56365840883726e-05,2.189697625601791e-09,1.0076249239749607e-09,3.574439871074324e-10
1859,4.5862040029273233e-05,2.1598716902295122e-09,7.042554991557434e-10,3.574439871074324e-10
1860,4.588216272947777e-05,2.5995740203312222e-09,7.424630949730877e-10,3.574439871074324e-10
1861,4.680086775416774e-05,3.0574522913440205e-09,8.169042307683481e-10,3.2489657789521887e-10
1862,4.670946977317466e-05,2.8013765910169954e-09,1.0462103604082428e-09,3.8061484916188503e-10
1863,4.777844255191407e-05,2.8792040180596653e-09,9.92589704873481e-10,3.3091604456636503e-10
1864,4.850055432013635e-05,3.1053276775391427e-09,9.905114942540143e-10,4.240671821634631e-10
1865,4.997340199354637e-05,2.5025386049141017e-09,1.021361083010573e-09,4.1069021992713925e-10
1866,5.126056566950865e-05,2.601877935326513e-09,1.3310384144078163e-09,4.5492983983105463e-10
1867,5.251775395923427e-05,2.2435536365225264e-09,1.2776901600223108e-09,5.413547546747769e-10
1868,5.314971297463801e-05,2.1832904769806103e-09,1.2309902303846749e-09,6.407649173161595e-10
1869,5.5024154530006596e-05,2.1510257067599727e-09,1.1341959117925983e-09,7.433901906748832e-10
1870,5.5835706526912486e-05,2.217219455654832e-09,1.2076659910193704e-09,9.96808952840362e-10
1871,5.6854715304715296e-05,2.0042244372068095e-09,1.27577999751795e-09,9.366757131828202e-10
1872,5.6618778866582685e-05,2.202433299228598e-09,1.4739888595397384e-09,8.924491621899375e-10
1873,5.7422661484451964e-05,2.3323139768700277e-09,1.2813377898395523e-09,8.872182948633472e-10
1874,5.871585225187508e-05,2.441120884798055e-09,1.7478111339183248e-09,8.007933800196249e-10
1875,5.955767275216723e-05,2.5144992992538154e-09,1.6487944025962114e-09,5.720382144160294e-10
1876,5.99439736106433e-05,2.6269874529662373e-09,1.487943062412305e-09,4.136946697906398e-10
1877,6.0354776256385124e-05,2.5599521232980547e-09,2.157837329454436e-09,1.9522758013376266e-10
1878,6.07151014264673e-05,2.4764690298439973e-09,2.140674518599387e-09,1.866461747062382e-10
1879,6.165850001187729e-05,2.818255724028924e-09,1.9936678102056807e-09,3.612152481886304e-10
1880,6.208934428286739e-05,2.9933638742310873e-09,2.041074967770332e-09,3.5509317906713886e-10
1881,6.274790367959733e-05,3.512493914773326e-09,1.6659234230204894e-09,3.8665877444277186e-10
1882,6.373184857823486e-05,3.0558176861943717e-09,1.844969994240537e-09,4.1136290207521853e-10
1883,6.543691727399294e-05,3.313874563648511e-09,2.0574096870618064e-09,4.1136290207521853e-10
1884,6.706626611828272e-05,3.1252194403792136e-09,1.4321459256600682e-09,4.67943947479732e-10
1885,6.893805818565722e-05,2.965528798716731e-09,1.4321208822006985e-09,4.5341978386189853e-10
1886,7.078514317981899e-05,2.5302004539159586e-09,1.623529025504159e-09,3.34027942210697e-10
1887,7.253560761455446e-05,2.4737909736544897e-09,1.6525333799778862e-09,3.564091958071661e-10
1888,7.372430679554652e-05,2.2292706648917105e-09,1.6475969477625085e-09,3.5184644285392505e-10
1889,7.476815621235542e-05,2.7140403258130164e-09,1.571516583531718e-09,3.3936907450904386e-10
1890,7.557520543092064e-05,2.5172804158606662e-09,1.383595682469263e-09,3.646647646547509e-10
1891,7.690131938683667e-05,2.6425513840625368e-09,1.4260698495099128e-09,3.4994720415110995e-10
1892,7.778763496649585e-05,2.776462171283356e-09,1.483197691649301e-09,3.5931539688061065e-10
1893,7.84574170081344e-05,3.34437709272249e-09,1.359689361102312e-09,5.116932334197394e-10
1894,7.978327006899885e-05,3.5373527916350766e-09,1.2988022244998986e-09,5.88975933500459e-10
1895,8.105522075701239e-05,3.4053805172565686e-09,1.209806730985617e-09,7.313427522312058e-10
1896,8.253391985947798e-05,3.340302352177511e-09,1.1622734362250397e-09,7.177618142696827e-10
1897,8.418703509960324e-05,3.5889178613095804e-09,1.2840117382038686e-09,7.853499041564151e-10
1898,8.628155046608299e-05,4.011897163686789e-09,1.4608772762920402e-09,7.265729149282965e-10
1899,8.84835036621163e-05,4.093743280872023e-09,1.7139807033978676e-09,7.320137928352415e-10
1900,9.0811938987047e-05,4.14588525415078e-09,1.958190736545922e-09,6.148117511127284e-10
1901,9.254905203956046e-05,4.202872938563473e-09,2.0655537121986154e-09,5.33671172729479e-10
1902,9.514282490792019e-05,4.613832554107538e-09,2.145145949761229e-09,6.053575755750527e-10
1903,9.84915584142852e-05,4.9740965632086696e-09,2.248570155468802e-09,5.825358687491392e-10
1904,0.00010078036055866895,5.011551332653344e-09,2.8024823572891933e-09,5.847745303861578e-10
1905,0.00010339841745527727,4.554593242238931e-09,2.6440098206086712e-09,6.734644013097122e-10
1906,0.00010592633978896109,5.020027568239779e-09,2.4058719619698567e-09,6.626687195008887e-10
1907,0.00010882926601750244,4.880758337171593e-09,2.129908947625024e-09,6.895170843021095e-10
1908,0.00011216185833161165,4.545302229835053e-09,2.288004516007699e-09,8.439738412104245e-10
1909,0.00011610498456450711,4.483654336695508e-09,2.5223773228840886e-09,8.234139223636408e-10
1910,0.00012016770155501686,4.244930819550876e-09,2.5312201541132548e-09,9.72761450755501e-10
1911,0.0001242175026813389,4.544579569807996e-09,1.9640558703213985e-09,9.89462464343457e-10
1912,0.00012842177134838754,5.241967812200496e-09,2.0067227244981366e-09,9.548049652506408e-10
1913,0.00013353678722134127,5.2154888027392386e-09,2.075471286896605e-09,1.0643200447952544e-09
1914,0.00013985557286235104,5.330871236505377e-09,2.3673968658448938e-09,1.0786670604342623e-09
1915,0.0001492174986716626,6.428887644460701e-09,2.320039573154377e-09,1.2075134225852935e-09
1916,0.00015935198669987067,7.399354589361045e-09,2.2101882704969202e-09,1.182691484429605e-09
1917,0.0001661588591689776,8.078150973541857e-09,2.2695044256591602e-09,1.3525824428737921e-09
1918,0.00017194719943550548,8.504936057006165e-09,2.606284553254211e-09,1.7872080958016211e-09
