ngram,library,libary
1855,2.755250560377525e-05,1.8590928241302151e-09
1856,2.9342105335672386e-05,1.958490433321255e-09
1857,2.9061160343449694e-05,1.6288583339272934e-09
1858,2.8900671428086105e-05,1.6288583339272934e-09
1859,2.8575503165484406e-05,1.893311523432877e-09
1860,2.86334161501145e-05,1.9670426002324095e-09
1861,2.8329662849760746e-05,1.5749973626886872e-09
1862,2.8163774394280544e-05,1.3382207960813526e-09
1863,2.6326756726900514e-05,1.3342989491071933e-09
1864,2.6396599163750318e-05,1.235952284961428e-09
1865,2.6548623022141067e-05,1.501311590918724e-09
1866,2.689354602937653e-05,1.7993295821559586e-09
1867,2.67336599790724e-05,2.152676203959203e-09
1868,2.690015181932332e-05,2.308573039082924e-09
1869,2.7209436146742e-05,2.060756303696414e-09
1870,2.785804567143454e-05,2.1342263829231864e-09
1871,2.8464222331032424e-05,2.405220689283283e-09
1872,2.8565827960846946e-05,2.1808130936028037e-09
1873,2.9865787707551916e-05,1.7512712946476938e-09
1874,3.052548942962728e-05,1.5541192539230459e-09
1875,3.099812784057576e-05,1.6863993455652958e-09
1876,3.209339930825601e-05,1.718461809360353e-09
1877,3.2711445653278914e-05,2.178646049281038e-09
1878,3.362914919437442e-05,1.886032219289291e-09
1879,3.4029924531101384e-05,1.949821946757778e-09
1880,3.343145103177189e-05,1.945976213502121e-09
1881,3.3580606084017616e-05,1.888750386250645e-09
1882,3.389822034348201e-05,1.9737437953867445e-09
1883,3.3979830602350247e-05,2.064978180512814e-09
1884,3.4418329700461724e-05,1.7104462528878222e-09
1885,3.393610729420159e-05,2.189317790549491e-09
1886,3.503988721474473e-05,2.4708169795876043e-09
1887,3.601219681773468e-05,2.765655593428562e-09
1888,3.836881140679387e-05,2.8417276785676547e-09
1889,3.927219846186095e-05,2.591122031222629e-09
1890,4.034328750484357e-05,2.4216698963590896e-09
1891,4.107355146386128e-05,2.2750969996820913e-09
1892,4.257628825143911e-05,1.925898979975622e-09
1893,4.397229973359832e-05,1.7010900624622342e-09
1894,4.630827243090607e-05,1.374870614182352e-09
1895,4.668519821799626e-05,1.2048666033136003e-09
1896,4.896932867788044e-05,1.221274097724339e-09
1897,5.010127279092558e-05,1.4781885556861392e-09
1898,5.256525816678602e-05,1.6026976571278544e-09
1899,5.376619239021758e-05,1.87401499080713e-09
1900,5.385872490088721e-05,2.037854171125072e-09
1901,5.2730773729438495e-05,2.4559489521434686e-09
1902,5.2745913438099835e-05,2.7593789634191725e-09
1903,5.266177426424942e-05,3.1609383523343938e-09
1904,5.2519378576627264e-05,3.2754231549247947e-09
1905,5.14626143350532e-05,3.678503850730002e-09
1906,5.118869583904078e-05,4.13584144709489e-09
1907,5.13458955018515e-05,4.7188813174463866e-09
1908,5.1575493541479644e-05,4.678387677259366e-09
1909,5.131603029440157e-05,4.9507618639564404e-09
1910,5.047083530891021e-05,4.7517953064410025e-09
1911,5.086974800048795e-05,4.7737612593071586e-09
1912,5.093654492936496e-05,4.896508024440241e-09
1913,5.100276965614674e-05,4.508929800956756e-09
1914,5.100737325847149e-05,4.331443521315188e-09
1915,5.0453220735237536e-05,4.583830013972699e-09
1916,4.9958217589716825e-05,4.498124920157157e-09
1917,4.917039093145702e-05,4.965325040018342e-09
1918,4.820431162702984e-05,5.038535937680016e-09
1919,4.725988765130751e-05,4.7999924669893195e-09
1920,4.718496243835294e-05,4.674301326953614e-09
1921,4.656180993021865e-05,4.730601878476039e-09
1922,4.715400531754962e-05,4.747083678527783e-09
1923,4.850622073198403e-05,5.185755444106885e-09
1924,5.065679995043736e-05,4.8989767163577975e-09
1925,5.158007531593155e-05,4.8097454907747306e-09
1926,5.3006193671275727e-05,5.186845683117067e-09
1927,5.4754459727389205e-05,5.724227758463485e-09
1928,5.543105050622087e-05,5.530149354322183e-09
1929,5.6110349500418776e-05,5.595142698362159e-09
1930,5.6857229148070996e-05,5.220029424586008e-09
1931,5.873832092869894e-05,5.083496829832208e-09
1932,5.8931598947050846e-05,5.287318424354989e-09
1933,5.9529510638510275e-05,4.972745992759542e-09
1934,5.894378201836454e-05,5.0063205961744674e-09
1935,6.003275796371911e-05,5.146610978660046e-09
1936,6.0247804607830145e-05,4.969132375417676e-09
1937,6.005327460505734e-05,4.961720018974753e-09
1938,5.794577425279256e-05,5.376887379782147e-09
1939,5.7664144800842875e-05,5.689495795126374e-09
1940,5.7577655492683076e-05,5.499841883503466e-09
1941,5.644372868118808e-05,5.283455355759819e-09
1942,5.4891926473439e-05,5.322267737639663e-09
1943,5.486464475065337e-05,5.125790744234646e-09
1944,5.426360699597613e-05,5.4390270382802845e-09
1945,5.3668760561517305e-05,5.032206873423206e-09
1946,5.4339471846885446e-05,4.582389547179235e-09
1947,5.314176814863458e-05,5.014103100973801e-09
1948,5.300463713605755e-05,5.028503137692399e-09
1949,5.346034491334909e-05,5.1406741720581655e-09
1950,5.264774154056795e-05,5.230380129006562e-09
1951,5.229765520198271e-05,4.922384404843732e-09
1952,5.250541653367691e-05,5.827165480301996e-09
1953,5.291388619558087e-05,6.0786525654269295e-09
1954,5.296212319600662e-05,6.308427558110452e-09
1955,5.359071812043632e-05,6.246540174004167e-09
1956,5.376093499113007e-05,5.927875967870477e-09
1957,5.508691797980906e-05,6.448772246362264e-09
1958,5.627643934401151e-05,6.924734563540369e-09
1959,5.586965510571774e-05,6.416694223584532e-09
1960,5.5721209459339403e-05,6.448267887902505e-09
1961,5.649517749718923e-05,5.948121170210438e-09
1962,5.764059252604576e-05,5.988540266851519e-09
1963,5.873543653121617e-05,6.353846528282605e-09
1964,5.858421562671927e-05,6.070268922440749e-09
1965,5.850538270481463e-05,5.876637462368503e-09
1966,5.939570785683047e-05,5.949153296975445e-09
1967,5.938814917629186e-05,5.945984022608692e-09
1968,5.8802900769348654e-05,6.009620991319155e-09
1969,5.806501992213141e-05,5.89980191685007e-09
1970,5.667982726923323e-05,5.670400149426769e-09
1971,5.5966506936653915e-05,5.827445066180254e-09
1972,5.458398092222134e-05,5.805709246686774e-09
1973,5.348610907926091e-05,6.01826823297204e-09
1974,5.2932577091269195e-05,6.2425579626181255e-09
1975,5.2421865672970724e-05,6.723997993317101e-09
1976,5.177030834602192e-05,6.9366199133875335e-09
1977,5.202394251162852e-05,7.334677500279798e-09
1978,5.188548467620941e-05,7.268986492091147e-09
1979,5.186201035810102e-05,7.809120017299165e-09
1980,5.2371971313342715e-05,7.670664992076581e-09
1981,5.191307718632743e-05,7.799149643566189e-09
1982,5.2227780023323635e-05,7.806585853943813e-09
1983,5.217709466316072e-05,8.137857245214621e-09
1984,5.1500300157515865e-05,8.08937380572924e-09
1985,5.116724579628291e-05,8.371688992830123e-09
1986,5.08262990998836e-05,9.192996205545763e-09
1987,5.0347416877879626e-05,1.1185659065660047e-08
1988,4.991562569297717e-05,1.2799139589450955e-08
1989,4.964867288695781e-05,1.2763522239112035e-08
1990,4.916475050517225e-05,1.219677520885349e-08
1991,4.8978869537157675e-05,1.2039060859336814e-08
1992,4.8229254649153776e-05,1.1578240207857756e-08
1993,4.7952329623512924e-05,1.0404929235668142e-08
1994,4.748127841074685e-05,8.096985177579491e-09
1995,4.6508435584006035e-05,5.944917256885316e-09
1996,4.535937166240599e-05,5.679554540957302e-09
1997,4.414024494638268e-05,5.639605671348136e-09
1998,4.307853929016606e-05,5.427964109929105e-09
1999,4.251683016523852e-05,5.118156914158638e-09
2000,4.136120852698306e-05,4.536124142973108e-09
2001,4.046072561842655e-05,4.252565410922671e-09
2002,3.965699683508969e-05,4.0244508677947775e-09
2003,3.8916854204476946e-05,3.7146974385393605e-09
2004,3.8341784862235985e-05,3.485538714796478e-09
2005,3.750373902481182e-05,3.156529894608541e-09
2006,3.6359587414023865e-05,3.0349512109799956e-09
2007,3.568752176111697e-05,3.021095056660832e-09
2008,3.4551474007977436e-05,3.1147812900351416e-09
2009,3.3681628597800485e-05,3.258792822892685e-09
2010,3.3067453062228325e-05,3.1441809156262934e-09
2011,3.2393170321094135e-05,3.3843411882474227e-09
2012,3.1902254184907565e-05,3.40002121695144e-09
2013,3.161476914621224e-05,3.4404745084616805e-09
2014,3.102963819401339e-05,3.2052833403335104e-09
2015,3.040056461551493e-05,2.9046823517881695e-09
2016,3.0384287518765113e-05,2.5555731023426833e-09
2017,3.0165978690395907e-05,2.513433146796492e-09
2018,2.988237865793053e-05,2.1712035502829963e-09
2019,2.9829224786226405e-05,2.0692166591285144e-09
