ngram,chain,chan,chin,chain
1673,5.403069833066963e-06,9.69185025821519e-07,1.356747670147992e-06,5.403069833066963e-06
1674,6.086758276069304e-06,9.043586004509052e-07,1.4220433399714238e-06,6.086758276069304e-06
1675,6.007033789501293e-06,8.760544513311938e-07,1.1217851627926784e-06,6.007033789501293e-06
1676,5.122488151495677e-06,6.19460051000585e-07,9.510837831580179e-07,5.122488151495677e-06
1677,5.196077316733343e-06,5.370987484606562e-07,7.914241361309646e-07,5.196077316733343e-06
1678,4.874181481032533e-06,5.983083671675818e-07,7.345762185195781e-07,4.874181481032533e-06
1679,4.2162198821772885e-06,5.921930384796983e-07,7.976761976026734e-07,4.2162198821772885e-06
1680,3.934943833883153e-06,5.70449310138039e-07,8.501610823584218e-07,3.934943833883153e-06
1681,3.8072438266161564e-06,5.826704807532224e-07,7.09884310318947e-07,3.8072438266161564e-06
1682,3.3241870564130034e-06,6.813253037307732e-07,7.943816789130713e-07,3.3241870564130034e-06
1683,3.730900743903476e-06,8.149166197719231e-07,7.538110610637107e-07,3.730900743903476e-06
1684,4.8883731389131365e-06,8.982167400972685e-07,9.539974996641831e-07,4.8883731389131365e-06
1685,4.593616170365879e-06,8.396100627448635e-07,1.0160512999846105e-06,4.593616170365879e-06
1686,4.952226683079581e-06,8.025813989271618e-07,9.098073283959301e-07,4.952226683079581e-06
1687,4.837388619957242e-06,8.818683535797131e-07,8.242939202318667e-07,4.837388619957242e-06
1688,4.706516035314832e-06,9.302998153413813e-07,8.485096511127008e-07,4.706516035314832e-06
1689,4.6418273476384845e-06,7.918318333720111e-07,6.583094541870846e-07,4.6418273476384845e-06
1690,4.244636524422926e-06,7.814563340551623e-07,6.115811227605914e-07,4.244636524422926e-06
1691,2.8189115417782366e-06,7.869002851228808e-07,4.5120664131965374e-07,2.8189115417782366e-06
1692,2.796378404517392e-06,1.0137615496270364e-06,3.368960770038549e-07,2.796378404517392e-06
1693,2.505769803714689e-06,9.89854330311703e-07,5.324472149530785e-07,2.505769803714689e-06
1694,3.2339912974878515e-06,8.570105295900378e-07,4.912471252639859e-07,3.2339912974878515e-06
1695,2.8608316954757484e-06,9.80922621351965e-07,4.7566915384322783e-07,2.8608316954757484e-06
1696,3.096069511749582e-06,9.807640647555412e-07,5.228277107757354e-07,3.096069511749582e-06
1697,3.286658089304443e-06,8.88072489958956e-07,5.988403261523802e-07,3.286658089304443e-06
1698,3.702035347227398e-06,8.2796984405117e-07,5.669272533331033e-07,3.702035347227398e-06
1699,3.742286285809574e-06,6.379111121239995e-07,5.32660704623465e-07,3.742286285809574e-06
1700,3.852347975095784e-06,6.715491817236138e-07,3.0784685886179173e-07,3.852347975095784e-06
1701,3.050927619239831e-06,6.757266045756946e-07,6.848504727128914e-07,3.050927619239831e-06
1702,2.9875380310581283e-06,5.545126344129261e-07,7.377329853040595e-07,2.9875380310581283e-06
1703,2.68260004889141e-06,5.356936908031327e-07,7.473329373754365e-07,2.68260004889141e-06
1704,2.312151861717991e-06,5.748259021791975e-07,6.557650392226475e-07,2.312151861717991e-06
1705,2.0489070331158084e-06,6.774387689542241e-07,7.150158093541645e-07,2.0489070331158084e-06
1706,2.324227515211013e-06,6.262652050281758e-07,1.0231323739974738e-06,2.324227515211013e-06
1707,2.1245042002452204e-06,5.97733300570066e-07,1.0457464806482416e-06,2.1245042002452204e-06
1708,2.056607075116647e-06,5.782744299917145e-07,7.844932749126851e-07,2.056607075116647e-06
1709,2.0813745160402116e-06,5.304932163393719e-07,7.48697220030538e-07,2.0813745160402116e-06
1710,2.2714563101544627e-06,5.379734488997201e-07,7.120126131862239e-07,2.2714563101544627e-06
1711,2.3986831690438393e-06,4.350628139653574e-07,7.247966290638683e-07,2.3986831690438393e-06
1712,2.335917023239225e-06,3.354028450530677e-07,7.109681356658777e-07,2.335917023239225e-06
1713,1.9114493170491187e-06,3.0140459525033035e-07,4.7632615210854314e-07,1.9114493170491187e-06
1714,2.5751223802217282e-06,3.989497819085435e-07,4.564311707002032e-07,2.5751223802217282e-06
1715,2.8086884477878423e-06,4.429757609614171e-07,4.7654900673218694e-07,2.8086884477878423e-06
1716,2.9489513378523824e-06,4.3915048714942326e-07,4.815786910837363e-07,2.9489513378523824e-06
1717,3.030462461798119e-06,4.333538470291387e-07,6.056859506640779e-07,3.030462461798119e-06
1718,3.2254726777734632e-06,4.7011205595026695e-07,8.06911093117638e-07,3.2254726777734632e-06
1719,3.0711108170830163e-06,4.707802462787315e-07,8.385314142092934e-07,3.0711108170830163e-06
1720,3.218675845216369e-06,5.379986102330545e-07,1.0147600123998148e-06,3.218675845216369e-06
1721,2.6414435296828742e-06,4.2151618068991023e-07,1.082405820592872e-06,2.6414435296828742e-06
1722,2.6726970807950627e-06,4.3552879804207934e-07,1.2092755241610575e-06,2.6726970807950627e-06
1723,3.0267798690277104e-06,5.271078862278955e-07,1.3043499994377531e-06,3.0267798690277104e-06
1724,2.956803086817672e-06,6.04548769648058e-07,1.1638231853794423e-06,2.956803086817672e-06
1725,3.0716257859759414e-06,6.16921856330269e-07,1.00471121251238e-06,3.0716257859759414e-06
1726,3.416819643981788e-06,6.085606279222182e-07,9.436710156153692e-07,3.416819643981788e-06
1727,3.877343845358285e-06,7.825968485316739e-07,8.177526110232845e-07,3.877343845358285e-06
1728,4.008709473574916e-06,8.233927733921778e-07,7.473102121886248e-07,4.008709473574916e-06
1729,4.281354936860485e-06,7.584547867216835e-07,5.610359851613924e-07,4.281354936860485e-06
1730,4.553047184734689e-06,6.880668114003388e-07,7.4016127525413e-07,4.553047184734689e-06
1731,4.516015451372368e-06,5.996111919362843e-07,7.328027160318535e-07,4.516015451372368e-06
1732,5.01973753281553e-06,5.90855758478678e-07,1.115051012285611e-06,5.01973753281553e-06
1733,5.1166914870139276e-06,6.598141299361617e-07,1.1207864564052476e-06,5.1166914870139276e-06
1734,5.714685487743866e-06,4.532080108024924e-07,1.1232988867959648e-06,5.714685487743866e-06
1735,5.681428579659301e-06,4.466273781287912e-07,1.2073183930689474e-06,5.681428579659301e-06
1736,5.644214719982951e-06,5.885829352791916e-07,1.2355888502822511e-06,5.644214719982951e-06
1737,5.468271865538554e-06,5.715684291577158e-07,1.2197326222056809e-06,5.468271865538554e-06
1738,5.911666871075535e-06,7.838664665931512e-07,1.3401447103790685e-06,5.911666871075535e-06
1739,5.333981822072279e-06,8.436494332337523e-07,9.384013424096338e-07,5.333981822072279e-06
1740,5.1668888383054375e-06,7.471526929845953e-07,1.1372331698566995e-06,5.1668888383054375e-06
1741,5.199629478218932e-06,7.454050420717197e-07,1.1345174998820897e-06,5.199629478218932e-06
1742,6.864411294113129e-06,7.574433575590384e-07,1.3434483686783745e-06,6.864411294113129e-06
1743,7.250089083754574e-06,6.319317407132985e-07,1.7202838721784377e-06,7.250089083754574e-06
1744,8.347967812889173e-06,6.013365845904315e-07,1.8507525762093531e-06,8.347967812889173e-06
1745,8.579541404937377e-06,4.173206126064802e-07,1.8413281972178602e-06,8.579541404937377e-06
1746,9.566470225763624e-06,3.6720518080203745e-07,2.018883687274605e-06,9.566470225763624e-06
1747,1.0605374752360928e-05,3.746884321539515e-07,1.943990761381948e-06,1.0605374752360928e-05
1748,1.039437172169398e-05,3.8940767004597934e-07,2.083959316223627e-06,1.039437172169398e-05
1749,9.751646627721908e-06,3.9005259111490886e-07,2.5480249925229666e-06,9.751646627721908e-06
1750,1.1085218829975929e-05,4.248935141504262e-07,2.3633411469095985e-06,1.1085218829975929e-05
1751,1.1562344168071701e-05,4.5700521208605747e-07,2.363972336232629e-06,1.1562344168071701e-05
1752,1.2261569021835125e-05,4.5626689321969547e-07,2.614976697909047e-06,1.2261569021835125e-05
1753,1.3856506484444253e-05,4.870595091688301e-07,2.7431765374785755e-06,1.3856506484444253e-05
1754,1.521705546890319e-05,5.793332767163e-07,2.811242893585586e-06,1.521705546890319e-05
1755,1.6634911844448652e-05,6.533914894849399e-07,2.892980871495508e-06,1.6634911844448652e-05
1756,1.7140088987486835e-05,9.532293055209655e-07,2.553225288335982e-06,1.7140088987486835e-05
1757,1.7862651605225566e-05,1.039766264706746e-06,2.7587847983210978e-06,1.7862651605225566e-05
1758,1.7247021008058384e-05,1.1358548103349416e-06,2.5648184061667834e-06,1.7247021008058384e-05
1759,1.7935130797143627e-05,1.2508959100289628e-06,2.5854571796506728e-06,1.7935130797143627e-05
1760,1.686086216068361e-05,1.4131974320922121e-06,2.511064800663527e-06,1.686086216068361e-05
1761,1.6319250529964586e-05,1.3639827573440146e-06,2.8137256679526345e-06,1.6319250529964586e-05
1762,1.6892933022713157e-05,1.306423403743143e-06,3.072361924491166e-06,1.6892933022713157e-05
1763,1.679663468426692e-05,1.0585526004953344e-06,3.1089192264386966e-06,1.679663468426692e-05
1764,1.789421886704596e-05,9.287792376458778e-07,3.1939059194233517e-06,1.789421886704596e-05
1765,1.8963236211025753e-05,9.713568910488642e-07,3.7617312825334792e-06,1.8963236211025753e-05
1766,1.9926877290085292e-05,8.687614955046488e-07,3.7355523870376473e-06,1.9926877290085292e-05
1767,2.0927562867914924e-05,6.924886893752305e-07,4.0464250170251555e-06,2.0927562867914924e-05
1768,2.129152315839227e-05,7.487900737552471e-07,4.3709839181766645e-06,2.129152315839227e-05
1769,2.01129649732528e-05,7.64928724298183e-07,4.2749004478537245e-06,2.01129649732528e-05
1770,2.1038712475274224e-05,8.301671284373567e-07,4.461119325631964e-06,2.1038712475274224e-05
1771,2.003370393919925e-05,8.053672258613785e-07,4.576603194956468e-06,2.003370393919925e-05
1772,2.0641165325027293e-05,6.852712114583223e-07,4.245210090760208e-06,2.0641165325027293e-05
1773,2.043737510705666e-05,6.96089366718817e-07,4.499308131146661e-06,2.043737510705666e-05
1774,2.0316434399449334e-05,6.89016348230455e-07,4.315261841319236e-06,2.0316434399449334e-05
1775,2.0639903985803748e-05,7.255448549260888e-07,3.9961082620720845e-06,2.0639903985803748e-05
1776,2.3529915519507733e-05,6.752177463502968e-07,4.0990428260556655e-06,2.3529915519507733e-05
1777,2.5396525805782793e-05,5.986434976940862e-07,4.072140947235832e-06,2.5396525805782793e-05
1778,2.5175982695405503e-05,6.422911513124876e-07,4.078416655569786e-06,2.5175982695405503e-05
1779,2.47041456792171e-05,7.453859650143256e-07,4.3004028741831594e-06,2.47041456792171e-05
1780,2.4222523279604502e-05,7.654559794900706e-07,4.293904664466806e-06,2.4222523279604502e-05
1781,2.3890309031620355e-05,7.954228148524375e-07,4.771298400945463e-06,2.3890309031620355e-05
1782,2.4724594238380503e-05,7.062686709754676e-07,5.41440067536314e-06,2.4724594238380503e-05
1783,2.3302115940688445e-05,7.221697403890306e-07,5.44945922748801e-06,2.3302115940688445e-05
1784,2.1498634721085962e-05,7.918895010204454e-07,5.299761012013603e-06,2.1498634721085962e-05
1785,2.2196555489374858e-05,8.450853913797931e-07,5.087332965558744e-06,2.2196555489374858e-05
1786,2.2277470634435304e-05,7.216959910952678e-07,4.744814434941093e-06,2.2277470634435304e-05
1787,2.3005761769517058e-05,6.907548920155802e-07,4.753599049373796e-06,2.3005761769517058e-05
1788,2.3314847047523862e-05,6.814561126183045e-07,4.430204951079629e-06,2.3314847047523862e-05
1789,2.2506499330380132e-05,7.147907743793829e-07,3.7368610199856837e-06,2.2506499330380132e-05
1790,2.2145812181406654e-05,7.514094428578184e-07,3.5795586817195205e-06,2.2145812181406654e-05
1791,2.257129693004702e-05,6.624312050007575e-07,3.5387079476225025e-06,2.257129693004702e-05
1792,2.2873095076647587e-05,6.554251643007904e-07,3.608928896678013e-06,2.2873095076647587e-05
1793,2.30829950201691e-05,6.732451091855702e-07,3.863644029219618e-06,2.30829950201691e-05
1794,2.3585269445902668e-05,6.773157557355651e-07,4.050270717925741e-06,2.3585269445902668e-05
1795,2.4314980432141704e-05,7.323739258221654e-07,4.105025612131742e-06,2.4314980432141704e-05
1796,2.533219854480454e-05,6.935694735992521e-07,4.206381650614535e-06,2.533219854480454e-05
1797,2.6070604820103783e-05,6.557668541518069e-07,4.649842204733952e-06,2.6070604820103783e-05
1798,2.6815322209066445e-05,6.654538740999019e-07,4.852326908024095e-06,2.6815322209066445e-05
1799,2.6695269947854934e-05,6.321082090770298e-07,4.95099512980752e-06,2.6695269947854934e-05
1800,2.68916976762869e-05,6.401442322255337e-07,4.887931221933936e-06,2.68916976762869e-05
