ngram,medicine,medicne,medine,medciine
1649,7.922581711941998e-06,0.0,0.0,0.0
1650,1.0230491495479197e-05,0.0,0.0,0.0
1651,1.1394864616574654e-05,0.0,0.0,0.0
1652,1.1990905997143792e-05,0.0,0.0,0.0
1653,1.2391011166203367e-05,0.0,0.0,0.0
1654,1.2863679200693565e-05,0.0,0.0,0.0
1655,1.1641579736273602e-05,0.0,0.0,0.0
1656,1.0464256612457185e-05,0.0,0.0,0.0
1657,9.880557204918919e-06,0.0,0.0,0.0
1658,8.61071017815058e-06,0.0,0.0,0.0
1659,8.395478711723367e-06,0.0,0.0,0.0
1660,8.873137013714378e-06,0.0,0.0,0.0
1661,9.600922209886318e-06,0.0,0.0,0.0
1662,8.844859946423509e-06,0.0,0.0,0.0
1663,8.958121757781815e-06,0.0,0.0,0.0
1664,7.297391448446433e-06,0.0,0.0,0.0
1665,7.466700968247356e-06,0.0,0.0,0.0
1666,7.829848430316946e-06,0.0,0.0,0.0
1667,1.068950181044264e-05,0.0,0.0,0.0
1668,1.0936662192762014e-05,0.0,0.0,0.0
1669,1.0800250428084318e-05,0.0,0.0,0.0
1670,1.1689267401899478e-05,0.0,0.0,0.0
1671,1.1450750467442308e-05,0.0,0.0,0.0
1672,1.1261897238260385e-05,0.0,0.0,0.0
1673,1.0569639081430588e-05,0.0,0.0,0.0
1674,7.229944393267422e-06,0.0,0.0,0.0
1675,5.287701047304186e-06,0.0,0.0,0.0
1676,5.576418841103857e-06,0.0,0.0,0.0
1677,4.567831248485683e-06,0.0,0.0,0.0
1678,4.159718547011185e-06,0.0,0.0,0.0
1679,1.8847402202482044e-05,0.0,0.0,0.0
1680,1.9116467602283853e-05,0.0,0.0,0.0
1681,1.8718368648608574e-05,0.0,0.0,0.0
1682,1.806201649807398e-05,0.0,0.0,0.0
1683,1.7900921989166818e-05,0.0,0.0,0.0
1684,1.7538872303443247e-05,0.0,0.0,0.0
1685,1.746005979644646e-05,0.0,0.0,0.0
1686,2.8083476633712834e-06,0.0,0.0,0.0
1687,2.2752822539067504e-06,0.0,0.0,0.0
1688,1.9822591070806084e-06,0.0,0.0,0.0
1689,1.8437911251112382e-06,0.0,0.0,0.0
1690,1.5919730417733393e-06,0.0,0.0,0.0
1691,1.53897382964325e-06,0.0,0.0,0.0
1692,1.6203646079507702e-06,0.0,0.0,0.0
1693,1.1931852189458629e-06,0.0,0.0,0.0
1694,1.1107850395676775e-06,0.0,0.0,0.0
1695,7.068253182751505e-07,0.0,0.0,0.0
1696,1.1160613390919544e-06,0.0,0.0,0.0
1697,1.720070916430164e-06,0.0,0.0,0.0
1698,1.8881362312380849e-06,0.0,0.0,0.0
1699,1.7722670366180994e-06,0.0,0.0,0.0
1700,1.685855819135083e-06,0.0,0.0,0.0
1701,1.7148560971236293e-06,0.0,0.0,0.0
1702,1.7021897511832712e-06,0.0,0.0,0.0
1703,1.2739762301602501e-06,0.0,0.0,0.0
1704,5.678834530239588e-07,0.0,0.0,0.0
1705,6.346422480874025e-07,0.0,0.0,0.0
1706,9.186139006292901e-07,0.0,0.0,0.0
1707,9.160777015690005e-07,0.0,0.0,0.0
1708,9.35306758265142e-07,0.0,0.0,0.0
1709,9.236005951152038e-07,0.0,0.0,0.0
1710,1.0171559422035768e-06,0.0,0.0,0.0
1711,1.0029240939957162e-06,0.0,0.0,0.0
1712,8.087210058452651e-07,0.0,0.0,0.0
1713,6.176084375348572e-07,0.0,0.0,0.0
1714,9.927303352696981e-07,0.0,0.0,0.0
1715,1.0124351226587741e-06,0.0,0.0,0.0
1716,1.1142141249008221e-06,0.0,0.0,0.0
1717,1.0529079941891593e-06,0.0,0.0,0.0
1718,1.139957354163406e-06,0.0,0.0,0.0
1719,1.0889488716462177e-06,0.0,0.0,0.0
1720,1.9576136846158728e-06,0.0,0.0,0.0
1721,1.808836170117242e-06,0.0,0.0,0.0
1722,5.117857434860136e-06,0.0,0.0,0.0
1723,5.2591876494391594e-06,0.0,0.0,0.0
1724,5.523286948313658e-06,0.0,0.0,0.0
1725,5.664513951485008e-06,0.0,0.0,0.0
1726,6.05718348976682e-06,0.0,0.0,0.0
1727,5.58272420546148e-06,0.0,0.0,0.0
1728,5.676298249974414e-06,0.0,0.0,0.0
1729,2.439526351086637e-06,0.0,0.0,0.0
1730,2.7669010478348355e-06,0.0,0.0,0.0
1731,2.621456409152805e-06,0.0,0.0,0.0
1732,2.595668450209944e-06,0.0,0.0,0.0
1733,2.3088239556402968e-06,0.0,0.0,0.0
1734,2.3014699763734825e-06,0.0,0.0,0.0
1735,2.1779035250801826e-06,0.0,0.0,0.0
1736,2.4401197638975906e-06,0.0,0.0,0.0
1737,2.380720729888708e-06,0.0,0.0,0.0
1738,2.5041773596967687e-06,0.0,0.0,0.0
1739,2.6118582029864357e-06,0.0,0.0,0.0
1740,3.1652800771553302e-06,0.0,2.2461835312372258e-08,0.0
1741,5.202328436228397e-06,0.0,2.2461835312372258e-08,0.0
1742,5.753935868467254e-06,0.0,2.2461835312372258e-08,0.0
1743,6.844402183300449e-06,0.0,2.2461835312372258e-08,0.0
1744,7.057137086771295e-06,0.0,2.2461835312372258e-08,0.0
1745,7.735840784204942e-06,0.0,2.2461835312372258e-08,0.0
1746,8.556463269217471e-06,0.0,2.2461835312372258e-08,0.0
1747,8.305167511934997e-06,0.0,0.0,0.0
1748,6.490215810117661e-06,0.0,0.0,0.0
1749,6.875245259964556e-06,0.0,0.0,0.0
1750,7.312137151010185e-06,0.0,0.0,0.0
1751,8.799098298238408e-06,0.0,0.0,0.0
1752,9.528944734224101e-06,0.0,0.0,0.0
1753,1.1442010450731946e-05,0.0,0.0,0.0
1754,1.47714597785255e-05,0.0,0.0,0.0
1755,1.762323621993086e-05,0.0,0.0,0.0
1756,1.8089908605491344e-05,0.0,0.0,0.0
1757,1.8955573848091133e-05,3.045123264655558e-09,0.0,0.0
1758,1.8637041778544828e-05,3.045123264655558e-09,0.0,0.0
1759,1.9397304640733637e-05,3.045123264655558e-09,0.0,0.0
1760,1.787860855984036e-05,3.045123264655558e-09,0.0,0.0
1761,1.921957638322575e-05,3.045123264655558e-09,2.7755674584081393e-09,0.0
1762,1.9038684903145103e-05,3.045123264655558e-09,2.7755674584081393e-09,0.0
1763,1.9951695971290713e-05,3.045123264655558e-09,2.7755674584081393e-09,0.0
1764,2.097879717309427e-05,0.0,2.7755674584081393e-09,0.0
1765,2.3482433919395718e-05,0.0,2.7755674584081393e-09,0.0
1766,2.4477772967657074e-05,0.0,2.7755674584081393e-09,0.0
1767,2.6571773040424368e-05,0.0,2.7755674584081393e-09,0.0
1768,2.800920914783741e-05,2.682212547305036e-09,2.682212547305036e-09,0.0
1769,3.091308878668185e-05,2.682212547305036e-09,2.682212547305036e-09,0.0
1770,3.296510216646961e-05,2.682212547305036e-09,5.5651341313023295e-09,0.0
1771,3.4284131158658836e-05,2.682212547305036e-09,5.5651341313023295e-09,0.0
1772,3.33337840337273e-05,2.682212547305036e-09,5.5651341313023295e-09,0.0
1773,3.477158835656675e-05,2.682212547305036e-09,5.5651341313023295e-09,0.0
1774,3.416728551591015e-05,2.682212547305036e-09,5.5651341313023295e-09,0.0
1775,3.0445559657112297e-05,0.0,2.8829215839972935e-09,0.0
1776,2.7267498288503183e-05,0.0,2.8829215839972935e-09,0.0
1777,2.734690808990438e-05,0.0,1.167220123729099e-08,0.0
1778,2.76063359966169e-05,0.0,1.167220123729099e-08,0.0
1779,2.6077298960964462e-05,0.0,1.167220123729099e-08,0.0
1780,2.6503460633518572e-05,0.0,1.167220123729099e-08,0.0
1781,2.871320871885733e-05,0.0,1.167220123729099e-08,0.0
1782,3.1049293413941215e-05,0.0,1.167220123729099e-08,0.0
1783,3.2528270042218666e-05,0.0,1.167220123729099e-08,0.0
1784,3.107845753090389e-05,0.0,4.993416220193987e-09,0.0
1785,3.0370031319242636e-05,0.0,4.993416220193987e-09,0.0
1786,3.207472660246172e-05,1.3400983180287896e-09,4.993416220193987e-09,0.0
1787,3.060453205502459e-05,1.3400983180287896e-09,4.993416220193987e-09,0.0
1788,2.9249599849988173e-05,1.3400983180287896e-09,4.993416220193987e-09,0.0
1789,2.7395270340743343e-05,1.3400983180287896e-09,4.993416220193987e-09,0.0
1790,2.5606797862565145e-05,2.444946721271078e-09,4.993416220193987e-09,0.0
1791,2.5165904714542974e-05,2.444946721271078e-09,0.0,0.0
1792,2.329303658500846e-05,2.444946721271078e-09,0.0,0.0
1793,2.2409659972514157e-05,1.1048484032422883e-09,0.0,0.0
1794,2.1495232171478813e-05,1.1048484032422883e-09,9.979855672018596e-10,0.0
1795,2.1936349834764508e-05,1.1048484032422883e-09,9.979855672018596e-10,0.0
1796,2.33358410436527e-05,1.1048484032422883e-09,9.979855672018596e-10,0.0
1797,2.3798073016223498e-05,0.0,4.96645099648926e-09,0.0
1798,2.4429244149359874e-05,0.0,5.545107674618878e-09,0.0
1799,2.4881949294857414e-05,0.0,5.545107674618878e-09,0.0
1800,2.5110383700978544e-05,4.116639093102289e-10,5.956771583929107e-09,0.0
1801,2.5510187697364017e-05,4.116639093102289e-10,4.9587860167272475e-09,0.0
1802,2.4783989959230113e-05,8.457907073124358e-10,4.9587860167272475e-09,0.0
1803,2.2927922795393636e-05,8.457907073124358e-10,7.06478570882447e-09,0.0
1804,2.3256858704761335e-05,1.1508682578360257e-09,4.316630481631429e-09,0.0
1805,2.268294442079163e-05,1.1508682578360257e-09,4.257328806949496e-09,0.0
1806,2.33048340305686e-05,1.1508682578360257e-09,4.257328806949496e-09,0.0
1807,2.4177302423465464e-05,9.48425576170158e-10,4.891771020000744e-09,0.0
1808,2.333786479929196e-05,9.48425576170158e-10,4.891771020000744e-09,0.0
1809,2.2205577157105188e-05,5.142987781679511e-10,5.434545480298425e-09,0.0
1810,2.2541697814761263e-05,5.142987781679511e-10,5.7258598814716575e-09,0.0
1811,2.2299723371231395e-05,2.092212276443612e-10,7.318156969304823e-09,0.0
1812,2.2509039938865628e-05,2.092212276443612e-10,6.7988019658571375e-09,0.0
1813,2.121369418871057e-05,2.092212276443612e-10,7.38074014604097e-09,0.0
1814,2.0678007526190152e-05,0.0,6.543592160187675e-09,0.0
1815,2.1230226983399397e-05,0.0,7.702436355394582e-09,0.0
1816,2.2894418309858467e-05,0.0,7.920352770466162e-09,0.0
1817,2.2641272153123282e-05,0.0,5.523038677195708e-09,0.0
1818,2.243080312577409e-05,0.0,2.8894662535654855e-09,0.0
1819,2.223875110628017e-05,0.0,3.4906560182028964e-09,0.0
1820,2.29335471106294e-05,0.0,3.0561147739455966e-09,0.0
1821,2.251761023736825e-05,0.0,2.8471566374374137e-09,0.0
1822,2.2471269403467886e-05,0.0,1.937850245349791e-09,0.0
1823,2.1604938020962955e-05,0.0,1.1771593699805294e-09,0.0
1824,2.183056598629004e-05,0.0,1.1771593699805294e-09,0.0
1825,2.2129401518863494e-05,0.0,1.1247413080260417e-09,0.0
1826,2.2804457070638557e-05,0.0,9.975445152449985e-10,0.0
1827,2.3157938682873335e-05,0.0,1.0592887916034093e-09,0.0
1828,2.3911271325362448e-05,0.0,1.1696181007841184e-09,0.0
1829,2.3786738373538746e-05,1.405485569197903e-10,1.1309031330445203e-09,0.0
1830,2.423190094954667e-05,1.405485569197903e-10,1.2262076750805102e-09,0.0
1831,2.4382845887365484e-05,1.405485569197903e-10,1.319102335298591e-09,9.289466021808072e-11
1832,2.4871785821492915e-05,3.108474747445403e-10,1.2776349898681515e-09,9.289466021808072e-11
1833,2.4826965662733918e-05,3.933257370596672e-10,1.0510768049571644e-09,1.7537292253320758e-10
1834,2.4528739231755026e-05,7.255665116342616e-10,1.008055979959518e-09,1.7537292253320758e-10
1835,2.4193673328097377e-05,1.395833718450693e-09,9.815100716308628e-10,1.7537292253320758e-10
1836,2.4722262813676415e-05,1.2552851615309025e-09,1.5963602265475378e-09,1.7537292253320758e-10
1837,2.3993367774112683e-05,1.487609384882254e-09,1.5010556845115479e-09,1.7537292253320758e-10
1838,2.386783515768392e-05,1.487609384882254e-09,1.7134640135323715e-09,8.247826231512688e-11
1839,2.3541941118310206e-05,1.393091903738914e-09,2.386128937294428e-09,8.247826231512688e-11
1840,2.3248100530638893e-05,1.3106136414237873e-09,2.5922099466946236e-09,0.0
1841,2.3502050680690445e-05,1.0483504778565793e-09,2.7060000034368717e-09,0.0
1842,2.370481654777125e-05,4.38898711025664e-10,2.9262938104425628e-09,0.0
1843,2.355226959999917e-05,5.044732409587027e-10,2.690791589543551e-09,0.0
1844,2.4463689052416676e-05,2.721490176073514e-10,2.7575744465657692e-09,0.0
1845,2.497475309480381e-05,2.721490176073514e-10,2.852704033313407e-09,0.0
1846,2.4950295223139358e-05,2.6158808056183803e-10,6.203781163386221e-09,0.0
1847,2.5443919834547808e-05,3.827990107436412e-10,5.99268722740425e-09,0.0
1848,2.5443861367031267e-05,3.1282139973625485e-10,5.822152133421505e-09,0.0
1849,2.5677862920149763e-05,3.057454963809444e-10,5.786772624575118e-09,0.0
1850,2.607297028589528e-05,5.249904360444496e-10,5.2440717641338046e-09,0.0
1851,2.575367008310942e-05,5.714190311399494e-10,5.363003287493586e-09,0.0
1852,2.537613935211474e-05,6.219806019431523e-10,5.063693853113449e-09,0.0
1853,2.5153387988601545e-05,5.567601023072553e-10,1.1960990372753395e-09,0.0
1854,2.543087040456677e-05,4.3554917212545215e-10,1.0041790375416225e-09,0.0
1855,2.548578855307174e-05,4.3554917212545215e-10,1.0523089344349756e-09,0.0
1856,2.534817498859151e-05,3.818096354952465e-10,1.0321052544361363e-09,0.0
1857,2.5315512695150183e-05,9.699016589870268e-11,1.0327695722432496e-09,0.0
1858,2.5361857426884982e-05,5.0561570803202876e-11,8.470551918612504e-10,0.0
1859,2.50418706855271e-05,6.09293885186649e-11,9.287202158108393e-10,0.0
1860,2.5037999096509467e-05,6.09293885186649e-11,8.094139366690964e-10,6.099520888369625e-11
1861,2.4348400204741794e-05,5.693095201613524e-10,9.283721093465504e-10,6.099520888369625e-11
1862,2.3781741609647205e-05,6.250277914280186e-10,9.937399474730618e-10,6.099520888369625e-11
1863,2.3234963009599596e-05,6.727656725364589e-10,8.407216906774246e-10,6.099520888369625e-11
1864,2.3261405138847685e-05,6.727656725364589e-10,9.809679497279384e-10,6.099520888369625e-11
1865,2.3535022722041633e-05,7.169922235293415e-10,1.0694210517137037e-09,6.099520888369625e-11
1866,2.4066036660639967e-05,7.00302454914592e-10,1.1078309936074504e-09,6.099520888369625e-11
1867,2.46688232437009e-05,7.435149123364531e-10,1.2451153203712246e-09,0.0
1868,2.5205673539728324e-05,2.799464786968591e-10,1.0756552870638814e-09,0.0
1869,2.5785453284957578e-05,2.24228207430193e-10,9.319539743099119e-10,0.0
1870,2.6328963680758273e-05,3.0319970740449216e-10,9.209511328148576e-10,0.0
1871,2.6716081265476532e-05,3.0319970740449216e-10,8.137227717039e-10,0.0
1872,2.6494715712033212e-05,2.9992486668842643e-10,7.662213799949516e-10,0.0
1873,2.6739433711294885e-05,2.94693999361836e-10,6.230407776998601e-10,0.0
1874,2.65072776528541e-05,3.309629713145666e-10,5.227288919178769e-10,0.0
1875,2.696682505692089e-05,4.867264171069609e-10,8.436491346789207e-10,0.0
1876,2.7626539511922082e-05,6.400543547549883e-10,8.411413311902396e-10,1.1499594927093832e-10
1877,2.8134753977480743e-05,6.181999872329718e-10,7.91620082977015e-10,1.8489929428814174e-10
1878,2.8454915341821368e-05,7.270560701108256e-10,7.830386775494905e-10,1.8489929428814174e-10
1879,2.8807832287774155e-05,7.908457975793124e-10,7.770007811761356e-10,1.8489929428814174e-10
1880,2.9406392838739392e-05,7.518370450019875e-10,9.29190066159943e-10,1.8489929428814174e-10
1881,2.974399233478055e-05,7.354868063786618e-10,9.59620787594722e-10,1.8489929428814174e-10
1882,2.957216773730969e-05,6.969595614921989e-10,7.035197028112553e-10,1.8489929428814174e-10
1883,2.9737835835216435e-05,5.757542518144579e-10,8.195914978438777e-10,6.990334501720343e-11
1884,2.9776728687076165e-05,4.70899238253735e-10,9.066834545062058e-10,0.0
1885,2.950151481075279e-05,4.200897110332288e-10,9.792291303220173e-10,0.0
1886,2.9708286092500202e-05,4.53291358813525e-10,1.1650242437433178e-09,0.0
1887,2.9583015150689918e-05,4.53291358813525e-10,1.1558892018140705e-09,5.526793705230253e-11
1888,2.991697043138889e-05,4.441658529070429e-10,1.047504146914743e-09,1.632793067418703e-10
1889,3.0122356422777686e-05,3.60630642412144e-10,9.826849889371658e-10,1.632793067418703e-10
1890,2.969757406390272e-05,3.538037045875646e-10,8.152449152262367e-10,1.8857499688757732e-10
1891,2.9999028941217277e-05,3.7940875639654234e-10,7.444113896732623e-10,1.8857499688757732e-10
1892,3.0022802613010363e-05,3.8877694912604303e-10,7.341244913559666e-10,1.8857499688757732e-10
1893,3.0234870012334015e-05,3.430805580105302e-10,7.670939756414847e-10,2.808216912976645e-10
1894,3.0301294568094556e-05,4.535394222880486e-10,7.669399559873114e-10,2.2555375424536195e-10
1895,3.0248797494485708e-05,5.265609833081188e-10,7.70616261279246e-10,1.5988479984407888e-10
1896,2.997011792363732e-05,5.255699982363384e-10,8.675183904571782e-10,1.792652256796653e-10
1897,3.049196259650801e-05,5.74581328944517e-10,8.79376210738414e-10,2.2827655638784401e-10
1898,3.0109042979477507e-05,7.113197967153642e-10,8.462042753018143e-10,2.2827655638784401e-10
1899,3.0101467148467365e-05,8.80685833783344e-10,7.478025916750144e-10,2.2827655638784401e-10
1900,2.9894557883380912e-05,9.510745841672425e-10,6.20618407855465e-10,1.3602986197775683e-10
1901,2.973177470266819e-05,8.920257786394967e-10,7.081610476593931e-10,1.3602986197775683e-10
1902,2.992548148280808e-05,1.1438009190583337e-09,6.751310879396907e-10,9.368744668947215e-11
1903,3.016955062256394e-05,1.161914080822462e-09,7.216812564214692e-10,7.430702085388572e-11
1904,2.9675505045036387e-05,1.198583240594583e-09,9.857487940991204e-10,0.0
1905,2.9798497052979656e-05,1.2192020647029877e-09,1.0439449384312483e-09,0.0
1906,3.0019887292707737e-05,1.1996310849455532e-09,1.1626669864967759e-09,0.0
1907,3.011363047075325e-05,1.2274478972911546e-09,1.0801232804994294e-09,0.0
1908,2.992234164724193e-05,1.5877714698575573e-09,8.540096368176669e-10,0.0
1909,2.961067418384898e-05,1.3329981642305556e-09,8.850408223753143e-10,4.13430282072572e-11
1910,2.9346682952434223e-05,1.5266149693588765e-09,8.655535296434433e-10,5.511691797410734e-11
1911,2.8985288216582766e-05,1.4855284462862122e-09,8.159352519029487e-10,9.705071567817874e-11
1912,2.8555988267596278e-05,1.4611212874525238e-09,8.405996969924295e-10,9.705071567817874e-11
1913,2.7916744199631338e-05,1.4297844337057037e-09,8.427269477489269e-10,1.1134863467773418e-10
1914,2.7234848987843308e-05,1.356264093096574e-09,8.718588708132659e-10,1.1134863467773418e-10
1915,2.6758882345997597e-05,1.1039176953505807e-09,8.213895912640672e-10,1.1134863467773418e-10
1916,2.6004227817923364e-05,1.1003035149670382e-09,7.537553973836961e-10,7.000560647047699e-11
1917,2.5978863309969063e-05,1.0065721272362843e-09,7.275505337078769e-10,5.623171670362684e-11
1918,2.616483340846441e-05,1.1236255814672802e-09,5.190884805328366e-10,2.8678158062575168e-11
1919,2.6438729816748362e-05,1.0218933834048117e-09,4.6080696203265603e-10,4.288390476059334e-11
1920,2.631558969109652e-05,8.824237412203522e-10,3.7313481471290544e-10,2.8585985761037894e-11
1921,2.5902398192556575e-05,9.341614743656785e-10,3.843871946930731e-10,5.669759404033517e-11
1922,2.5642802419107674e-05,8.955307249726627e-10,4.249636337272378e-10,5.669759404033517e-11
1923,2.5670965572187144e-05,8.73329603079398e-10,9.009806710226696e-10,5.669759404033517e-11
