ngram,truth,truh,trth,turth
1677,0.00025091060212746797,1.7748491489198515e-07,3.911019267174457e-08,0.0
1678,0.00024149623641278595,1.7748491489198515e-07,0.0,0.0
1679,0.00022251125899076994,1.7748491489198515e-07,0.0,0.0
1680,0.000212296743744186,1.7084397338099473e-07,1.8101928844771464e-08,0.0
1681,0.00019437924908873226,1.3831344907495285e-07,1.8101928844771464e-08,0.0
1682,0.00018412020913923958,1.0399494954071997e-07,1.8101928844771464e-08,0.0
1683,0.00016564967518206686,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1684,0.00015481117381049053,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1685,0.00014306743209350055,1.8101928844771464e-08,1.8101928844771464e-08,2.0205831674502406e-08
1686,0.00015366825079711686,1.8101928844771464e-08,1.8101928844771464e-08,2.0205831674502406e-08
1687,0.0001477210264835906,4.1200089689092627e-08,0.0,2.0205831674502406e-08
1688,0.0001475456842204689,4.1200089689092627e-08,0.0,2.0205831674502406e-08
1689,0.00014383458827588974,4.1200089689092627e-08,0.0,2.0205831674502406e-08
1690,0.00013794993200073286,6.197038057312706e-08,0.0,4.097612255853684e-08
1691,0.00017666325272460069,8.643643362964732e-08,2.446605305652026e-08,4.097612255853684e-08
1692,0.00017809790941620513,1.1010447816975752e-07,2.446605305652026e-08,2.0770290884034433e-08
1693,0.00016482654505775178,1.1010447816975752e-07,2.446605305652026e-08,2.0770290884034433e-08
1694,0.00015472170863566653,9.328993907534563e-08,4.8851603651201e-08,2.0770290884034433e-08
1695,0.00014878664348673607,9.328993907534563e-08,4.8851603651201e-08,2.0770290884034433e-08
1696,0.00015028115012682974,9.328993907534563e-08,4.8851603651201e-08,2.0770290884034433e-08
1697,0.00015349657145894265,8.72137978344004e-08,4.8851603651201e-08,0.0
1698,0.00010441560672396528,6.274774477788014e-08,2.4385550594680742e-08,0.0
1699,9.700516706548765e-05,5.2149240608352036e-08,3.745509096526283e-08,1.3069540370582087e-08
1700,9.426556009982181e-05,6.514709330726223e-08,3.745509096526283e-08,1.3069540370582087e-08
1701,9.319859184740511e-05,4.076154271258149e-08,2.2736299700097462e-08,1.3069540370582087e-08
1702,9.045233257763487e-05,5.2746702497838016e-08,2.2736299700097462e-08,1.3069540370582087e-08
1703,8.180523634239632e-05,5.2746702497838016e-08,2.2736299700097462e-08,1.3069540370582087e-08
1704,8.375975812668912e-05,3.8052552854748815e-08,2.2736299700097462e-08,1.3069540370582087e-08
1705,8.759565545395682e-05,3.8052552854748815e-08,3.189410437341524e-08,1.3069540370582087e-08
1706,9.18524237931706e-05,2.4983012484166726e-08,1.882456400283315e-08,0.0
1707,8.788004041499724e-05,1.1985159785256525e-08,1.882456400283315e-08,0.0
1708,8.429535228060558e-05,1.1985159785256525e-08,9.157804673317775e-09,0.0
1709,8.94238120443853e-05,0.0,9.157804673317775e-09,0.0
1710,8.612344286770426e-05,0.0,9.157804673317775e-09,0.0
1711,7.726692586272423e-05,1.9384657434784458e-08,9.157804673317775e-09,0.0
1712,6.9485524623555e-05,1.9384657434784458e-08,1.086341987794575e-08,0.0
1713,7.204241878103598e-05,1.9384657434784458e-08,1.086341987794575e-08,0.0
1714,8.216947233969612e-05,4.809948807503263e-08,1.086341987794575e-08,0.0
1715,8.409560905420221e-05,4.809948807503263e-08,1.086341987794575e-08,0.0
1716,8.087300843076914e-05,4.809948807503263e-08,1.086341987794575e-08,0.0
1717,8.402333696722053e-05,5.574089355166377e-08,1.086341987794575e-08,0.0
1718,8.622991975114149e-05,4.40979925591429e-08,1.8605176320209338e-08,0.0
1719,8.454509848628991e-05,4.40979925591429e-08,7.741756442263587e-09,6.584871061120014e-09
1720,8.132394889668961e-05,4.40979925591429e-08,7.741756442263587e-09,6.584871061120014e-09
1721,7.489663195363911e-05,2.414321999464976e-08,7.741756442263587e-09,6.584871061120014e-09
1722,7.892258249090187e-05,2.414321999464976e-08,7.741756442263587e-09,6.584871061120014e-09
1723,8.700997984435941e-05,2.414321999464976e-08,1.3916932622188532e-08,6.584871061120014e-09
1724,8.463475907254698e-05,1.6501814518018624e-08,1.3916932622188532e-08,6.584871061120014e-09
1725,8.895481940791277e-05,8.760058075755036e-09,6.175176179924944e-09,6.584871061120014e-09
1726,9.872998426934438e-05,8.760058075755036e-09,6.175176179924944e-09,0.0
1727,0.00010310454464550795,1.5602773930010827e-08,6.175176179924944e-09,0.0
1728,0.00011237301909464545,6.842715854255792e-09,6.175176179924944e-09,0.0
1729,0.00011329529453567895,1.3214692578295789e-08,6.175176179924944e-09,0.0
1730,0.00010981602307375786,1.3214692578295789e-08,0.0,0.0
1731,0.00011126663074329761,1.3214692578295789e-08,6.966739566191141e-09,0.0
1732,0.00010426481354183384,1.3214692578295789e-08,6.966739566191141e-09,6.258523857890655e-09
1733,0.00010191364188878132,2.0239462169716456e-08,6.966739566191141e-09,6.258523857890655e-09
1734,9.975561988539994e-05,1.3396746315460665e-08,6.966739566191141e-09,1.1420255471453596e-08
1735,9.268453037033655e-05,1.3396746315460665e-08,6.966739566191141e-09,1.788718151374269e-08
1736,8.860137521488858e-05,7.024769591420668e-09,6.966739566191141e-09,1.788718151374269e-08
1737,8.356216442604949e-05,7.024769591420668e-09,6.966739566191141e-09,1.788718151374269e-08
1738,8.280483078643946e-05,7.024769591420668e-09,0.0,1.788718151374269e-08
1739,8.259229902510665e-05,1.3486602564885937e-08,0.0,1.1628657655852034e-08
1740,8.42092777020298e-05,6.461832973465269e-09,0.0,1.1628657655852034e-08
1741,8.547850718189563e-05,6.461832973465269e-09,0.0,6.466926042289092e-09
1742,9.172254483148987e-05,6.461832973465269e-09,0.0,0.0
1743,9.284871547216815e-05,6.461832973465269e-09,9.631393587434495e-09,0.0
1744,9.918192414001428e-05,6.461832973465269e-09,9.631393587434495e-09,0.0
1745,0.00011313187652766439,1.2773408997190927e-08,9.631393587434495e-09,0.0
1746,0.00012234844845287235,1.62675303069396e-08,9.631393587434495e-09,0.0
1747,0.00012754594250249544,1.62675303069396e-08,1.379054534059573e-08,0.0
1748,0.00013291068275326064,1.9907262124466537e-08,1.379054534059573e-08,0.0
1749,0.00013528669452560798,1.9907262124466537e-08,1.379054534059573e-08,4.955280376504691e-09
1750,0.00015055514605981962,1.9907262124466537e-08,4.159151753161236e-09,4.955280376504691e-09
1751,0.00017012909561994353,1.9907262124466537e-08,7.72829038859462e-09,4.955280376504691e-09
1752,0.0001738336598334302,1.7494276249863105e-08,1.1626880537716846e-08,8.853870525626917e-09
1753,0.00018026698463862495,1.2567674393234744e-08,1.1626880537716846e-08,8.853870525626917e-09
1754,0.00018848317891492376,1.2567674393234744e-08,7.46772878455561e-09,8.853870525626917e-09
1755,0.00019699376051513745,1.6634558111913326e-08,1.517434432076113e-08,8.853870525626917e-09
1756,0.00019618055791527565,1.6634558111913326e-08,1.517434432076113e-08,3.898590149122226e-09
1757,0.00019138701775643443,1.6634558111913326e-08,1.517434432076113e-08,3.898590149122226e-09
1758,0.00017828225723600814,1.6634558111913326e-08,1.471279047799661e-08,7.00617494179109e-09
1759,0.0001733931775171576,1.9693557768667754e-08,1.429299523181271e-08,3.1075847926688637e-09
1760,0.0001743803482635745,1.998693934167152e-08,1.429299523181271e-08,3.1075847926688637e-09
1761,0.00017493572210826512,1.998693934167152e-08,1.706856269022085e-08,3.1075847926688637e-09
1762,0.0001819355696040605,1.4962905834993634e-08,9.36194715401533e-09,5.7901668221964945e-09
1763,0.0001918272693209084,1.7801580400243566e-08,1.2200621719265264e-08,8.62884138744643e-09
1764,0.00019776202887961908,2.061226008923508e-08,1.2200621719265264e-08,8.62884138744643e-09
1765,0.00020522880991588214,2.061226008923508e-08,1.204044533916918e-08,5.5212565947775664e-09
1766,0.0002141021250281483,1.3654670283358428e-08,8.561650436230854e-09,5.5212565947775664e-09
1767,0.0002175063543420817,1.12764385765526e-08,8.561650436230854e-09,5.5212565947775664e-09
1768,0.00021698144389249916,1.12764385765526e-08,5.786082977822713e-09,5.5212565947775664e-09
1769,0.0002185025514336303,8.593856547024968e-09,5.786082977822713e-09,2.8386745652499356e-09
1770,0.00021480851657023386,5.7551819817750325e-09,2.9474084125727782e-09,0.0
1771,0.0002174775186826342,2.9445022927835194e-09,2.9474084125727782e-09,2.6326438172320975e-09
1772,0.0002130515973216721,2.9445022927835194e-09,0.0,2.6326438172320975e-09
1773,0.00021239939087536186,2.9445022927835194e-09,0.0,2.6326438172320975e-09
1774,0.0002122558487047042,0.0,8.01738967278912e-09,2.6326438172320975e-09
1775,0.00021663631404018297,5.777378321779127e-09,1.0906078833678684e-08,2.6326438172320975e-09
1776,0.00021220129773220315,5.777378321779127e-09,1.0906078833678684e-08,2.6326438172320975e-09
1777,0.00021588655155418173,5.777378321779127e-09,1.0906078833678684e-08,2.6326438172320975e-09
1778,0.00021325480858130113,5.777378321779127e-09,1.3687222529970962e-08,0.0
1779,0.0002188964281231165,1.0900749763160483e-08,1.3687222529970962e-08,0.0
1780,0.0002138211649642991,1.3249890074007453e-08,1.3687222529970962e-08,0.0
1781,0.00021049596710197096,1.3249890074007453e-08,9.494866607237133e-09,0.0
1782,0.0002090959356532299,1.394691219656709e-08,6.606177446347569e-09,0.0
1783,0.0002056617959169671,1.612151123708827e-08,8.78077648686875e-09,0.0
1784,0.0002052534421506737,1.612151123708827e-08,8.78077648686875e-09,0.0
1785,0.00020686943233678385,2.097587830413821e-08,5.99963279057647e-09,0.0
1786,0.00019845162335384105,1.7192605180785644e-08,7.33973110860526e-09,0.0
1787,0.0002037003287114203,1.6132606488789795e-08,7.33973110860526e-09,0.0
1788,0.0002096735905589802,1.6132606488789795e-08,3.5146973585499707e-09,1.3065520728819786e-09
1789,0.0002115709087645103,1.1984975678558385e-08,4.6780821756036465e-09,1.3065520728819786e-09
1790,0.00021141008099740638,1.5334618527366014e-08,2.503483135082466e-09,2.411400476124267e-09
1791,0.0002099686285613903,1.967848347764597e-08,2.503483135082466e-09,2.411400476124267e-09
1792,0.00021026755608285645,1.9177164618205163e-08,5.7682691639066826e-09,4.5879245799288324e-09
1793,0.00021545390648368214,1.882308842127145e-08,5.41419296697297e-09,4.5879245799288324e-09
1794,0.00021365036913526377,2.0527903377143275e-08,6.41217853417483e-09,5.585910147130692e-09
1795,0.00020852712623309344,2.0527903377143275e-08,6.41217853417483e-09,4.2793580742487134e-09
1796,0.00020858585984180017,2.00974569684677e-08,7.1451169425529315e-09,4.2793580742487134e-09
1797,0.00020894844783470035,1.627398603178319e-08,8.278964244315797e-09,3.741433321887858e-09
1798,0.00021348018864435808,1.3666091179333404e-08,8.278964244315797e-09,4.320090000017476e-09
1799,0.0002125269654373239,9.913812564527852e-09,6.8164869939023126e-09,2.1435658962129114e-09
1800,0.0002109056679598455,1.0986109926542603e-08,5.830464872807235e-09,3.378557687584914e-09
1801,0.00021272888781303273,1.1706877118505027e-08,5.2968197764410465e-09,3.3092530620543973e-09
1802,0.0002150750411341765,1.3877511076795405e-08,5.730946574443254e-09,4.611633487781676e-09
1803,0.00021377418514540686,1.37361876793664e-08,4.887623195060087e-09,5.313633406294522e-09
1804,0.0002136584641578208,1.3865882029863639e-08,5.279163709356485e-09,5.3568648564602685e-09
1805,0.00021168958794857775,1.2908944453065324e-08,5.798518712804171e-09,4.77820817833065e-09
1806,0.00021260746039583215,1.463512568276672e-08,4.513310138319428e-09,5.036758280293643e-09
1807,0.0002166832086264289,1.425057602081178e-08,4.93175259360815e-09,4.010987716566003e-09
1808,0.00021878227458468506,1.2183394547195446e-08,5.1735016588188336e-09,3.0823067748946595e-09
1809,0.00021812149498146027,1.055553504920275e-08,5.282149321114307e-09,2.141775978792282e-09
1810,0.00021654133576833243,1.0108161101791374e-08,4.447087127117706e-09,2.0935890005751342e-09
1811,0.00021748818107880652,8.746463680304423e-09,3.1560832518857343e-09,1.952201781182542e-09
1812,0.00021663828270642886,8.444847678288982e-09,3.352853058683333e-09,2.4296183001989593e-09
1813,0.00021921801505543823,6.8938144716566646e-09,3.4176910349411773e-09,3.1409652497974403e-09
1814,0.0002189819933846593,5.63796092351814e-09,3.6261230050373327e-09,3.1407021586612618e-09
1815,0.0002165792726113328,4.956122211043277e-09,2.9200334689909776e-09,3.1407021586612618e-09
1816,0.00021573989111597517,4.983865923132871e-09,2.7576044463779273e-09,3.919888873810911e-09
1817,0.00021798723277502826,4.1902827556989615e-09,2.7110143653784137e-09,3.951466217725194e-09
1818,0.00021790358420860554,4.437654339233583e-09,2.6556652908484223e-09,3.6617332023679084e-09
1819,0.00021719260257668793,4.561427584854576e-09,2.2401353629218436e-09,3.334614124510844e-09
1820,0.00021689304308633188,4.227700760901192e-09,2.1003879746572807e-09,2.9543048166555e-09
1821,0.0002197505091316998,4.324001506057178e-09,1.730622058358579e-09,3.002455189233493e-09
1822,0.00022049207473173738,4.2316802443106585e-09,1.730622058358579e-09,3.50153079547206e-09
1823,0.0002226623536054311,4.223013145525962e-09,1.3502766206739481e-09,2.5009572190981544e-09
1824,0.00022199111325400217,3.977210465728425e-09,1.4471690829814016e-09,2.486167018288045e-09
1825,0.00022301343934876577,4.020771810735775e-09,1.3947510210269139e-09,2.4337489563335576e-09
1826,0.00022330107666285976,3.775076790850968e-09,1.3311526246363924e-09,2.4019497581382966e-09
1827,0.00022456905363859342,3.751168423501586e-09,1.411814863429482e-09,2.0215032267171094e-09
1828,0.00022587644135845558,3.6782686420520706e-09,1.2650356635240151e-09,1.7643947176309333e-09
1829,0.0002185910166839936,3.156257699643561e-09,1.5461327773635958e-09,1.3355933898522616e-09
1830,0.00022138229854005788,3.5474520146802237e-09,2.0226554716832166e-09,1.4810442634199156e-09
1831,0.00022163789461566403,4.0223692630649205e-09,1.7544154383232679e-09,9.033388402381246e-10
1832,0.0002213836643412443,4.1141630737127704e-09,1.883247010717578e-09,9.470209537200601e-10
1833,0.00022363546720173742,4.748407476741688e-09,1.811207049419648e-09,1.8182618585374906e-09
1834,0.0002217196160927415,4.662365826746395e-09,1.537534599638235e-09,1.609120646252547e-09
1835,0.000218939728386301,5.310232824890753e-09,1.7623388938657415e-09,2.1118210672251993e-09
1836,0.0002272546075151435,5.709473211672795e-09,1.7814864980028995e-09,2.041546788765304e-09
1837,0.00022692286750368242,5.6082833615229384e-09,1.4598466245376228e-09,1.7556331467970055e-09
1838,0.0002284080588391849,5.628383537015225e-09,1.9178011242563085e-09,1.968041475817829e-09
1839,0.00022779455840853707,5.686266124627082e-09,1.8896970496332497e-09,1.7977425579930794e-09
1840,0.0002282218774780631,5.754730533372562e-09,2.102670339430647e-09,1.034761308384345e-09
1841,0.00023064583365339786,5.632422591820127e-09,2.0634225915218606e-09,1.4546269744286633e-09
1842,0.00023033899404773756,4.7865001168949965e-09,1.789104428099161e-09,1.012741993441527e-09
1843,0.00023039716844713048,4.3637610033390015e-09,1.6855832999215385e-09,1.3406146431067206e-09
1844,0.00022916763347374008,3.7122540279861075e-09,1.7310490422036855e-09,1.4741803571511574e-09
1845,0.0002295020655895184,3.6831229812049416e-09,1.6067883769542236e-09,1.2356161332200649e-09
1846,0.00023035053787420372,3.230289274165037e-09,1.5751055777129303e-09,1.4312776360928377e-09
1847,0.00022944016797867204,2.535718524043773e-09,1.7426249728938866e-09,1.2045197379200496e-09
1848,0.00022522817432348217,2.8726624571159422e-09,2.079568905966056e-09,9.487170890157666e-10
1849,0.00022281327359710952,2.790619307064495e-09,2.3411906857617737e-09,1.1028597955510732e-09
1850,0.00021855954089135463,2.700096194249316e-09,2.7615759361816164e-09,8.699269637979512e-10
1851,0.00021674741167641644,2.824747784886077e-09,3.164799105321541e-09,8.75647039005096e-10
1852,0.00021308044753303484,2.444552354192402e-09,3.1344746956715343e-09,1.1122776985165013e-09
1853,0.00020901982290005044,2.4706022465943126e-09,3.469665951375386e-09,1.1096535595151685e-09
1854,0.00020272659561929425,2.460482468562881e-09,2.9747186023966675e-09,1.2611591453699183e-09
1855,0.00019858332858088294,2.1236126983887563e-09,2.532845334262441e-09,1.307103124150087e-09
1856,0.00019649514537637254,2.0120928930936597e-09,2.607998551245367e-09,1.1915425868203045e-09
1857,0.000194379170092621,1.9191460365330926e-09,2.4240977518947507e-09,1.144736995671382e-09
1858,0.0001898438994040979,1.8821634608011196e-09,2.223750616187863e-09,1.1206582328782133e-09
1859,0.00018612808240244964,1.832879423632353e-09,2.2250281339619704e-09,9.39147585096326e-10
1860,0.00018372625345364213,1.5332716564651706e-09,1.8771610020364348e-09,9.90091056759671e-10
1861,0.0001811679602334542,1.5751653830482176e-09,2.3915259613919002e-09,1.0645321925549312e-09
1862,0.00017964013386517763,1.5323132009280117e-09,2.5093955484984623e-09,9.659617391680593e-10
1863,0.00017592149587082013,1.6735659207662528e-09,2.4459702834584665e-09,1.3439429331312575e-09
1864,0.0001732580442746569,1.8117339691972996e-09,2.3895232142174497e-09,1.4841891921817713e-09
1865,0.0001697754508183737,1.877528799099082e-09,2.3843375845140305e-09,1.5901149286179361e-09
1866,0.00016779510562108562,1.7498403361214189e-09,2.477847228986109e-09,1.5124957714845217e-09
1867,0.00016648637912502245,1.6964920817359135e-09,2.597348812218213e-09,1.5277896804809033e-09
