ngram,trade,trde,trae,tradd
1564,3.358953992054532e-05,0.0,0.0,0.0
1565,2.1994713149199795e-05,0.0,0.0,0.0
1566,2.0459937072051355e-05,0.0,0.0,0.0
1567,1.5309361320500363e-05,0.0,6.823973178273133e-07,0.0
1568,1.5309361320500363e-05,0.0,6.823973178273133e-07,0.0
1569,0.000135627623227005,0.0,6.823973178273133e-07,0.0
1570,0.000135627623227005,0.0,6.823973178273133e-07,0.0
1571,0.00012535618140775893,0.0,6.823973178273133e-07,0.0
1572,0.00013419551467969932,0.0,6.823973178273133e-07,0.0
1573,0.00015242639379461513,0.0,6.823973178273133e-07,0.0
1574,0.00015446755423909053,0.0,0.0,0.0
1575,0.0001594966727550075,0.0,0.0,0.0
1576,4.864270002664333e-05,0.0,0.0,0.0
1577,4.864270002664333e-05,0.0,0.0,0.0
1578,4.884089269450799e-05,0.0,0.0,0.0
1579,4.129506903284762e-05,0.0,0.0,0.0
1580,2.2150980255121666e-05,0.0,0.0,0.0
1581,2.0020729867350644e-05,0.0,0.0,0.0
1582,1.9181425029403598e-05,0.0,4.189813742933828e-07,0.0
1583,3.3507953958178405e-05,0.0,4.189813742933828e-07,0.0
1584,3.4407065543616356e-05,0.0,4.189813742933828e-07,0.0
1585,3.60975371092666e-05,0.0,4.189813742933828e-07,0.0
1586,3.55229213450262e-05,0.0,4.189813742933828e-07,0.0
1587,3.764717660357876e-05,0.0,4.189813742933828e-07,0.0
1588,3.772337504415191e-05,0.0,4.189813742933828e-07,0.0
1589,4.5857508731777284e-05,0.0,0.0,0.0
1590,2.3366568906827263e-05,0.0,0.0,0.0
1591,2.593239228839853e-05,0.0,0.0,0.0
1592,2.2785819965065457e-05,0.0,0.0,0.0
1593,2.7425567558176616e-05,0.0,0.0,0.0
1594,4.560006228920039e-05,0.0,0.0,0.0
1595,5.1241715872103146e-05,0.0,0.0,0.0
1596,7.174301221571763e-05,0.0,0.0,0.0
1597,8.690757827675302e-05,1.2106209266806089e-07,1.2106209266806089e-07,0.0
1598,9.14489823376893e-05,1.2106209266806089e-07,1.2106209266806089e-07,0.0
1599,9.957001904175351e-05,1.2106209266806089e-07,1.2106209266806089e-07,0.0
1600,0.0001276542877479057,1.2106209266806089e-07,2.2756817738159692e-07,0.0
1601,0.00012160033760924957,1.2106209266806089e-07,2.2756817738159692e-07,0.0
1602,0.00014055415106538151,1.2106209266806089e-07,9.583732207829598e-07,0.0
1603,0.0001122621184289788,1.2106209266806089e-07,9.583732207829598e-07,0.0
1604,0.00014074903914921118,0.0,8.37311128114899e-07,0.0
1605,0.00014117546691392948,0.0,9.497480196582078e-07,0.0
1606,0.00013602465229009146,0.0,9.497480196582078e-07,0.0
1607,0.00010631422758576394,0.0,3.0827330955876927e-06,0.0
1608,9.247671005141456e-05,0.0,3.0827330955876927e-06,0.0
1609,7.62680883781286e-05,0.0,2.35192805218633e-06,0.0
1610,7.517598039287674e-05,0.0,2.479376316192169e-06,0.0
1611,4.548404467641376e-05,0.0,2.479376316192169e-06,0.0
1612,3.866528225314271e-05,0.0,2.3669394246488603e-06,0.0
1613,4.5687850485722136e-05,0.0,2.3669394246488603e-06,0.0
1614,4.558107216975519e-05,0.0,1.2744826400583926e-07,0.0
1615,4.723087503017658e-05,0.0,1.2744826400583926e-07,0.0
1616,4.105792010834973e-05,0.0,4.878727963841811e-07,0.0
1617,3.934639568927066e-05,0.0,7.31048528125809e-07,0.0
1618,3.964635431787299e-05,0.0,7.31048528125809e-07,0.0
1619,4.46718852669749e-05,0.0,8.435830279397903e-07,0.0
1620,5.141667822629513e-05,0.0,9.443219417854769e-07,0.0
1621,6.384859066851536e-05,0.0,9.443219417854769e-07,0.0
1622,6.227836118861367e-05,0.0,1.0146703500270502e-06,0.0
1623,6.45138344615199e-05,0.0,9.236600086686459e-07,0.0
1624,6.666689283260243e-05,0.0,7.023682055010536e-07,0.0
1625,5.484541582388504e-05,0.0,7.023682055010536e-07,0.0
1626,8.632310073153349e-05,0.0,5.898337056870722e-07,0.0
1627,7.046860134453579e-05,0.0,4.890947918413855e-07,0.0
1628,5.657286549519215e-05,6.55116260921724e-08,1.340745955401092e-06,0.0
1629,7.209659413222522e-05,6.55116260921724e-08,1.600514922626774e-06,0.0
1630,6.939269652710729e-05,6.55116260921724e-08,1.4173497301531564e-06,0.0
1631,8.013349633984035e-05,6.55116260921724e-08,1.2680175375732818e-06,0.0
1632,7.896111713177691e-05,6.55116260921724e-08,1.2680175375732818e-06,0.0
1633,5.153713482286548e-05,6.55116260921724e-08,1.2680175375732818e-06,0.0
1634,5.155821613048569e-05,6.55116260921724e-08,1.5148538636822195e-06,0.0
1635,5.458247440921176e-05,0.0,9.101618404981439e-07,0.0
1636,4.2271027138797634e-05,0.0,5.800444650308886e-07,0.0
1637,4.490410421047792e-05,0.0,7.13275848543812e-07,0.0
1638,3.371475434375627e-05,0.0,7.806108856454687e-07,0.0
1639,3.457551260258437e-05,0.0,9.363513454120818e-07,0.0
1640,2.5938435750763995e-05,0.0,1.039159400306744e-06,0.0
1641,2.5034768701256587e-05,0.0,9.71489340275054e-07,0.0
1642,2.125197456085256e-05,0.0,1.0483796951835496e-06,0.0
1643,1.9001082754195003e-05,0.0,1.0483796951835496e-06,0.0
1644,1.7986138378286603e-05,0.0,8.288993131243063e-07,0.0
1645,1.9218150555389002e-05,0.0,8.597979379893721e-07,0.0
1646,1.7403675103975858e-05,0.0,8.047958885981643e-07,0.0
1647,2.9913891791823388e-05,0.0,8.060333860677409e-07,0.0
1648,3.4175509296931394e-05,0.0,6.727163557635712e-07,0.0
1649,3.5353677958482876e-05,0.0,8.964612772745438e-07,0.0
1650,3.7175225120985746e-05,0.0,9.843015504884534e-07,0.0
1651,3.688312764487429e-05,0.0,1.199301956538485e-06,0.0
1652,3.9287295814054755e-05,0.0,1.1567396914610332e-06,0.0
1653,4.476080461505002e-05,0.0,1.1313770593395539e-06,0.0
1654,3.5545758042384735e-05,0.0,1.1932642515993003e-06,0.0
1655,3.433122115633783e-05,0.0,1.2055180604875204e-06,0.0
1656,3.365261259854638e-05,4.530733122010133e-08,9.297676310130296e-07,0.0
1657,3.4230330649214534e-05,4.530733122010133e-08,8.4192735779912e-07,0.0
1658,3.440326483022156e-05,4.530733122010133e-08,6.805425860940366e-07,0.0
1659,4.007120255014992e-05,7.747451645302914e-08,7.213727428734273e-07,0.0
1660,4.116370889408115e-05,7.747451645302914e-08,1.1270457654128613e-06,0.0
1661,7.222687002337937e-05,7.747451645302914e-08,1.2298546567178294e-06,0.0
1662,7.49685233521242e-05,7.747451645302914e-08,1.293551191240892e-06,0.0
1663,8.259138745155983e-05,3.2167185232927816e-08,1.0874021825202362e-06,0.0
1664,8.545680040177623e-05,3.2167185232927816e-08,1.2839170925157565e-06,0.0
1665,8.696612816753e-05,3.2167185232927816e-08,1.31848469209217e-06,0.0
1666,8.101915071685133e-05,3.9948397605777634e-08,1.3418283271805973e-06,3.9948397605777634e-08
1667,7.683295578837195e-05,3.9948397605777634e-08,9.256841581515931e-07,3.9948397605777634e-08
1668,4.4093733647189636e-05,3.9948397605777634e-08,7.444489540375798e-07,3.9948397605777634e-08
1669,4.118431440604452e-05,3.9948397605777634e-08,8.02373924508564e-07,3.9948397605777634e-08
1670,4.047055231889577e-05,7.859756578909582e-08,8.526264463983222e-07,3.9948397605777634e-08
1671,3.6052424288105355e-05,1.1770775846084039e-07,8.907727005537578e-07,3.9948397605777634e-08
1672,3.284320934783734e-05,1.1770775846084039e-07,8.517906694903234e-07,3.9948397605777634e-08
1673,2.7462325306260027e-05,7.775936085506276e-08,9.051455752536899e-07,0.0
1674,2.5812888322564375e-05,7.775936085506276e-08,8.727714677953762e-07,0.0
1675,2.392218006467114e-05,7.775936085506276e-08,7.852650359804361e-07,0.0
1676,2.5775041909322942e-05,7.775936085506276e-08,7.343800173690138e-07,0.0
1677,1.9414824367101702e-05,3.911019267174457e-08,7.527773086784302e-07,0.0
1678,1.9256783811475282e-05,1.991857142716721e-08,5.77871858808976e-07,0.0
1679,1.847317928747673e-05,1.991857142716721e-08,6.209577329790201e-07,0.0
1680,1.865580543380929e-05,1.991857142716721e-08,4.839614961481078e-07,5.430578653431439e-08
1681,1.8752574890511043e-05,1.991857142716721e-08,5.409343616845166e-07,5.430578653431439e-08
1682,2.102038070006529e-05,1.991857142716721e-08,5.812564276246641e-07,5.430578653431439e-08
1683,1.7565291922697463e-05,1.991857142716721e-08,4.5241689658074134e-07,5.430578653431439e-08
1684,1.6749907964757377e-05,1.991857142716721e-08,3.180721047816145e-07,5.430578653431439e-08
1685,1.6087803877391188e-05,0.0,3.391397171981225e-07,5.430578653431439e-08
1686,1.664665718895516e-05,0.0,3.0211105338042087e-07,5.430578653431439e-08
1687,1.6413290463138503e-05,0.0,3.0710728537997056e-07,0.0
1688,1.5092521087873528e-05,0.0,3.5737863056186014e-07,0.0
1689,1.2523998390991307e-05,0.0,3.8019890423259183e-07,0.0
1690,1.283568794211273e-05,0.0,5.048206454765542e-07,0.0
1691,1.3107631665271973e-05,0.0,5.292866985330745e-07,0.0
1692,1.2677971946167027e-05,0.0,4.957994609152852e-07,0.0
1693,1.526594327775196e-05,0.0,5.65945823284762e-07,0.0
1694,2.9976418383219944e-05,0.0,7.44215688947796e-07,0.0
1695,3.0145285173992825e-05,0.0,6.974817746855219e-07,0.0
1696,3.3227764626125076e-05,0.0,8.075448403945172e-07,0.0
1697,3.214906688039524e-05,0.0,7.343526208712449e-07,0.0
1698,3.216977100756984e-05,0.0,7.306291089597445e-07,0.0
1699,3.465638032399251e-05,0.0,7.355711813618524e-07,0.0
1700,3.189880538099844e-05,1.29978526989102e-08,7.141492273733872e-07,0.0
1701,1.717240684229182e-05,1.29978526989102e-08,5.33346309339322e-07,0.0
1702,1.7167754257180995e-05,1.29978526989102e-08,4.7626096894808665e-07,0.0
1703,1.823244669399823e-05,1.29978526989102e-08,3.361791941967697e-07,0.0
1704,1.752402853786147e-05,1.29978526989102e-08,3.540438058280415e-07,0.0
1705,1.9303883034029112e-05,1.29978526989102e-08,4.0656370206956384e-07,0.0
1706,1.634345088470062e-05,1.29978526989102e-08,4.2073783593618176e-07,0.0
1707,1.50463070310382e-05,0.0,3.896697324177824e-07,0.0
1708,1.4734735259480658e-05,0.0,3.992320297844084e-07,0.0
1709,1.4522549625845776e-05,1.2025016157427411e-08,3.9935159991598213e-07,0.0
1710,1.0647465030290601e-05,1.2025016157427411e-08,4.1787304131243476e-07,0.0
1711,1.0368594205699213e-05,1.2025016157427411e-08,3.970405535775561e-07,0.0
1712,7.604800917501312e-06,1.2025016157427411e-08,3.998220563516952e-07,0.0
1713,1.0467739912201068e-05,2.284303133949704e-08,4.1991388245930595e-07,0.0
1714,1.1361782851184086e-05,2.284303133949704e-08,4.2357204880058165e-07,0.0
1715,1.1190173933885359e-05,2.284303133949704e-08,3.979874207971079e-07,1.132235334060689e-08
1716,1.2262847316638467e-05,3.7382889672699093e-08,3.973322029488762e-07,1.132235334060689e-08
1717,1.1607277428993257e-05,3.7382889672699093e-08,3.838941588745521e-07,1.132235334060689e-08
1718,1.3932555378102864e-05,3.7382889672699093e-08,3.9736656479557754e-07,1.132235334060689e-08
1719,1.59440450521028e-05,4.396776073381911e-08,3.6741672155520586e-07,1.132235334060689e-08
1720,1.260681243106124e-05,3.314974555174948e-08,3.1711711301340983e-07,1.132235334060689e-08
1721,1.3809471446230808e-05,4.1909803627504516e-08,2.58064344750762e-07,1.132235334060689e-08
1722,1.674321765676723e-05,4.1909803627504516e-08,2.9724033164971584e-07,0.0
1723,2.4375621965841026e-05,2.1520105316799994e-08,2.86521203715243e-07,0.0
1724,2.7067873751158394e-05,2.1520105316799994e-08,2.6592693456807736e-07,0.0
1725,2.762831036307034e-05,2.1520105316799994e-08,2.1869878911015155e-07,7.352953040091441e-09
1726,2.6485752576783333e-05,1.4935234255679982e-08,2.0454218331776376e-07,7.352953040091441e-09
1727,2.858027996158593e-05,1.4935234255679982e-08,1.8882581847330065e-07,7.352953040091441e-09
1728,2.7652187652295523e-05,1.2654736179586377e-08,1.8426482232111345e-07,7.352953040091441e-09
1729,2.854771719285054e-05,1.2654736179586377e-08,1.351880821890258e-07,7.352953040091441e-09
1730,2.1317400101647115e-05,6.479559999661433e-09,1.4322032931041967e-07,7.352953040091441e-09
1731,1.9155002909038948e-05,6.479559999661433e-09,1.3954104969928137e-07,7.352953040091441e-09
1732,1.6897638618372313e-05,6.479559999661433e-09,1.4986923905066112e-07,0.0
1733,1.7998868705555132e-05,6.479559999661433e-09,1.3900605568194025e-07,0.0
1734,1.757853221663806e-05,6.479559999661433e-09,1.4428656567945707e-07,0.0
1735,1.8318931324756704e-05,0.0,2.0246363062272265e-07,6.466926042289092e-09
1736,1.962105384986249e-05,0.0,2.062566518848793e-07,6.466926042289092e-09
1737,2.6579462168488783e-05,6.921628222958784e-09,1.8736695648970324e-07,6.466926042289092e-09
1738,4.802036502431812e-05,1.2413444494541181e-08,2.1736800752998014e-07,6.466926042289092e-09
1739,5.538533332583029e-05,1.2413444494541181e-08,2.020266610510849e-07,6.466926042289092e-09
1740,5.5562299946489346e-05,1.2413444494541181e-08,2.1838874683258576e-07,6.466926042289092e-09
1741,5.5795214523511406e-05,1.2413444494541181e-08,2.2822819240835607e-07,6.466926042289092e-09
1742,6.246416030210509e-05,1.2413444494541181e-08,1.8897886937858338e-07,0.0
1743,6.336834095626338e-05,1.2413444494541181e-08,1.917046818432157e-07,0.0
1744,5.840935903376833e-05,5.491816271582398e-09,2.1357390827298722e-07,0.0
1745,3.950387924435615e-05,6.311576023725658e-09,1.8857410566397448e-07,0.0
1746,4.131677243484384e-05,1.62675303069396e-08,1.98793265277735e-07,0.0
1747,4.692547190643381e-05,1.62675303069396e-08,1.8215263050283932e-07,0.0
1748,6.234079410205595e-05,1.62675303069396e-08,1.792621142320578e-07,0.0
1749,6.198635414226114e-05,1.62675303069396e-08,1.5728581307225147e-07,0.0
1750,6.813346044509672e-05,1.62675303069396e-08,1.7430907105010972e-07,0.0
1751,7.439996833064859e-05,1.62675303069396e-08,1.457348654452874e-07,0.0
1752,8.392227859336085e-05,9.955954283213941e-09,1.4239449847812985e-07,0.0
1753,8.755646142942299e-05,0.0,1.3757064719145872e-07,0.0
1754,0.00010815654968610033,0.0,1.4187930119646808e-07,4.184068710547503e-09
1755,0.00010584205301711336,0.0,1.1682832935987011e-07,4.184068710547503e-09
1756,0.00012158008757978678,0.0,1.251305908413412e-07,7.2195392521377604e-09
1757,0.00013221578202709288,0.0,8.884454568861397e-08,7.2195392521377604e-09
1758,0.00013441010274358893,3.1075847926688637e-09,1.0967453180553224e-07,7.2195392521377604e-09
1759,0.00013387199682516178,3.1075847926688637e-09,1.1843173552961161e-07,1.0698334155076087e-08
1760,0.00013612435889496868,3.1075847926688637e-09,1.2197324800971338e-07,1.335970115487076e-08
1761,0.00012656871279302453,5.8831522510770034e-09,1.079711050725304e-07,9.175632444323258e-09
1762,0.00013205750188457647,8.565734280604635e-09,1.378206359195896e-07,9.175632444323258e-09
1763,0.00012873571540694684,1.1404408845854569e-08,1.3663986006154767e-07,6.140161902733001e-09
1764,0.00014003574532190605,1.4215088534846082e-08,1.619359772624713e-07,6.140161902733001e-09
1765,0.00014358904341601634,1.4054912154749997e-08,1.5165216435012292e-07,6.140161902733001e-09
1766,0.0001472437974630988,1.7455964293081446e-08,1.4770691235201282e-07,2.661366999794674e-09
1767,0.00014984351582825184,1.7455964293081446e-08,1.496888596567e-07,0.0
1768,0.0001653075305512175,1.4680396834673307e-08,1.5199765255959262e-07,0.0
1769,0.00016916888125706464,1.1997814805145675e-08,1.4490410141628933e-07,0.0
1770,0.00015985825406720063,9.159140239895741e-09,1.567012708798237e-07,0.0
1771,0.00014360534052164958,6.348460550904227e-09,1.4193572894782847e-07,0.0
1772,0.00014297664269439077,3.4010521383314493e-09,1.4797601417220513e-07,2.6360818290121254e-09
1773,0.00015645792050885836,0.0,1.431408469849365e-07,2.6360818290121254e-09
1774,0.0001581464395193117,0.0,1.4390903503778774e-07,2.6360818290121254e-09
1775,0.0001486810340013887,0.0,1.5649617474926864e-07,5.5247709899016886e-09
1776,0.0001444924668508715,0.0,1.3959542651978803e-07,5.5247709899016886e-09
1777,0.000147222273101631,0.0,1.3702866397125035e-07,5.5247709899016886e-09
1778,0.0001460508563988177,0.0,1.3762266348749108e-07,5.5247709899016886e-09
1779,0.0001445996614555562,2.5616857206906776e-09,1.3951478397952348e-07,2.8886891608895635e-09
1780,0.00013709574808932042,2.5616857206906776e-09,1.4038762076649748e-07,2.8886891608895635e-09
1781,0.00013758055761822367,4.474202595718322e-09,1.3048301639173587e-07,2.8886891608895635e-09
1782,0.00013761762342515534,8.79046955861083e-09,1.195917483138536e-07,0.0
1783,0.00013634317500483512,8.79046955861083e-09,1.1907749605403037e-07,0.0
1784,0.00015115958376554772,1.2119413789995243e-08,1.0945976417328243e-07,0.0
1785,0.00015615677797800994,1.2119413789995243e-08,1.1451641362165382e-07,1.6181223979775235e-09
1786,0.00016244965497337814,9.557728069304566e-09,1.0230054061009599e-07,1.6181223979775235e-09
1787,0.00015738694388086775,1.0846869688155688e-08,1.0003711687594269e-07,2.9072640168286465e-09
1788,0.00016380351319509958,1.0240904886010022e-08,9.770788064348121e-08,2.9072640168286465e-09
1789,0.00016075731712459986,7.0880227401711895e-09,9.772494889505521e-08,4.070648833882322e-09
1790,0.00016257579513226768,7.0880227401711895e-09,9.904038376719524e-08,4.070648833882322e-09
1791,0.00015163931571545878,5.931010983926756e-09,9.977112215762776e-08,5.156615071452311e-09
1792,0.00014622549393347332,5.931010983926756e-09,9.882556639695395e-08,3.538492673474788e-09
1793,0.00014105579716020396,5.931010983926756e-09,9.725684841604171e-08,3.538492673474788e-09
1794,0.0001385508356699055,5.639854932277493e-09,1.0503197346776818e-07,2.2493510546236652e-09
1795,0.00012747323697632446,6.15984710857934e-09,1.0867191844811583e-07,3.162623179215578e-09
1796,0.00012357454813484634,5.944623904241553e-09,1.0871850162987227e-07,4.843723136868253e-09
1797,0.00011826548870885745,7.645394856885851e-09,1.0399317419894163e-07,5.410646787749686e-09
1798,0.0001228756830512014,5.473462381745873e-09,9.587622124789569e-08,4.3246805501796965e-09
1799,0.0001296225288699913,7.275771160156605e-09,8.905132732804435e-08,4.3246805501796965e-09
1800,0.0001307585438813216,7.687435069466834e-09,8.421734877726652e-08,4.3246805501796965e-09
1801,0.00013316504503433992,7.618130443936316e-09,7.247715570559064e-08,4.789021021015369e-09
1802,0.00013583838881459087,6.659839790756905e-09,7.054451600652101e-08,5.1781293221507346e-09
1803,0.0001358660021131592,7.466678006043788e-09,6.555292892634107e-08,2.3336445474443833e-09
1804,0.00013720017886953428,5.76590705339949e-09,6.415232078893496e-08,1.7667208965629504e-09
1805,0.00013202241617753834,6.025584555123333e-09,6.683897930364375e-08,2.8054309034583216e-09
1806,0.00012380032629672705,4.481825878675596e-09,6.618470799984217e-08,3.0639810054213156e-09
1807,0.00012607755447139164,5.1162680917268435e-09,6.734604899146948e-08,3.0639810054213156e-09
1808,0.00012888817166510438,4.658313528566842e-09,6.678044986837709e-08,2.599640534585644e-09
1809,0.00013996606659410254,4.3328343928601095e-09,6.551629486547686e-08,1.840034569156046e-09
1810,0.00015317507079868977,3.0137098689613548e-09,6.383686468325322e-08,2.057972221208055e-09
1811,0.00015678162162657827,3.2480938097886482e-09,6.403759249857493e-08,2.2923561620353486e-09
1812,0.00015823196528279887,5.136790738800658e-09,5.877625852690471e-08,1.2536461551399774e-09
1813,0.00016002565929998776,5.266199444773991e-09,5.877893169018275e-08,9.950960531769836e-10
1814,0.00016251447128265033,4.429051458920696e-09,5.7932838716721694e-08,9.950960531769836e-10
1815,0.0001601297449919262,3.958325080409355e-09,5.523601335052522e-08,9.950960531769836e-10
1816,0.00015010875358711928,3.795896057796304e-09,5.1352180158963686e-08,4.5232159287930275e-10
1817,0.0001352503916548033,3.702715895797277e-09,4.713630070390147e-08,5.770790829322842e-10
1818,0.00012892177307678918,3.468331954969983e-09,4.4964699392429404e-08,3.426951421049905e-10
1819,0.00012632506487924338,1.4702549653934837e-09,4.564544247338225e-08,6.432900244236959e-10
1820,0.00012356856106115238,1.5244869493764262e-09,5.041500524985817e-08,7.906869603502287e-10
1821,0.00011843169132979321,1.5726373219544192e-09,4.940062885745127e-08,7.906869603502287e-10
1822,0.00011614294739307038,1.6974062235140609e-09,4.8186932539400525e-08,7.906869603502287e-10
1823,0.00011372595326974988,1.5979863226307194e-09,4.9926277715225554e-08,7.906869603502287e-10
1824,0.00011307923185605822,1.3894111972057033e-09,5.1543869363155995e-08,4.479918182452382e-10
1825,0.00011459617443116648,1.6426448058913324e-09,5.046893798115499e-08,4.479918182452382e-10
1826,0.00011606470382373248,1.6108456076960716e-09,4.7251801963251894e-08,2.6589517889062467e-10
1827,0.0001199485715395505,1.3777960280617459e-09,4.1520152141824185e-08,3.276394552490355e-10
1828,0.00012029159448242613,1.3413461373369883e-09,4.062712985078828e-08,3.276394552490355e-10
1829,0.00012318522203713655,1.3571257926971369e-09,3.875284575778031e-08,3.9791373370893067e-10
1830,0.00012289705253871425,1.3621138978641462e-09,3.81702458846738e-08,4.932182757449205e-10
1831,0.00012375229146398072,1.4137832016203333e-09,3.747106624985008e-08,4.932182757449205e-10
1832,0.00012173379634207646,1.245699051847079e-09,3.628180169000318e-08,4.932182757449205e-10
1833,0.0001194302219248909,1.1272008088829872e-09,3.700058063113179e-08,3.7472003278082866e-10
1834,0.00011521935916139878,1.1672401775289894e-09,3.294447762211153e-08,1.6557882049588509e-10
1835,0.00011303837007809696,1.2817151625757868e-09,3.114102778819675e-08,1.6557882049588509e-10
1836,0.00010968577407766134,1.2162277851501813e-09,3.200479678103615e-08,9.530454203598993e-11
1837,0.00011125873632928622,1.0077555536090544e-09,2.947958880180782e-08,0.0
1838,0.00011258825855163326,8.982919804826192e-10,2.8322752397359962e-08,7.632574730972611e-11
1839,0.00011723005861443068,1.0404868236843105e-09,2.9398083967180355e-08,1.5210718399113635e-10
1840,0.00011975673052282738,1.1916587557995025e-09,3.292190900846695e-08,3.032791161063285e-10
1841,0.00012220644670638388,1.1524110078907158e-09,3.528928844381036e-08,3.032791161063285e-10
1842,0.0001224635187619632,1.121354612340245e-09,3.67950990311426e-08,3.032791161063285e-10
1843,0.00012485616441283907,1.308591552578215e-09,3.6197440219812704e-08,3.688536460393672e-10
1844,0.00012188327153645722,1.3647158561954802e-09,3.5466995689554485e-08,3.688536460393672e-10
1845,0.00012060540965259341,1.4218676395013778e-09,3.509236304718602e-08,4.2600542934526485e-10
1846,0.00011762965004891157,1.3249643366591052e-09,3.477610352068236e-08,4.154444922997515e-10
1847,0.00011520667508843221,1.3556088077467825e-09,3.1658736330898914e-08,2.642725601845594e-10
1848,0.00011470761715567537,1.5831773749118229e-09,3.283945331539988e-08,1.0845876776053943e-09
1849,0.00011507131837009053,1.5477978660654352e-09,3.288995209516088e-08,1.1383272142356e-09
1850,0.0001144321753859653,1.7127289190074384e-09,3.4312735763819546e-08,1.120222593258597e-09
1851,0.00011287167373146596,1.9970205727177462e-09,3.595289272644615e-08,1.166651188354097e-09
1852,0.0001096846504619212,2.16691246692134e-09,3.80462797774531e-08,1.0331736577384731e-09
1853,0.00010816289951825249,2.326027529317035e-09,4.095841837121432e-08,9.679531581025763e-10
1854,0.00010718656163330056,2.4472222978236655e-09,4.280650551485061e-08,1.0184550187324654e-09
1855,0.00010649172223306127,2.1672261445766186e-09,4.397267109165373e-08,2.506416502916815e-10
1856,0.00010660718856213083,1.9979260547563017e-09,4.502602633595286e-08,2.962997228525158e-10
1857,0.00010566822623202045,1.7632337891347406e-09,4.601830180409447e-08,4.413667209490768e-10
1858,0.00010690196982717939,1.5181869650326973e-09,4.670503222265714e-08,5.101451523119899e-10
1859,0.00010721751147814627,1.4585350942881397e-09,4.73385988186692e-08,6.320039293493198e-10
1860,0.00010668780305422843,1.2909694503880432e-09,4.661881750475264e-08,6.92999138233016e-10
1861,0.00010558252480612802,1.2703916886712209e-09,4.5994023573874595e-08,7.55470638428132e-10
