ngram,care,cre,crae,caare
1879,0.0001411950257274189,3.217261946377091e-07,1.6970714357609852e-09,4.99383153876717e-10
1880,0.0001412538320957018,3.2848056110066993e-07,1.713868253665802e-09,4.99383153876717e-10
1881,0.00014140457746439746,3.24227093934886e-07,1.6566424264143264e-09,5.227736299406871e-10
1882,0.00014178536366671324,3.126711151578222e-07,1.6351138379785572e-09,4.271326665377424e-10
1883,0.00014241568611136505,3.0979073731681896e-07,1.8289254396667128e-09,2.9971799645319864e-10
1884,0.00014267758316626505,3.1300314974812083e-07,1.5970115864659208e-09,2.9527723123732944e-10
1885,0.0001428794764381434,3.0632007711314403e-07,1.6550330946988164e-09,2.5172978979082217e-10
1886,0.00014328010937398567,2.987542058820379e-07,1.7434119703452211e-09,2.793184057064175e-10
1887,0.00014328274119179696,2.877390232112832e-07,1.5803489469437944e-09,3.3458634275872004e-10
1888,0.0001432186587148213,2.8412977063193725e-07,1.4674011450388491e-09,2.98457994429846e-10
1889,0.00014360362547449768,2.8253407435840927e-07,1.3651498899567927e-09,2.598097312686168e-10
1890,0.00014311098077866648,2.7439457588635765e-07,9.796783622435206e-10,2.2086016547375109e-10
1891,0.00014349682688979165,2.6637604426988606e-07,1.0575692940431987e-09,2.4155936179897404e-10
1892,0.0001433954603271559,2.704672965592181e-07,9.442926757990173e-10,2.7995083235714853e-10
1893,0.00014379094604269734,2.7286098510817934e-07,2.6422295779886848e-09,2.75423890044075e-10
1894,0.00014389780907159938,2.726333596975954e-07,2.741527037132739e-09,2.2015595299177245e-10
1895,0.00014431228503651385,2.710320156243792e-07,2.9087413509566927e-09,2.9900914879009225e-10
1896,0.0001448048382631636,2.7279753567199805e-07,2.867998529141959e-09,2.922186798093307e-10
1897,0.00014538021683360318,2.7842989831177487e-07,2.9794590604227876e-09,2.6692298966362367e-10
1898,0.00014555114362987557,2.8078514040836513e-07,2.875280767446396e-09,2.1571288604566822e-10
1899,0.0001459808408981189,2.7745080290385105e-07,2.967533504641803e-09,1.8472595080571656e-10
1900,0.00014579137911953564,2.810910229657436e-07,1.1848999162796962e-09,3.423703304988075e-10
1901,0.00014677835029682944,2.782444547782299e-07,1.279669061192225e-09,4.4519044799835276e-10
1902,0.00014725809160154313,2.8331043771296596e-07,1.142189699963682e-09,4.0820757092013034e-10
1903,0.0001469811811278175,2.834440075665563e-07,1.2809334624743128e-09,5.163403038466186e-10
1904,0.00014691746660641262,2.8232718867522113e-07,1.3597178145324002e-09,6.590239623857233e-10
1905,0.0001473697047913447,2.7930441806997154e-07,1.340178674385279e-09,6.74270824690166e-10
1906,0.00014841231625593667,2.819054795314254e-07,1.2666445114994929e-09,6.378430115432693e-10
1907,0.00014890481335377053,2.795972307012562e-07,1.2461219278669944e-09,6.036386896287763e-10
1908,0.00014801134446835413,2.8214753504991155e-07,1.0509449580428258e-09,5.968897548843824e-10
1909,0.00014883976629269973,2.777954770343578e-07,1.0647897405061509e-09,5.280165937418932e-10
1910,0.00014958481811585704,2.7975371657313577e-07,9.612762094260825e-10,4.693728848053397e-10
1911,0.00015062523016240448,2.8235571595100086e-07,9.387665169034521e-10,3.546450900805885e-10
1912,0.0001516331623341622,2.898082779470964e-07,1.1203206378469182e-09,3.9705465899280464e-10
1913,0.00015238730494664715,2.915666316636946e-07,1.3262699589360644e-09,3.9705465899280464e-10
1914,0.00015326813653311028,3.025990703723177e-07,1.42838328466764e-09,3.236353724694092e-10
1915,0.00015492248348891735,3.05884989464695e-07,1.4549545060812567e-09,3.0725780649934874e-10
1916,0.00015476130439700292,3.1525613865466896e-07,1.4839857438125087e-09,3.223096690334921e-10
1917,0.0001544933662184381,3.197667857486002e-07,1.4721303065456937e-09,3.2326889379660374e-10
1918,0.00015361729518709972,3.232515187586874e-07,1.5776196698220296e-09,2.9531302998225025e-10
1919,0.00015218010230455548,3.249357567775795e-07,1.7013041610423686e-09,3.086853292818706e-10
1920,0.00014964936833296503,3.237243260757948e-07,1.54916151335576e-09,3.782902939310416e-10
1921,0.00014787464377669885,3.124827726099154e-07,1.6121516185510894e-09,3.0520784907331743e-10
1922,0.00014421014098583588,3.190255962895857e-07,1.662399916137401e-09,2.4966552833064325e-10
1923,0.00014179423409846744,3.122717982608135e-07,1.6782051304176093e-09,3.0827399759887035e-10
1924,0.0001395381342652919,3.055973455242825e-07,1.8804492090447003e-09,6.291898073979801e-10
1925,0.00013731711702088693,2.9999203223139504e-07,1.837276410375312e-09,6.291898073979801e-10
1926,0.00013515142823702523,2.960832919792925e-07,1.5857704990399464e-09,5.581610768817009e-10
1927,0.00013438589147491648,3.0732022894751155e-07,1.5825275693056744e-09,6.022480093990725e-10
1928,0.0001319489342027477,3.13786634771012e-07,1.4663800174119501e-09,6.478669822840288e-10
1929,0.00013191012008714357,3.110326645128225e-07,1.730582994368441e-09,6.490014835071532e-10
1930,0.0001305777986999601,3.1834536327681106e-07,1.6430650094458242e-09,6.297959376233564e-10
1931,0.00012851590145146474,3.3313822151675207e-07,1.5897266915563891e-09,2.3905145323561376e-10
1932,0.0001271892074977846,3.492989679086479e-07,1.4778911665886645e-09,2.8633794541781706e-10
1933,0.00012640699631966918,3.702770763019154e-07,1.4332662199935596e-09,2.8633794541781706e-10
1934,0.00012543664758725624,3.7858685329540875e-07,1.341501195842706e-09,2.1758179781704102e-10
1935,0.0001255064531246067,3.914324914993423e-07,1.404645273111222e-09,1.7196282493208466e-10
1936,0.000125847955392341,4.076725466412816e-07,1.2339282452953982e-09,1.4667702766654348e-10
1937,0.0001264040235712725,4.281751557755342e-07,1.2372307543552706e-09,1.1466465872039017e-10
1938,0.00012831881758756936,4.362735970581915e-07,1.4054649111194806e-09,1.5816916030887895e-10
1939,0.00013007441469069039,4.587388429756954e-07,1.4615068599788117e-09,1.357766934598611e-10
1940,0.00013239328732847104,4.6889271386265007e-07,1.6809834793970628e-09,1.357766934598611e-10
1941,0.0001346534741709807,4.873984624152529e-07,2.109994131796863e-09,9.08409438940946e-11
1942,0.00013672330948923315,5.063813586860176e-07,2.1092574988200242e-09,1.1574898975804818e-10
1943,0.00013803306917127754,5.14526257282861e-07,2.0102451608090225e-09,1.801089674228048e-10
1944,0.00013825083650382503,5.22925522058618e-07,2.1067176257462604e-09,2.714944816581014e-10
1945,0.00013712931208179465,5.292515652399743e-07,1.8188451379939708e-09,2.8429823971189347e-10
1946,0.00013615533784364482,5.15743238338473e-07,1.909356625188049e-09,2.7595231853551535e-10
1947,0.00013292097303617214,5.086736710576847e-07,1.7727279168409738e-09,2.7595231853551535e-10
1948,0.00012951926224299574,4.916922153240324e-07,1.5328136379214437e-09,3.443523184852383e-10
1949,0.00012590357489118884,4.818379985798466e-07,1.452592411434393e-09,3.1944427262128473e-10
1950,0.00012221965256945362,4.6521154623795677e-07,1.4873254374135415e-09,2.720042702979748e-10
1951,0.00011999508777600048,4.48467448320246e-07,1.4937791638556875e-09,2.2437273269496468e-10
1952,0.0001182666840447512,4.3771224714613967e-07,1.6699012648859123e-09,2.4648421993931993e-10
1953,0.00011611208070202597,4.258024140264232e-07,1.640470140681519e-09,3.0838230183746363e-10
1954,0.00011569499266832801,4.2014597007827046e-07,1.7175895943617142e-09,3.3741421363269504e-10
1955,0.00011428822576168127,4.163585905254357e-07,1.6060321168203424e-09,2.9800271774048173e-10
1956,0.0001141007846204697,4.0756965193265516e-07,1.7024770640868984e-09,3.114707232211776e-10
1957,0.00011410197371982836,4.0893527852858824e-07,1.6101696166868707e-09,3.3278192404110184e-10
1958,0.0001132316839565257,4.05470115895566e-07,1.5140494255153465e-09,3.0229095318182585e-10
1959,0.000112498841190245,4.062928959618668e-07,1.406175271461458e-09,2.916348422675265e-10
1960,0.00011178386193932965,4.090591890612164e-07,1.2555396167179822e-09,2.767158238659029e-10
1961,0.0001114344475874012,4.0561496104731175e-07,1.2273589684268821e-09,3.2647289534480453e-10
1962,0.00011278798670641013,3.987613540955083e-07,1.2864515722529494e-09,3.3829141571350974e-10
1963,0.00011220334896019526,3.8248206075357824e-07,1.3878868927135508e-09,3.446311232422973e-10
1964,0.00011277002860359582,3.72996278688983e-07,1.3443743816589559e-09,3.5136649740546185e-10
1965,0.0001128340362421503,3.66703700040359e-07,1.4281031833286916e-09,4.478872966950931e-10
1966,0.00011426209467962118,3.6285955015305914e-07,1.384378032844223e-09,5.032266647037836e-10
1967,0.00011716466646508447,3.555408828300902e-07,1.6180835877526484e-09,5.016122497528538e-10
1968,0.0001204881482408382,3.498797980228119e-07,1.5653049967312427e-09,5.025321409002359e-10
1969,0.0001239710722334816,3.438181863657519e-07,1.6395533343681124e-09,5.514939754869275e-10
1970,0.0001282971861655824,3.4683841525812955e-07,1.4717115780017919e-09,5.667642981916592e-10
1971,0.00013224553861488988,3.514119636552745e-07,1.5158299377609247e-09,5.486504504683052e-10
1972,0.00013778375536536,3.5190089420211734e-07,1.626119064798307e-09,4.772923445361954e-10
1973,0.00014576352259609848,3.4532914128249104e-07,1.6142616132697185e-09,3.8720572779839454e-10
1974,0.0001520659591603492,3.5289263321049346e-07,1.4832457325856092e-09,3.4158798111511805e-10
1975,0.0001573573432064482,3.534597396992467e-07,1.4749203128669057e-09,2.862076062259966e-10
1976,0.0001606730802450329,3.5741774289428055e-07,1.421656919171304e-09,2.2054804113943608e-10
1977,0.0001637597826109933,3.630298530359661e-07,1.4411298979563218e-09,2.256020618334504e-10
1978,0.0001648921918656145,3.5862960398195097e-07,1.4334703900077882e-09,2.6402878792028007e-10
1979,0.0001658594056997182,3.56617935689688e-07,1.2423498896296792e-09,2.4379917628365126e-10
1980,0.00016360185899039998,3.6364143949997795e-07,1.217496310117789e-09,2.5780375552596016e-10
1981,0.0001629903625663636,3.599832528574812e-07,1.1369209304160473e-09,2.7202794382143377e-10
1982,0.00016319369232015952,3.676292570682043e-07,1.0541633597784183e-09,3.8851784884513004e-10
1983,0.00016497763239645531,3.7592387310983864e-07,9.84595912737315e-10,4.088235900605903e-10
1984,0.0001681342608727781,3.8017222030768086e-07,9.483519604534608e-10,4.201456880816222e-10
1985,0.0001745257801043668,3.8221077553706504e-07,9.072068096749319e-10,3.910366356115905e-10
1986,0.00018078483948816678,3.743375275787132e-07,8.958281814765354e-10,3.7112379637692175e-10
1987,0.00018677086336538196,3.567413671135e-07,8.327161817232666e-10,3.642276341642159e-10
1988,0.0001916719089162403,3.432607026557629e-07,8.298701487901334e-10,3.7529689871680054e-10
1989,0.00019692713145299682,3.181065518934442e-07,7.926293391477149e-10,2.544345290012018e-10
1990,0.00020305076447714652,2.9702833005883023e-07,8.235856718830092e-10,2.6327919209835823e-10
1991,0.00021079153520986438,2.782732662711039e-07,9.014915837633555e-10,2.9065625699915236e-10
1992,0.00021314892676725452,2.688308679158321e-07,8.921628158464756e-10,2.990223029503929e-10
1993,0.00021491309494844506,2.683030645909769e-07,9.040117662387611e-10,3.0406207512141085e-10
1994,0.00021786833739107742,2.74058168413051e-07,8.689153920192285e-10,3.159623098872696e-10
1995,0.00022003474545532038,2.747815293397642e-07,8.288155558692064e-10,2.999223766167855e-10
1996,0.00022125381968050663,2.8460364579327037e-07,8.253158275842562e-10,2.862683810238893e-10
1997,0.0002198682091797569,2.918440681501774e-07,7.194422161190975e-10,2.905339292559793e-10
1998,0.00021656186020533954,3.000244492211225e-07,5.901146515885358e-10,2.348138598245215e-10
1999,0.0002148879346870152,3.0365362541877925e-07,7.07852812079476e-10,2.4450988158778285e-10
2000,0.0002132387661341844,3.084828798754253e-07,7.048928544036873e-10,2.4989901913669803e-10
2001,0.00021116242610982487,3.1175127495381663e-07,7.325670942875157e-10,2.0801544019035034e-10
2002,0.00021039942345981087,3.1510888577811003e-07,7.492240875325454e-10,2.2004679031287618e-10
2003,0.0002086773290232356,3.174822203228749e-07,7.429432069550046e-10,2.65326125157918e-10
2004,0.00020770982415082732,3.2085204436173497e-07,7.431526029476134e-10,2.1284742470523936e-10
2005,0.0002068008387660874,3.179441746072241e-07,7.516982591937449e-10,1.9967346179261547e-10
2006,0.00020866769565535442,3.151833262953525e-07,5.593946694748553e-10,1.5058759001667406e-10
2007,0.00021079926227685064,3.1130023460588875e-07,4.829060841680745e-10,1.5163598154899205e-10
2008,0.00021246636710462293,3.0586657625722833e-07,4.178679921925824e-10,1.7853207701883685e-10
2009,0.00021128352922720036,3.0801555388799376e-07,3.705291192915691e-10,1.5754691797185772e-10
2010,0.00021050220571591387,3.157490969637625e-07,3.8338584291380025e-10,1.1415333608932876e-10
2011,0.00021196859805578633,2.944433573150361e-07,3.5370747600690523e-10,1.183915842346244e-10
2012,0.0002129641777303602,2.8120008112507223e-07,2.8029236669763995e-10,1.4583340190205922e-10
2013,0.00021195279259700328,2.627156366738096e-07,2.981854862233695e-10,1.56739897350893e-10
2014,0.00021081686177889684,2.4033766164523384e-07,3.072056993712126e-10,1.4012418061188596e-10
2015,0.00020941524209255085,2.146730742375829e-07,3.837934652623736e-10,1.0851729633934833e-10
2016,0.00021098255820106715,1.8845874905082383e-07,3.756379750902943e-10,1.232150086326124e-10
2017,0.000212270087407281,1.5602969109333267e-07,3.5704869847756154e-10,1.3419841915958872e-10
2018,0.0002117389056365937,1.497538434591661e-07,3.5696552103114956e-10,1.4803939116236897e-10
2019,0.00021080362057546154,1.3684278776793235e-07,4.1817264928578624e-10,1.19635980809496e-10
