ngram,occasion,ocasion,ocasion
1930,4.889496839106349e-05,1.4132481978330297e-08,1.4132481978330297e-08
1931,4.8565586309580666e-05,1.3100537860870937e-08,1.3100537860870937e-08
1932,4.806245176171485e-05,1.2912598799731865e-08,1.2912598799731865e-08
1933,4.7783973319123364e-05,1.3075044602572916e-08,1.3075044602572916e-08
1934,4.732507503441801e-05,1.2784871764434262e-08,1.2784871764434262e-08
1935,4.7221022604000087e-05,1.1865944100313591e-08,1.1865944100313591e-08
1936,4.639008901514379e-05,1.2029270087968565e-08,1.2029270087968565e-08
1937,4.5952601794851944e-05,1.1082446516041955e-08,1.1082446516041955e-08
1938,4.4622201780189895e-05,1.17214917137533e-08,1.17214917137533e-08
1939,4.359368124694031e-05,1.1455526812856727e-08,1.1455526812856727e-08
1940,4.2594802965010915e-05,1.1336490349630627e-08,1.1336490349630627e-08
1941,4.155308280522669e-05,1.1249896252658281e-08,1.1249896252658281e-08
1942,4.037390265563902e-05,1.2006882979928183e-08,1.2006882979928183e-08
1943,4.035891002526374e-05,1.1029744355945631e-08,1.1029744355945631e-08
1944,4.0144485995239976e-05,1.106277951785322e-08,1.106277951785322e-08
1945,4.05915047200064e-05,1.0748202962572253e-08,1.0748202962572253e-08
1946,4.0641091410569583e-05,1.0727917601879459e-08,1.0727917601879459e-08
1947,4.112212679631609e-05,1.010648745644208e-08,1.010648745644208e-08
1948,4.158174644024777e-05,1.0926837593469178e-08,1.0926837593469178e-08
1949,4.255495618313684e-05,1.0997436739046407e-08,1.0997436739046407e-08
1950,4.240214860016879e-05,1.2004714048227275e-08,1.2004714048227275e-08
1951,4.239610903563776e-05,1.1775415690148553e-08,1.1775415690148553e-08
1952,4.225706652505323e-05,1.1954616851994615e-08,1.1954616851994615e-08
1953,4.244554241137978e-05,1.1966930303840075e-08,1.1966930303840075e-08
1954,4.185594765918462e-05,1.197013370963467e-08,1.197013370963467e-08
1955,4.152846200408281e-05,1.1218870404101316e-08,1.1218870404101316e-08
1956,4.0595187913692954e-05,1.0882860580961408e-08,1.0882860580961408e-08
1957,4.0236160462622396e-05,1.0182632134306654e-08,1.0182632134306654e-08
1958,3.9887996535981074e-05,1.029156861319182e-08,1.029156861319182e-08
1959,3.989620693443742e-05,1.0748540977902264e-08,1.0748540977902264e-08
1960,3.967136737108896e-05,1.0690215443024239e-08,1.0690215443024239e-08
1961,3.989956842685517e-05,1.0595185808069476e-08,1.0595185808069476e-08
1962,4.007600000477396e-05,1.1204898596263644e-08,1.1204898596263644e-08
1963,4.050707086987261e-05,1.117691907280362e-08,1.117691907280362e-08
1964,4.070356797975754e-05,1.1330186439855489e-08,1.1330186439855489e-08
1965,4.1433342370770075e-05,1.1465325577830754e-08,1.1465325577830754e-08
1966,4.168438317719847e-05,1.1037677311825128e-08,1.1037677311825128e-08
1967,4.1800414952116883e-05,1.1215789313163377e-08,1.1215789313163377e-08
1968,4.173255417429443e-05,1.1217213570700681e-08,1.1217213570700681e-08
1969,4.095950186768148e-05,1.0327128485698722e-08,1.0327128485698722e-08
1970,3.971855403506197e-05,9.927529528600384e-09,9.927529528600384e-09
1971,3.852374149054023e-05,9.642417911745075e-09,9.642417911745075e-09
1972,3.670674569938066e-05,9.95178885330818e-09,9.95178885330818e-09
1973,3.480477659780133e-05,9.933910963663299e-09,9.933910963663299e-09
1974,3.309589114256336e-05,9.953420056417274e-09,9.953420056417274e-09
1975,3.118355691965137e-05,9.580896964678232e-09,9.580896964678232e-09
1976,2.9958685575236033e-05,9.46145929857169e-09,9.46145929857169e-09
1977,2.9137106269315283e-05,9.410042649855249e-09,9.410042649855249e-09
1978,2.8257315144791e-05,9.145309144896276e-09,9.145309144896276e-09
1979,2.7663127444351892e-05,8.414234261725336e-09,8.414234261725336e-09
1980,2.7121739029618247e-05,7.955121260140783e-09,7.955121260140783e-09
1981,2.677583298853798e-05,7.29991793997036e-09,7.29991793997036e-09
1982,2.6487966221923542e-05,7.163045712132998e-09,7.163045712132998e-09
1983,2.6263868806251723e-05,7.2972098839686945e-09,7.2972098839686945e-09
1984,2.5903999163087326e-05,7.209945973585263e-09,7.209945973585263e-09
1985,2.5690722655521574e-05,7.3418517614649255e-09,7.3418517614649255e-09
1986,2.534121137744348e-05,7.352012903234189e-09,7.352012903234189e-09
1987,2.498868031709987e-05,7.422133193760569e-09,7.422133193760569e-09
1988,2.459743778412563e-05,7.712029237438855e-09,7.712029237438855e-09
1989,2.4310750502211575e-05,7.667088678228343e-09,7.667088678228343e-09
1990,2.3856747897558046e-05,7.237961151064707e-09,7.237961151064707e-09
1991,2.3533344574389048e-05,7.285456745823435e-09,7.285456745823435e-09
1992,2.3165855964180082e-05,6.924429981783728e-09,6.924429981783728e-09
1993,2.2971060388954356e-05,6.757163717452386e-09,6.757163717452386e-09
1994,2.294690602866467e-05,6.479813447717626e-09,6.479813447717626e-09
1995,2.3065906394289675e-05,6.307119017532971e-09,6.307119017532971e-09
1996,2.3247868219706496e-05,6.198954682901103e-09,6.198954682901103e-09
1997,2.3582525630315233e-05,6.543260790335483e-09,6.543260790335483e-09
1998,2.382008616612958e-05,6.291332914949115e-09,6.291332914949115e-09
1999,2.402932997418767e-05,6.221603930457929e-09,6.221603930457929e-09
2000,2.4345649892763633e-05,6.173211085171358e-09,6.173211085171358e-09
2001,2.4791247467094634e-05,6.195557907976276e-09,6.195557907976276e-09
2002,2.5004474082379602e-05,6.12913535797637e-09,6.12913535797637e-09
2003,2.5512023317527826e-05,5.986751285190297e-09,5.986751285190297e-09
2004,2.579715978104754e-05,5.7141360214935895e-09,5.7141360214935895e-09
2005,2.6677728653469656e-05,5.4336485152565015e-09,5.4336485152565015e-09
2006,2.7451979933955174e-05,5.214231078655627e-09,5.214231078655627e-09
2007,2.7930281378628153e-05,4.864264863917762e-09,4.864264863917762e-09
2008,2.7905110203261885e-05,4.361152740526921e-09,4.361152740526921e-09
2009,2.763760468431948e-05,3.842617589201934e-09,3.842617589201934e-09
2010,2.7354521599980736e-05,3.5533671243521373e-09,3.5533671243521373e-09
2011,2.7268267461165253e-05,3.0856230586502012e-09,3.0856230586502012e-09
2012,2.6745856822734432e-05,2.9078991912813633e-09,2.9078991912813633e-09
2013,2.6155273579726262e-05,2.6247670703583026e-09,2.6247670703583026e-09
2014,2.626242167025339e-05,2.4817281245909886e-09,2.4817281245909886e-09
2015,2.721061978913245e-05,2.479800650537608e-09,2.479800650537608e-09
2016,2.8007209558771657e-05,2.427286498780339e-09,2.427286498780339e-09
2017,2.8292353817960247e-05,2.3207795685209476e-09,2.3207795685209476e-09
2018,2.86704034806462e-05,2.3234812296379913e-09,2.3234812296379913e-09
2019,2.9118352813384263e-05,2.2502190111239884e-09,2.2502190111239884e-09
