ngram,fae,fae,fce
1915,4.0354546371190736e-08,4.0354546371190736e-08,3.594263122051546e-08
1916,3.930698509537121e-08,3.930698509537121e-08,3.571938884355015e-08
1917,3.8425305604050664e-08,3.8425305604050664e-08,3.5848920276748686e-08
1918,3.73660224032132e-08,3.73660224032132e-08,3.631805916321744e-08
1919,3.705976173559325e-08,3.705976173559325e-08,3.712710190078334e-08
1920,3.741240866312572e-08,3.741240866312572e-08,3.764748766700775e-08
1921,3.7798662739468066e-08,3.7798662739468066e-08,3.635056446325637e-08
1922,4.221869025806362e-08,4.221869025806362e-08,3.539263561590035e-08
1923,4.278400313393961e-08,4.278400313393961e-08,3.537421581053682e-08
1924,4.1321142317331446e-08,4.1321142317331446e-08,3.5230561325404e-08
1925,4.079418758351494e-08,4.079418758351494e-08,3.411695053452084e-08
1926,4.237685250326909e-08,4.237685250326909e-08,3.354743936613756e-08
1927,4.066564075953595e-08,4.066564075953595e-08,3.27447983648556e-08
1928,3.831197885923692e-08,3.831197885923692e-08,3.072317359250779e-08
1929,3.4066351009950524e-08,3.4066351009950524e-08,2.9927296704305006e-08
1930,3.2936131790149507e-08,3.2936131790149507e-08,2.938368684876228e-08
1931,3.4033823886099005e-08,3.4033823886099005e-08,2.7833723643360438e-08
1932,3.345150264725102e-08,3.345150264725102e-08,2.749999288604548e-08
1933,3.136875013711103e-08,3.136875013711103e-08,2.7799763253304784e-08
1934,3.071126261236909e-08,3.071126261236909e-08,2.797575123939363e-08
1935,3.3269408561409364e-08,3.3269408561409364e-08,2.8911080006212486e-08
1936,3.262650340372732e-08,3.262650340372732e-08,2.9326634327324948e-08
1937,3.2016522005002505e-08,3.2016522005002505e-08,2.943959488886451e-08
1938,3.009605999336275e-08,3.009605999336275e-08,3.047825052655233e-08
1939,2.985934927884111e-08,2.985934927884111e-08,3.18757896268705e-08
1940,2.8530081408462138e-08,2.8530081408462138e-08,3.28779522971802e-08
1941,2.8801331859134345e-08,2.8801331859134345e-08,3.53382273285011e-08
1942,2.687547860448701e-08,2.687547860448701e-08,3.705484173467864e-08
1943,2.681012592883495e-08,2.681012592883495e-08,3.829556253062297e-08
1944,2.7101278681535794e-08,2.7101278681535794e-08,3.840322599606745e-08
1945,2.8017690516841346e-08,2.8017690516841346e-08,3.8313068781040526e-08
1946,2.8230237703041894e-08,2.8230237703041894e-08,3.786772597079237e-08
1947,2.9406404422616106e-08,2.9406404422616106e-08,3.7033591939104685e-08
1948,2.9125926051928478e-08,2.9125926051928478e-08,3.464782086634191e-08
1949,2.9069062331846648e-08,2.9069062331846648e-08,3.401102739124846e-08
1950,2.835757863449219e-08,2.835757863449219e-08,3.3451755651218007e-08
1951,2.8271514906919037e-08,2.8271514906919037e-08,3.325064465034952e-08
1952,2.8074025643880825e-08,2.8074025643880825e-08,3.3564554818050444e-08
1953,2.7742383374678477e-08,2.7742383374678477e-08,3.2594637084620056e-08
1954,2.7013034349059646e-08,2.7013034349059646e-08,3.178477290889857e-08
1955,2.663715267406782e-08,2.663715267406782e-08,3.20505448213128e-08
1956,2.6520174754653325e-08,2.6520174754653325e-08,3.11983092059011e-08
1957,2.697268617980951e-08,2.697268617980951e-08,3.028447867084846e-08
1958,2.6562717485895907e-08,2.6562717485895907e-08,3.001291304371989e-08
1959,2.6325505331215027e-08,2.6325505331215027e-08,3.008510164802049e-08
1960,2.7450139685112973e-08,2.7450139685112973e-08,3.101597861083454e-08
1961,2.757041807553508e-08,2.757041807553508e-08,3.170997965794088e-08
1962,2.920443747151629e-08,2.920443747151629e-08,3.132433461822919e-08
1963,2.998838130200251e-08,2.998838130200251e-08,3.086600537065871e-08
1964,3.020846430144632e-08,3.020846430144632e-08,3.164742423678035e-08
1965,3.209312206463112e-08,3.209312206463112e-08,3.137452558072644e-08
1966,3.32203778136935e-08,3.32203778136935e-08,3.116861638626947e-08
1967,3.3302724641462844e-08,3.3302724641462844e-08,3.1236759972281495e-08
1968,3.552816783626765e-08,3.552816783626765e-08,3.160894885516947e-08
1969,3.58236394199756e-08,3.58236394199756e-08,3.1631488793339354e-08
1970,3.88489532606887e-08,3.88489532606887e-08,3.2961886934198703e-08
1971,3.950937405810302e-08,3.950937405810302e-08,3.275148304940753e-08
1972,3.885128866240198e-08,3.885128866240198e-08,3.340233689641536e-08
1973,3.842562128803755e-08,3.842562128803755e-08,3.255179846308108e-08
1974,3.832058378553224e-08,3.832058378553224e-08,3.2531025238670604e-08
1975,3.680691002776777e-08,3.680691002776777e-08,3.295756404294739e-08
1976,3.698942764783299e-08,3.698942764783299e-08,3.3107425118877084e-08
1977,3.3686933623552507e-08,3.3686933623552507e-08,3.126036445572871e-08
1978,3.4129757052271866e-08,3.4129757052271866e-08,3.085855076229953e-08
1979,3.338690898349991e-08,3.338690898349991e-08,3.053439862859315e-08
1980,3.3421176429523514e-08,3.3421176429523514e-08,3.0300675746275374e-08
1981,3.32495793437764e-08,3.32495793437764e-08,2.9477439156266882e-08
1982,3.455775602187064e-08,3.455775602187064e-08,2.791845865601772e-08
1983,3.4069573067491936e-08,3.4069573067491936e-08,2.6912878275149003e-08
1984,3.6646220280545094e-08,3.6646220280545094e-08,2.6355544540430335e-08
1985,3.5240507401113064e-08,3.5240507401113064e-08,2.5349889552574367e-08
1986,3.513444646330299e-08,3.513444646330299e-08,2.4329867390601327e-08
1987,3.48517225238051e-08,3.48517225238051e-08,2.338915220231489e-08
1988,3.469678106731473e-08,3.469678106731473e-08,2.2000141391182685e-08
1989,3.75963232609625e-08,3.75963232609625e-08,2.0678485463625814e-08
1990,4.110870957926441e-08,4.110870957926441e-08,2.0856537576362044e-08
1991,4.199186699947534e-08,4.199186699947534e-08,2.093770109671108e-08
1992,4.619109539305555e-08,4.619109539305555e-08,2.0801139858203247e-08
1993,5.0792960187046836e-08,5.0792960187046836e-08,2.0130662597190556e-08
1994,5.214087193751636e-08,5.214087193751636e-08,2.023477537907833e-08
1995,5.263088098672597e-08,5.263088098672597e-08,2.0524112948854574e-08
1996,4.930604191599741e-08,4.930604191599741e-08,2.08910841641747e-08
1997,4.5890535054533236e-08,4.5890535054533236e-08,1.9997608394614223e-08
1998,5.0864097695629036e-08,5.0864097695629036e-08,1.9920279521150926e-08
1999,5.087706510055666e-08,5.087706510055666e-08,1.9796994773660766e-08
2000,4.983197955864073e-08,4.983197955864073e-08,1.9936091634674214e-08
2001,5.434121368758886e-08,5.434121368758886e-08,1.969573761227496e-08
2002,5.8143691258497454e-08,5.8143691258497454e-08,1.954977234065934e-08
2003,6.21197975598469e-08,6.21197975598469e-08,2.0419123915514448e-08
2004,7.109534091601485e-08,7.109534091601485e-08,1.961142207359704e-08
2005,7.748278717047339e-08,7.748278717047339e-08,2.0451854812871976e-08
2006,9.36148398165772e-08,9.36148398165772e-08,1.992924225646675e-08
2007,1.1232329606108188e-07,1.1232329606108188e-07,1.8464150208785668e-08
2008,1.5609814900991686e-07,1.5609814900991686e-07,1.622662550358557e-08
2009,2.02397690226722e-07,2.02397690226722e-07,1.4118773261628803e-08
2010,2.3776885882398346e-07,2.3776885882398346e-07,1.1123311541691043e-08
2011,3.01493764303424e-07,3.01493764303424e-07,9.817819509752975e-09
2012,3.664895383995567e-07,3.664895383995567e-07,6.720079413570699e-09
2013,4.365613668661743e-07,4.365613668661743e-07,5.87193766626066e-09
2014,5.265528711463828e-07,5.265528711463828e-07,5.057832184819842e-09
2015,5.883524230349784e-07,5.883524230349784e-07,4.820026203563746e-09
2016,6.527382246141704e-07,6.527382246141704e-07,4.543979906631737e-09
2017,7.09218852534832e-07,7.09218852534832e-07,4.451144101450903e-09
2018,7.423479019053048e-07,7.423479019053048e-07,4.5549508831399524e-09
2019,7.806989827940924e-07,7.806989827940924e-07,4.376078804879668e-09
