ngram,culture,cultre,culure,clture
1538,0.0,0.0,0.0,0.0
1539,0.0,0.0,0.0,0.0
1540,0.0,0.0,0.0,0.0
1541,0.0,0.0,0.0,0.0
1542,4.513939139932128e-06,0.0,0.0,0.0
1543,4.513939139932128e-06,0.0,0.0,0.0
1544,4.792148989249004e-06,0.0,0.0,0.0
1545,5.060069091606627e-06,0.0,0.0,0.0
1546,5.899187678031532e-06,0.0,0.0,0.0
1547,5.899187678031532e-06,0.0,0.0,0.0
1548,6.493671548923885e-06,0.0,0.0,0.0
1549,1.979732408991757e-06,0.0,0.0,0.0
1550,4.681460999173785e-06,0.0,0.0,0.0
1551,4.40325114985691e-06,0.0,0.0,0.0
1552,6.298663980227762e-06,0.0,0.0,0.0
1553,5.4595453938028574e-06,0.0,0.0,0.0
1554,5.4595453938028574e-06,0.0,0.0,0.0
1555,4.865061522910505e-06,0.0,0.0,0.0
1556,4.865061522910505e-06,0.0,0.0,0.0
1557,2.1633329327284756e-06,0.0,0.0,0.0
1558,5.57357634534128e-06,0.0,0.0,0.0
1559,3.4102434126128045e-06,0.0,0.0,0.0
1560,5.205004397014688e-06,0.0,0.0,0.0
1561,5.205004397014688e-06,0.0,0.0,0.0
1562,5.205004397014688e-06,0.0,0.0,0.0
1563,5.205004397014688e-06,0.0,0.0,0.0
1564,5.205004397014688e-06,0.0,0.0,0.0
1565,1.7947609844018838e-06,0.0,0.0,0.0
1566,1.7947609844018838e-06,0.0,0.0,0.0
1567,6.823973178273133e-07,0.0,0.0,0.0
1568,6.823973178273133e-07,0.0,0.0,0.0
1569,1.4251026446540242e-06,0.0,0.0,0.0
1570,1.4251026446540242e-06,0.0,0.0,0.0
1571,3.876954321770297e-06,0.0,0.0,0.0
1572,4.396915106294078e-06,0.0,0.0,0.0
1573,5.655324457620736e-06,0.0,0.0,0.0
1574,5.517638685757577e-06,0.0,0.0,0.0
1575,5.517638685757577e-06,0.0,0.0,0.0
1576,4.774933358930866e-06,0.0,0.0,0.0
1577,4.774933358930866e-06,0.0,0.0,0.0
1578,4.732212833654817e-06,0.0,0.0,0.0
1579,4.212252049131036e-06,0.0,0.0,0.0
1580,2.953842697804378e-06,0.0,0.0,0.0
1581,3.0024385263719263e-06,0.0,0.0,0.0
1582,3.0024385263719263e-06,0.0,0.0,0.0
1583,5.886174156850237e-06,0.0,0.0,0.0
1584,6.78528574228819e-06,0.0,0.0,0.0
1585,4.376154590447966e-06,0.0,0.0,0.0
1586,5.813942282527153e-06,0.0,0.0,0.0
1587,5.813942282527153e-06,0.0,0.0,0.0
1588,5.22063490799545e-06,0.0,0.0,0.0
1589,5.22063490799545e-06,0.0,0.0,0.0
1590,2.3368992775171397e-06,0.0,0.0,0.0
1591,1.4377876920791875e-06,0.0,0.0,0.0
1592,1.4377876920791875e-06,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,9.015941811542559e-07,0.0,0.0,0.0
1596,9.015941811542559e-07,0.0,0.0,0.0
1597,1.1437183664903777e-06,0.0,0.0,0.0
1598,1.6302914381023065e-06,0.0,0.0,0.0
1599,1.6302914381023065e-06,0.0,0.0,0.0
1600,2.162821861669987e-06,0.0,0.0,0.0
1601,2.162821861669987e-06,0.0,0.0,0.0
1602,1.574429851254016e-06,0.0,0.0,0.0
1603,1.9865399605935508e-06,0.0,0.0,0.0
1604,1.914686095005891e-06,0.0,0.0,0.0
1605,1.7654236899034004e-06,0.0,0.0,0.0
1606,2.7263850077880695e-06,0.0,0.0,0.0
1607,2.9403516594226986e-06,0.0,0.0,0.0
1608,2.9403516594226986e-06,0.0,0.0,0.0
1609,3.570519360047391e-06,0.0,0.0,0.0
1610,3.158409250707856e-06,0.0,0.0,0.0
1611,3.397788045081792e-06,0.0,0.0,0.0
1612,4.9434824761972e-06,0.0,0.0,0.0
1613,4.78157357974851e-06,0.0,0.0,0.0
1614,4.694295999537904e-06,0.0,0.0,0.0
1615,5.837125724740742e-06,0.0,0.0,0.0
1616,4.893755853377765e-06,0.0,0.0,0.0
1617,5.0172971880004165e-06,0.0,0.0,0.0
1618,4.706125212448699e-06,0.0,0.0,0.0
1619,3.048189114451816e-06,0.0,0.0,0.0
1620,2.5513534345528958e-06,0.0,0.0,0.0
1621,2.070551935113534e-06,0.0,0.0,0.0
1622,9.277222099106959e-07,0.0,0.0,0.0
1623,2.813621579532212e-06,0.0,0.0,0.0
1624,2.6900802449095603e-06,0.0,0.0,0.0
1625,2.59160310633888e-06,0.0,0.0,0.0
1626,2.825777739547318e-06,0.0,0.0,0.0
1627,2.523560998010258e-06,0.0,0.0,0.0
1628,2.4761662546422613e-06,0.0,0.0,0.0
1629,2.4761662546422613e-06,0.0,0.0,0.0
1630,7.627648821133854e-07,0.0,0.0,0.0
1631,8.194448680244802e-07,0.0,0.0,0.0
1632,9.11071002259892e-07,0.0,0.0,0.0
1633,5.889201669820718e-07,0.0,0.0,0.0
1634,5.889201669820718e-07,0.0,0.0,0.0
1635,5.402166282562706e-07,0.0,0.0,0.0
1636,5.402166282562706e-07,0.0,0.0,0.0
1637,3.677186311636303e-07,0.0,0.0,0.0
1638,3.1103864525253553e-07,0.0,0.0,0.0
1639,6.087636523131681e-07,0.0,0.0,0.0
1640,5.7447890964925e-07,0.0,0.0,0.0
1641,5.7447890964925e-07,0.0,0.0,0.0
1642,4.921591961907065e-07,0.0,0.0,0.0
1643,4.921591961907065e-07,0.0,0.0,0.0
1644,7.671435875116523e-07,0.0,0.0,0.0
1645,2.142414822563816e-06,0.0,0.0,0.0
1646,1.853802091643177e-06,0.0,0.0,0.0
1647,1.8550395891127534e-06,0.0,0.0,0.0
1648,2.359381166375637e-06,0.0,0.0,0.0
1649,2.437608941363578e-06,0.0,0.0,0.0
1650,3.05249082949948e-06,0.0,0.0,0.0
1651,3.250507347729581e-06,0.0,0.0,0.0
1652,2.153593105244259e-06,0.0,0.0,0.0
1653,2.1282304731227797e-06,0.0,0.0,0.0
1654,2.3560504100065112e-06,0.0,0.0,0.0
1655,2.0260179748480108e-06,0.0,0.0,0.0
1656,2.1290195247404753e-06,0.0,0.0,0.0
1657,1.5419420691387131e-06,0.0,0.0,0.0
1658,1.337019335372653e-06,0.0,0.0,0.0
1659,1.4125013864583837e-06,0.0,0.0,0.0
1660,1.5776500086011375e-06,0.0,0.0,0.0
1661,1.2457845193531675e-06,0.0,0.0,0.0
1662,1.1932749564331452e-06,0.0,0.0,0.0
1663,1.0120456315527399e-06,0.0,0.0,0.0
1664,1.1414531237668207e-06,0.0,0.0,0.0
1665,1.182016262646357e-06,0.0,0.0,0.0
1666,9.480224077508735e-07,0.0,0.0,0.0
1667,7.724026391185492e-07,0.0,0.0,0.0
1668,8.599090709334892e-07,0.0,0.0,0.0
1669,9.777422300365807e-07,0.0,0.0,0.0
1670,1.1323389027698535e-06,0.0,0.0,0.0
1671,1.4053390852300903e-06,0.0,0.0,0.0
1672,1.170499578912703e-06,0.0,0.0,0.0
1673,1.1496258715786617e-06,0.0,0.0,0.0
1674,1.312434903866233e-06,0.0,0.0,0.0
1675,1.3278839706539917e-06,0.0,0.0,0.0
1676,1.431823315150333e-06,0.0,0.0,0.0
1677,1.2772266424170603e-06,0.0,0.0,0.0
1678,9.864445392590175e-07,0.0,0.0,0.0
1679,9.587862694258677e-07,0.0,0.0,0.0
1680,9.503244362869217e-07,0.0,0.0,0.0
1681,8.568658569986707e-07,0.0,0.0,0.0
1682,8.547155191860969e-07,0.0,0.0,0.0
1683,5.111434364023028e-07,0.0,0.0,0.0
1684,5.111434364023028e-07,0.0,0.0,0.0
1685,7.152125606678185e-07,0.0,0.0,0.0
1686,7.519566419692378e-07,0.0,0.0,0.0
1687,6.614469936851362e-07,0.0,0.0,0.0
1688,5.737834872629069e-07,0.0,0.0,0.0
1689,5.992630056945407e-07,0.0,0.0,0.0
1690,6.61573876316522e-07,0.0,0.0,0.0
1691,7.349720314258385e-07,0.0,0.0,0.0
1692,5.334811784710578e-07,0.0,0.0,0.0
1693,7.954567016505669e-07,0.0,0.0,0.0
1694,8.686133534346092e-07,0.0,0.0,0.0
1695,8.840489889345398e-07,0.0,0.0,0.0
1696,8.522399882947087e-07,0.0,0.0,0.0
1697,2.4503679989200985e-06,0.0,0.0,0.0
1698,2.4391974672458413e-06,0.0,0.0,0.0
1699,2.2971891918846917e-06,0.0,0.0,0.0
1700,1.978321754287598e-06,0.0,0.0,0.0
1701,1.924498621162586e-06,0.0,0.0,0.0
1702,1.8984268876920396e-06,0.0,0.0,0.0
1703,2.0689402536585736e-06,0.0,0.0,0.0
1704,4.5181020677123994e-07,0.0,0.0,0.0
1705,6.368433024103329e-07,0.0,0.0,0.0
1706,9.358786314805911e-07,0.0,0.0,0.0
1707,9.341878321070649e-07,0.0,0.0,0.0
1708,9.24500180790996e-07,0.0,0.0,0.0
1709,1.1410700458165074e-06,0.0,0.0,0.0
1710,1.0654462597260914e-06,0.0,0.0,0.0
1711,1.0899837243576776e-06,0.0,0.0,0.0
1712,8.535864251614709e-07,0.0,0.0,0.0
1713,6.843672782760482e-07,0.0,0.0,0.0
1714,1.86608534846755e-06,0.0,9.571610551769742e-09,0.0
1715,1.9017288944870155e-06,0.0,9.571610551769742e-09,0.0
1716,1.6846233817448462e-06,0.0,9.571610551769742e-09,0.0
1717,1.5258237451933252e-06,0.0,9.571610551769742e-09,0.0
1718,1.5276532506293603e-06,0.0,9.571610551769742e-09,0.0
1719,1.5694687992403748e-06,0.0,9.571610551769742e-09,0.0
1720,1.4668360007265489e-06,0.0,9.571610551769742e-09,0.0
1721,3.1337337296528336e-07,0.0,0.0,0.0
1722,4.921839738309635e-07,0.0,0.0,0.0
1723,6.852456623716665e-07,0.0,0.0,0.0
1724,1.0304189044875654e-06,0.0,0.0,0.0
1725,1.1445669209868875e-06,0.0,0.0,0.0
1726,1.6667627928005198e-06,0.0,0.0,0.0
1727,1.8038045936918934e-06,0.0,0.0,0.0
1728,1.9002741282747593e-06,0.0,0.0,0.0
1729,1.8864493540604599e-06,0.0,0.0,0.0
1730,1.8134493464978213e-06,8.18323796027341e-09,0.0,0.0
1731,1.6118789777205426e-06,8.18323796027341e-09,0.0,0.0
1732,1.478123347656687e-06,8.18323796027341e-09,0.0,0.0
1733,1.0577934363352272e-06,8.18323796027341e-09,0.0,0.0
1734,1.512976045400397e-06,8.18323796027341e-09,0.0,0.0
1735,1.4544831279701093e-06,8.18323796027341e-09,0.0,0.0
1736,1.420602290279151e-06,8.18323796027341e-09,0.0,0.0
1737,1.929597086050957e-06,0.0,0.0,0.0
1738,2.1398557277864583e-06,0.0,0.0,0.0
1739,2.24164060520187e-06,0.0,0.0,0.0
1740,2.2817649128878007e-06,0.0,0.0,0.0
1741,1.8346562943146897e-06,0.0,0.0,0.0
1742,2.3563470514480807e-06,0.0,0.0,0.0
1743,2.3725805249341647e-06,0.0,0.0,0.0
1744,2.0116603179433568e-06,0.0,0.0,0.0
1745,1.8039573075969071e-06,0.0,0.0,0.0
1746,1.995584658029007e-06,0.0,0.0,0.0
1747,2.0837377405769075e-06,0.0,0.0,0.0
1748,2.3554858411703857e-06,0.0,0.0,0.0
1749,2.0108432506406515e-06,0.0,0.0,0.0
1750,2.7847437097859384e-06,0.0,0.0,0.0
1751,2.9987127001212296e-06,0.0,0.0,0.0
1752,3.5627206865943402e-06,0.0,0.0,0.0
1753,4.431314242278209e-06,0.0,0.0,0.0
1754,5.3953444551422895e-06,0.0,0.0,0.0
1755,6.56968648269997e-06,0.0,0.0,0.0
1756,8.587810693175665e-06,0.0,0.0,0.0
1757,8.416059504920018e-06,0.0,0.0,0.0
1758,8.476545190205798e-06,0.0,0.0,0.0
1759,8.480275157905584e-06,0.0,0.0,0.0
1760,7.957495264625842e-06,0.0,0.0,0.0
1761,1.0077406061879759e-05,0.0,0.0,0.0
1762,1.1428635194273998e-05,0.0,0.0,0.0
1763,1.119244890495403e-05,0.0,0.0,0.0
1764,1.2351094093381626e-05,0.0,2.810679688991513e-09,0.0
1765,1.3827426950488838e-05,0.0,2.810679688991513e-09,0.0
1766,1.5055575074386849e-05,0.0,2.810679688991513e-09,0.0
1767,1.7590510911499484e-05,0.0,2.810679688991513e-09,0.0
1768,1.9614994666231462e-05,0.0,5.492892236296549e-09,0.0
1769,2.1619918308195857e-05,0.0,5.492892236296549e-09,0.0
1770,2.1559611143727254e-05,0.0,5.492892236296549e-09,0.0
1771,2.166754893551115e-05,0.0,2.682212547305036e-09,0.0
1772,2.3148191108443177e-05,2.6360818290121254e-09,2.682212547305036e-09,0.0
1773,2.3960220590067494e-05,2.6360818290121254e-09,2.682212547305036e-09,0.0
1774,2.3702424836561215e-05,2.6360818290121254e-09,2.682212547305036e-09,0.0
1775,2.1754495329722496e-05,2.6360818290121254e-09,0.0,0.0
1776,1.8448060473019723e-05,5.3484513326143966e-09,0.0,0.0
1777,1.8014165367016437e-05,5.3484513326143966e-09,0.0,0.0
1778,1.7062481544728924e-05,5.3484513326143966e-09,0.0,0.0
1779,1.4713556213661963e-05,2.712369503602271e-09,0.0,0.0
1780,1.4111267773841973e-05,2.712369503602271e-09,0.0,0.0
1781,1.3390128385383702e-05,2.712369503602271e-09,0.0,0.0
1782,1.1446713610244583e-05,2.712369503602271e-09,0.0,0.0
1783,1.2196760508231819e-05,0.0,0.0,0.0
1784,1.223600403526299e-05,0.0,0.0,0.0
1785,1.4752540014991869e-05,0.0,0.0,0.0
1786,1.6324401907955428e-05,0.0,0.0,0.0
1787,1.6676503167088542e-05,0.0,0.0,0.0
1788,1.638450378647706e-05,0.0,0.0,0.0
1789,1.7724423352254754e-05,0.0,0.0,0.0
1790,1.773141138983192e-05,0.0,0.0,0.0
1791,1.9037462932049364e-05,0.0,0.0,0.0
1792,1.7682453549891113e-05,0.0,0.0,0.0
1793,1.7087863722866003e-05,0.0,0.0,0.0
1794,1.6987498124113438e-05,0.0,0.0,0.0
1795,1.744706774583652e-05,1.8265442491838257e-09,0.0,0.0
1796,1.6900848355102687e-05,1.8265442491838257e-09,0.0,0.0
1797,1.7119271303402327e-05,1.8265442491838257e-09,0.0,0.0
1798,1.6499141435945474e-05,1.8265442491838257e-09,0.0,0.0
1799,1.6799232331063e-05,1.8265442491838257e-09,0.0,0.0
1800,1.6589245076050118e-05,1.8265442491838257e-09,0.0,0.0
1801,1.684786846973501e-05,1.8265442491838257e-09,0.0,0.0
1802,1.666554700412754e-05,0.0,4.341267980022069e-10,0.0
1803,1.6383875845349394e-05,0.0,4.341267980022069e-10,0.0
1804,1.596219044586178e-05,0.0,1.0442818990493867e-09,0.0
1805,1.566797761500181e-05,0.0,1.0442818990493867e-09,0.0
1806,1.492928692771654e-05,0.0,1.0442818990493867e-09,0.0
1807,1.4516019031621649e-05,2.092212276443612e-10,1.0442818990493867e-09,0.0
1808,1.3334105070888264e-05,2.092212276443612e-10,1.0442818990493867e-09,0.0
1809,1.2426845647236665e-05,1.6566197461439662e-09,7.910799158596302e-10,0.0
1810,1.205140766355076e-05,1.6566197461439662e-09,7.910799158596302e-10,0.0
1811,1.1387477960462483e-05,1.6566197461439662e-09,1.809248148124506e-10,0.0
1812,1.091222813036958e-05,1.6566197461439662e-09,1.809248148124506e-10,0.0
1813,1.0280551448106832e-05,1.6566197461439662e-09,3.7490421878061397e-10,0.0
1814,9.977506254342319e-06,1.4473985184996048e-09,3.7490421878061397e-10,0.0
1815,9.859833880909719e-06,1.4473985184996048e-09,3.7490421878061397e-10,0.0
1816,1.0339006751434812e-05,0.0,5.743248416527941e-10,0.0
1817,1.0446659871377051e-05,0.0,5.743248416527941e-10,0.0
1818,1.0210345213376318e-05,0.0,5.743248416527941e-10,0.0
1819,1.0374086221937822e-05,6.011897646374109e-10,8.749197239714996e-10,0.0
1820,1.0432961451962391e-05,6.011897646374109e-10,6.809403200033362e-10,1.4739693592653273e-10
1821,1.096959229991106e-05,6.011897646374109e-10,6.809403200033362e-10,1.4739693592653273e-10
1822,1.103576544535047e-05,7.259586661970527e-10,6.809403200033362e-10,1.4739693592653273e-10
1823,1.0616445381726538e-05,7.259586661970527e-10,3.0059488231870546e-10,1.4739693592653273e-10
1824,1.0238310746249876e-05,7.259586661970527e-10,3.0059488231870546e-10,1.4739693592653273e-10
1825,1.0489382735353761e-05,7.259586661970527e-10,3.0059488231870546e-10,1.4739693592653273e-10
1826,1.0721136667208547e-05,2.4326714452373363e-10,0.0,1.4739693592653273e-10
1827,1.1229623981177741e-05,6.615495690936208e-10,0.0,0.0
1828,1.128566223737185e-05,6.615495690936208e-10,0.0,0.0
1829,1.1427705170977528e-05,5.36780667533979e-10,0.0,0.0
1830,1.1585166118623289e-05,5.36780667533979e-10,0.0,0.0
1831,1.2132226402172819e-05,5.36780667533979e-10,3.7157864087232287e-10,0.0
1832,1.243468042438118e-05,5.36780667533979e-10,3.7157864087232287e-10,0.0
1833,1.2242720263852139e-05,4.1828242456988715e-10,7.014916901328303e-10,0.0
1834,1.2325926036282908e-05,0.0,9.506722710637762e-10,0.0
1835,1.3112110017183503e-05,0.0,9.506722710637762e-10,0.0
1836,1.3849976572341152e-05,2.2518353848255401e-10,1.3259781526743707e-09,0.0
1837,1.4464418200077489e-05,2.2518353848255401e-10,1.3259781526743707e-09,0.0
1838,1.4546577014178702e-05,2.2518353848255401e-10,9.543995118020477e-10,0.0
1839,1.4753586453610166e-05,2.2518353848255401e-10,9.543995118020477e-10,0.0
1840,1.5206153615768666e-05,2.2518353848255401e-10,7.000724285991364e-10,0.0
1841,1.5470921815514365e-05,8.549820375490316e-10,5.208694586755769e-10,0.0
1842,1.508021276614662e-05,1.0982437974910957e-09,5.208694586755769e-10,0.0
1843,1.5017753867141437e-05,8.730602590085417e-10,2.767126369310599e-10,0.0
1844,1.5437126681458073e-05,1.60767167832278e-09,6.106269299723164e-10,0.0
1845,1.5959214709125392e-05,1.6744104436305918e-09,7.441044605879402e-10,0.0
1846,1.6530866040349273e-05,2.326615463780054e-09,8.093249602238371e-10,0.0
1847,1.7183470585483258e-05,2.3872209288709557e-09,9.155553973691103e-10,0.0
1848,1.7732903610781898e-05,1.8121101048278782e-09,9.549531364085239e-10,0.0
1849,1.8188362966092037e-05,1.6763274181462252e-09,1.1161717462991406e-09,0.0
1850,1.8393579531610677e-05,1.6763274181462252e-09,1.1274324212313352e-09,0.0
1851,1.8514718509062993e-05,1.1274303792139862e-09,9.792325085720778e-10,0.0
1852,1.9012739358004183e-05,1.0606916139061745e-09,9.974396903660627e-10,0.0
1853,1.9195504657026114e-05,6.497832906658476e-10,9.804785316980258e-10,0.0
1854,1.9220393109467943e-05,6.901815468347244e-10,1.0006695710147134e-09,0.0
1855,1.9400816849416253e-05,6.354938718113243e-10,1.1538029658681686e-09,0.0
1856,1.9933010272714974e-05,5.280147985509132e-10,1.141680773729194e-09,0.0
1857,2.064480005563902e-05,5.280147985509132e-10,1.1918079459835189e-09,4.8134226763149204e-11
1858,2.1119630868530033e-05,3.999039313981204e-10,1.1213005920599324e-09,4.8134226763149204e-11
1859,2.1451751308632083e-05,3.999039313981204e-10,1.2133334337249835e-09,4.8134226763149204e-11
1860,2.2053341776232367e-05,2.1960244337268112e-10,1.3480597194082122e-09,4.8134226763149204e-11
1861,2.2382484010969555e-05,1.1859872211290272e-10,1.2590256377136605e-09,4.8134226763149204e-11
1862,2.272968984990647e-05,5.643448922462316e-10,1.0522351640800715e-09,4.8134226763149204e-11
1863,2.2752295730502476e-05,5.643448922462316e-10,1.0463523936188324e-09,4.8134226763149204e-11
1864,2.350676108367874e-05,5.643448922462316e-10,9.951008509264829e-10,0.0
1865,2.424485631178998e-05,8.163272280370393e-10,9.241203754609525e-10,0.0
1866,2.522137609568225e-05,1.0817649474605317e-09,8.131216810980391e-10,0.0
1867,2.5836958749485867e-05,1.1071946534205575e-09,6.301360544469503e-10,0.0
1868,2.6614693654534805e-05,1.1071946534205575e-09,6.515977915963081e-10,0.0
1869,2.762911026366055e-05,6.614484832872287e-10,7.14637174833602e-10,0.0
1870,2.8839020420231725e-05,7.036849436481418e-10,6.981329086259385e-10,4.223646036091314e-11
1871,2.9508640831668993e-05,7.442610059994945e-10,5.568475442656912e-10,4.223646036091314e-11
1872,2.981458601425402e-05,5.165785775331142e-10,5.535727035496255e-10,4.223646036091314e-11
1873,2.9908542014059742e-05,8.362721665949075e-10,6.939150999839074e-10,4.223646036091314e-11
1874,3.0114946379658898e-05,8.29328681125777e-10,7.336558146712033e-10,4.223646036091314e-11
1875,3.061449414027655e-05,8.29328681125777e-10,6.794507773871012e-10,4.223646036091314e-11
1876,3.0450162999581414e-05,1.0209886071508934e-09,6.373570917071549e-10,4.223646036091314e-11
1877,3.0237919937852504e-05,9.787521467899803e-10,5.805510556416188e-10,0.0
1878,3.0118158195234302e-05,9.381760844386277e-10,7.25692494191981e-10,0.0
1879,3.0029256647269775e-05,8.562726638849938e-10,8.942236594057716e-10,0.0
1880,3.047207038824646e-05,3.0402803885554164e-10,8.513691933982009e-10,0.0
1881,3.081966185293693e-05,2.8767780023221587e-10,1.0325876503054182e-09,0.0
1882,3.086920748631071e-05,3.2008737922100446e-10,1.1468150556177242e-09,3.240957898878857e-11
1883,3.140992053626438e-05,1.2842745319588796e-10,1.0701510867937104e-09,3.240957898878857e-11
1884,3.1835223905675646e-05,2.1996017110900316e-10,1.335867718031482e-09,3.240957898878857e-11
1885,3.182173583939273e-05,2.48983448937677e-10,1.2487728351384675e-09,3.240957898878857e-11
1886,3.246074110003454e-05,3.8692653446327693e-10,1.0944671914790506e-09,5.99981949043839e-11
1887,3.256929682850439e-05,3.8167381953359477e-10,8.918943698667445e-10,8.763216343053517e-11
1888,3.304647283844783e-05,3.185426287823288e-10,8.329522488415009e-10,8.763216343053517e-11
1889,3.357650556219076e-05,2.8613304979354023e-10,9.263746297838438e-10,5.5222584441746594e-11
1890,3.3832889000353005e-05,3.6202012419574356e-10,1.1034444647688752e-09,8.051827458745362e-11
1891,3.394631806129057e-05,2.7048740628262836e-10,8.190345921318557e-10,8.051827458745362e-11
1892,3.4108334408041886e-05,2.4146412845395457e-10,8.284027848613564e-10,1.0298985672222268e-10
1893,3.452599672268012e-05,1.7270606571846107e-10,9.346572623001948e-10,7.540124080662736e-11
1894,3.439878751773254e-05,4.1017337145835397e-10,1.3267669621682847e-09,4.776727228047609e-11
1895,3.407284644448997e-05,4.5251578674663865e-10,1.3764619880404387e-09,4.776727228047609e-11
1896,3.354476315767637e-05,4.5251578674663865e-10,1.2048646961090474e-09,4.776727228047609e-11
1897,3.338684265535059e-05,3.766287123444353e-10,1.0649483715509588e-09,2.247158213476906e-11
1898,3.321733882850302e-05,3.9466688052579105e-10,1.302348958834695e-09,2.247158213476906e-11
1899,3.346945387810203e-05,4.1288078709923934e-10,1.4717149959026748e-09,0.0
1900,3.32209918789366e-05,3.6176636884567767e-10,1.5452011495728106e-09,0.0
1901,3.331828806299849e-05,1.480751533294062e-10,1.3139610431446768e-09,0.0
1902,3.3458744188205204e-05,1.0573273804112152e-10,1.2744318695594765e-09,0.0
1903,3.328374753307019e-05,2.8106332935643307e-10,1.476932219381309e-09,1.5939144845259332e-11
1904,3.336780926994314e-05,2.8106332935643307e-10,1.550754889580373e-09,3.179288479307882e-11
1905,3.338733638104584e-05,3.2401261039284787e-10,1.4298596909664445e-09,6.22866094019641e-11
1906,3.2939321369797525e-05,3.057987038193996e-10,1.3947737250877675e-09,6.22866094019641e-11
1907,3.271165561662721e-05,3.0237827321398317e-10,1.2917074235626762e-09,6.22866094019641e-11
1908,3.260007257007861e-05,2.509682144642105e-10,1.281621761098758e-09,7.601106351483113e-11
1909,3.2372786725838e-05,2.785302326082016e-10,1.3574970195559137e-09,7.601106351483113e-11
1910,3.266172955461245e-05,1.0319964129289007e-10,1.176453014371605e-09,6.007191866957179e-11
1911,3.251970753938492e-05,1.1717757320006683e-10,1.1353664912989408e-09,4.421817872175231e-11
1912,3.24430937845526e-05,5.619012398229626e-11,1.1117920790353659e-09,1.372445411286703e-11
1913,3.240353856069435e-05,8.478596198140715e-11,1.1388639634521018e-09,1.372445411286703e-11
1914,3.198592665804816e-05,1.1398525575792969e-10,1.2847257147008406e-09,5.7573921820517986e-11
1915,3.144976134145898e-05,1.1398525575792969e-10,1.1700627054546585e-09,4.384946770765095e-11
1916,3.098432430955914e-05,1.0147510014808197e-10,1.2832492291003916e-09,8.900505332753994e-11
1917,3.063241664286969e-05,1.7130377473671488e-10,1.4387907452752457e-09,1.1693652197346845e-10
1918,3.0205036507270832e-05,1.8608632095557757e-10,1.4983232432541627e-09,1.3131676103648815e-10
1919,2.9884780555481223e-05,2.0029206765359575e-10,1.5246511196411105e-09,1.597282544325245e-10
1920,3.0271221216285733e-05,4.2691442543794725e-10,1.8063208072151481e-09,1.829299093155815e-10
1921,3.0472280351594755e-05,4.673997825681881e-10,1.6972771442271194e-09,1.3908044160793054e-10
1922,3.0976068696223334e-05,4.673997825681881e-10,1.947489106487613e-09,1.3908044160793054e-10
1923,3.1728329694098125e-05,4.769013646290152e-10,1.7826719782882655e-09,9.392485598804155e-11
1924,3.288513705358907e-05,4.559157505888502e-10,1.6114992118509974e-09,6.599338734211305e-11
1925,3.408704391664027e-05,4.961707959177148e-10,1.7121288117419704e-09,5.161314827909333e-11
1926,3.5503626609819806e-05,5.736569017430629e-10,1.7708894906043327e-09,2.3201654883056986e-11
1927,3.623403037116597e-05,3.8665383791539453e-10,1.5333136268605836e-09,0.0
1928,3.747716203049224e-05,3.0231901307750265e-10,1.6611672910243109e-09,0.0
1929,3.840800127363764e-05,3.52890607608585e-10,1.8023448051478803e-09,2.5285797265541176e-11
